pair,symbol,spread_bin,burst_stratum,day,horizon_k,forward,n,mean,t,pos_frac
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,self_mid,84,-2.2857142857142856,-2.8515365093233203,0.3333333333333333
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,extract,84,-2.2857142857142856,-2.8515365093233203,0.3333333333333333
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,self_mid,107,-0.07009345794392523,-0.3620039173741108,0.38317757009345793
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,extract,107,-0.07009345794392523,-0.3620039173741108,0.38317757009345793
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,self_mid,107,-0.40186915887850466,-0.9763026915320597,0.411214953271028
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,extract,107,-0.40186915887850466,-0.9763026915320597,0.411214953271028
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,self_mid,106,-1.1556603773584906,-1.2455703730678236,0.44339622641509435
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,extract,106,-1.1556603773584906,-1.2455703730678236,0.44339622641509435
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,1,5,self_mid,173,-0.36416184971098264,-1.0763554504523472,0.45664739884393063
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,1,5,extract,173,-0.22254335260115607,-1.2965248241655263,0.41040462427745666
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,1,20,self_mid,173,-0.6184971098265896,-0.8634908846264067,0.4913294797687861
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,1,20,extract,173,-0.33815028901734107,-1.08094531455039,0.4161849710982659
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,1,100,self_mid,173,-1.5115606936416186,-1.0992480969160934,0.5086705202312138
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,1,100,extract,173,0.06358381502890173,0.08592693529249473,0.47398843930635837
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,2,5,self_mid,146,0.1095890410958904,0.32505547958539216,0.5
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,2,5,extract,146,-0.07191780821917808,-0.4033582997352862,0.4246575342465753
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,2,20,self_mid,146,-0.3904109589041096,-0.6462045974915229,0.4863013698630137
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,2,20,extract,146,0.02054794520547945,0.059509932289831376,0.4657534246575342
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,2,100,self_mid,145,1.6586206896551725,1.163568411490421,0.496551724137931
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,2,100,extract,145,-0.2206896551724138,-0.3013750426281798,0.47586206896551725
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,3,5,self_mid,147,-0.1598639455782313,-0.476029305322407,0.40816326530612246
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,3,5,extract,147,0.09863945578231292,0.5706219360438161,0.43537414965986393
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,3,20,self_mid,147,-0.2789115646258503,-0.38747010291164524,0.5102040816326531
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,3,20,extract,147,-0.2585034013605442,-0.7310998694041834,0.42857142857142855
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,3,100,self_mid,146,-2.4383561643835616,-1.5357890678445074,0.4315068493150685
Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,3,100,extract,146,-0.839041095890411,-1.1008470730136328,0.4178082191780822
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,1,5,self_mid,11,-0.13636363636363635,-0.1057098464733556,0.45454545454545453
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,1,5,extract,11,-0.5909090909090909,-1.0642874493288583,0.2727272727272727
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,1,20,self_mid,11,2.3181818181818183,0.853683528824249,0.5454545454545454
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,1,20,extract,11,-0.5909090909090909,-0.42674590679409835,0.45454545454545453
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,1,100,self_mid,11,-1.6363636363636365,-0.30469984685921203,0.45454545454545453
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,1,100,extract,11,-0.7272727272727273,-0.19059237487025937,0.36363636363636365
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,2,5,self_mid,14,-2.392857142857143,-3.02889195064327,0.21428571428571427
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,2,5,extract,14,-0.5357142857142857,-1.030017378388526,0.2857142857142857
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,2,20,self_mid,14,-4.142857142857143,-2.5884683754526643,0.2857142857142857
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,2,20,extract,14,-0.4642857142857143,-0.5206411839673619,0.35714285714285715
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,2,100,self_mid,14,5.214285714285714,0.8845848419983258,0.5
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,2,100,extract,14,0.32142857142857145,0.12459300865414923,0.5
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,3,5,self_mid,10,1.5,1.0100253132972754,0.6
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,3,5,extract,10,0.65,0.9241291027449284,0.6
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,3,20,self_mid,10,4.6,1.436876490970451,0.6
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,3,20,extract,10,-0.55,-0.48927831879909356,0.3
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,3,100,self_mid,10,9.7,1.63130841773295,0.7
Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,3,100,extract,10,1.55,0.7801914586073668,0.6
Mark 38|Mark 14,VEV_4000,tight,isolated_print,1,5,self_mid,67,-0.29850746268656714,-1.0976676473633884,0.40298507462686567
Mark 38|Mark 14,VEV_4000,tight,isolated_print,1,5,extract,67,-0.08955223880597014,-0.3601113243439465,0.43283582089552236
Mark 38|Mark 14,VEV_4000,tight,isolated_print,1,20,self_mid,66,-0.4318181818181818,-0.8058129293630778,0.3939393939393939
Mark 38|Mark 14,VEV_4000,tight,isolated_print,1,20,extract,66,-0.36363636363636365,-0.7108042647062455,0.3939393939393939
Mark 38|Mark 14,VEV_4000,tight,isolated_print,1,100,self_mid,66,-0.3939393939393939,-0.3907526984636713,0.4090909090909091
Mark 38|Mark 14,VEV_4000,tight,isolated_print,1,100,extract,66,-0.25,-0.25009839722244864,0.42424242424242425
Mark 38|Mark 14,VEV_4000,tight,isolated_print,2,5,self_mid,54,0.2222222222222222,0.7491446700059203,0.5185185185185185
Mark 38|Mark 14,VEV_4000,tight,isolated_print,2,5,extract,54,0.4166666666666667,1.4017501947573343,0.5925925925925926
Mark 38|Mark 14,VEV_4000,tight,isolated_print,2,20,self_mid,54,0.7962962962962963,1.6086820139193698,0.6481481481481481
Mark 38|Mark 14,VEV_4000,tight,isolated_print,2,20,extract,54,1.0833333333333333,2.192285787416354,0.6666666666666666
Mark 38|Mark 14,VEV_4000,tight,isolated_print,2,100,self_mid,54,2.3425925925925926,2.0878762339642547,0.7037037037037037
Mark 38|Mark 14,VEV_4000,tight,isolated_print,2,100,extract,54,2.3703703703703702,2.103840403600391,0.6851851851851852
Mark 38|Mark 14,VEV_4000,tight,isolated_print,3,5,self_mid,64,0.3828125,1.3146652434339383,0.5
Mark 38|Mark 14,VEV_4000,tight,isolated_print,3,5,extract,64,0.296875,1.2326974464920797,0.5
Mark 38|Mark 14,VEV_4000,tight,isolated_print,3,20,self_mid,64,0.25,0.4901314000583567,0.4375
Mark 38|Mark 14,VEV_4000,tight,isolated_print,3,20,extract,64,0.359375,0.7479890612645911,0.453125
Mark 38|Mark 14,VEV_4000,tight,isolated_print,3,100,self_mid,63,-2.0714285714285716,-1.7443041761838336,0.4126984126984127
Mark 38|Mark 14,VEV_4000,tight,isolated_print,3,100,extract,63,-1.9603174603174602,-1.6648196804510773,0.4126984126984127
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,self_mid,47,-0.3404255319148936,-0.9759513786769671,0.3404255319148936
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,extract,47,-0.3404255319148936,-0.9759513786769671,0.3404255319148936
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,self_mid,47,-1.9787234042553192,-3.2693105673593417,0.2553191489361702
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,extract,47,-1.9787234042553192,-3.2693105673593417,0.2553191489361702
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,self_mid,47,-0.9361702127659575,-0.6106835896658418,0.44680851063829785
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,extract,47,-0.9361702127659575,-0.6106835896658418,0.44680851063829785
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,self_mid,52,0.09615384615384616,0.3791986112612384,0.40384615384615385
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,extract,52,0.09615384615384616,0.3791986112612384,0.40384615384615385
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,self_mid,52,-0.27884615384615385,-0.48251014159008726,0.4423076923076923
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,extract,52,-0.27884615384615385,-0.48251014159008726,0.4423076923076923
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,self_mid,52,-0.7403846153846154,-0.5060957622161434,0.4423076923076923
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,extract,52,-0.7403846153846154,-0.5060957622161434,0.4423076923076923
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,self_mid,31,-0.0967741935483871,-0.2792258594148888,0.3548387096774194
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,extract,31,-0.0967741935483871,-0.2792258594148888,0.3548387096774194
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,self_mid,31,-0.14516129032258066,-0.19327669309111414,0.45161290322580644
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,extract,31,-0.14516129032258066,-0.19327669309111414,0.45161290322580644
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,self_mid,31,-0.7580645161290323,-0.6817276441438663,0.3548387096774194
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,extract,31,-0.7580645161290323,-0.6817276441438663,0.3548387096774194
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,1,5,self_mid,31,0.14516129032258066,0.3681399864691135,0.4838709677419355
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,1,5,extract,31,0.14516129032258066,0.3681399864691135,0.4838709677419355
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,1,20,self_mid,31,1.2741935483870968,1.5218783489159966,0.6451612903225806
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,1,20,extract,31,1.2741935483870968,1.5218783489159966,0.6451612903225806
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,1,100,self_mid,31,0.8387096774193549,0.46232055665679045,0.5806451612903226
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,1,100,extract,31,0.8387096774193549,0.46232055665679045,0.5806451612903226
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,2,5,self_mid,36,-0.25,-0.7658930596179533,0.3611111111111111
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,2,5,extract,36,-0.25,-0.7658930596179533,0.3611111111111111
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,2,20,self_mid,36,0.6805555555555556,1.075971278076867,0.5277777777777778
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,2,20,extract,36,0.6805555555555556,1.075971278076867,0.5277777777777778
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,2,100,self_mid,36,1.0138888888888888,0.644910404987968,0.5555555555555556
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,2,100,extract,36,1.0138888888888888,0.644910404987968,0.5555555555555556
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,3,5,self_mid,34,0.5147058823529411,1.167040022017872,0.5588235294117647
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,3,5,extract,34,0.5147058823529411,1.167040022017872,0.5588235294117647
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,3,20,self_mid,34,0.6911764705882353,0.940085466200113,0.5294117647058824
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,3,20,extract,34,0.6911764705882353,0.940085466200113,0.5294117647058824
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,3,100,self_mid,34,-0.6764705882352942,-0.4395966535966209,0.47058823529411764
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,wide,isolated_print,3,100,extract,34,-0.6764705882352942,-0.4395966535966209,0.47058823529411764
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,self_mid,94,0.11170212765957446,0.49870515458118714,0.5
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,extract,94,0.11170212765957446,0.49870515458118714,0.5
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,self_mid,94,1.3457446808510638,3.401289215684357,0.5851063829787234
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,extract,94,1.3457446808510638,3.401289215684357,0.5851063829787234
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,self_mid,94,2.0797872340425534,2.204319111047073,0.574468085106383
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,extract,94,2.0797872340425534,2.204319111047073,0.574468085106383
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,self_mid,113,0.35398230088495575,1.5129099618301893,0.49557522123893805
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,extract,113,0.35398230088495575,1.5129099618301893,0.49557522123893805
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,self_mid,113,0.5176991150442478,1.5116133984080005,0.5132743362831859
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,extract,113,0.5176991150442478,1.5116133984080005,0.5132743362831859
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,self_mid,112,0.6116071428571429,0.8375119980826663,0.5178571428571429
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,extract,112,0.6116071428571429,0.8375119980826663,0.5178571428571429
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,self_mid,109,0.24770642201834864,1.2837213048319995,0.45871559633027525
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,extract,109,0.24770642201834864,1.2837213048319995,0.45871559633027525
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,self_mid,109,0.05504587155963303,0.14143390687078453,0.47706422018348627
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,extract,109,0.05504587155963303,0.14143390687078453,0.47706422018348627
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,self_mid,108,0.28703703703703703,0.31146221067655694,0.4722222222222222
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,extract,108,0.28703703703703703,0.31146221067655694,0.4722222222222222
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,self_mid,29,2.396551724137931,6.390744288600738,0.9310344827586207
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,extract,29,2.396551724137931,6.390744288600738,0.9310344827586207
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,self_mid,29,2.396551724137931,3.016043104389086,0.6206896551724138
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,extract,29,2.396551724137931,3.016043104389086,0.6206896551724138
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,self_mid,29,5.017241379310345,2.955691360434926,0.6551724137931034
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,extract,29,5.017241379310345,2.955691360434926,0.6551724137931034
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,self_mid,24,1.9583333333333333,5.5206978163203395,0.9166666666666666
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,extract,24,1.9583333333333333,5.5206978163203395,0.9166666666666666
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,self_mid,24,1.1041666666666667,1.3281980219561467,0.5416666666666666
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,extract,24,1.1041666666666667,1.3281980219561467,0.5416666666666666
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,self_mid,24,-1.3958333333333333,-0.9599964221145906,0.4166666666666667
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,extract,24,-1.3958333333333333,-0.9599964221145906,0.4166666666666667
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,self_mid,17,1.9705882352941178,3.877953837160659,0.7647058823529411
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,extract,17,1.9705882352941178,3.877953837160659,0.7647058823529411
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,self_mid,17,2.676470588235294,2.351177871446048,0.7058823529411765
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,extract,17,2.676470588235294,2.351177871446048,0.7058823529411765
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,self_mid,17,-3.0294117647058822,-1.26976770725796,0.4117647058823529
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,extract,17,-3.0294117647058822,-1.26976770725796,0.4117647058823529
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,self_mid,25,2.14,7.545634065612662,0.88
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,extract,25,2.14,7.545634065612662,0.88
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,self_mid,25,1.9,2.889086500824881,0.76
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,extract,25,1.9,2.889086500824881,0.76
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,self_mid,25,2.06,0.9290092974806194,0.52
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,extract,25,2.06,0.9290092974806194,0.52
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,self_mid,33,1.5909090909090908,4.8057310641032585,0.8181818181818182
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,extract,33,1.5909090909090908,4.8057310641032585,0.8181818181818182
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,self_mid,33,1.5909090909090908,2.374018283483392,0.6666666666666666
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,extract,33,1.5909090909090908,2.374018283483392,0.6666666666666666
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,self_mid,32,3.1875,2.405111494883226,0.6875
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,extract,32,3.1875,2.405111494883226,0.6875
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,self_mid,26,1.8653846153846154,3.9389259353166355,0.7307692307692307
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,extract,26,1.8653846153846154,3.9389259353166355,0.7307692307692307
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,self_mid,26,1.2884615384615385,1.616246569563952,0.5769230769230769
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,extract,26,1.2884615384615385,1.616246569563952,0.5769230769230769
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,self_mid,26,0.5961538461538461,0.319783453804067,0.46153846153846156
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,extract,26,0.5961538461538461,0.319783453804067,0.46153846153846156
