n,mean,median,t,pos_frac,mean_ci95_lo,mean_ci95_hi,participant,side,trade_symbol,spread_bin,horizon_k,forward_target
507,0.011834319526627219,0.0,0.0591147406905954,0.4635108481262327,-0.38476331360946747,0.39087771203155786,Mark 38,sell_agg,HYDROGEL_PACK,all,5,HYDROGEL_PACK
507,-0.10946745562130178,-0.5,-0.5460750261855786,0.4477317554240631,-0.5266272189349113,0.32756410256410246,Mark 38,sell_agg,HYDROGEL_PACK,all,20,VELVETFRUIT_EXTRACT
507,0.10157790927021697,0.0,0.2624804099548992,0.4990138067061144,-0.5858727810650887,0.7626725838264297,Mark 38,sell_agg,HYDROGEL_PACK,all,20,HYDROGEL_PACK
505,-0.3821782178217822,-1.0,-0.8752404529654942,0.4534653465346535,-1.1704950495049504,0.5181435643564354,Mark 38,sell_agg,HYDROGEL_PACK,all,100,VELVETFRUIT_EXTRACT
505,0.5881188118811881,0.0,0.7280135711120933,0.48514851485148514,-1.066509900990099,2.1813861386138615,Mark 38,sell_agg,HYDROGEL_PACK,all,100,HYDROGEL_PACK
514,0.029182879377431907,0.0,0.30290155885435005,0.4280155642023346,-0.1480058365758755,0.2266780155642023,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,tight,5,VELVETFRUIT_EXTRACT
514,0.17704280155642024,0.0,0.9275282087400505,0.4669260700389105,-0.20235894941634242,0.5778939688715952,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,tight,5,HYDROGEL_PACK
514,-0.0038910505836575876,0.0,-0.021070123607488524,0.4357976653696498,-0.3775291828793774,0.3813959143968871,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,tight,20,VELVETFRUIT_EXTRACT
514,0.17607003891050585,0.0,0.46572653262699537,0.49221789883268485,-0.5622568093385214,0.8560311284046692,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,tight,20,HYDROGEL_PACK
509,-0.8575638506876228,-1.0,-2.1710147071144936,0.4400785854616896,-1.6633595284872298,-0.09408153241650315,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,tight,100,VELVETFRUIT_EXTRACT
509,0.33595284872298625,0.0,0.40952993327922055,0.481335952848723,-1.1023330058939096,2.014611984282907,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,tight,100,HYDROGEL_PACK
86,0.18604651162790697,0.5,0.765291090180946,0.5348837209302325,-0.3257267441860465,0.6571220930232556,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,wide,5,VELVETFRUIT_EXTRACT
86,-0.3372093023255814,0.0,-0.7742187767787988,0.4418604651162791,-1.1751453488372094,0.5645348837209297,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,wide,5,HYDROGEL_PACK
86,-0.7151162790697675,-0.5,-1.5758979826446913,0.45348837209302323,-1.627906976744186,0.11119186046511562,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,wide,20,VELVETFRUIT_EXTRACT
86,-1.622093023255814,-1.75,-1.9304957982988427,0.4418604651162791,-3.134593023255814,-0.09069767441860677,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,wide,20,HYDROGEL_PACK
86,-1.2790697674418605,-3.0,-1.2911545191357183,0.4186046511627907,-3.314825581395349,0.5014534883720917,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,wide,100,VELVETFRUIT_EXTRACT
86,-1.936046511627907,-3.0,-0.9610575249671914,0.4186046511627907,-5.977906976744186,1.7095930232558136,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,wide,100,HYDROGEL_PACK
600,0.051666666666666666,0.0,0.5770292515005375,0.44333333333333336,-0.12004166666666666,0.23347916666666654,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,all,5,VELVETFRUIT_EXTRACT
600,0.10333333333333333,0.0,0.5903027624624952,0.4633333333333333,-0.2359375,0.44583333333333336,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,all,5,HYDROGEL_PACK
600,-0.10583333333333333,0.0,-0.6181496555114884,0.43833333333333335,-0.4550208333333334,0.1877916666666664,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,all,20,VELVETFRUIT_EXTRACT
600,-0.08166666666666667,0.0,-0.23586624106849938,0.485,-0.7499374999999999,0.5519791666666664,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,all,20,HYDROGEL_PACK
595,-0.9184873949579831,-1.0,-2.504567788249762,0.4369747899159664,-1.6196008403361344,-0.21888655462184914,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,all,100,VELVETFRUIT_EXTRACT
595,0.007563025210084034,-1.0,0.00995351775913301,0.4722689075630252,-1.4369747899159664,1.6793697478991594,Mark 55,sell_agg,VELVETFRUIT_EXTRACT,all,100,HYDROGEL_PACK
