day,t1,t2,dt,sym_leg1,sym_leg2,dm_ex_k5,dm_ex_k20,dm_ex_k100
2,822500,826400,3900,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,-0.5,0.0
2,822500,826400,3900,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,-0.5,0.0
2,822500,826400,3900,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,-0.5,0.0
2,825700,825900,200,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,-3.5,-6.0
2,825700,825900,200,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,-3.5,-6.0
2,825700,825900,200,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,-3.5,-6.0
2,825700,825900,200,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,-3.5,-6.0
2,825700,826400,700,VELVETFRUIT_EXTRACT,VEV_5300,-1.0,-0.5,0.0
2,825700,826400,700,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,-0.5,0.0
2,825700,826400,700,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,-0.5,0.0
2,825700,826400,700,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,-0.5,0.0
2,825700,826400,700,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,-0.5,0.0
2,906500,910900,4400,VELVETFRUIT_EXTRACT,VEV_5500,-3.5,5.5,7.0
2,906500,910900,4400,VELVETFRUIT_EXTRACT,VEV_6000,-3.5,5.5,7.0
2,906500,910900,4400,VELVETFRUIT_EXTRACT,VEV_6500,-3.5,5.5,7.0
2,945100,948000,2900,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,-2.0,-2.0
2,945100,948000,2900,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,-2.0,-2.0
2,945100,948000,2900,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,-2.0,-2.0
2,945100,948500,3400,VELVETFRUIT_EXTRACT,VEV_5400,-1.5,-2.0,-5.0
2,945100,948500,3400,VELVETFRUIT_EXTRACT,VEV_5500,-1.5,-2.0,-5.0
2,945100,948500,3400,VELVETFRUIT_EXTRACT,VEV_6000,-1.5,-2.0,-5.0
2,945100,948500,3400,VELVETFRUIT_EXTRACT,VEV_6500,-1.5,-2.0,-5.0
2,970700,972800,2100,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,0.0,3.0
2,970700,972800,2100,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,0.0,3.0
2,970700,972800,2100,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,0.0,3.0
3,28000,32900,4900,VELVETFRUIT_EXTRACT,VEV_5300,1.5,2.5,-23.0
3,28000,32900,4900,VELVETFRUIT_EXTRACT,VEV_5400,1.5,2.5,-23.0
3,28000,32900,4900,VELVETFRUIT_EXTRACT,VEV_5500,1.5,2.5,-23.0
3,28000,32900,4900,VELVETFRUIT_EXTRACT,VEV_6000,1.5,2.5,-23.0
3,28000,32900,4900,VELVETFRUIT_EXTRACT,VEV_6500,1.5,2.5,-23.0
3,50000,54400,4400,VELVETFRUIT_EXTRACT,VEV_5400,1.0,3.0,2.0
3,50000,54400,4400,VELVETFRUIT_EXTRACT,VEV_5500,1.0,3.0,2.0
3,50000,54400,4400,VELVETFRUIT_EXTRACT,VEV_6000,1.0,3.0,2.0
3,50000,54400,4400,VELVETFRUIT_EXTRACT,VEV_6500,1.0,3.0,2.0
3,129000,132100,3100,VELVETFRUIT_EXTRACT,VEV_5400,4.0,5.0,-9.0
3,129000,132100,3100,VELVETFRUIT_EXTRACT,VEV_5500,4.0,5.0,-9.0
3,129000,132100,3100,VELVETFRUIT_EXTRACT,VEV_6000,4.0,5.0,-9.0
3,129000,132100,3100,VELVETFRUIT_EXTRACT,VEV_6500,4.0,5.0,-9.0
3,144500,144800,300,VELVETFRUIT_EXTRACT,VEV_5400,4.0,3.0,0.5
3,144500,144800,300,VELVETFRUIT_EXTRACT,VEV_5500,4.0,3.0,0.5
3,144500,144800,300,VELVETFRUIT_EXTRACT,VEV_6000,4.0,3.0,0.5
3,144500,144800,300,VELVETFRUIT_EXTRACT,VEV_6500,4.0,3.0,0.5
3,151600,155400,3800,VELVETFRUIT_EXTRACT,VEV_5300,0.0,-6.0,1.0
3,151600,155400,3800,VELVETFRUIT_EXTRACT,VEV_5400,0.0,-6.0,1.0
3,151600,155400,3800,VELVETFRUIT_EXTRACT,VEV_5500,0.0,-6.0,1.0
3,151600,155400,3800,VELVETFRUIT_EXTRACT,VEV_6000,0.0,-6.0,1.0
3,151600,155400,3800,VELVETFRUIT_EXTRACT,VEV_6500,0.0,-6.0,1.0
3,170900,172300,1400,VELVETFRUIT_EXTRACT,VEV_5500,-3.5,-2.0,-2.0
3,170900,172300,1400,VELVETFRUIT_EXTRACT,VEV_6000,-3.5,-2.0,-2.0
3,170900,172300,1400,VELVETFRUIT_EXTRACT,VEV_6500,-3.5,-2.0,-2.0
3,218200,218300,100,VELVETFRUIT_EXTRACT,VEV_5300,1.0,4.0,12.0
3,218200,218300,100,VELVETFRUIT_EXTRACT,VEV_5400,1.0,4.0,12.0
3,218200,218300,100,VELVETFRUIT_EXTRACT,VEV_5500,1.0,4.0,12.0
3,218200,218300,100,VELVETFRUIT_EXTRACT,VEV_6000,1.0,4.0,12.0
3,218200,218300,100,VELVETFRUIT_EXTRACT,VEV_6500,1.0,4.0,12.0
3,218200,220800,2600,VELVETFRUIT_EXTRACT,VEV_5300,1.0,-6.0,9.0
3,218200,220800,2600,VELVETFRUIT_EXTRACT,VEV_5400,1.0,-6.0,9.0
3,218200,220800,2600,VELVETFRUIT_EXTRACT,VEV_5500,1.0,-6.0,9.0
3,218200,220800,2600,VELVETFRUIT_EXTRACT,VEV_6000,1.0,-6.0,9.0
3,218200,220800,2600,VELVETFRUIT_EXTRACT,VEV_6500,1.0,-6.0,9.0
3,218200,222400,4200,VELVETFRUIT_EXTRACT,VEV_5200,0.0,1.0,5.0
3,218200,222400,4200,VELVETFRUIT_EXTRACT,VEV_5300,0.0,1.0,5.0
3,218200,222400,4200,VELVETFRUIT_EXTRACT,VEV_5400,0.0,1.0,5.0
3,218200,222400,4200,VELVETFRUIT_EXTRACT,VEV_5500,0.0,1.0,5.0
3,218200,222400,4200,VELVETFRUIT_EXTRACT,VEV_6000,0.0,1.0,5.0
3,218200,222400,4200,VELVETFRUIT_EXTRACT,VEV_6500,0.0,1.0,5.0
3,252100,253400,1300,VELVETFRUIT_EXTRACT,VEV_5500,-0.5,-2.5,-14.5
3,252100,253400,1300,VELVETFRUIT_EXTRACT,VEV_6000,-0.5,-2.5,-14.5
3,252100,253400,1300,VELVETFRUIT_EXTRACT,VEV_6500,-0.5,-2.5,-14.5
3,318600,319700,1100,VELVETFRUIT_EXTRACT,VEV_5300,-1.5,-3.0,10.5
3,318600,319700,1100,VELVETFRUIT_EXTRACT,VEV_5400,-1.5,-3.0,10.5
3,318600,319700,1100,VELVETFRUIT_EXTRACT,VEV_5500,-1.5,-3.0,10.5
3,318600,319700,1100,VELVETFRUIT_EXTRACT,VEV_6000,-1.5,-3.0,10.5
3,318600,319700,1100,VELVETFRUIT_EXTRACT,VEV_6500,-1.5,-3.0,10.5
3,318600,320200,1600,VELVETFRUIT_EXTRACT,VEV_5300,-1.5,1.5,14.5
3,318600,320200,1600,VELVETFRUIT_EXTRACT,VEV_5500,-1.5,1.5,14.5
3,318600,320200,1600,VELVETFRUIT_EXTRACT,VEV_6000,-1.5,1.5,14.5
3,318600,320200,1600,VELVETFRUIT_EXTRACT,VEV_6500,-1.5,1.5,14.5
3,360300,363100,2800,VELVETFRUIT_EXTRACT,VEV_5200,-3.0,-1.5,9.5
3,360300,363100,2800,VELVETFRUIT_EXTRACT,VEV_5300,-3.0,-1.5,9.5
3,360300,363100,2800,VELVETFRUIT_EXTRACT,VEV_5400,-3.0,-1.5,9.5
3,360300,363100,2800,VELVETFRUIT_EXTRACT,VEV_5500,-3.0,-1.5,9.5
3,360300,363100,2800,VELVETFRUIT_EXTRACT,VEV_6000,-3.0,-1.5,9.5
3,360300,363100,2800,VELVETFRUIT_EXTRACT,VEV_6500,-3.0,-1.5,9.5
3,360300,364700,4400,VELVETFRUIT_EXTRACT,VEV_5300,-2.0,0.0,13.0
3,360300,364700,4400,VELVETFRUIT_EXTRACT,VEV_5400,-2.0,0.0,13.0
3,360300,364700,4400,VELVETFRUIT_EXTRACT,VEV_5500,-2.0,0.0,13.0
3,360300,364700,4400,VELVETFRUIT_EXTRACT,VEV_6000,-2.0,0.0,13.0
3,360300,364700,4400,VELVETFRUIT_EXTRACT,VEV_6500,-2.0,0.0,13.0
3,382600,385400,2800,VELVETFRUIT_EXTRACT,VEV_5300,2.0,5.0,8.0
3,382600,385400,2800,VELVETFRUIT_EXTRACT,VEV_5400,2.0,5.0,8.0
3,382600,385400,2800,VELVETFRUIT_EXTRACT,VEV_5500,2.0,5.0,8.0
3,382600,385400,2800,VELVETFRUIT_EXTRACT,VEV_6000,2.0,5.0,8.0
3,382600,385400,2800,VELVETFRUIT_EXTRACT,VEV_6500,2.0,5.0,8.0
3,430100,431900,1800,VELVETFRUIT_EXTRACT,VEV_5200,0.5,2.0,1.0
3,430100,431900,1800,VELVETFRUIT_EXTRACT,VEV_5300,0.5,2.0,1.0
3,430100,431900,1800,VELVETFRUIT_EXTRACT,VEV_5400,0.5,2.0,1.0
3,430100,431900,1800,VELVETFRUIT_EXTRACT,VEV_5500,0.5,2.0,1.0
3,430100,431900,1800,VELVETFRUIT_EXTRACT,VEV_6000,0.5,2.0,1.0
3,430100,431900,1800,VELVETFRUIT_EXTRACT,VEV_6500,0.5,2.0,1.0
3,454000,456600,2600,VELVETFRUIT_EXTRACT,VEV_5300,-2.0,-2.0,2.0
3,454000,456600,2600,VELVETFRUIT_EXTRACT,VEV_5400,-2.0,-2.0,2.0
3,454000,456600,2600,VELVETFRUIT_EXTRACT,VEV_5500,-2.0,-2.0,2.0
3,454000,456600,2600,VELVETFRUIT_EXTRACT,VEV_6000,-2.0,-2.0,2.0
3,454000,456600,2600,VELVETFRUIT_EXTRACT,VEV_6500,-2.0,-2.0,2.0
3,456400,456600,200,VELVETFRUIT_EXTRACT,VEV_5300,-2.0,-2.0,2.0
3,456400,456600,200,VELVETFRUIT_EXTRACT,VEV_5400,-2.0,-2.0,2.0
3,456400,456600,200,VELVETFRUIT_EXTRACT,VEV_5500,-2.0,-2.0,2.0
3,456400,456600,200,VELVETFRUIT_EXTRACT,VEV_6000,-2.0,-2.0,2.0
3,456400,456600,200,VELVETFRUIT_EXTRACT,VEV_6500,-2.0,-2.0,2.0
3,456400,459800,3400,VELVETFRUIT_EXTRACT,VEV_5300,-3.5,-2.0,-4.0
3,456400,459800,3400,VELVETFRUIT_EXTRACT,VEV_5400,-3.5,-2.0,-4.0
3,456400,459800,3400,VELVETFRUIT_EXTRACT,VEV_5500,-3.5,-2.0,-4.0
3,456400,459800,3400,VELVETFRUIT_EXTRACT,VEV_6000,-3.5,-2.0,-4.0
3,456400,459800,3400,VELVETFRUIT_EXTRACT,VEV_6500,-3.5,-2.0,-4.0
3,485400,485500,100,VELVETFRUIT_EXTRACT,VEV_5400,0.0,-6.0,-9.0
3,485400,485500,100,VELVETFRUIT_EXTRACT,VEV_5500,0.0,-6.0,-9.0
3,485400,485500,100,VELVETFRUIT_EXTRACT,VEV_6000,0.0,-6.0,-9.0
3,485400,485500,100,VELVETFRUIT_EXTRACT,VEV_6500,0.0,-6.0,-9.0
3,521700,524000,2300,VELVETFRUIT_EXTRACT,VEV_5200,-4.0,0.0,-11.0
3,521700,524000,2300,VELVETFRUIT_EXTRACT,VEV_5300,-4.0,0.0,-11.0
3,521700,524000,2300,VELVETFRUIT_EXTRACT,VEV_5400,-4.0,0.0,-11.0
3,521700,524000,2300,VELVETFRUIT_EXTRACT,VEV_5500,-4.0,0.0,-11.0
3,521700,524000,2300,VELVETFRUIT_EXTRACT,VEV_6000,-4.0,0.0,-11.0
3,521700,524000,2300,VELVETFRUIT_EXTRACT,VEV_6500,-4.0,0.0,-11.0
3,523200,524000,800,VELVETFRUIT_EXTRACT,VEV_5200,-4.0,0.0,-11.0
3,523200,524000,800,VELVETFRUIT_EXTRACT,VEV_5300,-4.0,0.0,-11.0
3,523200,524000,800,VELVETFRUIT_EXTRACT,VEV_5400,-4.0,0.0,-11.0
3,523200,524000,800,VELVETFRUIT_EXTRACT,VEV_5500,-4.0,0.0,-11.0
3,523200,524000,800,VELVETFRUIT_EXTRACT,VEV_6000,-4.0,0.0,-11.0
3,523200,524000,800,VELVETFRUIT_EXTRACT,VEV_6500,-4.0,0.0,-11.0
3,528200,529600,1400,VELVETFRUIT_EXTRACT,VEV_5400,0.0,-1.0,1.0
3,528200,529600,1400,VELVETFRUIT_EXTRACT,VEV_5500,0.0,-1.0,1.0
3,528200,529600,1400,VELVETFRUIT_EXTRACT,VEV_6000,0.0,-1.0,1.0
3,528200,529600,1400,VELVETFRUIT_EXTRACT,VEV_6500,0.0,-1.0,1.0
3,528200,531500,3300,VELVETFRUIT_EXTRACT,VEV_5300,-3.0,-3.0,5.0
3,528200,531500,3300,VELVETFRUIT_EXTRACT,VEV_5400,-3.0,-3.0,5.0
3,528200,531500,3300,VELVETFRUIT_EXTRACT,VEV_5500,-3.0,-3.0,5.0
3,528200,531500,3300,VELVETFRUIT_EXTRACT,VEV_6000,-3.0,-3.0,5.0
3,528200,531500,3300,VELVETFRUIT_EXTRACT,VEV_6500,-3.0,-3.0,5.0
3,562500,565600,3100,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,-0.5,-9.5
3,562500,565600,3100,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,-0.5,-9.5
3,562500,565600,3100,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,-0.5,-9.5
3,562500,565600,3100,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,-0.5,-9.5
3,562900,565600,2700,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,-0.5,-9.5
3,562900,565600,2700,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,-0.5,-9.5
3,562900,565600,2700,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,-0.5,-9.5
3,562900,565600,2700,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,-0.5,-9.5
3,578300,580600,2300,VELVETFRUIT_EXTRACT,VEV_5300,1.5,-1.0,-1.5
3,578300,580600,2300,VELVETFRUIT_EXTRACT,VEV_5400,1.5,-1.0,-1.5
3,578300,580600,2300,VELVETFRUIT_EXTRACT,VEV_5500,1.5,-1.0,-1.5
3,578300,580600,2300,VELVETFRUIT_EXTRACT,VEV_6000,1.5,-1.0,-1.5
3,578300,580600,2300,VELVETFRUIT_EXTRACT,VEV_6500,1.5,-1.0,-1.5
3,578300,583100,4800,VELVETFRUIT_EXTRACT,VEV_5400,0.0,-5.0,-1.0
3,578300,583100,4800,VELVETFRUIT_EXTRACT,VEV_5500,0.0,-5.0,-1.0
3,578300,583100,4800,VELVETFRUIT_EXTRACT,VEV_6000,0.0,-5.0,-1.0
3,578300,583100,4800,VELVETFRUIT_EXTRACT,VEV_6500,0.0,-5.0,-1.0
3,610000,612700,2700,VELVETFRUIT_EXTRACT,VEV_5300,3.0,8.0,-9.0
3,610000,612700,2700,VELVETFRUIT_EXTRACT,VEV_5400,3.0,8.0,-9.0
3,610000,612700,2700,VELVETFRUIT_EXTRACT,VEV_5500,3.0,8.0,-9.0
3,610000,612700,2700,VELVETFRUIT_EXTRACT,VEV_6000,3.0,8.0,-9.0
3,610000,612700,2700,VELVETFRUIT_EXTRACT,VEV_6500,3.0,8.0,-9.0
3,610000,614800,4800,VELVETFRUIT_EXTRACT,VEV_5400,1.5,-6.5,-10.5
3,610000,614800,4800,VELVETFRUIT_EXTRACT,VEV_5500,1.5,-6.5,-10.5
3,610000,614800,4800,VELVETFRUIT_EXTRACT,VEV_6000,1.5,-6.5,-10.5
3,610000,614800,4800,VELVETFRUIT_EXTRACT,VEV_6500,1.5,-6.5,-10.5
3,614400,614800,400,VELVETFRUIT_EXTRACT,VEV_5400,1.5,-6.5,-10.5
3,614400,614800,400,VELVETFRUIT_EXTRACT,VEV_5500,1.5,-6.5,-10.5
3,614400,614800,400,VELVETFRUIT_EXTRACT,VEV_6000,1.5,-6.5,-10.5
3,614400,614800,400,VELVETFRUIT_EXTRACT,VEV_6500,1.5,-6.5,-10.5
3,726100,728500,2400,VELVETFRUIT_EXTRACT,VEV_5400,0.0,-3.0,-16.0
3,726100,728500,2400,VELVETFRUIT_EXTRACT,VEV_5500,0.0,-3.0,-16.0
3,726100,728500,2400,VELVETFRUIT_EXTRACT,VEV_6000,0.0,-3.0,-16.0
3,726100,728500,2400,VELVETFRUIT_EXTRACT,VEV_6500,0.0,-3.0,-16.0
3,726100,730000,3900,VELVETFRUIT_EXTRACT,VEV_5300,-4.5,-9.5,-15.0
3,726100,730000,3900,VELVETFRUIT_EXTRACT,VEV_5400,-4.5,-9.5,-15.0
3,726100,730000,3900,VELVETFRUIT_EXTRACT,VEV_5500,-4.5,-9.5,-15.0
3,726100,730000,3900,VELVETFRUIT_EXTRACT,VEV_6000,-4.5,-9.5,-15.0
3,726100,730000,3900,VELVETFRUIT_EXTRACT,VEV_6500,-4.5,-9.5,-15.0
3,727000,728500,1500,VELVETFRUIT_EXTRACT,VEV_5400,0.0,-3.0,-16.0
3,727000,728500,1500,VELVETFRUIT_EXTRACT,VEV_5500,0.0,-3.0,-16.0
3,727000,728500,1500,VELVETFRUIT_EXTRACT,VEV_6000,0.0,-3.0,-16.0
3,727000,728500,1500,VELVETFRUIT_EXTRACT,VEV_6500,0.0,-3.0,-16.0
3,727000,730000,3000,VELVETFRUIT_EXTRACT,VEV_5300,-4.5,-9.5,-15.0
3,727000,730000,3000,VELVETFRUIT_EXTRACT,VEV_5400,-4.5,-9.5,-15.0
3,727000,730000,3000,VELVETFRUIT_EXTRACT,VEV_5500,-4.5,-9.5,-15.0
3,727000,730000,3000,VELVETFRUIT_EXTRACT,VEV_6000,-4.5,-9.5,-15.0
3,727000,730000,3000,VELVETFRUIT_EXTRACT,VEV_6500,-4.5,-9.5,-15.0
3,762800,766900,4100,VELVETFRUIT_EXTRACT,VEV_5400,-1.5,1.5,-2.5
3,762800,766900,4100,VELVETFRUIT_EXTRACT,VEV_5500,-1.5,1.5,-2.5
3,762800,766900,4100,VELVETFRUIT_EXTRACT,VEV_6000,-1.5,1.5,-2.5
3,762800,766900,4100,VELVETFRUIT_EXTRACT,VEV_6500,-1.5,1.5,-2.5
3,787700,788300,600,VELVETFRUIT_EXTRACT,VEV_5400,6.5,-2.0,1.0
3,787700,788300,600,VELVETFRUIT_EXTRACT,VEV_5500,6.5,-2.0,1.0
3,787700,788300,600,VELVETFRUIT_EXTRACT,VEV_6000,6.5,-2.0,1.0
3,787700,788300,600,VELVETFRUIT_EXTRACT,VEV_6500,6.5,-2.0,1.0
3,807100,807400,300,VELVETFRUIT_EXTRACT,VEV_5400,0.0,2.0,-2.0
3,807100,807400,300,VELVETFRUIT_EXTRACT,VEV_5500,0.0,2.0,-2.0
3,807100,807400,300,VELVETFRUIT_EXTRACT,VEV_6000,0.0,2.0,-2.0
3,807100,807400,300,VELVETFRUIT_EXTRACT,VEV_6500,0.0,2.0,-2.0
3,835500,837500,2000,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,2.5,1.0
3,835500,837500,2000,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,2.5,1.0
3,835500,837500,2000,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,2.5,1.0
3,835500,837500,2000,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,2.5,1.0
3,835500,839800,4300,VELVETFRUIT_EXTRACT,VEV_5400,-3.5,-6.0,4.0
3,835500,839800,4300,VELVETFRUIT_EXTRACT,VEV_5500,-3.5,-6.0,4.0
3,835500,839800,4300,VELVETFRUIT_EXTRACT,VEV_6000,-3.5,-6.0,4.0
3,835500,839800,4300,VELVETFRUIT_EXTRACT,VEV_6500,-3.5,-6.0,4.0
3,837100,837500,400,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,2.5,1.0
3,837100,837500,400,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,2.5,1.0
3,837100,837500,400,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,2.5,1.0
3,837100,837500,400,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,2.5,1.0
3,837100,839800,2700,VELVETFRUIT_EXTRACT,VEV_5400,-3.5,-6.0,4.0
3,837100,839800,2700,VELVETFRUIT_EXTRACT,VEV_5500,-3.5,-6.0,4.0
3,837100,839800,2700,VELVETFRUIT_EXTRACT,VEV_6000,-3.5,-6.0,4.0
3,837100,839800,2700,VELVETFRUIT_EXTRACT,VEV_6500,-3.5,-6.0,4.0
3,839200,839800,600,VELVETFRUIT_EXTRACT,VEV_5400,-3.5,-6.0,4.0
3,839200,839800,600,VELVETFRUIT_EXTRACT,VEV_5500,-3.5,-6.0,4.0
3,839200,839800,600,VELVETFRUIT_EXTRACT,VEV_6000,-3.5,-6.0,4.0
3,839200,839800,600,VELVETFRUIT_EXTRACT,VEV_6500,-3.5,-6.0,4.0
3,839200,842200,3000,VELVETFRUIT_EXTRACT,VEV_5400,3.0,6.0,9.0
3,839200,842200,3000,VELVETFRUIT_EXTRACT,VEV_5500,3.0,6.0,9.0
3,839200,842200,3000,VELVETFRUIT_EXTRACT,VEV_6000,3.0,6.0,9.0
3,839200,842200,3000,VELVETFRUIT_EXTRACT,VEV_6500,3.0,6.0,9.0
3,877100,877600,500,VELVETFRUIT_EXTRACT,VEV_5300,-1.0,-4.0,-5.0
3,877100,877600,500,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,-4.0,-5.0
3,877100,877600,500,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,-4.0,-5.0
3,877100,877600,500,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,-4.0,-5.0
3,877100,877600,500,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,-4.0,-5.0
3,877100,878300,1200,VELVETFRUIT_EXTRACT,VEV_5400,-1.5,-9.5,-6.0
3,877100,878300,1200,VELVETFRUIT_EXTRACT,VEV_5500,-1.5,-9.5,-6.0
3,877100,878300,1200,VELVETFRUIT_EXTRACT,VEV_6000,-1.5,-9.5,-6.0
3,877100,878300,1200,VELVETFRUIT_EXTRACT,VEV_6500,-1.5,-9.5,-6.0
3,886500,890900,4400,VELVETFRUIT_EXTRACT,VEV_5200,2.0,9.0,18.5
3,886500,890900,4400,VELVETFRUIT_EXTRACT,VEV_5300,2.0,9.0,18.5
3,886500,890900,4400,VELVETFRUIT_EXTRACT,VEV_5400,2.0,9.0,18.5
3,886500,890900,4400,VELVETFRUIT_EXTRACT,VEV_5500,2.0,9.0,18.5
3,886500,890900,4400,VELVETFRUIT_EXTRACT,VEV_6000,2.0,9.0,18.5
3,886500,890900,4400,VELVETFRUIT_EXTRACT,VEV_6500,2.0,9.0,18.5
3,973300,977300,4000,VELVETFRUIT_EXTRACT,VEV_5300,-3.5,-7.0,-11.0
3,973300,977300,4000,VELVETFRUIT_EXTRACT,VEV_5400,-3.5,-7.0,-11.0
3,973300,977300,4000,VELVETFRUIT_EXTRACT,VEV_5500,-3.5,-7.0,-11.0
3,973300,977300,4000,VELVETFRUIT_EXTRACT,VEV_6000,-3.5,-7.0,-11.0
3,973300,977300,4000,VELVETFRUIT_EXTRACT,VEV_6500,-3.5,-7.0,-11.0
3,980100,983300,3200,VELVETFRUIT_EXTRACT,VEV_5400,0.0,0.0,-7.0
3,980100,983300,3200,VELVETFRUIT_EXTRACT,VEV_5500,0.0,0.0,-7.0
3,980100,983300,3200,VELVETFRUIT_EXTRACT,VEV_6000,0.0,0.0,-7.0
3,980100,983300,3200,VELVETFRUIT_EXTRACT,VEV_6500,0.0,0.0,-7.0
