timestamp,s5200,mid5200,s5300,mid5300,m_ext,s_ext,day,tight,m_ext_f,fwd_extract_k
938700,3.0,101.5,2.0,51.0,5262.5,5.0,1,False,5262.5,0.0
938800,3.0,101.5,2.0,51.0,5262.0,6.0,1,False,5262.5,0.5
938900,3.0,100.5,2.0,51.0,5261.5,5.0,1,False,5259.5,-2.0
939000,3.0,100.5,2.0,51.0,5261.5,5.0,1,False,5257.5,-4.0
939100,3.0,102.5,2.0,52.0,5263.5,5.0,1,False,5256.5,-7.0
939200,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5256.5,-8.0
939300,3.0,102.5,2.0,52.0,5264.0,6.0,1,False,5256.5,-7.5
939400,3.0,103.5,2.0,52.0,5264.5,5.0,1,False,5256.5,-8.0
939500,3.0,103.5,2.0,52.0,5264.5,5.0,1,False,5255.5,-9.0
939600,3.0,101.5,2.0,52.0,5263.0,6.0,1,False,5253.5,-9.5
939700,3.0,102.5,2.0,52.0,5263.5,5.0,1,False,5253.5,-10.0
939800,3.0,101.5,3.0,51.5,5262.5,5.0,1,False,5253.5,-9.0
939900,3.0,102.5,2.0,52.0,5263.5,5.0,1,False,5254.5,-9.0
940000,3.0,101.5,2.0,51.0,5262.0,6.0,1,False,5253.5,-8.5
940100,3.0,101.5,2.0,51.0,5261.5,5.0,1,False,5254.5,-7.0
940200,3.0,100.5,2.0,51.0,5262.5,3.0,1,False,5252.5,-10.0
940300,3.0,100.5,2.0,51.0,5260.5,5.0,1,False,5252.5,-8.0
940400,3.0,101.5,2.0,51.0,5261.5,5.0,1,False,5251.5,-10.0
940500,4.0,102.0,2.0,52.0,5263.0,6.0,1,False,5251.5,-11.5
940600,3.0,101.5,2.0,51.0,5261.5,5.0,1,False,5250.5,-11.0
940700,3.0,101.5,2.0,51.0,5262.5,5.0,1,False,5249.5,-13.0
940800,3.0,101.5,3.0,51.5,5262.5,5.0,1,False,5248.5,-14.0
940900,3.0,99.5,2.0,50.0,5259.5,5.0,1,False,5248.5,-11.0
941000,3.0,98.5,3.0,49.5,5257.5,5.0,1,False,5248.5,-9.0
941100,3.0,97.5,2.0,49.0,5256.5,5.0,1,False,5246.5,-10.0
941200,3.0,97.5,2.0,49.0,5256.5,5.0,1,False,5245.5,-11.0
941300,3.0,97.5,2.0,49.0,5256.5,5.0,1,False,5245.5,-11.0
941400,3.0,97.5,2.0,49.0,5256.5,5.0,1,False,5244.5,-12.0
941500,3.0,97.5,2.0,49.0,5255.5,5.0,1,False,5245.5,-10.0
941600,3.0,95.5,2.0,48.0,5253.5,5.0,1,False,5244.5,-9.0
941700,3.0,96.5,2.0,48.0,5253.5,5.0,1,False,5244.5,-9.0
941800,3.0,95.5,2.0,48.0,5253.5,5.0,1,False,5243.5,-10.0
941900,3.0,96.5,2.0,48.0,5254.5,5.0,1,False,5241.5,-13.0
942000,2.0,96.0,2.0,48.0,5253.5,5.0,1,True,5240.5,-13.0
942100,3.0,95.5,2.0,48.0,5254.5,3.0,1,False,5240.5,-14.0
942200,3.0,95.5,2.0,47.0,5252.5,5.0,1,False,5241.5,-11.0
942300,3.0,95.5,2.0,47.0,5252.5,5.0,1,False,5242.5,-10.0
942400,3.0,94.5,2.0,47.0,5251.5,5.0,1,False,5243.0,-8.5
942500,3.0,94.5,2.0,47.0,5251.5,5.0,1,False,5242.5,-9.0
942600,2.0,94.0,2.0,47.0,5250.5,5.0,1,True,5240.5,-10.0
942700,3.0,93.5,2.0,46.0,5249.5,5.0,1,False,5242.0,-7.5
942800,3.0,92.5,2.0,46.0,5248.5,5.0,1,False,5242.0,-6.5
942900,3.0,92.5,2.0,46.0,5248.5,5.0,1,False,5242.5,-6.0
943000,3.0,92.5,2.0,46.0,5248.5,5.0,1,False,5243.5,-5.0
943100,1.0,90.5,1.0,44.5,5246.5,5.0,1,True,5245.5,-1.0
943200,2.0,91.0,2.0,45.0,5245.5,5.0,1,True,5245.5,0.0
943300,3.0,90.5,2.0,45.0,5245.5,5.0,1,False,5245.5,0.0
943400,3.0,90.5,2.0,44.0,5244.5,5.0,1,False,5244.5,0.0
943500,2.0,91.0,2.0,45.0,5245.5,5.0,1,True,5245.5,0.0
943600,2.0,90.0,2.0,44.0,5244.5,5.0,1,True,5245.5,1.0
943700,2.0,90.0,2.0,44.0,5244.5,5.0,1,True,5243.5,-1.0
943800,3.0,89.5,2.0,44.0,5243.5,5.0,1,False,5241.5,-2.0
943900,3.0,88.5,2.0,43.0,5241.5,5.0,1,False,5243.5,2.0
944000,2.0,88.0,2.0,43.0,5240.5,5.0,1,True,5244.5,4.0
944100,2.0,88.0,2.0,43.0,5240.5,5.0,1,True,5244.5,4.0
944200,3.0,88.5,2.0,43.0,5241.5,5.0,1,False,5243.5,2.0
944300,2.0,89.0,2.0,44.0,5242.5,5.0,1,True,5244.0,1.5
944400,3.0,89.5,2.0,44.0,5243.0,6.0,1,False,5244.5,1.5
944500,3.0,88.5,2.0,43.0,5242.5,3.0,1,False,5244.5,2.0
944600,3.0,88.5,2.0,43.0,5240.5,3.0,1,False,5245.5,5.0
944700,3.0,88.5,2.0,43.0,5242.0,6.0,1,False,5245.5,3.5
944800,3.0,88.5,2.0,43.0,5242.0,6.0,1,False,5245.5,3.5
944900,2.0,89.0,2.0,44.0,5242.5,5.0,1,True,5244.5,2.0
945000,3.0,89.5,2.0,44.0,5243.5,5.0,1,False,5244.5,1.0
945100,3.0,90.5,2.0,45.0,5245.5,5.0,1,False,5245.0,-0.5
945200,3.0,90.5,2.0,45.0,5245.5,5.0,1,False,5247.0,1.5
945300,3.0,90.5,2.0,45.0,5245.5,5.0,1,False,5247.5,2.0
945400,3.0,90.5,2.0,44.0,5244.5,5.0,1,False,5247.5,3.0
945500,3.0,90.5,2.0,45.0,5245.5,5.0,1,False,5248.5,3.0
945600,3.0,90.5,2.0,45.0,5245.5,5.0,1,False,5249.0,3.5
945700,3.0,89.5,2.0,44.0,5243.5,5.0,1,False,5249.0,5.5
945800,3.0,88.5,2.0,43.0,5241.5,5.0,1,False,5249.0,7.5
945900,3.0,89.5,2.0,44.0,5243.5,5.0,1,False,5248.5,5.0
946000,2.0,90.0,2.0,44.0,5244.5,3.0,1,True,5248.5,4.0
946100,3.0,90.5,2.0,44.0,5244.5,5.0,1,False,5247.5,3.0
946200,3.0,89.5,2.0,44.0,5243.5,5.0,1,False,5248.0,4.5
946300,3.0,89.5,2.0,44.0,5244.0,6.0,1,False,5249.5,5.5
946400,3.0,90.5,2.0,44.0,5244.5,5.0,1,False,5249.5,5.0
946500,3.0,90.5,2.0,44.0,5244.5,5.0,1,False,5249.5,5.0
946600,3.0,90.5,2.0,45.0,5245.5,5.0,1,False,5249.5,4.0
946700,2.0,91.0,2.0,45.0,5245.5,5.0,1,True,5246.0,0.5
946800,3.0,90.5,2.0,45.0,5245.5,5.0,1,False,5249.5,4.0
946900,2.0,90.0,2.0,44.0,5244.5,5.0,1,True,5247.5,3.0
947000,2.0,90.0,2.0,44.0,5244.5,5.0,1,True,5250.5,6.0
947100,3.0,90.5,2.0,44.0,5245.0,6.0,1,False,5250.0,5.0
947200,3.0,91.5,2.0,45.0,5247.0,6.0,1,False,5249.5,2.5
947300,2.0,92.0,2.0,45.0,5247.5,5.0,1,True,5249.0,1.5
947400,2.0,92.0,2.0,45.0,5247.5,5.0,1,True,5247.0,-0.5
947500,3.0,92.5,2.0,46.0,5248.5,5.0,1,False,5250.5,2.0
947600,3.0,92.5,2.0,46.0,5249.0,6.0,1,False,5250.5,1.5
947700,3.0,92.5,2.0,46.0,5249.0,6.0,1,False,5249.5,0.5
947800,3.0,92.5,2.0,46.0,5249.0,6.0,1,False,5248.5,-0.5
947900,3.0,92.5,3.0,45.5,5248.5,5.0,1,False,5249.5,1.0
948000,3.0,92.5,2.0,46.0,5248.5,5.0,1,False,5252.0,3.5
948100,3.0,92.5,2.0,45.0,5247.5,5.0,1,False,5253.5,6.0
948200,3.0,92.5,3.0,45.5,5248.0,6.0,1,False,5253.5,5.5
948300,3.0,93.5,2.0,46.0,5249.5,5.0,1,False,5253.5,4.0
948400,3.0,93.5,2.0,46.0,5249.5,5.0,1,False,5252.5,3.0
948500,1.0,92.5,2.0,46.0,5249.5,5.0,1,True,5253.5,4.0
948600,3.0,93.5,2.0,46.0,5249.5,5.0,1,False,5253.5,4.0
948700,3.0,92.5,2.0,45.0,5246.0,2.0,1,False,5253.5,7.5
948800,3.0,93.5,2.0,46.0,5249.5,5.0,1,False,5255.5,6.0
948900,3.0,92.5,2.0,45.0,5247.5,5.0,1,False,5255.5,8.0
949000,3.0,93.5,2.0,46.0,5250.5,5.0,1,False,5256.0,5.5
949100,3.0,93.5,2.0,46.0,5250.0,6.0,1,False,5256.0,6.0
949200,3.0,93.5,2.0,46.0,5249.5,5.0,1,False,5256.5,7.0
949300,3.0,92.5,2.0,46.0,5249.0,6.0,1,False,5257.5,8.5
949400,2.0,93.0,2.0,46.0,5247.0,2.0,1,True,5258.0,11.0
949500,2.0,94.0,3.0,46.5,5250.5,5.0,1,False,5259.5,9.0
949600,3.0,93.5,2.0,46.0,5250.5,5.0,1,False,5259.5,9.0
949700,3.0,93.5,2.0,46.0,5249.5,5.0,1,False,5259.5,10.0
949800,3.0,92.5,2.0,46.0,5248.5,5.0,1,False,5258.5,10.0
949900,3.0,93.5,2.0,46.0,5249.5,5.0,1,False,5258.5,9.0
950000,3.0,94.5,2.0,47.0,5252.0,6.0,1,False,5259.5,7.5
950100,3.0,95.5,3.0,47.5,5253.5,5.0,1,False,5260.0,6.5
950200,3.0,95.5,2.0,48.0,5253.5,5.0,1,False,5258.5,5.0
950300,1.0,94.5,1.0,46.5,5253.5,5.0,1,True,5260.5,7.0
950400,3.0,94.5,2.0,47.0,5252.5,5.0,1,False,5259.5,7.0
950500,3.0,95.5,2.0,48.0,5253.5,5.0,1,False,5258.5,5.0
950600,3.0,95.5,2.0,48.0,5253.5,5.0,1,False,5259.5,6.0
950700,3.0,95.5,2.0,47.0,5253.5,5.0,1,False,5258.5,5.0
950800,3.0,97.5,3.0,48.5,5255.5,5.0,1,False,5257.5,2.0
950900,3.0,97.5,3.0,48.5,5255.5,5.0,1,False,5257.0,1.5
951000,3.0,97.5,3.0,48.5,5256.0,6.0,1,False,5257.0,1.0
951100,3.0,97.5,3.0,48.5,5256.0,6.0,1,False,5257.5,1.5
951200,3.0,97.5,2.0,49.0,5256.5,5.0,1,False,5257.5,1.0
951300,3.0,98.5,2.0,49.0,5257.5,5.0,1,False,5258.0,0.5
951400,3.0,98.5,2.0,49.0,5258.0,6.0,1,False,5259.5,1.5
951500,3.0,99.5,2.0,50.0,5259.5,5.0,1,False,5259.5,0.0
951600,3.0,99.5,2.0,50.0,5259.5,5.0,1,False,5259.5,0.0
951700,3.0,99.5,2.0,50.0,5259.5,5.0,1,False,5258.0,-1.5
951800,3.0,98.5,3.0,49.5,5258.5,5.0,1,False,5260.0,1.5
951900,3.0,99.5,3.0,49.5,5258.5,5.0,1,False,5260.5,2.0
952000,3.0,99.5,2.0,50.0,5259.5,5.0,1,False,5260.5,1.0
952100,3.0,99.5,2.0,50.0,5260.0,6.0,1,False,5261.5,1.5
952200,3.0,99.5,3.0,49.5,5258.5,5.0,1,False,5261.5,3.0
952300,3.0,100.5,2.0,50.0,5260.5,5.0,1,False,5261.5,1.0
952400,3.0,99.5,2.0,50.0,5259.5,5.0,1,False,5262.5,3.0
952500,3.0,99.5,3.0,49.5,5258.5,5.0,1,False,5264.0,5.5
952600,3.0,99.5,2.0,50.0,5259.5,5.0,1,False,5265.0,5.5
952700,3.0,99.5,2.0,50.0,5258.5,5.0,1,False,5265.5,7.0
952800,3.0,98.5,2.0,49.0,5257.5,5.0,1,False,5263.5,6.0
952900,2.0,98.0,2.0,49.0,5257.0,6.0,1,True,5265.5,8.5
953000,3.0,97.5,2.0,49.0,5257.0,6.0,1,False,5264.5,7.5
953100,3.0,98.5,2.0,49.0,5257.5,5.0,1,False,5264.5,7.0
953200,3.0,98.5,2.0,49.0,5257.5,5.0,1,False,5265.0,7.5
953300,3.0,98.5,2.0,49.0,5258.0,6.0,1,False,5264.5,6.5
953400,3.0,99.5,2.0,50.0,5259.5,5.0,1,False,5265.5,6.0
953500,3.0,99.5,2.0,50.0,5259.5,5.0,1,False,5264.5,5.0
953600,3.0,99.5,2.0,50.0,5259.5,5.0,1,False,5264.5,5.0
953700,3.0,99.5,2.0,50.0,5258.0,2.0,1,False,5264.5,6.5
953800,3.0,99.5,2.0,50.0,5260.0,6.0,1,False,5264.0,4.0
953900,3.0,99.5,2.0,50.0,5260.5,5.0,1,False,5263.0,2.5
954000,3.0,100.5,2.0,50.0,5260.5,5.0,1,False,5265.0,4.5
954100,3.0,100.5,2.0,51.0,5261.5,5.0,1,False,5266.5,5.0
954200,3.0,100.5,3.0,50.5,5261.5,5.0,1,False,5265.0,3.5
954300,3.0,100.5,2.0,51.0,5261.5,5.0,1,False,5263.5,2.0
954400,3.0,101.5,2.0,51.0,5262.5,5.0,1,False,5264.5,2.0
954500,3.0,102.5,2.0,52.0,5264.0,6.0,1,False,5264.5,0.5
954600,3.0,103.5,2.0,52.0,5265.0,6.0,1,False,5264.5,-0.5
954700,3.0,103.5,2.0,52.0,5265.5,5.0,1,False,5263.5,-2.0
954800,3.0,103.5,2.0,52.0,5263.5,1.0,1,False,5263.5,0.0
954900,2.0,104.0,1.0,52.5,5265.5,5.0,1,True,5263.5,-2.0
955000,4.0,103.0,2.0,52.0,5264.5,5.0,1,False,5264.5,0.0
955100,3.0,103.5,2.0,52.0,5264.5,5.0,1,False,5265.5,1.0
955200,3.0,103.5,2.0,52.0,5265.0,6.0,1,False,5263.0,-2.0
955300,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5263.5,-1.0
955400,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5264.5,-1.0
955500,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5263.0,-1.5
955600,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5265.5,1.0
955700,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5265.0,0.5
955800,3.0,102.5,2.0,52.0,5264.0,6.0,1,False,5264.5,0.5
955900,3.0,102.5,2.0,52.0,5263.0,2.0,1,False,5264.0,1.0
956000,3.0,103.5,2.0,52.0,5265.0,6.0,1,False,5265.0,0.0
956100,3.0,103.5,2.0,53.0,5266.5,5.0,1,False,5265.0,-1.5
956200,3.0,103.5,2.0,52.0,5265.0,6.0,1,False,5263.0,-2.0
956300,3.0,102.5,2.0,52.0,5263.5,5.0,1,False,5265.5,2.0
956400,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5265.5,1.0
956500,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5266.0,1.5
956600,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5265.5,1.0
956700,3.0,101.5,3.0,51.5,5263.5,5.0,1,False,5262.0,-1.5
956800,4.0,102.0,3.0,51.5,5263.5,5.0,1,False,5262.0,-1.5
956900,3.0,101.5,3.0,51.5,5263.5,5.0,1,False,5261.5,-2.0
957000,4.0,103.0,2.0,52.0,5264.5,5.0,1,False,5262.5,-2.0
957100,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5262.0,-3.5
957200,3.0,101.5,2.0,51.0,5263.0,6.0,1,False,5261.5,-1.5
957300,3.0,102.5,2.0,52.0,5263.5,5.0,1,False,5261.5,-2.0
957400,4.0,103.0,2.0,52.0,5264.5,5.0,1,False,5261.5,-3.0
957500,3.0,102.5,2.0,52.0,5263.0,2.0,1,False,5262.5,-0.5
957600,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5259.0,-6.5
957700,3.0,103.5,2.0,52.0,5265.0,6.0,1,False,5262.5,-2.5
957800,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5262.0,-2.5
957900,3.0,102.5,2.0,52.0,5264.0,6.0,1,False,5262.5,-1.5
958000,3.0,103.5,2.0,52.0,5265.0,6.0,1,False,5262.5,-2.5
958100,4.0,103.0,2.0,52.0,5265.0,6.0,1,False,5261.5,-3.5
958200,3.0,102.5,2.0,52.0,5263.0,2.0,1,False,5261.5,-1.5
958300,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5260.5,-5.0
958400,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5260.5,-5.0
958500,3.0,103.5,2.0,53.0,5266.0,6.0,1,False,5260.0,-6.0
958600,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5260.0,-5.5
958700,3.0,102.5,2.0,52.0,5262.0,2.0,1,False,5260.0,-2.0
958800,3.0,101.5,2.0,51.0,5262.0,6.0,1,False,5260.5,-1.5
958900,3.0,100.5,2.0,51.0,5261.5,5.0,1,False,5260.5,-1.0
959000,3.0,101.5,2.0,51.0,5262.5,5.0,1,False,5260.5,-2.0
959100,4.0,101.0,2.0,51.0,5262.0,6.0,1,False,5262.0,0.0
959200,3.0,100.5,2.0,51.0,5261.5,5.0,1,False,5263.0,1.5
959300,3.0,100.5,2.0,51.0,5261.5,5.0,1,False,5264.5,3.0
959400,3.0,100.5,2.0,51.0,5261.5,5.0,1,False,5264.0,2.5
959500,3.0,101.5,2.0,51.0,5262.5,5.0,1,False,5263.5,1.0
959600,3.0,100.5,3.0,50.5,5259.0,2.0,1,False,5263.5,4.5
959700,3.0,101.5,2.0,51.0,5262.5,5.0,1,False,5263.5,1.0
959800,3.0,100.5,2.0,51.0,5262.0,6.0,1,False,5264.0,2.0
959900,3.0,101.5,2.0,51.0,5262.5,5.0,1,False,5265.0,2.5
960000,3.0,101.5,2.0,51.0,5262.5,5.0,1,False,5265.5,3.0
960100,3.0,100.5,2.0,51.0,5261.5,5.0,1,False,5265.5,4.0
960200,3.0,100.5,2.0,51.0,5261.5,5.0,1,False,5265.5,4.0
960300,3.0,100.5,3.0,50.5,5260.5,5.0,1,False,5266.5,6.0
960400,3.0,99.5,2.0,50.0,5260.5,5.0,1,False,5266.0,5.5
960500,3.0,99.5,2.0,50.0,5260.0,6.0,1,False,5266.5,6.5
960600,3.0,99.5,2.0,50.0,5260.0,6.0,1,False,5267.5,7.5
960700,3.0,99.5,2.0,50.0,5260.0,6.0,1,False,5267.0,7.0
960800,3.0,100.5,3.0,50.5,5260.5,5.0,1,False,5267.5,7.0
960900,3.0,100.5,3.0,50.5,5260.5,5.0,1,False,5268.0,7.5
961000,3.0,100.5,3.0,50.5,5260.5,5.0,1,False,5266.5,6.0
961100,3.0,100.5,2.0,51.0,5262.0,6.0,1,False,5267.5,5.5
961200,3.0,101.5,3.0,51.5,5263.0,6.0,1,False,5268.5,5.5
961300,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5269.5,5.0
961400,3.0,102.5,2.0,52.0,5264.0,6.0,1,False,5269.0,5.0
961500,3.0,102.5,2.0,52.0,5263.5,5.0,1,False,5269.5,6.0
961600,3.0,101.5,2.0,52.0,5263.5,5.0,1,False,5268.0,4.5
961700,3.0,101.5,3.0,51.5,5263.5,5.0,1,False,5270.5,7.0
961800,3.0,102.5,2.0,52.0,5264.0,6.0,1,False,5270.5,6.5
961900,3.0,102.5,2.0,52.0,5265.0,6.0,1,False,5271.5,6.5
962000,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5273.5,8.0
962100,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5273.5,8.0
962200,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5272.5,7.0
962300,3.0,103.5,2.0,53.0,5266.5,5.0,1,False,5273.5,7.0
962400,3.0,104.5,2.0,53.0,5266.0,2.0,1,False,5275.0,9.0
962500,3.0,104.5,2.0,53.0,5266.5,5.0,1,False,5273.0,6.5
962600,3.0,104.5,3.0,53.5,5267.5,5.0,1,False,5272.0,4.5
962700,3.0,104.5,2.0,53.0,5267.0,6.0,1,False,5275.5,8.5
962800,3.0,104.5,3.0,53.5,5267.5,5.0,1,False,5275.0,7.5
962900,3.0,104.5,3.0,53.5,5268.0,6.0,1,False,5276.5,8.5
963000,4.0,104.0,2.0,53.0,5266.5,5.0,1,False,5274.5,8.0
963100,3.0,104.5,2.0,53.0,5267.5,5.0,1,False,5275.5,8.0
963200,3.0,104.5,2.0,53.0,5268.5,3.0,1,False,5275.5,7.0
963300,3.0,105.5,2.0,54.0,5269.5,5.0,1,False,5274.5,5.0
963400,3.0,105.5,2.0,54.0,5269.0,6.0,1,False,5273.5,4.5
963500,3.0,105.5,2.0,54.0,5269.5,5.0,1,False,5273.5,4.0
963600,4.0,106.0,2.0,54.0,5268.0,2.0,1,False,5272.5,4.5
963700,3.0,106.5,2.0,55.0,5270.5,5.0,1,False,5272.5,2.0
963800,3.0,106.5,2.0,55.0,5270.5,5.0,1,False,5271.5,1.0
963900,3.0,107.5,2.0,55.0,5271.5,5.0,1,False,5272.5,1.0
964000,3.0,108.5,2.0,56.0,5273.5,5.0,1,False,5271.5,-2.0
964100,3.0,108.5,2.0,56.0,5273.5,5.0,1,False,5271.5,-2.0
964200,3.0,107.5,3.0,55.5,5272.5,5.0,1,False,5270.5,-2.0
964300,3.0,108.5,2.0,56.0,5273.5,5.0,1,False,5272.5,-1.0
964400,3.0,108.5,2.0,56.0,5275.0,2.0,1,False,5273.5,-1.5
964500,3.0,108.5,2.0,56.0,5273.0,6.0,1,False,5274.5,1.5
964600,3.0,108.5,2.0,56.0,5272.0,2.0,1,False,5273.5,1.5
964700,3.0,109.5,2.0,57.0,5275.5,5.0,1,False,5273.5,-2.0
964800,3.0,110.5,2.0,57.0,5275.0,2.0,1,False,5274.0,-1.0
964900,3.0,110.5,2.0,57.0,5276.5,5.0,1,False,5275.5,-1.0
965000,3.0,109.5,3.0,56.5,5274.5,5.0,1,False,5275.5,1.0
965100,4.0,110.0,2.0,57.0,5275.5,5.0,1,False,5276.0,0.5
965200,4.0,110.0,2.0,57.0,5275.5,5.0,1,False,5275.5,0.0
965300,3.0,109.5,3.0,56.5,5274.5,5.0,1,False,5275.0,0.5
965400,3.0,108.5,2.0,56.0,5273.5,5.0,1,False,5273.5,0.0
965500,3.0,108.5,2.0,56.0,5273.5,5.0,1,False,5274.5,1.0
965600,4.0,108.0,3.0,55.5,5272.5,5.0,1,False,5271.0,-1.5
965700,3.0,107.5,2.0,55.0,5272.5,5.0,1,False,5270.5,-2.0
965800,3.0,107.5,2.0,55.0,5271.5,5.0,1,False,5271.0,-0.5
965900,3.0,107.5,3.0,55.5,5272.5,5.0,1,False,5270.5,-2.0
966000,3.0,107.5,2.0,55.0,5271.5,5.0,1,False,5271.5,0.0
966100,4.0,107.0,2.0,55.0,5271.5,5.0,1,False,5272.5,1.0
966200,3.0,106.5,3.0,54.5,5270.5,5.0,1,False,5271.5,1.0
966300,4.0,108.0,3.0,55.5,5272.5,5.0,1,False,5270.5,-2.0
966400,3.0,108.5,2.0,56.0,5273.5,5.0,1,False,5270.5,-3.0
966500,3.0,109.5,2.0,56.0,5274.5,5.0,1,False,5271.5,-3.0
966600,3.0,108.5,2.0,56.0,5273.5,5.0,1,False,5272.5,-1.0
966700,3.0,108.5,2.0,56.0,5273.5,5.0,1,False,5270.5,-3.0
966800,3.0,108.5,2.0,56.0,5274.0,6.0,1,False,5272.5,-1.5
966900,4.0,109.0,2.0,56.0,5275.5,3.0,1,False,5271.5,-4.0
967000,3.0,110.5,2.0,57.0,5275.5,5.0,1,False,5272.0,-3.5
967100,3.0,110.5,2.0,57.0,5276.0,6.0,1,False,5271.0,-5.0
967200,4.0,110.0,2.0,57.0,5275.5,5.0,1,False,5269.5,-6.0
967300,3.0,109.5,3.0,56.5,5275.0,6.0,1,False,5269.5,-5.5
967400,3.0,108.5,2.0,56.0,5273.5,5.0,1,False,5270.5,-3.0
967500,3.0,108.5,3.0,55.5,5274.5,3.0,1,False,5268.5,-6.0
967600,3.0,106.5,2.0,55.0,5271.0,6.0,1,False,5267.5,-3.5
967700,3.0,106.5,3.0,54.5,5270.5,5.0,1,False,5266.5,-4.0
967800,3.0,106.5,2.0,55.0,5271.0,6.0,1,False,5266.5,-4.5
967900,3.0,106.5,3.0,54.5,5270.5,5.0,1,False,5265.5,-5.0
968000,3.0,107.5,2.0,55.0,5271.5,5.0,1,False,5265.5,-6.0
968100,3.0,108.5,3.0,55.5,5272.5,5.0,1,False,5266.5,-6.0
968200,3.0,107.5,2.0,55.0,5271.5,5.0,1,False,5264.5,-7.0
968300,3.0,106.5,2.0,55.0,5270.5,5.0,1,False,5267.5,-3.0
968400,3.0,106.5,3.0,54.5,5270.5,5.0,1,False,5268.0,-2.5
968500,4.0,107.0,2.0,55.0,5271.5,5.0,1,False,5269.0,-2.5
968600,3.0,108.5,3.0,55.5,5272.5,5.0,1,False,5267.5,-5.0
968700,3.0,106.5,2.0,55.0,5270.5,5.0,1,False,5267.5,-3.0
968800,3.0,107.5,3.0,55.5,5272.5,5.0,1,False,5267.5,-5.0
968900,3.0,107.5,2.0,55.0,5271.5,5.0,1,False,5270.0,-1.5
969000,3.0,107.5,3.0,55.5,5272.0,6.0,1,False,5269.0,-3.0
969100,3.0,106.5,2.0,55.0,5271.0,6.0,1,False,5268.0,-3.0
969200,4.0,106.0,2.0,54.0,5269.5,5.0,1,False,5267.5,-2.0
969300,3.0,106.5,2.0,54.0,5269.5,5.0,1,False,5267.5,-2.0
969400,3.0,106.5,3.0,54.5,5270.5,5.0,1,False,5267.0,-3.5
969500,3.0,105.5,2.0,54.0,5268.5,5.0,1,False,5265.5,-3.0
969600,3.0,104.5,3.0,53.5,5267.5,5.0,1,False,5266.5,-1.0
969700,4.0,104.0,2.0,53.0,5266.5,5.0,1,False,5267.0,0.5
969800,3.0,103.5,2.0,53.0,5266.5,5.0,1,False,5267.5,1.0
969900,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5268.0,2.5
970000,3.0,103.5,2.0,52.0,5265.5,5.0,1,False,5266.5,1.0
970100,3.0,103.5,2.0,53.0,5266.5,5.0,1,False,5266.5,0.0
970200,3.0,102.5,2.0,52.0,5264.5,5.0,1,False,5266.0,1.5
970300,3.0,104.5,2.0,53.0,5267.5,5.0,1,False,5264.5,-3.0
970400,3.0,104.5,3.0,53.5,5268.0,6.0,1,False,5264.0,-4.0
970500,3.0,105.5,2.0,54.0,5269.0,6.0,1,False,5261.5,-7.5
970600,3.0,104.5,2.0,53.0,5267.5,5.0,1,False,5260.0,-7.5
970700,3.0,104.5,2.0,53.0,5267.5,5.0,1,False,5260.5,-7.0
970800,3.0,104.5,2.0,53.0,5267.5,5.0,1,False,5259.0,-8.5
970900,3.0,106.5,2.0,54.0,5270.0,6.0,1,False,5259.5,-10.5
971000,3.0,105.5,2.0,54.0,5269.0,6.0,1,False,5259.5,-9.5
971100,3.0,104.5,3.0,53.5,5268.0,6.0,1,False,5259.5,-8.5
971200,3.0,104.5,2.0,53.0,5267.5,5.0,1,False,5258.0,-9.5
971300,3.0,104.5,2.0,53.0,5267.5,5.0,1,False,5258.5,-9.0
971400,3.0,104.5,2.0,53.0,5267.0,6.0,1,False,5257.5,-9.5
971500,3.0,103.5,3.0,52.5,5265.5,5.0,1,False,5257.5,-8.0
971600,3.0,103.5,2.0,53.0,5266.5,5.0,1,False,5257.0,-9.5
971700,3.0,104.5,2.0,53.0,5267.0,6.0,1,False,5256.5,-10.5
971800,3.0,104.5,2.0,53.0,5267.5,5.0,1,False,5255.5,-12.0
971900,3.0,104.5,3.0,53.5,5268.0,6.0,1,False,5257.0,-11.0
972000,3.0,103.5,2.0,53.0,5266.5,5.0,1,False,5258.5,-8.0
972100,3.0,103.5,2.0,53.0,5266.5,5.0,1,False,5259.0,-7.5
972200,3.0,103.5,3.0,52.5,5266.0,6.0,1,False,5259.5,-6.5
