mark,role,session_tercile_ticks,out_symbol,K,n,mean,median,frac_pos,t_stat,boot_mean_lo,boot_mean_hi
Mark 14,as_seller,S1_early_third_ticks,HYDROGEL_PACK,20,166,-0.6716867469879518,0.0,0.4759036144578313,-1.048860383059169,-1.7981927710843373,0.5753012048192772
Mark 38,as_buyer,S1_early_third_ticks,HYDROGEL_PACK,20,170,-0.6588235294117647,0.0,0.4764705882352941,-1.0475549407608309,-1.85,0.7058823529411765
Mark 01,as_buyer,S3_late_third_ticks,VEV_5300,100,34,0.6764705882352942,1.0,0.6176470588235294,1.037015891378943,-0.4852941176470588,1.8235294117647058
Mark 01,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,78,-1.0897435897435896,-2.5,0.4358974358974359,-1.0345940200518697,-3.1025641025641026,0.8397435897435898
Mark 01,as_seller,S2_mid_third_ticks,x,100,78,-1.0897435897435896,-2.5,0.4358974358974359,-1.0345940200518697,-3.1025641025641026,0.8397435897435898
Mark 01,as_buyer,S1_early_third_ticks,x,5,524,0.08874045801526717,0.0,0.44656488549618323,1.024503740076718,-0.08301526717557252,0.25286259541984735
Mark 01,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,5,78,-0.20512820512820512,-0.5,0.34615384615384615,-1.0019843813242015,-0.5448717948717948,0.20512820512820512
Mark 01,as_seller,S2_mid_third_ticks,x,5,78,-0.20512820512820512,-0.5,0.34615384615384615,-1.0019843813242015,-0.5448717948717948,0.20512820512820512
Mark 22,as_seller,S3_late_third_ticks,VEV_5300,100,47,0.5425531914893617,1.0,0.6170212765957447,1.0015750152181553,-0.3617021276595745,1.5
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5500,5,103,-0.024271844660194174,0.0,0.04854368932038835,-1.0,-0.06796116504854369,0.024271844660194174
Mark 14,as_buyer,S2_mid_third_ticks,VEV_5300,5,9,-0.3888888888888889,0.0,0.2222222222222222,-1.0,-1.2222222222222223,0.2222222222222222
Mark 01,as_buyer,S1_early_third_ticks,VEV_5300,100,40,-0.525,-0.25,0.375,-0.9953807709605962,-1.7375,0.55
Mark 22,as_seller,S1_early_third_ticks,VEV_5400,5,92,-0.043478260869565216,0.0,0.15217391304347827,-0.9845680107419184,-0.11956521739130435,0.03804347826086957
Mark 22,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,20,6,2.1666666666666665,3.25,0.5,0.9810273077685956,-2.0,5.75
Mark 38,as_buyer,S3_late_third_ticks,VEV_4000,20,58,0.6206896551724138,0.5,0.5344827586206896,0.9805607652212547,-0.6293103448275862,1.9396551724137931
Mark 14,as_seller,S3_late_third_ticks,VEV_4000,20,58,0.6206896551724138,0.5,0.5344827586206896,0.9805607652212547,-0.6293103448275862,1.9396551724137931
Mark 38,as_buyer,S1_early_third_ticks,VEV_4000,5,79,0.23417721518987342,0.0,0.4936708860759494,0.9785178462579023,-0.2468354430379747,0.6772151898734177
Mark 14,as_seller,S1_early_third_ticks,x,20,354,0.1977401129943503,0.0,0.4858757062146893,0.9773114844468574,-0.1864406779661017,0.5494350282485876
Mark 14,as_buyer,S3_late_third_ticks,VEV_5200,20,9,-0.9444444444444444,-0.5,0.3333333333333333,-0.973816355214548,-2.7222222222222223,0.7222222222222222
Mark 01,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,20,86,0.47093023255813954,-0.25,0.4883720930232558,0.9597034352766367,-0.4418604651162791,1.3604651162790697
Mark 22,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,100,12,2.3333333333333335,2.75,0.5,0.9503819266229829,-1.9583333333333333,6.416666666666667
Mark 22,as_seller,S3_late_third_ticks,VEV_5400,100,80,0.16875,0.25,0.5,0.9393278017906231,-0.1625,0.4875
Mark 14,as_buyer,S1_early_third_ticks,HYDROGEL_PACK,20,172,-0.6424418604651163,-1.0,0.4476744186046512,-0.9325178015237032,-2.0930232558139537,0.7093023255813954
Mark 49,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,24,0.7916666666666666,1.0,0.5833333333333334,0.9323803162500038,-0.8125,2.4166666666666665
Mark 49,as_seller,S2_mid_third_ticks,x,20,24,0.7916666666666666,1.0,0.5833333333333334,0.9323803162500038,-0.8125,2.4166666666666665
Mark 01,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,100,83,-0.9036144578313253,-0.5,0.46987951807228917,-0.917661574239444,-2.8734939759036147,1.0
Mark 01,as_seller,S1_early_third_ticks,x,100,83,-0.9036144578313253,-0.5,0.46987951807228917,-0.917661574239444,-2.8734939759036147,1.0
Mark 14,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,103,0.7864077669902912,1.0,0.5533980582524272,0.9000593740666707,-0.6504854368932039,2.5242718446601944
Mark 38,as_buyer,S2_mid_third_ticks,x,20,244,-0.21106557377049182,-0.5,0.3975409836065574,-0.8855990465553473,-0.6639344262295082,0.3155737704918033
Mark 49,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,6,-1.9166666666666667,-2.25,0.5,-0.8772493843813398,-5.25,2.1666666666666665
Mark 49,as_buyer,S2_mid_third_ticks,x,20,6,-1.9166666666666667,-2.25,0.5,-0.8772493843813398,-5.25,2.1666666666666665
Mark 38,as_buyer,S2_mid_third_ticks,x,5,244,-0.11270491803278689,0.0,0.4016393442622951,-0.8529805832794314,-0.3668032786885246,0.13934426229508196
Mark 01,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,5,83,0.20481927710843373,0.0,0.4939759036144578,0.8453734158961829,-0.25903614457831325,0.7108433734939759
Mark 01,as_seller,S1_early_third_ticks,x,5,83,0.20481927710843373,0.0,0.4939759036144578,0.8453734158961829,-0.25903614457831325,0.7108433734939759
Mark 01,as_buyer,S1_early_third_ticks,VEV_5400,100,85,-0.1411764705882353,0.0,0.38823529411764707,-0.8439316825325902,-0.5294117647058824,0.16470588235294117
Mark 01,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,100,86,-0.9476744186046512,-2.0,0.4418604651162791,-0.8413640663231718,-3.0232558139534884,1.3662790697674418
Mark 14,as_buyer,S2_mid_third_ticks,VEV_4000,100,80,-0.84375,-2.0,0.4,-0.8407755056293057,-2.8,1.30625
Mark 49,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,20,6,-2.0,-0.5,0.5,-0.8352690695845567,-6.25,1.9166666666666667
Mark 49,as_buyer,S1_early_third_ticks,x,20,6,-2.0,-0.5,0.5,-0.8352690695845567,-6.25,1.9166666666666667
Mark 38,as_buyer,S2_mid_third_ticks,VEV_4000,100,70,-0.95,-1.0,0.42857142857142855,-0.8246423133631595,-3.2071428571428573,1.3071428571428572
Mark 55,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,5,202,-0.12623762376237624,0.0,0.40594059405940597,-0.815663091156603,-0.41089108910891087,0.17326732673267325
Mark 55,as_seller,S1_early_third_ticks,x,5,202,-0.12623762376237624,0.0,0.40594059405940597,-0.815663091156603,-0.41089108910891087,0.17326732673267325
Mark 01,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,86,0.7965116279069767,1.25,0.5348837209302325,0.800923436878724,-1.0755813953488371,2.8372093023255816
Mark 38,as_seller,S2_mid_third_ticks,VEV_4000,20,81,0.38271604938271603,0.0,0.4567901234567901,0.7980888680946656,-0.4506172839506173,1.3024691358024691
Mark 22,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,100,39,-1.1794871794871795,-0.5,0.48717948717948717,-0.7963903135098831,-3.6666666666666665,1.4871794871794872
Mark 01,as_buyer,S3_late_third_ticks,VEV_5300,5,35,-0.11428571428571428,0.0,0.2857142857142857,-0.7957980450601375,-0.4,0.12857142857142856
Mark 01,as_buyer,S3_late_third_ticks,VEV_5400,20,79,0.0759493670886076,0.0,0.379746835443038,0.792849169286577,-0.10126582278481013,0.2848101265822785
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5500,20,103,0.02912621359223301,0.0,0.10679611650485436,0.7730823048033113,-0.043689320388349516,0.10679611650485436
Mark 14,as_buyer,S2_mid_third_ticks,VEV_4000,20,80,0.375,0.0,0.45,0.77238371734082,-0.5,1.34375
Mark 38,as_seller,S3_late_third_ticks,x,5,243,-0.10905349794238683,0.0,0.3950617283950617,-0.7543956953393408,-0.3765432098765432,0.1646090534979424
Mark 38,as_buyer,S1_early_third_ticks,HYDROGEL_PACK,100,170,-1.1,0.0,0.4823529411764706,-0.7304950666964278,-3.985294117647059,1.9352941176470588
Mark 14,as_buyer,S2_mid_third_ticks,VEV_5300,20,9,-0.3333333333333333,0.0,0.4444444444444444,-0.7302967433402214,-1.3333333333333333,0.4444444444444444
Mark 38,as_buyer,S3_late_third_ticks,HYDROGEL_PACK,5,176,-0.26420454545454547,0.0,0.4602272727272727,-0.7285115226572237,-0.9829545454545454,0.36363636363636365
Mark 14,as_seller,S1_early_third_ticks,VEV_4000,5,78,0.16666666666666666,0.0,0.48717948717948717,0.7166566236802331,-0.28846153846153844,0.5897435897435898
Mark 22,as_buyer,S3_late_third_ticks,x,5,9,-0.6666666666666666,-0.5,0.2222222222222222,-0.7098852075328911,-2.3333333333333335,1.3888888888888888
Mark 01,as_buyer,S3_late_third_ticks,VEV_5500,100,95,0.05263157894736842,0.0,0.28421052631578947,0.7052336473499384,-0.09473684210526316,0.18947368421052632
Mark 49,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,24,1.2916666666666667,-0.25,0.4583333333333333,0.6892737761269084,-2.1458333333333335,4.9375
Mark 49,as_seller,S2_mid_third_ticks,x,100,24,1.2916666666666667,-0.25,0.4583333333333333,0.6892737761269084,-2.1458333333333335,4.9375
Mark 38,as_seller,S2_mid_third_ticks,VEV_4000,100,81,-0.6851851851851852,-2.0,0.4074074074074074,-0.6826759989518069,-2.4074074074074074,1.3209876543209877
Mark 14,as_buyer,S2_mid_third_ticks,VEV_5300,100,9,0.7222222222222222,0.0,0.3333333333333333,0.6785944762634447,-0.8888888888888888,3.0
Mark 14,as_seller,S1_early_third_ticks,x,5,354,0.07627118644067797,0.0,0.4632768361581921,0.6771337918093696,-0.1426553672316384,0.2909604519774011
Mark 49,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,5,6,-1.1666666666666667,-0.75,0.3333333333333333,-0.6760839831254738,-3.9166666666666665,1.6666666666666667
Mark 49,as_buyer,S2_mid_third_ticks,x,5,6,-1.1666666666666667,-0.75,0.3333333333333333,-0.6760839831254738,-3.9166666666666665,1.6666666666666667
Mark 38,as_seller,S2_mid_third_ticks,VEV_4000,5,81,-0.16049382716049382,0.0,0.4691358024691358,-0.6758549433029595,-0.5740740740740741,0.2839506172839506
Mark 14,as_seller,S3_late_third_ticks,HYDROGEL_PACK,20,173,-0.45664739884393063,0.0,0.4913294797687861,-0.6705966436896144,-1.7485549132947977,0.8236994219653179
Mark 22,as_seller,S2_mid_third_ticks,VEV_5300,100,67,0.23880597014925373,0.0,0.47761194029850745,0.6632990484580369,-0.4925373134328358,0.8805970149253731
Mark 22,as_seller,S3_late_third_ticks,VEV_5400,5,83,-0.030120481927710843,0.0,0.24096385542168675,-0.6600106890401539,-0.12650602409638553,0.060240963855421686
Mark 14,as_buyer,S2_mid_third_ticks,VEV_5200,20,18,0.5555555555555556,0.25,0.5,0.6530641044613273,-1.1944444444444444,2.111111111111111
Mark 38,as_buyer,S3_late_third_ticks,HYDROGEL_PACK,20,176,-0.4346590909090909,0.0,0.4943181818181818,-0.6491822278524764,-1.6590909090909092,0.7585227272727273
Mark 38,as_buyer,S2_mid_third_ticks,VEV_4000,20,70,0.3,0.5,0.5285714285714286,0.6481680140421696,-0.5428571428571428,1.15
Mark 14,as_buyer,S3_late_third_ticks,VEV_4000,20,76,-0.3684210526315789,-0.25,0.47368421052631576,-0.6459597051918095,-1.5263157894736843,0.6513157894736842
Mark 38,as_seller,S3_late_third_ticks,VEV_4000,20,76,-0.3684210526315789,-0.25,0.47368421052631576,-0.6459597051918095,-1.5263157894736843,0.6513157894736842
Mark 22,as_seller,S3_late_third_ticks,VEV_5500,100,96,0.046875,0.0,0.28125,0.632825713822488,-0.09895833333333333,0.18229166666666666
Mark 38,as_seller,S3_late_third_ticks,x,100,240,-0.42291666666666666,-0.75,0.4666666666666667,-0.6191002088895234,-1.7479166666666666,1.0625
Mark 38,as_buyer,S1_early_third_ticks,x,20,253,-0.1482213438735178,0.0,0.44664031620553357,-0.6137283573255012,-0.6146245059288538,0.2964426877470356
Mark 22,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,5,7,0.7857142857142857,1.0,0.7142857142857143,0.6067570833661607,-1.5714285714285714,2.857142857142857
Mark 38,as_buyer,S3_late_third_ticks,x,100,229,0.4148471615720524,0.0,0.4978165938864629,0.6048032441691408,-0.9301310043668122,1.611353711790393
Mark 22,as_seller,S2_mid_third_ticks,VEV_5200,20,26,0.40384615384615385,0.5,0.5,0.6045976165257,-0.9230769230769231,1.4230769230769231
Mark 22,as_seller,S2_mid_third_ticks,VEV_5400,5,101,-0.019801980198019802,0.0,0.10891089108910891,-0.6011130897782883,-0.07920792079207921,0.04950495049504951
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5400,5,99,-0.020202020202020204,0.0,0.1111111111111111,-0.6010743070375286,-0.08080808080808081,0.04040404040404041
Mark 14,as_buyer,S2_mid_third_ticks,VEV_4000,5,80,-0.14375,0.0,0.475,-0.599316619991267,-0.5875,0.30625
Mark 14,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,100,101,0.5544554455445545,0.0,0.48514851485148514,0.5991292588436535,-1.4455445544554455,2.3415841584158414
Mark 22,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,5,6,-0.8333333333333334,-0.75,0.16666666666666666,-0.5976143046671968,-3.25,1.5833333333333333
Mark 55,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,5,199,-0.08542713567839195,0.0,0.41708542713567837,-0.5750535161732736,-0.3592964824120603,0.2135678391959799
Mark 55,as_seller,S2_mid_third_ticks,x,5,199,-0.08542713567839195,0.0,0.41708542713567837,-0.5750535161732736,-0.3592964824120603,0.2135678391959799
Mark 14,as_buyer,S1_early_third_ticks,VEV_5300,20,8,0.4375,0.5,0.5,0.5680419737250519,-1.0,1.875
Mark 01,as_buyer,S1_early_third_ticks,VEV_5400,20,85,0.052941176470588235,0.0,0.35294117647058826,0.5613265754552416,-0.13529411764705881,0.23529411764705882
Mark 22,as_seller,S1_early_third_ticks,VEV_5500,20,101,-0.024752475247524754,0.0,0.12871287128712872,-0.5606311325497435,-0.10396039603960396,0.0594059405940594
Mark 01,as_buyer,S1_early_third_ticks,VEV_5500,20,99,-0.025252525252525252,0.0,0.13131313131313133,-0.5605922983659095,-0.1111111111111111,0.07575757575757576
Mark 14,as_seller,S1_early_third_ticks,HYDROGEL_PACK,100,166,-0.8524096385542169,0.0,0.4819277108433735,-0.5581766395270877,-3.674698795180723,1.6536144578313252
Mark 38,as_buyer,S3_late_third_ticks,VEV_4000,5,60,0.15833333333333333,0.0,0.4666666666666667,0.552956527277053,-0.375,0.7
Mark 14,as_seller,S3_late_third_ticks,VEV_4000,5,60,0.15833333333333333,0.0,0.4666666666666667,0.552956527277053,-0.375,0.7
Mark 14,as_buyer,S2_mid_third_ticks,x,5,380,-0.060526315789473685,0.0,0.4263157894736842,-0.5498503439727541,-0.2986842105263158,0.16710526315789473
Mark 14,as_seller,S3_late_third_ticks,HYDROGEL_PACK,100,171,-0.7690058479532164,0.0,0.4853801169590643,-0.5466914036713315,-3.0,1.760233918128655
Mark 14,as_buyer,S1_early_third_ticks,HYDROGEL_PACK,5,172,0.18604651162790697,0.0,0.45348837209302323,0.5335214336640501,-0.5348837209302325,0.8284883720930233
Mark 49,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,100,38,0.7105263157894737,0.25,0.5,0.5137501090133448,-2.0526315789473686,3.25
Mark 49,as_seller,S1_early_third_ticks,x,100,38,0.7105263157894737,0.25,0.5,0.5137501090133448,-2.0526315789473686,3.25
Mark 22,as_buyer,S1_early_third_ticks,x,5,16,-0.34375,-0.25,0.4375,-0.5092374302762338,-1.625,0.9375
Mark 14,as_buyer,S2_mid_third_ticks,HYDROGEL_PACK,20,160,0.340625,1.0,0.5125,0.49594331198830527,-0.8875,1.615625
Mark 55,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,100,205,-0.28780487804878047,-0.5,0.4585365853658537,-0.4865950785666423,-1.4365853658536585,0.8463414634146341
Mark 55,as_buyer,S1_early_third_ticks,x,100,205,-0.28780487804878047,-0.5,0.4585365853658537,-0.4865950785666423,-1.4365853658536585,0.8463414634146341
Mark 38,as_seller,S3_late_third_ticks,HYDROGEL_PACK,5,167,-0.16766467065868262,0.0,0.46107784431137727,-0.483921457381061,-0.8772455089820359,0.592814371257485
Mark 38,as_buyer,S3_late_third_ticks,x,20,234,0.14743589743589744,0.25,0.5,0.4759131717848917,-0.5256410256410257,0.8012820512820513
Mark 01,as_buyer,S3_late_third_ticks,VEV_5300,20,35,0.15714285714285714,0.0,0.4857142857142857,0.47202961602588656,-0.4714285714285714,0.7285714285714285
Mark 22,as_seller,S1_early_third_ticks,VEV_5300,100,48,-0.21875,0.0,0.4166666666666667,-0.46963673112084947,-1.0520833333333333,0.6875
Mark 14,as_buyer,S2_mid_third_ticks,x,100,380,-0.21842105263157896,-1.0,0.4342105263157895,-0.465712209265158,-1.1342105263157896,0.7026315789473684
Mark 22,as_seller,S1_early_third_ticks,VEV_5200,100,9,-0.7777777777777778,0.5,0.5555555555555556,-0.4631421855051946,-3.9444444444444446,2.0555555555555554
Mark 14,as_buyer,S3_late_third_ticks,x,20,373,0.10589812332439678,0.0,0.4772117962466488,0.462339900455077,-0.31233243967828417,0.5415549597855228
Mark 38,as_seller,S2_mid_third_ticks,HYDROGEL_PACK,100,164,-0.5640243902439024,-2.0,0.4634146341463415,-0.442844298391442,-3.0365853658536586,2.0
Mark 22,as_seller,S3_late_third_ticks,VEV_5400,20,83,0.04216867469879518,0.0,0.37349397590361444,0.4414501803296338,-0.13855421686746988,0.21084337349397592
Mark 22,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,32,-0.578125,-2.5,0.40625,-0.4252946065783052,-3.140625,2.21875
Mark 38,as_buyer,S2_mid_third_ticks,VEV_4000,5,70,0.12142857142857143,0.0,0.4714285714285714,0.4164114457925292,-0.4,0.6714285714285714
Mark 14,as_buyer,S3_late_third_ticks,VEV_4000,100,75,0.5,-1.5,0.4533333333333333,0.4107350297164197,-1.72,3.02
Mark 38,as_seller,S3_late_third_ticks,VEV_4000,100,75,0.5,-1.5,0.4533333333333333,0.4107350297164197,-1.72,3.02
Mark 14,as_buyer,S2_mid_third_ticks,HYDROGEL_PACK,5,160,0.14375,0.0,0.48125,0.4043235763788036,-0.54375,0.80625
Mark 38,as_buyer,S3_late_third_ticks,HYDROGEL_PACK,100,173,-0.5346820809248555,0.0,0.4913294797687861,-0.38146299551817564,-3.2630057803468207,2.3179190751445087
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5200,20,7,-0.42857142857142855,0.0,0.42857142857142855,-0.3789683644799335,-2.2857142857142856,1.4285714285714286
Mark 14,as_buyer,S2_mid_third_ticks,VEV_5200,100,18,-0.5555555555555556,0.0,0.5,-0.3722828075951329,-3.5555555555555554,2.0833333333333335
Mark 14,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,100,110,0.2681818181818182,-0.5,0.4636363636363636,0.34932231931279434,-1.240909090909091,1.7272727272727273
Mark 14,as_seller,S2_mid_third_ticks,VEV_4000,20,69,0.15217391304347827,0.5,0.5217391304347826,0.3419603763541617,-0.6956521739130435,0.9855072463768116
Mark 14,as_buyer,S3_late_third_ticks,HYDROGEL_PACK,5,164,-0.11890243902439024,0.0,0.4695121951219512,-0.33867512583741094,-0.7804878048780488,0.551829268292683
Mark 14,as_seller,S1_early_third_ticks,x,100,354,0.1370056497175141,0.0,0.4830508474576271,0.3242148151618469,-0.6596045197740112,0.8403954802259888
Mark 14,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,5,103,0.06796116504854369,0.0,0.49514563106796117,0.32062497460912154,-0.33495145631067963,0.4854368932038835
Mark 22,as_seller,S2_mid_third_ticks,VEV_5400,20,101,0.019801980198019802,0.0,0.22772277227722773,0.3188288607382403,-0.09900990099009901,0.13861386138613863
Mark 14,as_seller,S2_mid_third_ticks,HYDROGEL_PACK,5,168,-0.09523809523809523,0.0,0.4523809523809524,-0.3181897530461961,-0.6755952380952381,0.4375
Mark 14,as_buyer,S3_late_third_ticks,HYDROGEL_PACK,100,162,0.44753086419753085,0.0,0.4876543209876543,0.30786009129765696,-2.3055555555555554,2.8858024691358026
Mark 38,as_buyer,S3_late_third_ticks,x,5,236,0.04449152542372881,0.0,0.4533898305084746,0.3060861381940792,-0.21398305084745764,0.3220338983050847
Mark 38,as_seller,S1_early_third_ticks,HYDROGEL_PACK,5,176,0.10511363636363637,0.0,0.45454545454545453,0.3034859808095018,-0.6107954545454546,0.7613636363636364
Mark 01,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,78,-0.14102564102564102,-0.5,0.44871794871794873,-0.29560694651298997,-1.1602564102564104,0.7692307692307693
Mark 01,as_seller,S2_mid_third_ticks,x,20,78,-0.14102564102564102,-0.5,0.44871794871794873,-0.29560694651298997,-1.1602564102564104,0.7692307692307693
Mark 22,as_seller,S2_mid_third_ticks,VEV_5500,100,107,-0.018691588785046728,0.0,0.21495327102803738,-0.2859483592870583,-0.14485981308411214,0.102803738317757
Mark 22,as_seller,S3_late_third_ticks,VEV_5200,20,11,-0.2727272727272727,-0.5,0.45454545454545453,-0.2857790955791806,-1.9545454545454546,1.4545454545454546
Mark 38,as_seller,S2_mid_third_ticks,HYDROGEL_PACK,20,164,0.19207317073170732,0.25,0.5,0.2837336518651586,-1.0701219512195121,1.451219512195122
Mark 01,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,5,88,-0.06818181818181818,-0.5,0.3977272727272727,-0.2758903506183289,-0.5625,0.4147727272727273
Mark 01,as_buyer,S3_late_third_ticks,VEV_5400,5,79,-0.012658227848101266,0.0,0.25316455696202533,-0.2757233972895037,-0.0949367088607595,0.06962025316455696
Mark 38,as_seller,S2_mid_third_ticks,HYDROGEL_PACK,5,164,0.09451219512195122,0.0,0.47560975609756095,0.2710250596696471,-0.6189024390243902,0.75
Mark 22,as_seller,S1_early_third_ticks,VEV_5200,20,9,0.3333333333333333,-0.5,0.4444444444444444,0.27029495135979437,-1.6666666666666667,2.7222222222222223
Mark 22,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,100,6,-1.4166666666666667,-4.0,0.3333333333333333,-0.26946134530249516,-11.083333333333334,8.166666666666666
Mark 22,as_seller,S1_early_third_ticks,x,20,507,0.05325443786982249,-0.5,0.4536489151873767,0.2689539245911191,-0.34812623274161736,0.46942800788954636
Mark 01,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,86,0.11046511627906977,0.0,0.4418604651162791,0.2563196140883798,-0.6744186046511628,1.0232558139534884
Mark 01,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,20,83,0.12048192771084337,0.5,0.5060240963855421,0.24815654876188464,-0.7710843373493976,1.1265060240963856
Mark 01,as_seller,S3_late_third_ticks,x,20,83,0.12048192771084337,0.5,0.5060240963855421,0.24815654876188464,-0.7710843373493976,1.1265060240963856
Mark 22,as_seller,S2_mid_third_ticks,VEV_5500,20,107,0.009345794392523364,0.0,0.102803738317757,0.2414660029549881,-0.06542056074766354,0.07476635514018691
Mark 38,as_seller,S3_late_third_ticks,HYDROGEL_PACK,100,165,0.3393939393939394,0.0,0.48484848484848486,0.23581976048828887,-2.1636363636363636,3.227272727272727
Mark 14,as_seller,S2_mid_third_ticks,x,20,340,-0.045588235294117645,-0.5,0.4294117647058823,-0.23107893335060528,-0.4073529411764706,0.33088235294117646
Mark 22,as_buyer,S3_late_third_ticks,x,100,9,0.8333333333333334,2.0,0.5555555555555556,0.23044900641260896,-5.777777777777778,7.388888888888889
Mark 38,as_buyer,S2_mid_third_ticks,HYDROGEL_PACK,5,169,-0.06804733727810651,0.0,0.4556213017751479,-0.2277538721956722,-0.7218934911242604,0.4911242603550296
Mark 01,as_buyer,S1_early_third_ticks,x,20,524,-0.04389312977099236,-0.5,0.44274809160305345,-0.22598206335706847,-0.42843511450381677,0.32729007633587787
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5500,100,103,0.014563106796116505,0.0,0.22330097087378642,0.22573149298929432,-0.11165048543689321,0.1262135922330097
Mark 14,as_seller,S2_mid_third_ticks,VEV_4000,5,69,0.06521739130434782,0.0,0.463768115942029,0.22464308451344106,-0.5217391304347826,0.6304347826086957
Mark 22,as_buyer,S1_early_third_ticks,x,100,16,0.5,-0.25,0.4375,0.22445006962161676,-3.6875,4.65625
Mark 14,as_seller,S2_mid_third_ticks,x,5,340,-0.025,0.0,0.43823529411764706,-0.22013615753091537,-0.25735294117647056,0.17352941176470588
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5300,20,57,0.043859649122807015,0.0,0.43859649122807015,0.21083189725508283,-0.37719298245614036,0.39473684210526316
Mark 38,as_buyer,S3_late_third_ticks,VEV_4000,100,56,0.25,1.0,0.5178571428571429,0.20647260806371717,-1.8660714285714286,2.6875
Mark 14,as_seller,S3_late_third_ticks,VEV_4000,100,56,0.25,1.0,0.5178571428571429,0.20647260806371717,-1.8660714285714286,2.6875
Mark 14,as_buyer,S3_late_third_ticks,VEV_5300,100,13,0.19230769230769232,1.0,0.6153846153846154,0.1930708210691355,-1.8076923076923077,2.230769230769231
Mark 38,as_buyer,S2_mid_third_ticks,HYDROGEL_PACK,20,169,0.11834319526627218,1.0,0.514792899408284,0.18021668555555242,-1.1420118343195267,1.4023668639053255
Mark 14,as_buyer,S2_mid_third_ticks,HYDROGEL_PACK,100,160,-0.23125,-2.0,0.46875,-0.18015895374789742,-2.59375,2.7375
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5400,100,99,-0.020202020202020204,0.0,0.37373737373737376,-0.1580760823425383,-0.23232323232323232,0.22727272727272727
Mark 22,as_seller,S2_mid_third_ticks,VEV_5300,20,67,0.029850746268656716,0.0,0.44776119402985076,0.15671401286120434,-0.3805970149253731,0.40298507462686567
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5200,100,7,-0.21428571428571427,0.5,0.5714285714285714,-0.1452368754827781,-2.7857142857142856,2.642857142857143
Mark 01,as_buyer,S1_early_third_ticks,VEV_5400,5,85,-0.0058823529411764705,0.0,0.16470588235294117,-0.13405878809296715,-0.09411764705882353,0.07647058823529412
Mark 55,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,100,194,-0.09020618556701031,-0.5,0.4639175257731959,-0.1256388650612832,-1.597938144329897,1.402061855670103
Mark 55,as_seller,S3_late_third_ticks,x,100,194,-0.09020618556701031,-0.5,0.4639175257731959,-0.1256388650612832,-1.597938144329897,1.402061855670103
Mark 14,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,5,103,-0.024271844660194174,0.0,0.4368932038834951,-0.12202169365310865,-0.3592233009708738,0.36893203883495146
Mark 22,as_seller,S3_late_third_ticks,VEV_5300,20,48,-0.03125,0.0,0.3958333333333333,-0.11991838121823967,-0.4895833333333333,0.4479166666666667
Mark 14,as_buyer,S1_early_third_ticks,VEV_5200,20,6,-0.16666666666666666,-1.25,0.3333333333333333,-0.11901388973144476,-2.5,2.0833333333333335
