mark,role,spread_tertile_trade_symbol,out_symbol,K,n,mean,median,frac_pos,t_stat,boot_mean_lo,boot_mean_hi
Mark 38,as_buyer,T1_tightest_third,x,100,709,-0.18124118476727785,0.0,0.4710860366713681,-0.5191978241764355,-0.9322990126939351,0.41819464033850495
Mark 14,as_seller,T1_tightest_third,VEV_4000,20,194,0.14432989690721648,0.0,0.4793814432989691,0.49867320135386073,-0.3943298969072165,0.6804123711340206
Mark 01,as_buyer,T3_widest_third,VEV_5400,20,33,-0.07575757575757576,-0.5,0.36363636363636365,-0.48693663966598344,-0.36363636363636365,0.19696969696969696
Mark 22,as_seller,T1_tightest_third,VEV_5200,20,46,0.22826086956521738,-0.25,0.4782608695652174,0.4628925561670968,-0.8369565217391305,1.1956521739130435
Mark 55,as_buyer,T3_widest_third,VELVETFRUIT_EXTRACT,5,105,0.1,0.0,0.45714285714285713,0.4601641207588229,-0.3142857142857143,0.5
Mark 55,as_buyer,T3_widest_third,x,5,105,0.1,0.0,0.45714285714285713,0.4601641207588229,-0.3142857142857143,0.5
Mark 01,as_seller,T3_widest_third,VELVETFRUIT_EXTRACT,5,105,0.1,0.0,0.45714285714285713,0.4601641207588229,-0.3142857142857143,0.5
Mark 01,as_seller,T3_widest_third,x,5,105,0.1,0.0,0.45714285714285713,0.4601641207588229,-0.3142857142857143,0.5
Mark 01,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,5,139,-0.07913669064748201,0.0,0.38848920863309355,-0.45983408429882927,-0.37410071942446044,0.2589928057553957
Mark 01,as_seller,T1_tightest_third,x,5,139,-0.07913669064748201,0.0,0.38848920863309355,-0.45983408429882927,-0.37410071942446044,0.2589928057553957
Mark 01,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,100,174,-0.3160919540229885,0.0,0.4885057471264368,-0.45255611950335206,-1.6839080459770115,0.9885057471264368
Mark 01,as_buyer,T1_tightest_third,VEV_5500,100,281,-0.017793594306049824,0.0,0.2277580071174377,-0.42423891815015063,-0.09430604982206406,0.060498220640569395
Mark 22,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,100,100,0.385,-0.5,0.48,0.4050891516752543,-1.51,2.14
Mark 55,as_buyer,T3_widest_third,VELVETFRUIT_EXTRACT,100,105,0.35714285714285715,1.0,0.5238095238095238,0.38867910308207504,-1.457142857142857,2.157142857142857
Mark 55,as_buyer,T3_widest_third,x,100,105,0.35714285714285715,1.0,0.5238095238095238,0.38867910308207504,-1.457142857142857,2.157142857142857
Mark 01,as_seller,T3_widest_third,VELVETFRUIT_EXTRACT,100,105,0.35714285714285715,1.0,0.5238095238095238,0.38867910308207504,-1.457142857142857,2.157142857142857
Mark 01,as_seller,T3_widest_third,x,100,105,0.35714285714285715,1.0,0.5238095238095238,0.38867910308207504,-1.457142857142857,2.157142857142857
Mark 22,as_seller,T3_widest_third,VEV_5400,20,34,-0.058823529411764705,-0.25,0.38235294117647056,-0.38729833462074176,-0.35294117647058826,0.25
Mark 38,as_buyer,T3_widest_third,VEV_4000,100,11,-1.0454545454545454,0.5,0.5454545454545454,-0.3731976679917092,-5.909090909090909,4.0
Mark 14,as_seller,T3_widest_third,VEV_4000,100,11,-1.0454545454545454,0.5,0.5454545454545454,-0.3731976679917092,-5.909090909090909,4.0
Mark 38,as_buyer,T3_widest_third,x,5,18,0.16666666666666666,0.25,0.5,0.36731544334622646,-0.6666666666666666,1.0
Mark 14,as_seller,T3_widest_third,x,5,18,0.16666666666666666,0.25,0.5,0.36731544334622646,-0.6666666666666666,1.0
Mark 38,as_buyer,T1_tightest_third,x,5,715,-0.028671328671328673,0.0,0.43356643356643354,-0.3626398312551103,-0.18951048951048952,0.13286713286713286
Mark 14,as_buyer,T1_tightest_third,HYDROGEL_PACK,5,487,0.07392197125256673,0.0,0.46406570841889117,0.36125336713673767,-0.3203285420944558,0.4722792607802875
Mark 38,as_buyer,T3_widest_third,x,100,17,-1.088235294117647,0.5,0.5294117647058824,-0.3534041804618792,-6.705882352941177,4.5
Mark 14,as_seller,T3_widest_third,x,100,17,-1.088235294117647,0.5,0.5294117647058824,-0.3534041804618792,-6.705882352941177,4.5
Mark 22,as_buyer,T1_tightest_third,x,5,42,0.16666666666666666,0.25,0.5,0.3530156664940999,-0.6785714285714286,0.9523809523809523
Mark 14,as_buyer,T1_tightest_third,VEV_4000,20,210,-0.10476190476190476,0.0,0.45714285714285713,-0.3370690343398414,-0.7404761904761905,0.5261904761904762
Mark 38,as_buyer,T1_tightest_third,VEV_4000,100,194,-0.20618556701030927,0.0,0.4845360824742268,-0.32203888336784825,-1.3994845360824741,0.9742268041237113
Mark 38,as_seller,T1_tightest_third,VEV_4000,20,211,-0.0995260663507109,0.0,0.4597156398104265,-0.3217052800247594,-0.6729857819905213,0.45023696682464454
Mark 55,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,5,514,0.029182879377431907,0.0,0.4280155642023346,0.30290155885435005,-0.1546692607003891,0.20719844357976655
Mark 55,as_seller,T1_tightest_third,x,5,514,0.029182879377431907,0.0,0.4280155642023346,0.30290155885435005,-0.1546692607003891,0.20719844357976655
Mark 38,as_seller,T1_tightest_third,x,20,714,-0.05042016806722689,-0.5,0.45098039215686275,-0.29810037558392277,-0.35784313725490197,0.2822128851540616
Mark 38,as_seller,T1_tightest_third,HYDROGEL_PACK,20,498,0.11044176706827309,0.0,0.4979919678714859,0.28296701055528756,-0.5793172690763052,0.9939759036144579
Mark 38,as_seller,T1_tightest_third,x,5,714,-0.023809523809523808,0.0,0.43977591036414565,-0.282075327358588,-0.17366946778711484,0.13725490196078433
Mark 14,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,5,316,-0.03322784810126582,0.0,0.41455696202531644,-0.2808425831430369,-0.27848101265822783,0.21044303797468356
Mark 22,as_seller,T1_tightest_third,VEV_5400,5,225,-0.0044444444444444444,0.0,0.16444444444444445,-0.17240075262328555,-0.05333333333333334,0.042222222222222223
Mark 14,as_buyer,T3_widest_third,HYDROGEL_PACK,20,9,-0.3888888888888889,4.5,0.5555555555555556,-0.12341629640958736,-6.388888888888889,4.611111111111111
Mark 38,as_seller,T3_widest_third,HYDROGEL_PACK,20,9,-0.3888888888888889,4.5,0.5555555555555556,-0.12341629640958736,-6.388888888888889,4.611111111111111
Mark 38,as_seller,T1_tightest_third,VEV_4000,100,210,0.06904761904761905,-0.75,0.46190476190476193,0.11033560534554154,-1.0476190476190477,1.2880952380952382
Mark 14,as_buyer,T3_widest_third,x,100,33,0.15151515151515152,1.0,0.5151515151515151,0.1003524799111764,-2.606060606060606,2.8484848484848486
Mark 01,as_buyer,T3_widest_third,x,5,135,-0.018518518518518517,0.0,0.45185185185185184,-0.09824718648648238,-0.3592592592592593,0.34444444444444444
Mark 01,as_buyer,T1_tightest_third,VEV_5300,100,131,0.026717557251908396,0.0,0.48854961832061067,0.09438270074145173,-0.46946564885496184,0.5572519083969466
Mark 14,as_buyer,T1_tightest_third,VEV_5200,100,33,-0.09090909090909091,0.5,0.5151515151515151,-0.0820854689623841,-2.3636363636363638,2.0454545454545454
Mark 22,as_seller,T3_widest_third,x,20,51,0.049019607843137254,0.0,0.43137254901960786,0.07912818895005577,-1.0,1.3235294117647058
Mark 38,as_seller,T1_tightest_third,HYDROGEL_PACK,5,498,0.013052208835341365,0.0,0.4598393574297189,0.06462631760401491,-0.3152610441767068,0.4036144578313253
Mark 38,as_seller,T3_widest_third,x,100,31,-0.0967741935483871,0.0,0.4838709677419355,-0.06054863428293032,-3.0806451612903225,3.274193548387097
Mark 14,as_buyer,T3_widest_third,HYDROGEL_PACK,5,9,-0.05555555555555555,1.5,0.6666666666666666,-0.03459089566371226,-3.611111111111111,2.611111111111111
Mark 38,as_seller,T3_widest_third,HYDROGEL_PACK,5,9,-0.05555555555555555,1.5,0.6666666666666666,-0.03459089566371226,-3.611111111111111,2.611111111111111
Mark 14,as_buyer,T1_tightest_third,VEV_5200,20,33,0.015151515151515152,-0.5,0.42424242424242425,0.02588739206762294,-1.196969696969697,1.0606060606060606
Mark 55,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,20,514,-0.0038910505836575876,0.0,0.4357976653696498,-0.021070123607488524,-0.3745136186770428,0.377431906614786
Mark 55,as_seller,T1_tightest_third,x,20,514,-0.0038910505836575876,0.0,0.4357976653696498,-0.021070123607488524,-0.3745136186770428,0.377431906614786
Mark 14,as_buyer,T1_tightest_third,VEV_4000,100,209,0.011961722488038277,-1.0,0.45933014354066987,0.019102808691790395,-1.2894736842105263,1.3660287081339713
Mark 01,as_buyer,T1_tightest_third,VEV_6000,5,317,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,T1_tightest_third,VEV_6000,5,317,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,T1_tightest_third,VEV_6000,20,317,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,T1_tightest_third,VEV_6000,20,317,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,T1_tightest_third,VEV_6500,5,317,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,T1_tightest_third,VEV_6500,5,317,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,T1_tightest_third,VEV_6500,20,317,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,T1_tightest_third,VEV_6500,20,317,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,T1_tightest_third,VEV_6000,100,314,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,T1_tightest_third,VEV_6000,100,314,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,T1_tightest_third,VEV_6500,100,314,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,T1_tightest_third,VEV_6500,100,314,0.0,0.0,0.0,,0.0,0.0
