day,timestamp,n_prints,symbols,buyer_mode,seller_mode,burst
3,166000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,172300,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,182100,2,"HYDROGEL_PACK,VEV_4000",Mark 14,Mark 14,True
3,218300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,220800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,222400,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,229500,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 14,Mark 14,True
3,231300,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 01,Mark 38,True
3,243700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,250200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,253400,4,"VEV_5200,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,269000,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,273400,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,289400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,290900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,315800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,317200,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,319700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,320200,6,"VELVETFRUIT_EXTRACT,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,323600,2,"HYDROGEL_PACK,VEV_4000",Mark 14,Mark 38,True
3,328700,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,329200,5,"VEV_5200,VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,332600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,334800,2,"HYDROGEL_PACK,VEV_4000",Mark 38,Mark 14,True
3,346200,5,"HYDROGEL_PACK,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,350300,5,"VEV_5200,VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,358100,2,"HYDROGEL_PACK,VEV_4000",Mark 14,Mark 14,True
3,363100,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,364700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,369800,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,370100,6,"VEV_4000,VEV_4500,VEV_5000,VEV_5100,VEV_5200,VEV_5300",Mark 22,Mark 38,True
3,380200,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 38,Mark 01,True
3,385400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,389100,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,391400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,396000,5,"VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,399000,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 14,Mark 38,True
3,428900,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,431900,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,442200,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,451300,6,"HYDROGEL_PACK,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,456600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,459800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,483900,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,485500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,498100,6,"HYDROGEL_PACK,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,511800,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,516400,6,"HYDROGEL_PACK,VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,519700,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 14,True
3,524000,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,529600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,531500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,534000,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 38,Mark 01,True
3,535400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,535900,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,547600,5,"VELVETFRUIT_EXTRACT,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,551600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,555100,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,556400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,565600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,578300,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 38,Mark 01,True
3,580600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,583100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,584300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,612700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,614800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,621000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,622500,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,624200,5,"VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,627700,5,"VEV_5200,VEV_5300,VEV_5400,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,631300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,631500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,634500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,642500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,666500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,666700,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,671800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,671900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,678700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,689900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,699400,7,"HYDROGEL_PACK,VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,700300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,705400,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,708800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,728500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,730000,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,741100,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,753700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,759800,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 01,Mark 14,True
3,766900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,776400,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 38,True
3,777600,5,"VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,784100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,785100,5,"VELVETFRUIT_EXTRACT,VEV_5300,VEV_5400,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,788300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,793100,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,807400,5,"VELVETFRUIT_EXTRACT,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,810500,2,VELVETFRUIT_EXTRACT,Mark 22,Mark 49,True
3,820200,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,826200,5,"VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,834400,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,837500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,839800,5,"VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,842200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,852100,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 38,Mark 14,True
3,864100,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,868300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,877600,7,"VELVETFRUIT_EXTRACT,VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,878300,5,"VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,890900,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,894300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,896800,2,VELVETFRUIT_EXTRACT,Mark 22,Mark 55,True
3,903300,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 01,True
3,918500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,922400,2,"HYDROGEL_PACK,VEV_4000",Mark 14,Mark 14,True
3,937000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,937400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,943900,6,"VELVETFRUIT_EXTRACT,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,977300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,983300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,993700,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 38,Mark 14,True
3,997100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
