day,timestamp,burst_n,orchestrator_buyer,fwd_extract,K
2,977500,4,Mark 01,1.0,20
2,977500,4,Mark 01,12.5,100
2,978600,2,Mark 38,1.0,5
2,978600,2,Mark 38,6.0,20
2,978600,2,Mark 38,16.0,100
2,993800,5,Mark 01,1.5,5
2,993800,5,Mark 01,9.0,20
2,996500,2,Mark 14,5.0,5
2,996500,2,Mark 14,4.0,20
3,32900,5,Mark 01,1.5,5
3,32900,5,Mark 01,2.5,20
3,32900,5,Mark 01,-23.0,100
3,33600,5,Mark 01,2.0,5
3,33600,5,Mark 01,-1.0,20
3,33600,5,Mark 01,-21.0,100
3,37000,4,Mark 01,-3.0,5
3,37000,4,Mark 01,-9.0,20
3,37000,4,Mark 01,-25.5,100
3,40200,4,Mark 01,-5.5,5
3,40200,4,Mark 01,-10.5,20
3,40200,4,Mark 01,-9.5,100
3,45600,4,Mark 01,1.0,5
3,45600,4,Mark 01,1.0,20
3,45600,4,Mark 01,3.0,100
3,47200,4,Mark 01,0.0,5
3,47200,4,Mark 01,1.0,20
3,47200,4,Mark 01,6.5,100
3,54400,4,Mark 01,1.0,5
3,54400,4,Mark 01,3.0,20
3,54400,4,Mark 01,2.0,100
3,69900,4,Mark 01,-1.5,5
3,69900,4,Mark 01,8.0,20
3,69900,4,Mark 01,3.0,100
3,70100,4,Mark 01,1.0,5
3,70100,4,Mark 01,10.0,20
3,70100,4,Mark 01,5.5,100
3,70300,4,Mark 01,-2.0,5
3,70300,4,Mark 01,7.0,20
3,70300,4,Mark 01,3.0,100
3,74300,4,Mark 01,-0.5,5
3,74300,4,Mark 01,-1.0,20
3,74300,4,Mark 01,-2.5,100
3,77300,2,Mark 55,0.0,5
3,77300,2,Mark 55,5.0,20
3,77300,2,Mark 55,-8.5,100
3,87300,4,Mark 01,-1.5,5
3,87300,4,Mark 01,-1.5,20
3,87300,4,Mark 01,6.5,100
3,92200,5,Mark 01,2.0,5
3,92200,5,Mark 01,-2.5,20
3,92200,5,Mark 01,-1.0,100
3,98900,6,Mark 01,-2.0,5
3,98900,6,Mark 01,0.0,20
3,98900,6,Mark 01,2.0,100
3,118700,4,Mark 01,3.0,5
3,118700,4,Mark 01,10.0,20
3,118700,4,Mark 01,4.0,100
3,126600,5,Mark 01,0.0,5
3,126600,5,Mark 01,-2.0,20
3,126600,5,Mark 01,14.0,100
3,128700,6,Mark 01,0.5,5
3,128700,6,Mark 01,9.0,20
3,128700,6,Mark 01,7.5,100
3,132100,4,Mark 01,4.0,5
3,132100,4,Mark 01,5.0,20
3,132100,4,Mark 01,-9.0,100
3,137700,5,Mark 01,-1.0,5
3,137700,5,Mark 01,-4.0,20
3,137700,5,Mark 01,-3.0,100
3,142700,5,Mark 01,5.0,5
3,142700,5,Mark 01,3.0,20
3,142700,5,Mark 01,4.0,100
3,144800,4,Mark 01,4.0,5
3,144800,4,Mark 01,3.0,20
3,144800,4,Mark 01,0.5,100
3,155400,10,Mark 01,0.0,5
3,155400,10,Mark 01,-6.0,20
3,155400,10,Mark 01,1.0,100
3,166000,4,Mark 01,-0.5,5
3,166000,4,Mark 01,3.5,20
3,166000,4,Mark 01,9.0,100
3,172300,3,Mark 01,-3.5,5
3,172300,3,Mark 01,-2.0,20
3,172300,3,Mark 01,-2.0,100
3,182100,2,Mark 14,-0.5,5
3,182100,2,Mark 14,-0.5,20
3,182100,2,Mark 14,-0.5,100
3,218300,5,Mark 01,1.0,5
3,218300,5,Mark 01,4.0,20
3,218300,5,Mark 01,12.0,100
3,220800,5,Mark 01,1.0,5
3,220800,5,Mark 01,-6.0,20
3,220800,5,Mark 01,9.0,100
3,222400,6,Mark 01,0.0,5
3,222400,6,Mark 01,1.0,20
3,222400,6,Mark 01,5.0,100
3,229500,2,Mark 14,3.0,5
3,229500,2,Mark 14,-1.0,20
3,229500,2,Mark 14,-12.5,100
3,231300,2,Mark 01,-1.0,5
3,231300,2,Mark 01,-6.5,20
3,231300,2,Mark 01,-9.0,100
3,243700,5,Mark 01,1.0,5
3,243700,5,Mark 01,-1.0,20
3,243700,5,Mark 01,7.0,100
3,250200,4,Mark 01,0.5,5
3,250200,4,Mark 01,-1.0,20
3,250200,4,Mark 01,-6.0,100
3,253400,4,Mark 01,-0.5,5
3,253400,4,Mark 01,-2.5,20
3,253400,4,Mark 01,-14.5,100
3,269000,6,Mark 01,2.5,5
3,269000,6,Mark 01,-6.5,20
3,269000,6,Mark 01,5.5,100
3,273400,3,Mark 01,2.0,5
3,273400,3,Mark 01,4.0,20
3,273400,3,Mark 01,3.0,100
3,289400,5,Mark 01,-2.0,5
3,289400,5,Mark 01,-7.0,20
3,289400,5,Mark 01,-13.0,100
3,290900,5,Mark 01,0.0,5
3,290900,5,Mark 01,-1.0,20
3,290900,5,Mark 01,-4.0,100
3,315800,5,Mark 01,-0.5,5
3,315800,5,Mark 01,2.0,20
3,315800,5,Mark 01,3.0,100
3,317200,5,Mark 01,1.5,5
3,317200,5,Mark 01,-3.0,20
3,317200,5,Mark 01,4.0,100
3,319700,5,Mark 01,-1.5,5
3,319700,5,Mark 01,-3.0,20
3,319700,5,Mark 01,10.5,100
3,320200,6,Mark 01,-1.5,5
3,320200,6,Mark 01,1.5,20
3,320200,6,Mark 01,14.5,100
3,323600,2,Mark 14,1.0,5
3,323600,2,Mark 14,1.5,20
3,323600,2,Mark 14,6.5,100
3,328700,6,Mark 01,2.0,5
3,328700,6,Mark 01,8.0,20
3,328700,6,Mark 01,0.0,100
3,329200,5,Mark 01,2.5,5
3,329200,5,Mark 01,6.5,20
3,329200,5,Mark 01,-5.0,100
3,332600,5,Mark 01,-4.0,5
3,332600,5,Mark 01,-5.0,20
3,332600,5,Mark 01,-7.0,100
3,334800,2,Mark 38,-2.0,5
3,334800,2,Mark 38,-5.0,20
3,334800,2,Mark 38,-5.5,100
3,346200,5,Mark 01,-1.0,5
3,346200,5,Mark 01,-6.0,20
3,346200,5,Mark 01,-8.0,100
3,350300,5,Mark 01,0.0,5
3,350300,5,Mark 01,-4.0,20
3,350300,5,Mark 01,-7.5,100
3,358100,2,Mark 14,1.0,5
3,358100,2,Mark 14,0.0,20
3,358100,2,Mark 14,13.0,100
3,363100,6,Mark 01,-3.0,5
3,363100,6,Mark 01,-1.5,20
3,363100,6,Mark 01,9.5,100
3,364700,5,Mark 01,-2.0,5
3,364700,5,Mark 01,0.0,20
3,364700,5,Mark 01,13.0,100
3,369800,6,Mark 01,-0.5,5
3,369800,6,Mark 01,4.0,20
3,369800,6,Mark 01,16.0,100
3,370100,6,Mark 22,3.5,5
3,370100,6,Mark 22,6.0,20
3,370100,6,Mark 22,17.0,100
3,380200,2,Mark 38,2.0,5
3,380200,2,Mark 38,7.0,20
3,380200,2,Mark 38,2.0,100
3,385400,5,Mark 01,2.0,5
3,385400,5,Mark 01,5.0,20
3,385400,5,Mark 01,8.0,100
3,389100,5,Mark 01,3.5,5
3,389100,5,Mark 01,7.0,20
3,389100,5,Mark 01,9.0,100
3,391400,5,Mark 01,1.0,5
3,391400,5,Mark 01,0.5,20
3,391400,5,Mark 01,9.5,100
3,396000,5,Mark 01,1.0,5
3,396000,5,Mark 01,-1.0,20
3,396000,5,Mark 01,-15.0,100
3,399000,2,Mark 14,3.0,5
3,399000,2,Mark 14,4.0,20
3,399000,2,Mark 14,-16.0,100
3,428900,6,Mark 01,-2.0,5
3,428900,6,Mark 01,-4.5,20
3,428900,6,Mark 01,-3.0,100
3,431900,6,Mark 01,0.5,5
3,431900,6,Mark 01,2.0,20
3,431900,6,Mark 01,1.0,100
3,442200,5,Mark 01,2.0,5
3,442200,5,Mark 01,3.0,20
3,442200,5,Mark 01,-5.0,100
3,451300,6,Mark 01,-3.0,5
3,451300,6,Mark 01,-1.0,20
3,451300,6,Mark 01,1.0,100
3,456600,5,Mark 01,-2.0,5
3,456600,5,Mark 01,-2.0,20
3,456600,5,Mark 01,2.0,100
3,459800,5,Mark 01,-3.5,5
3,459800,5,Mark 01,-2.0,20
3,459800,5,Mark 01,-4.0,100
3,483900,4,Mark 01,3.0,5
3,483900,4,Mark 01,7.0,20
3,483900,4,Mark 01,1.0,100
3,485500,4,Mark 01,0.0,5
3,485500,4,Mark 01,-6.0,20
3,485500,4,Mark 01,-9.0,100
3,498100,6,Mark 01,-2.5,5
3,498100,6,Mark 01,-3.0,20
3,498100,6,Mark 01,0.0,100
3,511800,6,Mark 01,1.0,5
3,511800,6,Mark 01,5.0,20
3,511800,6,Mark 01,2.0,100
3,516400,6,Mark 01,0.0,5
3,516400,6,Mark 01,-2.0,20
3,516400,6,Mark 01,-6.0,100
3,519700,2,Mark 14,2.0,5
3,519700,2,Mark 14,1.0,20
3,519700,2,Mark 14,-4.0,100
3,524000,6,Mark 01,-4.0,5
3,524000,6,Mark 01,0.0,20
3,524000,6,Mark 01,-11.0,100
3,529600,5,Mark 01,0.0,5
3,529600,5,Mark 01,-1.0,20
3,529600,5,Mark 01,1.0,100
3,531500,5,Mark 01,-3.0,5
3,531500,5,Mark 01,-3.0,20
3,531500,5,Mark 01,5.0,100
3,534000,2,Mark 38,-1.5,5
3,534000,2,Mark 38,1.0,20
3,534000,2,Mark 38,11.5,100
3,535400,5,Mark 01,0.0,5
3,535400,5,Mark 01,4.0,20
3,535400,5,Mark 01,8.0,100
3,535900,6,Mark 01,2.5,5
3,535900,6,Mark 01,7.0,20
3,535900,6,Mark 01,8.0,100
3,547600,5,Mark 01,1.0,5
3,547600,5,Mark 01,3.0,20
3,547600,5,Mark 01,12.0,100
3,551600,4,Mark 01,0.5,5
3,551600,4,Mark 01,5.0,20
3,551600,4,Mark 01,5.0,100
3,555100,6,Mark 01,-1.0,5
3,555100,6,Mark 01,-2.0,20
3,555100,6,Mark 01,4.5,100
3,556400,4,Mark 01,2.0,5
3,556400,4,Mark 01,-1.0,20
3,556400,4,Mark 01,7.5,100
3,565600,4,Mark 01,-1.0,5
3,565600,4,Mark 01,-0.5,20
3,565600,4,Mark 01,-9.5,100
3,578300,2,Mark 38,1.5,5
3,578300,2,Mark 38,0.5,20
3,578300,2,Mark 38,-5.5,100
3,580600,5,Mark 01,1.5,5
3,580600,5,Mark 01,-1.0,20
3,580600,5,Mark 01,-1.5,100
3,583100,4,Mark 01,0.0,5
3,583100,4,Mark 01,-5.0,20
3,583100,4,Mark 01,-1.0,100
3,584300,5,Mark 01,-3.0,5
3,584300,5,Mark 01,-6.0,20
3,584300,5,Mark 01,3.0,100
3,612700,5,Mark 01,3.0,5
3,612700,5,Mark 01,8.0,20
3,612700,5,Mark 01,-9.0,100
3,614800,4,Mark 01,1.5,5
3,614800,4,Mark 01,-6.5,20
3,614800,4,Mark 01,-10.5,100
3,621000,4,Mark 01,-2.5,5
3,621000,4,Mark 01,3.5,20
3,621000,4,Mark 01,11.5,100
3,622500,6,Mark 01,2.0,5
3,622500,6,Mark 01,2.0,20
3,622500,6,Mark 01,8.0,100
3,624200,5,Mark 01,2.0,5
3,624200,5,Mark 01,12.0,20
3,624200,5,Mark 01,10.0,100
3,627700,5,Mark 01,-1.5,5
3,627700,5,Mark 01,-9.5,20
3,627700,5,Mark 01,-4.5,100
3,631300,5,Mark 01,-1.5,5
3,631300,5,Mark 01,-3.5,20
3,631300,5,Mark 01,4.5,100
3,631500,5,Mark 01,-4.0,5
3,631500,5,Mark 01,-4.0,20
3,631500,5,Mark 01,4.0,100
3,634500,5,Mark 01,0.0,5
3,634500,5,Mark 01,3.0,20
3,634500,5,Mark 01,19.0,100
3,642500,5,Mark 01,1.0,5
3,642500,5,Mark 01,8.0,20
3,642500,5,Mark 01,13.0,100
3,666500,4,Mark 01,-0.5,5
3,666500,4,Mark 01,-1.0,20
3,666500,4,Mark 01,-4.0,100
3,666700,3,Mark 01,0.0,5
3,666700,3,Mark 01,-1.5,20
3,666700,3,Mark 01,-5.0,100
3,671800,5,Mark 01,1.5,5
3,671800,5,Mark 01,11.5,20
3,671800,5,Mark 01,7.0,100
3,671900,5,Mark 01,-2.0,5
3,671900,5,Mark 01,8.0,20
3,671900,5,Mark 01,4.0,100
3,678700,4,Mark 01,-2.5,5
3,678700,4,Mark 01,1.5,20
3,678700,4,Mark 01,-12.5,100
3,689900,5,Mark 01,4.0,5
3,689900,5,Mark 01,4.5,20
3,689900,5,Mark 01,7.5,100
3,699400,7,Mark 01,0.0,5
3,699400,7,Mark 01,-1.0,20
3,699400,7,Mark 01,9.5,100
3,700300,5,Mark 01,0.5,5
3,700300,5,Mark 01,0.0,20
3,700300,5,Mark 01,12.0,100
3,705400,6,Mark 01,-2.0,5
3,705400,6,Mark 01,0.0,20
3,705400,6,Mark 01,12.5,100
3,708800,5,Mark 01,4.0,5
3,708800,5,Mark 01,11.0,20
3,708800,5,Mark 01,7.5,100
3,728500,5,Mark 01,0.0,5
3,728500,5,Mark 01,-3.0,20
3,728500,5,Mark 01,-16.0,100
3,730000,5,Mark 01,-4.5,5
3,730000,5,Mark 01,-9.5,20
3,730000,5,Mark 01,-15.0,100
3,741100,5,Mark 01,2.0,5
3,741100,5,Mark 01,4.0,20
3,741100,5,Mark 01,-9.0,100
3,753700,5,Mark 01,2.0,5
3,753700,5,Mark 01,4.0,20
3,753700,5,Mark 01,-7.0,100
3,759800,2,Mark 01,1.5,5
3,759800,2,Mark 01,-4.0,20
3,759800,2,Mark 01,4.5,100
3,766900,4,Mark 01,-1.5,5
3,766900,4,Mark 01,1.5,20
3,766900,4,Mark 01,-2.5,100
3,776400,2,Mark 14,-2.0,5
3,776400,2,Mark 14,0.5,20
3,776400,2,Mark 14,17.0,100
3,777600,5,Mark 01,2.5,5
3,777600,5,Mark 01,0.5,20
3,777600,5,Mark 01,19.5,100
3,784100,4,Mark 01,2.0,5
3,784100,4,Mark 01,5.5,20
3,784100,4,Mark 01,6.5,100
3,785100,5,Mark 01,4.0,5
3,785100,5,Mark 01,5.5,20
3,785100,5,Mark 01,4.5,100
3,788300,4,Mark 01,6.5,5
3,788300,4,Mark 01,-2.0,20
3,788300,4,Mark 01,1.0,100
3,793100,4,Mark 01,1.5,5
3,793100,4,Mark 01,1.0,20
3,793100,4,Mark 01,3.5,100
3,807400,5,Mark 01,0.0,5
3,807400,5,Mark 01,2.0,20
3,807400,5,Mark 01,-2.0,100
3,810500,2,Mark 22,5.0,5
3,810500,2,Mark 22,7.0,20
3,810500,2,Mark 22,-4.0,100
3,820200,5,Mark 01,1.0,5
3,820200,5,Mark 01,0.0,20
3,820200,5,Mark 01,-9.0,100
3,826200,5,Mark 01,1.5,5
3,826200,5,Mark 01,2.0,20
3,826200,5,Mark 01,-11.5,100
3,834400,6,Mark 01,-4.0,5
3,834400,6,Mark 01,-4.0,20
3,834400,6,Mark 01,0.5,100
3,837500,4,Mark 01,-1.0,5
3,837500,4,Mark 01,2.5,20
3,837500,4,Mark 01,1.0,100
3,839800,5,Mark 01,-3.5,5
3,839800,5,Mark 01,-6.0,20
3,839800,5,Mark 01,4.0,100
3,842200,4,Mark 01,3.0,5
3,842200,4,Mark 01,6.0,20
3,842200,4,Mark 01,9.0,100
3,852100,2,Mark 38,2.0,5
3,852100,2,Mark 38,0.0,20
3,852100,2,Mark 38,-7.0,100
3,864100,5,Mark 01,-1.0,5
3,864100,5,Mark 01,3.0,20
3,864100,5,Mark 01,7.0,100
3,868300,5,Mark 01,3.0,5
3,868300,5,Mark 01,-3.0,20
3,868300,5,Mark 01,1.5,100
3,877600,7,Mark 01,-1.0,5
3,877600,7,Mark 01,-4.0,20
3,877600,7,Mark 01,-5.0,100
3,878300,5,Mark 01,-1.5,5
3,878300,5,Mark 01,-9.5,20
3,878300,5,Mark 01,-6.0,100
3,890900,6,Mark 01,2.0,5
3,890900,6,Mark 01,9.0,20
3,890900,6,Mark 01,18.5,100
3,894300,5,Mark 01,-1.0,5
3,894300,5,Mark 01,0.0,20
3,894300,5,Mark 01,14.0,100
3,896800,2,Mark 22,-0.5,5
3,896800,2,Mark 22,7.0,20
3,896800,2,Mark 22,19.0,100
3,903300,2,Mark 14,1.5,5
3,903300,2,Mark 14,5.0,20
3,903300,2,Mark 14,-2.5,100
3,918500,5,Mark 01,1.0,5
3,918500,5,Mark 01,5.0,20
3,918500,5,Mark 01,6.0,100
3,922400,2,Mark 14,1.0,5
3,922400,2,Mark 14,-3.5,20
3,922400,2,Mark 14,8.5,100
3,937000,4,Mark 01,2.0,5
3,937000,4,Mark 01,2.0,20
3,937000,4,Mark 01,12.5,100
3,937400,4,Mark 01,2.0,5
3,937400,4,Mark 01,0.0,20
3,937400,4,Mark 01,15.5,100
3,943900,6,Mark 01,-0.5,5
3,943900,6,Mark 01,2.0,20
3,943900,6,Mark 01,4.0,100
3,977300,5,Mark 01,-3.5,5
3,977300,5,Mark 01,-7.0,20
3,977300,5,Mark 01,-11.0,100
3,983300,5,Mark 01,0.0,5
3,983300,5,Mark 01,0.0,20
3,983300,5,Mark 01,-7.0,100
3,993700,2,Mark 38,-1.0,5
3,993700,2,Mark 38,-1.5,20
3,997100,4,Mark 01,2.0,5
3,997100,4,Mark 01,0.0,20
