timestamp,sp_VEV_5200,m_VEV_5200,sp_VEV_5300,m_VEV_5300,sp_VELVETFRUIT_EXTRACT,m_VELVETFRUIT_EXTRACT,day,tight,s_prod
181800,3,93.5,2,45.0,5,5244.5,1,False,6
181900,3,92.5,2,45.0,5,5243.5,1,False,6
182000,3,92.5,2,44.0,5,5242.5,1,False,6
182100,3,92.5,2,45.0,5,5243.5,1,False,6
182200,3,92.5,2,45.0,5,5243.5,1,False,6
182300,3,92.5,2,45.0,5,5243.5,1,False,6
182400,3,93.5,2,45.0,5,5244.5,1,False,6
182500,3,93.5,2,45.0,5,5245.5,1,False,6
182600,3,94.5,2,46.0,5,5246.5,1,False,6
182700,3,93.5,2,45.0,5,5245.5,1,False,6
182800,3,94.5,2,46.0,3,5244.5,1,False,6
182900,3,95.5,2,46.0,5,5247.5,1,False,6
183000,2,94.0,2,46.0,3,5246.5,1,True,4
183100,3,93.5,2,45.0,3,5246.5,1,False,6
183200,3,94.5,2,46.0,5,5246.5,1,False,6
183300,3,94.5,2,46.0,5,5246.5,1,False,6
183400,3,93.5,2,45.0,5,5245.5,1,False,6
183500,2,94.0,3,45.5,5,5245.5,1,False,6
183600,3,93.5,2,45.0,5,5245.5,1,False,6
183700,3,94.5,2,46.0,5,5246.5,1,False,6
183800,3,93.5,2,45.0,6,5245.0,1,False,6
183900,3,93.5,2,45.0,5,5244.5,1,False,6
184000,3,91.5,2,44.0,5,5242.5,1,False,6
184100,3,91.5,2,44.0,5,5241.5,1,False,6
184200,3,90.5,2,43.0,5,5240.5,1,False,6
184300,2,91.0,2,44.0,5,5240.5,1,True,4
184400,3,90.5,2,44.0,5,5240.5,1,False,6
184500,3,91.5,2,44.0,5,5241.5,1,False,6
184600,3,91.5,2,44.0,5,5241.5,1,False,6
184700,3,91.5,2,44.0,5,5241.5,1,False,6
184800,3,90.5,2,44.0,2,5239.0,1,False,6
184900,2,90.0,2,43.0,5,5239.5,1,True,4
185000,3,91.5,2,44.0,5,5241.5,1,False,6
185100,2,90.0,2,43.0,5,5239.5,1,True,4
185200,3,90.5,3,43.5,3,5241.5,1,False,9
185300,3,89.5,2,43.0,5,5238.5,1,False,6
185400,3,88.5,2,42.0,5,5236.5,1,False,6
185500,3,88.5,2,42.0,5,5236.5,1,False,6
185600,2,89.0,2,42.0,5,5237.5,1,True,4
185700,3,89.5,2,43.0,5,5237.5,1,False,6
185800,3,89.5,2,43.0,5,5238.5,1,False,6
185900,3,88.5,2,42.0,6,5237.0,1,False,6
186000,3,88.5,2,42.0,3,5237.5,1,False,6
186100,2,88.0,2,42.0,2,5234.0,1,True,4
186200,3,87.5,2,42.0,5,5235.5,1,False,6
186300,2,87.0,2,41.0,5,5233.5,1,True,4
186400,3,88.5,2,42.0,5,5236.5,1,False,6
186500,3,88.5,2,42.0,5,5236.5,1,False,6
186600,3,88.5,2,42.0,5,5236.5,1,False,6
186700,3,88.5,2,42.0,5,5236.5,1,False,6
186800,3,88.5,2,42.0,3,5237.5,1,False,6
186900,3,87.5,2,41.0,5,5234.5,1,False,6
187000,3,86.5,2,41.0,5,5233.5,1,False,6
187100,2,87.0,2,41.0,6,5234.0,1,True,4
187200,3,86.5,2,41.0,5,5233.5,1,False,6
187300,3,85.5,2,40.0,5,5231.5,1,False,6
187400,3,85.5,2,40.0,6,5232.0,1,False,6
187500,3,85.5,2,40.0,5,5231.5,1,False,6
187600,3,85.5,2,40.0,6,5232.0,1,False,6
187700,2,85.0,2,40.0,5,5230.5,1,True,4
187800,2,85.0,2,40.0,5,5230.5,1,True,4
187900,3,85.5,2,40.0,5,5231.5,1,False,6
188000,3,85.5,2,40.0,5,5231.5,1,False,6
188100,3,85.5,2,40.0,2,5230.0,1,False,6
188200,3,85.5,2,40.0,5,5231.5,1,False,6
188300,3,85.5,2,40.0,5,5231.5,1,False,6
188400,2,86.0,2,41.0,5,5232.5,1,True,4
188500,3,86.5,2,41.0,5,5233.5,1,False,6
188600,3,86.5,2,41.0,5,5233.5,1,False,6
188700,2,86.0,2,41.0,5,5232.5,1,True,4
188800,2,86.0,2,41.0,3,5233.5,1,True,4
188900,2,87.0,2,41.0,5,5234.5,1,True,4
189000,3,86.5,2,41.0,3,5234.5,1,False,6
189100,3,87.5,2,42.0,6,5235.0,1,False,6
189200,3,88.5,2,42.0,5,5236.5,1,False,6
189300,3,88.5,3,42.5,5,5237.5,1,False,9
189400,3,89.5,2,43.0,5,5238.5,1,False,6
189500,3,89.5,2,43.0,5,5238.5,1,False,6
189600,3,90.5,2,44.0,5,5240.5,1,False,6
189700,3,90.5,2,44.0,5,5240.5,1,False,6
189800,2,90.0,2,43.0,5,5239.5,1,True,4
189900,2,90.0,2,43.0,5,5239.5,1,True,4
190000,3,89.5,2,43.0,5,5238.5,1,False,6
190100,1,88.5,2,43.0,5,5238.5,1,True,2
190200,3,88.5,2,42.0,5,5237.5,1,False,6
190300,3,88.5,2,43.0,5,5237.5,1,False,6
190400,3,88.5,2,42.0,5,5237.5,1,False,6
190500,2,88.0,2,42.0,5,5236.5,1,True,4
190600,3,88.5,2,42.0,5,5236.5,1,False,6
190700,3,88.5,2,42.0,5,5236.5,1,False,6
190800,3,89.5,2,43.0,5,5237.5,1,False,6
190900,3,90.5,3,43.5,6,5240.0,1,False,9
191000,3,90.5,2,44.0,2,5239.0,1,False,6
191100,3,90.5,2,43.0,5,5239.5,1,False,6
191200,3,90.5,2,43.0,5,5239.5,1,False,6
191300,3,90.5,2,43.0,6,5240.0,1,False,6
191400,3,89.5,2,43.0,5,5238.5,1,False,6
191500,3,89.5,2,43.0,5,5237.5,1,False,6
191600,2,89.0,2,43.0,5,5237.5,1,True,4
191700,3,88.5,2,42.0,6,5237.0,1,False,6
191800,2,89.0,2,43.0,5,5237.5,1,True,4
191900,2,90.0,2,43.0,3,5240.5,1,True,4
192000,3,89.5,2,43.0,5,5238.5,1,False,6
192100,3,88.5,2,42.0,6,5237.0,1,False,6
192200,2,88.0,2,42.0,5,5235.5,1,True,4
192300,3,87.5,2,42.0,6,5235.0,1,False,6
192400,2,87.0,2,41.0,5,5234.5,1,True,4
192500,3,86.5,2,41.0,5,5233.5,1,False,6
192600,3,86.5,2,41.0,5,5233.5,1,False,6
192700,3,86.5,2,41.0,5,5233.5,1,False,6
192800,3,87.5,2,42.0,5,5235.5,1,False,6
192900,3,88.5,2,42.0,5,5236.5,1,False,6
193000,2,88.0,2,42.0,6,5236.0,1,True,4
193100,3,87.5,2,42.0,5,5235.5,1,False,6
193200,3,87.5,2,42.0,5,5234.5,1,False,6
193300,3,87.5,2,42.0,6,5235.0,1,False,6
193400,3,88.5,2,42.0,5,5236.5,1,False,6
193500,3,87.5,2,42.0,5,5235.5,1,False,6
193600,3,88.5,2,42.0,3,5237.5,1,False,6
193700,3,88.5,2,43.0,5,5237.5,1,False,6
193800,3,88.5,2,42.0,6,5237.0,1,False,6
193900,3,88.5,2,42.0,5,5236.5,1,False,6
194000,3,88.5,2,42.0,6,5237.0,1,False,6
194100,3,88.5,2,42.0,5,5236.5,1,False,6
194200,3,88.5,2,42.0,5,5236.5,1,False,6
194300,2,88.0,2,42.0,6,5236.0,1,True,4
194400,3,88.5,2,42.0,5,5236.5,1,False,6
194500,3,88.5,2,43.0,5,5237.5,1,False,6
194600,3,87.5,2,42.0,5,5235.5,1,False,6
194700,3,87.5,2,42.0,6,5235.0,1,False,6
194800,3,87.5,2,42.0,5,5234.5,1,False,6
194900,3,86.5,2,41.0,5,5233.5,1,False,6
195000,3,86.5,2,41.0,5,5232.5,1,False,6
195100,2,87.0,2,41.0,5,5234.5,1,True,4
195200,3,86.5,2,41.0,5,5233.5,1,False,6
195300,3,86.5,2,41.0,5,5233.5,1,False,6
195400,2,87.0,2,41.0,6,5234.0,1,True,4
195500,3,87.5,2,42.0,6,5235.0,1,False,6
195600,1,86.5,2,42.0,5,5235.5,1,True,2
195700,3,87.5,1,41.5,5,5234.5,1,False,3
195800,3,87.5,2,42.0,6,5235.0,1,False,6
195900,3,87.5,2,42.0,5,5234.5,1,False,6
196000,3,88.5,2,42.0,5,5236.5,1,False,6
196100,3,86.5,2,41.0,5,5233.5,1,False,6
196200,3,87.5,2,42.0,5,5235.5,1,False,6
196300,2,87.0,2,41.0,5,5233.5,1,True,4
196400,2,87.0,2,41.0,5,5234.5,1,True,4
196500,3,87.5,2,41.0,5,5234.5,1,False,6
196600,2,87.0,2,41.0,5,5233.5,1,True,4
196700,3,87.5,2,42.0,5,5235.5,1,False,6
196800,3,88.5,2,42.0,5,5236.5,1,False,6
196900,3,88.5,2,42.0,5,5236.5,1,False,6
197000,3,88.5,2,42.0,1,5234.5,1,False,6
197100,3,87.5,2,42.0,5,5234.5,1,False,6
197200,2,88.0,2,42.0,6,5236.0,1,True,4
197300,3,88.5,2,42.0,3,5237.5,1,False,6
197400,2,89.0,2,43.0,5,5237.5,1,True,4
197500,3,88.5,2,42.0,5,5236.5,1,False,6
197600,3,89.5,2,43.0,1,5236.5,1,False,6
197700,3,89.5,2,43.0,6,5238.0,1,False,6
197800,2,90.0,2,43.0,5,5239.5,1,True,4
197900,3,89.5,2,43.0,5,5238.5,1,False,6
198000,2,89.0,2,43.0,5,5237.5,1,True,4
198100,3,89.5,2,43.0,5,5238.5,1,False,6
198200,2,90.0,2,43.0,5,5239.5,1,True,4
198300,3,90.5,2,44.0,5,5240.5,1,False,6
198400,3,91.5,2,44.0,5,5241.5,1,False,6
198500,3,91.5,2,44.0,5,5241.5,1,False,6
198600,3,91.5,2,44.0,3,5243.5,1,False,6
198700,3,91.5,2,44.0,5,5241.5,1,False,6
198800,3,91.5,2,44.0,5,5241.5,1,False,6
198900,3,90.5,2,44.0,5,5240.5,1,False,6
199000,2,91.0,2,44.0,6,5241.0,1,True,4
199100,3,91.5,2,44.0,3,5242.5,1,False,6
199200,3,90.5,2,44.0,5,5240.5,1,False,6
199300,3,89.5,2,43.0,5,5238.5,1,False,6
199400,3,90.5,2,44.0,5,5240.5,1,False,6
199500,3,90.5,2,43.0,5,5239.5,1,False,6
199600,3,89.5,2,43.0,2,5237.0,1,False,6
199700,2,90.0,2,43.0,5,5239.5,1,True,4
199800,3,89.5,2,43.0,5,5238.5,1,False,6
199900,3,89.5,2,43.0,5,5238.5,1,False,6
200000,3,89.5,2,43.0,5,5238.5,1,False,6
200100,2,90.0,2,43.0,2,5238.0,1,True,4
200200,2,90.0,2,43.0,6,5239.0,1,True,4
200300,3,90.5,2,44.0,5,5240.5,1,False,6
200400,3,90.5,2,43.0,5,5239.5,1,False,6
200500,3,90.5,2,44.0,5,5240.5,1,False,6
200600,3,90.5,2,44.0,5,5240.5,1,False,6
200700,3,91.5,2,44.0,5,5241.5,1,False,6
200800,3,91.5,2,44.0,5,5241.5,1,False,6
200900,3,91.5,2,44.0,5,5241.5,1,False,6
201000,3,91.5,2,44.0,2,5240.0,1,False,6
201100,2,91.0,2,44.0,5,5240.5,1,True,4
201200,3,91.5,2,44.0,5,5241.5,1,False,6
201300,3,92.5,2,45.0,6,5243.0,1,False,6
201400,3,92.5,2,45.0,5,5243.5,1,False,6
201500,3,92.5,2,45.0,5,5242.5,1,False,6
201600,3,92.5,2,45.0,5,5243.5,1,False,6
201700,3,93.5,2,45.0,6,5244.0,1,False,6
201800,3,93.5,2,45.0,5,5244.5,1,False,6
201900,3,92.5,2,45.0,5,5243.5,1,False,6
202000,3,91.5,2,44.0,5,5241.5,1,False,6
202100,3,92.5,2,45.0,5,5242.5,1,False,6
202200,3,92.5,2,45.0,5,5242.5,1,False,6
202300,3,91.5,2,44.0,2,5240.0,1,False,6
202400,3,92.5,2,45.0,5,5242.5,1,False,6
202500,3,92.5,2,45.0,5,5243.5,1,False,6
202600,2,93.0,2,45.0,5,5243.5,1,True,4
202700,2,93.0,2,45.0,6,5244.0,1,True,4
202800,3,92.5,2,45.0,5,5242.5,1,False,6
202900,3,91.5,2,44.0,6,5242.0,1,False,6
203000,3,91.5,2,44.0,5,5241.5,1,False,6
203100,3,90.5,2,44.0,2,5239.0,1,False,6
203200,3,91.5,2,44.0,6,5241.0,1,False,6
203300,3,91.5,2,44.0,5,5240.5,1,False,6
203400,3,91.5,2,44.0,5,5241.5,1,False,6
203500,3,90.5,2,44.0,5,5239.5,1,False,6
203600,3,90.5,2,44.0,2,5241.0,1,False,6
203700,3,89.5,2,43.0,5,5238.5,1,False,6
203800,3,90.5,2,43.0,5,5239.5,1,False,6
203900,3,90.5,2,44.0,5,5240.5,1,False,6
204000,2,91.0,2,44.0,5,5240.5,1,True,4
204100,3,91.5,2,44.0,5,5241.5,1,False,6
204200,3,92.5,2,45.0,5,5242.5,1,False,6
204300,3,91.5,2,44.0,5,5241.5,1,False,6
204400,3,91.5,2,44.0,2,5240.0,1,False,6
204500,3,91.5,2,44.0,5,5241.5,1,False,6
204600,2,92.0,3,44.5,5,5242.5,1,False,6
204700,3,92.5,2,45.0,6,5243.0,1,False,6
204800,3,92.5,2,45.0,5,5243.5,1,False,6
204900,3,93.5,2,45.0,5,5244.5,1,False,6
205000,3,92.5,2,45.0,5,5243.5,1,False,6
205100,3,91.5,2,44.0,3,5243.5,1,False,6
205200,3,91.5,2,44.0,6,5242.0,1,False,6
205300,3,92.5,2,45.0,5,5242.5,1,False,6
205400,3,93.5,2,45.0,1,5242.5,1,False,6
205500,3,93.5,3,45.5,5,5244.5,1,False,9
205600,3,94.5,2,46.0,5,5246.5,1,False,6
205700,3,93.5,2,46.0,5,5245.5,1,False,6
205800,3,94.5,2,46.0,5,5246.5,1,False,6
205900,3,95.5,2,47.0,5,5247.5,1,False,6
206000,3,94.5,2,46.0,6,5246.0,1,False,6
206100,3,93.5,2,45.0,5,5244.5,1,False,6
206200,1,92.5,1,44.5,5,5244.5,1,True,1
206300,3,92.5,2,45.0,5,5243.5,1,False,6
206400,3,92.5,2,45.0,5,5243.5,1,False,6
206500,3,92.5,2,45.0,5,5243.5,1,False,6
206600,2,93.0,2,45.0,6,5244.0,1,True,4
206700,3,93.5,2,45.0,5,5244.5,1,False,6
206800,3,92.5,2,45.0,5,5243.5,1,False,6
206900,3,92.5,2,45.0,6,5244.0,1,False,6
207000,3,93.5,2,46.0,5,5245.5,1,False,6
207100,3,94.5,2,46.0,6,5246.0,1,False,6
207200,3,94.5,2,46.0,5,5246.5,1,False,6
207300,2,94.0,2,46.0,5,5245.5,1,True,4
207400,2,94.0,2,46.0,5,5245.5,1,True,4
207500,3,95.5,2,47.0,5,5248.5,1,False,6
207600,3,95.5,2,47.0,6,5248.0,1,False,6
207700,2,95.0,3,46.5,5,5247.5,1,False,6
207800,2,96.0,2,47.0,2,5246.0,1,True,4
207900,3,94.5,2,46.0,6,5247.0,1,False,6
208000,3,95.5,2,47.0,6,5248.0,1,False,6
208100,3,95.5,2,47.0,5,5247.5,1,False,6
208200,3,95.5,2,47.0,6,5248.0,1,False,6
208300,3,95.5,2,47.0,5,5247.5,1,False,6
208400,2,94.0,2,46.0,6,5246.0,1,True,4
208500,3,94.5,2,46.0,5,5247.5,1,False,6
208600,3,94.5,2,46.0,6,5246.0,1,False,6
208700,3,93.5,2,46.0,6,5245.0,1,False,6
208800,3,94.5,2,46.0,5,5246.5,1,False,6
208900,3,94.5,2,46.0,5,5246.5,1,False,6
209000,3,94.5,2,46.0,5,5246.5,1,False,6
209100,3,94.5,2,46.0,6,5247.0,1,False,6
209200,2,95.0,2,47.0,5,5247.5,1,True,4
209300,3,95.5,2,47.0,5,5248.5,1,False,6
209400,3,96.5,3,47.5,5,5249.5,1,False,9
209500,3,95.5,2,47.0,5,5248.5,1,False,6
209600,3,95.5,2,47.0,5,5248.5,1,False,6
209700,3,96.5,3,47.5,5,5249.5,1,False,9
209800,3,97.5,2,48.0,5,5250.5,1,False,6
209900,3,97.5,2,48.0,5,5251.5,1,False,6
210000,3,97.5,2,48.0,5,5251.5,1,False,6
210100,3,98.5,3,48.5,5,5252.5,1,False,9
210200,3,97.5,2,48.0,3,5252.5,1,False,6
210300,3,98.5,3,48.5,5,5252.5,1,False,9
210400,3,98.5,2,49.0,3,5254.5,1,False,6
210500,3,98.5,2,49.0,5,5253.5,1,False,6
210600,3,97.5,2,48.0,6,5252.0,1,False,6
210700,3,97.5,2,48.0,5,5251.5,1,False,6
210800,3,97.5,2,48.0,5,5251.5,1,False,6
210900,3,98.5,2,49.0,5,5252.5,1,False,6
211000,3,99.5,2,49.0,5,5254.5,1,False,6
211100,3,98.5,2,49.0,5,5253.5,1,False,6
211200,3,99.5,2,49.0,5,5253.5,1,False,6
211300,3,98.5,2,49.0,6,5253.0,1,False,6
211400,3,98.5,2,49.0,5,5253.5,1,False,6
211500,3,98.5,2,49.0,5,5253.5,1,False,6
211600,3,98.5,2,49.0,3,5254.5,1,False,6
211700,3,99.5,2,49.0,5,5253.5,1,False,6
211800,3,99.5,2,49.0,5,5254.5,1,False,6
211900,3,100.5,2,50.0,5,5256.5,1,False,6
212000,3,100.5,2,50.0,5,5255.5,1,False,6
212100,3,99.5,2,49.0,5,5254.5,1,False,6
212200,3,99.5,3,49.5,5,5254.5,1,False,9
212300,3,100.5,2,50.0,5,5255.5,1,False,6
212400,3,100.5,2,50.0,5,5255.5,1,False,6
212500,3,100.5,2,50.0,5,5256.5,1,False,6
212600,3,101.5,3,50.5,6,5257.0,1,False,9
212700,3,100.5,2,50.0,5,5256.5,1,False,6
212800,3,101.5,2,51.0,5,5257.5,1,False,6
212900,3,102.5,2,51.0,6,5259.0,1,False,6
213000,3,101.5,2,51.0,5,5257.5,1,False,6
213100,3,101.5,2,50.0,5,5256.5,1,False,6
213200,3,102.5,2,51.0,5,5258.5,1,False,6
213300,3,100.5,2,50.0,5,5256.5,1,False,6
213400,3,100.5,2,50.0,5,5255.5,1,False,6
213500,3,101.5,2,50.0,5,5256.5,1,False,6
213600,3,100.5,2,50.0,5,5256.5,1,False,6
213700,3,100.5,2,50.0,5,5256.5,1,False,6
213800,3,100.5,2,50.0,3,5257.5,1,False,6
213900,3,100.5,2,50.0,5,5255.5,1,False,6
214000,3,99.5,2,50.0,5,5255.5,1,False,6
214100,3,98.5,2,49.0,3,5254.5,1,False,6
214200,3,98.5,2,49.0,5,5253.5,1,False,6
214300,3,98.5,2,49.0,5,5252.5,1,False,6
214400,3,98.5,2,49.0,6,5253.0,1,False,6
214500,3,98.5,2,49.0,6,5253.0,1,False,6
214600,3,98.5,2,49.0,5,5252.5,1,False,6
214700,3,97.5,2,48.0,6,5252.0,1,False,6
214800,3,97.5,2,48.0,5,5251.5,1,False,6
214900,3,97.5,2,48.0,6,5251.0,1,False,6
215000,3,97.5,2,48.0,5,5251.5,1,False,6
215100,3,97.5,2,48.0,5,5251.5,1,False,6
215200,3,98.5,3,48.5,5,5252.5,1,False,9
215300,3,98.5,2,49.0,5,5253.5,1,False,6
215400,3,98.5,2,49.0,5,5253.5,1,False,6
215500,3,98.5,2,49.0,5,5253.5,1,False,6
215600,3,97.5,2,48.0,1,5250.5,1,False,6
215700,3,98.5,3,48.5,5,5252.5,1,False,9
215800,3,97.5,2,48.0,6,5252.0,1,False,6
215900,3,97.5,2,48.0,6,5252.0,1,False,6
216000,3,97.5,2,48.0,6,5252.0,1,False,6
216100,3,97.5,2,48.0,5,5251.5,1,False,6
216200,3,96.5,2,48.0,5,5250.5,1,False,6
216300,3,97.5,2,48.0,5,5251.5,1,False,6
216400,3,96.5,2,47.0,5,5249.5,1,False,6
216500,3,96.5,2,48.0,5,5250.5,1,False,6
216600,3,96.5,2,48.0,6,5250.0,1,False,6
216700,3,97.5,2,48.0,5,5251.5,1,False,6
216800,3,97.5,2,48.0,5,5251.5,1,False,6
216900,3,98.5,2,49.0,6,5253.0,1,False,6
217000,3,98.5,2,49.0,6,5253.0,1,False,6
217100,3,99.5,2,49.0,5,5254.5,1,False,6
217200,3,98.5,2,49.0,5,5253.5,1,False,6
217300,3,98.5,2,49.0,5,5253.5,1,False,6
217400,3,99.5,2,49.0,6,5254.0,1,False,6
217500,3,97.5,2,48.0,6,5252.0,1,False,6
217600,3,98.5,3,48.5,2,5251.0,1,False,9
217700,3,98.5,2,49.0,5,5253.5,1,False,6
217800,3,97.5,2,48.0,6,5252.0,1,False,6
217900,3,97.5,2,48.0,6,5252.0,1,False,6
218000,3,98.5,2,49.0,5,5253.5,1,False,6
218100,3,99.5,2,49.0,5,5254.5,1,False,6
218200,3,99.5,2,49.0,3,5255.5,1,False,6
218300,3,98.5,2,49.0,5,5252.5,1,False,6
218400,2,98.0,3,48.5,5,5252.5,1,False,6
218500,3,97.5,2,48.0,6,5252.0,1,False,6
218600,3,97.5,2,48.0,5,5252.5,1,False,6
218700,3,97.5,3,48.5,3,5253.5,1,False,9
218800,3,97.5,2,48.0,6,5252.0,1,False,6
218900,3,97.5,2,48.0,5,5251.5,1,False,6
219000,3,98.5,3,48.5,5,5252.5,1,False,9
219100,3,97.5,2,48.0,5,5251.5,1,False,6
219200,3,97.5,2,48.0,5,5252.5,1,False,6
219300,3,97.5,2,48.0,5,5251.5,1,False,6
219400,3,97.5,2,48.0,5,5251.5,1,False,6
219500,3,97.5,2,48.0,5,5251.5,1,False,6
219600,3,97.5,2,48.0,5,5250.5,1,False,6
219700,3,96.5,2,48.0,5,5250.5,1,False,6
219800,3,96.5,2,48.0,6,5250.0,1,False,6
219900,3,96.5,2,47.0,5,5249.5,1,False,6
220000,3,95.5,2,47.0,5,5248.5,1,False,6
220100,3,96.5,2,47.0,6,5249.0,1,False,6
220200,3,95.5,2,47.0,5,5247.5,1,False,6
220300,3,94.5,2,46.0,5,5246.5,1,False,6
220400,3,94.5,2,46.0,5,5246.5,1,False,6
220500,3,94.5,2,46.0,5,5246.5,1,False,6
220600,3,94.5,2,46.0,6,5246.0,1,False,6
220700,3,93.5,2,45.0,5,5244.5,1,False,6
220800,3,93.5,3,45.5,5,5244.5,1,False,9
220900,3,93.5,2,46.0,5,5244.5,1,False,6
221000,3,92.5,2,45.0,5,5243.5,1,False,6
221100,3,92.5,2,45.0,5,5243.5,1,False,6
221200,2,93.0,2,45.0,6,5244.0,1,True,4
221300,2,93.0,2,45.0,5,5243.5,1,True,4
221400,2,93.0,2,45.0,5,5243.5,1,True,4
221500,3,92.5,2,45.0,5,5243.5,1,False,6
221600,2,92.0,2,45.0,5,5242.5,1,True,4
221700,2,92.0,2,45.0,3,5243.5,1,True,4
221800,3,92.5,2,45.0,5,5243.5,1,False,6
221900,2,92.0,2,45.0,5,5242.5,1,True,4
222000,2,92.0,2,45.0,3,5243.5,1,True,4
222100,2,93.0,2,45.0,6,5244.0,1,True,4
222200,3,93.5,2,46.0,5,5244.5,1,False,6
222300,3,94.5,2,46.0,5,5246.5,1,False,6
222400,2,94.0,2,46.0,5,5245.5,1,True,4
222500,3,93.5,2,46.0,5,5245.5,1,False,6
222600,3,93.5,2,46.0,5,5245.5,1,False,6
222700,2,94.0,2,46.0,5,5245.5,1,True,4
222800,3,94.5,2,46.0,6,5246.0,1,False,6
222900,3,94.5,3,46.5,5,5246.5,1,False,9
223000,3,95.5,2,47.0,6,5248.0,1,False,6
223100,3,94.5,3,46.5,5,5246.5,1,False,9
223200,3,95.5,2,47.0,2,5246.0,1,False,6
223300,3,94.5,2,46.0,5,5246.5,1,False,6
223400,3,94.5,2,46.0,5,5245.5,1,False,6
223500,3,94.5,3,46.5,5,5246.5,1,False,9
223600,3,95.5,2,47.0,6,5248.0,1,False,6
223700,3,95.5,2,47.0,5,5247.5,1,False,6
223800,3,95.5,2,47.0,6,5248.0,1,False,6
223900,3,95.5,2,47.0,5,5248.5,1,False,6
224000,3,95.5,2,47.0,5,5247.5,1,False,6
224100,3,95.5,2,47.0,5,5247.5,1,False,6
224200,3,95.5,2,47.0,5,5247.5,1,False,6
224300,3,95.5,2,47.0,5,5248.5,1,False,6
224400,3,95.5,2,47.0,6,5248.0,1,False,6
224500,3,96.5,2,47.0,6,5249.0,1,False,6
224600,3,96.5,2,47.0,6,5249.0,1,False,6
224700,3,96.5,2,48.0,5,5249.5,1,False,6
224800,3,96.5,2,48.0,6,5250.0,1,False,6
224900,3,97.5,2,48.0,5,5250.5,1,False,6
225000,3,98.5,2,49.0,5,5252.5,1,False,6
225100,3,97.5,2,48.0,5,5251.5,1,False,6
225200,3,97.5,3,48.5,5,5251.5,1,False,9
225300,3,96.5,2,48.0,5,5249.5,1,False,6
225400,3,96.5,2,48.0,5,5250.5,1,False,6
225500,3,96.5,2,48.0,5,5250.5,1,False,6
225600,2,97.0,2,48.0,5,5250.5,1,True,4
225700,3,97.5,2,48.0,5,5250.5,1,False,6
225800,3,97.5,2,48.0,5,5251.5,1,False,6
225900,3,98.5,2,49.0,5,5252.5,1,False,6
226000,3,98.5,2,49.0,5,5252.5,1,False,6
226100,3,99.5,2,49.0,6,5254.0,1,False,6
226200,3,99.5,3,49.5,5,5254.5,1,False,9
226300,3,98.5,2,49.0,5,5253.5,1,False,6
226400,3,99.5,2,49.0,6,5254.0,1,False,6
226500,3,99.5,3,49.5,5,5254.5,1,False,9
226600,3,98.5,2,49.0,5,5252.5,1,False,6
226700,3,98.5,2,49.0,5,5252.5,1,False,6
226800,3,98.5,2,49.0,5,5252.5,1,False,6
226900,3,99.5,3,49.5,5,5254.5,1,False,9
227000,3,99.5,2,49.0,6,5254.0,1,False,6
227100,3,99.5,2,49.0,6,5254.0,1,False,6
227200,3,99.5,2,49.0,5,5253.5,1,False,6
227300,3,99.5,2,49.0,5,5253.5,1,False,6
227400,3,99.5,2,49.0,5,5253.5,1,False,6
227500,3,99.5,3,49.5,5,5254.5,1,False,9
227600,3,100.5,2,50.0,5,5255.5,1,False,6
227700,3,100.5,2,50.0,5,5255.5,1,False,6
227800,3,99.5,2,49.0,5,5253.5,1,False,6
227900,3,99.5,3,49.5,5,5254.5,1,False,9
228000,3,99.5,2,49.0,5,5253.5,1,False,6
228100,3,99.5,2,49.0,6,5254.0,1,False,6
228200,3,98.5,2,49.0,5,5252.5,1,False,6
228300,3,98.5,3,48.5,5,5251.5,1,False,9
228400,3,97.5,2,48.0,6,5251.0,1,False,6
228500,3,96.5,2,48.0,5,5249.5,1,False,6
228600,3,96.5,2,47.0,6,5249.0,1,False,6
228700,3,96.5,3,47.5,5,5249.5,1,False,9
228800,3,95.5,2,47.0,5,5247.5,1,False,6
228900,3,94.5,3,46.5,5,5246.5,1,False,9
229000,3,94.5,2,46.0,2,5244.0,1,False,6
229100,3,95.5,2,47.0,6,5247.0,1,False,6
229200,2,96.0,2,47.0,5,5248.5,1,True,4
229300,3,96.5,2,47.0,5,5248.5,1,False,6
229400,3,95.5,2,47.0,6,5248.0,1,False,6
229500,3,95.5,2,47.0,5,5247.5,1,False,6
229600,2,95.0,2,47.0,5,5246.5,1,True,4
229700,3,95.5,2,47.0,5,5247.5,1,False,6
229800,3,94.5,2,47.0,5,5246.5,1,False,6
229900,3,94.5,2,46.0,5,5245.5,1,False,6
230000,3,94.5,2,46.0,5,5245.5,1,False,6
230100,3,94.5,2,46.0,5,5245.5,1,False,6
230200,2,94.0,2,46.0,3,5246.5,1,True,4
230300,3,94.5,2,46.0,3,5246.5,1,False,6
230400,3,94.5,2,46.0,5,5245.5,1,False,6
230500,3,93.5,2,46.0,5,5244.5,1,False,6
230600,3,93.5,2,46.0,5,5244.5,1,False,6
230700,3,92.5,2,45.0,5,5243.5,1,False,6
230800,2,92.0,2,45.0,5,5242.5,1,True,4
230900,3,92.5,2,45.0,6,5243.0,1,False,6
231000,3,92.5,2,45.0,5,5243.5,1,False,6
231100,3,92.5,2,45.0,5,5243.5,1,False,6
231200,2,92.0,2,45.0,5,5242.5,1,True,4
231300,3,91.5,2,45.0,6,5242.0,1,False,6
