mark,side,aggr,symbol,sess_q,spread_q_bucket,K,n,mean,median,frac_pos,tstat
Mark 14,as_seller,buy,HYDROGEL_PACK,0,0,5,3,-0.16666666666666666,-1.5,0.3333333333333333,-0.125
Mark 14,as_seller,buy,HYDROGEL_PACK,0,3,5,111,0.06306306306306306,0.0,0.4774774774774775,0.17475368154149806
Mark 14,as_seller,buy,HYDROGEL_PACK,1,0,5,11,-1.2727272727272727,-1.5,0.2727272727272727,-0.8490307738080611
Mark 14,as_seller,buy,HYDROGEL_PACK,1,3,5,132,0.011363636363636364,0.0,0.4621212121212121,0.03388519228821577
Mark 14,as_seller,buy,HYDROGEL_PACK,2,0,5,3,-2.8333333333333335,-1.5,0.0,-1.5266450672275866
Mark 14,as_seller,buy,HYDROGEL_PACK,2,3,5,120,-0.44583333333333336,0.0,0.425,-1.1852724328990412
Mark 14,as_seller,buy,HYDROGEL_PACK,3,0,5,4,-3.375,-3.0,0.25,-1.532673156032408
Mark 14,as_seller,buy,HYDROGEL_PACK,3,3,5,121,-0.07024793388429752,0.0,0.48760330578512395,-0.1586116978525423
Mark 14,as_seller,buy,HYDROGEL_PACK,0,0,20,3,2.1666666666666665,0.5,0.6666666666666666,0.25753937681885636
Mark 14,as_seller,buy,HYDROGEL_PACK,0,3,20,111,-0.7612612612612613,-0.5,0.4594594594594595,-0.9723920570277849
Mark 14,as_seller,buy,HYDROGEL_PACK,1,0,20,11,-1.9090909090909092,-1.0,0.45454545454545453,-0.8764467224777136
Mark 14,as_seller,buy,HYDROGEL_PACK,1,3,20,132,-0.1590909090909091,0.0,0.4696969696969697,-0.21053190337544406
Mark 14,as_seller,buy,HYDROGEL_PACK,2,0,20,3,-1.0,-1.5,0.3333333333333333,-1.3093073414159542
Mark 14,as_seller,buy,HYDROGEL_PACK,2,3,20,120,-0.07916666666666666,1.0,0.5583333333333333,-0.10936255571859482
Mark 14,as_seller,buy,HYDROGEL_PACK,3,0,20,4,-2.875,-3.0,0.25,-0.8919017444789035
Mark 14,as_seller,buy,HYDROGEL_PACK,3,3,20,121,-0.33884297520661155,0.0,0.48760330578512395,-0.38565261333622747
Mark 14,as_seller,buy,HYDROGEL_PACK,0,0,100,3,12.166666666666666,10.5,0.6666666666666666,1.077732936527424
Mark 14,as_seller,buy,HYDROGEL_PACK,0,3,100,111,-1.572072072072072,-1.0,0.4594594594594595,-0.7785720524748224
Mark 14,as_seller,buy,HYDROGEL_PACK,1,0,100,11,-0.9545454545454546,-5.5,0.45454545454545453,-0.322406100560155
Mark 14,as_seller,buy,HYDROGEL_PACK,1,3,100,132,1.0227272727272727,1.0,0.5075757575757576,0.7107900684263372
Mark 14,as_seller,buy,HYDROGEL_PACK,2,0,100,3,2.5,2.5,0.6666666666666666,0.24056261216234406
Mark 14,as_seller,buy,HYDROGEL_PACK,2,3,100,120,-0.675,-1.0,0.475,-0.44273694952113285
Mark 14,as_seller,buy,HYDROGEL_PACK,3,0,100,4,7.625,6.0,0.5,1.1798596681441742
Mark 14,as_seller,buy,HYDROGEL_PACK,3,3,100,121,-1.5991735537190082,0.0,0.48760330578512395,-0.8958052934562323
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,0,3,5,76,0.48026315789473684,0.5,0.5263157894736842,1.9144263604317393
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,1,0,5,4,0.125,1.0,0.75,0.14285714285714285
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,1,3,5,82,-0.1402439024390244,0.0,0.4268292682926829,-0.5808994616653083
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,2,0,5,6,-0.8333333333333334,-0.75,0.3333333333333333,-0.7789711910621948
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,2,3,5,73,0.2876712328767123,0.0,0.4657534246575342,1.1982081032561192
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,3,3,5,86,0.5697674418604651,0.5,0.5116279069767442,2.2385098043510996
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,0,3,20,76,0.7236842105263158,1.25,0.5921052631578947,1.7030884023561939
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,1,0,20,4,2.375,2.25,0.75,1.6232795496618457
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,1,3,20,82,0.3048780487804878,0.0,0.4634146341463415,0.7170115288732587
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,2,0,20,6,1.3333333333333333,1.75,0.6666666666666666,0.766261028176921
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,2,3,20,73,0.5,0.5,0.5342465753424658,1.2466394803977368
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,3,3,20,86,0.6453488372093024,0.0,0.4883720930232558,1.4150427379498323
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,0,3,100,76,0.46710526315789475,-0.5,0.4473684210526316,0.5108195688239835
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,1,0,100,4,7.125,10.0,0.75,1.3431298444348783
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,1,3,100,82,0.14634146341463414,0.25,0.5,0.16805130704967916
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,2,0,100,6,2.9166666666666665,2.25,0.8333333333333334,1.1031627310268255
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,2,3,100,73,0.589041095890411,1.0,0.5342465753424658,0.49195650873659014
Mark 14,as_seller,buy,VELVETFRUIT_EXTRACT,3,3,100,86,2.7267441860465116,2.75,0.5813953488372093,2.6609729098554227
Mark 22,as_buyer,buy,VELVETFRUIT_EXTRACT,0,0,5,3,1.1666666666666667,1.5,0.6666666666666666,1.9414506867883017
Mark 22,as_buyer,buy,VELVETFRUIT_EXTRACT,0,0,20,3,0.5,2.5,0.6666666666666666,0.17960530202677488
Mark 22,as_buyer,buy,VELVETFRUIT_EXTRACT,0,0,100,3,3.5,0.0,0.3333333333333333,0.9326427425370878
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,0,0,5,6,-0.9166666666666666,-2.0,0.3333333333333333,-0.7231210564144186
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,1,0,5,3,-2.8333333333333335,-4.0,0.0,-2.4285714285714284
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,2,0,5,5,-0.4,0.5,0.6,-0.2675600248362605
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,3,0,5,5,-2.0,-1.0,0.0,-2.138089935299395
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,0,0,20,6,1.5833333333333333,1.5,0.6666666666666666,1.5778641172210592
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,1,0,20,3,-4.0,-3.0,0.0,-4.0
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,2,0,20,5,0.8,2.0,0.8,0.5567112005113768
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,3,0,20,5,1.2,0.0,0.4,0.4934053696844758
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,0,0,100,6,6.083333333333333,7.5,0.8333333333333334,1.7580411640475198
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,1,0,100,3,-6.333333333333333,-7.5,0.0,-2.511110681729341
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,2,0,100,5,-0.2,2.0,0.6,-0.06046740551569005
Mark 22,as_buyer,sell,VELVETFRUIT_EXTRACT,3,0,100,5,-0.9,-4.0,0.4,-0.14045365230629045
Mark 22,as_buyer,sell,HYDROGEL_PACK,0,0,5,3,-4.833333333333333,-7.0,0.3333333333333333,-1.8019723214034802
Mark 22,as_buyer,sell,HYDROGEL_PACK,2,0,5,3,-2.1666666666666665,-2.5,0.3333333333333333,-1.2451741707874968
Mark 22,as_buyer,sell,HYDROGEL_PACK,3,0,5,3,-2.8333333333333335,-2.0,0.0,-2.076880554057189
Mark 22,as_buyer,sell,HYDROGEL_PACK,0,0,20,3,-11.0,-15.0,0.3333333333333333,-1.5254255396193799
Mark 22,as_buyer,sell,HYDROGEL_PACK,2,0,20,3,-5.666666666666667,-2.0,0.0,-1.3567477035949578
Mark 22,as_buyer,sell,HYDROGEL_PACK,3,0,20,3,-1.8333333333333333,1.0,0.6666666666666666,-0.4729269384315825
Mark 22,as_buyer,sell,HYDROGEL_PACK,0,0,100,3,-9.666666666666666,-9.0,0.0,-5.480484858633795
Mark 22,as_buyer,sell,HYDROGEL_PACK,2,0,100,3,-13.833333333333334,-13.5,0.3333333333333333,-1.2609090094521893
Mark 22,as_buyer,sell,HYDROGEL_PACK,3,0,100,3,-5.5,-8.0,0.3333333333333333,-0.46776758111881844
Mark 22,as_seller,buy,HYDROGEL_PACK,0,0,5,3,-0.3333333333333333,-4.0,0.3333333333333333,-0.08504865111251245
Mark 22,as_seller,buy,HYDROGEL_PACK,0,0,20,3,-2.0,-4.5,0.3333333333333333,-0.5237229365663817
Mark 22,as_seller,buy,HYDROGEL_PACK,0,0,100,3,-8.0,1.0,0.6666666666666666,-0.7409207416381081
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,0,0,5,25,1.86,1.5,0.88,5.18335814474974
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,1,0,5,18,1.6388888888888888,1.0,0.7777777777777778,3.258606735084587
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,2,0,5,26,2.3653846153846154,2.25,0.9615384615384616,7.4355880463543995
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,3,0,5,21,2.119047619047619,2.5,0.8095238095238095,4.753855706674938
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,0,0,20,25,2.14,2.5,0.72,3.316866222426823
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,1,0,20,18,0.19444444444444445,-1.5,0.4444444444444444,0.22672425474347657
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,2,0,20,26,2.5384615384615383,2.5,0.7307692307692307,2.914880451868539
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,3,0,20,21,2.8095238095238093,2.5,0.6190476190476191,2.7120346226424323
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,0,0,100,25,2.12,3.5,0.64,1.371008092888451
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,1,0,100,18,-5.444444444444445,-3.0,0.2777777777777778,-2.6568810320961758
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,2,0,100,26,2.8076923076923075,3.5,0.5769230769230769,1.5289106486255855
Mark 22,as_seller,buy,VELVETFRUIT_EXTRACT,3,0,100,21,2.5714285714285716,-1.5,0.47619047619047616,1.0152869407125984
Mark 22,as_seller,sell,VEV_5400,0,2,5,50,-0.01,0.0,0.16,-0.1546418586321014
Mark 22,as_seller,sell,VEV_5400,0,3,5,17,-0.08823529411764706,0.0,0.17647058823529413,-1.0000000000000002
Mark 22,as_seller,sell,VEV_5400,1,2,5,60,-0.016666666666666666,0.0,0.11666666666666667,-0.33085036890537656
Mark 22,as_seller,sell,VEV_5400,1,3,5,10,-0.05,0.0,0.2,-0.42857142857142866
Mark 22,as_seller,sell,VEV_5400,2,2,5,70,-0.007142857142857143,0.0,0.15714285714285714,-0.17835889347726483
Mark 22,as_seller,sell,VEV_5400,2,3,5,13,-0.23076923076923078,-0.5,0.07692307692307693,-2.5205041512504174
Mark 22,as_seller,sell,VEV_5400,3,2,5,43,0.011627906976744186,0.0,0.23255813953488372,0.1977527376584118
Mark 22,as_seller,sell,VEV_5400,3,3,5,9,-0.3333333333333333,-0.5,0.1111111111111111,-2.309401076758503
Mark 22,as_seller,sell,VEV_5400,0,2,20,50,0.1,0.0,0.4,0.7637626158259734
Mark 22,as_seller,sell,VEV_5400,0,3,20,17,0.17647058823529413,0.0,0.47058823529411764,0.739951699173849
Mark 22,as_seller,sell,VEV_5400,1,2,20,60,0.008333333333333333,0.0,0.25,0.09247682981569637
Mark 22,as_seller,sell,VEV_5400,1,3,20,10,-0.25,-0.25,0.2,-1.3416407864998738
Mark 22,as_seller,sell,VEV_5400,2,2,20,70,0.02857142857142857,0.0,0.22857142857142856,0.3312067831843802
Mark 22,as_seller,sell,VEV_5400,2,3,20,13,-0.3076923076923077,-0.5,0.3076923076923077,-1.6
Mark 22,as_seller,sell,VEV_5400,3,2,20,43,0.11627906976744186,0.0,0.37209302325581395,1.021127363433928
Mark 22,as_seller,sell,VEV_5400,3,3,20,9,-0.7222222222222222,-1.0,0.1111111111111111,-3.25
Mark 22,as_seller,sell,VEV_5400,0,2,100,50,0.13,0.0,0.48,0.5938586655475223
Mark 22,as_seller,sell,VEV_5400,0,3,100,17,-0.3235294117647059,0.0,0.47058823529411764,-0.7827248736613021
Mark 22,as_seller,sell,VEV_5400,1,2,100,60,-0.31666666666666665,0.0,0.2833333333333333,-1.7200596971779245
Mark 22,as_seller,sell,VEV_5400,1,3,100,10,-1.15,-1.5,0.2,-2.7253361440901065
Mark 22,as_seller,sell,VEV_5400,2,2,100,70,0.15,0.0,0.44285714285714284,0.8652047739372507
Mark 22,as_seller,sell,VEV_5400,2,3,100,13,0.0,0.5,0.5384615384615384,0.0
Mark 22,as_seller,sell,VEV_5400,3,2,100,43,0.36046511627906974,0.0,0.4883720930232558,1.8419840331042945
Mark 22,as_seller,sell,VEV_5400,3,3,100,9,-0.8333333333333334,-1.0,0.3333333333333333,-1.1952286093343938
Mark 22,as_seller,sell,VEV_5500,0,3,5,71,-0.007042253521126761,0.0,0.056338028169014086,-0.33123687647748107
Mark 22,as_seller,sell,VEV_5500,1,3,5,80,-0.075,0.0,0.05,-2.169933010837703
Mark 22,as_seller,sell,VEV_5500,2,3,5,87,-0.022988505747126436,0.0,0.034482758620689655,-0.9422005813434161
Mark 22,as_seller,sell,VEV_5500,3,3,5,66,0.007575757575757576,0.0,0.09090909090909091,0.2994247358081712
Mark 22,as_seller,sell,VEV_5500,0,3,20,71,0.028169014084507043,0.0,0.15492957746478872,0.5519773536222847
Mark 22,as_seller,sell,VEV_5500,1,3,20,80,-0.0375,0.0,0.1125,-0.736433361621973
Mark 22,as_seller,sell,VEV_5500,2,3,20,87,0.028735632183908046,0.0,0.12643678160919541,0.660115084977979
Mark 22,as_seller,sell,VEV_5500,3,3,20,66,0.030303030303030304,0.0,0.16666666666666666,0.6460150722043945
Mark 22,as_seller,sell,VEV_5500,0,3,100,71,0.0,0.0,0.2535211267605634,0.0
Mark 22,as_seller,sell,VEV_5500,1,3,100,80,-0.25,0.0,0.15,-3.182484112796972
Mark 22,as_seller,sell,VEV_5500,2,3,100,87,0.05172413793103448,0.0,0.22988505747126436,0.6821514944076904
Mark 22,as_seller,sell,VEV_5500,3,3,100,66,0.06818181818181818,0.0,0.3181818181818182,0.7722242389548244
Mark 22,as_seller,sell,VEV_6000,0,3,5,75,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,1,3,5,80,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,2,3,5,92,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,3,3,5,67,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,0,3,20,75,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,1,3,20,80,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,2,3,20,92,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,3,3,20,67,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,0,3,100,75,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,1,3,100,80,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,2,3,100,92,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6000,3,3,100,67,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,0,3,5,75,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,1,3,5,80,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,2,3,5,92,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,3,3,5,67,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,0,3,20,75,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,1,3,20,80,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,2,3,20,92,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,3,3,20,67,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,0,3,100,75,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,1,3,100,80,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,2,3,100,92,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_6500,3,3,100,67,0.0,0.0,0.0,
Mark 22,as_seller,sell,VEV_5300,0,3,5,32,-0.234375,0.0,0.15625,-1.6938682457309118
Mark 22,as_seller,sell,VEV_5300,1,0,5,13,-0.15384615384615385,-0.5,0.3076923076923077,-1.0754657158757301
Mark 22,as_seller,sell,VEV_5300,1,3,5,31,-0.08064516129032258,0.0,0.2903225806451613,-0.5360562674188973
Mark 22,as_seller,sell,VEV_5300,2,0,5,15,-0.03333333333333333,0.0,0.3333333333333333,-0.2686353447586677
Mark 22,as_seller,sell,VEV_5300,2,3,5,36,-0.3888888888888889,-0.25,0.2222222222222222,-2.606161777004795
Mark 22,as_seller,sell,VEV_5300,3,0,5,6,0.08333333333333333,-0.25,0.3333333333333333,0.2548235957188127
Mark 22,as_seller,sell,VEV_5300,3,3,5,24,-0.3333333333333333,0.0,0.125,-2.186142900000084
Mark 22,as_seller,sell,VEV_5300,0,3,20,32,-0.546875,-1.0,0.28125,-2.041577486802178
Mark 22,as_seller,sell,VEV_5300,1,0,20,13,-0.19230769230769232,-0.5,0.38461538461538464,-0.6048583789091339
Mark 22,as_seller,sell,VEV_5300,1,3,20,31,0.24193548387096775,0.0,0.4838709677419355,0.8729393048943046
Mark 22,as_seller,sell,VEV_5300,2,0,20,15,0.26666666666666666,0.5,0.5333333333333333,0.8251369970070348
Mark 22,as_seller,sell,VEV_5300,2,3,20,36,-0.3055555555555556,-0.5,0.3888888888888889,-0.9034099551803189
Mark 22,as_seller,sell,VEV_5300,3,0,20,6,0.25,0.0,0.5,0.5649326828660319
Mark 22,as_seller,sell,VEV_5300,3,3,20,24,-0.4375,-0.5,0.20833333333333334,-1.4735954744605706
Mark 22,as_seller,sell,VEV_5300,0,3,100,32,-0.1875,0.0,0.40625,-0.30894964032995226
Mark 22,as_seller,sell,VEV_5300,1,0,100,13,0.8076923076923077,0.5,0.5384615384615384,1.3821972775546267
Mark 22,as_seller,sell,VEV_5300,1,3,100,31,-0.4838709677419355,-1.0,0.3870967741935484,-1.081265388430721
Mark 22,as_seller,sell,VEV_5300,2,0,100,15,1.6333333333333333,1.5,0.8,2.00232450794433
Mark 22,as_seller,sell,VEV_5300,2,3,100,36,-0.2222222222222222,0.0,0.4722222222222222,-0.3676960514974535
Mark 22,as_seller,sell,VEV_5300,3,0,100,6,-0.25,0.0,0.5,-0.24065547555594474
Mark 22,as_seller,sell,VEV_5300,3,3,100,24,0.5625,0.75,0.5416666666666666,0.7301008220105145
Mark 22,as_seller,sell,VEV_5200,0,1,5,3,-0.3333333333333333,-0.5,0.0,-1.9999999999999998
Mark 22,as_seller,sell,VEV_5200,1,1,5,16,0.03125,0.0,0.4375,0.13566468949384036
Mark 22,as_seller,sell,VEV_5200,2,1,5,16,-0.34375,-0.5,0.25,-1.3814909880841528
Mark 22,as_seller,sell,VEV_5200,3,1,5,9,-0.4444444444444444,-0.5,0.3333333333333333,-1.0180556207612446
Mark 22,as_seller,sell,VEV_5200,0,1,20,3,2.1666666666666665,0.5,0.6666666666666666,0.9912407071619301
Mark 22,as_seller,sell,VEV_5200,1,1,20,16,0.59375,0.25,0.5,0.713694206619688
Mark 22,as_seller,sell,VEV_5200,2,1,20,16,-0.1875,-0.25,0.4375,-0.2234826751771343
Mark 22,as_seller,sell,VEV_5200,3,1,20,9,-0.3333333333333333,-0.5,0.4444444444444444,-0.2835524820033343
Mark 22,as_seller,sell,VEV_5200,0,1,100,3,3.0,3.0,1.0,2.0784609690826525
Mark 22,as_seller,sell,VEV_5200,1,1,100,16,-0.96875,-1.0,0.4375,-0.7227043189743831
Mark 22,as_seller,sell,VEV_5200,2,1,100,16,0.125,1.5,0.5625,0.07810275710202413
Mark 22,as_seller,sell,VEV_5200,3,1,100,9,3.5555555555555554,2.0,0.6666666666666666,1.365415867631333
Mark 22,as_seller,sell,VELVETFRUIT_EXTRACT,1,0,5,3,-2.5,-3.5,0.3333333333333333,-1.3867504905630728
Mark 22,as_seller,sell,VELVETFRUIT_EXTRACT,2,0,5,3,-1.8333333333333333,-1.5,0.3333333333333333,-0.6340294594746584
Mark 22,as_seller,sell,VELVETFRUIT_EXTRACT,1,0,20,3,-3.0,-6.5,0.3333333333333333,-0.7994080650317895
Mark 22,as_seller,sell,VELVETFRUIT_EXTRACT,2,0,20,3,-3.6666666666666665,-6.0,0.3333333333333333,-1.287452619157436
Mark 22,as_seller,sell,VELVETFRUIT_EXTRACT,1,0,100,3,-5.333333333333333,-5.5,0.3333333333333333,-1.2738998858528525
Mark 22,as_seller,sell,VELVETFRUIT_EXTRACT,2,0,100,3,-6.666666666666667,-6.0,0.0,-10.0
Mark 38,as_buyer,buy,HYDROGEL_PACK,0,0,5,6,-0.25,-1.5,0.3333333333333333,-0.13500371265314762
Mark 38,as_buyer,buy,HYDROGEL_PACK,0,3,5,111,0.06306306306306306,0.0,0.4774774774774775,0.17475368154149806
Mark 38,as_buyer,buy,HYDROGEL_PACK,1,0,5,13,-0.6153846153846154,-1.5,0.38461538461538464,-0.4572361801727448
Mark 38,as_buyer,buy,HYDROGEL_PACK,1,3,5,132,0.011363636363636364,0.0,0.4621212121212121,0.03388519228821577
Mark 38,as_buyer,buy,HYDROGEL_PACK,2,0,5,3,-2.8333333333333335,-1.5,0.0,-1.5266450672275866
Mark 38,as_buyer,buy,HYDROGEL_PACK,2,3,5,120,-0.44583333333333336,0.0,0.425,-1.1852724328990412
Mark 38,as_buyer,buy,HYDROGEL_PACK,3,0,5,6,-0.08333333333333333,0.25,0.5,-0.030758312596043245
Mark 38,as_buyer,buy,HYDROGEL_PACK,3,3,5,121,-0.07024793388429752,0.0,0.48760330578512395,-0.1586116978525423
Mark 38,as_buyer,buy,HYDROGEL_PACK,0,0,20,6,0.08333333333333333,-2.0,0.5,0.01967452121036659
Mark 38,as_buyer,buy,HYDROGEL_PACK,0,3,20,111,-0.7612612612612613,-0.5,0.4594594594594595,-0.9723920570277849
Mark 38,as_buyer,buy,HYDROGEL_PACK,1,0,20,13,-0.5384615384615384,0.5,0.5384615384615384,-0.2616403497619432
Mark 38,as_buyer,buy,HYDROGEL_PACK,1,3,20,132,-0.1590909090909091,0.0,0.4696969696969697,-0.21053190337544406
Mark 38,as_buyer,buy,HYDROGEL_PACK,2,0,20,3,-1.0,-1.5,0.3333333333333333,-1.3093073414159542
Mark 38,as_buyer,buy,HYDROGEL_PACK,2,3,20,120,-0.07916666666666666,1.0,0.5583333333333333,-0.10936255571859482
Mark 38,as_buyer,buy,HYDROGEL_PACK,3,0,20,6,-1.9166666666666667,-1.0,0.3333333333333333,-0.8995087201331597
Mark 38,as_buyer,buy,HYDROGEL_PACK,3,3,20,121,-0.33884297520661155,0.0,0.48760330578512395,-0.38565261333622747
Mark 38,as_buyer,buy,HYDROGEL_PACK,0,0,100,6,2.0833333333333335,2.75,0.6666666666666666,0.2505493051274205
Mark 38,as_buyer,buy,HYDROGEL_PACK,0,3,100,111,-1.572072072072072,-1.0,0.4594594594594595,-0.7785720524748224
Mark 38,as_buyer,buy,HYDROGEL_PACK,1,0,100,13,-4.346153846153846,-7.5,0.38461538461538464,-1.2826149182576476
Mark 38,as_buyer,buy,HYDROGEL_PACK,1,3,100,132,1.0227272727272727,1.0,0.5075757575757576,0.7107900684263372
Mark 38,as_buyer,buy,HYDROGEL_PACK,2,0,100,3,2.5,2.5,0.6666666666666666,0.24056261216234406
Mark 38,as_buyer,buy,HYDROGEL_PACK,2,3,100,120,-0.675,-1.0,0.475,-0.44273694952113285
Mark 38,as_buyer,buy,HYDROGEL_PACK,3,0,100,6,11.583333333333334,12.5,0.6666666666666666,2.2193601730748953
Mark 38,as_buyer,buy,HYDROGEL_PACK,3,3,100,121,-1.5991735537190082,0.0,0.48760330578512395,-0.8958052934562323
Mark 38,as_buyer,buy,VEV_4000,0,0,5,5,0.0,-0.5,0.4,0.0
Mark 38,as_buyer,buy,VEV_4000,0,3,5,54,0.25,0.0,0.46296296296296297,0.9849718227063269
Mark 38,as_buyer,buy,VEV_4000,1,0,5,10,0.4,1.0,0.6,0.4490887131390719
Mark 38,as_buyer,buy,VEV_4000,1,3,5,51,0.22549019607843138,0.0,0.49019607843137253,0.7630969394043411
Mark 38,as_buyer,buy,VEV_4000,2,0,5,11,0.5454545454545454,1.0,0.6363636363636364,0.7138306102482496
Mark 38,as_buyer,buy,VEV_4000,2,3,5,32,-0.109375,0.0,0.4375,-0.2128792640757222
Mark 38,as_buyer,buy,VEV_4000,3,0,5,4,-2.25,-2.5,0.0,-3.401680257083045
Mark 38,as_buyer,buy,VEV_4000,3,3,5,38,0.42105263157894735,1.0,0.5263157894736842,1.4249348906732866
Mark 38,as_buyer,buy,VEV_4000,0,0,20,5,-1.9,-0.5,0.4,-0.5448623679425842
Mark 38,as_buyer,buy,VEV_4000,0,3,20,54,-0.06481481481481481,0.0,0.42592592592592593,-0.13600180987825347
Mark 38,as_buyer,buy,VEV_4000,1,0,20,10,-0.75,-1.5,0.4,-0.45124262819714017
Mark 38,as_buyer,buy,VEV_4000,1,3,20,51,0.049019607843137254,0.0,0.4117647058823529,0.09385373637923045
Mark 38,as_buyer,buy,VEV_4000,2,0,20,11,0.36363636363636365,0.0,0.45454545454545453,0.2818929239289483
Mark 38,as_buyer,buy,VEV_4000,2,3,20,32,1.09375,1.75,0.6875,1.832955947635367
Mark 38,as_buyer,buy,VEV_4000,3,0,20,4,0.625,2.25,0.5,0.19873215837929106
Mark 38,as_buyer,buy,VEV_4000,3,3,20,38,0.6052631578947368,0.5,0.5263157894736842,0.747399574928975
Mark 38,as_buyer,buy,VEV_4000,0,0,100,5,0.7,3.0,0.6,0.2742463334664667
Mark 38,as_buyer,buy,VEV_4000,0,3,100,54,0.6759259259259259,0.75,0.5555555555555556,0.6147392325661333
Mark 38,as_buyer,buy,VEV_4000,1,0,100,10,-2.5,-4.0,0.3,-0.59044136899968
Mark 38,as_buyer,buy,VEV_4000,1,3,100,51,-2.235294117647059,-1.0,0.4117647058823529,-1.8765489301990257
Mark 38,as_buyer,buy,VEV_4000,2,0,100,11,-0.7727272727272727,-1.0,0.36363636363636365,-0.31993570934537807
Mark 38,as_buyer,buy,VEV_4000,2,3,100,32,0.96875,0.5,0.5,0.548807761105558
Mark 38,as_buyer,buy,VEV_4000,3,0,100,4,-4.125,0.25,0.5,-0.5536258194734203
Mark 38,as_buyer,buy,VEV_4000,3,3,100,38,1.0921052631578947,1.0,0.5526315789473685,0.8163284600635398
Mark 38,as_seller,sell,VEV_4000,0,0,5,3,1.8333333333333333,-0.5,0.3333333333333333,0.7857142857142856
Mark 38,as_seller,sell,VEV_4000,0,3,5,54,-0.5740740740740741,-1.0,0.35185185185185186,-1.8429430404690872
Mark 38,as_seller,sell,VEV_4000,1,0,5,9,0.05555555555555555,-1.0,0.4444444444444444,0.06554735253444623
Mark 38,as_seller,sell,VEV_4000,1,3,5,53,-0.02830188679245283,0.0,0.49056603773584906,-0.10947155477532401
