day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss;profit_and_loss_engine;micro_mid;wall_mid;popular_mid;internal_fair_recovered;internal_minus_micro
19;22400;ASH_COATED_OSMIUM;9993.0;10.0;;;;;10012.0;23.0;;;;;10002.5;0.0;-9.9072265625;10002.5;10002.5;10002.5;10001.030734410933;-1.4692655890667083
19;22500;ASH_COATED_OSMIUM;9994.0;10.0;9991.0;27.0;;;10010.0;10.0;;;;;10002.0;0.0;-9.03515625;10002.0;10000.5;10000.5;10000.357297813265;-1.642702186734823
19;22500;INTARIAN_PEPPER_ROOT;12016.0;12.0;12013.0;25.0;;;12029.0;12.0;12032.0;25.0;;;12022.5;0.0;0.0;12022.5;12022.5;12022.5;10000.271870106479;-2022.2281298935213
19;22600;INTARIAN_PEPPER_ROOT;12016.0;8.0;12013.0;19.0;;;12029.0;8.0;12032.0;19.0;;;12022.5;0.0;0.0;12022.5;12022.5;12022.5;10000.31513868524;-2022.1848613147595
19;22600;ASH_COATED_OSMIUM;9992.0;25.0;;;;;10010.0;15.0;10013.0;25.0;;;10001.0;0.0;-8.8076171875;10001.0;10002.5;10002.5;10000.399456941292;-0.6005430587083538
19;22700;ASH_COATED_OSMIUM;9994.0;14.0;;;;;10010.0;14.0;;;;;10002.0;0.0;-9.1162109375;10002.0;10002.0;10002.0;10000.510402015043;-1.4895979849570722
19;22700;INTARIAN_PEPPER_ROOT;12016.0;8.0;12013.0;19.0;;;12029.0;8.0;12032.0;19.0;;;12022.5;0.0;0.0;12022.5;12022.5;12022.5;10000.260775599103;-2022.239224400897
19;22800;INTARIAN_PEPPER_ROOT;12013.0;23.0;;;;;12029.0;9.0;12032.0;23.0;;;12021.0;0.0;0.0;12021.0;12022.5;12022.5;9999.876905643925;-2021.123094356075
19;22800;ASH_COATED_OSMIUM;9993.0;12.0;;;;;10012.0;26.0;;;;;10002.5;0.0;-9.763671875;10002.5;10002.5;10002.5;10000.110999749539;-2.389000250461322
19;22900;ASH_COATED_OSMIUM;;;;;;;10009.0;11.0;10012.0;22.0;;;10009.0;0.0;-9.7392578125;;;;9999.211235201421;
19;22900;INTARIAN_PEPPER_ROOT;12016.0;11.0;12013.0;25.0;;;12029.0;11.0;;;;;12022.5;0.0;0.0;12022.5;12021.0;12021.0;9999.490816787273;-2023.0091832127273
19;23000;INTARIAN_PEPPER_ROOT;12016.0;12.0;12013.0;23.0;;;12030.0;12.0;12033.0;23.0;;;12023.0;0.0;0.0;12023.0;12023.0;12023.0;9999.161309918232;-2023.8386900817677
19;23000;ASH_COATED_OSMIUM;9991.0;20.0;;;;;10009.0;12.0;;;;;10000.0;0.0;-9.5166015625;10000.0;10000.0;10000.0;9999.369886656885;-0.6301133431152266
19;23100;ASH_COATED_OSMIUM;9993.0;13.0;9991.0;26.0;;;10009.0;13.0;;;;;10001.0;0.0;-9.9365234375;10001.0;10000.0;10000.0;9999.738224301736;-1.261775698263591
19;23100;INTARIAN_PEPPER_ROOT;12017.0;9.0;12014.0;20.0;;;12030.0;9.0;12033.0;20.0;;;12023.5;0.0;0.0;12023.5;12023.5;12023.5;9999.855826079913;-2023.6441739200873
19;23200;INTARIAN_PEPPER_ROOT;;;;;;;12030.0;12.0;;;;;12030.0;0.0;0.0;;;;9999.907970264576;
19;23200;ASH_COATED_OSMIUM;9993.0;14.0;9990.0;24.0;;;10009.0;14.0;10011.0;24.0;;;10001.0;0.0;-10.2890625;10001.0;10000.5;10000.5;9999.736005400262;-1.2639945997379982
19;23300;ASH_COATED_OSMIUM;9992.0;10.0;9990.0;21.0;;;10008.0;10.0;10011.0;21.0;;;10000.0;0.0;-10.5048828125;10000.0;10000.5;10000.5;9999.284458950096;-0.7155410499035497
19;23300;INTARIAN_PEPPER_ROOT;12017.0;9.0;12014.0;25.0;;;12030.0;9.0;12033.0;25.0;;;12023.5;0.0;0.0;12023.5;12023.5;12023.5;9998.877290529432;-2024.6227094705682
19;23400;INTARIAN_PEPPER_ROOT;;;;;;;12033.0;15.0;;;;;12033.0;0.0;0.0;;;;9998.498967827942;
19;23400;ASH_COATED_OSMIUM;9990.0;29.0;;;;;10009.0;15.0;10011.0;29.0;;;9999.5;0.0;-10.0400390625;9999.5;10000.5;10000.5;9998.934981967781;-0.5650180322190863
19;23500;ASH_COATED_OSMIUM;9993.0;10.0;;;;;10011.0;30.0;;;;;10002.0;0.0;-10.111328125;10002.0;10002.0;10002.0;9998.897260642707;-3.1027393572931032
19;23500;INTARIAN_PEPPER_ROOT;12017.0;9.0;12014.0;15.0;;;12033.0;15.0;;;;;12025.0;0.0;0.0;12025.0;12023.5;12023.5;9999.629498129461;-2025.3705018705386
19;23600;INTARIAN_PEPPER_ROOT;12017.0;8.0;12014.0;25.0;;;12030.0;8.0;12033.0;25.0;;;12023.5;0.0;0.0;12023.5;12023.5;12023.5;9998.893932290493;-2024.6060677095065
19;23600;ASH_COATED_OSMIUM;9993.0;10.0;9990.0;25.0;;;10009.0;10.0;10011.0;25.0;;;10001.0;0.0;-10.40625;10001.0;10000.5;10000.5;9998.755250948305;-2.2447490516951802
19;23700;ASH_COATED_OSMIUM;9990.0;20.0;;;;;10008.0;15.0;10011.0;20.0;;;9999.0;0.0;-10.61328125;9999.0;10000.5;10000.5;9998.603256197266;-0.3967438027339085
19;23700;INTARIAN_PEPPER_ROOT;12017.0;10.0;12014.0;20.0;;;;;;;;;12017.0;0.0;0.0;;;;9997.660223070385;
19;23800;INTARIAN_PEPPER_ROOT;12017.0;10.0;12014.0;15.0;;;12030.0;10.0;12033.0;15.0;;;12023.5;0.0;0.0;12023.5;12023.5;12023.5;9997.793357158887;-2025.7066428411126
19;23800;ASH_COATED_OSMIUM;9992.0;11.0;9990.0;22.0;;;10008.0;11.0;10011.0;22.0;;;10000.0;0.0;-10.6064453125;10000.0;10000.5;10000.5;9997.894317176;-2.105682823999814
19;23900;ASH_COATED_OSMIUM;9993.0;14.0;9990.0;27.0;;;;;;;;;9993.0;0.0;-10.166015625;;;;9997.993058291639;
19;23900;INTARIAN_PEPPER_ROOT;12017.0;8.0;12014.0;23.0;;;12030.0;8.0;12033.0;23.0;;;12023.5;0.0;0.0;12023.5;12023.5;12023.5;9998.231590200201;-2025.268409799799
19;24000;INTARIAN_PEPPER_ROOT;12017.0;12.0;12014.0;25.0;;;12031.0;12.0;12034.0;25.0;;;12024.0;0.0;0.0;12024.0;12024.0;12024.0;9998.170570409638;-2025.8294295903615
19;24000;ASH_COATED_OSMIUM;9990.0;29.0;;;;;;;;;;;9990.0;0.0;-10.0283203125;;;;9998.16502315595;
19;24100;ASH_COATED_OSMIUM;9993.0;10.0;9990.0;20.0;;;10011.0;20.0;;;;;10002.0;0.0;-10.0546875;10002.0;10000.5;10000.5;9998.156147550051;-3.8438524499488267
19;24100;INTARIAN_PEPPER_ROOT;12018.0;9.0;12015.0;25.0;;;12031.0;9.0;12034.0;25.0;;;12024.5;0.0;0.0;12024.5;12024.5;12024.5;9998.16613260669;-2026.3338673933104
19;24200;INTARIAN_PEPPER_ROOT;12018.0;8.0;12015.0;23.0;;;12031.0;8.0;12034.0;23.0;;;12024.5;0.0;0.0;12024.5;12024.5;12024.5;9997.782262651512;-2026.7177373484883
19;24200;ASH_COATED_OSMIUM;9992.0;14.0;9990.0;23.0;;;10008.0;14.0;;;;;10000.0;0.0;-10.6123046875;10000.0;9999.0;9999.0;9998.18832162144;-1.8116783785608277
19;24300;INTARIAN_PEPPER_ROOT;12015.0;21.0;;;;;12031.0;11.0;;;;;12023.0;0.0;0.0;12023.0;12023.0;12023.0;9997.893207725263;-2025.106792274737
19;24300;ASH_COATED_OSMIUM;9993.0;14.0;9990.0;27.0;;;10009.0;14.0;10011.0;27.0;;;10001.0;0.0;-10.255859375;10001.0;10000.5;10000.5;9997.86325255535;-3.1367474446506094
19;24400;INTARIAN_PEPPER_ROOT;12018.0;11.0;12015.0;19.0;;;12031.0;11.0;12034.0;19.0;;;12024.5;0.0;0.0;12024.5;12024.5;12024.5;9998.189431072176;-2026.3105689278236
19;24400;ASH_COATED_OSMIUM;9992.0;14.0;9990.0;28.0;;;10008.0;14.0;10011.0;28.0;;;10000.0;0.0;-10.65234375;10000.0;10000.5;10000.5;9998.39689836009;-1.6031016399101645
19;24500;INTARIAN_PEPPER_ROOT;12018.0;11.0;12015.0;23.0;;;12031.0;11.0;12034.0;23.0;;;12024.5;0.0;0.0;12024.5;12024.5;12024.5;9998.404664515254;-2026.095335484746
19;24500;ASH_COATED_OSMIUM;9992.0;14.0;9990.0;24.0;;;10008.0;14.0;10011.0;24.0;;;10000.0;0.0;-10.7685546875;10000.0;10000.5;10000.5;9998.627664113492;-1.3723358865081536
19;24600;INTARIAN_PEPPER_ROOT;12018.0;11.0;12015.0;21.0;;;12031.0;11.0;12034.0;21.0;;;12024.5;0.0;0.0;12024.5;12024.5;12024.5;9998.222714594302;-2026.2772854056984
19;24600;ASH_COATED_OSMIUM;9992.0;12.0;9990.0;22.0;;;10008.0;12.0;10011.0;22.0;;;10000.0;0.0;-10.884765625;10000.0;10000.5;10000.5;9997.55149689811;-2.44850310189031
19;24700;ASH_COATED_OSMIUM;;;;;;;10009.0;15.0;10011.0;20.0;;;10009.0;0.0;-10.2548828125;;;;9997.375094230847;
19;24700;INTARIAN_PEPPER_ROOT;12022.0;12.0;12018.0;11.0;12015.0;20.0;12031.0;11.0;12034.0;20.0;;;12026.5;0.0;0.0;12026.5;12024.5;12024.5;9997.602531632036;-2028.8974683679644
19;24800;ASH_COATED_OSMIUM;9993.0;10.0;;;;;10009.0;10.0;10011.0;28.0;;;10001.0;0.0;-10.1728515625;10001.0;10002.0;10002.0;9997.819983976588;-3.1800160234124633
19;24800;INTARIAN_PEPPER_ROOT;12018.0;8.0;;;;;12031.0;8.0;12034.0;25.0;;;12024.5;0.0;0.0;12024.5;12026.0;12026.0;9997.777824848561;-2026.722175151439
19;24900;ASH_COATED_OSMIUM;9993.0;13.0;9990.0;24.0;;;;;;;;;9993.0;0.0;-10.1923828125;;;;9998.55776871703;
19;24900;INTARIAN_PEPPER_ROOT;12018.0;9.0;12015.0;23.0;;;12031.0;9.0;12034.0;23.0;;;12024.5;0.0;0.0;12024.5;12024.5;12024.5;9998.857320416157;-2025.6426795838433
19;25000;ASH_COATED_OSMIUM;;;;;;;10009.0;13.0;;;;;10009.0;0.0;-10.341796875;;;;9998.728624130605;
19;25000;INTARIAN_PEPPER_ROOT;12018.0;9.0;12015.0;25.0;;;12032.0;9.0;12035.0;25.0;;;12025.0;0.0;0.0;12025.0;12025.0;12025.0;9998.534470251541;-2026.4655297484587
19;25100;ASH_COATED_OSMIUM;9999.0;5.0;9993.0;13.0;9991.0;26.0;10009.0;13.0;10012.0;26.0;;;10004.0;0.0;-9.6640625;10004.0;10001.5;10001.5;9998.375818796078;-5.62418120392249
19;25100;INTARIAN_PEPPER_ROOT;12019.0;10.0;12016.0;18.0;;;12032.0;10.0;;;;;12025.5;0.0;0.0;12025.5;12024.0;12024.0;9998.140615239727;-2027.3593847602733
19;25200;ASH_COATED_OSMIUM;9993.0;13.0;9990.0;24.0;;;10009.0;13.0;;;;;10001.0;0.0;-10.0869140625;10001.0;9999.5;9999.5;9998.318127357728;-2.681872642271628
19;25200;INTARIAN_PEPPER_ROOT;12019.0;10.0;12016.0;18.0;;;12035.0;18.0;;;;;12027.0;0.0;0.0;12027.0;12025.5;12025.5;9998.16502315595;-2028.8349768440494
19;25300;ASH_COATED_OSMIUM;9993.0;12.0;9990.0;21.0;;;10009.0;12.0;10011.0;21.0;;;10001.0;0.0;-10.1103515625;10001.0;10000.5;10000.5;9998.048530828513;-2.9514691714866785
19;25300;INTARIAN_PEPPER_ROOT;12019.0;12.0;;;;;12032.0;12.0;12035.0;15.0;;;12025.5;0.0;0.0;12025.5;12027.0;12027.0;9998.0984561117;-2027.4015438882998
19;25400;INTARIAN_PEPPER_ROOT;12019.0;8.0;12016.0;18.0;;;12035.0;18.0;;;;;12027.0;0.0;0.0;12027.0;12025.5;12025.5;9998.132849084564;-2028.8671509154356
19;25400;ASH_COATED_OSMIUM;;;;;;;10009.0;11.0;10011.0;27.0;;;10009.0;0.0;-10.1376953125;;;;9997.783372102249;
19;25500;INTARIAN_PEPPER_ROOT;12019.0;12.0;12016.0;22.0;;;12032.0;12.0;12035.0;22.0;;;12025.5;0.0;0.0;12025.5;12025.5;12025.5;9997.312964989545;-2028.1870350104546
19;25500;ASH_COATED_OSMIUM;9993.0;14.0;9990.0;23.0;;;10009.0;14.0;10011.0;23.0;;;10001.0;0.0;-10.16015625;10001.0;10000.5;10000.5;9998.223824045039;-2.776175954961218
19;25600;INTARIAN_PEPPER_ROOT;12019.0;10.0;12016.0;19.0;;;12032.0;10.0;12035.0;19.0;;;12025.5;0.0;0.0;12025.5;12025.5;12025.5;9999.11804133947;-2026.3819586605296
19;25600;ASH_COATED_OSMIUM;9993.0;14.0;9990.0;24.0;;;10009.0;14.0;10011.0;24.0;;;10001.0;0.0;-10.185546875;10001.0;10000.5;10000.5;9999.088086169557;-1.9119138304431544
19;25700;INTARIAN_PEPPER_ROOT;12019.0;12.0;12016.0;22.0;;;12032.0;12.0;12035.0;22.0;;;12025.5;0.0;0.0;12025.5;12025.5;12025.5;9999.003767913508;-2026.4962320864925
19;25700;ASH_COATED_OSMIUM;9993.0;10.0;9990.0;24.0;;;10009.0;10.0;10011.0;24.0;;;10001.0;0.0;-10.4013671875;10001.0;10000.5;10000.5;9998.716420172492;-2.2835798275082198
19;25800;ASH_COATED_OSMIUM;9990.0;27.0;;;;;10008.0;10.0;10011.0;27.0;;;9999.0;0.0;-10.5517578125;9999.0;10000.5;10000.5;9998.734171384292;-0.2658286157075054
19;25800;INTARIAN_PEPPER_ROOT;12019.0;9.0;;;;;12032.0;9.0;12035.0;20.0;;;12025.5;0.0;0.0;12025.5;12027.0;12027.0;9998.25932646864;-2027.2406735313598
19;25900;INTARIAN_PEPPER_ROOT;12019.0;11.0;12016.0;18.0;;;12032.0;11.0;12035.0;18.0;;;12025.5;0.0;0.0;12025.5;12025.5;12025.5;9998.505624532367;-2026.9943754676333
19;25900;ASH_COATED_OSMIUM;9993.0;12.0;9990.0;27.0;;;10009.0;12.0;10011.0;27.0;;;10001.0;0.0;-10.3076171875;10001.0;10000.5;10000.5;9998.634320817917;-2.365679182083113
19;26000;INTARIAN_PEPPER_ROOT;12019.0;11.0;12016.0;24.0;;;12033.0;11.0;;;;;12026.0;0.0;0.0;12026.0;12024.5;12024.5;9998.67758939668;-2027.3224106033194
19;26000;ASH_COATED_OSMIUM;9993.0;15.0;9990.0;27.0;;;10009.0;15.0;10011.0;27.0;;;10001.0;0.0;-10.20703125;10001.0;10000.5;10000.5;9999.613965819137;-1.3860341808631347
19;26100;ASH_COATED_OSMIUM;9993.0;14.0;9990.0;24.0;;;10009.0;14.0;10011.0;24.0;;;10001.0;0.0;-10.4091796875;10001.0;10000.5;10000.5;9998.934981967781;-2.0650180322190863
19;26100;INTARIAN_PEPPER_ROOT;;;;;;;12033.0;9.0;12036.0;22.0;;;12033.0;0.0;0.0;;;;9998.86952437427;
19;26200;ASH_COATED_OSMIUM;9991.0;27.0;;;;;10009.0;14.0;10012.0;27.0;;;10000.0;0.0;-9.6416015625;10000.0;10001.5;10001.5;9997.883222668625;-2.116777331375488
19;26200;INTARIAN_PEPPER_ROOT;12020.0;11.0;12017.0;16.0;;;12033.0;11.0;12036.0;16.0;;;12026.5;0.0;0.0;12026.5;12026.5;12026.5;9997.395064344122;-2029.1049356558779
19;26300;INTARIAN_PEPPER_ROOT;12020.0;10.0;12017.0;17.0;;;12033.0;10.0;12036.0;17.0;;;12026.5;0.0;0.0;12026.5;12026.5;12026.5;9997.314074440283;-2029.1859255597174
19;26300;ASH_COATED_OSMIUM;;;;;;;10009.0;11.0;10012.0;25.0;;;10009.0;0.0;-9.6796875;;;;9997.472725895746;
19;26400;INTARIAN_PEPPER_ROOT;12020.0;9.0;12017.0;17.0;;;12033.0;9.0;12036.0;17.0;;;12026.5;0.0;0.0;12026.5;12026.5;12026.5;9996.810383805456;-2029.6896161945442
19;26400;ASH_COATED_OSMIUM;9994.0;14.0;9991.0;27.0;;;9999.0;10.0;10010.0;14.0;10012.0;27.0;9996.5;0.0;-9.0244140625;9996.5;10001.5;10001.5;9996.386573623728;-0.11342637627240038
19;26500;ASH_COATED_OSMIUM;9994.0;13.0;9991.0;21.0;;;9999.0;5.0;10010.0;13.0;10012.0;21.0;9996.5;0.0;-9.0048828125;9996.5;10001.5;10001.5;9996.56297629099;0.0629762909902638
19;26500;INTARIAN_PEPPER_ROOT;12020.0;8.0;;;;;12033.0;8.0;12036.0;23.0;;;12026.5;0.0;0.0;12026.5;12028.0;12028.0;9996.297817564726;-2030.2021824352742
19;26600;ASH_COATED_OSMIUM;9994.0;14.0;;;;;10010.0;14.0;10013.0;29.0;;;10002.0;0.0;-8.9189453125;10002.0;10003.5;10003.5;9996.956831302807;-5.043168697193323
19;26600;INTARIAN_PEPPER_ROOT;12020.0;12.0;12017.0;18.0;;;12033.0;12.0;12036.0;18.0;;;12026.5;0.0;0.0;12026.5;12026.5;12026.5;9997.46274083911;-2029.0372591608902
19;26700;INTARIAN_PEPPER_ROOT;12020.0;12.0;;;;;12036.0;23.0;;;;;12028.0;0.0;0.0;12028.0;12028.0;12028.0;9997.686849888085;-2030.313150111915
19;26700;ASH_COATED_OSMIUM;9994.0;10.0;9992.0;26.0;;;10010.0;10.0;10013.0;26.0;;;10002.0;0.0;-8.80078125;10002.0;10002.5;10002.5;9997.259711354145;-4.740288645854889
19;26800;INTARIAN_PEPPER_ROOT;12020.0;10.0;12017.0;21.0;;;12033.0;10.0;;;;;12026.5;0.0;0.0;12026.5;12025.0;12025.0;9997.258601903408;-2029.241398096592
19;26800;ASH_COATED_OSMIUM;9991.0;20.0;;;;;10010.0;10.0;10012.0;20.0;;;10000.5;0.0;-9.0546875;10000.5;10001.5;10001.5;9997.237522339396;-3.262477660604418
19;26900;ASH_COATED_OSMIUM;9993.0;11.0;9991.0;22.0;;;10009.0;11.0;;;;;10001.0;0.0;-9.763671875;10001.0;10000.0;10000.0;9997.344029610196;-3.6559703898037696
19;26900;INTARIAN_PEPPER_ROOT;12020.0;8.0;12017.0;25.0;;;12033.0;8.0;12036.0;25.0;;;12026.5;0.0;0.0;12026.5;12026.5;12026.5;9997.066666925819;-2029.433333074181
19;27000;ASH_COATED_OSMIUM;9990.0;26.0;;;;;10009.0;10.0;10011.0;26.0;;;9999.5;0.0;-10.0458984375;9999.5;10000.5;10000.5;9996.40765318774;-3.0923468122600752
19;27000;INTARIAN_PEPPER_ROOT;;;;;;;12034.0;12.0;12037.0;18.0;;;12034.0;0.0;0.0;;;;9996.531911670341;
19;27100;INTARIAN_PEPPER_ROOT;12021.0;12.0;12018.0;25.0;;;12034.0;12.0;12037.0;25.0;;;12027.5;0.0;0.0;12027.5;12027.5;12027.5;9996.342195594227;-2031.1578044057733
19;27100;ASH_COATED_OSMIUM;9991.0;27.0;;;;;10012.0;27.0;;;;;10001.5;0.0;-9.7646484375;10001.5;10001.5;10001.5;9995.994937513387;-5.505062486612587
19;27200;INTARIAN_PEPPER_ROOT;12018.0;22.0;;;;;;;;;;;12018.0;0.0;0.0;;;;9995.930589370611;
19;27200;ASH_COATED_OSMIUM;;;;;;;10009.0;10.0;10011.0;23.0;;;10009.0;0.0;-10.197265625;;;;9995.741982745236;
19;27300;ASH_COATED_OSMIUM;10002.0;10.0;;;;;10009.0;15.0;10011.0;25.0;;;10005.5;0.0;-10.1865234375;10005.5;10006.5;10006.5;9995.808549789486;-9.691450210513722
19;27300;INTARIAN_PEPPER_ROOT;12018.0;20.0;;;;;12034.0;9.0;;;;;12026.0;0.0;0.0;12026.0;12026.0;12026.0;9995.977186301587;-2030.0228136984133
19;27400;ASH_COATED_OSMIUM;9993.0;10.0;9991.0;22.0;;;10009.0;10.0;;;;;10001.0;0.0;-9.5654296875;10001.0;10000.0;10000.0;9995.801893085061;-5.198106914938762
19;27400;INTARIAN_PEPPER_ROOT;12021.0;11.0;12018.0;19.0;;;12034.0;11.0;12037.0;19.0;;;12027.5;0.0;0.0;12027.5;12027.5;12027.5;9995.702042518686;-2031.7979574813144
19;27500;INTARIAN_PEPPER_ROOT;12021.0;9.0;;;;;12034.0;9.0;12037.0;19.0;;;12027.5;0.0;0.0;12027.5;12029.0;12029.0;9995.992718611911;-2031.5072813880888
19;27500;ASH_COATED_OSMIUM;9993.0;11.0;;;;;10009.0;11.0;10012.0;30.0;;;10001.0;0.0;-9.7265625;10001.0;10002.5;10002.5;9995.592206895672;-5.407793104328448
19;27600;INTARIAN_PEPPER_ROOT;12021.0;11.0;12018.0;20.0;;;12037.0;20.0;;;;;12029.0;0.0;0.0;12029.0;12027.5;12027.5;9995.158411657307;-2033.8415883426933
19;27600;ASH_COATED_OSMIUM;9993.0;14.0;9991.0;26.0;;;10009.0;14.0;10012.0;26.0;;;10001.0;0.0;-9.986328125;10001.0;10001.5;10001.5;9995.63769437591;-5.362305624090368
19;27700;ASH_COATED_OSMIUM;9993.0;12.0;9991.0;30.0;;;10009.0;12.0;10012.0;30.0;;;10001.0;0.0;-9.9931640625;10001.0;10001.5;10001.5;9995.353674987107;-5.646325012892703
19;27700;INTARIAN_PEPPER_ROOT;12021.0;10.0;12018.0;18.0;;;12030.0;5.0;12034.0;10.0;12037.0;18.0;12025.5;0.0;0.0;12025.5;12027.5;12027.5;9995.500122484458;-2029.9998775155418
19;27800;ASH_COATED_OSMIUM;9992.0;14.0;9990.0;20.0;;;10008.0;14.0;;;;;10000.0;0.0;-10.5205078125;10000.0;9999.0;9999.0;9995.384739607758;-4.6152603922419075
19;27800;INTARIAN_PEPPER_ROOT;12021.0;9.0;12018.0;25.0;;;12034.0;9.0;12037.0;25.0;;;12027.5;0.0;0.0;12027.5;12027.5;12027.5;9995.345908831945;-2032.154091168055
19;27900;INTARIAN_PEPPER_ROOT;12018.0;22.0;;;;;12034.0;8.0;12037.0;22.0;;;12026.0;0.0;0.0;12026.0;12027.5;12027.5;9994.916551396529;-2031.083448603471
19;27900;ASH_COATED_OSMIUM;9992.0;14.0;9990.0;29.0;;;10008.0;14.0;10011.0;29.0;;;10000.0;0.0;-10.73828125;10000.0;10000.5;10000.5;9995.241620462619;-4.758379537381188
19;28000;INTARIAN_PEPPER_ROOT;12021.0;8.0;12018.0;25.0;;;12035.0;8.0;;;;;12028.0;0.0;0.0;12028.0;12026.5;12026.5;9995.38806795997;-2032.6119320400303
19;28000;ASH_COATED_OSMIUM;9992.0;13.0;9990.0;22.0;;;10008.0;13.0;10011.0;22.0;;;10000.0;0.0;-10.919921875;10000.0;10000.5;10000.5;9995.693166912784;-4.306833087215637
19;28100;ASH_COATED_OSMIUM;;;;;;;10008.0;15.0;;;;;10008.0;0.0;-11.1328125;;;;9995.716465378273;
19;28100;INTARIAN_PEPPER_ROOT;12022.0;10.0;;;;;12035.0;10.0;12038.0;20.0;;;12028.5;0.0;0.0;12028.5;12030.0;12030.0;9995.672087348772;-2032.827912651228
19;28200;ASH_COATED_OSMIUM;9990.0;23.0;;;;;10009.0;10.0;10011.0;23.0;;;9999.5;0.0;-10.4833984375;9999.5;10000.5;10000.5;9995.082969007157;-4.417030992843138
19;28200;INTARIAN_PEPPER_ROOT;12022.0;8.0;;;;;12038.0;19.0;;;;;12030.0;0.0;0.0;12030.0;12030.0;12030.0;9994.846656000067;-2035.153343999933
19;28300;INTARIAN_PEPPER_ROOT;12022.0;9.0;;;;;12035.0;9.0;;;;;12028.5;0.0;0.0;12028.5;12028.5;12028.5;9995.195023531644;-2033.3049764683565
19;28300;ASH_COATED_OSMIUM;9993.0;12.0;9990.0;28.0;;;10009.0;12.0;10011.0;28.0;;;10001.0;0.0;-10.109375;10001.0;10000.5;10000.5;9995.249386617783;-5.750613382217125
19;28400;INTARIAN_PEPPER_ROOT;12019.0;16.0;;;;;12035.0;8.0;12038.0;16.0;;;12027.0;0.0;0.0;12027.0;12028.5;12028.5;9995.626599868534;-2031.373400131466
19;28400;ASH_COATED_OSMIUM;9993.0;15.0;;;;;10009.0;15.0;10011.0;20.0;;;10001.0;0.0;-10.359375;10001.0;10002.0;10002.0;9996.387683074465;-4.612316925535197
19;28500;ASH_COATED_OSMIUM;9993.0;14.0;9990.0;28.0;;;10009.0;14.0;10011.0;28.0;;;10001.0;0.0;-10.2490234375;10001.0;10000.5;10000.5;9996.113648742301;-4.8863512576990615
19;28500;INTARIAN_PEPPER_ROOT;12022.0;12.0;12019.0;25.0;;;12035.0;12.0;12038.0;25.0;;;12028.5;0.0;0.0;12028.5;12028.5;12028.5;9995.94945003315;-2032.5505499668507
19;28600;ASH_COATED_OSMIUM;9990.0;26.0;;;;;10009.0;12.0;10011.0;26.0;;;9999.5;0.0;-10.1259765625;9999.5;10000.5;10000.5;9996.294489212514;-3.205510787485764
19;28600;INTARIAN_PEPPER_ROOT;12019.0;20.0;;;;;12035.0;12.0;;;;;12027.0;0.0;0.0;12027.0;12027.0;12027.0;9996.233469421952;-2030.7665305780483
19;28700;INTARIAN_PEPPER_ROOT;12022.0;9.0;;;;;12035.0;9.0;12038.0;19.0;;;12028.5;0.0;0.0;12028.5;12030.0;12030.0;9995.836286057924;-2032.6637139420764
19;28700;ASH_COATED_OSMIUM;9991.0;22.0;;;;;10010.0;14.0;10012.0;22.0;;;10000.5;0.0;-9.3955078125;10000.5;10001.5;10001.5;9995.101829669693;-5.398170330307039
19;28800;INTARIAN_PEPPER_ROOT;12022.0;10.0;12019.0;15.0;;;12035.0;10.0;12038.0;15.0;;;12028.5;0.0;0.0;12028.5;12028.5;12028.5;9994.447253734565;-2034.0527462654354
19;28800;ASH_COATED_OSMIUM;9993.0;14.0;9991.0;21.0;;;10009.0;14.0;;;;;10001.0;0.0;-9.591796875;10001.0;10000.0;10000.0;9994.673581685016;-6.326418314984039
19;28900;INTARIAN_PEPPER_ROOT;12022.0;9.0;12019.0;23.0;;;12038.0;23.0;;;;;12030.0;0.0;0.0;12030.0;12028.5;12028.5;9994.472771101528;-2035.5272288984725
19;28900;ASH_COATED_OSMIUM;9993.0;11.0;9991.0;22.0;;;10009.0;11.0;;;;;10001.0;0.0;-9.9013671875;10001.0;10000.0;10000.0;9994.59592013339;-6.404079866610118
19;29000;INTARIAN_PEPPER_ROOT;12022.0;10.0;12019.0;18.0;;;12036.0;10.0;12039.0;18.0;;;12029.0;0.0;0.0;12029.0;12029.0;12029.0;9994.743477081478;-2034.256522918522
19;29000;ASH_COATED_OSMIUM;9991.0;24.0;;;;;10009.0;11.0;10012.0;24.0;;;10000.0;0.0;-9.9189453125;10000.0;10001.5;10001.5;9994.422845818339;-5.577154181661172
19;29100;INTARIAN_PEPPER_ROOT;;;;;;;12036.0;10.0;12039.0;20.0;;;12036.0;0.0;0.0;;;;9994.655830473215;
19;29100;ASH_COATED_OSMIUM;9993.0;12.0;9990.0;23.0;;;10009.0;12.0;10011.0;23.0;;;10001.0;0.0;-10.078125;10001.0;10000.5;10000.5;9994.395109549901;-6.604890450098537
19;29200;ASH_COATED_OSMIUM;9993.0;12.0;;;;;10009.0;12.0;10011.0;22.0;;;10001.0;0.0;-10.318359375;10001.0;10002.0;10002.0;9994.083353892662;-6.916646107338238
19;29200;INTARIAN_PEPPER_ROOT;12020.0;24.0;;;;;12036.0;10.0;;;;;12028.0;0.0;0.0;12028.0;12028.0;12028.0;9994.08002554045;-2033.9199744595498
