day,timestamp,pepper_internal_fair,osmium_internal_fair
1,76100,13076.0996094,10005.4462891
1,76200,13076.2001953,10005.0507812
1,76300,13076.2998047,10005.1591797
1,76400,13076.4003906,10005.4511719
1,76500,13076.5,10005.5341797
1,76600,13076.5996094,10005.7919922
1,76700,13076.7001953,10005.4248047
1,76800,13076.7998047,10005.1865234
1,76900,13076.9003906,10005.0419922
1,77000,13077,10004.9736328
1,77100,13077.0996094,10004.9804688
1,77200,13077.2001953,10004.9990234
1,77300,13077.2998047,10005.1357422
1,77400,13077.4003906,10005.8173828
1,77500,13077.5,10005.9082031
1,77600,13077.5996094,10005.609375
1,77700,13077.7001953,10005.578125
1,77800,13077.7998047,10005.7773438
1,77900,13077.9003906,10006.3076172
1,78000,13078,10006.5009766
1,78100,13078.0996094,10006.5361328
1,78200,13078.2001953,10006.3300781
1,78300,13078.2998047,10006.1298828
1,78400,13078.4003906,10006.5947266
1,78500,13078.5,10007.0732422
1,78600,13078.5996094,10007.1015625
1,78700,13078.7001953,10007.0283203
1,78800,13078.7998047,10007.0458984
1,78900,13078.9003906,10006.7070312
1,79000,13079,10006.6484375
1,79100,13079.0996094,10006.7460938
1,79200,13079.2001953,10007.1054688
1,79300,13079.2998047,10007.6289062
1,79400,13079.4003906,10007.7685547
1,79500,13079.5,10007.3740234
1,79600,13079.5996094,10006.8603516
1,79700,13079.7001953,10006.8095703
1,79800,13079.7998047,10006.6386719
1,79900,13079.9003906,10006.8330078
1,80000,13080,10007.3476562
1,80100,13080.0996094,10008.0556641
1,80200,13080.2001953,10007.7773438
1,80300,13080.2998047,10007.4121094
1,80400,13080.4003906,10007.5097656
1,80500,13080.5,10008.1679688
1,80600,13080.5996094,10008.0214844
1,80700,13080.7001953,10008.2792969
1,80800,13080.7998047,10007.9462891
1,80900,13080.9003906,10007.5566406
1,81000,13081,10007.703125
1,81100,13081.0996094,10007.4970703
1,81200,13081.2001953,10007.9804688
1,81300,13081.2998047,10007.3974609
1,81400,13081.4003906,10007.6748047
1,81500,13081.5,10007.2695312
1,81600,13081.5996094,10007.2841797
1,81700,13081.7001953,10007.6699219
1,81800,13081.7998047,10007.0126953
1,81900,13081.9003906,10006.6826172
1,82000,13082,10006.7294922
1,82100,13082.0996094,10006.7714844
1,82200,13082.2001953,10007.4443359
1,82300,13082.2998047,10007.6015625
1,82400,13082.4003906,10007.4072266
1,82500,13082.5,10007.1806641
1,82600,13082.5996094,10006.5810547
1,82700,13082.7001953,10006.8789062
1,82800,13082.7998047,10006.6982422
1,82900,13082.9003906,10006.9716797
1,83000,13083,10007.1894531
1,83100,13083.0996094,10007.09375
1,83200,13083.2001953,10006.9667969
1,83300,13083.2998047,10006.9160156
1,83400,13083.4003906,10007.2636719
1,83500,13083.5,10007.9296875
1,83600,13083.5996094,10007.5869141
1,83700,13083.7001953,10007.3759766
1,83800,13083.7998047,10006.9511719
1,83900,13083.9003906,10006.8955078
1,84000,13084,10006.2763672
1,84100,13084.0996094,10005.7421875
1,84200,13084.2001953,10005.3896484
1,84300,13084.2998047,10005.6220703
1,84400,13084.4003906,10004.9970703
1,84500,13084.5,10004.1376953
1,84600,13084.5996094,10004.0263672
1,84700,13084.7001953,10004.0107422
1,84800,13084.7998047,10004.2021484
1,84900,13084.9003906,10003.7773438
1,85000,13085,10003.3681641
1,85100,13085.0996094,10003.3730469
1,85200,13085.2001953,10003.5517578
1,85300,13085.2998047,10003.9628906
1,85400,13085.4003906,10004.0898438
1,85500,13085.5,10003.5029297
1,85600,13085.5996094,10003.2597656
1,85700,13085.7001953,10003.2910156
1,85800,13085.7998047,10003.2792969
1,85900,13085.9003906,10003.1279297
1,86000,13086,10002.5039062
1,86100,13086.0996094,10002.7412109
1,86200,13086.2001953,10002.6796875
1,86300,13086.2998047,10002.6064453
1,86400,13086.4003906,10002.3476562
1,86500,13086.5,10002.5449219
1,86600,13086.5996094,10002.6679688
1,86700,13086.7001953,10002.6523438
1,86800,13086.7998047,10002.7548828
1,86900,13086.9003906,10002.1210938
1,87000,13087,10002.2021484
1,87100,13087.0996094,10001.7333984
1,87200,13087.2001953,10001.4853516
1,87300,13087.2998047,10002.0146484
1,87400,13087.4003906,10001.7861328
1,87500,13087.5,10001.5537109
1,87600,13087.5996094,10001.8007812
1,87700,13087.7001953,10001.71875
1,87800,13087.7998047,10001.2958984
1,87900,13087.9003906,10001.3876953
1,88000,13088,10001.9755859
1,88100,13088.0996094,10002.0800781
1,88200,13088.2001953,10001.984375
1,88300,13088.2998047,10001.671875
1,88400,13088.4003906,10002.03125
1,88500,13088.5,10001.9619141
1,88600,13088.5996094,10002.1728516
1,88700,13088.7001953,10002.8603516
1,88800,13088.7998047,10002.6396484
1,88900,13088.9003906,10002.5585938
1,89000,13089,10002.3505859
1,89100,13089.0996094,10002.8066406
1,89200,13089.2001953,10002.5009766
1,89300,13089.2998047,10002.2919922
1,89400,13089.4003906,10002.2148438
1,89500,13089.5,10002.1826172
1,89600,13089.5996094,10002.0449219
1,89700,13089.7001953,10002.0527344
1,89800,13089.7998047,10001.6113281
1,89900,13089.9003906,10001.8242188
1,90000,13090,10001.7666016
1,90100,13090.0996094,10002.1640625
1,90200,13090.2001953,10002.1455078
1,90300,13090.2998047,10002.3798828
1,90400,13090.4003906,10001.8623047
1,90500,13090.5,10001.3955078
1,90600,13090.5996094,10001.2275391
1,90700,13090.7001953,10001.4013672
1,90800,13090.7998047,10001.4287109
1,90900,13090.9003906,10001.2587891
1,91000,13091,10001.0810547
1,91100,13091.0996094,10001.2216797
1,91200,13091.2001953,10001.1875
1,91300,13091.2998047,10000.6689453
1,91400,13091.4003906,10000.2265625
1,91500,13091.5,10000.4238281
1,91600,13091.5996094,10000.5976562
1,91700,13091.7001953,10001.421875
1,91800,13091.7998047,10001.2275391
1,91900,13091.9003906,10001.2695312
1,92000,13092,10001.7919922
1,92100,13092.0996094,10001.7441406
1,92200,13092.2001953,10001.6767578
1,92300,13092.2998047,10001.7333984
1,92400,13092.4003906,10001.8886719
1,92500,13092.5,10001.6699219
1,92600,13092.5996094,10001.7939453
1,92700,13092.7001953,10001.3779297
1,92800,13092.7998047,10001.2919922
1,92900,13092.9003906,10001.2822266
1,93000,13093,10001.2070312
1,93100,13093.0996094,10001.1757812
1,93200,13093.2001953,10001.2714844
1,93300,13093.2998047,10001.4853516
1,93400,13093.4003906,10001.1679688
1,93500,13093.5,10001.4257812
1,93600,13093.5996094,10001.3544922
1,93700,13093.7001953,10001.2744141
1,93800,13093.7998047,10001.7792969
1,93900,13093.9003906,10002.40625
1,94000,13094,10002.53125
1,94100,13094.0996094,10002.5888672
1,94200,13094.2001953,10002.4873047
1,94300,13094.2998047,10002.1103516
1,94400,13094.4003906,10002.2314453
1,94500,13094.5,10002.5634766
1,94600,13094.5996094,10002.1689453
1,94700,13094.7001953,10002.1904297
1,94800,13094.7998047,10001.8662109
1,94900,13094.9003906,10002.0703125
1,95000,13095,10002.3398438
1,95100,13095.0996094,10001.8886719
1,95200,13095.2001953,10001.6552734
1,95300,13095.2998047,10001.328125
1,95400,13095.4003906,10001.6435547
1,95500,13095.5,10001.1513672
1,95600,13095.5996094,10001.59375
1,95700,13095.7001953,10002.0341797
1,95800,13095.7998047,10001.8916016
1,95900,13095.9003906,10002.1054688
1,96000,13096,10001.9384766
1,96100,13096.0996094,10001.3427734
1,96200,13096.2001953,10000.9863281
1,96300,13096.2998047,10001.1152344
1,96400,13096.4003906,10000.8457031
1,96500,13096.5,10000.9697266
1,96600,13096.5996094,10001.1445312
1,96700,13096.7001953,10001.34375
1,96800,13096.7998047,10001.4277344
1,96900,13096.9003906,10001.7978516
1,97000,13097,10001.6416016
1,97100,13097.0996094,10001.7285156
1,97200,13097.2001953,10001.8662109
1,97300,13097.2998047,10002.0830078
1,97400,13097.4003906,10001.8544922
1,97500,13097.5,10001.5107422
1,97600,13097.5996094,10001.4130859
1,97700,13097.7001953,10001.3857422
1,97800,13097.7998047,10001.4482422
1,97900,13097.9003906,10001.4716797
1,98000,13098,10001.9775391
1,98100,13098.0996094,10001.6992188
1,98200,13098.2001953,10001.8632812
1,98300,13098.2998047,10001.8349609
1,98400,13098.4003906,10001.625
1,98500,13098.5,10001.5292969
1,98600,13098.5996094,10001.3740234
1,98700,13098.7001953,10001.28125
1,98800,13098.7998047,10001.2705078
1,98900,13098.9003906,10001.5703125
1,99000,13099,10001.0966797
1,99100,13099.0996094,10000.9882812
1,99200,13099.2001953,10000.9521484
1,99300,13099.2998047,10000.9667969
1,99400,13099.4003906,10000.6806641
1,99500,13099.5,10000.8876953
1,99600,13099.5996094,10001.2451172
1,99700,13099.7001953,10001.2871094
1,99800,13099.7998047,10002.1806641
1,99900,13099.9003906,10002.7333984
