day,timestamp,symbol,buyer,seller,aggressor,price,qty,notional,mid0,spread0,spr_regime,session,fwd_5_sym,fwd_5_u,fwd_5_h,mark_5_sym,mark_5_u,mark_5_h,fwd_20_sym,fwd_20_u,fwd_20_h,mark_20_sym,mark_20_u,mark_20_h,fwd_100_sym,fwd_100_u,fwd_100_h,mark_100_sym,mark_100_u,mark_100_h,baseline_loo_u20,resid_u20_bsr_loo
1,827500,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,buy,5247.0,8,41976.0,5244.5,5.0,wide,late,5240.5,5240.5,10005.5,-4.0,-4.0,-0.5,5238.5,5238.5,10013.0,-6.0,-6.0,7.0,5253.0,5253.0,10030.0,8.5,8.5,24.0,0.7050359712230215,-6.705035971223022
1,832000,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,buy,5244.0,6,31464.0,5241.5,5.0,wide,late,5242.5,5242.5,10016.0,1.0,1.0,-1.0,5245.5,5245.5,10034.0,4.0,4.0,17.0,5258.0,5258.0,10025.0,16.5,16.5,8.0,0.8888888888888888,3.111111111111111
1,832100,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5239.0,8,41912.0,5241.5,5.0,wide,late,5242.5,5242.5,10016.0,1.0,1.0,-3.0,5244.5,5244.5,10038.0,3.0,3.0,19.0,5258.5,5258.5,10028.0,17.0,17.0,9.0,1.2538461538461538,1.7461538461538462
1,832700,VELVETFRUIT_EXTRACT,Mark 55,Mark 22,buy,5242.0,3,15726.0,5241.0,2.0,tight,late,5243.5,5243.5,10025.0,2.5,2.5,7.0,5245.5,5245.5,10035.0,4.5,4.5,17.0,5257.5,5257.5,10024.0,16.5,16.5,6.0,1.8461538461538463,2.6538461538461537
1,833600,HYDROGEL_PACK,Mark 14,Mark 38,sell,10025.0,2,20050.0,10033.0,16.0,wide,late,10038.0,5244.5,10038.0,5.0,-2.0,5.0,10035.0,5247.5,10035.0,2.0,1.0,2.0,10029.0,5257.5,10029.0,-4.0,11.0,-4.0,0.07516339869281045,0.9248366013071896
1,834900,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5243.0,7,36701.0,5245.5,5.0,wide,late,5249.5,5249.5,10040.0,4.0,4.0,7.5,5249.5,5249.5,10042.0,4.0,4.0,9.5,5258.5,5258.5,10027.0,13.0,13.0,-5.5,1.2384615384615385,2.7615384615384615
1,836000,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5244.0,6,31464.0,5246.5,5.0,wide,late,5248.5,5248.5,10046.0,2.0,2.0,2.0,5253.0,5253.0,10020.0,6.5,6.5,-24.0,5261.5,5261.5,10026.0,15.0,15.0,-18.0,-0.296,6.796
1,837000,HYDROGEL_PACK,Mark 38,Mark 14,buy,10047.0,6,60282.0,10039.0,16.0,wide,late,10030.0,5253.0,10030.0,-9.0,1.5,-9.0,10030.0,5250.5,10030.0,-9.0,-1.0,-9.0,10027.0,5261.5,10027.0,-12.0,10.0,-12.0,-0.08552631578947369,-0.9144736842105263
1,838700,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,buy,5252.0,11,57772.0,5251.5,1.0,tight,late,5251.5,5251.5,10030.0,0.0,0.0,6.0,5255.0,5255.0,10024.0,3.5,3.5,0.0,5263.5,5263.5,10028.0,12.0,12.0,4.0,1.6136363636363635,1.8863636363636365
1,839600,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,buy,5253.0,8,42024.0,5252.0,2.0,tight,late,5253.5,5253.5,10024.0,1.5,1.5,-1.0,5257.5,5257.5,10028.0,5.5,5.5,3.0,5267.5,5267.5,10039.0,15.5,15.5,14.0,1.5909090909090908,3.909090909090909
1,840400,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5253.0,3,15759.0,5255.5,5.0,wide,late,5255.0,5255.0,10024.0,-0.5,-0.5,1.0,5257.0,5257.0,10023.0,1.5,1.5,0.0,5261.5,5261.5,10035.0,6.0,6.0,12.0,1.2769230769230768,0.22307692307692317
1,843100,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5255.0,4,21020.0,5257.5,5.0,wide,late,5257.5,5257.5,10029.0,0.0,0.0,5.0,5258.0,5258.0,10022.0,0.5,0.5,-2.0,5267.5,5267.5,10038.0,10.0,10.0,14.0,1.2923076923076924,-0.7923076923076924
1,844200,HYDROGEL_PACK,Mark 38,Mark 14,buy,10033.0,6,60198.0,10025.0,16.0,wide,late,10028.0,5257.5,10028.0,3.0,-2.0,3.0,10027.0,5261.5,10027.0,2.0,2.0,2.0,10041.0,5274.5,10041.0,16.0,15.0,16.0,-0.10526315789473684,2.1052631578947367
1,844800,HYDROGEL_PACK,Mark 38,Mark 14,buy,10034.0,3,30102.0,10026.0,16.0,wide,late,10028.0,5257.5,10028.0,2.0,0.0,2.0,10027.0,5262.0,10027.0,1.0,4.5,1.0,10045.0,5272.5,10045.0,19.0,15.0,19.0,-0.12171052631578948,4.621710526315789
1,845400,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,buy,5256.0,8,42048.0,5255.5,1.0,tight,late,5259.5,5259.5,10024.0,4.0,4.0,0.0,5260.0,5260.0,10032.0,4.5,4.5,8.0,5275.5,5275.5,10044.5,20.0,20.0,20.5,1.6022727272727273,2.8977272727272725
1,845500,HYDROGEL_PACK,Mark 14,Mark 38,sell,10013.0,6,60078.0,10021.0,16.0,wide,late,10026.0,5261.5,10026.0,5.0,4.5,5.0,10031.0,5260.5,10031.0,10.0,3.5,10.0,10050.0,5274.5,10050.0,29.0,17.5,29.0,0.058823529411764705,3.4411764705882355
1,847200,HYDROGEL_PACK,Mark 14,Mark 38,sell,10022.0,5,50110.0,10030.0,16.0,wide,late,10034.0,5259.5,10034.0,4.0,-1.0,4.0,10032.0,5266.5,10032.0,2.0,6.0,2.0,10059.0,5270.5,10059.0,29.0,10.0,29.0,0.042483660130718956,5.957516339869281
1,848200,VEV_4000,Mark 38,Mark 14,buy,1272.0,2,2544.0,1261.5,21.0,wide,late,1263.5,5263.5,10028.0,2.0,2.0,-2.0,1263.5,5263.5,10036.0,2.0,2.0,6.0,1264.0,5263.5,10063.0,2.5,2.0,33.0,0.28431372549019607,1.715686274509804
1,848400,HYDROGEL_PACK,Mark 38,Mark 14,buy,10040.0,3,30120.0,10032.0,16.0,wide,late,10032.0,5264.5,10032.0,0.0,3.5,0.0,10035.0,5261.5,10035.0,3.0,0.5,3.0,10068.0,5263.0,10068.0,36.0,2.0,36.0,-0.09539473684210527,0.5953947368421053
1,848900,VEV_5300,Mark 14,Mark 22,sell,51.0,5,255.0,52.0,2.0,wide,late,53.0,5267.5,10034.0,1.0,3.0,2.0,51.0,5262.5,10035.0,-1.0,-2.0,3.0,51.0,5263.5,10073.0,-1.0,-1.0,41.0,-0.625,-1.375
1,848900,VEV_5500,Mark 14,Mark 22,sell,7.0,5,35.0,7.5,1.0,wide,late,7.5,5267.5,10034.0,0.0,3.0,2.0,6.5,5262.5,10035.0,-1.0,-2.0,3.0,7.0,5263.5,10073.0,-0.5,-1.0,41.0,,
1,848900,VEV_6000,Mark 01,Mark 22,sell,0.0,5,0.0,0.5,1.0,wide,late,0.5,5267.5,10034.0,0.0,3.0,2.0,0.5,5262.5,10035.0,0.0,-2.0,3.0,0.5,5263.5,10073.0,0.0,-1.0,41.0,0.14210526315789473,-2.1421052631578945
1,848900,VEV_6500,Mark 01,Mark 22,sell,0.0,5,0.0,0.5,1.0,wide,late,0.5,5267.5,10034.0,0.0,3.0,2.0,0.5,5262.5,10035.0,0.0,-2.0,3.0,0.5,5263.5,10073.0,0.0,-1.0,41.0,0.14210526315789473,-2.1421052631578945
1,849200,VEV_4000,Mark 14,Mark 38,sell,1256.0,2,2512.0,1266.5,21.0,wide,late,1266.0,5266.0,10037.0,-0.5,-0.5,5.0,1255.0,5260.5,10038.0,-11.5,-6.0,6.0,1262.5,5262.5,10075.0,-4.0,-4.0,43.0,-0.28205128205128205,-5.717948717948718
1,849300,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,buy,5270.0,8,42160.0,5267.5,5.0,wide,late,5264.5,5264.5,10037.0,-3.0,-3.0,3.0,5260.0,5260.0,10034.0,-7.5,-7.5,0.0,5262.5,5262.5,10076.0,-5.0,-5.0,42.0,0.7158273381294964,-8.215827338129497
1,850300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5260.0,7,36820.0,5261.0,2.0,tight,late,5262.5,5262.5,10038.0,1.5,1.5,0.0,5265.5,5265.5,10043.0,4.5,4.5,5.0,5261.5,5261.5,10078.0,0.5,0.5,40.0,-0.4067796610169492,4.906779661016949
1,850600,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,buy,5261.0,5,26305.0,5260.0,2.0,tight,late,5261.5,5261.5,10035.0,1.5,1.5,-6.0,5266.5,5266.5,10040.5,6.5,6.5,-0.5,5258.0,5258.0,10079.0,-2.0,-2.0,38.0,1.9662162162162162,4.533783783783784
1,851200,VEV_5400,Mark 01,Mark 22,sell,16.0,3,48.0,16.5,1.0,mid,late,16.5,5262.5,10042.0,0.0,2.0,4.0,18.0,5269.5,10037.0,1.5,9.0,-1.0,15.5,5257.5,10068.0,-1.0,-3.0,30.0,0.6153846153846154,8.384615384615385
1,851200,VEV_5500,Mark 01,Mark 22,sell,6.0,3,18.0,6.5,1.0,wide,late,6.5,5262.5,10042.0,0.0,2.0,4.0,7.5,5269.5,10037.0,1.0,9.0,-1.0,6.5,5257.5,10068.0,0.0,-3.0,30.0,-0.016666666666666666,9.016666666666667
1,851200,VEV_6000,Mark 01,Mark 22,sell,0.0,3,0.0,0.5,1.0,wide,late,0.5,5262.5,10042.0,0.0,2.0,4.0,0.5,5269.5,10037.0,0.0,9.0,-1.0,0.5,5257.5,10068.0,0.0,-3.0,30.0,0.02631578947368421,8.973684210526315
1,851200,VEV_6500,Mark 01,Mark 22,sell,0.0,3,0.0,0.5,1.0,wide,late,0.5,5262.5,10042.0,0.0,2.0,4.0,0.5,5269.5,10037.0,0.0,9.0,-1.0,0.5,5257.5,10068.0,0.0,-3.0,30.0,0.02631578947368421,8.973684210526315
1,851700,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5260.0,6,31560.0,5262.5,5.0,wide,late,5267.0,5267.0,10044.0,4.5,4.5,2.0,5272.5,5272.5,10039.0,10.0,10.0,-3.0,5258.5,5258.5,10065.0,-4.0,-4.0,23.0,1.146153846153846,8.853846153846154
1,852200,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,buy,5270.0,4,21080.0,5267.0,6.0,wide,late,5266.0,5266.0,10042.0,-1.0,-1.0,-2.0,5274.5,5274.5,10041.0,7.5,7.5,-3.0,5254.5,5254.5,10058.0,-12.5,-12.5,14.0,0.6079136690647482,6.892086330935252
1,852900,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5265.0,7,36855.0,5266.0,2.0,tight,late,5270.0,5270.0,10040.0,4.0,4.0,0.0,5275.5,5275.5,10043.5,9.5,9.5,3.5,5254.5,5254.5,10041.5,-11.5,-11.5,1.5,-0.5416666666666666,10.041666666666666
1,853500,HYDROGEL_PACK,Mark 14,Mark 38,sell,10032.0,4,40128.0,10040.0,16.0,wide,late,10043.0,5274.5,10043.0,3.0,3.5,3.0,10050.0,5274.5,10050.0,10.0,3.5,10.0,10046.0,5254.5,10046.0,6.0,-16.5,6.0,0.058823529411764705,3.4411764705882355
1,853900,HYDROGEL_PACK,Mark 38,Mark 14,buy,10047.0,6,60282.0,10039.0,16.0,wide,late,10046.0,5276.0,10046.0,7.0,3.5,7.0,10050.0,5271.5,10050.0,11.0,-1.0,11.0,10049.0,5255.0,10049.0,10.0,-17.5,10.0,-0.08552631578947369,-0.9144736842105263
1,854900,HYDROGEL_PACK,Mark 38,Mark 14,buy,10052.0,2,20104.0,10043.5,17.0,wide,late,10044.5,5275.5,10044.5,1.0,0.0,1.0,10059.0,5272.5,10059.0,15.5,-3.0,15.5,10058.0,5255.5,10058.0,14.5,-20.0,14.5,-0.07236842105263158,-2.9276315789473686
1,855500,VEV_4000,Mark 14,Mark 38,sell,1264.0,3,3792.0,1274.5,21.0,wide,late,1272.0,5272.0,10048.0,-2.5,-2.5,-2.0,1265.5,5265.5,10060.0,-9.0,-9.0,10.0,1255.5,5255.0,10049.5,-19.0,-19.5,-0.5,-0.24358974358974358,-8.756410256410257
1,856600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5269.0,3,15807.0,5271.5,5.0,wide,late,5271.5,5271.5,10058.0,0.0,0.0,-1.0,5264.5,5264.5,10069.0,-7.0,-7.0,10.0,5252.5,5252.5,10044.0,-19.0,-19.0,-15.0,1.4076923076923078,-8.407692307692308
1,860100,HYDROGEL_PACK,Mark 38,Mark 14,buy,10086.0,2,20172.0,10078.0,16.0,wide,late,10079.0,5258.0,10079.0,1.0,-5.0,1.0,10059.0,5255.5,10059.0,-19.0,-7.5,-19.0,10048.0,5246.5,10048.0,-30.0,-16.5,-30.0,-0.04276315789473684,-7.457236842105263
1,862900,HYDROGEL_PACK,Mark 14,Mark 38,sell,10038.0,6,60228.0,10041.5,7.0,tight,late,10047.0,5255.5,10047.0,5.5,1.0,5.5,10058.0,5255.5,10058.0,16.5,1.0,16.5,10021.0,5242.5,10021.0,-20.5,-12.0,-20.5,-0.5912162162162162,1.5912162162162162
1,863300,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,buy,5254.0,12,63048.0,5253.5,1.0,tight,late,5254.5,5254.5,10049.0,1.0,1.0,2.0,5254.5,5254.5,10052.5,1.0,1.0,5.5,5242.5,5242.5,10022.0,-11.0,-11.0,-25.0,1.6420454545454546,-0.6420454545454546
1,865400,VEV_5400,Mark 01,Mark 22,sell,14.0,5,70.0,15.0,2.0,wide,late,14.5,5252.5,10054.0,-0.5,-1.5,1.0,14.0,5248.5,10046.0,-1.0,-5.5,-7.0,12.5,5239.5,10021.0,-2.5,-14.5,-32.0,0.14814814814814814,-5.648148148148148
1,865400,VEV_5500,Mark 01,Mark 22,sell,6.0,5,30.0,6.5,1.0,wide,late,6.0,5252.5,10054.0,-0.5,-1.5,1.0,5.5,5248.5,10046.0,-1.0,-5.5,-7.0,5.0,5239.5,10021.0,-1.5,-14.5,-32.0,0.14444444444444443,-5.644444444444445
1,865400,VEV_6000,Mark 01,Mark 22,sell,0.0,5,0.0,0.5,1.0,wide,late,0.5,5252.5,10054.0,0.0,-1.5,1.0,0.5,5248.5,10046.0,0.0,-5.5,-7.0,0.5,5239.5,10021.0,0.0,-14.5,-32.0,0.17894736842105263,-5.678947368421053
1,865400,VEV_6500,Mark 01,Mark 22,sell,0.0,5,0.0,0.5,1.0,wide,late,0.5,5252.5,10054.0,0.0,-1.5,1.0,0.5,5248.5,10046.0,0.0,-5.5,-7.0,0.5,5239.5,10021.0,0.0,-14.5,-32.0,0.17894736842105263,-5.678947368421053
1,866300,HYDROGEL_PACK,Mark 38,Mark 14,buy,10060.0,6,60360.0,10052.0,16.0,wide,late,10045.0,5251.0,10045.0,-7.0,-2.5,-7.0,10047.0,5250.5,10047.0,-5.0,-3.0,-5.0,10012.0,5239.5,10012.0,-40.0,-14.0,-40.0,-0.07236842105263158,-2.9276315789473686
1,867100,HYDROGEL_PACK,Mark 14,Mark 38,sell,10039.0,5,50195.0,10047.0,16.0,wide,late,10043.0,5248.0,10043.0,-4.0,-2.5,-4.0,10052.0,5245.5,10052.0,5.0,-5.0,5.0,10009.0,5237.5,10009.0,-38.0,-13.0,-38.0,0.11437908496732026,-5.11437908496732
1,867800,VEV_4000,Mark 38,Mark 14,buy,1261.0,2,2522.0,1250.5,21.0,wide,late,1250.5,5250.5,10047.0,0.0,0.0,3.0,1245.5,5245.5,10044.5,-5.0,-5.0,0.5,1238.5,5238.5,10010.0,-12.0,-12.0,-34.0,0.4215686274509804,-5.421568627450981
1,868700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5246.0,4,20984.0,5248.5,5.0,wide,late,5244.5,5244.5,10053.0,-4.0,-4.0,1.0,5245.5,5245.5,10042.0,-3.0,-3.0,-10.0,5238.5,5238.5,10004.0,-10.0,-10.0,-48.0,-0.22,-2.78
1,868800,VEV_5500,Mark 01,Mark 22,sell,5.0,2,10.0,5.5,1.0,wide,late,5.5,5245.0,10053.0,0.0,-3.5,2.0,5.5,5244.5,10041.0,0.0,-4.0,-10.0,4.5,5238.5,10004.0,-1.0,-10.0,-47.0,0.12777777777777777,-4.127777777777778
1,868800,VEV_6000,Mark 01,Mark 22,sell,0.0,2,0.0,0.5,1.0,wide,late,0.5,5245.0,10053.0,0.0,-3.5,2.0,0.5,5244.5,10041.0,0.0,-4.0,-10.0,0.5,5238.5,10004.0,0.0,-10.0,-47.0,0.1631578947368421,-4.163157894736842
1,868800,VEV_6500,Mark 01,Mark 22,sell,0.0,2,0.0,0.5,1.0,wide,late,0.5,5245.0,10053.0,0.0,-3.5,2.0,0.5,5244.5,10041.0,0.0,-4.0,-10.0,0.5,5238.5,10004.0,0.0,-10.0,-47.0,0.1631578947368421,-4.163157894736842
1,869600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5241.0,5,26205.0,5243.5,5.0,wide,late,5246.5,5246.5,10048.0,3.0,3.0,0.0,5244.5,5244.5,10035.0,1.0,1.0,-13.0,5239.5,5239.5,10001.0,-4.0,-4.0,-47.0,1.2846153846153847,-0.2846153846153847
1,870000,HYDROGEL_PACK,Mark 38,Mark 14,buy,10058.0,3,30174.0,10050.0,16.0,wide,late,10046.0,5243.5,10046.0,-4.0,-3.0,-4.0,10032.0,5243.5,10032.0,-18.0,-3.0,-18.0,9994.0,5239.0,9994.0,-56.0,-7.5,-56.0,-0.07236842105263158,-2.9276315789473686
1,870100,VEV_4000,Mark 14,Mark 38,sell,1236.0,3,3708.0,1246.5,21.0,wide,late,1245.5,5245.5,10044.0,-1.0,-1.0,-4.0,1244.5,5244.5,10030.0,-2.0,-2.0,-18.0,1239.5,5239.5,9993.0,-7.0,-7.0,-55.0,-0.3333333333333333,-1.6666666666666667
1,870200,VEV_4000,Mark 38,Mark 14,buy,1257.0,3,3771.0,1246.5,21.0,wide,late,1245.5,5245.5,10042.0,-1.0,-1.0,-5.0,1244.0,5244.0,10028.0,-2.5,-2.5,-19.0,1239.5,5239.5,9988.0,-7.0,-7.0,-59.0,0.37254901960784315,-2.872549019607843
1,871500,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5241.0,8,41928.0,5243.5,5.0,wide,late,5243.5,5243.5,10032.0,0.0,0.0,-7.0,5242.0,5242.0,10021.0,-1.5,-1.5,-18.0,5243.5,5243.5,9990.0,0.0,0.0,-49.0,-0.232,-1.268
1,871700,HYDROGEL_PACK,Mark 14,Mark 38,sell,10027.0,5,50135.0,10035.0,16.0,wide,late,10028.0,5244.0,10028.0,-7.0,-0.5,-7.0,10025.0,5241.5,10025.0,-10.0,-3.0,-10.0,9994.0,5244.5,9994.0,-41.0,0.0,-41.0,0.10130718954248366,-3.1013071895424837
1,873600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5238.0,7,36666.0,5240.5,5.0,wide,late,5242.5,5242.5,10024.0,2.0,2.0,0.0,5238.5,5238.5,10018.5,-2.0,-2.0,-5.5,5250.0,5250.0,9988.5,9.5,9.5,-35.5,1.3307692307692307,-3.3307692307692305
1,874400,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,buy,5246.0,3,15738.0,5243.5,5.0,wide,late,5244.5,5244.5,10019.0,1.0,1.0,-5.0,5239.5,5239.5,10012.0,-4.0,-4.0,-12.0,5256.5,5256.5,9999.0,13.0,13.0,-25.0,0.6906474820143885,-4.690647482014389
1,876000,HYDROGEL_PACK,Mark 38,Mark 14,buy,10025.0,4,40100.0,10017.0,16.0,wide,late,10009.0,5239.5,10009.0,-8.0,0.0,-8.0,10008.0,5237.5,10008.0,-9.0,-2.0,-9.0,10000.0,5254.0,10000.0,-17.0,14.5,-17.0,-0.07894736842105263,-1.9210526315789473
1,876400,HYDROGEL_PACK,Mark 38,Mark 14,buy,10020.0,3,30060.0,10012.0,16.0,wide,late,10010.0,5237.0,10010.0,-2.0,-2.5,-2.0,10002.0,5235.5,10002.0,-10.0,-4.0,-10.0,9997.0,5257.5,9997.0,-15.0,18.0,-15.0,-0.06578947368421052,-3.9342105263157894
1,876500,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,buy,5242.0,6,31452.0,5239.5,5.0,wide,late,5237.5,5237.5,10010.0,-2.0,-2.0,1.0,5236.5,5236.5,10004.0,-3.0,-3.0,-5.0,5255.5,5255.5,9995.0,16.0,16.0,-14.0,0.6834532374100719,-3.683453237410072
1,876800,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,buy,5240.0,8,41920.0,5237.5,5.0,wide,late,5237.5,5237.5,10011.0,0.0,0.0,1.0,5238.5,5238.5,10004.0,1.0,1.0,-6.0,5255.5,5255.5,9996.0,18.0,18.0,-14.0,0.6546762589928058,0.3453237410071942
1,877600,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,buy,5239.0,5,26195.0,5236.5,5.0,wide,late,5237.0,5237.0,10006.0,0.5,0.5,-4.0,5239.5,5239.5,10001.0,3.0,3.0,-9.0,5254.5,5254.5,10005.0,18.0,18.0,-5.0,0.9012345679012346,2.0987654320987654
1,878500,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,buy,5239.0,4,20956.0,5236.5,5.0,wide,late,5236.5,5236.5,10001.0,0.0,0.0,-3.0,5238.5,5238.5,9992.0,2.0,2.0,-12.0,5248.5,5248.5,10011.0,12.0,12.0,7.0,0.9135802469135802,1.0864197530864197
1,879700,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,buy,5238.0,11,57618.0,5237.5,1.0,tight,late,5239.5,5239.5,9988.0,2.0,2.0,-13.0,5244.5,5244.5,9994.0,7.0,7.0,-7.0,5247.5,5247.5,10008.0,10.0,10.0,7.0,1.5738636363636365,5.426136363636363
1,881400,VEV_4000,Mark 14,Mark 38,sell,1229.0,1,1229.0,1239.5,21.0,wide,late,1245.5,5246.0,9997.0,6.0,5.0,3.5,1248.5,5248.5,9997.0,9.0,7.5,3.5,1249.5,5249.5,9999.0,10.0,8.5,5.5,-0.4551282051282051,7.955128205128205
1,881800,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5244.0,4,20976.0,5246.5,5.0,wide,late,5247.5,5247.5,9999.0,1.0,1.0,5.0,5252.0,5252.0,9992.0,5.5,5.5,-2.0,5251.0,5251.0,9993.0,4.5,4.5,-1.0,1.2153846153846153,4.2846153846153845
1,882600,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,buy,5248.0,10,52480.0,5247.0,2.0,tight,late,5247.0,5247.0,9998.0,0.0,0.0,-1.0,5256.5,5256.5,9997.0,9.5,9.5,-2.0,5250.5,5250.5,9996.0,3.5,3.5,-3.0,1.9256756756756757,7.574324324324325
1,883800,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5251.0,8,42008.0,5252.0,2.0,tight,late,5255.5,5255.5,9997.0,3.5,3.5,5.0,5252.5,5252.5,10001.0,0.5,0.5,9.0,5254.5,5254.5,9988.0,2.5,2.5,-4.0,-0.3389830508474576,0.8389830508474576
1,883900,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5251.0,3,15753.0,5253.5,5.0,wide,late,5256.5,5256.5,9999.0,3.0,3.0,5.0,5254.5,5254.5,10003.0,1.0,1.0,9.0,5253.5,5253.5,9988.0,0.0,0.0,-6.0,1.2846153846153847,-0.2846153846153847
1,884200,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5253.0,4,21012.0,5255.5,5.0,wide,late,5256.5,5256.5,9993.0,1.0,1.0,-3.0,5255.5,5255.5,9997.0,0.0,0.0,1.0,5254.5,5254.5,9989.0,-1.0,-1.0,-7.0,1.3,-1.3
1,884600,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5254.0,7,36778.0,5256.5,5.0,wide,late,5255.5,5255.5,9997.0,-1.0,-1.0,0.0,5256.0,5256.0,9995.0,-0.5,-0.5,-2.0,5253.5,5253.5,9983.0,-3.0,-3.0,-14.0,-0.24,-0.26
1,886300,VEV_4000,Mark 14,Mark 38,sell,1246.0,3,3738.0,1256.5,21.0,wide,late,1255.5,5255.5,9996.0,-1.0,-1.0,0.0,1250.5,5251.0,10011.0,-6.0,-5.5,15.0,1250.5,5250.5,9987.0,-6.0,-6.0,-9.0,-0.28846153846153844,-5.211538461538462
1,886600,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,buy,5259.0,5,26295.0,5256.0,6.0,wide,late,5256.5,5256.5,9998.0,0.5,0.5,3.0,5249.0,5249.0,10010.0,-7.0,-7.0,15.0,5249.5,5249.5,9988.0,-6.5,-6.5,-7.0,0.7122302158273381,-7.712230215827338
1,887200,HYDROGEL_PACK,Mark 38,Mark 14,buy,10007.0,2,20014.0,9999.0,16.0,wide,late,10004.0,5254.5,10004.0,5.0,-1.0,5.0,10014.0,5249.5,10014.0,15.0,-6.0,15.0,9991.0,5245.0,9991.0,-8.0,-10.5,-8.0,-0.05263157894736842,-5.947368421052632
1,887800,VELVETFRUIT_EXTRACT,Mark 49,Mark 22,sell,5252.0,8,42016.0,5253.5,3.0,tight,late,5251.0,5251.0,10011.0,-2.5,-2.5,5.0,5246.0,5246.0,10009.0,-7.5,-7.5,3.0,5248.5,5248.5,10000.0,-5.0,-5.0,-6.0,-2.272727272727273,-5.227272727272727
1,888300,VEV_4000,Mark 38,Mark 14,buy,1261.0,2,2522.0,1250.5,21.0,wide,late,1250.5,5250.5,10014.0,0.0,-0.5,3.0,1243.5,5243.5,10006.0,-7.0,-7.5,-5.0,1249.5,5249.5,9995.0,-1.0,-1.5,-16.0,0.47058823529411764,-7.970588235294118
1,890200,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5240.0,4,20960.0,5242.5,5.0,wide,late,5246.5,5246.5,10001.0,4.0,4.0,-9.0,5249.5,5249.5,9990.0,7.0,7.0,-20.0,5251.5,5251.5,10000.0,9.0,9.0,-10.0,-0.3,7.3
1,891000,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5245.0,3,15735.0,5247.5,5.0,wide,late,5249.5,5249.5,9998.0,2.0,2.0,-4.0,5251.5,5251.5,9996.0,4.0,4.0,-6.0,5252.5,5252.5,9995.0,5.0,5.0,-7.0,1.2384615384615385,2.7615384615384615
1,892000,HYDROGEL_PACK,Mark 38,Mark 14,buy,10000.0,6,60000.0,9992.0,16.0,wide,late,9994.0,5250.5,9994.0,2.0,0.5,2.0,9988.0,5254.0,9988.0,-4.0,4.0,-4.0,9999.0,5255.5,9999.0,7.0,5.5,7.0,-0.11842105263157894,4.118421052631579
1,894300,HYDROGEL_PACK,Mark 14,Mark 38,sell,9981.0,6,59886.0,9988.5,15.0,tight,late,9982.0,5252.0,9982.0,-6.5,-0.5,-6.5,9987.0,5250.5,9987.0,-1.5,-2.0,-1.5,10010.0,5260.5,10010.0,21.5,8.0,21.5,-0.5709459459459459,-1.429054054054054
1,896900,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,buy,5247.0,11,57717.0,5246.5,1.0,tight,late,5248.5,5248.5,9989.0,2.0,2.0,-2.0,5248.5,5248.5,9992.0,2.0,2.0,1.0,5252.5,5252.5,10019.0,6.0,6.0,28.0,1.6306818181818181,0.3693181818181819
1,898200,HYDROGEL_PACK,Mark 22,Mark 38,sell,9995.0,4,39980.0,9999.0,8.0,tight,late,9998.0,5248.5,9998.0,-1.0,1.0,-1.0,10000.0,5251.5,10000.0,1.0,4.0,1.0,10015.0,5256.0,10015.0,16.0,8.5,16.0,0.1,3.9
