day,timestamp,s5200,s5300,s_ext,m_ext
1,501600,3.0,2.0,5.0,5246.5
1,481900,3.0,2.0,5.0,5242.5
1,86500,3.0,2.0,5.0,5236.5
1,703200,1.0,1.0,5.0,5250.5
1,792900,3.0,2.0,6.0,5257.0
1,725800,3.0,2.0,5.0,5262.5
1,394500,3.0,2.0,6.0,5240.0
1,438100,3.0,2.0,5.0,5232.5
1,340200,3.0,2.0,5.0,5249.5
1,234000,3.0,2.0,2.0,5242.0
1,82100,3.0,2.0,5.0,5237.5
1,395200,3.0,2.0,5.0,5239.5
1,351400,3.0,2.0,5.0,5243.5
1,637400,2.0,2.0,5.0,5218.5
1,117900,3.0,2.0,5.0,5257.5
1,929400,3.0,3.0,5.0,5277.5
1,374600,3.0,2.0,6.0,5254.0
1,194900,3.0,2.0,5.0,5233.5
1,449600,3.0,2.0,5.0,5245.5
1,82400,3.0,2.0,5.0,5238.5
1,147600,4.0,2.0,5.0,5268.5
1,378900,3.0,2.0,6.0,5249.0
1,950100,3.0,3.0,5.0,5253.5
1,91000,3.0,2.0,5.0,5242.5
1,830300,3.0,2.0,6.0,5239.0
1,447900,3.0,2.0,5.0,5253.5
1,6800,3.0,2.0,5.0,5248.5
1,938600,3.0,2.0,4.0,5262.0
1,359900,3.0,3.0,5.0,5248.5
1,564200,3.0,2.0,6.0,5233.0
1,804600,3.0,2.0,4.0,5242.0
1,891800,3.0,2.0,6.0,5251.0
1,79900,3.0,2.0,5.0,5238.5
1,134400,3.0,2.0,5.0,5262.5
1,434600,3.0,2.0,5.0,5230.5
1,101400,3.0,2.0,5.0,5250.5
1,718000,3.0,3.0,5.0,5268.5
1,346700,3.0,2.0,5.0,5246.5
1,570500,3.0,2.0,5.0,5236.5
1,49200,3.0,2.0,5.0,5243.5
1,704200,3.0,3.0,5.0,5256.5
1,365600,3.0,2.0,5.0,5252.5
1,372100,3.0,2.0,6.0,5253.0
1,209700,3.0,3.0,5.0,5249.5
1,939600,3.0,2.0,6.0,5263.0
1,113400,3.0,3.0,5.0,5261.5
1,391400,3.0,2.0,2.0,5246.0
1,944000,2.0,2.0,5.0,5240.5
1,561600,3.0,2.0,5.0,5228.5
1,310400,4.0,2.0,5.0,5267.5
1,711900,4.0,2.0,6.0,5265.0
1,74800,2.0,2.0,6.0,5240.0
1,52900,3.0,2.0,5.0,5245.5
1,939900,3.0,2.0,5.0,5263.5
1,862400,3.0,2.0,6.0,5256.0
1,299300,3.0,2.0,5.0,5269.5
1,98900,3.0,3.0,3.0,5246.5
1,971300,3.0,2.0,5.0,5267.5
1,459400,3.0,2.0,6.0,5246.0
1,838600,3.0,2.0,6.0,5253.0
1,50200,3.0,2.0,5.0,5246.5
1,160300,3.0,3.0,5.0,5255.5
1,307800,3.0,3.0,5.0,5271.5
1,696400,2.0,2.0,5.0,5237.5
1,174600,3.0,2.0,5.0,5246.5
1,590100,3.0,2.0,5.0,5241.5
1,393500,3.0,2.0,6.0,5244.0
1,203400,3.0,2.0,5.0,5241.5
1,166000,3.0,3.0,5.0,5250.5
1,67200,3.0,2.0,5.0,5246.5
1,811100,3.0,2.0,5.0,5236.5
1,142800,3.0,3.0,5.0,5262.5
1,88400,3.0,2.0,5.0,5242.5
1,540200,3.0,2.0,6.0,5237.0
1,441100,3.0,2.0,5.0,5236.5
1,323000,3.0,3.0,5.0,5253.5
1,638100,2.0,2.0,5.0,5212.5
1,104500,3.0,2.0,5.0,5249.5
1,583200,3.0,2.0,5.0,5237.5
1,764800,3.0,2.0,5.0,5268.5
1,538700,3.0,2.0,5.0,5235.5
1,64600,3.0,2.0,5.0,5242.5
1,591800,3.0,2.0,5.0,5243.5
1,926300,3.0,3.0,5.0,5275.5
1,309100,3.0,2.0,5.0,5267.5
1,974300,3.0,2.0,5.0,5259.5
1,610700,3.0,2.0,5.0,5222.5
1,190700,3.0,2.0,5.0,5236.5
1,830100,3.0,2.0,2.0,5239.0
1,152800,3.0,2.0,5.0,5256.5
1,921500,4.0,2.0,5.0,5272.5
1,589000,2.0,2.0,5.0,5245.5
1,253200,4.0,2.0,5.0,5262.5
1,814100,2.0,2.0,5.0,5229.5
1,759800,3.0,2.0,5.0,5276.5
1,321800,3.0,2.0,6.0,5250.0
1,302400,3.0,2.0,5.0,5269.5
1,415300,3.0,2.0,5.0,5234.5
1,734900,4.0,3.0,5.0,5281.5
1,713500,3.0,2.0,6.0,5271.0
1,508200,3.0,3.0,5.0,5262.5
1,646800,3.0,2.0,5.0,5206.5
1,900100,3.0,2.0,5.0,5250.5
1,350900,3.0,2.0,5.0,5245.5
1,716400,3.0,3.0,5.0,5274.5
1,666900,3.0,2.0,6.0,5222.0
1,827100,3.0,2.0,5.0,5244.5
1,66700,3.0,2.0,5.0,5242.5
1,544800,2.0,2.0,5.0,5237.5
1,728700,3.0,2.0,6.0,5259.0
1,609300,2.0,2.0,5.0,5223.5
1,189900,2.0,2.0,5.0,5239.5
1,931800,3.0,2.0,5.0,5275.5
1,620200,3.0,2.0,5.0,5232.5
1,105600,3.0,2.0,5.0,5257.5
1,551300,3.0,2.0,5.0,5233.5
1,523500,3.0,2.0,2.0,5258.0
1,622200,3.0,2.0,5.0,5234.5
1,945200,3.0,2.0,5.0,5245.5
1,863900,3.0,2.0,6.0,5255.0
1,470600,3.0,2.0,5.0,5254.5
1,31800,3.0,2.0,5.0,5234.5
1,954600,3.0,2.0,6.0,5265.0
1,278300,3.0,2.0,5.0,5255.5
1,267700,3.0,3.0,5.0,5248.5
1,958800,3.0,2.0,6.0,5262.0
1,799900,3.0,2.0,5.0,5251.5
1,347700,3.0,2.0,5.0,5247.5
1,959800,3.0,2.0,6.0,5262.0
1,370300,3.0,2.0,3.0,5251.5
1,376600,1.0,2.0,5.0,5246.5
1,184500,3.0,2.0,5.0,5241.5
1,21000,3.0,2.0,6.0,5226.0
1,701700,3.0,2.0,6.0,5242.0
1,444800,2.0,2.0,5.0,5241.5
1,718900,3.0,2.0,5.0,5267.5
1,258700,3.0,3.0,6.0,5256.0
1,58000,3.0,2.0,5.0,5247.5
1,360300,3.0,3.0,5.0,5248.5
1,93600,3.0,2.0,5.0,5243.5
1,454500,3.0,2.0,5.0,5248.5
1,167100,3.0,2.0,5.0,5254.5
1,410000,3.0,2.0,6.0,5235.0
1,613000,3.0,2.0,4.0,5227.0
1,785400,3.0,2.0,5.0,5254.5
1,550200,3.0,2.0,5.0,5234.5
1,308000,3.0,3.0,6.0,5271.0
1,254400,3.0,2.0,6.0,5265.0
1,26800,3.0,2.0,5.0,5229.5
1,482600,3.0,3.0,5.0,5244.5
1,422200,2.0,2.0,2.0,5228.0
1,313500,3.0,2.0,5.0,5261.5
1,446700,3.0,2.0,5.0,5251.5
1,691900,3.0,2.0,5.0,5236.5
1,916300,3.0,2.0,6.0,5261.0
1,386100,3.0,2.0,5.0,5245.5
1,962300,3.0,2.0,5.0,5266.5
1,456700,3.0,2.0,5.0,5243.5
1,48600,3.0,3.0,5.0,5245.5
1,284200,3.0,3.0,5.0,5261.5
1,50600,3.0,2.0,5.0,5244.5
1,448800,3.0,2.0,5.0,5249.5
1,275500,3.0,2.0,5.0,5259.5
1,560900,3.0,2.0,5.0,5230.5
1,601700,3.0,2.0,5.0,5231.5
1,79400,3.0,2.0,5.0,5239.5
1,800600,3.0,3.0,5.0,5248.5
1,173800,3.0,2.0,5.0,5247.5
1,906200,3.0,2.0,5.0,5255.5
1,408300,3.0,2.0,5.0,5239.5
1,589400,2.0,2.0,5.0,5243.5
1,347000,3.0,2.0,5.0,5246.5
1,992100,3.0,2.0,5.0,5262.5
1,549500,3.0,2.0,5.0,5233.5
1,837900,3.0,2.0,5.0,5252.5
1,469400,3.0,2.0,6.0,5254.0
1,912300,3.0,2.0,5.0,5264.5
1,986900,3.0,2.0,5.0,5256.5
1,238900,3.0,2.0,5.0,5252.5
1,273600,3.0,3.0,6.0,5261.0
1,682700,3.0,2.0,6.0,5225.0
1,936500,3.0,2.0,6.0,5264.0
1,474700,3.0,2.0,5.0,5252.5
1,581800,3.0,2.0,5.0,5235.5
1,80800,3.0,2.0,5.0,5236.5
1,341100,3.0,2.0,5.0,5249.5
1,123100,3.0,2.0,5.0,5264.5
1,543100,3.0,2.0,5.0,5235.5
1,286800,3.0,3.0,5.0,5265.5
1,199100,3.0,2.0,3.0,5242.5
1,526600,2.0,2.0,6.0,5255.0
1,70300,3.0,2.0,5.0,5242.5
1,789200,3.0,2.0,6.0,5261.0
1,396100,3.0,2.0,5.0,5243.5
1,124600,3.0,2.0,5.0,5262.5
1,271400,3.0,2.0,5.0,5256.5
1,933800,3.0,3.0,5.0,5268.5
1,909200,3.0,2.0,5.0,5258.5
1,408200,3.0,2.0,5.0,5238.5
1,23300,3.0,2.0,5.0,5231.5
1,557600,3.0,2.0,5.0,5226.5
1,127700,3.0,3.0,5.0,5266.5
1,948600,3.0,2.0,5.0,5249.5
1,533800,3.0,2.0,5.0,5246.5
1,555100,3.0,2.0,5.0,5231.5
1,329300,3.0,2.0,5.0,5246.5
1,761100,3.0,2.0,5.0,5271.5
1,941600,3.0,2.0,5.0,5253.5
1,967700,3.0,3.0,5.0,5270.5
1,821500,3.0,2.0,3.0,5244.5
1,894700,3.0,2.0,5.0,5252.5
1,795400,3.0,2.0,6.0,5254.0
1,758800,3.0,3.0,6.0,5275.0
1,717600,3.0,2.0,5.0,5268.5
1,34900,3.0,2.0,6.0,5235.0
1,166600,3.0,2.0,5.0,5251.5
1,40300,3.0,2.0,6.0,5233.0
1,870300,2.0,2.0,5.0,5245.5
1,814300,2.0,2.0,5.0,5230.5
1,599500,3.0,2.0,5.0,5237.5
1,878100,3.0,2.0,6.0,5237.0
1,614600,3.0,2.0,5.0,5232.5
1,849800,4.0,3.0,5.0,5264.5
1,158400,3.0,2.0,6.0,5257.0
1,476500,1.0,1.0,5.0,5256.5
1,259400,3.0,2.0,5.0,5259.5
1,578700,2.0,2.0,5.0,5236.5
1,176600,3.0,2.0,5.0,5246.5
1,288600,3.0,2.0,5.0,5266.5
1,396900,3.0,2.0,5.0,5240.5
1,822900,3.0,2.0,5.0,5245.5
1,969300,3.0,2.0,5.0,5269.5
1,745200,4.0,2.0,5.0,5278.5
1,197400,2.0,2.0,5.0,5237.5
1,862600,3.0,2.0,5.0,5255.5
1,241300,3.0,2.0,5.0,5258.5
1,135500,3.0,3.0,5.0,5259.5
1,104200,3.0,2.0,5.0,5249.5
1,318900,3.0,2.0,5.0,5247.5
1,661700,2.0,2.0,5.0,5215.5
1,577200,3.0,2.0,6.0,5236.0
1,489700,1.0,2.0,5.0,5239.5
1,41600,2.0,2.0,2.0,5226.0
1,876100,2.0,2.0,3.0,5240.5
1,825900,3.0,2.0,5.0,5248.5
1,500,2.0,2.0,5.0,5247.5
1,739200,4.0,3.0,5.0,5271.5
1,181900,3.0,2.0,5.0,5243.5
1,997000,4.0,3.0,5.0,5268.5
1,788700,3.0,2.0,6.0,5261.0
1,457600,2.0,2.0,5.0,5242.5
1,882100,3.0,2.0,5.0,5246.5
1,576300,3.0,2.0,6.0,5236.0
1,261100,3.0,2.0,5.0,5257.5
1,938800,3.0,2.0,6.0,5262.0
1,831200,2.0,2.0,6.0,5241.0
1,358100,3.0,2.0,5.0,5247.5
1,29700,3.0,3.0,5.0,5241.5
1,458500,3.0,2.0,5.0,5244.5
1,149700,3.0,3.0,5.0,5265.5
1,929800,3.0,2.0,5.0,5273.5
1,561400,3.0,2.0,5.0,5231.5
1,186200,3.0,2.0,5.0,5235.5
1,99600,2.0,2.0,5.0,5247.5
1,885100,3.0,2.0,5.0,5255.5
1,680300,3.0,2.0,5.0,5221.5
1,982900,3.0,2.0,5.0,5255.5
1,644100,3.0,2.0,5.0,5212.5
1,52400,3.0,3.0,5.0,5245.5
1,872600,3.0,2.0,5.0,5243.5
1,546900,2.0,2.0,5.0,5232.5
1,984100,3.0,2.0,5.0,5249.5
1,646900,3.0,2.0,6.0,5206.0
1,75700,3.0,2.0,5.0,5237.5
1,141200,3.0,2.0,5.0,5259.5
1,848900,1.0,2.0,5.0,5264.5
1,166500,3.0,2.0,5.0,5252.5
1,545800,2.0,2.0,5.0,5237.5
1,713400,3.0,3.0,1.0,5268.5
1,637200,3.0,1.0,5.0,5217.5
1,798700,3.0,2.0,6.0,5254.0
1,990200,3.0,2.0,5.0,5257.5
1,374100,3.0,2.0,5.0,5255.5
1,548600,3.0,2.0,5.0,5230.5
1,73900,3.0,2.0,5.0,5235.5
1,587900,3.0,2.0,5.0,5246.5
1,6600,3.0,2.0,5.0,5250.5
1,54800,3.0,2.0,5.0,5244.5
1,30400,3.0,2.0,5.0,5236.5
1,762800,3.0,2.0,5.0,5271.5
1,758100,3.0,2.0,5.0,5273.5
1,478300,3.0,2.0,5.0,5251.5
1,854600,3.0,3.0,5.0,5275.5
1,948400,3.0,2.0,5.0,5249.5
1,61100,3.0,2.0,5.0,5245.5
1,495800,3.0,2.0,6.0,5240.0
1,296700,3.0,2.0,6.0,5275.0
1,598100,3.0,2.0,5.0,5239.5
1,614000,3.0,2.0,5.0,5231.5
1,166200,3.0,2.0,6.0,5251.0
1,107200,3.0,2.0,5.0,5262.5
1,138700,3.0,2.0,5.0,5257.5
1,99700,3.0,2.0,5.0,5246.5
1,702100,2.0,2.0,5.0,5243.5
1,655600,3.0,2.0,5.0,5205.5
1,380300,3.0,2.0,5.0,5253.5
1,98500,2.0,2.0,5.0,5245.5
1,41000,2.0,2.0,5.0,5230.5
1,363600,3.0,2.0,5.0,5257.5
1,727200,3.0,2.0,6.0,5260.0
1,381900,3.0,2.0,6.0,5251.0
1,275300,3.0,3.0,3.0,5257.5
1,500100,3.0,2.0,5.0,5244.5
1,861000,3.0,3.0,5.0,5259.5
1,745500,4.0,3.0,5.0,5277.5
1,263700,3.0,2.0,5.0,5255.5
1,516300,4.0,3.0,5.0,5267.5
1,97300,3.0,2.0,5.0,5243.5
1,137400,3.0,2.0,5.0,5261.5
1,627700,3.0,2.0,5.0,5228.5
1,797900,3.0,2.0,5.0,5254.5
1,978700,3.0,2.0,6.0,5260.0
1,875800,3.0,2.0,5.0,5241.5
1,108400,2.0,2.0,6.0,5264.0
1,404800,3.0,2.0,5.0,5244.5
1,725900,4.0,2.0,6.0,5262.0
1,965200,4.0,2.0,5.0,5275.5
1,880000,3.0,2.0,6.0,5239.0
1,618500,2.0,2.0,5.0,5231.5
1,529900,3.0,2.0,5.0,5251.5
1,889400,3.0,2.0,5.0,5248.5
1,179100,3.0,2.0,5.0,5247.5
1,155800,3.0,2.0,5.0,5249.5
1,253800,3.0,3.0,5.0,5264.5
1,493000,3.0,2.0,5.0,5242.5
1,254000,3.0,3.0,5.0,5263.5
1,594500,2.0,2.0,5.0,5239.5
1,216900,3.0,2.0,6.0,5253.0
1,512600,3.0,2.0,5.0,5266.5
1,63600,3.0,2.0,5.0,5245.5
1,223100,3.0,3.0,5.0,5246.5
1,8100,3.0,2.0,5.0,5247.5
1,314700,3.0,3.0,3.0,5252.5
1,416800,2.0,2.0,5.0,5232.5
1,363000,3.0,3.0,5.0,5251.5
1,933000,4.0,2.0,6.0,5272.0
1,555200,3.0,2.0,5.0,5231.5
1,972000,3.0,2.0,5.0,5266.5
1,749700,4.0,2.0,5.0,5274.5
1,980100,3.0,2.0,5.0,5259.5
1,21200,2.0,2.0,6.0,5227.0
1,219400,3.0,2.0,5.0,5251.5
1,562000,3.0,2.0,5.0,5231.5
1,88300,2.0,2.0,5.0,5240.5
1,138400,3.0,2.0,5.0,5256.5
1,156100,3.0,2.0,6.0,5248.0
1,423800,2.0,2.0,5.0,5233.5
1,75600,3.0,2.0,6.0,5237.0
1,489500,3.0,2.0,6.0,5240.0
1,867900,3.0,2.0,5.0,5250.5
1,415600,3.0,2.0,5.0,5233.5
1,671500,3.0,1.0,5.0,5219.5
1,993300,3.0,2.0,5.0,5260.5
1,102300,3.0,2.0,5.0,5244.5
1,253400,3.0,2.0,5.0,5263.5
1,39500,2.0,2.0,5.0,5233.5
1,571200,2.0,2.0,5.0,5237.5
1,839300,3.0,2.0,5.0,5252.5
1,134500,3.0,2.0,5.0,5261.5
1,683000,2.0,2.0,5.0,5224.5
1,366500,3.0,3.0,6.0,5251.0
1,101300,3.0,2.0,5.0,5249.5
1,857700,3.0,3.0,5.0,5263.5
1,293500,3.0,2.0,5.0,5271.5
1,689400,3.0,2.0,3.0,5235.5
1,243700,3.0,2.0,5.0,5255.5
1,525200,3.0,2.0,5.0,5258.5
1,681800,3.0,2.0,5.0,5222.5
1,899600,3.0,2.0,5.0,5250.5
1,590600,3.0,2.0,5.0,5239.5
1,930500,4.0,3.0,5.0,5272.5
1,305300,3.0,2.0,5.0,5262.5
1,974600,3.0,2.0,5.0,5260.5
1,685700,2.0,2.0,3.0,5232.5
1,764100,3.0,3.0,5.0,5268.5
1,809200,3.0,2.0,5.0,5249.5
1,727000,3.0,2.0,5.0,5258.5
1,858400,3.0,2.0,6.0,5263.0
1,734200,3.0,2.0,5.0,5282.5
1,525900,3.0,2.0,5.0,5253.5
1,188900,2.0,2.0,5.0,5234.5
1,772000,3.0,2.0,5.0,5262.5
1,162600,3.0,2.0,6.0,5256.0
1,626100,3.0,2.0,5.0,5232.5
1,69800,3.0,2.0,5.0,5244.5
1,188100,3.0,2.0,2.0,5230.0
1,177100,3.0,2.0,5.0,5246.5
1,732700,3.0,3.0,5.0,5279.5
1,988800,2.0,2.0,5.0,5251.5
1,670900,3.0,2.0,6.0,5220.0
1,558400,2.0,2.0,5.0,5223.5
1,44500,3.0,2.0,5.0,5239.5
1,699200,3.0,2.0,5.0,5233.5
1,139900,3.0,2.0,5.0,5257.5
1,799200,3.0,2.0,5.0,5252.5
1,201100,2.0,2.0,5.0,5240.5
1,24200,3.0,2.0,5.0,5235.5
1,855600,3.0,2.0,6.0,5274.0
1,795100,3.0,2.0,6.0,5253.0
1,724000,4.0,2.0,3.0,5270.5
1,984700,3.0,2.0,2.0,5250.0
1,939800,3.0,3.0,5.0,5262.5
1,970200,3.0,2.0,5.0,5264.5
1,466100,3.0,2.0,5.0,5254.5
1,706000,3.0,3.0,2.0,5258.0
1,360700,3.0,2.0,5.0,5248.5
1,445500,3.0,2.0,5.0,5243.5
1,801700,2.0,2.0,5.0,5248.5
1,843700,3.0,2.0,6.0,5257.0
1,427800,3.0,2.0,5.0,5232.5
1,865500,3.0,2.0,6.0,5255.0
1,45100,3.0,2.0,5.0,5244.5
1,607200,3.0,2.0,5.0,5222.5
1,162500,3.0,2.0,5.0,5254.5
1,776600,3.0,2.0,5.0,5267.5
1,426000,3.0,2.0,5.0,5232.5
1,50100,3.0,2.0,6.0,5247.0
1,486500,3.0,2.0,5.0,5241.5
1,162100,3.0,2.0,5.0,5253.5
1,572700,2.0,2.0,6.0,5234.0
1,579700,3.0,2.0,5.0,5233.5
1,7000,3.0,2.0,5.0,5248.5
1,213000,3.0,2.0,5.0,5257.5
1,350400,2.0,3.0,6.0,5248.0
1,366300,3.0,2.0,5.0,5252.5
1,751700,3.0,2.0,5.0,5269.5
1,19600,3.0,2.0,6.0,5229.0
1,941900,3.0,2.0,5.0,5254.5
1,737600,3.0,2.0,2.0,5272.0
1,660900,2.0,2.0,5.0,5216.5
1,803800,3.0,2.0,5.0,5241.5
1,784700,3.0,2.0,5.0,5257.5
1,745800,3.0,2.0,5.0,5276.5
1,837600,3.0,2.0,5.0,5254.5
1,678800,3.0,2.0,5.0,5225.5
1,11700,3.0,2.0,6.0,5241.0
1,299000,3.0,2.0,5.0,5268.5
1,835100,2.0,2.0,5.0,5247.5
1,248300,3.0,2.0,5.0,5259.5
1,452400,3.0,2.0,6.0,5249.0
1,656900,2.0,2.0,5.0,5208.5
1,299100,3.0,2.0,5.0,5268.5
1,979600,3.0,3.0,6.0,5259.0
1,645800,3.0,1.0,5.0,5210.5
1,241500,3.0,2.0,6.0,5258.0
1,430400,3.0,2.0,5.0,5228.5
1,378800,2.0,2.0,5.0,5249.5
1,63200,3.0,2.0,5.0,5242.5
1,877700,2.0,2.0,5.0,5236.5
1,431700,3.0,1.0,5.0,5230.5
1,283700,3.0,2.0,5.0,5257.5
1,62000,3.0,2.0,5.0,5244.5
1,403400,3.0,2.0,5.0,5241.5
1,817900,3.0,2.0,6.0,5231.0
1,926000,3.0,3.0,6.0,5277.0
1,786100,3.0,2.0,1.0,5251.5
1,129800,3.0,3.0,5.0,5264.5
1,649400,3.0,1.0,6.0,5200.0
1,442500,3.0,2.0,6.0,5234.0
1,821000,3.0,2.0,5.0,5241.5
1,916200,3.0,2.0,6.0,5262.0
1,809400,3.0,3.0,5.0,5247.5
1,266700,3.0,2.0,6.0,5249.0
1,648100,2.0,1.0,5.0,5206.5
1,284000,3.0,2.0,6.0,5260.0
1,564900,3.0,2.0,6.0,5233.0
1,969200,4.0,2.0,5.0,5269.5
1,943400,3.0,2.0,5.0,5244.5
1,539300,2.0,2.0,5.0,5235.5
1,675800,3.0,2.0,5.0,5228.5
1,708200,3.0,2.0,6.0,5253.0
1,36700,3.0,2.0,6.0,5233.0
1,715900,3.0,2.0,5.0,5271.5
1,420600,2.0,2.0,5.0,5225.5
1,45300,3.0,2.0,5.0,5240.5
1,324200,3.0,2.0,5.0,5251.5
1,524800,3.0,2.0,5.0,5256.5
1,559100,3.0,2.0,6.0,5228.0
1,961500,3.0,2.0,5.0,5263.5
1,713600,3.0,2.0,1.0,5271.5
1,725400,3.0,2.0,6.0,5264.0
1,390500,3.0,2.0,5.0,5243.5
1,367600,3.0,2.0,6.0,5250.0
1,912700,3.0,2.0,6.0,5262.0
1,603700,3.0,2.0,5.0,5230.5
1,224600,3.0,2.0,6.0,5249.0
1,895600,3.0,2.0,5.0,5249.5
1,323900,3.0,2.0,5.0,5251.5
1,438000,2.0,1.0,6.0,5233.0
1,330800,3.0,2.0,5.0,5246.5
1,761800,3.0,2.0,3.0,5274.5
1,905300,3.0,2.0,3.0,5258.5
1,191800,2.0,2.0,5.0,5237.5
1,102000,2.0,2.0,6.0,5244.0
1,690700,3.0,2.0,5.0,5238.5
1,530500,3.0,2.0,5.0,5251.5
1,531800,3.0,2.0,5.0,5251.5
1,830000,3.0,2.0,2.0,5239.0
1,937900,3.0,2.0,5.0,5262.5
1,790000,3.0,2.0,5.0,5266.5
1,785300,3.0,2.0,5.0,5254.5
1,525300,3.0,3.0,5.0,5257.5
1,79500,2.0,3.0,6.0,5240.0
1,774600,3.0,2.0,6.0,5261.0
1,775500,3.0,2.0,5.0,5259.5
1,698700,3.0,2.0,6.0,5237.0
1,407800,3.0,2.0,5.0,5240.5
1,923900,3.0,2.0,3.0,5272.5
1,695800,3.0,2.0,5.0,5240.5
1,637000,3.0,2.0,6.0,5219.0
1,409800,3.0,2.0,2.0,5232.0
1,796300,3.0,2.0,5.0,5253.5
1,180700,3.0,2.0,5.0,5247.5
1,708000,3.0,2.0,5.0,5251.5
1,512200,3.0,2.0,6.0,5266.0
1,101700,3.0,2.0,5.0,5248.5
1,188400,2.0,2.0,5.0,5232.5
1,760200,4.0,2.0,5.0,5274.5
1,677200,2.0,2.0,3.0,5227.5
1,806000,3.0,2.0,5.0,5247.5
1,391600,3.0,2.0,5.0,5242.5
1,947400,2.0,2.0,5.0,5247.5
1,532200,3.0,2.0,5.0,5249.5
1,371200,3.0,2.0,5.0,5251.5
1,752000,3.0,2.0,3.0,5270.5
1,20600,3.0,2.0,6.0,5228.0
1,390000,3.0,3.0,5.0,5243.5
1,595000,2.0,1.0,5.0,5238.5
1,280300,3.0,3.0,5.0,5258.5
1,894100,3.0,2.0,5.0,5253.5
1,187700,2.0,2.0,5.0,5230.5
1,88000,3.0,2.0,5.0,5240.5
1,419800,3.0,2.0,6.0,5228.0
1,580600,3.0,2.0,5.0,5235.5
1,564400,2.0,2.0,5.0,5233.5
1,135700,3.0,2.0,6.0,5261.0
1,691500,3.0,2.0,6.0,5239.0
1,227500,3.0,3.0,5.0,5254.5
1,496000,2.0,2.0,5.0,5240.5
1,588300,3.0,2.0,5.0,5245.5
1,338500,3.0,2.0,5.0,5248.5
1,963500,3.0,2.0,5.0,5269.5
1,781500,3.0,2.0,5.0,5258.5
1,68200,3.0,2.0,5.0,5246.5
1,608400,2.0,1.0,5.0,5219.5
1,289000,3.0,2.0,5.0,5268.5
1,8600,3.0,2.0,6.0,5245.0
1,951500,3.0,2.0,5.0,5259.5
1,712800,3.0,2.0,5.0,5263.5
1,918000,3.0,3.0,5.0,5265.5
1,624000,3.0,2.0,5.0,5239.5
1,75000,3.0,2.0,5.0,5239.5
1,445200,3.0,2.0,5.0,5244.5
1,845800,3.0,2.0,5.0,5259.5
1,392400,3.0,2.0,5.0,5244.5
1,956200,3.0,2.0,6.0,5265.0
1,124500,3.0,2.0,5.0,5261.5
1,974500,3.0,2.0,5.0,5259.5
1,888300,3.0,2.0,6.0,5251.0
1,480600,3.0,2.0,5.0,5248.5
1,707900,3.0,2.0,5.0,5250.5
1,698800,3.0,2.0,5.0,5235.5
1,136400,4.0,2.0,2.0,5262.0
1,394400,2.0,2.0,6.0,5239.0
1,375000,3.0,2.0,6.0,5252.0
1,631400,3.0,1.0,6.0,5221.0
1,759900,3.0,2.0,5.0,5276.5
1,207500,3.0,2.0,5.0,5248.5
1,339400,3.0,2.0,5.0,5248.5
1,638600,2.0,2.0,6.0,5215.0
1,776000,3.0,2.0,5.0,5263.5
1,924600,4.0,2.0,5.0,5274.5
1,171900,3.0,2.0,5.0,5250.5
1,286100,3.0,2.0,5.0,5263.5
1,23800,3.0,2.0,5.0,5232.5
1,235200,2.0,2.0,2.0,5247.0
1,517000,3.0,2.0,5.0,5263.5
1,853900,3.0,2.0,5.0,5272.5
1,577300,3.0,2.0,5.0,5235.5
1,32200,3.0,2.0,6.0,5236.0
1,632500,3.0,2.0,5.0,5216.5
1,522700,3.0,2.0,5.0,5258.5
1,688200,3.0,2.0,5.0,5233.5
1,521600,4.0,2.0,5.0,5259.5
1,182600,3.0,2.0,5.0,5246.5
1,237500,3.0,2.0,5.0,5250.5
1,934300,3.0,3.0,5.0,5265.5
1,542900,3.0,2.0,6.0,5236.0
1,462600,3.0,3.0,6.0,5255.0
1,391500,3.0,2.0,6.0,5242.0
1,53400,1.0,1.0,3.0,5242.5
1,758900,3.0,2.0,6.0,5274.0
1,828000,3.0,2.0,5.0,5240.5
1,283100,3.0,3.0,5.0,5258.5
1,940800,3.0,3.0,5.0,5262.5
1,39200,3.0,2.0,5.0,5234.5
1,426100,3.0,2.0,5.0,5234.5
1,359300,3.0,3.0,5.0,5248.5
1,587700,3.0,2.0,2.0,5247.0
1,199900,3.0,2.0,5.0,5238.5
1,503100,3.0,3.0,5.0,5252.5
1,882300,3.0,2.0,5.0,5247.5
1,437600,3.0,2.0,5.0,5231.5
1,102600,3.0,2.0,5.0,5246.5
1,465300,3.0,3.0,5.0,5252.5
1,351100,3.0,2.0,5.0,5245.5
1,898500,2.0,2.0,6.0,5248.0
1,215600,3.0,2.0,1.0,5250.5
1,348000,3.0,2.0,5.0,5246.5
1,475400,3.0,2.0,2.0,5253.0
1,180000,3.0,2.0,6.0,5245.0
1,101600,3.0,2.0,5.0,5249.5
1,997600,3.0,2.0,5.0,5269.5
1,913600,3.0,2.0,5.0,5263.5
1,353800,3.0,2.0,5.0,5245.5
1,879400,3.0,2.0,5.0,5239.5
1,603600,2.0,2.0,5.0,5231.5
1,382300,3.0,2.0,5.0,5252.5
1,381600,3.0,2.0,5.0,5251.5
1,345100,3.0,2.0,4.0,5247.0
1,26200,3.0,2.0,5.0,5230.5
1,84600,3.0,2.0,2.0,5232.0
1,618000,3.0,2.0,5.0,5234.5
1,435300,3.0,2.0,5.0,5227.5
1,359000,3.0,2.0,5.0,5248.5
