participant,role,symbol,K,ts_bucket,spread_bucket,burst_ge4,n,mean,median,t_stat,frac_pos,ci_lo,ci_hi
Mark 22,U_aggr_sell,VEV_6500,20,3,q3_wide,1,66,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,100,3,q3_wide,1,64,0.0,0.0,,0.0,0.0,0.0
Mark 38,U_aggr_sell,HYDROGEL_PACK,5,0,q0_tight,0,114,-0.2982456140350877,0.0,-0.7007689835477974,0.42105263157894735,-1.0967105263157895,0.48706140350877075
Mark 38,U_aggr_sell,HYDROGEL_PACK,20,0,q0_tight,0,114,-0.6403508771929824,-1.0,-0.7877249560449286,0.4649122807017544,-2.1228070175438596,0.9606359649122801
Mark 38,U_aggr_sell,HYDROGEL_PACK,100,0,q0_tight,0,114,0.2982456140350877,-0.5,0.17258257535553664,0.4649122807017544,-3.0835526315789474,3.6448464912280696
Mark 38,U_aggr_sell,HYDROGEL_PACK,5,0,q1,0,22,0.7954545454545454,0.5,0.793029774318486,0.5,-0.9323863636363635,2.909090909090909
Mark 38,U_aggr_sell,HYDROGEL_PACK,20,0,q1,0,22,0.1590909090909091,-1.0,0.06436843973776121,0.4090909090909091,-4.6142045454545455,4.864204545454542
Mark 38,U_aggr_sell,HYDROGEL_PACK,100,0,q1,0,22,4.795454545454546,4.5,0.8657334231734659,0.5909090909090909,-6.091477272727273,15.227272727272727
Mark 38,U_aggr_sell,HYDROGEL_PACK,5,1,q1,0,93,0.9408602150537635,1.0,2.108004719338164,0.5376344086021505,0.0913978494623656,1.790456989247311
Mark 38,U_aggr_sell,HYDROGEL_PACK,20,1,q1,0,93,-0.41935483870967744,0.0,-0.4692354709332218,0.46236559139784944,-2.2419354838709675,1.1989247311827957
Mark 38,U_aggr_sell,HYDROGEL_PACK,100,1,q1,0,93,1.3172043010752688,0.0,0.73036603196425,0.4946236559139785,-2.150537634408602,4.768817204301075
Mark 38,U_aggr_sell,HYDROGEL_PACK,5,1,q2,0,18,-0.3333333333333333,-1.0,-0.27069514600185485,0.4444444444444444,,
Mark 38,U_aggr_sell,HYDROGEL_PACK,20,1,q2,0,18,2.8055555555555554,7.0,1.3515374448861468,0.6111111111111112,,
Mark 38,U_aggr_sell,HYDROGEL_PACK,100,1,q2,0,18,8.0,11.0,1.933605858265917,0.6666666666666666,,
Mark 38,U_aggr_sell,HYDROGEL_PACK,5,2,q2,0,102,-0.27450980392156865,0.0,-0.588856742242388,0.45098039215686275,-1.230514705882353,0.6225490196078431
Mark 38,U_aggr_sell,HYDROGEL_PACK,20,2,q2,0,102,0.47058823529411764,1.0,0.5285986996925481,0.5196078431372549,-1.2942401960784313,2.2600490196078415
Mark 38,U_aggr_sell,HYDROGEL_PACK,100,2,q2,0,102,0.08823529411764706,1.0,0.05861690182455349,0.5098039215686274,-2.785171568627451,3.039338235294117
Mark 38,U_aggr_sell,HYDROGEL_PACK,5,3,q3_wide,0,118,-0.0635593220338983,0.0,-0.15858226437289324,0.4745762711864407,-0.8389830508474576,0.7162076271186435
Mark 38,U_aggr_sell,HYDROGEL_PACK,20,3,q3_wide,0,118,0.6694915254237288,1.0,0.8733170714189852,0.5254237288135594,-0.8220338983050848,2.156779661016949
Mark 38,U_aggr_sell,HYDROGEL_PACK,100,3,q3_wide,0,116,-0.19827586206896552,-2.25,-0.10869152967508272,0.45689655172413796,-3.5344827586206895,3.3624999999999976
Mark 38,U_aggr_sell,VEV_4000,5,0,q0_tight,0,31,-0.5,-0.5,-1.1256242591344785,0.3548387096774194,-1.3875000000000002,0.3225806451612903
Mark 38,U_aggr_sell,VEV_4000,20,0,q0_tight,0,31,-0.7741935483870968,0.0,-1.0475955403298025,0.45161290322580644,-2.161290322580645,0.6451612903225806
Mark 38,U_aggr_sell,VEV_4000,100,0,q0_tight,0,31,1.2903225806451613,1.0,0.9299643539870212,0.5806451612903226,-1.258467741935484,3.9044354838709614
Mark 38,U_aggr_sell,VEV_4000,5,0,q1,0,18,-0.027777777777777776,0.0,-0.06567820021325936,0.3888888888888889,,
Mark 38,U_aggr_sell,VEV_4000,20,0,q1,0,18,0.3055555555555556,0.0,0.34039350855083855,0.3888888888888889,,
Mark 38,U_aggr_sell,VEV_4000,100,0,q1,0,18,-2.3333333333333335,-1.5,-1.3541757510667163,0.4444444444444444,,
Mark 38,U_aggr_sell,VEV_4000,5,1,q1,0,31,0.016129032258064516,0.0,0.05614788615609882,0.4838709677419355,-0.5161290322580645,0.5806451612903226
Mark 38,U_aggr_sell,VEV_4000,20,1,q1,0,31,-0.41935483870967744,-1.0,-0.5901779183161047,0.45161290322580644,-1.8391129032258065,0.9032258064516129
Mark 38,U_aggr_sell,VEV_4000,100,1,q1,0,31,1.3225806451612903,0.0,1.3029229706896999,0.4838709677419355,-0.5645161290322581,3.3225806451612905
Mark 38,U_aggr_sell,VEV_4000,5,1,q2,0,18,-0.027777777777777776,1.0,-0.05172911316718501,0.5555555555555556,,
Mark 38,U_aggr_sell,VEV_4000,20,1,q2,0,18,0.9722222222222222,0.5,1.1053352042514974,0.5,,
Mark 38,U_aggr_sell,VEV_4000,100,1,q2,0,18,-1.8055555555555556,-1.25,-0.7710217055943874,0.4444444444444444,,
Mark 38,U_aggr_sell,VEV_4000,5,2,q0_tight,0,16,0.0625,-0.25,0.1050596382718834,0.4375,,
Mark 38,U_aggr_sell,VEV_4000,20,2,q0_tight,0,16,0.8125,-1.0,0.7121105393715619,0.4375,,
Mark 38,U_aggr_sell,VEV_4000,100,2,q0_tight,0,16,3.84375,5.25,1.9719541831042047,0.6875,,
Mark 38,U_aggr_sell,VEV_4000,5,2,q2,0,37,-0.25675675675675674,0.0,-0.765600866635222,0.43243243243243246,-0.918918918918919,0.35135135135135137
Mark 38,U_aggr_sell,VEV_4000,20,2,q2,0,37,-0.5135135135135135,-0.5,-0.5955703182078824,0.40540540540540543,-2.081418918918919,1.1219594594594577
Mark 38,U_aggr_sell,VEV_4000,100,2,q2,0,37,-2.054054054054054,-3.0,-1.165116843091753,0.2972972972972973,-5.446621621621621,1.365540540540537
Mark 38,U_aggr_sell,VEV_4000,5,3,q3_wide,0,53,-0.10377358490566038,-0.5,-0.33360443670977125,0.39622641509433965,-0.6698113207547169,0.5094339622641509
Mark 38,U_aggr_sell,VEV_4000,20,3,q3_wide,0,53,-0.3584905660377358,-0.5,-0.5718278217946352,0.4528301886792453,-1.5662735849056604,0.839622641509434
Mark 38,U_aggr_sell,VEV_4000,100,3,q3_wide,0,52,1.1057692307692308,-1.0,0.8395844800304473,0.4807692307692308,-1.3367788461538461,3.5961538461538463
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,0,q0_tight,0,55,-0.15454545454545454,0.0,-0.5679184014536854,0.38181818181818183,-0.7002272727272727,0.3911363636363624
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,0,q0_tight,0,55,-0.45454545454545453,0.0,-0.7433093563343662,0.43636363636363634,-1.6545454545454545,0.7636363636363637
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,0,q0_tight,0,55,-1.2181818181818183,-1.0,-0.979544260678518,0.4727272727272727,-3.590909090909091,1.2370454545454508
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,0,q1,0,71,-0.18309859154929578,0.0,-0.7494854201795579,0.38028169014084506,-0.6690140845070423,0.2536971830985906
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,0,q1,0,71,-0.8661971830985915,-0.5,-2.157667056776388,0.36619718309859156,-1.6408450704225352,-0.09859154929577464
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,0,q1,0,71,-2.464788732394366,-3.0,-3.064001249641105,0.36619718309859156,-4.014084507042254,-0.844894366197184
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,0,q3_wide,0,26,-0.17307692307692307,-0.25,-0.3591276610058887,0.46153846153846156,-1.1543269230769229,0.75
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,0,q3_wide,0,26,-1.3846153846153846,-0.75,-1.5538040431376599,0.4230769230769231,-3.1923076923076925,0.26971153846153584
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,0,q3_wide,0,26,-1.7115384615384615,-3.0,-1.0361369212101934,0.46153846153846156,-4.980769230769231,1.442788461538459
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,1,q1,0,104,-0.16346153846153846,0.0,-0.7579486477714018,0.40384615384615385,-0.5961538461538461,0.2644230769230769
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,1,q1,0,104,-0.375,-1.0,-0.944985400123638,0.3942307692307692,-1.1587740384615386,0.3798076923076923
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,1,q1,0,104,-2.5384615384615383,-2.0,-3.2500361057367524,0.33653846153846156,-3.981490384615385,-1.057572115384616
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,1,q2,0,19,-0.13157894736842105,0.0,-0.32395065959301006,0.3684210526315789,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,1,q2,0,19,-0.6842105263157895,-2.0,-0.662206985310465,0.3157894736842105,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,1,q2,0,19,3.4210526315789473,3.5,1.6331864497962199,0.5789473684210527,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,1,q3_wide,0,19,0.05263157894736842,-0.5,0.09199251824609495,0.47368421052631576,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,1,q3_wide,0,19,-1.3421052631578947,-2.0,-1.8271343277610514,0.2631578947368421,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,1,q3_wide,0,19,-0.6578947368421053,-1.5,-0.32703730190894686,0.3684210526315789,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,2,q0_tight,0,14,0.6785714285714286,1.0,1.0183943596776273,0.7142857142857143,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,2,q0_tight,0,14,1.25,2.0,1.067872125861979,0.6428571428571429,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,2,q0_tight,0,14,-0.75,-0.75,-0.3183927329845616,0.5,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,2,q2,0,98,-0.16326530612244897,0.0,-0.7509001561492682,0.3469387755102041,-0.5919642857142857,0.25510204081632654
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,2,q2,0,98,-0.22448979591836735,-1.0,-0.5187738067485282,0.3877551020408163,-1.0561224489795917,0.6224489795918368
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,2,q2,0,98,-1.0204081632653061,-1.0,-1.0938443119067665,0.46938775510204084,-2.7862244897959183,0.7858418367346932
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,2,q3_wide,0,18,0.3888888888888889,0.5,0.9593966796639835,0.6111111111111112,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,2,q3_wide,0,18,-0.8055555555555556,-1.0,-0.790745730566357,0.4444444444444444,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,2,q3_wide,0,18,0.8055555555555556,-1.5,0.34353398833176724,0.5,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,3,q0_tight,0,16,0.65625,0.25,0.7906067650723542,0.5,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,3,q0_tight,0,16,1.625,2.0,1.151148884057627,0.625,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,3,q0_tight,0,16,2.0,1.25,0.6751595780557778,0.5625,,
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,3,q2,0,41,0.12195121951219512,0.0,0.36419059584981683,0.4878048780487805,-0.5609756097560976,0.8170731707317073
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,3,q2,0,41,0.17073170731707318,-1.0,0.28421489666155597,0.4634146341463415,-1.0246951219512195,1.3780487804878048
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,3,q2,0,41,0.5487804878048781,0.5,0.42707493032130717,0.5121951219512195,-1.8414634146341464,2.97591463414634
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,5,3,q3_wide,0,107,0.602803738317757,0.5,2.92301465055012,0.5700934579439252,0.21016355140186915,0.9766355140186916
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,20,3,q3_wide,0,107,1.158878504672897,1.0,2.8626384892039534,0.5700934579439252,0.38317757009345793,1.939252336448598
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,100,3,q3_wide,0,102,0.16666666666666666,0.0,0.15934716936826646,0.46078431372549017,-1.848406862745098,2.299019607843137
