day,timestamp,buyer,seller,symbol,fwd_mid_20,baseline_fwd20,resid_fwd20
1,477900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-4.5,0.006147540983606557,-4.506147540983607
1,478900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-3.0,-0.23734177215189872,-2.7626582278481013
1,479100,Mark 38,Mark 14,HYDROGEL_PACK,-5.5,-0.3530571992110454,-5.146942800788954
1,480100,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,-5.5,1.6348314606741574,-7.134831460674158
1,480700,Mark 38,Mark 14,VEV_4000,-3.0,0.2146341463414634,-3.2146341463414636
1,480900,Mark 14,Mark 38,VEV_4000,-7.0,-0.1788793103448276,-6.821120689655173
1,481300,Mark 38,Mark 14,VEV_4000,-6.0,0.2146341463414634,-6.214634146341464
1,483100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,-0.5,0.5755287009063444,-1.0755287009063443
1,483200,Mark 38,Mark 14,VEV_4000,0.0,0.2146341463414634,-0.2146341463414634
1,483800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,0.0,0.0057692307692307696,-0.0057692307692307696
1,485300,Mark 14,Mark 38,HYDROGEL_PACK,1.0,0.23387096774193547,0.7661290322580645
1,486400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-1.5,0.0057692307692307696,-1.5057692307692307
1,489600,Mark 14,Mark 38,HYDROGEL_PACK,11.0,0.23387096774193547,10.766129032258064
1,489700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5.0,-0.23734177215189872,5.237341772151899
1,489700,Mark 01,Mark 22,VEV_5300,2.0,-0.12121212121212122,2.121212121212121
1,489700,Mark 01,Mark 22,VEV_5400,1.0,0.039923954372623575,0.9600760456273765
1,489700,Mark 01,Mark 22,VEV_5500,0.5,0.02508361204013378,0.47491638795986624
1,489700,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,489700,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,490900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,0.0,0.5755287009063444,-0.5755287009063444
1,491100,Mark 14,Mark 38,VEV_4000,-2.0,-0.1788793103448276,-1.8211206896551724
1,492100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-3.0,-0.23734177215189872,-2.7626582278481013
1,493900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,0.0,0.0057692307692307696,-0.0057692307692307696
1,494500,Mark 38,Mark 14,HYDROGEL_PACK,15.0,-0.3530571992110454,15.353057199211046
1,494700,Mark 14,Mark 38,VEV_4000,3.0,-0.1788793103448276,3.1788793103448274
1,495300,Mark 14,Mark 38,HYDROGEL_PACK,9.0,0.23387096774193547,8.766129032258064
1,496200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-2.0,-0.23734177215189872,-1.7626582278481013
1,496300,Mark 14,Mark 38,VEV_4000,1.0,-0.1788793103448276,1.1788793103448276
1,498200,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,3.0,,
1,498400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,3.0,-0.23734177215189872,3.2373417721518987
1,499900,Mark 14,Mark 38,HYDROGEL_PACK,-5.0,0.23387096774193547,-5.233870967741935
1,500800,Mark 14,Mark 38,HYDROGEL_PACK,8.0,0.23387096774193547,7.766129032258065
1,501400,Mark 14,Mark 38,HYDROGEL_PACK,9.0,0.23387096774193547,8.766129032258064
1,502000,Mark 14,Mark 38,HYDROGEL_PACK,10.0,0.23387096774193547,9.766129032258064
1,502700,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,502700,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,502700,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,503500,Mark 14,Mark 38,HYDROGEL_PACK,-2.0,0.23387096774193547,-2.2338709677419355
1,503500,Mark 14,Mark 38,VEV_4000,7.0,-0.1788793103448276,7.178879310344827
1,505300,Mark 55,Mark 22,VELVETFRUIT_EXTRACT,6.0,,
1,506200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,6.0,-0.23734177215189872,6.237341772151899
1,507200,Mark 38,Mark 14,HYDROGEL_PACK,-2.0,-0.3530571992110454,-1.6469428007889546
1,507800,Mark 14,Mark 38,HYDROGEL_PACK,14.0,0.23387096774193547,13.766129032258064
1,509100,Mark 14,Mark 38,VEV_4000,6.0,-0.1788793103448276,6.178879310344827
1,509700,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,6.0,1.6348314606741574,4.365168539325842
1,509900,Mark 14,Mark 38,HYDROGEL_PACK,-7.0,0.23387096774193547,-7.233870967741935
1,510100,Mark 14,Mark 38,HYDROGEL_PACK,-7.5,0.23387096774193547,-7.733870967741935
1,513200,Mark 38,Mark 14,HYDROGEL_PACK,6.0,-0.3530571992110454,6.353057199211046
1,514100,Mark 49,Mark 22,VELVETFRUIT_EXTRACT,2.0,,
1,514500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-2.0,-0.23734177215189872,-1.7626582278481013
1,515200,Mark 14,Mark 38,HYDROGEL_PACK,11.0,0.23387096774193547,10.766129032258064
1,516800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-3.0,-0.23734177215189872,-2.7626582278481013
1,517900,Mark 14,Mark 38,VEV_4000,0.0,-0.1788793103448276,0.1788793103448276
1,518800,Mark 38,Mark 14,VEV_4000,1.0,0.2146341463414634,0.7853658536585366
1,519000,Mark 14,Mark 38,HYDROGEL_PACK,5.5,0.23387096774193547,5.266129032258065
1,519100,Mark 14,Mark 38,VEV_4000,1.5,-0.1788793103448276,1.6788793103448276
1,519400,Mark 38,Mark 14,HYDROGEL_PACK,5.0,-0.3530571992110454,5.353057199211046
1,519500,Mark 01,Mark 22,VEV_5300,0.0,-0.12121212121212122,0.12121212121212122
1,519500,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,519500,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,519500,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,519500,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,520400,Mark 38,Mark 14,HYDROGEL_PACK,4.0,-0.3530571992110454,4.353057199211046
1,520500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-1.0,0.0057692307692307696,-1.0057692307692307
1,521100,Mark 14,Mark 38,VEV_4000,-0.5,-0.1788793103448276,-0.3211206896551724
1,521800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,-2.0,0.5755287009063444,-2.5755287009063443
1,523300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-1.5,0.006147540983606557,-1.5061475409836065
1,524000,Mark 01,Mark 22,VEV_5400,-1.0,0.039923954372623575,-1.0399239543726235
1,524000,Mark 14,Mark 22,VEV_5500,-1.0,,
1,524000,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,524000,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,524500,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,-3.5,2.026666666666667,-5.526666666666667
1,525500,Mark 14,Mark 38,VEV_4000,-8.0,-0.1788793103448276,-7.821120689655173
1,526200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,0.0,0.0057692307692307696,-0.0057692307692307696
1,526600,Mark 38,Mark 14,HYDROGEL_PACK,12.0,-0.3530571992110454,12.353057199211046
1,527700,Mark 38,Mark 14,HYDROGEL_PACK,12.0,-0.3530571992110454,12.353057199211046
1,527700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,0.5,0.5755287009063444,-0.07552870090634445
1,528600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,1.0,0.5755287009063444,0.42447129909365555
1,529400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,-1.0,0.5755287009063444,-1.5755287009063443
1,530000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-0.5,0.0057692307692307696,-0.5057692307692307
1,530300,Mark 14,Mark 38,HYDROGEL_PACK,8.0,0.23387096774193547,7.766129032258065
1,530600,Mark 14,Mark 38,HYDROGEL_PACK,4.0,0.23387096774193547,3.7661290322580645
1,533100,Mark 38,Mark 14,HYDROGEL_PACK,-10.0,-0.3530571992110454,-9.646942800788954
1,533400,Mark 38,Mark 14,HYDROGEL_PACK,-8.0,-0.3530571992110454,-7.646942800788954
1,534100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-5.0,-0.23734177215189872,-4.762658227848101
1,534800,Mark 38,Mark 14,HYDROGEL_PACK,9.0,-0.3530571992110454,9.353057199211046
1,537500,Mark 14,Mark 38,HYDROGEL_PACK,-11.0,0.23387096774193547,-11.233870967741936
1,537500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-2.5,0.006147540983606557,-2.5061475409836067
1,537900,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,-4.5,0.5277777777777778,-5.027777777777778
1,538000,Mark 38,Mark 14,HYDROGEL_PACK,3.0,-0.3530571992110454,3.3530571992110456
1,538900,Mark 38,Mark 14,HYDROGEL_PACK,4.5,-0.3530571992110454,4.853057199211046
1,540700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-4.5,-0.23734177215189872,-4.262658227848101
1,542600,Mark 38,Mark 14,HYDROGEL_PACK,1.0,-0.3530571992110454,1.3530571992110454
1,544300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-4.0,-0.23734177215189872,-3.7626582278481013
1,544400,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-3.0,0.006147540983606557,-3.0061475409836067
1,544500,Mark 38,Mark 14,VEV_4000,-1.5,0.2146341463414634,-1.7146341463414634
1,545000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-7.0,-0.23734177215189872,-6.762658227848101
1,547600,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,547600,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,547600,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,547800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-1.0,-0.23734177215189872,-0.7626582278481013
1,548400,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,548400,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,548400,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,549800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,0.0,0.006147540983606557,-0.006147540983606557
1,550300,Mark 38,Mark 14,VEV_4000,0.0,0.2146341463414634,-0.2146341463414634
1,550400,Mark 14,Mark 38,HYDROGEL_PACK,12.0,0.23387096774193547,11.766129032258064
1,550900,Mark 14,Mark 38,VEV_4000,0.0,-0.1788793103448276,0.1788793103448276
1,551600,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,-5.5,2.026666666666667,-7.526666666666667
1,552600,Mark 38,Mark 14,VEV_4000,-4.0,0.2146341463414634,-4.214634146341464
1,553100,Mark 01,Mark 22,VEV_5300,1.0,-0.12121212121212122,1.121212121212121
1,553100,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,553100,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,553100,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,553300,Mark 38,Mark 14,HYDROGEL_PACK,-13.0,-0.3530571992110454,-12.646942800788954
1,556400,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-2.0,0.006147540983606557,-2.0061475409836067
1,556900,Mark 14,Mark 38,VEV_4000,-2.5,-0.1788793103448276,-2.3211206896551726
1,557200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,1.0,-0.23734177215189872,1.2373417721518987
1,563500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,8.0,0.0057692307692307696,7.994230769230769
1,563600,Mark 14,Mark 38,HYDROGEL_PACK,10.0,0.23387096774193547,9.766129032258064
1,564000,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,4.0,1.6348314606741574,2.3651685393258424
1,564300,Mark 14,Mark 22,VEV_5200,2.5,0.015151515151515152,2.484848484848485
1,564300,Mark 01,Mark 22,VEV_5300,1.0,-0.12121212121212122,1.121212121212121
1,564300,Mark 01,Mark 22,VEV_5400,1.0,0.039923954372623575,0.9600760456273765
1,564300,Mark 01,Mark 22,VEV_5500,1.0,0.02508361204013378,0.9749163879598662
1,564300,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,564300,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,564900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,3.5,0.006147540983606557,3.4938524590163933
1,565500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-1.0,0.006147540983606557,-1.0061475409836065
1,566100,Mark 22,Mark 38,HYDROGEL_PACK,-2.0,,
1,567200,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,567200,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,567200,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,567200,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,567700,Mark 38,Mark 14,VEV_4000,0.5,0.2146341463414634,0.2853658536585366
1,568200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,0.5,0.5755287009063444,-0.07552870090634445
1,568700,Mark 14,Mark 38,HYDROGEL_PACK,1.0,0.23387096774193547,0.7661290322580645
1,568800,Mark 38,Mark 14,VEV_4000,-2.0,0.2146341463414634,-2.2146341463414636
1,568900,Mark 01,Mark 22,VEV_5300,-1.0,-0.12121212121212122,-0.8787878787878788
1,568900,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,568900,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,568900,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,568900,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,569900,Mark 14,Mark 38,VEV_4000,1.0,-0.1788793103448276,1.1788793103448276
1,570200,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,1.5,2.026666666666667,-0.5266666666666668
1,571600,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-2.5,0.0057692307692307696,-2.5057692307692307
1,574000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,1.5,0.006147540983606557,1.4938524590163935
1,574800,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,574800,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,574800,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,574800,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,575800,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,3.5,2.026666666666667,1.4733333333333332
1,575800,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,575800,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,575800,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,576400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,0.5,0.0057692307692307696,0.49423076923076925
1,576700,Mark 38,Mark 14,VEV_4000,2.0,0.2146341463414634,1.7853658536585366
1,578400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,-2.5,2.026666666666667,-4.526666666666667
1,578600,Mark 38,Mark 14,HYDROGEL_PACK,3.0,-0.3530571992110454,3.3530571992110456
1,578800,Mark 14,Mark 38,HYDROGEL_PACK,2.0,0.23387096774193547,1.7661290322580645
1,580600,Mark 14,Mark 38,HYDROGEL_PACK,-2.0,0.23387096774193547,-2.2338709677419355
1,581100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,-1.0,0.5755287009063444,-1.5755287009063443
1,581700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,3.5,0.006147540983606557,3.4938524590163933
1,582900,Mark 49,Mark 22,VELVETFRUIT_EXTRACT,1.5,,
1,584800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,7.0,-0.23734177215189872,7.237341772151899
1,584900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,8.0,0.0057692307692307696,7.994230769230769
1,587200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,0.5,0.0057692307692307696,0.49423076923076925
1,588200,Mark 01,Mark 22,VEV_5300,-2.0,-0.12121212121212122,-1.878787878787879
1,588200,Mark 01,Mark 22,VEV_5400,-1.0,0.039923954372623575,-1.0399239543726235
1,588200,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,588200,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,588200,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,588600,Mark 49,Mark 22,VELVETFRUIT_EXTRACT,-7.0,,
1,589100,Mark 14,Mark 38,VEV_4000,-3.0,-0.1788793103448276,-2.8211206896551726
1,590100,Mark 14,Mark 38,HYDROGEL_PACK,5.0,0.23387096774193547,4.766129032258065
1,594900,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,0.5,0.5277777777777778,-0.02777777777777779
1,595300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-2.5,0.0057692307692307696,-2.5057692307692307
1,596300,Mark 38,Mark 14,HYDROGEL_PACK,12.0,-0.3530571992110454,12.353057199211046
1,597200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,0.0,-0.23734177215189872,0.23734177215189872
1,597400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-2.0,-0.23734177215189872,-1.7626582278481013
1,599600,Mark 14,Mark 38,VEV_4000,-3.0,-0.1788793103448276,-2.8211206896551726
1,600000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-4.0,0.006147540983606557,-4.006147540983607
1,600100,Mark 14,Mark 38,VEV_4000,-4.5,-0.1788793103448276,-4.321120689655173
1,600400,Mark 38,Mark 14,HYDROGEL_PACK,-5.0,-0.3530571992110454,-4.646942800788954
1,601200,Mark 14,Mark 38,VEV_4000,-2.0,-0.1788793103448276,-1.8211206896551724
1,601700,Mark 14,Mark 38,HYDROGEL_PACK,6.0,0.23387096774193547,5.766129032258065
1,603000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-2.0,0.006147540983606557,-2.0061475409836067
1,604600,Mark 01,Mark 22,VEV_5300,-2.0,-0.12121212121212122,-1.878787878787879
1,604600,Mark 01,Mark 22,VEV_5400,-0.5,0.039923954372623575,-0.5399239543726235
1,604600,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,604600,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,604600,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,604700,Mark 14,Mark 38,HYDROGEL_PACK,4.5,0.23387096774193547,4.266129032258065
1,605700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-4.5,0.0057692307692307696,-4.505769230769231
1,606400,Mark 14,Mark 38,HYDROGEL_PACK,-8.0,0.23387096774193547,-8.233870967741936
1,608100,Mark 38,Mark 14,VEV_4000,4.0,0.2146341463414634,3.7853658536585364
1,608500,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,6.5,2.026666666666667,4.473333333333333
1,609900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-4.5,-0.23734177215189872,-4.262658227848101
1,612500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,11.0,-0.23734177215189872,11.237341772151899
1,612900,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,9.5,,
1,612900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,9.5,0.0057692307692307696,9.49423076923077
1,614100,Mark 14,Mark 38,HYDROGEL_PACK,-27.0,0.23387096774193547,-27.233870967741936
1,616300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,2.5,-0.23734177215189872,2.7373417721518987
1,617400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-2.0,-0.23734177215189872,-1.7626582278481013
1,617900,Mark 01,Mark 22,VEV_5300,0.0,-0.12121212121212122,0.12121212121212122
1,617900,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,617900,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,617900,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,617900,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,618300,Mark 01,Mark 22,VEV_5300,-1.0,-0.12121212121212122,-0.8787878787878788
1,618300,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,618300,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,618300,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,618300,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,618900,Mark 55,Mark 22,VELVETFRUIT_EXTRACT,0.5,,
1,619800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,1.0,0.5755287009063444,0.42447129909365555
1,620500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5.0,0.5755287009063444,4.424471299093655
1,621700,Mark 38,Mark 14,VEV_4000,4.0,0.2146341463414634,3.7853658536585364
1,621800,Mark 14,Mark 38,HYDROGEL_PACK,5.0,0.23387096774193547,4.766129032258065
1,621900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,6.0,0.5755287009063444,5.424471299093655
1,622400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,4.0,1.6348314606741574,2.3651685393258424
1,622800,Mark 14,Mark 38,VEV_4000,0.0,-0.1788793103448276,0.1788793103448276
1,624400,Mark 14,Mark 22,VEV_5200,-4.5,0.015151515151515152,-4.515151515151516
1,624400,Mark 01,Mark 22,VEV_5300,-3.0,-0.12121212121212122,-2.878787878787879
1,624400,Mark 01,Mark 22,VEV_5400,-1.0,0.039923954372623575,-1.0399239543726235
1,624400,Mark 01,Mark 22,VEV_5500,-1.0,0.02508361204013378,-1.0250836120401339
1,624400,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,624400,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,624700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-9.0,0.006147540983606557,-9.006147540983607
1,625100,Mark 14,Mark 38,HYDROGEL_PACK,8.5,0.23387096774193547,8.266129032258064
1,626000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-4.5,-0.23734177215189872,-4.262658227848101
1,628100,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-8.0,0.006147540983606557,-8.006147540983607
1,628300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-6.0,-0.23734177215189872,-5.762658227848101
1,630400,Mark 38,Mark 14,HYDROGEL_PACK,10.0,-0.3530571992110454,10.353057199211046
1,631500,Mark 38,Mark 14,VEV_4000,-3.0,0.2146341463414634,-3.2146341463414636
1,631700,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,631700,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,631700,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,632800,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,0.0,2.026666666666667,-2.026666666666667
1,634500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,3.0,0.5755287009063444,2.4244712990936557
1,634800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,4.0,0.0057692307692307696,3.9942307692307693
1,634800,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,4.0,2.026666666666667,1.9733333333333332
1,634900,Mark 14,Mark 38,HYDROGEL_PACK,11.0,0.23387096774193547,10.766129032258064
1,635700,Mark 38,Mark 14,HYDROGEL_PACK,0.0,-0.3530571992110454,0.3530571992110454
1,636100,Mark 14,Mark 22,VEV_5200,-6.0,0.015151515151515152,-6.015151515151516
1,636100,Mark 01,Mark 22,VEV_5300,-4.0,-0.12121212121212122,-3.878787878787879
1,636100,Mark 01,Mark 22,VEV_5500,-1.0,0.02508361204013378,-1.0250836120401339
1,636100,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,636100,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,637500,Mark 14,Mark 38,HYDROGEL_PACK,3.0,0.23387096774193547,2.7661290322580645
1,640300,Mark 22,Mark 38,HYDROGEL_PACK,-14.0,,
1,640500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-1.0,0.0057692307692307696,-1.0057692307692307
1,640700,Mark 38,Mark 14,HYDROGEL_PACK,-25.5,-0.3530571992110454,-25.146942800788956
1,642100,Mark 14,Mark 22,VEV_5200,-1.5,0.015151515151515152,-1.5151515151515151
1,642100,Mark 01,Mark 22,VEV_5300,-1.0,-0.12121212121212122,-0.8787878787878788
1,642100,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,642100,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,642100,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,642100,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,644900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-1.0,0.006147540983606557,-1.0061475409836065
1,645000,Mark 38,Mark 14,VEV_4000,-3.0,0.2146341463414634,-3.2146341463414636
1,646100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,-2.0,0.5755287009063444,-2.5755287009063443
1,647000,Mark 38,Mark 14,HYDROGEL_PACK,-1.0,-0.3530571992110454,-0.6469428007889546
1,647200,Mark 14,Mark 38,VEV_4000,-6.0,-0.1788793103448276,-5.821120689655173
1,647400,Mark 14,Mark 38,HYDROGEL_PACK,-8.0,0.23387096774193547,-8.233870967741936
1,647600,Mark 14,Mark 38,HYDROGEL_PACK,1.0,0.23387096774193547,0.7661290322580645
1,647900,Mark 14,Mark 38,HYDROGEL_PACK,4.0,0.23387096774193547,3.7661290322580645
1,648200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,-6.0,0.5755287009063444,-6.575528700906345
1,648400,Mark 38,Mark 14,HYDROGEL_PACK,6.0,-0.3530571992110454,6.353057199211046
1,650300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,0.0,-0.23734177215189872,0.23734177215189872
1,652100,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,5.0,0.0057692307692307696,4.994230769230769
1,652800,Mark 14,Mark 38,HYDROGEL_PACK,-6.0,0.23387096774193547,-6.233870967741935
1,653200,Mark 14,Mark 38,HYDROGEL_PACK,3.0,0.23387096774193547,2.7661290322580645
1,653300,Mark 14,Mark 38,HYDROGEL_PACK,5.0,0.23387096774193547,4.766129032258065
1,654200,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,654200,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,654200,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,654200,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,654300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-2.0,-0.23734177215189872,-1.7626582278481013
1,655100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,3.0,0.5755287009063444,2.4244712990936557
1,657800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,3.0,0.006147540983606557,2.9938524590163933
1,659200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5.0,0.006147540983606557,4.993852459016393
1,661300,Mark 38,Mark 14,HYDROGEL_PACK,1.0,-0.3530571992110454,1.3530571992110454
