timestamp,s_VEV_5200,m_VEV_5200,s_VEV_5300,m_VEV_5300,s_VELVETFRUIT_EXTRACT,m_VELVETFRUIT_EXTRACT,day,s5200,s5300,m_ext,s_ext,joint_tight,m5200,m5300,fwd20_ext,fwd5_5300,fwd20_5300
594900,3,89.5,2,43.0,3,5240.5,1,3,2,5240.5,3,False,89.5,43.0,0.5,1.0,1.0
595000,2,90.0,1,43.5,5,5238.5,1,2,1,5238.5,5,True,90.0,43.5,1.0,0.5,0.5
595100,2,90.0,2,44.0,5,5239.5,1,2,2,5239.5,5,True,90.0,44.0,-1.0,0.0,-1.0
595200,3,90.5,2,44.0,5,5240.5,1,3,2,5240.5,5,False,90.5,44.0,-1.0,0.0,-1.0
595300,3,90.5,2,44.0,6,5241.0,1,3,2,5241.0,6,False,90.5,44.0,-2.5,1.0,-1.0
595400,3,90.5,2,44.0,5,5241.5,1,3,2,5241.5,5,False,90.5,44.0,-2.0,0.0,-1.0
595500,2,91.0,2,44.0,5,5241.5,1,2,2,5241.5,5,True,91.0,44.0,-1.0,1.0,0.0
595600,2,91.0,2,44.0,2,5243.0,1,2,2,5243.0,2,True,91.0,44.0,-5.0,1.0,-1.0
595700,3,91.5,2,44.0,6,5242.0,1,3,2,5242.0,6,False,91.5,44.0,-2.5,0.0,-0.5
595800,3,91.5,2,45.0,5,5242.5,1,3,2,5242.5,5,False,91.5,45.0,-4.5,0.0,-2.0
595900,3,90.5,2,44.0,5,5241.5,1,3,2,5241.5,5,False,90.5,44.0,-3.0,1.0,-1.0
596000,3,91.5,2,45.0,5,5242.5,1,3,2,5242.5,5,False,91.5,45.0,-4.0,0.0,-2.0
596100,3,91.5,2,45.0,5,5242.5,1,3,2,5242.5,5,False,91.5,45.0,-3.0,0.5,-2.0
596200,3,90.5,2,44.0,5,5241.5,1,3,2,5241.5,5,False,90.5,44.0,-2.5,1.0,-1.0
596300,3,91.5,2,45.0,5,5242.5,1,3,2,5242.5,5,False,91.5,45.0,-4.0,0.0,-2.0
596400,2,92.0,2,45.0,5,5243.5,1,2,2,5243.5,5,True,92.0,45.0,-4.5,-1.0,-2.0
596500,3,92.5,2,45.0,6,5244.0,1,3,2,5244.0,6,False,92.5,45.0,-5.5,-1.0,-2.0
596600,3,92.5,3,45.5,5,5244.5,1,3,3,5244.5,5,False,92.5,45.5,-4.0,-2.5,-1.5
596700,2,92.0,2,45.0,5,5243.5,1,2,2,5243.5,5,True,92.0,45.0,-3.0,-2.0,-1.0
596800,3,91.5,2,45.0,5,5242.5,1,3,2,5242.5,5,False,91.5,45.0,-2.0,-2.0,-1.0
596900,3,90.5,2,44.0,6,5241.0,1,3,2,5241.0,6,False,90.5,44.0,-0.5,-1.0,0.0
597000,3,89.5,2,44.0,5,5239.5,1,3,2,5239.5,5,False,89.5,44.0,1.0,0.0,0.0
597100,3,89.5,2,43.0,5,5238.5,1,3,2,5238.5,5,False,89.5,43.0,2.0,0.0,1.0
597200,3,89.5,2,43.0,5,5239.5,1,3,2,5239.5,5,False,89.5,43.0,0.0,0.5,0.5
597300,3,88.5,2,43.0,5,5238.5,1,3,2,5238.5,5,False,88.5,43.0,-0.5,0.0,0.0
597400,3,89.5,2,43.0,5,5239.5,1,3,2,5239.5,5,False,89.5,43.0,-2.0,0.0,0.0
597500,2,90.0,2,44.0,5,5240.5,1,2,2,5240.5,5,True,90.0,44.0,-3.0,-1.0,-1.0
597600,3,88.5,2,43.0,6,5238.0,1,3,2,5238.0,6,False,88.5,43.0,-1.5,0.0,0.0
597700,3,89.5,3,43.5,5,5239.5,1,3,3,5239.5,5,False,89.5,43.5,-3.5,-0.5,-1.5
597800,3,88.5,2,43.0,6,5238.0,1,3,2,5238.0,6,False,88.5,43.0,-3.0,0.0,-1.0
597900,2,89.0,2,43.0,5,5238.5,1,2,2,5238.5,5,True,89.0,43.0,-4.0,0.0,-1.0
598000,3,89.5,2,43.0,5,5238.5,1,3,2,5238.5,5,False,89.5,43.0,-4.0,0.0,-1.0
598100,3,89.5,2,43.0,5,5239.5,1,3,2,5239.5,5,False,89.5,43.0,-6.5,1.0,-2.0
598200,3,89.5,2,43.0,6,5239.0,1,3,2,5239.0,6,False,89.5,43.0,-6.5,1.0,-2.0
598300,2,89.0,2,43.0,5,5238.5,1,2,2,5238.5,5,True,89.0,43.0,-7.0,1.0,-2.0
598400,3,89.5,2,43.0,6,5239.0,1,3,2,5239.0,6,False,89.5,43.0,-7.0,1.0,-2.0
598500,2,89.0,2,43.0,5,5238.5,1,2,2,5238.5,5,True,89.0,43.0,-6.5,1.0,-2.0
598600,3,90.5,2,44.0,5,5240.5,1,3,2,5240.5,5,False,90.5,44.0,-8.0,0.0,-3.0
598700,3,90.5,2,44.0,5,5240.5,1,3,2,5240.5,5,False,90.5,44.0,-10.5,-0.5,-3.0
598800,3,90.5,2,44.0,5,5240.5,1,3,2,5240.5,5,False,90.5,44.0,-8.0,-1.0,-3.0
598900,2,90.0,2,44.0,5,5240.5,1,2,2,5240.5,5,True,90.0,44.0,-9.0,-1.0,-3.0
599000,3,90.5,2,44.0,5,5240.5,1,3,2,5240.5,5,False,90.5,44.0,-9.0,-1.0,-3.0
599100,3,90.5,2,44.0,5,5240.5,1,3,2,5240.5,5,False,90.5,44.0,-8.0,-1.0,-3.0
599200,3,89.5,3,43.5,5,5239.5,1,3,3,5239.5,5,False,89.5,43.5,-6.0,-1.5,-2.5
599300,3,88.5,2,43.0,6,5238.0,1,3,2,5238.0,6,False,88.5,43.0,-4.5,-1.0,-2.0
599400,3,88.5,2,43.0,5,5237.5,1,3,2,5237.5,5,False,88.5,43.0,-5.5,-1.0,-2.0
599500,3,88.5,2,43.0,5,5237.5,1,3,2,5237.5,5,False,88.5,43.0,-5.0,-1.0,-2.0
599600,2,88.0,2,43.0,5,5236.5,1,2,2,5236.5,5,True,88.0,43.0,-3.0,-2.0,-2.0
599700,3,87.5,2,42.0,6,5236.0,1,3,2,5236.0,6,False,87.5,42.0,-4.5,-1.0,-1.0
599800,3,86.5,2,42.0,6,5235.0,1,3,2,5235.0,6,False,86.5,42.0,-4.5,-1.0,-2.0
599900,3,86.5,2,42.0,5,5234.5,1,3,2,5234.5,5,False,86.5,42.0,-4.0,-1.0,-2.0
600000,3,86.5,2,42.0,5,5234.5,1,3,2,5234.5,5,False,86.5,42.0,-4.0,-1.0,-2.0
600100,3,85.5,2,41.0,6,5233.0,1,3,2,5233.0,6,False,85.5,41.0,-4.5,0.0,-1.0
600200,3,85.5,2,41.0,5,5232.5,1,3,2,5232.5,5,False,85.5,41.0,-3.0,0.0,-1.0
600300,2,85.0,2,41.0,5,5231.5,1,2,2,5231.5,5,True,85.0,41.0,-3.0,0.0,-1.0
600400,3,85.5,2,41.0,6,5232.0,1,3,2,5232.0,6,False,85.5,41.0,-2.5,0.0,-1.0
600500,2,85.0,2,41.0,6,5232.0,1,2,2,5232.0,6,True,85.0,41.0,-3.5,0.0,-1.0
600600,3,85.5,2,41.0,5,5232.5,1,3,2,5232.5,5,False,85.5,41.0,-4.0,0.0,-1.0
600700,2,85.0,2,41.0,2,5230.0,1,2,2,5230.0,2,True,85.0,41.0,-0.5,0.0,-1.0
600800,3,85.5,2,41.0,5,5232.5,1,3,2,5232.5,5,False,85.5,41.0,-2.0,0.0,-1.0
600900,3,84.5,2,41.0,5,5231.5,1,3,2,5231.5,5,False,84.5,41.0,-0.5,0.0,-1.0
601000,3,84.5,2,41.0,5,5231.5,1,3,2,5231.5,5,False,84.5,41.0,0.0,0.0,-0.5
601100,3,85.5,2,41.0,5,5232.5,1,3,2,5232.5,5,False,85.5,41.0,-1.0,0.0,-0.5
601200,3,85.5,2,41.0,5,5233.5,1,3,2,5233.5,5,False,85.5,41.0,-2.0,0.0,0.0
601300,2,86.0,2,41.0,5,5233.5,1,2,2,5233.5,5,True,86.0,41.0,-2.0,-1.0,0.0
601400,2,85.0,2,41.0,6,5232.0,1,2,2,5232.0,6,True,85.0,41.0,-0.5,-1.0,0.0
601500,3,85.5,2,41.0,5,5232.5,1,3,2,5232.5,5,False,85.5,41.0,0.0,-1.0,0.0
601600,3,85.5,2,41.0,5,5233.5,1,3,2,5233.5,5,False,85.5,41.0,-2.0,-1.0,0.0
601700,3,84.5,2,41.0,5,5231.5,1,3,2,5231.5,5,False,84.5,41.0,-1.0,-1.0,-1.0
601800,2,84.0,2,40.0,5,5230.5,1,2,2,5230.5,5,True,84.0,40.0,-0.5,0.0,0.0
601900,2,84.0,2,40.0,5,5230.5,1,2,2,5230.5,5,True,84.0,40.0,0.0,0.0,0.0
602000,2,84.0,2,40.0,5,5230.5,1,2,2,5230.5,5,True,84.0,40.0,-2.0,0.0,-1.0
602100,3,83.5,2,40.0,5,5228.5,1,3,2,5228.5,5,False,83.5,40.0,0.0,0.0,0.0
602200,3,83.5,2,40.0,5,5229.5,1,3,2,5229.5,5,False,83.5,40.0,0.0,0.0,0.0
602300,2,83.0,2,40.0,5,5228.5,1,2,2,5228.5,5,True,83.0,40.0,1.0,0.0,0.0
602400,3,83.5,2,40.0,5,5229.5,1,3,2,5229.5,5,False,83.5,40.0,1.0,0.0,0.0
602500,2,83.0,2,40.0,5,5228.5,1,2,2,5228.5,5,True,83.0,40.0,0.5,0.5,0.0
602600,2,83.0,2,40.0,5,5228.5,1,2,2,5228.5,5,True,83.0,40.0,0.5,0.5,0.0
602700,3,83.5,2,40.0,5,5229.5,1,3,2,5229.5,5,False,83.5,40.0,-1.0,1.0,0.0
602800,2,84.0,2,40.0,5,5230.5,1,2,2,5230.5,5,True,84.0,40.0,-1.0,1.0,0.0
602900,3,84.5,2,40.0,6,5231.0,1,3,2,5231.0,6,False,84.5,40.0,-0.5,1.0,0.0
603000,3,84.5,1,40.5,5,5231.5,1,3,1,5231.5,5,False,84.5,40.5,-2.0,0.5,-0.5
603100,3,84.5,1,40.5,5,5231.5,1,3,1,5231.5,5,False,84.5,40.5,-3.0,0.5,-0.5
603200,2,85.0,2,41.0,5,5231.5,1,2,2,5231.5,5,True,85.0,41.0,-3.0,-1.0,-1.5
603300,2,85.0,2,41.0,5,5231.5,1,2,2,5231.5,5,True,85.0,41.0,-2.0,-1.0,-1.0
603400,2,85.0,2,41.0,5,5231.5,1,2,2,5231.5,5,True,85.0,41.0,-2.0,-1.0,-1.0
603500,3,85.5,2,41.0,5,5232.5,1,3,2,5232.5,5,False,85.5,41.0,-3.0,-2.0,-1.0
603600,2,85.0,2,41.0,5,5231.5,1,2,2,5231.5,5,True,85.0,41.0,-3.0,-1.0,-1.0
603700,3,84.5,2,40.0,5,5230.5,1,3,2,5230.5,5,False,84.5,40.0,-2.0,0.0,0.0
603800,2,84.0,2,40.0,6,5230.0,1,2,2,5230.0,6,True,84.0,40.0,-0.5,0.0,0.0
603900,2,84.0,2,40.0,5,5230.5,1,2,2,5230.5,5,True,84.0,40.0,0.0,0.0,0.0
604000,2,83.0,2,39.0,5,5228.5,1,2,2,5228.5,5,True,83.0,39.0,0.0,1.0,1.0
604100,3,83.5,2,40.0,5,5228.5,1,3,2,5228.5,5,False,83.5,40.0,0.0,0.0,0.0
604200,2,84.0,2,40.0,5,5229.5,1,2,2,5229.5,5,True,84.0,40.0,-2.0,0.0,-1.0
604300,2,84.0,2,40.0,5,5229.5,1,2,2,5229.5,5,True,84.0,40.0,-3.0,0.0,-1.0
604400,3,84.5,2,40.0,5,5230.5,1,3,2,5230.5,5,False,84.5,40.0,-3.0,0.0,-1.0
604500,3,83.5,2,40.0,6,5229.0,1,3,2,5229.0,6,False,83.5,40.0,-5.0,0.0,-1.0
604600,1,82.5,2,40.0,6,5229.0,1,1,2,5229.0,6,True,82.5,40.0,-4.5,0.0,-2.0
604700,3,83.5,2,40.0,5,5228.5,1,3,2,5228.5,5,False,83.5,40.0,-4.0,-0.5,-2.0
604800,3,83.5,2,40.0,5,5229.5,1,3,2,5229.5,5,False,83.5,40.0,-5.0,0.0,-2.0
604900,2,84.0,2,40.0,5,5230.5,1,2,2,5230.5,5,True,84.0,40.0,-6.0,0.0,-2.0
605000,3,83.5,2,40.0,5,5229.5,1,3,2,5229.5,5,False,83.5,40.0,-7.0,0.0,-2.0
605100,2,83.0,2,40.0,5,5228.5,1,2,2,5228.5,5,True,83.0,40.0,-6.0,0.0,-2.0
605200,2,83.0,1,39.5,5,5228.5,1,2,1,5228.5,5,True,83.0,39.5,-6.0,0.5,-1.5
605300,3,83.5,2,40.0,5,5229.5,1,3,2,5229.5,5,False,83.5,40.0,-6.0,0.0,-2.0
605400,2,84.0,2,40.0,5,5229.5,1,2,2,5229.5,5,True,84.0,40.0,-4.0,0.0,-1.0
605500,3,83.5,2,40.0,5,5229.5,1,3,2,5229.5,5,False,83.5,40.0,-4.0,0.0,-2.0
605600,3,83.5,2,40.0,5,5228.5,1,3,2,5228.5,5,False,83.5,40.0,-4.0,0.0,-2.0
605700,3,83.5,2,40.0,5,5228.5,1,3,2,5228.5,5,False,83.5,40.0,-4.5,-1.0,-2.0
605800,3,83.5,2,40.0,5,5229.5,1,3,2,5229.5,5,False,83.5,40.0,-6.0,-1.0,-2.0
605900,2,84.0,2,40.0,5,5230.5,1,2,2,5230.5,5,True,84.0,40.0,-9.0,-1.0,-3.0
606000,3,83.5,2,40.0,5,5228.5,1,3,2,5228.5,5,False,83.5,40.0,-8.0,-1.0,-3.0
606100,3,83.5,2,40.0,5,5228.5,1,3,2,5228.5,5,False,83.5,40.0,-9.0,-2.0,-3.5
606200,3,82.5,2,39.0,5,5227.5,1,3,2,5227.5,5,False,82.5,39.0,-7.0,-1.0,-2.0
606300,2,82.0,2,39.0,5,5226.5,1,2,2,5226.5,5,True,82.0,39.0,-6.0,-1.0,-2.0
606400,3,82.5,2,39.0,5,5227.5,1,3,2,5227.5,5,False,82.5,39.0,-8.0,-1.0,-2.5
606500,3,81.5,2,39.0,2,5224.0,1,3,2,5224.0,2,False,81.5,39.0,-7.0,-1.0,-3.0
606600,3,80.5,2,38.0,5,5224.5,1,3,2,5224.5,5,False,80.5,38.0,-7.0,0.0,-2.0
606700,2,81.0,2,38.0,5,5224.5,1,2,2,5224.5,5,True,81.0,38.0,-5.5,0.0,-2.0
606800,3,80.5,2,38.0,5,5224.5,1,3,2,5224.5,5,False,80.5,38.0,-5.0,0.0,-1.0
606900,3,80.5,2,38.0,5,5224.5,1,3,2,5224.5,5,False,80.5,38.0,-4.0,1.0,-1.0
607000,2,80.0,2,38.0,5,5222.5,1,2,2,5222.5,5,True,80.0,38.0,-0.5,0.0,-1.0
607100,3,79.5,2,38.0,5,5222.5,1,3,2,5222.5,5,False,79.5,38.0,-1.0,0.0,-1.0
607200,3,79.5,2,38.0,5,5222.5,1,3,2,5222.5,5,False,79.5,38.0,1.0,0.0,0.0
607300,2,80.0,2,38.0,5,5223.5,1,2,2,5223.5,5,True,80.0,38.0,0.0,0.0,0.0
607400,3,81.5,2,39.0,5,5225.5,1,3,2,5225.5,5,False,81.5,39.0,-1.5,-2.0,-1.0
607500,2,81.0,2,38.0,5,5225.5,1,2,2,5225.5,5,True,81.0,38.0,-1.0,-1.0,0.0
607600,2,81.0,2,38.0,5,5224.5,1,2,2,5224.5,5,True,81.0,38.0,0.0,-1.5,0.0
607700,3,80.5,2,38.0,6,5224.0,1,3,2,5224.0,6,False,80.5,38.0,1.5,-1.0,0.0
607800,2,80.0,2,38.0,5,5223.5,1,2,2,5223.5,5,True,80.0,38.0,2.0,-1.0,0.0
607900,2,79.0,2,37.0,5,5221.5,1,2,2,5221.5,5,True,79.0,37.0,3.0,-0.5,1.0
608000,3,78.5,2,37.0,5,5220.5,1,3,2,5220.5,5,False,78.5,37.0,3.0,-1.0,0.5
608100,2,78.0,1,36.5,5,5219.5,1,2,1,5219.5,5,True,78.0,36.5,4.0,-0.5,1.5
608200,3,78.5,2,37.0,5,5220.5,1,3,2,5220.5,5,False,78.5,37.0,3.5,-1.0,1.0
608300,2,78.0,2,37.0,5,5220.5,1,2,2,5220.5,5,True,78.0,37.0,3.0,0.0,0.5
608400,2,78.0,1,36.5,5,5219.5,1,2,1,5219.5,5,True,78.0,36.5,4.0,0.5,1.5
608500,3,77.5,2,36.0,2,5217.0,1,3,2,5217.0,2,False,77.5,36.0,6.5,1.0,2.0
608600,2,77.0,2,36.0,5,5217.5,1,2,2,5217.5,5,True,77.0,36.0,5.0,1.0,1.0
608700,3,77.5,2,36.0,6,5219.0,1,3,2,5219.0,6,False,77.5,36.0,3.5,2.0,1.0
608800,2,78.0,2,37.0,5,5219.5,1,2,2,5219.5,5,True,78.0,37.0,3.0,1.0,0.0
608900,3,78.5,2,37.0,5,5220.5,1,3,2,5220.5,5,False,78.5,37.0,2.0,1.0,0.0
609000,3,79.5,2,37.0,6,5222.0,1,3,2,5222.0,6,False,79.5,37.0,0.5,1.0,0.0
609100,2,79.0,2,37.0,5,5221.5,1,2,2,5221.5,5,True,79.0,37.0,1.0,1.0,0.0
609200,2,80.0,2,38.0,5,5223.5,1,2,2,5223.5,5,True,80.0,38.0,1.0,0.0,0.0
609300,2,80.0,2,38.0,5,5223.5,1,2,2,5223.5,5,True,80.0,38.0,0.0,0.0,0.0
609400,3,80.5,2,38.0,6,5224.0,1,3,2,5224.0,6,False,80.5,38.0,2.0,0.0,0.0
609500,3,80.5,2,38.0,5,5224.5,1,3,2,5224.5,5,False,80.5,38.0,0.0,-0.5,0.0
609600,3,80.5,2,38.0,5,5224.5,1,3,2,5224.5,5,False,80.5,38.0,-2.0,0.0,-1.0
609700,2,81.0,2,38.0,5,5225.5,1,2,2,5225.5,5,True,81.0,38.0,-4.0,0.0,-1.0
609800,2,81.0,2,38.0,5,5225.5,1,2,2,5225.5,5,True,81.0,38.0,-4.0,-0.5,-1.0
609900,3,80.5,2,38.0,5,5224.5,1,3,2,5224.5,5,False,80.5,38.0,-4.5,0.0,-1.0
610000,3,79.5,1,37.5,5,5223.5,1,3,1,5223.5,5,False,79.5,37.5,-1.0,0.5,-0.5
610100,2,80.0,2,38.0,5,5223.5,1,2,2,5223.5,5,True,80.0,38.0,-1.0,-1.0,-1.0
610200,3,80.5,2,38.0,6,5224.0,1,3,2,5224.0,6,False,80.5,38.0,-2.5,-1.0,-1.0
610300,2,80.0,1,37.5,5,5223.5,1,2,1,5223.5,5,True,80.0,37.5,-1.0,-0.5,-0.5
610400,2,80.0,2,38.0,5,5223.5,1,2,2,5223.5,5,True,80.0,38.0,-2.0,-1.0,-1.0
610500,2,80.0,2,38.0,5,5223.5,1,2,2,5223.5,5,True,80.0,38.0,-2.0,-1.0,-1.0
610600,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,0.0,0.0,0.0
610700,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,1.0,1.0,1.0
610800,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,3.0,1.0,1.0
610900,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,1.5,1.0,1.0
611000,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,4.5,1.0,1.0
611100,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,4.0,0.0,2.0
611200,3,80.5,2,38.0,5,5224.5,1,3,2,5224.5,5,False,80.5,38.0,3.0,-1.0,1.0
611300,2,80.0,2,38.0,5,5223.5,1,2,2,5223.5,5,True,80.0,38.0,4.0,-1.0,1.0
611400,3,80.5,2,38.0,2,5226.0,1,3,2,5226.0,2,False,80.5,38.0,2.5,-1.0,1.0
611500,3,80.5,2,38.0,5,5224.5,1,3,2,5224.5,5,False,80.5,38.0,3.5,-1.0,1.0
611600,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,5.0,0.0,2.0
611700,2,79.0,2,37.0,5,5221.5,1,2,2,5221.5,5,True,79.0,37.0,7.0,0.0,2.0
611800,2,79.0,2,37.0,5,5221.5,1,2,2,5221.5,5,True,79.0,37.0,8.5,0.0,3.0
611900,3,79.5,2,37.0,2,5220.0,1,3,2,5220.0,2,False,79.5,37.0,10.5,0.0,3.0
612000,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,9.0,0.0,3.0
612100,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,9.0,0.0,3.0
612200,2,79.0,2,37.0,5,5221.5,1,2,2,5221.5,5,True,79.0,37.0,12.0,1.0,4.0
612300,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,11.0,1.0,4.0
612400,2,79.0,2,37.0,5,5221.5,1,2,2,5221.5,5,True,79.0,37.0,12.0,1.0,4.0
612500,2,79.0,2,37.0,5,5221.5,1,2,2,5221.5,5,True,79.0,37.0,11.0,1.0,4.0
612600,3,79.5,2,37.0,5,5222.5,1,3,2,5222.5,5,False,79.5,37.0,10.0,2.0,4.0
612700,2,80.0,2,38.0,5,5223.5,1,2,2,5223.5,5,True,80.0,38.0,9.0,1.0,2.5
612800,2,81.0,2,38.0,5,5225.5,1,2,2,5225.5,5,True,81.0,38.0,7.0,1.0,2.0
612900,3,81.5,2,38.0,2,5224.0,1,3,2,5224.0,2,False,81.5,38.0,9.5,1.0,3.0
613000,3,81.5,2,38.0,4,5227.0,1,3,2,5227.0,4,False,81.5,38.0,6.5,1.0,3.0
613100,2,82.0,2,39.0,5,5226.5,1,2,2,5226.5,5,True,82.0,39.0,6.0,0.0,1.5
613200,3,82.5,2,39.0,5,5227.5,1,3,2,5227.5,5,False,82.5,39.0,5.5,0.0,2.0
613300,3,82.5,2,39.0,5,5227.5,1,3,2,5227.5,5,False,82.5,39.0,4.0,1.0,1.0
613400,3,82.5,2,39.0,5,5228.5,1,3,2,5228.5,5,False,82.5,39.0,1.0,1.0,0.0
613500,3,82.5,2,39.0,6,5228.0,1,3,2,5228.0,6,False,82.5,39.0,1.0,1.0,0.0
613600,3,82.5,2,39.0,5,5227.5,1,3,2,5227.5,5,False,82.5,39.0,1.5,1.0,0.0
613700,2,83.0,2,39.0,5,5228.5,1,2,2,5228.5,5,True,83.0,39.0,1.0,2.0,0.0
613800,3,83.5,2,40.0,6,5230.0,1,3,2,5230.0,6,False,83.5,40.0,0.5,1.0,0.0
613900,3,84.5,2,40.0,5,5230.5,1,3,2,5230.5,5,False,84.5,40.0,-2.0,1.0,-1.0
614000,3,84.5,2,40.0,5,5231.5,1,3,2,5231.5,5,False,84.5,40.0,-3.0,1.0,-1.0
614100,3,84.5,2,40.0,5,5231.5,1,3,2,5231.5,5,False,84.5,40.0,-1.0,1.0,0.0
614200,3,85.5,2,41.0,5,5233.5,1,3,2,5233.5,5,False,85.5,41.0,-2.0,-0.5,-1.0
614300,3,85.5,2,41.0,5,5233.5,1,3,2,5233.5,5,False,85.5,41.0,-3.0,-1.0,-1.0
614400,3,85.5,2,41.0,5,5233.5,1,3,2,5233.5,5,False,85.5,41.0,-3.0,0.0,-1.0
614500,3,85.5,2,41.0,5,5232.5,1,3,2,5232.5,5,False,85.5,41.0,-0.5,0.0,-1.0
614600,3,85.5,2,41.0,5,5232.5,1,3,2,5232.5,5,False,85.5,41.0,0.0,-0.5,-1.0
614700,3,85.5,1,40.5,5,5232.5,1,3,1,5232.5,5,False,85.5,40.5,0.5,0.5,0.5
614800,2,85.0,2,40.0,5,5232.5,1,2,2,5232.5,5,True,85.0,40.0,0.0,0.0,0.0
614900,2,86.0,2,41.0,5,5233.5,1,2,2,5233.5,5,True,86.0,41.0,-1.0,-2.0,-1.0
615000,3,85.5,2,41.0,5,5233.5,1,3,2,5233.5,5,False,85.5,41.0,0.0,-2.0,0.0
615100,3,85.5,1,40.5,5,5232.5,1,3,1,5232.5,5,False,85.5,40.5,1.5,-1.5,0.5
615200,3,85.5,2,41.0,6,5233.0,1,3,2,5233.0,6,False,85.5,41.0,-0.5,-2.0,-1.0
615300,3,84.5,2,40.0,5,5231.5,1,3,2,5231.5,5,False,84.5,40.0,1.0,0.0,0.5
615400,3,83.5,2,39.0,5,5229.5,1,3,2,5229.5,5,False,83.5,39.0,4.0,0.0,2.0
615500,3,83.5,2,39.0,6,5229.0,1,3,2,5229.0,6,False,83.5,39.0,4.5,0.0,2.0
615600,3,83.5,2,39.0,6,5229.0,1,3,2,5229.0,6,False,83.5,39.0,4.5,1.0,2.0
615700,3,83.5,2,39.0,5,5229.5,1,3,2,5229.5,5,False,83.5,39.0,4.0,1.0,2.0
615800,2,84.0,2,40.0,5,5230.5,1,2,2,5230.5,5,True,84.0,40.0,3.0,0.0,1.0
615900,2,83.0,2,39.0,5,5228.5,1,2,2,5228.5,5,True,83.0,39.0,5.5,1.0,2.0
616000,2,83.0,2,39.0,5,5228.5,1,2,2,5228.5,5,True,83.0,39.0,6.0,1.0,2.0
616100,3,84.5,2,40.0,5,5230.5,1,3,2,5230.5,5,False,84.5,40.0,4.5,0.0,1.0
616200,2,85.0,2,40.0,5,5231.5,1,2,2,5231.5,5,True,85.0,40.0,1.0,1.0,1.0
616300,2,84.0,2,40.0,5,5230.5,1,2,2,5230.5,5,True,84.0,40.0,2.5,0.0,1.0
616400,3,84.5,2,40.0,5,5230.5,1,3,2,5230.5,5,False,84.5,40.0,2.0,0.0,0.0
616500,2,85.0,2,40.0,6,5232.0,1,2,2,5232.0,6,True,85.0,40.0,-0.5,1.0,0.0
616600,2,85.0,2,40.0,3,5232.5,1,2,2,5232.5,3,True,85.0,40.0,-1.0,1.0,0.0
616700,3,85.5,2,41.0,6,5233.0,1,3,2,5233.0,6,False,85.5,41.0,-0.5,-1.0,-1.0
616800,3,85.5,2,40.0,5,5232.5,1,3,2,5232.5,5,False,85.5,40.0,-0.5,0.5,0.0
616900,3,85.5,2,40.0,5,5232.5,1,3,2,5232.5,5,False,85.5,40.0,-2.5,1.0,0.0
617000,2,86.0,2,41.0,5,5233.5,1,2,2,5233.5,5,True,86.0,41.0,-2.0,0.0,-1.0
617100,3,86.5,2,41.0,6,5234.0,1,3,2,5234.0,6,False,86.5,41.0,-2.5,0.0,-1.0
617200,2,85.0,2,40.0,5,5232.5,1,2,2,5232.5,5,True,85.0,40.0,-1.0,1.0,0.0
617300,3,85.5,1,40.5,5,5232.5,1,3,1,5232.5,5,False,85.5,40.5,-1.0,0.5,-0.5
617400,2,86.0,2,41.0,5,5233.5,1,2,2,5233.5,5,True,86.0,41.0,-2.0,0.0,-1.0
617500,2,86.0,2,41.0,5,5233.5,1,2,2,5233.5,5,True,86.0,41.0,-2.5,0.0,0.0
617600,3,85.5,2,41.0,5,5233.5,1,3,2,5233.5,5,False,85.5,41.0,0.0,0.0,0.0
617700,2,86.0,2,41.0,5,5233.5,1,2,2,5233.5,5,True,86.0,41.0,0.0,0.0,0.0
617800,2,86.0,2,41.0,5,5233.5,1,2,2,5233.5,5,True,86.0,41.0,0.0,0.0,0.0
617900,1,85.5,2,41.0,6,5234.0,1,1,2,5234.0,6,True,85.5,41.0,0.0,-1.0,0.0
618000,3,86.5,2,41.0,5,5234.5,1,3,2,5234.5,5,False,86.5,41.0,0.0,-1.0,0.0
618100,3,86.5,2,41.0,6,5235.0,1,3,2,5235.0,6,False,86.5,41.0,-1.5,-1.0,0.0
618200,3,85.5,2,41.0,5,5232.5,1,3,2,5232.5,5,False,85.5,41.0,0.0,-1.0,-1.0
618300,1,84.5,2,41.0,6,5233.0,1,1,2,5233.0,6,True,84.5,41.0,-1.5,-1.0,-1.0
618400,3,85.5,2,40.0,5,5232.5,1,3,2,5232.5,5,False,85.5,40.0,0.0,0.0,0.0
618500,2,85.0,2,40.0,5,5231.5,1,2,2,5231.5,5,True,85.0,40.0,1.0,0.0,0.0
