day,timestamp,n_trades,symbols,ext_fwd20,vev5200_fwd20,vev5300_fwd20
1,848900,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",-2.0,-1.0,-1.0
3,144800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",3.0,2.5,1.5
1,120300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",6.5,5.0,4.0
2,688600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-2.0,0.0,0.5
2,691100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",1.0,2.0,1.5
1,574800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",1.0,1.5,1.5
1,801800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-6.0,-3.0,-1.5
2,508800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-0.5,1.0,0.5
1,937300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",4.0,3.0,2.5
1,86100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",3.5,2.0,2.5
1,800400,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",-5.5,-2.0,-2.0
1,921000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",3.0,2.0,1.5
1,798100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-4.0,-2.0,-0.5
1,89800,4,"VEV_5300,VEV_5400,VEV_6000,VEV_6500",-2.0,0.0,-1.0
1,943100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-1.0,0.0,0.5
2,171800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",3.0,2.5,2.0
1,145500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",7.0,6.0,3.5
3,132100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",5.0,4.0,3.0
1,575800,4,"VELVETFRUIT_EXTRACT,VEV_5500,VEV_6000,VEV_6500",3.5,1.0,0.5
3,937000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",2.0,2.5,1.5
3,483900,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",7.0,4.5,2.0
1,43400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",8.5,7.0,4.5
2,977300,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",1.0,1.0,0.0
3,118700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",10.0,6.0,3.5
1,476500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-3.0,-1.0,-0.5
2,977500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",1.0,2.0,0.0
3,937400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",0.0,0.5,0.5
2,593000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",3.0,2.5,2.0
1,9600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-5.0,-2.0,-1.0
3,551600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",5.0,3.5,1.0
2,410200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-5.0,-1.0,-0.5
1,50700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",2.0,4.0,2.0
2,415500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",5.0,4.0,2.5
1,760000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-4.0,-1.5,-0.5
2,748500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",1.0,2.0,0.5
2,105500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",3.5,3.0,1.0
1,52800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-3.0,-1.0,-0.5
2,726600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",2.0,2.0,1.5
1,170400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-1.0,0.5,0.5
1,170500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",1.0,0.0,0.0
2,566700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-1.0,0.5,0.5
2,733200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-1.5,0.5,0.5
1,4500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-4.0,-1.0,-0.5
2,575100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-7.0,-3.0,-1.5
2,934900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-6.0,-4.0,-2.0
3,485500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",-6.0,-2.5,-1.0
2,972800,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",0.0,1.0,0.0
