day,timestamp,n_trades,symbols,dominant_buyer,dominant_buyer_row_count,dominant_buyer_n_symbols,dominant_seller,dominant_seller_row_count,dominant_seller_n_symbols,n_unique_buyers,n_unique_sellers
1,703200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,684000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,23500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,310100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,3,3,Mark 22,4,4,2,1
2,316700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,317500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,13100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,304000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,87300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,29500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,376300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,766900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,37000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,735100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,3,3,Mark 22,4,4,2,1
2,898600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,654200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,287100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,287600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,362600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,74300,4,"VEV_5300,VEV_5400,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,666500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,350300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,69900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,41900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,455700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,70100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,294600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,3,3,Mark 22,4,4,2,1
3,678700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,70300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,42900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,253400,4,"VEV_5200,VEV_5500,VEV_6000,VEV_6500",Mark 01,3,3,Mark 22,4,4,2,1
1,567200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,166000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,250200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,842200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,644500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,153000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,997100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,642400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,524000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,3,3,Mark 22,4,4,2,1
1,851200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,901100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,837500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,865400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,622600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,553100,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,848900,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 14,2,2,Mark 22,4,4,2,1
3,144800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,120300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,688600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,691100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,574800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,801800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,508800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,937300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,86100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,800400,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,921000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,798100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,89800,4,"VEV_5300,VEV_5400,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,943100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,171800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,145500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,132100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,575800,4,"VELVETFRUIT_EXTRACT,VEV_5500,VEV_6000,VEV_6500",Mark 01,3,3,Mark 22,4,4,2,1
3,937000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,483900,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,43400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,977300,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,3,3,Mark 22,4,4,2,1
3,118700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,476500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,977500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,937400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,593000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,9600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,551600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,410200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,50700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,415500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,760000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,748500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,105500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,52800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,726600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,170400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,170500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,3,3,Mark 22,4,4,2,1
2,566700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,733200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
1,4500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,575100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,934900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
3,485500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,4,4,Mark 22,4,4,1,1
2,972800,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,3,3,Mark 22,4,4,2,1
