day,mark,role,traded_symbol,spread_regime,horizon_K,fwd_target,n,mean_fwd,median_fwd,frac_pos,t_vs_zero,ci95_low,ci95_high
3,Mark 22,seller_agg,VEV_5300,wide_spread,20,HYDROGEL_PACK,46,-1.608695652173913,-1.25,0.43478260869565216,-1.4695800622832627,-3.652173913043478,0.3057065217391292
1,Mark 22,seller_agg,VEV_5300,wide_spread,100,same_symbol,38,-0.3157894736842105,-0.5,0.39473684210526316,-0.559930727570414,-1.4608552631578946,0.6973684210526315
2,Mark 22,seller_agg,VEV_5300,wide_spread,100,same_symbol,40,0.0875,0.0,0.45,0.15866384961728502,-1.038125,1.1628124999999998
3,Mark 22,seller_agg,VEV_5300,wide_spread,100,same_symbol,46,-0.010869565217391304,0.25,0.5,-0.022720884028832048,-1.0326086956521738,0.9567934782608694
1,Mark 22,seller_agg,VEV_5300,wide_spread,100,VELVETFRUIT_EXTRACT,38,-0.5263157894736842,-1.0,0.42105263157894735,-0.35574752346502436,-3.6447368421052633,2.3953947368421047
2,Mark 22,seller_agg,VEV_5300,wide_spread,100,VELVETFRUIT_EXTRACT,40,0.75,0.0,0.475,0.5457205898245852,-1.8,3.325
3,Mark 22,seller_agg,VEV_5300,wide_spread,100,VELVETFRUIT_EXTRACT,46,0.7934782608695652,1.75,0.5869565217391305,0.5814978610975836,-1.8817934782608694,3.522010869565217
1,Mark 22,seller_agg,VEV_5300,wide_spread,100,HYDROGEL_PACK,38,2.013157894736842,0.0,0.47368421052631576,0.5925176513430975,-4.633881578947369,8.290789473684208
2,Mark 22,seller_agg,VEV_5300,wide_spread,100,HYDROGEL_PACK,40,-0.5375,1.0,0.525,-0.2155012781292715,-5.3628124999999995,4.4031249999999975
3,Mark 22,seller_agg,VEV_5300,wide_spread,100,HYDROGEL_PACK,46,0.7934782608695652,1.5,0.5217391304347826,0.3179966820868312,-4.21875,5.5874999999999995
1,Mark 22,seller_agg,VEV_5400,all,5,same_symbol,81,-0.012345679012345678,0.0,0.19753086419753085,-0.2870353451970314,-0.08657407407407407,0.06790123456790123
2,Mark 22,seller_agg,VEV_5400,all,5,same_symbol,80,-0.04375,0.0,0.1875,-0.8175885546682833,-0.15,0.05625
3,Mark 22,seller_agg,VEV_5400,all,5,same_symbol,114,-0.03508771929824561,0.0,0.12280701754385964,-1.181583258234051,-0.09210526315789473,0.021929824561403508
1,Mark 22,seller_agg,VEV_5400,all,5,VELVETFRUIT_EXTRACT,81,-0.018518518518518517,0.0,0.4074074074074074,-0.08857885866078714,-0.41975308641975306,0.4012345679012346
2,Mark 22,seller_agg,VEV_5400,all,5,VELVETFRUIT_EXTRACT,80,-0.1625,-0.5,0.3875,-0.7234244063496912,-0.6,0.28140624999999986
3,Mark 22,seller_agg,VEV_5400,all,5,VELVETFRUIT_EXTRACT,114,0.09649122807017543,0.0,0.4649122807017544,0.45673968601141934,-0.3157894736842105,0.5178728070175436
1,Mark 22,seller_agg,VEV_5400,all,5,HYDROGEL_PACK,81,-0.3888888888888889,0.0,0.3950617283950617,-0.8857921325919131,-1.2530864197530864,0.38271604938271603
2,Mark 22,seller_agg,VEV_5400,all,5,HYDROGEL_PACK,80,0.075,-0.25,0.375,0.13804362518409896,-0.93796875,1.0690624999999998
3,Mark 22,seller_agg,VEV_5400,all,5,HYDROGEL_PACK,114,-0.11403508771929824,0.0,0.4649122807017544,-0.28634796455152756,-0.8730263157894738,0.7017543859649122
1,Mark 22,seller_agg,VEV_5400,all,20,same_symbol,81,0.018518518518518517,0.0,0.38271604938271603,0.19209468759882464,-0.17916666666666664,0.20987654320987653
2,Mark 22,seller_agg,VEV_5400,all,20,same_symbol,80,0.0125,0.0,0.3125,0.13782217060148605,-0.1625,0.19390624999999986
3,Mark 22,seller_agg,VEV_5400,all,20,same_symbol,114,0.02631578947368421,0.0,0.24561403508771928,0.38911036746733846,-0.10526315789473684,0.16666666666666666
1,Mark 22,seller_agg,VEV_5400,all,20,VELVETFRUIT_EXTRACT,81,0.1419753086419753,0.0,0.4567901234567901,0.28272141947194074,-0.8273148148148148,1.092901234567901
2,Mark 22,seller_agg,VEV_5400,all,20,VELVETFRUIT_EXTRACT,80,0.3,-0.25,0.4625,0.6167591868817923,-0.5751562499999999,1.2256249999999995
3,Mark 22,seller_agg,VEV_5400,all,20,VELVETFRUIT_EXTRACT,114,0.4868421052631579,0.0,0.4649122807017544,1.0559535052945863,-0.4432017543859649,1.3291666666666664
1,Mark 22,seller_agg,VEV_5400,all,20,HYDROGEL_PACK,81,-0.6296296296296297,-1.0,0.41975308641975306,-0.6778781726957297,-2.475925925925926,1.2901234567901234
2,Mark 22,seller_agg,VEV_5400,all,20,HYDROGEL_PACK,80,0.79375,0.5,0.5,0.7566832194051062,-1.18140625,2.6815624999999996
3,Mark 22,seller_agg,VEV_5400,all,20,HYDROGEL_PACK,114,-1.144736842105263,-0.25,0.4298245614035088,-1.5798505157093654,-2.574561403508772,0.4124999999999998
1,Mark 22,seller_agg,VEV_5400,all,100,same_symbol,81,-0.19135802469135801,-0.5,0.43209876543209874,-0.9825562486578711,-0.5990740740740741,0.160648148148148
2,Mark 22,seller_agg,VEV_5400,all,100,same_symbol,80,-0.08125,-0.25,0.3625,-0.45762885168598905,-0.3878125,0.2751562499999999
3,Mark 22,seller_agg,VEV_5400,all,100,same_symbol,113,0.13716814159292035,0.0,0.45132743362831856,1.1513819967868795,-0.10630530973451327,0.36283185840707965
1,Mark 22,seller_agg,VEV_5400,all,100,VELVETFRUIT_EXTRACT,81,-0.7654320987654321,-0.5,0.4691358024691358,-0.7015638701625108,-2.925925925925926,1.3214506172839502
2,Mark 22,seller_agg,VEV_5400,all,100,VELVETFRUIT_EXTRACT,80,0.35625,-0.25,0.475,0.33862307209728904,-1.5696875000000001,2.3699999999999988
3,Mark 22,seller_agg,VEV_5400,all,100,VELVETFRUIT_EXTRACT,113,1.5398230088495575,3.0,0.6283185840707964,1.800260428939239,-0.17710176991150442,3.128429203539823
1,Mark 22,seller_agg,VEV_5400,all,100,HYDROGEL_PACK,81,1.3209876543209877,1.0,0.5061728395061729,0.6598239784473579,-2.340895061728395,5.192283950617283
2,Mark 22,seller_agg,VEV_5400,all,100,HYDROGEL_PACK,80,-0.79375,-1.0,0.4625,-0.37488422876330135,-4.754375,3.0814062499999997
3,Mark 22,seller_agg,VEV_5400,all,100,HYDROGEL_PACK,113,-1.9469026548672566,-2.0,0.4336283185840708,-1.1123984040635193,-5.172787610619469,1.730309734513274
1,Mark 22,seller_agg,VEV_5400,tight_spread,5,same_symbol,64,0.0390625,0.0,0.21875,0.8198872537336016,-0.0546875,0.125
2,Mark 22,seller_agg,VEV_5400,tight_spread,5,same_symbol,60,-0.041666666666666664,0.0,0.18333333333333332,-0.6370064100442113,-0.175,0.08333333333333333
3,Mark 22,seller_agg,VEV_5400,tight_spread,5,same_symbol,101,-0.009900990099009901,0.0,0.1188118811881188,-0.331861655799986,-0.06930693069306931,0.04950495049504951
1,Mark 22,seller_agg,VEV_5400,tight_spread,5,VELVETFRUIT_EXTRACT,64,0.0859375,0.0,0.453125,0.34701705020916523,-0.375390625,0.5783203124999998
2,Mark 22,seller_agg,VEV_5400,tight_spread,5,VELVETFRUIT_EXTRACT,60,-0.20833333333333334,-0.5,0.4,-0.7699956619349655,-0.725,0.3168749999999998
3,Mark 22,seller_agg,VEV_5400,tight_spread,5,VELVETFRUIT_EXTRACT,101,0.24752475247524752,0.0,0.49504950495049505,1.1556933201275856,-0.163490099009901,0.6634900990099009
1,Mark 22,seller_agg,VEV_5400,tight_spread,5,HYDROGEL_PACK,64,-0.375,0.0,0.40625,-0.7143885743091853,-1.3908203125,0.6023437499999993
2,Mark 22,seller_agg,VEV_5400,tight_spread,5,HYDROGEL_PACK,60,0.041666666666666664,-0.25,0.35,0.06357353355873921,-1.2502083333333334,1.3916666666666666
3,Mark 22,seller_agg,VEV_5400,tight_spread,5,HYDROGEL_PACK,101,0.024752475247524754,0.0,0.46534653465346537,0.05817935212193527,-0.7782178217821781,0.9159653465346533
1,Mark 22,seller_agg,VEV_5400,tight_spread,20,same_symbol,64,0.109375,0.0,0.421875,1.0213999497671082,-0.1015625,0.3203125
2,Mark 22,seller_agg,VEV_5400,tight_spread,20,same_symbol,60,0.03333333333333333,0.0,0.2833333333333333,0.34559108550506157,-0.15,0.21666666666666667
3,Mark 22,seller_agg,VEV_5400,tight_spread,20,same_symbol,101,0.04455445544554455,0.0,0.2376237623762376,0.6206453776523413,-0.09405940594059406,0.18824257425742563
1,Mark 22,seller_agg,VEV_5400,tight_spread,20,VELVETFRUIT_EXTRACT,64,0.5546875,0.5,0.5,0.990269310902992,-0.5705078125,1.6257812499999993
2,Mark 22,seller_agg,VEV_5400,tight_spread,20,VELVETFRUIT_EXTRACT,60,0.4,0.0,0.4666666666666667,0.753198308752544,-0.5591666666666666,1.4333333333333333
3,Mark 22,seller_agg,VEV_5400,tight_spread,20,VELVETFRUIT_EXTRACT,101,0.6336633663366337,0.0,0.4752475247524752,1.2962851176704713,-0.33217821782178214,1.574381188118812
1,Mark 22,seller_agg,VEV_5400,tight_spread,20,HYDROGEL_PACK,64,-0.59375,-1.0,0.421875,-0.5443261785720507,-2.619140625,1.5396484374999995
2,Mark 22,seller_agg,VEV_5400,tight_spread,20,HYDROGEL_PACK,60,0.825,0.0,0.48333333333333334,0.6704659542318161,-1.475,3.3754166666666663
3,Mark 22,seller_agg,VEV_5400,tight_spread,20,HYDROGEL_PACK,101,-1.2079207920792079,-1.0,0.4158415841584158,-1.5541533682339093,-2.7085396039603964,0.29727722772277204
1,Mark 22,seller_agg,VEV_5400,tight_spread,100,same_symbol,64,-0.125,-0.25,0.421875,-0.5982930264130992,-0.5314453125,0.2734375
2,Mark 22,seller_agg,VEV_5400,tight_spread,100,same_symbol,60,-0.008333333333333333,0.0,0.36666666666666664,-0.04179290998795439,-0.391875,0.4
3,Mark 22,seller_agg,VEV_5400,tight_spread,100,same_symbol,100,0.235,0.0,0.45,1.9436136007685796,0.005,0.4551249999999999
1,Mark 22,seller_agg,VEV_5400,tight_spread,100,VELVETFRUIT_EXTRACT,64,-0.53125,-0.75,0.46875,-0.4419152866460762,-2.8517578125,1.6564453124999998
2,Mark 22,seller_agg,VEV_5400,tight_spread,100,VELVETFRUIT_EXTRACT,60,1.075,0.25,0.5,0.8973915573690948,-1.2010416666666666,3.2589583333333327
3,Mark 22,seller_agg,VEV_5400,tight_spread,100,VELVETFRUIT_EXTRACT,100,2.21,3.0,0.65,2.535449954682716,0.644875,3.8753749999999996
1,Mark 22,seller_agg,VEV_5400,tight_spread,100,HYDROGEL_PACK,64,3.3828125,2.0,0.53125,1.4614956582980132,-0.7992187499999999,7.8439453125
2,Mark 22,seller_agg,VEV_5400,tight_spread,100,HYDROGEL_PACK,60,0.8916666666666667,0.5,0.5,0.3575075289100643,-3.859166666666667,5.509166666666666
3,Mark 22,seller_agg,VEV_5400,tight_spread,100,HYDROGEL_PACK,100,-2.66,-2.5,0.43,-1.3882615048860192,-6.850874999999999,1.0661249999999989
1,Mark 22,seller_agg,VEV_5400,wide_spread,5,same_symbol,81,-0.012345679012345678,0.0,0.19753086419753085,-0.2870353451970314,-0.09259259259259259,0.08024691358024691
2,Mark 22,seller_agg,VEV_5400,wide_spread,5,same_symbol,80,-0.04375,0.0,0.1875,-0.8175885546682833,-0.14375,0.06875
3,Mark 22,seller_agg,VEV_5400,wide_spread,5,same_symbol,114,-0.03508771929824561,0.0,0.12280701754385964,-1.181583258234051,-0.09649122807017543,0.021929824561403508
1,Mark 22,seller_agg,VEV_5400,wide_spread,5,VELVETFRUIT_EXTRACT,81,-0.018518518518518517,0.0,0.4074074074074074,-0.08857885866078714,-0.4322530864197531,0.3888888888888889
2,Mark 22,seller_agg,VEV_5400,wide_spread,5,VELVETFRUIT_EXTRACT,80,-0.1625,-0.5,0.3875,-0.7234244063496912,-0.60625,0.25
3,Mark 22,seller_agg,VEV_5400,wide_spread,5,VELVETFRUIT_EXTRACT,114,0.09649122807017543,0.0,0.4649122807017544,0.45673968601141934,-0.30701754385964913,0.5356359649122802
1,Mark 22,seller_agg,VEV_5400,wide_spread,5,HYDROGEL_PACK,81,-0.3888888888888889,0.0,0.3950617283950617,-0.8857921325919131,-1.1854938271604938,0.4570987654320985
2,Mark 22,seller_agg,VEV_5400,wide_spread,5,HYDROGEL_PACK,80,0.075,-0.25,0.375,0.13804362518409896,-0.9814062499999999,1.2076562499999988
3,Mark 22,seller_agg,VEV_5400,wide_spread,5,HYDROGEL_PACK,114,-0.11403508771929824,0.0,0.4649122807017544,-0.28634796455152756,-0.8603070175438596,0.5922149122807016
1,Mark 22,seller_agg,VEV_5400,wide_spread,20,same_symbol,81,0.018518518518518517,0.0,0.38271604938271603,0.19209468759882464,-0.16064814814814812,0.2037037037037037
2,Mark 22,seller_agg,VEV_5400,wide_spread,20,same_symbol,80,0.0125,0.0,0.3125,0.13782217060148605,-0.1625,0.20015624999999987
3,Mark 22,seller_agg,VEV_5400,wide_spread,20,same_symbol,114,0.02631578947368421,0.0,0.24561403508771928,0.38911036746733846,-0.09649122807017543,0.15800438596491218
1,Mark 22,seller_agg,VEV_5400,wide_spread,20,VELVETFRUIT_EXTRACT,81,0.1419753086419753,0.0,0.4567901234567901,0.28272141947194074,-0.7285493827160494,1.043364197530864
2,Mark 22,seller_agg,VEV_5400,wide_spread,20,VELVETFRUIT_EXTRACT,80,0.3,-0.25,0.4625,0.6167591868817923,-0.65078125,1.2878124999999998
3,Mark 22,seller_agg,VEV_5400,wide_spread,20,VELVETFRUIT_EXTRACT,114,0.4868421052631579,0.0,0.4649122807017544,1.0559535052945863,-0.40361842105263157,1.4343201754385964
1,Mark 22,seller_agg,VEV_5400,wide_spread,20,HYDROGEL_PACK,81,-0.6296296296296297,-1.0,0.41975308641975306,-0.6778781726957297,-2.4137345679012348,1.1800925925925916
2,Mark 22,seller_agg,VEV_5400,wide_spread,20,HYDROGEL_PACK,80,0.79375,0.5,0.5,0.7566832194051062,-1.2253125,2.946093749999998
3,Mark 22,seller_agg,VEV_5400,wide_spread,20,HYDROGEL_PACK,114,-1.144736842105263,-0.25,0.4298245614035088,-1.5798505157093654,-2.486951754385965,0.11403508771929824
1,Mark 22,seller_agg,VEV_5400,wide_spread,100,same_symbol,81,-0.19135802469135801,-0.5,0.43209876543209874,-0.9825562486578711,-0.5555555555555556,0.2222222222222222
2,Mark 22,seller_agg,VEV_5400,wide_spread,100,same_symbol,80,-0.08125,-0.25,0.3625,-0.45762885168598905,-0.41875,0.25
3,Mark 22,seller_agg,VEV_5400,wide_spread,100,same_symbol,113,0.13716814159292035,0.0,0.45132743362831856,1.1513819967868795,-0.11061946902654868,0.3584070796460177
1,Mark 22,seller_agg,VEV_5400,wide_spread,100,VELVETFRUIT_EXTRACT,81,-0.7654320987654321,-0.5,0.4691358024691358,-0.7015638701625108,-2.7782407407407406,1.4509259259259257
2,Mark 22,seller_agg,VEV_5400,wide_spread,100,VELVETFRUIT_EXTRACT,80,0.35625,-0.25,0.475,0.33862307209728904,-1.60640625,2.3442187499999996
3,Mark 22,seller_agg,VEV_5400,wide_spread,100,VELVETFRUIT_EXTRACT,113,1.5398230088495575,3.0,0.6283185840707964,1.800260428939239,0.013163716814159298,3.2269911504424766
1,Mark 22,seller_agg,VEV_5400,wide_spread,100,HYDROGEL_PACK,81,1.3209876543209877,1.0,0.5061728395061729,0.6598239784473579,-2.612037037037037,5.265432098765432
2,Mark 22,seller_agg,VEV_5400,wide_spread,100,HYDROGEL_PACK,80,-0.79375,-1.0,0.4625,-0.37488422876330135,-4.63828125,3.338281249999999
3,Mark 22,seller_agg,VEV_5400,wide_spread,100,HYDROGEL_PACK,113,-1.9469026548672566,-2.0,0.4336283185840708,-1.1123984040635193,-5.376548672566372,1.4474557522123888
1,Mark 22,seller_agg,VEV_5500,all,5,same_symbol,92,-0.021739130434782608,0.0,0.06521739130434782,-0.8934459211586829,-0.07065217391304347,0.021739130434782608
2,Mark 22,seller_agg,VEV_5500,all,5,same_symbol,94,-0.047872340425531915,0.0,0.06382978723404255,-1.5790963186943354,-0.10638297872340426,0.015957446808510637
3,Mark 22,seller_agg,VEV_5500,all,5,same_symbol,120,-0.0125,0.0,0.041666666666666664,-0.7261724589773787,-0.04583333333333333,0.016666666666666666
1,Mark 22,seller_agg,VEV_5500,all,5,VELVETFRUIT_EXTRACT,92,0.02717391304347826,0.0,0.42391304347826086,0.1340209441321699,-0.39144021739130436,0.41847826086956524
2,Mark 22,seller_agg,VEV_5500,all,5,VELVETFRUIT_EXTRACT,94,-0.12234042553191489,0.0,0.4148936170212766,-0.5972212047536193,-0.5054521276595745,0.28191489361702127
3,Mark 22,seller_agg,VEV_5500,all,5,VELVETFRUIT_EXTRACT,120,0.1625,0.0,0.475,0.8216262239657974,-0.22510416666666666,0.5668749999999998
1,Mark 22,seller_agg,VEV_5500,all,5,HYDROGEL_PACK,92,-0.2717391304347826,0.0,0.44565217391304346,-0.6311927450480258,-1.0610054347826086,0.4838315217391303
2,Mark 22,seller_agg,VEV_5500,all,5,HYDROGEL_PACK,94,-0.21808510638297873,-1.0,0.3723404255319149,-0.4312379247522996,-1.1702127659574468,0.8041223404255311
3,Mark 22,seller_agg,VEV_5500,all,5,HYDROGEL_PACK,120,0.0625,0.0,0.475,0.15938578469879422,-0.6876041666666667,0.8542708333333332
1,Mark 22,seller_agg,VEV_5500,all,20,same_symbol,92,-0.02717391304347826,0.0,0.16304347826086957,-0.527917188238954,-0.125,0.07065217391304347
2,Mark 22,seller_agg,VEV_5500,all,20,same_symbol,94,0.015957446808510637,0.0,0.1702127659574468,0.3594808670111737,-0.06914893617021277,0.11170212765957446
3,Mark 22,seller_agg,VEV_5500,all,20,same_symbol,120,0.04583333333333333,0.0,0.1,1.4384432996511367,-0.0125,0.10833333333333334
1,Mark 22,seller_agg,VEV_5500,all,20,VELVETFRUIT_EXTRACT,92,-0.1793478260869565,-0.5,0.45652173913043476,-0.37002549387572264,-1.0440217391304347,0.8206521739130435
2,Mark 22,seller_agg,VEV_5500,all,20,VELVETFRUIT_EXTRACT,94,0.3351063829787234,0.0,0.4787234042553192,0.7702456169404974,-0.4579787234042553,1.2182180851063829
3,Mark 22,seller_agg,VEV_5500,all,20,VELVETFRUIT_EXTRACT,120,0.7208333333333333,0.0,0.48333333333333334,1.6774605161355642,-0.09177083333333332,1.5667708333333332
1,Mark 22,seller_agg,VEV_5500,all,20,HYDROGEL_PACK,92,-0.9891304347826086,-1.0,0.42391304347826086,-1.0728407958175306,-2.8755434782608695,0.722961956521739
2,Mark 22,seller_agg,VEV_5500,all,20,HYDROGEL_PACK,94,0.6329787234042553,0.5,0.5,0.6664863317676915,-1.1809840425531917,2.4952127659574463
3,Mark 22,seller_agg,VEV_5500,all,20,HYDROGEL_PACK,120,-0.7,0.0,0.45,-0.9557139299377921,-2.2626041666666667,0.7348958333333319
1,Mark 22,seller_agg,VEV_5500,all,100,same_symbol,92,-0.11413043478260869,0.0,0.2826086956521739,-1.2476907565190891,-0.29347826086956524,0.07078804347826075
2,Mark 22,seller_agg,VEV_5500,all,100,same_symbol,94,-0.026595744680851064,0.0,0.2872340425531915,-0.32883811423228176,-0.1809840425531915,0.13311170212765946
3,Mark 22,seller_agg,VEV_5500,all,100,same_symbol,119,0.025210084033613446,0.0,0.15966386554621848,0.5653235633395512,-0.058823529411764705,0.1092436974789916
1,Mark 22,seller_agg,VEV_5500,all,100,VELVETFRUIT_EXTRACT,92,-1.0326086956521738,-1.0,0.44565217391304346,-0.986365408200605,-3.0502717391304346,1.016847826086956
2,Mark 22,seller_agg,VEV_5500,all,100,VELVETFRUIT_EXTRACT,94,0.14893617021276595,-0.75,0.4574468085106383,0.1572113100415108,-1.6601063829787233,2.0372340425531914
3,Mark 22,seller_agg,VEV_5500,all,100,VELVETFRUIT_EXTRACT,119,1.415966386554622,3.0,0.6302521008403361,1.7183176196012955,-0.27373949579831924,2.869747899159664
1,Mark 22,seller_agg,VEV_5500,all,100,HYDROGEL_PACK,92,1.565217391304348,1.5,0.5217391304347826,0.794884915429779,-2.0547554347826087,5.326494565217391
2,Mark 22,seller_agg,VEV_5500,all,100,HYDROGEL_PACK,94,0.3829787234042553,1.0,0.5106382978723404,0.20149085185317697,-2.910372340425532,4.330319148936169
3,Mark 22,seller_agg,VEV_5500,all,100,HYDROGEL_PACK,119,-1.5378151260504203,-2.0,0.4369747899159664,-0.9008016045501502,-5.092752100840336,1.6388655462184871
1,Mark 22,seller_agg,VEV_5500,tight_spread,5,same_symbol,85,-0.0058823529411764705,0.0,0.058823529411764705,-0.2567762955065478,-0.047058823529411764,0.041176470588235294
2,Mark 22,seller_agg,VEV_5500,tight_spread,5,same_symbol,86,-0.029069767441860465,0.0,0.05813953488372093,-0.961831441249301,-0.0872093023255814,0.029069767441860465
3,Mark 22,seller_agg,VEV_5500,tight_spread,5,same_symbol,119,-0.01680672268907563,0.0,0.03361344537815126,-1.0,-0.0546218487394958,0.01680672268907563
1,Mark 22,seller_agg,VEV_5500,tight_spread,5,VELVETFRUIT_EXTRACT,85,0.052941176470588235,0.0,0.43529411764705883,0.2466249329271072,-0.38249999999999995,0.4707352941176469
2,Mark 22,seller_agg,VEV_5500,tight_spread,5,VELVETFRUIT_EXTRACT,86,-0.0872093023255814,0.0,0.43023255813953487,-0.40166725528318686,-0.5,0.3202034883720926
3,Mark 22,seller_agg,VEV_5500,tight_spread,5,VELVETFRUIT_EXTRACT,119,0.14705882352941177,0.0,0.47058823529411764,0.7395883232582696,-0.22279411764705884,0.5380252100840334
1,Mark 22,seller_agg,VEV_5500,tight_spread,5,HYDROGEL_PACK,85,-0.2823529411764706,0.0,0.4470588235294118,-0.6191824329378955,-1.1648529411764708,0.6357352941176466
2,Mark 22,seller_agg,VEV_5500,tight_spread,5,HYDROGEL_PACK,86,-0.2441860465116279,-1.0,0.37209302325581395,-0.4473663837545636,-1.2734011627906978,0.7734011627906976
3,Mark 22,seller_agg,VEV_5500,tight_spread,5,HYDROGEL_PACK,119,0.037815126050420166,0.0,0.47058823529411764,0.09581813617583239,-0.7483193277310924,0.8151260504201681
1,Mark 22,seller_agg,VEV_5500,tight_spread,20,same_symbol,85,-0.023529411764705882,0.0,0.16470588235294117,-0.42925637615337775,-0.12367647058823529,0.08235294117647059
2,Mark 22,seller_agg,VEV_5500,tight_spread,20,same_symbol,86,0.03488372093023256,0.0,0.16279069767441862,0.7601279904947158,-0.05232558139534884,0.12223837209302311
3,Mark 22,seller_agg,VEV_5500,tight_spread,20,same_symbol,119,0.04201680672268908,0.0,0.09243697478991597,1.3171119493391712,-0.01680672268907563,0.10504201680672269
1,Mark 22,seller_agg,VEV_5500,tight_spread,20,VELVETFRUIT_EXTRACT,85,-0.18235294117647058,-1.0,0.47058823529411764,-0.35202442099100645,-1.2589705882352942,0.8530882352941175
2,Mark 22,seller_agg,VEV_5500,tight_spread,20,VELVETFRUIT_EXTRACT,86,0.3372093023255814,0.0,0.4883720930232558,0.7272278742975292,-0.5757267441860465,1.1920058139534881
3,Mark 22,seller_agg,VEV_5500,tight_spread,20,VELVETFRUIT_EXTRACT,119,0.680672268907563,0.0,0.4789915966386555,1.5776509368999128,-0.1471638655462185,1.5132352941176463
1,Mark 22,seller_agg,VEV_5500,tight_spread,20,HYDROGEL_PACK,85,-0.9941176470588236,-1.0,0.4235294117647059,-1.017601998963252,-2.9073529411764705,0.7948529411764699
2,Mark 22,seller_agg,VEV_5500,tight_spread,20,HYDROGEL_PACK,86,1.0174418604651163,1.0,0.5116279069767442,1.0077538947600073,-0.9255813953488371,2.9555232558139517
3,Mark 22,seller_agg,VEV_5500,tight_spread,20,HYDROGEL_PACK,119,-0.6722689075630253,0.0,0.453781512605042,-0.910824666244742,-2.1681722689075626,0.8069327731092435
1,Mark 22,seller_agg,VEV_5500,tight_spread,100,same_symbol,85,-0.07647058823529412,0.0,0.2823529411764706,-0.8189617144347543,-0.2529411764705882,0.09411764705882353
2,Mark 22,seller_agg,VEV_5500,tight_spread,100,same_symbol,86,-0.046511627906976744,0.0,0.26744186046511625,-0.5420917264917955,-0.20930232558139536,0.09316860465116265
3,Mark 22,seller_agg,VEV_5500,tight_spread,100,same_symbol,118,0.0211864406779661,0.0,0.15254237288135594,0.47301542645703964,-0.07203389830508475,0.11440677966101695
1,Mark 22,seller_agg,VEV_5500,tight_spread,100,VELVETFRUIT_EXTRACT,85,-0.6823529411764706,-1.0,0.4588235294117647,-0.6300206506511615,-2.758970588235294,1.2766176470588233
2,Mark 22,seller_agg,VEV_5500,tight_spread,100,VELVETFRUIT_EXTRACT,86,0.01744186046511628,-1.25,0.4418604651162791,0.017382840174809448,-1.8670058139534884,2.0363372093023244
3,Mark 22,seller_agg,VEV_5500,tight_spread,100,VELVETFRUIT_EXTRACT,118,1.3728813559322033,3.0,0.6271186440677966,1.654235700812108,-0.26313559322033897,2.970868644067796
1,Mark 22,seller_agg,VEV_5500,tight_spread,100,HYDROGEL_PACK,85,1.0470588235294118,1.0,0.5058823529411764,0.5026228769683747,-3.230294117647059,5.012794117647058
2,Mark 22,seller_agg,VEV_5500,tight_spread,100,HYDROGEL_PACK,86,0.75,1.5,0.5232558139534884,0.38944684024681625,-3.1690406976744185,4.536046511627906
3,Mark 22,seller_agg,VEV_5500,tight_spread,100,HYDROGEL_PACK,118,-1.5338983050847457,-2.0,0.4406779661016949,-0.8909271290641376,-4.899364406779661,1.775953389830508
1,Mark 22,seller_agg,VEV_5500,wide_spread,5,same_symbol,92,-0.021739130434782608,0.0,0.06521739130434782,-0.8934459211586829,-0.07065217391304347,0.021739130434782608
2,Mark 22,seller_agg,VEV_5500,wide_spread,5,same_symbol,94,-0.047872340425531915,0.0,0.06382978723404255,-1.5790963186943354,-0.11702127659574468,0.005319148936170213
3,Mark 22,seller_agg,VEV_5500,wide_spread,5,same_symbol,120,-0.0125,0.0,0.041666666666666664,-0.7261724589773787,-0.05,0.016666666666666666
1,Mark 22,seller_agg,VEV_5500,wide_spread,5,VELVETFRUIT_EXTRACT,92,0.02717391304347826,0.0,0.42391304347826086,0.1340209441321699,-0.40230978260869565,0.4294836956521738
2,Mark 22,seller_agg,VEV_5500,wide_spread,5,VELVETFRUIT_EXTRACT,94,-0.12234042553191489,0.0,0.4148936170212766,-0.5972212047536193,-0.526595744680851,0.2553191489361702
3,Mark 22,seller_agg,VEV_5500,wide_spread,5,VELVETFRUIT_EXTRACT,120,0.1625,0.0,0.475,0.8216262239657974,-0.23354166666666665,0.5004166666666663
1,Mark 22,seller_agg,VEV_5500,wide_spread,5,HYDROGEL_PACK,92,-0.2717391304347826,0.0,0.44565217391304346,-0.6311927450480258,-1.1471467391304349,0.5
2,Mark 22,seller_agg,VEV_5500,wide_spread,5,HYDROGEL_PACK,94,-0.21808510638297873,-1.0,0.3723404255319149,-0.4312379247522996,-1.2235372340425532,0.7289893617021274
3,Mark 22,seller_agg,VEV_5500,wide_spread,5,HYDROGEL_PACK,120,0.0625,0.0,0.475,0.15938578469879422,-0.7251041666666667,0.7251041666666665
1,Mark 22,seller_agg,VEV_5500,wide_spread,20,same_symbol,92,-0.02717391304347826,0.0,0.16304347826086957,-0.527917188238954,-0.125,0.07622282608695641
2,Mark 22,seller_agg,VEV_5500,wide_spread,20,same_symbol,94,0.015957446808510637,0.0,0.1702127659574468,0.3594808670111737,-0.06382978723404255,0.10638297872340426
3,Mark 22,seller_agg,VEV_5500,wide_spread,20,same_symbol,120,0.04583333333333333,0.0,0.1,1.4384432996511367,-0.016666666666666666,0.10833333333333334
