day,ts,buyer,seller,sym,price,side,spread,spr_q,burst_n,fwd_5,fwd_20,fwd_100,ex_fwd_20
1,731000,Mark 38,Mark 14,HYDROGEL_PACK,10074.0,buyer_agg,16.0,tight,1,-11.0,-26.0,-25.0,7.0
1,731200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5276.0,buyer_agg,5.0,tight,1,6.0,7.0,-10.0,7.0
1,732700,Mark 14,Mark 38,HYDROGEL_PACK,10035.0,seller_agg,16.0,tight,1,-8.0,-4.0,1.0,1.0
1,735100,Mark 14,Mark 22,VEV_5400,21.0,seller_agg,1.0,tight,4,-1.0,-2.0,-1.0,-8.0
1,735100,Mark 01,Mark 22,VEV_5500,9.0,seller_agg,1.0,tight,4,-0.5,-1.0,-1.0,-8.0
1,735100,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-8.0
1,735100,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-8.0
1,738100,Mark 38,Mark 14,VEV_4000,1282.0,buyer_agg,21.0,tight,1,-1.0,-9.0,-0.5,-9.0
1,741200,Mark 38,Mark 14,HYDROGEL_PACK,10052.0,buyer_agg,16.0,tight,1,0.0,2.5,8.0,2.5
1,741600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5263.0,seller_agg,5.0,tight,1,-1.0,4.0,2.5,4.0
1,741900,Mark 01,Mark 22,VEV_5400,17.0,seller_agg,2.0,wide,4,-0.5,0.5,0.5,4.0
1,741900,Mark 01,Mark 22,VEV_5500,7.0,seller_agg,1.0,tight,4,0.0,0.5,0.0,4.0
1,741900,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,4.0
1,741900,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,4.0
1,742700,Mark 38,Mark 14,HYDROGEL_PACK,10052.0,buyer_agg,16.0,tight,1,2.5,4.0,16.0,10.5
1,743600,Mark 14,Mark 38,VEV_4000,1259.0,seller_agg,21.0,tight,1,2.0,7.0,-7.0,7.0
1,743800,Mark 38,Mark 14,VEV_4000,1279.0,buyer_agg,21.0,tight,1,5.5,8.0,-8.0,8.0
1,745000,Mark 14,Mark 38,HYDROGEL_PACK,10036.0,seller_agg,16.0,tight,1,6.0,16.0,22.0,-1.0
1,746300,Mark 14,Mark 22,VEV_5400,20.0,seller_agg,1.0,tight,4,-0.5,-1.0,-3.0,-4.5
1,746300,Mark 01,Mark 22,VEV_5500,8.0,seller_agg,1.0,tight,4,0.0,0.0,-1.0,-4.5
1,746300,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-4.5
1,746300,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-4.5
1,747400,Mark 14,Mark 38,VEV_4000,1264.0,seller_agg,21.0,tight,1,-4.0,-1.0,-5.0,-1.0
1,747700,Mark 14,Mark 38,VEV_4000,1261.0,seller_agg,21.0,tight,1,0.5,3.0,-3.0,3.0
1,749700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5277.0,buyer_agg,5.0,tight,1,-3.0,-5.0,1.5,-5.0
1,749800,Mark 14,Mark 38,HYDROGEL_PACK,10044.0,seller_agg,16.0,tight,1,-2.0,4.0,8.0,-5.0
1,750500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5273.0,buyer_agg,5.0,tight,1,-0.5,-1.0,4.0,-1.0
1,752500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5272.0,buyer_agg,5.0,tight,1,-4.0,-8.0,2.0,-8.0
1,753400,Mark 14,Mark 38,VEV_4000,1253.0,seller_agg,22.0,wide,1,-3.5,-0.5,6.5,-0.5
1,754200,Mark 01,Mark 22,VEV_5400,16.0,seller_agg,1.0,tight,4,0.5,1.0,1.5,5.0
1,754200,Mark 01,Mark 22,VEV_5500,6.0,seller_agg,2.0,wide,4,0.5,0.5,0.5,5.0
1,754200,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,5.0
1,754200,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,5.0
1,755800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5260.0,seller_agg,5.0,tight,1,3.0,7.0,8.0,7.0
1,756300,Mark 38,Mark 14,VEV_4000,1276.0,buyer_agg,21.0,tight,1,0.0,6.5,6.0,5.5
1,756600,Mark 14,Mark 38,HYDROGEL_PACK,10062.0,seller_agg,16.0,tight,1,3.0,1.5,-14.0,11.0
1,759100,Mark 38,Mark 14,HYDROGEL_PACK,10073.0,buyer_agg,16.0,tight,1,-9.0,-15.0,0.0,-4.0
1,760000,Mark 01,Mark 22,VEV_5400,19.0,seller_agg,2.0,wide,4,-0.5,-1.0,-2.5,-4.0
1,760000,Mark 01,Mark 22,VEV_5500,8.0,seller_agg,1.0,tight,4,0.0,0.0,-1.0,-4.0
1,760000,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-4.0
1,760000,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-4.0
1,760200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5277.0,buyer_agg,5.0,tight,1,-2.0,-3.0,-6.0,-3.0
1,760900,Mark 38,Mark 14,HYDROGEL_PACK,10055.0,buyer_agg,16.0,tight,1,4.0,6.0,23.0,-1.0
1,762400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,5268.0,seller_agg,6.0,wide,1,1.5,-2.5,-9.5,-2.5
1,762700,Mark 14,Mark 38,VEV_4000,1261.0,seller_agg,22.0,wide,1,-0.5,-1.5,-10.5,-1.5
1,764300,Mark 14,Mark 38,VEV_4000,1258.0,seller_agg,22.0,wide,1,-0.5,2.5,-7.5,2.0
1,765100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5265.0,seller_agg,5.0,tight,1,2.0,7.0,-5.5,7.0
1,765800,Mark 14,Mark 38,HYDROGEL_PACK,10048.0,seller_agg,16.0,tight,1,0.0,5.0,8.0,4.0
1,767100,Mark 38,Mark 14,HYDROGEL_PACK,10063.0,buyer_agg,16.0,tight,1,9.0,10.0,11.0,-3.0
1,767200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5276.0,buyer_agg,5.0,tight,1,1.0,-2.0,-9.0,-2.0
1,768100,Mark 14,Mark 38,HYDROGEL_PACK,10056.0,seller_agg,16.0,tight,1,-3.0,4.0,-4.0,-6.0
1,768200,Mark 14,Mark 38,HYDROGEL_PACK,10056.0,seller_agg,16.0,tight,1,-1.5,2.0,-1.0,-7.0
1,768700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5270.0,seller_agg,5.0,tight,1,-1.0,-5.0,-4.0,-5.0
1,768800,Mark 38,Mark 14,HYDROGEL_PACK,10071.0,buyer_agg,16.0,tight,1,0.0,6.0,6.0,-3.5
1,771700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5264.0,buyer_agg,5.0,tight,1,2.0,-1.0,-5.0,-1.0
1,772000,Mark 38,Mark 14,HYDROGEL_PACK,10082.0,buyer_agg,16.0,tight,2,1.5,-10.0,-7.0,0.5
1,772000,Mark 38,Mark 14,VEV_4000,1273.0,buyer_agg,21.0,tight,2,0.0,0.5,-3.0,0.5
1,772500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,5260.0,seller_agg,5.0,tight,1,-3.0,-2.0,-4.0,-2.0
1,772600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5265.0,buyer_agg,5.0,tight,1,-1.0,-1.5,-3.0,-1.5
1,775000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5266.0,buyer_agg,6.0,wide,1,-3.5,4.0,-7.5,4.0
1,775100,Mark 14,Mark 38,HYDROGEL_PACK,10056.0,seller_agg,16.0,tight,1,1.0,2.0,1.0,4.0
1,775300,Mark 14,Mark 38,VEV_4000,1250.0,seller_agg,21.0,tight,1,1.0,3.0,-6.0,3.0
1,777000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5270.0,buyer_agg,6.0,wide,1,-0.5,0.5,-8.5,0.5
1,782100,Mark 38,Mark 14,HYDROGEL_PACK,10078.0,buyer_agg,16.0,tight,1,-5.0,-3.0,-25.0,0.5
1,782500,Mark 38,Mark 14,HYDROGEL_PACK,10072.0,buyer_agg,16.0,tight,1,0.5,0.0,-21.0,-1.0
1,782700,Mark 38,Mark 14,HYDROGEL_PACK,10075.0,buyer_agg,17.0,wide,1,3.5,1.0,-24.5,0.0
1,783300,Mark 14,Mark 38,VEV_4000,1249.0,seller_agg,21.0,tight,1,2.0,-5.0,-5.0,-5.0
1,784400,Mark 38,Mark 14,HYDROGEL_PACK,10072.0,buyer_agg,16.0,tight,1,6.0,2.0,-27.0,-3.0
1,785200,Mark 14,Mark 38,HYDROGEL_PACK,10056.0,seller_agg,16.0,tight,1,1.0,-7.0,-26.0,2.0
1,785800,Mark 14,Mark 38,HYDROGEL_PACK,10056.0,seller_agg,16.0,tight,5,0.0,-10.0,-22.0,4.0
1,785800,Mark 01,Mark 22,VEV_5400,15.0,seller_agg,1.0,tight,5,-0.5,0.5,-0.5,4.0
1,785800,Mark 01,Mark 22,VEV_5500,6.0,seller_agg,1.0,tight,5,-0.5,0.0,0.0,4.0
1,785800,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,5,0.0,0.0,0.0,4.0
1,785800,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,5,0.0,0.0,0.0,4.0
1,786700,Mark 14,Mark 38,HYDROGEL_PACK,10054.0,seller_agg,16.0,tight,1,-5.0,0.0,-26.5,3.5
1,786900,Mark 14,Mark 38,VEV_4000,1250.0,seller_agg,21.0,tight,1,-3.0,0.5,-8.0,0.5
1,787700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5260.0,buyer_agg,6.0,wide,1,2.5,6.5,-0.5,6.5
1,787800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5261.0,buyer_agg,5.0,tight,1,1.0,6.0,-2.0,6.0
1,789200,Mark 14,Mark 38,VEV_4000,1250.0,seller_agg,22.0,wide,1,2.5,0.5,-8.5,-1.0
1,790700,Mark 38,Mark 14,HYDROGEL_PACK,10063.0,buyer_agg,16.0,tight,1,4.0,-13.0,-42.0,-5.5
1,792200,Mark 38,Mark 14,HYDROGEL_PACK,10052.0,buyer_agg,16.0,tight,2,-2.0,-4.0,-32.0,-5.5
1,792200,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,5259.0,seller_agg,4.0,tight,2,-4.5,-5.5,-15.5,-5.5
1,794800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5258.0,buyer_agg,3.0,tight,1,-3.0,-2.0,-16.0,-2.0
1,794900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5251.0,seller_agg,5.0,tight,1,0.5,-1.0,-13.5,-1.0
1,796600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5251.0,seller_agg,5.0,tight,1,1.0,3.0,-6.5,3.0
1,797600,Mark 14,Mark 38,HYDROGEL_PACK,10024.0,seller_agg,16.0,tight,1,2.0,-12.0,-22.0,-2.0
1,798100,Mark 01,Mark 22,VEV_5400,15.0,seller_agg,1.0,tight,4,0.0,-1.0,-1.5,-4.0
1,798100,Mark 01,Mark 22,VEV_5500,6.0,seller_agg,1.0,tight,4,0.0,-0.5,-1.0,-4.0
1,798100,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-4.0
1,798100,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-4.0
1,799500,Mark 38,Mark 14,HYDROGEL_PACK,10029.0,buyer_agg,16.0,tight,1,-5.5,-13.0,-10.0,-4.0
1,799900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5249.0,seller_agg,5.0,tight,1,-2.0,-6.0,-7.0,-6.0
1,800100,Mark 14,Mark 38,HYDROGEL_PACK,10012.0,seller_agg,16.0,tight,1,-4.0,-10.0,-11.0,-6.0
1,800400,Mark 01,Mark 22,VEV_5300,45.0,seller_agg,2.0,tight,4,0.0,-2.0,-3.0,-5.5
1,800400,Mark 01,Mark 22,VEV_5500,5.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-5.5
1,800400,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-5.5
1,800400,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-5.5
1,800600,Mark 38,Mark 14,HYDROGEL_PACK,10024.0,buyer_agg,16.0,tight,1,-8.0,-3.0,-9.0,-8.0
1,801000,Mark 38,Mark 14,VEV_4000,1259.0,buyer_agg,21.0,tight,1,1.0,-10.0,-11.0,-10.0
1,801800,Mark 01,Mark 22,VEV_5400,13.0,seller_agg,1.0,tight,4,0.0,-1.0,-2.0,-6.0
1,801800,Mark 01,Mark 22,VEV_5500,5.0,seller_agg,1.0,tight,4,0.0,0.0,-1.0,-6.0
1,801800,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-6.0
1,801800,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-6.0
1,802800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5243.0,buyer_agg,5.0,tight,1,0.0,0.0,-7.0,0.0
1,803000,Mark 38,Mark 14,HYDROGEL_PACK,10019.0,buyer_agg,16.0,tight,1,1.0,0.0,-4.0,1.0
1,803400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,5240.0,buyer_agg,2.0,tight,1,2.5,2.5,-10.0,2.5
1,804900,Mark 14,Mark 38,VEV_4000,1230.0,seller_agg,20.0,tight,1,1.5,9.5,-11.5,9.5
1,805300,Mark 14,Mark 38,HYDROGEL_PACK,9998.0,seller_agg,16.0,tight,1,2.0,2.0,-6.0,10.0
1,807400,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5253.0,buyer_agg,6.0,wide,1,-2.5,-2.5,-15.5,-2.5
1,807800,Mark 01,Mark 22,VEV_5300,45.0,seller_agg,2.0,tight,5,0.5,-2.0,-6.5,-4.5
1,807800,Mark 01,Mark 22,VEV_5400,13.0,seller_agg,2.0,wide,5,0.5,-1.0,-3.0,-4.5
1,807800,Mark 01,Mark 22,VEV_5500,5.0,seller_agg,1.0,tight,5,0.0,0.0,-1.0,-4.5
1,807800,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,5,0.0,0.0,0.0,-4.5
1,807800,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,5,0.0,0.0,0.0,-4.5
1,809700,Mark 38,Mark 14,HYDROGEL_PACK,10018.0,buyer_agg,16.0,tight,1,-1.0,-5.0,-2.0,-9.0
1,810100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5245.0,buyer_agg,5.0,tight,1,-2.0,-6.0,-6.0,-6.0
1,810600,Mark 38,Mark 14,HYDROGEL_PACK,10015.0,buyer_agg,16.0,tight,1,-2.0,1.0,-4.0,-5.5
1,812400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5233.0,seller_agg,5.0,tight,1,-3.5,-6.0,8.0,-6.0
1,812600,Mark 01,Mark 22,VEV_5300,40.0,seller_agg,2.0,tight,5,-2.0,-2.0,2.0,-6.0
1,812600,Mark 01,Mark 22,VEV_5400,11.0,seller_agg,1.0,tight,5,-0.5,-1.0,1.0,-6.0
1,812600,Mark 01,Mark 22,VEV_5500,4.0,seller_agg,1.0,tight,5,0.0,0.0,1.0,-6.0
1,812600,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,5,0.0,0.0,0.0,-6.0
1,812600,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,5,0.0,0.0,0.0,-6.0
1,812900,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,5233.0,buyer_agg,2.0,tight,1,-3.0,-3.5,13.5,-3.5
1,813000,Mark 01,Mark 22,VEV_5500,4.0,seller_agg,1.0,tight,3,0.0,0.0,1.0,-4.0
1,813000,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,3,0.0,0.0,0.0,-4.0
1,813000,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,3,0.0,0.0,0.0,-4.0
1,814500,Mark 14,Mark 38,HYDROGEL_PACK,9989.0,seller_agg,16.0,tight,1,-1.0,10.0,20.0,1.0
1,815000,Mark 38,Mark 14,HYDROGEL_PACK,10004.0,buyer_agg,16.0,tight,2,5.0,10.0,23.0,5.0
1,815000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5230.0,buyer_agg,5.0,tight,2,2.0,5.0,23.0,5.0
1,816800,Mark 14,Mark 38,HYDROGEL_PACK,9999.0,seller_agg,16.0,tight,1,-4.0,-1.0,-2.0,2.5
1,817900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,5228.0,seller_agg,6.0,wide,1,1.5,4.5,11.0,4.5
1,818100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5234.0,buyer_agg,5.0,tight,1,2.0,5.0,8.0,5.0
1,818500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5231.0,seller_agg,5.0,tight,1,-3.0,6.0,3.0,6.0
1,820600,Mark 38,Mark 14,HYDROGEL_PACK,10011.0,buyer_agg,16.0,tight,1,-2.0,-3.0,8.0,1.5
1,821100,Mark 14,Mark 38,HYDROGEL_PACK,9993.0,seller_agg,16.0,tight,1,-1.0,4.0,12.0,7.0
1,821300,Mark 14,Mark 38,VEV_4000,1233.0,seller_agg,21.0,tight,1,2.0,5.0,-1.0,5.0
1,822000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5245.0,buyer_agg,5.0,tight,1,-1.5,6.0,-1.0,6.0
1,822200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5241.0,seller_agg,5.0,tight,1,0.5,5.0,-2.0,5.0
1,824200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5251.0,buyer_agg,5.0,tight,1,3.0,0.0,-3.0,0.0
1,824800,Mark 01,Mark 22,VEV_5500,5.0,seller_agg,1.0,tight,3,0.0,0.0,0.0,-4.0
1,824800,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,3,0.0,0.0,0.0,-4.0
1,824800,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,3,0.0,0.0,0.0,-4.0
1,827000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5247.0,buyer_agg,5.0,tight,1,0.0,-8.5,7.0,-8.5
1,827500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5247.0,buyer_agg,5.0,tight,1,-4.0,-6.0,8.5,-6.0
1,832000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5244.0,buyer_agg,5.0,tight,1,1.0,4.0,16.5,4.0
1,832100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5239.0,seller_agg,5.0,tight,1,1.0,3.0,17.0,3.0
1,832700,Mark 55,Mark 22,VELVETFRUIT_EXTRACT,5242.0,buyer_agg,2.0,tight,1,2.5,4.5,16.5,4.5
1,833600,Mark 14,Mark 38,HYDROGEL_PACK,10025.0,seller_agg,16.0,tight,1,5.0,2.0,-4.0,1.0
1,834900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5243.0,seller_agg,5.0,tight,1,4.0,4.0,13.0,4.0
1,836000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,5244.0,seller_agg,5.0,tight,1,2.0,6.5,15.0,6.5
1,837000,Mark 38,Mark 14,HYDROGEL_PACK,10047.0,buyer_agg,16.0,tight,1,-9.0,-9.0,-12.0,-1.0
1,838700,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,5252.0,buyer_agg,1.0,tight,1,0.0,3.5,12.0,3.5
1,839600,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,5253.0,buyer_agg,2.0,tight,1,1.5,5.5,15.5,5.5
1,840400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5253.0,seller_agg,5.0,tight,1,-0.5,1.5,6.0,1.5
1,843100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5255.0,seller_agg,5.0,tight,1,0.0,0.5,10.0,0.5
1,844200,Mark 38,Mark 14,HYDROGEL_PACK,10033.0,buyer_agg,16.0,tight,1,3.0,2.0,16.0,2.0
1,844800,Mark 38,Mark 14,HYDROGEL_PACK,10034.0,buyer_agg,16.0,tight,1,2.0,1.0,19.0,4.5
1,845400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,5256.0,buyer_agg,1.0,tight,1,4.0,4.5,20.0,4.5
1,845500,Mark 14,Mark 38,HYDROGEL_PACK,10013.0,seller_agg,16.0,tight,1,5.0,10.0,29.0,3.5
1,847200,Mark 14,Mark 38,HYDROGEL_PACK,10022.0,seller_agg,16.0,tight,1,4.0,2.0,29.0,6.0
1,848200,Mark 38,Mark 14,VEV_4000,1272.0,buyer_agg,21.0,tight,1,2.0,2.0,2.5,2.0
1,848400,Mark 38,Mark 14,HYDROGEL_PACK,10040.0,buyer_agg,16.0,tight,1,0.0,3.0,36.0,0.5
1,848900,Mark 14,Mark 22,VEV_5300,51.0,seller_agg,2.0,tight,4,1.0,-1.0,-1.0,-2.0
1,848900,Mark 14,Mark 22,VEV_5500,7.0,seller_agg,1.0,tight,4,0.0,-1.0,-0.5,-2.0
1,848900,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-2.0
1,848900,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-2.0
1,849200,Mark 14,Mark 38,VEV_4000,1256.0,seller_agg,21.0,tight,1,-0.5,-11.5,-4.0,-6.0
1,849300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5270.0,buyer_agg,5.0,tight,1,-3.0,-7.5,-5.0,-7.5
1,850300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5260.0,seller_agg,2.0,tight,1,1.5,4.5,0.5,4.5
1,850600,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,5261.0,buyer_agg,2.0,tight,1,1.5,6.5,-2.0,6.5
1,851200,Mark 01,Mark 22,VEV_5400,16.0,seller_agg,1.0,tight,4,0.0,1.5,-1.0,9.0
1,851200,Mark 01,Mark 22,VEV_5500,6.0,seller_agg,1.0,tight,4,0.0,1.0,0.0,9.0
1,851200,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,9.0
1,851200,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,9.0
1,851700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5260.0,seller_agg,5.0,tight,1,4.5,10.0,-4.0,10.0
1,852200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5270.0,buyer_agg,6.0,wide,1,-1.0,7.5,-12.5,7.5
1,852900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,5265.0,seller_agg,2.0,tight,1,4.0,9.5,-11.5,9.5
1,853500,Mark 14,Mark 38,HYDROGEL_PACK,10032.0,seller_agg,16.0,tight,1,3.0,10.0,6.0,3.5
1,853900,Mark 38,Mark 14,HYDROGEL_PACK,10047.0,buyer_agg,16.0,tight,1,7.0,11.0,10.0,-1.0
1,854900,Mark 38,Mark 14,HYDROGEL_PACK,10052.0,buyer_agg,17.0,wide,1,1.0,15.5,14.5,-3.0
1,855500,Mark 14,Mark 38,VEV_4000,1264.0,seller_agg,21.0,tight,1,-2.5,-9.0,-19.0,-9.0
1,856600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5269.0,seller_agg,5.0,tight,1,0.0,-7.0,-19.0,-7.0
1,860100,Mark 38,Mark 14,HYDROGEL_PACK,10086.0,buyer_agg,16.0,tight,1,1.0,-19.0,-30.0,-7.5
1,862900,Mark 14,Mark 38,HYDROGEL_PACK,10038.0,seller_agg,7.0,tight,1,5.5,16.5,-20.5,1.0
1,863300,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,5254.0,buyer_agg,1.0,tight,1,1.0,1.0,-11.0,1.0
1,865400,Mark 01,Mark 22,VEV_5400,14.0,seller_agg,2.0,wide,4,-0.5,-1.0,-2.5,-5.5
1,865400,Mark 01,Mark 22,VEV_5500,6.0,seller_agg,1.0,tight,4,-0.5,-1.0,-1.5,-5.5
1,865400,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-5.5
1,865400,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,4,0.0,0.0,0.0,-5.5
1,866300,Mark 38,Mark 14,HYDROGEL_PACK,10060.0,buyer_agg,16.0,tight,1,-7.0,-5.0,-40.0,-3.0
1,867100,Mark 14,Mark 38,HYDROGEL_PACK,10039.0,seller_agg,16.0,tight,1,-4.0,5.0,-38.0,-5.0
1,867800,Mark 38,Mark 14,VEV_4000,1261.0,buyer_agg,21.0,tight,1,0.0,-5.0,-12.0,-5.0
1,868700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,5246.0,seller_agg,5.0,tight,1,-4.0,-3.0,-10.0,-3.0
1,868800,Mark 01,Mark 22,VEV_5500,5.0,seller_agg,1.0,tight,3,0.0,0.0,-1.0,-4.0
1,868800,Mark 01,Mark 22,VEV_6000,0.0,seller_agg,1.0,tight,3,0.0,0.0,0.0,-4.0
1,868800,Mark 01,Mark 22,VEV_6500,0.0,seller_agg,1.0,tight,3,0.0,0.0,0.0,-4.0
1,869600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5241.0,seller_agg,5.0,tight,1,3.0,1.0,-4.0,1.0
1,870000,Mark 38,Mark 14,HYDROGEL_PACK,10058.0,buyer_agg,16.0,tight,1,-4.0,-18.0,-56.0,-3.0
1,870100,Mark 14,Mark 38,VEV_4000,1236.0,seller_agg,21.0,tight,1,-1.0,-2.0,-7.0,-2.0
1,870200,Mark 38,Mark 14,VEV_4000,1257.0,buyer_agg,21.0,tight,1,-1.0,-2.5,-7.0,-2.5
1,871500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,5241.0,seller_agg,5.0,tight,1,0.0,-1.5,0.0,-1.5
1,871700,Mark 14,Mark 38,HYDROGEL_PACK,10027.0,seller_agg,16.0,tight,1,-7.0,-10.0,-41.0,-3.0
1,873600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5238.0,seller_agg,5.0,tight,1,2.0,-2.0,9.5,-2.0
1,874400,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5246.0,buyer_agg,5.0,tight,1,1.0,-4.0,13.0,-4.0
1,876000,Mark 38,Mark 14,HYDROGEL_PACK,10025.0,buyer_agg,16.0,tight,1,-8.0,-9.0,-17.0,-2.0
1,876400,Mark 38,Mark 14,HYDROGEL_PACK,10020.0,buyer_agg,16.0,tight,1,-2.0,-10.0,-15.0,-4.0
1,876500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5242.0,buyer_agg,5.0,tight,1,-2.0,-3.0,16.0,-3.0
1,876800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5240.0,buyer_agg,5.0,tight,1,0.0,1.0,18.0,1.0
1,877600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5239.0,buyer_agg,5.0,tight,1,0.5,3.0,18.0,3.0
