tape_day,kind,k,symbol,fwd_mid
1,control,100,VEV_5300,0.0
1,control,5,VEV_5200,-1.0
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,1.0
1,control,20,VEV_5300,1.0
1,control,100,VEV_5200,-0.5
1,control,100,VEV_5300,0.0
1,control,5,VEV_5200,0.0
1,control,5,VEV_5300,-0.5
1,control,20,VEV_5200,1.0
1,control,20,VEV_5300,0.0
1,control,100,VEV_5200,11.0
1,control,100,VEV_5300,6.0
1,control,5,VEV_5200,0.0
1,control,5,VEV_5300,0.5
1,control,20,VEV_5200,-2.0
1,control,20,VEV_5300,-1.5
1,control,100,VEV_5200,0.0
1,control,100,VEV_5300,0.5
1,control,5,VEV_5200,1.0
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,1.0
1,control,20,VEV_5300,0.5
1,control,100,VEV_5200,2.5
1,control,100,VEV_5300,1.5
1,control,5,VEV_5200,-2.0
1,control,5,VEV_5300,-2.0
1,control,20,VEV_5200,-1.5
1,control,20,VEV_5300,-1.5
1,control,100,VEV_5200,-7.0
1,control,100,VEV_5300,-5.0
1,control,5,VEV_5200,-3.0
1,control,5,VEV_5300,-2.0
1,control,20,VEV_5200,0.0
1,control,20,VEV_5300,1.0
1,control,100,VEV_5200,4.0
1,control,100,VEV_5300,3.0
1,control,5,VEV_5200,0.0
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,0.0
1,control,20,VEV_5300,-0.5
1,control,100,VEV_5200,3.0
1,control,100,VEV_5300,2.0
1,control,5,VEV_5200,-1.0
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,-5.0
1,control,20,VEV_5300,-3.0
1,control,100,VEV_5200,-12.5
1,control,100,VEV_5300,-7.0
1,control,5,VEV_5200,3.0
1,control,5,VEV_5300,2.0
1,control,20,VEV_5200,6.0
1,control,20,VEV_5300,4.0
1,control,100,VEV_5200,11.0
1,control,100,VEV_5300,7.0
1,control,5,VEV_5200,0.0
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,-1.0
1,control,20,VEV_5300,-1.0
1,control,100,VEV_5200,0.0
1,control,100,VEV_5300,0.0
1,control,5,VEV_5200,-1.0
1,control,5,VEV_5300,-1.0
1,control,20,VEV_5200,-5.0
1,control,20,VEV_5300,-4.0
1,control,100,VEV_5200,-9.0
1,control,100,VEV_5300,-6.0
1,control,5,VEV_5200,-2.0
1,control,5,VEV_5300,-1.0
1,control,20,VEV_5200,-2.0
1,control,20,VEV_5300,-1.0
1,control,100,VEV_5200,-2.0
1,control,100,VEV_5300,-1.0
1,control,5,VEV_5200,-1.0
1,control,5,VEV_5300,-0.5
1,control,20,VEV_5200,-3.0
1,control,20,VEV_5300,-2.5
1,control,100,VEV_5200,-11.0
1,control,100,VEV_5300,-7.0
1,control,5,VEV_5200,-0.5
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,-4.0
1,control,20,VEV_5300,-2.5
1,control,100,VEV_5200,-11.0
1,control,100,VEV_5300,-6.5
1,control,5,VEV_5200,0.0
1,control,5,VEV_5300,0.5
1,control,20,VEV_5200,-1.0
1,control,20,VEV_5300,-0.5
1,control,100,VEV_5200,-6.0
1,control,100,VEV_5300,-3.5
1,control,5,VEV_5200,0.5
1,control,5,VEV_5300,0.5
1,control,20,VEV_5200,0.0
1,control,20,VEV_5300,0.0
1,control,100,VEV_5200,-13.5
1,control,100,VEV_5300,-8.5
1,control,5,VEV_5200,2.0
1,control,5,VEV_5300,1.0
1,control,20,VEV_5200,6.0
1,control,20,VEV_5300,4.0
1,control,100,VEV_5200,-8.0
1,control,100,VEV_5300,-5.5
1,control,5,VEV_5200,0.0
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,0.0
1,control,20,VEV_5300,0.0
1,control,100,VEV_5200,-4.5
1,control,100,VEV_5300,-3.0
1,control,5,VEV_5200,-2.0
1,control,5,VEV_5300,-1.0
1,control,20,VEV_5200,-3.5
1,control,20,VEV_5300,-2.5
1,control,100,VEV_5200,-8.5
1,control,100,VEV_5300,-6.0
1,control,5,VEV_5200,-3.0
1,control,5,VEV_5300,-1.0
1,control,20,VEV_5200,-5.0
1,control,20,VEV_5300,-3.0
1,control,100,VEV_5200,8.5
1,control,100,VEV_5300,5.5
1,control,5,VEV_5200,-1.0
1,control,5,VEV_5300,-1.0
1,control,20,VEV_5200,-2.0
1,control,20,VEV_5300,-2.0
1,control,100,VEV_5200,-1.0
1,control,100,VEV_5300,-1.0
1,control,5,VEV_5200,1.0
1,control,5,VEV_5300,1.0
1,control,20,VEV_5200,-1.0
1,control,20,VEV_5300,-1.0
1,control,100,VEV_5200,-2.0
1,control,100,VEV_5300,-1.0
1,control,5,VEV_5200,1.5
1,control,5,VEV_5300,1.0
1,control,20,VEV_5200,4.5
1,control,20,VEV_5300,3.0
1,control,100,VEV_5200,3.5
1,control,100,VEV_5300,2.0
1,control,5,VEV_5200,1.0
1,control,5,VEV_5300,1.0
1,control,20,VEV_5200,1.5
1,control,20,VEV_5300,1.0
1,control,100,VEV_5200,3.0
1,control,100,VEV_5300,2.0
1,control,5,VEV_5200,0.0
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,-4.0
1,control,20,VEV_5300,-2.0
1,control,100,VEV_5200,-2.0
1,control,100,VEV_5300,-1.0
1,control,5,VEV_5200,-1.5
1,control,5,VEV_5300,-1.0
1,control,20,VEV_5200,-1.5
1,control,20,VEV_5300,-1.0
1,control,100,VEV_5200,7.5
1,control,100,VEV_5300,4.0
1,control,5,VEV_5200,-2.0
1,control,5,VEV_5300,-1.0
1,control,20,VEV_5200,1.0
1,control,20,VEV_5300,0.0
1,control,100,VEV_5200,1.0
1,control,100,VEV_5300,1.0
1,control,5,VEV_5200,-0.5
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,0.0
1,control,20,VEV_5300,0.5
1,control,100,VEV_5200,4.0
1,control,100,VEV_5300,2.0
1,control,5,VEV_5200,2.0
1,control,5,VEV_5300,1.0
1,control,20,VEV_5200,4.0
1,control,20,VEV_5300,3.0
1,control,100,VEV_5200,4.0
1,control,100,VEV_5300,3.0
1,control,5,VEV_5200,1.0
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,0.5
1,control,20,VEV_5300,0.0
1,control,100,VEV_5200,-1.5
1,control,100,VEV_5300,-1.0
1,control,5,VEV_5200,-2.0
1,control,5,VEV_5300,-1.0
1,control,20,VEV_5200,-5.0
1,control,20,VEV_5300,-3.5
1,control,100,VEV_5200,4.0
1,control,100,VEV_5300,2.0
1,control,5,VEV_5200,-1.0
1,control,5,VEV_5300,-1.0
1,control,20,VEV_5200,1.0
1,control,20,VEV_5300,0.5
1,control,100,VEV_5200,10.5
1,control,100,VEV_5300,6.0
1,control,5,VEV_5200,1.0
1,control,5,VEV_5300,0.5
1,control,20,VEV_5200,6.0
1,control,20,VEV_5300,4.5
1,control,100,VEV_5200,-7.0
1,control,100,VEV_5300,-4.5
1,control,5,VEV_5200,0.0
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,2.0
1,control,20,VEV_5300,1.0
1,control,100,VEV_5200,7.0
1,control,100,VEV_5300,4.0
1,control,5,VEV_5200,2.0
1,control,5,VEV_5300,1.0
1,control,20,VEV_5200,2.0
1,control,20,VEV_5300,1.0
1,control,100,VEV_5200,-5.0
1,control,100,VEV_5300,-3.0
1,control,5,VEV_5200,-2.0
1,control,5,VEV_5300,-1.0
1,control,20,VEV_5200,-4.0
1,control,20,VEV_5300,-2.0
1,control,100,VEV_5200,-5.5
1,control,100,VEV_5300,-3.0
1,control,5,VEV_5200,1.5
1,control,5,VEV_5300,1.5
1,control,20,VEV_5200,-0.5
1,control,20,VEV_5300,-0.5
1,control,100,VEV_5200,-4.0
1,control,100,VEV_5300,-3.5
1,control,5,VEV_5200,0.5
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,3.0
1,control,20,VEV_5300,2.0
1,control,100,VEV_5200,6.0
1,control,100,VEV_5300,3.0
1,control,5,VEV_5200,0.0
1,control,5,VEV_5300,0.0
1,control,20,VEV_5200,1.0
1,control,20,VEV_5300,1.0
1,control,100,VEV_5200,5.0
1,control,100,VEV_5300,3.0
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,2.5
2,burst,20,VEV_5300,1.5
2,burst,100,VEV_5200,2.0
2,burst,100,VEV_5300,1.0
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,-1.0
2,burst,20,VEV_5300,-1.0
2,burst,100,VEV_5200,-6.0
2,burst,100,VEV_5300,-4.5
2,burst,5,VEV_5200,1.5
2,burst,5,VEV_5300,1.5
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,1.5
2,burst,100,VEV_5200,4.0
2,burst,100,VEV_5300,2.5
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,-0.5
2,burst,20,VEV_5200,-2.0
2,burst,20,VEV_5300,-1.5
2,burst,100,VEV_5200,0.0
2,burst,100,VEV_5300,-0.5
2,burst,5,VEV_5200,3.0
2,burst,5,VEV_5300,1.5
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,8.0
2,burst,100,VEV_5300,4.5
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,1.5
2,burst,20,VEV_5200,4.0
2,burst,20,VEV_5300,2.5
2,burst,100,VEV_5200,4.0
2,burst,100,VEV_5300,2.0
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,-0.5
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,1.0
2,burst,100,VEV_5200,1.0
2,burst,100,VEV_5300,0.5
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,-1.0
2,burst,20,VEV_5300,-1.5
2,burst,100,VEV_5200,10.0
2,burst,100,VEV_5300,5.0
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,-1.0
2,burst,20,VEV_5200,5.0
2,burst,20,VEV_5300,2.5
2,burst,100,VEV_5200,9.0
2,burst,100,VEV_5300,4.5
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,-2.0
2,burst,20,VEV_5300,-0.5
2,burst,100,VEV_5200,-4.0
2,burst,100,VEV_5300,-1.5
2,burst,5,VEV_5200,2.0
2,burst,5,VEV_5300,1.0
2,burst,20,VEV_5200,3.0
2,burst,20,VEV_5300,1.0
2,burst,100,VEV_5200,-3.0
2,burst,100,VEV_5300,-2.0
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,-1.0
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,0.0
2,burst,100,VEV_5200,1.0
2,burst,100,VEV_5300,0.0
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,-0.5
2,burst,20,VEV_5200,0.0
2,burst,20,VEV_5300,-0.5
2,burst,100,VEV_5200,3.0
2,burst,100,VEV_5300,1.5
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,2.5
2,burst,20,VEV_5300,2.0
2,burst,100,VEV_5200,-2.5
2,burst,100,VEV_5300,-1.0
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,2.0
2,burst,100,VEV_5300,1.0
2,burst,5,VEV_5200,3.0
2,burst,5,VEV_5300,1.0
2,burst,20,VEV_5200,6.0
2,burst,20,VEV_5300,2.5
2,burst,100,VEV_5200,6.0
2,burst,100,VEV_5300,3.0
2,burst,5,VEV_5200,-1.0
2,burst,5,VEV_5300,-2.0
2,burst,20,VEV_5200,-2.0
2,burst,20,VEV_5300,-2.0
2,burst,100,VEV_5200,5.0
2,burst,100,VEV_5300,2.0
2,burst,5,VEV_5200,3.0
2,burst,5,VEV_5300,1.5
2,burst,20,VEV_5200,8.0
2,burst,20,VEV_5300,5.5
2,burst,100,VEV_5200,10.0
2,burst,100,VEV_5300,6.5
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,-1.0
2,burst,20,VEV_5300,-0.5
2,burst,100,VEV_5200,9.0
2,burst,100,VEV_5300,6.5
2,burst,5,VEV_5200,-1.0
2,burst,5,VEV_5300,-0.5
2,burst,20,VEV_5200,-1.0
2,burst,20,VEV_5300,-0.5
2,burst,100,VEV_5200,-5.0
2,burst,100,VEV_5300,-2.5
2,burst,5,VEV_5200,-1.5
2,burst,5,VEV_5300,-0.5
2,burst,20,VEV_5200,-2.0
2,burst,20,VEV_5300,-1.5
2,burst,100,VEV_5200,-1.0
2,burst,100,VEV_5300,-0.5
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,-2.0
2,burst,20,VEV_5300,-1.5
2,burst,100,VEV_5200,-3.5
2,burst,100,VEV_5300,-2.5
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,0.5
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,-4.0
2,burst,100,VEV_5300,-2.5
2,burst,5,VEV_5200,1.5
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,0.0
2,burst,20,VEV_5300,-1.0
2,burst,100,VEV_5200,1.0
2,burst,100,VEV_5300,0.0
2,burst,5,VEV_5200,3.5
2,burst,5,VEV_5300,2.5
2,burst,20,VEV_5200,4.0
2,burst,20,VEV_5300,2.5
2,burst,100,VEV_5200,1.0
2,burst,100,VEV_5300,0.5
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,1.5
2,burst,20,VEV_5200,-3.0
2,burst,20,VEV_5300,-2.0
2,burst,100,VEV_5200,-8.0
2,burst,100,VEV_5300,-5.5
2,burst,5,VEV_5200,-0.5
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,-8.0
2,burst,100,VEV_5300,-4.5
2,burst,5,VEV_5200,-0.5
2,burst,5,VEV_5300,-1.0
2,burst,20,VEV_5200,1.5
2,burst,20,VEV_5300,0.0
2,burst,100,VEV_5200,-6.5
2,burst,100,VEV_5300,-5.0
2,burst,5,VEV_5200,2.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,0.0
2,burst,20,VEV_5300,0.0
2,burst,100,VEV_5200,-0.5
2,burst,100,VEV_5300,-1.0
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,1.5
2,burst,100,VEV_5200,-8.0
2,burst,100,VEV_5300,-5.0
2,burst,5,VEV_5200,3.0
2,burst,5,VEV_5300,2.5
2,burst,20,VEV_5200,0.0
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,1.0
2,burst,100,VEV_5300,1.5
2,burst,5,VEV_5200,-3.0
2,burst,5,VEV_5300,-3.0
2,burst,20,VEV_5200,-3.0
2,burst,20,VEV_5300,-3.0
2,burst,100,VEV_5200,3.0
2,burst,100,VEV_5300,1.0
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,3.0
2,burst,20,VEV_5300,1.0
2,burst,100,VEV_5200,-2.0
2,burst,100,VEV_5300,-2.0
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,-2.0
2,burst,20,VEV_5300,-2.0
2,burst,100,VEV_5200,-5.0
2,burst,100,VEV_5300,-4.0
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,3.0
2,burst,20,VEV_5300,1.0
2,burst,100,VEV_5200,-2.0
2,burst,100,VEV_5300,-2.0
2,burst,5,VEV_5200,-1.0
2,burst,5,VEV_5300,-0.5
2,burst,20,VEV_5200,-2.0
2,burst,20,VEV_5300,-1.5
2,burst,100,VEV_5200,-6.0
2,burst,100,VEV_5300,-3.5
2,burst,5,VEV_5200,0.5
2,burst,5,VEV_5300,-0.5
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,0.0
2,burst,100,VEV_5200,-3.0
2,burst,100,VEV_5300,-2.0
2,burst,5,VEV_5200,2.5
2,burst,5,VEV_5300,1.0
2,burst,20,VEV_5200,4.5
2,burst,20,VEV_5300,2.0
2,burst,100,VEV_5200,-2.5
2,burst,100,VEV_5300,-2.0
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,-0.5
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,-3.0
2,burst,100,VEV_5300,-2.0
2,burst,5,VEV_5200,0.5
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,-1.0
2,burst,20,VEV_5300,-0.5
2,burst,100,VEV_5200,4.0
2,burst,100,VEV_5300,2.5
2,burst,5,VEV_5200,-0.5
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,5.0
2,burst,20,VEV_5300,3.0
2,burst,100,VEV_5200,3.5
2,burst,100,VEV_5300,2.0
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,4.0
2,burst,20,VEV_5300,2.5
2,burst,100,VEV_5200,6.5
2,burst,100,VEV_5300,3.5
2,burst,5,VEV_5200,0.5
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,2.5
2,burst,20,VEV_5300,1.0
2,burst,100,VEV_5200,3.5
2,burst,100,VEV_5300,2.0
2,burst,5,VEV_5200,-0.5
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,-0.5
2,burst,20,VEV_5300,-1.0
2,burst,100,VEV_5200,-3.0
2,burst,100,VEV_5300,-2.0
2,burst,5,VEV_5200,0.5
2,burst,5,VEV_5300,1.5
2,burst,20,VEV_5200,7.0
2,burst,20,VEV_5300,4.5
2,burst,100,VEV_5200,0.5
2,burst,100,VEV_5300,1.0
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,1.5
2,burst,20,VEV_5300,1.5
2,burst,100,VEV_5200,-2.5
2,burst,100,VEV_5300,-0.5
2,burst,5,VEV_5200,2.5
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,3.0
2,burst,20,VEV_5300,1.0
2,burst,100,VEV_5200,0.0
2,burst,100,VEV_5300,-0.5
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,-1.0
2,burst,20,VEV_5200,-1.0
2,burst,20,VEV_5300,-2.0
2,burst,100,VEV_5200,-2.0
2,burst,100,VEV_5300,-2.5
2,burst,5,VEV_5200,2.5
2,burst,5,VEV_5300,1.5
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,-4.0
2,burst,100,VEV_5300,-2.5
2,burst,5,VEV_5200,2.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,-2.0
2,burst,20,VEV_5300,-2.0
2,burst,100,VEV_5200,-3.5
2,burst,100,VEV_5300,-3.0
2,burst,5,VEV_5200,0.5
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,8.0
2,burst,100,VEV_5300,4.5
2,burst,5,VEV_5200,-0.5
2,burst,5,VEV_5300,-1.0
2,burst,20,VEV_5200,-1.0
2,burst,20,VEV_5300,-1.0
2,burst,100,VEV_5200,-0.5
2,burst,100,VEV_5300,-1.0
2,burst,5,VEV_5200,1.5
2,burst,5,VEV_5300,1.0
2,burst,20,VEV_5200,0.0
2,burst,20,VEV_5300,0.0
2,burst,100,VEV_5200,-2.5
2,burst,100,VEV_5300,-2.0
2,burst,5,VEV_5200,2.5
2,burst,5,VEV_5300,1.5
2,burst,20,VEV_5200,-0.5
2,burst,20,VEV_5300,-0.5
2,burst,100,VEV_5200,-2.0
2,burst,100,VEV_5300,-1.5
2,burst,5,VEV_5200,1.5
2,burst,5,VEV_5300,1.0
2,burst,20,VEV_5200,0.5
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,-2.0
2,burst,100,VEV_5300,-0.5
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,-3.0
2,burst,20,VEV_5300,-1.5
2,burst,100,VEV_5200,-8.0
2,burst,100,VEV_5300,-4.0
2,burst,5,VEV_5200,1.5
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,3.0
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,11.0
2,burst,100,VEV_5300,5.5
2,burst,5,VEV_5200,1.5
2,burst,5,VEV_5300,1.0
2,burst,20,VEV_5200,-0.5
2,burst,20,VEV_5300,-0.5
2,burst,100,VEV_5200,12.5
2,burst,100,VEV_5300,7.0
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,1.0
2,burst,20,VEV_5200,2.5
2,burst,20,VEV_5300,2.0
2,burst,100,VEV_5200,16.5
2,burst,100,VEV_5300,9.5
2,burst,5,VEV_5200,0.5
2,burst,5,VEV_5300,-1.0
2,burst,20,VEV_5200,5.0
2,burst,20,VEV_5300,2.0
2,burst,100,VEV_5200,2.0
2,burst,100,VEV_5300,0.0
2,burst,5,VEV_5200,2.5
2,burst,5,VEV_5300,1.5
2,burst,20,VEV_5200,2.5
2,burst,20,VEV_5300,1.5
2,burst,100,VEV_5200,8.0
2,burst,100,VEV_5300,5.5
2,burst,5,VEV_5200,-1.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,1.5
2,burst,100,VEV_5200,1.0
2,burst,100,VEV_5300,1.5
2,burst,5,VEV_5200,0.5
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,1.5
2,burst,100,VEV_5200,4.0
2,burst,100,VEV_5300,2.5
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,3.0
2,burst,20,VEV_5300,1.5
2,burst,100,VEV_5200,9.5
2,burst,100,VEV_5300,6.0
2,burst,5,VEV_5200,2.0
2,burst,5,VEV_5300,1.5
2,burst,20,VEV_5200,0.0
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,0.0
2,burst,100,VEV_5300,0.5
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,1.5
2,burst,100,VEV_5200,-3.0
2,burst,100,VEV_5300,-1.5
2,burst,5,VEV_5200,-2.0
2,burst,5,VEV_5300,-2.0
2,burst,20,VEV_5200,-4.0
2,burst,20,VEV_5300,-3.0
2,burst,100,VEV_5200,-12.0
2,burst,100,VEV_5300,-8.5
2,burst,5,VEV_5200,1.5
2,burst,5,VEV_5300,1.0
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,1.5
2,burst,100,VEV_5200,-1.5
2,burst,100,VEV_5300,-0.5
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,0.5
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,-8.0
2,burst,100,VEV_5300,-4.0
2,burst,5,VEV_5200,2.5
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,0.5
2,burst,100,VEV_5200,2.0
2,burst,100,VEV_5300,0.5
2,burst,5,VEV_5200,2.0
2,burst,5,VEV_5300,2.0
2,burst,20,VEV_5200,3.5
2,burst,20,VEV_5300,2.5
2,burst,100,VEV_5200,6.5
2,burst,100,VEV_5300,3.5
2,burst,5,VEV_5200,-0.5
2,burst,5,VEV_5300,-0.5
2,burst,20,VEV_5200,0.0
2,burst,20,VEV_5300,-0.5
2,burst,100,VEV_5200,5.0
2,burst,100,VEV_5300,2.0
2,burst,5,VEV_5200,1.5
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,-2.5
2,burst,20,VEV_5300,-2.0
2,burst,100,VEV_5200,-0.5
2,burst,100,VEV_5300,-1.0
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,-0.5
2,burst,20,VEV_5300,-0.5
2,burst,100,VEV_5200,10.0
2,burst,100,VEV_5300,6.5
2,burst,5,VEV_5200,-2.0
2,burst,5,VEV_5300,-2.0
2,burst,20,VEV_5200,-3.0
2,burst,20,VEV_5300,-3.0
2,burst,100,VEV_5200,-8.0
2,burst,100,VEV_5300,-6.0
2,burst,5,VEV_5200,-1.0
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,-1.0
2,burst,20,VEV_5300,-0.5
2,burst,100,VEV_5200,-2.0
2,burst,100,VEV_5300,-0.5
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,0.0
2,burst,100,VEV_5200,2.0
2,burst,100,VEV_5300,1.0
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,-1.0
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,0.0
2,burst,100,VEV_5200,3.0
2,burst,100,VEV_5300,1.0
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,0.0
2,burst,20,VEV_5300,-1.0
2,burst,100,VEV_5200,4.0
2,burst,100,VEV_5300,1.0
2,burst,5,VEV_5200,0.5
2,burst,5,VEV_5300,0.5
2,burst,20,VEV_5200,3.5
2,burst,20,VEV_5300,3.5
2,burst,100,VEV_5200,11.5
2,burst,100,VEV_5300,7.5
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,1.0
2,burst,100,VEV_5200,-0.5
2,burst,100,VEV_5300,-1.0
2,burst,5,VEV_5200,-1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,-4.0
2,burst,20,VEV_5300,-2.0
2,burst,100,VEV_5200,-3.0
2,burst,100,VEV_5300,-1.5
2,burst,5,VEV_5200,0.5
2,burst,5,VEV_5300,-1.0
2,burst,20,VEV_5200,0.0
2,burst,20,VEV_5300,-1.0
2,burst,100,VEV_5200,-2.0
2,burst,100,VEV_5300,-2.0
2,burst,5,VEV_5200,0.0
2,burst,5,VEV_5300,-1.0
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,0.0
2,burst,100,VEV_5200,3.0
2,burst,100,VEV_5300,1.0
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,1.0
2,burst,20,VEV_5300,0.0
2,burst,100,VEV_5200,10.5
2,burst,100,VEV_5300,5.5
2,burst,5,VEV_5200,1.0
2,burst,5,VEV_5300,0.0
2,burst,20,VEV_5200,2.0
2,burst,20,VEV_5300,0.0
2,burst,100,VEV_5200,10.0
2,burst,100,VEV_5300,5.0
2,burst,5,VEV_5200,2.5
2,burst,5,VEV_5300,1.0
2,burst,20,VEV_5200,7.5
2,burst,20,VEV_5300,4.0
2,burst,100,VEV_5200,
2,burst,100,VEV_5300,
2,control,5,VEV_5200,0.0
2,control,5,VEV_5300,0.0
2,control,20,VEV_5200,-1.0
2,control,20,VEV_5300,-0.5
2,control,100,VEV_5200,-6.0
2,control,100,VEV_5300,-4.0
2,control,5,VEV_5200,-1.0
2,control,5,VEV_5300,0.0
2,control,20,VEV_5200,1.0
2,control,20,VEV_5300,1.0
2,control,100,VEV_5200,-4.0
2,control,100,VEV_5300,-2.0
2,control,5,VEV_5200,1.0
2,control,5,VEV_5300,1.0
2,control,20,VEV_5200,1.0
2,control,20,VEV_5300,1.0
2,control,100,VEV_5200,6.0
