tape_day,flow_symbol,target_symbol,fwd_k,flow_lag_steps,n,pearson_corr
1,VEV_6500,VEV_5200,20,1,9979,0.0007331797020244892
1,VEV_6500,VEV_5200,20,2,9978,0.0034762715802108997
1,VEV_6500,VEV_5200,20,3,9977,0.001449017105710512
1,VEV_6500,VEV_5200,20,5,9975,0.0034138441276649993
1,HYDROGEL_PACK,VEV_5300,5,0,9995,-0.01064843192630287
1,HYDROGEL_PACK,VEV_5300,5,1,9994,-0.0008370477999504125
1,HYDROGEL_PACK,VEV_5300,5,2,9993,-0.008213895406598455
1,HYDROGEL_PACK,VEV_5300,5,3,9992,0.009323553768925234
1,HYDROGEL_PACK,VEV_5300,5,5,9990,0.0006939650888582073
1,VELVETFRUIT_EXTRACT,VEV_5300,5,0,9995,-0.0005335434637648967
1,VELVETFRUIT_EXTRACT,VEV_5300,5,1,9994,0.007863747527444448
1,VELVETFRUIT_EXTRACT,VEV_5300,5,2,9993,0.017274463877731135
1,VELVETFRUIT_EXTRACT,VEV_5300,5,3,9992,0.011833063904169834
1,VELVETFRUIT_EXTRACT,VEV_5300,5,5,9990,0.011995735265710248
1,VEV_4000,VEV_5300,5,0,9995,0.0008497025653555324
1,VEV_4000,VEV_5300,5,1,9994,-0.001166131404543569
1,VEV_4000,VEV_5300,5,2,9993,0.002458459968674433
1,VEV_4000,VEV_5300,5,3,9992,0.007897694186695982
1,VEV_4000,VEV_5300,5,5,9990,-0.00438851079776515
1,VEV_4500,VEV_5300,5,0,9995,0.005631438843507044
1,VEV_4500,VEV_5300,5,1,9994,-0.011362790947679708
1,VEV_4500,VEV_5300,5,2,9993,-3.118263603959211e-05
1,VEV_4500,VEV_5300,5,3,9992,-3.1185756971141186e-05
1,VEV_4500,VEV_5300,5,5,9990,-3.346483096965245e-05
1,VEV_5000,VEV_5300,5,0,9995,0.005631438843507044
1,VEV_5000,VEV_5300,5,1,9994,-0.011362790947679708
1,VEV_5000,VEV_5300,5,2,9993,-3.118263603959211e-05
1,VEV_5000,VEV_5300,5,3,9992,-3.1185756971141186e-05
1,VEV_5000,VEV_5300,5,5,9990,-3.346483096965245e-05
1,VEV_5100,VEV_5300,5,0,9995,0.005631438843507044
1,VEV_5100,VEV_5300,5,1,9994,-0.011362790947679708
1,VEV_5100,VEV_5300,5,2,9993,-3.118263603959211e-05
1,VEV_5100,VEV_5300,5,3,9992,-3.1185756971141186e-05
1,VEV_5100,VEV_5300,5,5,9990,-3.346483096965245e-05
1,VEV_5200,VEV_5300,5,0,9995,0.010710813538346645
1,VEV_5200,VEV_5300,5,1,9994,0.02322385040375632
1,VEV_5200,VEV_5300,5,2,9993,0.018842358340790098
1,VEV_5200,VEV_5300,5,3,9992,0.01571345328468037
1,VEV_5200,VEV_5300,5,5,9990,-0.006184707493606275
1,VEV_5300,VEV_5300,5,0,9995,0.01677135921705099
1,VEV_5300,VEV_5300,5,1,9994,0.016247794392615998
1,VEV_5300,VEV_5300,5,2,9993,0.020386664932798042
1,VEV_5300,VEV_5300,5,3,9992,0.019091546639342538
1,VEV_5300,VEV_5300,5,5,9990,-0.004985391932206918
1,VEV_5400,VEV_5300,5,0,9995,-0.03492990289131279
1,VEV_5400,VEV_5300,5,1,9994,0.014982716038952812
1,VEV_5400,VEV_5300,5,2,9993,-0.0010987366565292462
1,VEV_5400,VEV_5300,5,3,9992,0.0018080477677149985
1,VEV_5400,VEV_5300,5,5,9990,-0.013562797697435276
1,VEV_5500,VEV_5300,5,0,9995,-0.03714504524161878
1,VEV_5500,VEV_5300,5,1,9994,0.014078867591633492
1,VEV_5500,VEV_5300,5,2,9993,0.003043060556364573
1,VEV_5500,VEV_5300,5,3,9992,0.004016001860327526
1,VEV_5500,VEV_5300,5,5,9990,-0.007801201598505446
1,VEV_6000,VEV_5300,5,0,9995,-0.03882996879595788
1,VEV_6000,VEV_5300,5,1,9994,0.014812730838686167
1,VEV_6000,VEV_5300,5,2,9993,0.0031039501684061955
1,VEV_6000,VEV_5300,5,3,9992,0.004507861006357787
1,VEV_6000,VEV_5300,5,5,9990,-0.007170462612064127
1,VEV_6500,VEV_5300,5,0,9995,-0.03882996879595788
1,VEV_6500,VEV_5300,5,1,9994,0.014812730838686167
1,VEV_6500,VEV_5300,5,2,9993,0.0031039501684061955
1,VEV_6500,VEV_5300,5,3,9992,0.004507861006357787
1,VEV_6500,VEV_5300,5,5,9990,-0.007170462612064127
1,HYDROGEL_PACK,VEV_5300,20,0,9980,-0.015234234787552724
1,HYDROGEL_PACK,VEV_5300,20,1,9979,-0.010459584115252416
1,HYDROGEL_PACK,VEV_5300,20,2,9978,-0.015525634138645222
1,HYDROGEL_PACK,VEV_5300,20,3,9977,-0.008361811942399183
1,HYDROGEL_PACK,VEV_5300,20,5,9975,-0.008325841105940802
1,VELVETFRUIT_EXTRACT,VEV_5300,20,0,9980,0.008819890743769399
1,VELVETFRUIT_EXTRACT,VEV_5300,20,1,9979,0.01660907364790753
1,VELVETFRUIT_EXTRACT,VEV_5300,20,2,9978,0.01845627007006816
1,VELVETFRUIT_EXTRACT,VEV_5300,20,3,9977,0.010804801322383548
1,VELVETFRUIT_EXTRACT,VEV_5300,20,5,9975,0.014054898956134583
1,VEV_4000,VEV_5300,20,0,9980,-0.004858608094351692
1,VEV_4000,VEV_5300,20,1,9979,-0.004228635952324959
1,VEV_4000,VEV_5300,20,2,9978,-0.0003330956779487383
1,VEV_4000,VEV_5300,20,3,9977,0.0014568414969411492
1,VEV_4000,VEV_5300,20,5,9975,-0.0019157732678478099
1,VEV_4500,VEV_5300,20,0,9980,0.014661683689522748
1,VEV_4500,VEV_5300,20,1,9979,0.008773171494142078
1,VEV_4500,VEV_5300,20,2,9978,0.011720497232474142
1,VEV_4500,VEV_5300,20,3,9977,0.0117212807325755
1,VEV_4500,VEV_5300,20,5,9975,0.011722848294152832
1,VEV_5000,VEV_5300,20,0,9980,0.014661683689522748
1,VEV_5000,VEV_5300,20,1,9979,0.008773171494142078
1,VEV_5000,VEV_5300,20,2,9978,0.011720497232474142
1,VEV_5000,VEV_5300,20,3,9977,0.0117212807325755
1,VEV_5000,VEV_5300,20,5,9975,0.011722848294152832
1,VEV_5100,VEV_5300,20,0,9980,0.014661683689522748
1,VEV_5100,VEV_5300,20,1,9979,0.008773171494142078
1,VEV_5100,VEV_5300,20,2,9978,0.011720497232474142
1,VEV_5100,VEV_5300,20,3,9977,0.0117212807325755
1,VEV_5100,VEV_5300,20,5,9975,0.011722848294152832
1,VEV_5200,VEV_5300,20,0,9980,0.012177562849297727
1,VEV_5200,VEV_5300,20,1,9979,0.013151772199776774
1,VEV_5200,VEV_5300,20,2,9978,0.01347542574177684
1,VEV_5200,VEV_5300,20,3,9977,0.014450414941961547
1,VEV_5200,VEV_5300,20,5,9975,0.0033860406614051714
1,VEV_5300,VEV_5300,20,0,9980,0.019225832751415716
1,VEV_5300,VEV_5300,20,1,9979,0.01356457175029573
1,VEV_5300,VEV_5300,20,2,9978,0.017868043124253753
1,VEV_5300,VEV_5300,20,3,9977,0.018942301686710232
1,VEV_5300,VEV_5300,20,5,9975,0.011663605630330408
1,VEV_5400,VEV_5300,20,0,9980,-0.02833448560434156
1,VEV_5400,VEV_5300,20,1,9979,-0.007457451383808849
1,VEV_5400,VEV_5300,20,2,9978,-0.006845831798366743
1,VEV_5400,VEV_5300,20,3,9977,-0.008984535743329879
1,VEV_5400,VEV_5300,20,5,9975,-0.012017560386305446
1,VEV_5500,VEV_5300,20,0,9980,-0.019051635832167225
1,VEV_5500,VEV_5300,20,1,9979,0.0027693155133729423
1,VEV_5500,VEV_5300,20,2,9978,0.0067209729992013184
1,VEV_5500,VEV_5300,20,3,9977,0.005113930786167737
1,VEV_5500,VEV_5300,20,5,9975,0.0029956758310785954
1,VEV_6000,VEV_5300,20,0,9980,-0.022258211495145622
1,VEV_6000,VEV_5300,20,1,9979,0.0007593465996408258
1,VEV_6000,VEV_5300,20,2,9978,0.005533026678167369
1,VEV_6000,VEV_5300,20,3,9977,0.0028512914056558905
1,VEV_6000,VEV_5300,20,5,9975,-0.000647110808964516
1,VEV_6500,VEV_5300,20,0,9980,-0.022258211495145622
1,VEV_6500,VEV_5300,20,1,9979,0.0007593465996408258
1,VEV_6500,VEV_5300,20,2,9978,0.005533026678167369
1,VEV_6500,VEV_5300,20,3,9977,0.0028512914056558905
1,VEV_6500,VEV_5300,20,5,9975,-0.000647110808964516
2,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,5,0,9995,0.005860852437907011
2,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,5,1,9994,-0.004598250146359863
2,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,5,2,9993,0.006072128228278653
2,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,5,3,9992,0.000567372745511592
2,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,5,5,9990,0.000929252703252512
2,VELVETFRUIT_EXTRACT,VELVETFRUIT_EXTRACT,5,0,9995,0.05081264321171407
2,VELVETFRUIT_EXTRACT,VELVETFRUIT_EXTRACT,5,1,9994,0.0008945434929643112
2,VELVETFRUIT_EXTRACT,VELVETFRUIT_EXTRACT,5,2,9993,0.00025504445116379974
2,VELVETFRUIT_EXTRACT,VELVETFRUIT_EXTRACT,5,3,9992,0.0004272298297628227
2,VELVETFRUIT_EXTRACT,VELVETFRUIT_EXTRACT,5,5,9990,0.009365780585925645
2,VEV_4000,VELVETFRUIT_EXTRACT,5,0,9995,0.023240397888983043
2,VEV_4000,VELVETFRUIT_EXTRACT,5,1,9994,0.007701463263507608
2,VEV_4000,VELVETFRUIT_EXTRACT,5,2,9993,-0.006250441114194833
2,VEV_4000,VELVETFRUIT_EXTRACT,5,3,9992,-0.0045647720074706655
2,VEV_4000,VELVETFRUIT_EXTRACT,5,5,9990,0.001992865028071623
2,VEV_4500,VELVETFRUIT_EXTRACT,5,0,9995,
2,VEV_4500,VELVETFRUIT_EXTRACT,5,1,9994,
2,VEV_4500,VELVETFRUIT_EXTRACT,5,2,9993,
2,VEV_4500,VELVETFRUIT_EXTRACT,5,3,9992,
2,VEV_4500,VELVETFRUIT_EXTRACT,5,5,9990,
2,VEV_5000,VELVETFRUIT_EXTRACT,5,0,9995,
2,VEV_5000,VELVETFRUIT_EXTRACT,5,1,9994,
2,VEV_5000,VELVETFRUIT_EXTRACT,5,2,9993,
2,VEV_5000,VELVETFRUIT_EXTRACT,5,3,9992,
2,VEV_5000,VELVETFRUIT_EXTRACT,5,5,9990,
2,VEV_5100,VELVETFRUIT_EXTRACT,5,0,9995,
2,VEV_5100,VELVETFRUIT_EXTRACT,5,1,9994,
2,VEV_5100,VELVETFRUIT_EXTRACT,5,2,9993,
2,VEV_5100,VELVETFRUIT_EXTRACT,5,3,9992,
2,VEV_5100,VELVETFRUIT_EXTRACT,5,5,9990,
2,VEV_5200,VELVETFRUIT_EXTRACT,5,0,9995,-0.0014440355414563953
2,VEV_5200,VELVETFRUIT_EXTRACT,5,1,9994,0.0034452372181367624
2,VEV_5200,VELVETFRUIT_EXTRACT,5,2,9993,-0.010275381092186618
2,VEV_5200,VELVETFRUIT_EXTRACT,5,3,9992,0.011131510304075618
2,VEV_5200,VELVETFRUIT_EXTRACT,5,5,9990,-0.009103001565939765
2,VEV_5300,VELVETFRUIT_EXTRACT,5,0,9995,0.00805225996264242
2,VEV_5300,VELVETFRUIT_EXTRACT,5,1,9994,0.010267248536852078
2,VEV_5300,VELVETFRUIT_EXTRACT,5,2,9993,0.01027870525134802
2,VEV_5300,VELVETFRUIT_EXTRACT,5,3,9992,0.008820005655893309
2,VEV_5300,VELVETFRUIT_EXTRACT,5,5,9990,0.003611733813058971
2,VEV_5400,VELVETFRUIT_EXTRACT,5,0,9995,0.009986723624242834
2,VEV_5400,VELVETFRUIT_EXTRACT,5,1,9994,0.014600070568502476
2,VEV_5400,VELVETFRUIT_EXTRACT,5,2,9993,0.012420188989793225
2,VEV_5400,VELVETFRUIT_EXTRACT,5,3,9992,0.010237458733960716
2,VEV_5400,VELVETFRUIT_EXTRACT,5,5,9990,0.003063238731388039
2,VEV_5500,VELVETFRUIT_EXTRACT,5,0,9995,0.008998589715220473
2,VEV_5500,VELVETFRUIT_EXTRACT,5,1,9994,0.01316542529172713
2,VEV_5500,VELVETFRUIT_EXTRACT,5,2,9993,0.012930487014946458
2,VEV_5500,VELVETFRUIT_EXTRACT,5,3,9992,0.011435579227163295
2,VEV_5500,VELVETFRUIT_EXTRACT,5,5,9990,0.007508840466132278
2,VEV_6000,VELVETFRUIT_EXTRACT,5,0,9995,0.009365708825514999
2,VEV_6000,VELVETFRUIT_EXTRACT,5,1,9994,0.013401067792538014
2,VEV_6000,VELVETFRUIT_EXTRACT,5,2,9993,0.013417677441224973
2,VEV_6000,VELVETFRUIT_EXTRACT,5,3,9992,0.011548429415441062
2,VEV_6000,VELVETFRUIT_EXTRACT,5,5,9990,0.0075020925737651475
2,VEV_6500,VELVETFRUIT_EXTRACT,5,0,9995,0.009365708825514999
2,VEV_6500,VELVETFRUIT_EXTRACT,5,1,9994,0.013401067792538014
2,VEV_6500,VELVETFRUIT_EXTRACT,5,2,9993,0.013417677441224973
2,VEV_6500,VELVETFRUIT_EXTRACT,5,3,9992,0.011548429415441062
2,VEV_6500,VELVETFRUIT_EXTRACT,5,5,9990,0.0075020925737651475
2,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,20,0,9980,0.006312038739710061
2,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,20,1,9979,0.0063918477363461195
2,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,20,2,9978,0.006838693042921779
2,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,20,3,9977,0.009179306717683952
2,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,20,5,9975,0.004374864768447361
2,VELVETFRUIT_EXTRACT,VELVETFRUIT_EXTRACT,20,0,9980,0.03168356981319971
2,VELVETFRUIT_EXTRACT,VELVETFRUIT_EXTRACT,20,1,9979,0.011306457437973358
2,VELVETFRUIT_EXTRACT,VELVETFRUIT_EXTRACT,20,2,9978,0.008153762009693555
2,VELVETFRUIT_EXTRACT,VELVETFRUIT_EXTRACT,20,3,9977,0.006578372438179152
2,VELVETFRUIT_EXTRACT,VELVETFRUIT_EXTRACT,20,5,9975,0.006842860612835515
2,VEV_4000,VELVETFRUIT_EXTRACT,20,0,9980,0.024571253511102033
2,VEV_4000,VELVETFRUIT_EXTRACT,20,1,9979,0.014840239241734119
2,VEV_4000,VELVETFRUIT_EXTRACT,20,2,9978,0.012321167428249034
2,VEV_4000,VELVETFRUIT_EXTRACT,20,3,9977,0.006986037019652885
2,VEV_4000,VELVETFRUIT_EXTRACT,20,5,9975,0.008023447943690261
2,VEV_4500,VELVETFRUIT_EXTRACT,20,0,9980,
2,VEV_4500,VELVETFRUIT_EXTRACT,20,1,9979,
2,VEV_4500,VELVETFRUIT_EXTRACT,20,2,9978,
2,VEV_4500,VELVETFRUIT_EXTRACT,20,3,9977,
2,VEV_4500,VELVETFRUIT_EXTRACT,20,5,9975,
2,VEV_5000,VELVETFRUIT_EXTRACT,20,0,9980,
2,VEV_5000,VELVETFRUIT_EXTRACT,20,1,9979,
2,VEV_5000,VELVETFRUIT_EXTRACT,20,2,9978,
2,VEV_5000,VELVETFRUIT_EXTRACT,20,3,9977,
2,VEV_5000,VELVETFRUIT_EXTRACT,20,5,9975,
2,VEV_5100,VELVETFRUIT_EXTRACT,20,0,9980,
2,VEV_5100,VELVETFRUIT_EXTRACT,20,1,9979,
2,VEV_5100,VELVETFRUIT_EXTRACT,20,2,9978,
2,VEV_5100,VELVETFRUIT_EXTRACT,20,3,9977,
2,VEV_5100,VELVETFRUIT_EXTRACT,20,5,9975,
2,VEV_5200,VELVETFRUIT_EXTRACT,20,0,9980,-0.029541477998590526
2,VEV_5200,VELVETFRUIT_EXTRACT,20,1,9979,-0.017974070408274652
2,VEV_5200,VELVETFRUIT_EXTRACT,20,2,9978,-0.0235789906681175
2,VEV_5200,VELVETFRUIT_EXTRACT,20,3,9977,-0.021024103517424463
2,VEV_5200,VELVETFRUIT_EXTRACT,20,5,9975,-0.023345927911597383
2,VEV_5300,VELVETFRUIT_EXTRACT,20,0,9980,-0.003385676920049786
2,VEV_5300,VELVETFRUIT_EXTRACT,20,1,9979,-0.0021382319519533195
2,VEV_5300,VELVETFRUIT_EXTRACT,20,2,9978,-0.005266579542210754
2,VEV_5300,VELVETFRUIT_EXTRACT,20,3,9977,-3.515240806343982e-05
2,VEV_5300,VELVETFRUIT_EXTRACT,20,5,9975,-0.0007684503748052861
2,VEV_5400,VELVETFRUIT_EXTRACT,20,0,9980,-0.0030892262030497186
2,VEV_5400,VELVETFRUIT_EXTRACT,20,1,9979,-0.003953021959934674
2,VEV_5400,VELVETFRUIT_EXTRACT,20,2,9978,-0.0055773160296909855
2,VEV_5400,VELVETFRUIT_EXTRACT,20,3,9977,-0.0006990920784810875
2,VEV_5400,VELVETFRUIT_EXTRACT,20,5,9975,-0.005565235270412414
2,VEV_5500,VELVETFRUIT_EXTRACT,20,0,9980,-0.0037915894172119756
2,VEV_5500,VELVETFRUIT_EXTRACT,20,1,9979,-0.006129925399737639
2,VEV_5500,VELVETFRUIT_EXTRACT,20,2,9978,-0.007389340610367837
2,VEV_5500,VELVETFRUIT_EXTRACT,20,3,9977,-0.0015055947623005656
2,VEV_5500,VELVETFRUIT_EXTRACT,20,5,9975,-0.005539448063360448
2,VEV_6000,VELVETFRUIT_EXTRACT,20,0,9980,-0.003711724345417878
2,VEV_6000,VELVETFRUIT_EXTRACT,20,1,9979,-0.005849499468635679
2,VEV_6000,VELVETFRUIT_EXTRACT,20,2,9978,-0.007238538747604448
2,VEV_6000,VELVETFRUIT_EXTRACT,20,3,9977,-0.0018234912862077892
2,VEV_6000,VELVETFRUIT_EXTRACT,20,5,9975,-0.005851571629294076
2,VEV_6500,VELVETFRUIT_EXTRACT,20,0,9980,-0.003711724345417878
2,VEV_6500,VELVETFRUIT_EXTRACT,20,1,9979,-0.005849499468635679
2,VEV_6500,VELVETFRUIT_EXTRACT,20,2,9978,-0.007238538747604448
2,VEV_6500,VELVETFRUIT_EXTRACT,20,3,9977,-0.0018234912862077892
2,VEV_6500,VELVETFRUIT_EXTRACT,20,5,9975,-0.005851571629294076
2,HYDROGEL_PACK,HYDROGEL_PACK,5,0,9995,-0.005967216810386241
2,HYDROGEL_PACK,HYDROGEL_PACK,5,1,9994,-0.009698068692373689
2,HYDROGEL_PACK,HYDROGEL_PACK,5,2,9993,0.008299903254845573
2,HYDROGEL_PACK,HYDROGEL_PACK,5,3,9992,0.01050765055048375
2,HYDROGEL_PACK,HYDROGEL_PACK,5,5,9990,0.012640030521834638
2,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,5,0,9995,0.012123409412539317
2,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,5,1,9994,0.016604705893928564
2,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,5,2,9993,0.0011582261386484814
2,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,5,3,9992,0.006930664538476856
2,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,5,5,9990,-0.0020888416903173533
2,VEV_4000,HYDROGEL_PACK,5,0,9995,0.012239611969153958
2,VEV_4000,HYDROGEL_PACK,5,1,9994,0.01622600530782485
2,VEV_4000,HYDROGEL_PACK,5,2,9993,0.006518443260183898
2,VEV_4000,HYDROGEL_PACK,5,3,9992,0.0025790950211204726
2,VEV_4000,HYDROGEL_PACK,5,5,9990,0.0035638419472211334
2,VEV_4500,HYDROGEL_PACK,5,0,9995,
2,VEV_4500,HYDROGEL_PACK,5,1,9994,
2,VEV_4500,HYDROGEL_PACK,5,2,9993,
2,VEV_4500,HYDROGEL_PACK,5,3,9992,
2,VEV_4500,HYDROGEL_PACK,5,5,9990,
2,VEV_5000,HYDROGEL_PACK,5,0,9995,
2,VEV_5000,HYDROGEL_PACK,5,1,9994,
2,VEV_5000,HYDROGEL_PACK,5,2,9993,
2,VEV_5000,HYDROGEL_PACK,5,3,9992,
2,VEV_5000,HYDROGEL_PACK,5,5,9990,
2,VEV_5100,HYDROGEL_PACK,5,0,9995,
2,VEV_5100,HYDROGEL_PACK,5,1,9994,
2,VEV_5100,HYDROGEL_PACK,5,2,9993,
2,VEV_5100,HYDROGEL_PACK,5,3,9992,
2,VEV_5100,HYDROGEL_PACK,5,5,9990,
2,VEV_5200,HYDROGEL_PACK,5,0,9995,0.01071311302000797
2,VEV_5200,HYDROGEL_PACK,5,1,9994,0.01677174132043107
2,VEV_5200,HYDROGEL_PACK,5,2,9993,0.010249066439409827
2,VEV_5200,HYDROGEL_PACK,5,3,9992,0.005589642807792924
2,VEV_5200,HYDROGEL_PACK,5,5,9990,-0.016430510559371492
2,VEV_5300,HYDROGEL_PACK,5,0,9995,0.026090633050862833
2,VEV_5300,HYDROGEL_PACK,5,1,9994,0.01827985395854494
2,VEV_5300,HYDROGEL_PACK,5,2,9993,0.01635281805492277
2,VEV_5300,HYDROGEL_PACK,5,3,9992,0.018376340146383487
2,VEV_5300,HYDROGEL_PACK,5,5,9990,-0.018482894004942043
2,VEV_5400,HYDROGEL_PACK,5,0,9995,0.0038668343009630964
2,VEV_5400,HYDROGEL_PACK,5,1,9994,-0.00918710428296975
2,VEV_5400,HYDROGEL_PACK,5,2,9993,-0.00011280408148398368
2,VEV_5400,HYDROGEL_PACK,5,3,9992,0.005661299720269763
2,VEV_5400,HYDROGEL_PACK,5,5,9990,-0.011349975467225767
2,VEV_5500,HYDROGEL_PACK,5,0,9995,0.012795839237201394
2,VEV_5500,HYDROGEL_PACK,5,1,9994,-0.005681350450010227
2,VEV_5500,HYDROGEL_PACK,5,2,9993,0.0018783258412158497
2,VEV_5500,HYDROGEL_PACK,5,3,9992,0.003423030995081248
2,VEV_5500,HYDROGEL_PACK,5,5,9990,-0.014966511441803549
2,VEV_6000,HYDROGEL_PACK,5,0,9995,0.012776955330705227
2,VEV_6000,HYDROGEL_PACK,5,1,9994,-0.005421620600109073
2,VEV_6000,HYDROGEL_PACK,5,2,9993,0.0020012461606890323
2,VEV_6000,HYDROGEL_PACK,5,3,9992,0.0041095305408964285
2,VEV_6000,HYDROGEL_PACK,5,5,9990,-0.014693133110078324
2,VEV_6500,HYDROGEL_PACK,5,0,9995,0.012776955330705227
2,VEV_6500,HYDROGEL_PACK,5,1,9994,-0.005421620600109073
2,VEV_6500,HYDROGEL_PACK,5,2,9993,0.0020012461606890323
2,VEV_6500,HYDROGEL_PACK,5,3,9992,0.0041095305408964285
2,VEV_6500,HYDROGEL_PACK,5,5,9990,-0.014693133110078324
2,HYDROGEL_PACK,HYDROGEL_PACK,20,0,9980,-0.004805932165748644
2,HYDROGEL_PACK,HYDROGEL_PACK,20,1,9979,-0.005642874891612892
2,HYDROGEL_PACK,HYDROGEL_PACK,20,2,9978,0.0032082837050000077
2,HYDROGEL_PACK,HYDROGEL_PACK,20,3,9977,0.0009487853482203905
2,HYDROGEL_PACK,HYDROGEL_PACK,20,5,9975,-0.00024392803750707015
2,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,20,0,9980,-0.0008467200680467297
2,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,20,1,9979,8.462413051038753e-05
2,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,20,2,9978,-0.009992851979428325
2,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,20,3,9977,-0.008945223874286649
2,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,20,5,9975,-0.010451311073250666
2,VEV_4000,HYDROGEL_PACK,20,0,9980,0.008850248970377367
2,VEV_4000,HYDROGEL_PACK,20,1,9979,0.006814610819550661
2,VEV_4000,HYDROGEL_PACK,20,2,9978,0.0007811204604632927
2,VEV_4000,HYDROGEL_PACK,20,3,9977,0.002105278290310967
2,VEV_4000,HYDROGEL_PACK,20,5,9975,-0.0011324619433565556
2,VEV_4500,HYDROGEL_PACK,20,0,9980,
2,VEV_4500,HYDROGEL_PACK,20,1,9979,
2,VEV_4500,HYDROGEL_PACK,20,2,9978,
2,VEV_4500,HYDROGEL_PACK,20,3,9977,
2,VEV_4500,HYDROGEL_PACK,20,5,9975,
2,VEV_5000,HYDROGEL_PACK,20,0,9980,
2,VEV_5000,HYDROGEL_PACK,20,1,9979,
2,VEV_5000,HYDROGEL_PACK,20,2,9978,
2,VEV_5000,HYDROGEL_PACK,20,3,9977,
2,VEV_5000,HYDROGEL_PACK,20,5,9975,
2,VEV_5100,HYDROGEL_PACK,20,0,9980,
2,VEV_5100,HYDROGEL_PACK,20,1,9979,
2,VEV_5100,HYDROGEL_PACK,20,2,9978,
2,VEV_5100,HYDROGEL_PACK,20,3,9977,
2,VEV_5100,HYDROGEL_PACK,20,5,9975,
2,VEV_5200,HYDROGEL_PACK,20,0,9980,-0.011141476353380952
2,VEV_5200,HYDROGEL_PACK,20,1,9979,-0.007033273643309526
2,VEV_5200,HYDROGEL_PACK,20,2,9978,-0.013081002167415394
2,VEV_5200,HYDROGEL_PACK,20,3,9977,-0.011510815663542352
2,VEV_5200,HYDROGEL_PACK,20,5,9975,-0.015623911571784088
2,VEV_5300,HYDROGEL_PACK,20,0,9980,0.002319288140971993
2,VEV_5300,HYDROGEL_PACK,20,1,9979,0.0008109067943214369
2,VEV_5300,HYDROGEL_PACK,20,2,9978,-0.004511227458790756
2,VEV_5300,HYDROGEL_PACK,20,3,9977,-0.005087458980853146
2,VEV_5300,HYDROGEL_PACK,20,5,9975,-0.016443844404988958
2,VEV_5400,HYDROGEL_PACK,20,0,9980,-0.004067787977388072
2,VEV_5400,HYDROGEL_PACK,20,1,9979,-0.008961609472930145
2,VEV_5400,HYDROGEL_PACK,20,2,9978,-0.009287787656636749
2,VEV_5400,HYDROGEL_PACK,20,3,9977,-0.005744633950290788
2,VEV_5400,HYDROGEL_PACK,20,5,9975,-0.0051969956350565154
2,VEV_5500,HYDROGEL_PACK,20,0,9980,-0.0019396069202462028
2,VEV_5500,HYDROGEL_PACK,20,1,9979,-0.0071111522276425575
2,VEV_5500,HYDROGEL_PACK,20,2,9978,-0.007361840668004903
2,VEV_5500,HYDROGEL_PACK,20,3,9977,-0.005831678714690973
2,VEV_5500,HYDROGEL_PACK,20,5,9975,-0.008108268872675116
2,VEV_6000,HYDROGEL_PACK,20,0,9980,-0.0014151111926515906
2,VEV_6000,HYDROGEL_PACK,20,1,9979,-0.006448585284629394
2,VEV_6000,HYDROGEL_PACK,20,2,9978,-0.006829437927378432
2,VEV_6000,HYDROGEL_PACK,20,3,9977,-0.004975261637607115
2,VEV_6000,HYDROGEL_PACK,20,5,9975,-0.00731379186873444
2,VEV_6500,HYDROGEL_PACK,20,0,9980,-0.0014151111926515906
2,VEV_6500,HYDROGEL_PACK,20,1,9979,-0.006448585284629394
2,VEV_6500,HYDROGEL_PACK,20,2,9978,-0.006829437927378432
2,VEV_6500,HYDROGEL_PACK,20,3,9977,-0.004975261637607115
2,VEV_6500,HYDROGEL_PACK,20,5,9975,-0.00731379186873444
2,HYDROGEL_PACK,VEV_5200,5,0,9995,0.00966067336569735
2,HYDROGEL_PACK,VEV_5200,5,1,9994,0.0017128324850954313
2,HYDROGEL_PACK,VEV_5200,5,2,9993,0.0010412690680341977
2,HYDROGEL_PACK,VEV_5200,5,3,9992,-0.004659915368715545
2,HYDROGEL_PACK,VEV_5200,5,5,9990,-0.001740709755571646
2,VELVETFRUIT_EXTRACT,VEV_5200,5,0,9995,0.019516219064823346
2,VELVETFRUIT_EXTRACT,VEV_5200,5,1,9994,0.005417776938154776
2,VELVETFRUIT_EXTRACT,VEV_5200,5,2,9993,0.0012497318107846868
