name,role,symbol,k,spread_regime,burst,tape_day,n,mean,median,t_stat,frac_pos
Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,wide,0,1,93.0,1.435483870967742,1.0,3.6476004753730398,0.5913978494623656
Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,wide,0,2,117.0,0.44017094017094016,0.5,1.2904496428166923,0.5042735042735043
Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,wide,0,3,106.0,-0.12735849056603774,0.0,-0.32756236034604824,0.4528301886792453
Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,wide,1,3,4.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,1,4.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,2,1.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,3,6.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,1,93.0,2.3333333333333335,2.0,2.345541487208539,0.5698924731182796
Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,2,116.0,0.9956896551724138,1.0,1.3448121077465016,0.5344827586206896
Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,3,104.0,-0.08653846153846154,-0.5,-0.09322881453765577,0.4519230769230769
Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,wide,1,3,4.0,,,,
Mark 14,seller_any,VEV_4000,5,tight,0,1,9.0,,,,
Mark 14,seller_any,VEV_4000,5,tight,0,2,6.0,,,,
Mark 14,seller_any,VEV_4000,5,tight,0,3,13.0,,,,
Mark 14,seller_any,VEV_4000,5,wide,0,1,63.0,-0.23809523809523808,0.0,-0.8950047998369989,0.3968253968253968
Mark 14,seller_any,VEV_4000,5,wide,0,2,58.0,0.33620689655172414,0.75,1.2925010606762535,0.5344827586206896
Mark 14,seller_any,VEV_4000,5,wide,0,3,58.0,0.5344827586206896,0.5,1.811093559217613,0.5
Mark 14,seller_any,VEV_4000,20,tight,0,1,9.0,,,,
Mark 14,seller_any,VEV_4000,20,tight,0,2,6.0,,,,
Mark 14,seller_any,VEV_4000,20,tight,0,3,13.0,,,,
Mark 14,seller_any,VEV_4000,20,wide,0,1,62.0,-0.11290322580645161,0.0,-0.2134426716612036,0.43548387096774194
Mark 14,seller_any,VEV_4000,20,wide,0,2,57.0,0.7894736842105263,1.0,1.6634609190042828,0.631578947368421
Mark 14,seller_any,VEV_4000,20,wide,0,3,58.0,0.45689655172413796,0.0,0.8875278611829948,0.43103448275862066
Mark 14,seller_any,VEV_4000,100,tight,0,1,9.0,,,,
Mark 14,seller_any,VEV_4000,100,tight,0,2,6.0,,,,
Mark 14,seller_any,VEV_4000,100,tight,0,3,13.0,,,,
Mark 14,seller_any,VEV_4000,100,wide,0,1,62.0,-0.5080645161290323,-0.25,-0.47054099157018114,0.4032258064516129
Mark 14,seller_any,VEV_4000,100,wide,0,2,57.0,2.263157894736842,3.0,2.1746696840158677,0.7017543859649122
Mark 14,seller_any,VEV_4000,100,wide,0,3,56.0,-1.8303571428571428,-2.0,-1.4850854955906743,0.4107142857142857
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,5,tight,0,1,4.0,,,,
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,5,tight,0,2,1.0,,,,
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,5,tight,0,3,1.0,,,,
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,20,tight,0,1,4.0,,,,
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,20,tight,0,2,1.0,,,,
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,20,tight,0,3,1.0,,,,
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,100,tight,0,1,4.0,,,,
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,100,tight,0,2,1.0,,,,
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,100,tight,0,3,1.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,5,tight,0,1,3.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,5,tight,0,2,4.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,5,tight,0,3,4.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,20,tight,0,1,3.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,20,tight,0,2,4.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,20,tight,0,3,4.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,100,tight,0,1,3.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,100,tight,0,2,4.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,100,tight,0,3,4.0,,,,
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,1,10.0,,,,
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,2,9.0,,,,
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,3,6.0,,,,
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,1,10.0,,,,
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,2,9.0,,,,
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,3,6.0,,,,
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,1,10.0,,,,
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,2,9.0,,,,
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,3,6.0,,,,
Mark 22,buyer_any,VEV_4000,5,tight,1,3,1.0,,,,
Mark 22,buyer_any,VEV_4000,20,tight,1,3,1.0,,,,
Mark 22,buyer_any,VEV_4000,100,tight,1,3,1.0,,,,
Mark 22,buyer_any,VEV_4500,5,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_4500,20,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_4500,100,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5000,5,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5000,20,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5000,100,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5100,5,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5100,20,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5100,100,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5200,5,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5200,20,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5200,100,wide,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5300,5,tight,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5300,20,tight,1,3,1.0,,,,
Mark 22,buyer_any,VEV_5300,100,tight,1,3,1.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,5,tight,0,1,3.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,5,tight,0,2,3.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,5,tight,0,3,5.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,20,tight,0,1,3.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,20,tight,0,2,3.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,20,tight,0,3,5.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,100,tight,0,1,3.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,100,tight,0,2,2.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,100,tight,0,3,5.0,,,,
Mark 22,sell_aggr,VEV_5200,5,wide,1,1,6.0,,,,
Mark 22,sell_aggr,VEV_5200,5,wide,1,2,8.0,,,,
Mark 22,sell_aggr,VEV_5200,5,wide,1,3,30.0,-0.23333333333333334,-0.5,-1.165550772899448,0.3
Mark 22,sell_aggr,VEV_5200,20,wide,1,1,6.0,,,,
Mark 22,sell_aggr,VEV_5200,20,wide,1,2,8.0,,,,
Mark 22,sell_aggr,VEV_5200,20,wide,1,3,30.0,-0.05,-0.5,-0.08483994245162381,0.43333333333333335
Mark 22,sell_aggr,VEV_5200,100,wide,1,1,6.0,,,,
Mark 22,sell_aggr,VEV_5200,100,wide,1,2,8.0,,,,
Mark 22,sell_aggr,VEV_5200,100,wide,1,3,30.0,0.9833333333333333,0.75,0.9311516708871589,0.6
Mark 22,sell_aggr,VEV_5300,5,tight,1,2,4.0,,,,
Mark 22,sell_aggr,VEV_5300,5,tight,1,3,32.0,-0.0625,0.0,-0.6429100507328637,0.3125
Mark 22,sell_aggr,VEV_5300,5,wide,0,2,1.0,,,,
Mark 22,sell_aggr,VEV_5300,5,wide,1,1,38.0,-0.2631578947368421,0.0,-2.110086943076174,0.15789473684210525
Mark 22,sell_aggr,VEV_5300,5,wide,1,2,39.0,-0.34615384615384615,0.0,-2.390420237299519,0.15384615384615385
Mark 22,sell_aggr,VEV_5300,5,wide,1,3,46.0,-0.15217391304347827,0.0,-1.2549900398011133,0.30434782608695654
Mark 22,sell_aggr,VEV_5300,20,tight,1,2,4.0,,,,
Mark 22,sell_aggr,VEV_5300,20,tight,1,3,32.0,0.09375,-0.25,0.3820953549607409,0.4375
Mark 22,sell_aggr,VEV_5300,20,wide,0,2,1.0,,,,
Mark 22,sell_aggr,VEV_5300,20,wide,1,1,38.0,-0.5526315789473685,-1.0,-2.0232591335082706,0.34210526315789475
Mark 22,sell_aggr,VEV_5300,20,wide,1,2,39.0,-0.11538461538461539,0.0,-0.4269692867818606,0.3333333333333333
Mark 22,sell_aggr,VEV_5300,20,wide,1,3,46.0,-0.043478260869565216,-0.5,-0.16404222625840587,0.391304347826087
Mark 22,sell_aggr,VEV_5300,100,tight,1,2,4.0,,,,
Mark 22,sell_aggr,VEV_5300,100,tight,1,3,32.0,0.984375,1.25,2.072728751287366,0.65625
Mark 22,sell_aggr,VEV_5300,100,wide,0,2,1.0,,,,
Mark 22,sell_aggr,VEV_5300,100,wide,1,1,38.0,-0.3157894736842105,-0.5,-0.559930727570414,0.39473684210526316
Mark 22,sell_aggr,VEV_5300,100,wide,1,2,38.0,-0.05263157894736842,0.0,-0.0950170709008733,0.4473684210526316
Mark 22,sell_aggr,VEV_5300,100,wide,1,3,46.0,-0.010869565217391304,0.25,-0.022720884028832048,0.5
Mark 22,sell_aggr,VEV_5400,5,wide,0,1,5.0,,,,
Mark 22,sell_aggr,VEV_5400,5,wide,1,1,76.0,-0.013157894736842105,0.0,-0.2931051908802746,0.19736842105263158
Mark 22,sell_aggr,VEV_5400,5,wide,1,2,80.0,-0.04375,0.0,-0.8175885546682833,0.1875
Mark 22,sell_aggr,VEV_5400,5,wide,1,3,114.0,-0.03508771929824561,0.0,-1.181583258234051,0.12280701754385964
Mark 22,sell_aggr,VEV_5400,20,wide,0,1,5.0,,,,
Mark 22,sell_aggr,VEV_5400,20,wide,1,1,76.0,0.0,0.0,0.0,0.3815789473684211
Mark 22,sell_aggr,VEV_5400,20,wide,1,2,80.0,0.0125,0.0,0.13782217060148605,0.3125
Mark 22,sell_aggr,VEV_5400,20,wide,1,3,114.0,0.02631578947368421,0.0,0.38911036746733846,0.24561403508771928
Mark 22,sell_aggr,VEV_5400,100,wide,0,1,4.0,,,,
Mark 22,sell_aggr,VEV_5400,100,wide,1,1,76.0,-0.19078947368421054,-0.25,-0.9288576200433576,0.4342105263157895
Mark 22,sell_aggr,VEV_5400,100,wide,1,2,79.0,-0.12025316455696203,-0.5,-0.6855347847611852,0.35443037974683544
Mark 22,sell_aggr,VEV_5400,100,wide,1,3,113.0,0.13716814159292035,0.0,1.1513819967868795,0.45132743362831856
Mark 22,sell_aggr,VEV_5500,5,wide,0,1,9.0,,,,
Mark 22,sell_aggr,VEV_5500,5,wide,0,2,7.0,,,,
Mark 22,sell_aggr,VEV_5500,5,wide,0,3,3.0,,,,
Mark 22,sell_aggr,VEV_5500,5,wide,1,1,83.0,-0.024096385542168676,0.0,-0.9421709304825101,0.060240963855421686
Mark 22,sell_aggr,VEV_5500,5,wide,1,2,87.0,-0.04597701149425287,0.0,-1.422508141194526,0.06896551724137931
Mark 22,sell_aggr,VEV_5500,5,wide,1,3,117.0,-0.008547008547008548,0.0,-0.49839141674255916,0.042735042735042736
Mark 22,sell_aggr,VEV_5500,20,wide,0,1,9.0,,,,
Mark 22,sell_aggr,VEV_5500,20,wide,0,2,7.0,,,,
Mark 22,sell_aggr,VEV_5500,20,wide,0,3,3.0,,,,
Mark 22,sell_aggr,VEV_5500,20,wide,1,1,83.0,-0.006024096385542169,0.0,-0.11044795322645468,0.18072289156626506
Mark 22,sell_aggr,VEV_5500,20,wide,1,2,87.0,0.022988505747126436,0.0,0.5230283435066707,0.16091954022988506
Mark 22,sell_aggr,VEV_5500,20,wide,1,3,117.0,0.04700854700854701,0.0,1.4386090467474695,0.10256410256410256
Mark 22,sell_aggr,VEV_5500,100,wide,0,1,9.0,,,,
Mark 22,sell_aggr,VEV_5500,100,wide,0,2,7.0,,,,
Mark 22,sell_aggr,VEV_5500,100,wide,0,3,3.0,,,,
Mark 22,sell_aggr,VEV_5500,100,wide,1,1,83.0,-0.12048192771084337,0.0,-1.2853896202793227,0.27710843373493976
Mark 22,sell_aggr,VEV_5500,100,wide,1,2,86.0,-0.005813953488372093,0.0,-0.06910146626330979,0.29069767441860467
Mark 22,sell_aggr,VEV_5500,100,wide,1,3,116.0,0.03017241379310345,0.0,0.6628029196515272,0.16379310344827586
Mark 22,sell_aggr,VEV_6000,5,wide,0,1,14.0,,,,
Mark 22,sell_aggr,VEV_6000,5,wide,0,2,8.0,,,,
Mark 22,sell_aggr,VEV_6000,5,wide,0,3,3.0,,,,
Mark 22,sell_aggr,VEV_6000,5,wide,1,1,84.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,5,wide,1,2,87.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,5,wide,1,3,121.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,20,wide,0,1,14.0,,,,
Mark 22,sell_aggr,VEV_6000,20,wide,0,2,8.0,,,,
Mark 22,sell_aggr,VEV_6000,20,wide,0,3,3.0,,,,
Mark 22,sell_aggr,VEV_6000,20,wide,1,1,84.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,20,wide,1,2,87.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,20,wide,1,3,121.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,100,wide,0,1,13.0,,,,
Mark 22,sell_aggr,VEV_6000,100,wide,0,2,8.0,,,,
Mark 22,sell_aggr,VEV_6000,100,wide,0,3,3.0,,,,
Mark 22,sell_aggr,VEV_6000,100,wide,1,1,84.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,100,wide,1,2,86.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,100,wide,1,3,120.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,5,wide,0,1,14.0,,,,
Mark 22,sell_aggr,VEV_6500,5,wide,0,2,8.0,,,,
Mark 22,sell_aggr,VEV_6500,5,wide,0,3,3.0,,,,
Mark 22,sell_aggr,VEV_6500,5,wide,1,1,84.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,5,wide,1,2,87.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,5,wide,1,3,121.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,20,wide,0,1,14.0,,,,
Mark 22,sell_aggr,VEV_6500,20,wide,0,2,8.0,,,,
Mark 22,sell_aggr,VEV_6500,20,wide,0,3,3.0,,,,
Mark 22,sell_aggr,VEV_6500,20,wide,1,1,84.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,20,wide,1,2,87.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,20,wide,1,3,121.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,100,wide,0,1,13.0,,,,
Mark 22,sell_aggr,VEV_6500,100,wide,0,2,8.0,,,,
Mark 22,sell_aggr,VEV_6500,100,wide,0,3,3.0,,,,
Mark 22,sell_aggr,VEV_6500,100,wide,1,1,84.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,100,wide,1,2,86.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,100,wide,1,3,120.0,0.0,0.0,,0.0
Mark 22,seller_any,HYDROGEL_PACK,5,tight,0,1,2.0,,,,
Mark 22,seller_any,HYDROGEL_PACK,5,tight,0,2,4.0,,,,
Mark 22,seller_any,HYDROGEL_PACK,5,tight,0,3,2.0,,,,
Mark 22,seller_any,HYDROGEL_PACK,20,tight,0,1,2.0,,,,
Mark 22,seller_any,HYDROGEL_PACK,20,tight,0,2,4.0,,,,
Mark 22,seller_any,HYDROGEL_PACK,20,tight,0,3,2.0,,,,
Mark 22,seller_any,HYDROGEL_PACK,100,tight,0,1,2.0,,,,
Mark 22,seller_any,HYDROGEL_PACK,100,tight,0,2,3.0,,,,
Mark 22,seller_any,HYDROGEL_PACK,100,tight,0,3,2.0,,,,
Mark 22,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,1,39.0,2.076923076923077,2.0,6.257377271510901,0.8717948717948718
Mark 22,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,2,36.0,1.5972222222222223,1.75,4.388436305307579,0.8333333333333334
Mark 22,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,3,24.0,0.6666666666666666,1.0,1.0528217963833,0.625
Mark 22,seller_any,VELVETFRUIT_EXTRACT,5,tight,1,1,1.0,,,,
Mark 22,seller_any,VELVETFRUIT_EXTRACT,5,tight,1,2,1.0,,,,
Mark 22,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,1,39.0,2.0,2.0,2.819877703300165,0.6410256410256411
Mark 22,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,2,36.0,1.4027777777777777,1.5,2.1499374736689174,0.6388888888888888
Mark 22,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,3,24.0,0.7083333333333334,1.5,0.6206622873003057,0.5833333333333334
Mark 22,seller_any,VELVETFRUIT_EXTRACT,20,tight,1,1,1.0,,,,
Mark 22,seller_any,VELVETFRUIT_EXTRACT,20,tight,1,2,1.0,,,,
Mark 22,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,1,39.0,3.551282051282051,4.5,2.181091686339667,0.5897435897435898
Mark 22,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,2,35.0,-0.8285714285714286,-1.5,-0.6776710728675185,0.4
Mark 22,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,3,24.0,-3.8125,-4.25,-1.9507528215716066,0.375
Mark 22,seller_any,VELVETFRUIT_EXTRACT,100,tight,1,1,1.0,,,,
Mark 22,seller_any,VELVETFRUIT_EXTRACT,100,tight,1,2,1.0,,,,
Mark 22,seller_any,VEV_4000,5,tight,1,1,1.0,,,,
Mark 22,seller_any,VEV_4000,5,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_4000,20,tight,1,1,1.0,,,,
Mark 22,seller_any,VEV_4000,20,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_4000,100,tight,1,1,1.0,,,,
Mark 22,seller_any,VEV_4000,100,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_4500,5,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_4500,5,wide,1,1,1.0,,,,
Mark 22,seller_any,VEV_4500,20,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_4500,20,wide,1,1,1.0,,,,
Mark 22,seller_any,VEV_4500,100,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_4500,100,wide,1,1,1.0,,,,
Mark 22,seller_any,VEV_5000,5,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_5000,5,wide,1,1,1.0,,,,
Mark 22,seller_any,VEV_5000,20,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_5000,20,wide,1,1,1.0,,,,
Mark 22,seller_any,VEV_5000,100,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_5000,100,wide,1,1,1.0,,,,
Mark 22,seller_any,VEV_5100,5,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_5100,5,wide,1,1,1.0,,,,
Mark 22,seller_any,VEV_5100,20,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_5100,20,wide,1,1,1.0,,,,
Mark 22,seller_any,VEV_5100,100,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_5100,100,wide,1,1,1.0,,,,
Mark 22,seller_any,VEV_5200,5,tight,1,1,1.0,,,,
Mark 22,seller_any,VEV_5200,5,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_5200,5,wide,1,1,6.0,,,,
Mark 22,seller_any,VEV_5200,5,wide,1,2,8.0,,,,
Mark 22,seller_any,VEV_5200,5,wide,1,3,30.0,-0.23333333333333334,-0.5,-1.165550772899448,0.3
Mark 22,seller_any,VEV_5200,20,tight,1,1,1.0,,,,
Mark 22,seller_any,VEV_5200,20,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_5200,20,wide,1,1,6.0,,,,
Mark 22,seller_any,VEV_5200,20,wide,1,2,8.0,,,,
Mark 22,seller_any,VEV_5200,20,wide,1,3,30.0,-0.05,-0.5,-0.08483994245162381,0.43333333333333335
Mark 22,seller_any,VEV_5200,100,tight,1,1,1.0,,,,
Mark 22,seller_any,VEV_5200,100,tight,1,3,1.0,,,,
Mark 22,seller_any,VEV_5200,100,wide,1,1,6.0,,,,
Mark 22,seller_any,VEV_5200,100,wide,1,2,8.0,,,,
Mark 22,seller_any,VEV_5200,100,wide,1,3,30.0,0.9833333333333333,0.75,0.9311516708871589,0.6
Mark 22,seller_any,VEV_5300,5,tight,1,1,1.0,,,,
Mark 22,seller_any,VEV_5300,5,tight,1,2,4.0,,,,
Mark 22,seller_any,VEV_5300,5,tight,1,3,32.0,-0.0625,0.0,-0.6429100507328637,0.3125
Mark 22,seller_any,VEV_5300,5,wide,0,2,1.0,,,,
Mark 22,seller_any,VEV_5300,5,wide,1,1,38.0,-0.2631578947368421,0.0,-2.110086943076174,0.15789473684210525
Mark 22,seller_any,VEV_5300,5,wide,1,2,40.0,-0.3125,0.0,-2.153703689310833,0.175
Mark 22,seller_any,VEV_5300,5,wide,1,3,47.0,-0.1595744680851064,0.0,-1.3423413212894946,0.2978723404255319
Mark 22,seller_any,VEV_5300,20,tight,1,1,1.0,,,,
Mark 22,seller_any,VEV_5300,20,tight,1,2,4.0,,,,
Mark 22,seller_any,VEV_5300,20,tight,1,3,32.0,0.09375,-0.25,0.3820953549607409,0.4375
Mark 22,seller_any,VEV_5300,20,wide,0,2,1.0,,,,
Mark 22,seller_any,VEV_5300,20,wide,1,1,38.0,-0.5526315789473685,-1.0,-2.0232591335082706,0.34210526315789475
Mark 22,seller_any,VEV_5300,20,wide,1,2,40.0,-0.1125,0.0,-0.4270841034934239,0.325
Mark 22,seller_any,VEV_5300,20,wide,1,3,47.0,-0.031914893617021274,-0.5,-0.12293861016441855,0.40425531914893614
Mark 22,seller_any,VEV_5300,100,tight,1,1,1.0,,,,
Mark 22,seller_any,VEV_5300,100,tight,1,2,4.0,,,,
Mark 22,seller_any,VEV_5300,100,tight,1,3,32.0,0.984375,1.25,2.072728751287366,0.65625
Mark 22,seller_any,VEV_5300,100,wide,0,2,1.0,,,,
Mark 22,seller_any,VEV_5300,100,wide,1,1,38.0,-0.3157894736842105,-0.5,-0.559930727570414,0.39473684210526316
Mark 22,seller_any,VEV_5300,100,wide,1,2,39.0,-0.10256410256410256,0.0,-0.189291042579196,0.4358974358974359
Mark 22,seller_any,VEV_5300,100,wide,1,3,47.0,0.02127659574468085,0.5,0.04534571111589628,0.5106382978723404
Mark 22,seller_any,VEV_5400,5,wide,0,1,5.0,,,,
Mark 22,seller_any,VEV_5400,5,wide,1,1,76.0,-0.013157894736842105,0.0,-0.2931051908802746,0.19736842105263158
Mark 22,seller_any,VEV_5400,5,wide,1,2,80.0,-0.04375,0.0,-0.8175885546682833,0.1875
Mark 22,seller_any,VEV_5400,5,wide,1,3,115.0,-0.034782608695652174,0.0,-1.181565250366039,0.12173913043478261
Mark 22,seller_any,VEV_5400,20,wide,0,1,5.0,,,,
Mark 22,seller_any,VEV_5400,20,wide,1,1,76.0,0.0,0.0,0.0,0.3815789473684211
Mark 22,seller_any,VEV_5400,20,wide,1,2,80.0,0.0125,0.0,0.13782217060148605,0.3125
Mark 22,seller_any,VEV_5400,20,wide,1,3,115.0,0.030434782608695653,0.0,0.4531250990209963,0.25217391304347825
Mark 22,seller_any,VEV_5400,100,wide,0,1,4.0,,,,
Mark 22,seller_any,VEV_5400,100,wide,1,1,76.0,-0.19078947368421054,-0.25,-0.9288576200433576,0.4342105263157895
Mark 22,seller_any,VEV_5400,100,wide,1,2,79.0,-0.12025316455696203,-0.5,-0.6855347847611852,0.35443037974683544
Mark 22,seller_any,VEV_5400,100,wide,1,3,114.0,0.14035087719298245,0.0,1.188138395954217,0.45614035087719296
Mark 22,seller_any,VEV_5500,5,wide,0,1,9.0,,,,
Mark 22,seller_any,VEV_5500,5,wide,0,2,7.0,,,,
Mark 22,seller_any,VEV_5500,5,wide,0,3,3.0,,,,
Mark 22,seller_any,VEV_5500,5,wide,1,1,83.0,-0.024096385542168676,0.0,-0.9421709304825101,0.060240963855421686
Mark 22,seller_any,VEV_5500,5,wide,1,2,87.0,-0.04597701149425287,0.0,-1.422508141194526,0.06896551724137931
Mark 22,seller_any,VEV_5500,5,wide,1,3,117.0,-0.008547008547008548,0.0,-0.49839141674255916,0.042735042735042736
Mark 22,seller_any,VEV_5500,20,wide,0,1,9.0,,,,
Mark 22,seller_any,VEV_5500,20,wide,0,2,7.0,,,,
Mark 22,seller_any,VEV_5500,20,wide,0,3,3.0,,,,
Mark 22,seller_any,VEV_5500,20,wide,1,1,83.0,-0.006024096385542169,0.0,-0.11044795322645468,0.18072289156626506
Mark 22,seller_any,VEV_5500,20,wide,1,2,87.0,0.022988505747126436,0.0,0.5230283435066707,0.16091954022988506
Mark 22,seller_any,VEV_5500,20,wide,1,3,117.0,0.04700854700854701,0.0,1.4386090467474695,0.10256410256410256
Mark 22,seller_any,VEV_5500,100,wide,0,1,9.0,,,,
Mark 22,seller_any,VEV_5500,100,wide,0,2,7.0,,,,
Mark 22,seller_any,VEV_5500,100,wide,0,3,3.0,,,,
Mark 22,seller_any,VEV_5500,100,wide,1,1,83.0,-0.12048192771084337,0.0,-1.2853896202793227,0.27710843373493976
Mark 22,seller_any,VEV_5500,100,wide,1,2,86.0,-0.005813953488372093,0.0,-0.06910146626330979,0.29069767441860467
Mark 22,seller_any,VEV_5500,100,wide,1,3,116.0,0.03017241379310345,0.0,0.6628029196515272,0.16379310344827586
Mark 22,seller_any,VEV_6000,5,wide,0,1,14.0,,,,
Mark 22,seller_any,VEV_6000,5,wide,0,2,8.0,,,,
Mark 22,seller_any,VEV_6000,5,wide,0,3,3.0,,,,
Mark 22,seller_any,VEV_6000,5,wide,1,1,84.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6000,5,wide,1,2,87.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6000,5,wide,1,3,121.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6000,20,wide,0,1,14.0,,,,
Mark 22,seller_any,VEV_6000,20,wide,0,2,8.0,,,,
Mark 22,seller_any,VEV_6000,20,wide,0,3,3.0,,,,
Mark 22,seller_any,VEV_6000,20,wide,1,1,84.0,0.0,0.0,,0.0
