tape_day,kind,k,fwd_extract
3,burst,100,-4.5
3,burst,5,-1.5
3,burst,20,-3.5
3,burst,100,4.5
3,burst,5,-4.0
3,burst,20,-4.0
3,burst,100,4.0
3,burst,5,0.0
3,burst,20,3.0
3,burst,100,19.0
3,burst,5,1.0
3,burst,20,8.0
3,burst,100,13.0
3,burst,5,-0.5
3,burst,20,-1.0
3,burst,100,-4.0
3,burst,5,1.5
3,burst,20,11.5
3,burst,100,7.0
3,burst,5,-2.0
3,burst,20,8.0
3,burst,100,4.0
3,burst,5,-2.5
3,burst,20,1.5
3,burst,100,-12.5
3,burst,5,4.0
3,burst,20,4.5
3,burst,100,7.5
3,burst,5,0.0
3,burst,20,-1.0
3,burst,100,9.5
3,burst,5,0.5
3,burst,20,0.0
3,burst,100,12.0
3,burst,5,-2.0
3,burst,20,0.0
3,burst,100,12.5
3,burst,5,4.0
3,burst,20,11.0
3,burst,100,7.5
3,burst,5,0.0
3,burst,20,-3.0
3,burst,100,-16.0
3,burst,5,-4.5
3,burst,20,-9.5
3,burst,100,-15.0
3,burst,5,2.0
3,burst,20,4.0
3,burst,100,-9.0
3,burst,5,2.0
3,burst,20,4.0
3,burst,100,-7.0
3,burst,5,-1.5
3,burst,20,1.5
3,burst,100,-2.5
3,burst,5,2.5
3,burst,20,0.5
3,burst,100,19.5
3,burst,5,2.0
3,burst,20,5.5
3,burst,100,6.5
3,burst,5,4.0
3,burst,20,5.5
3,burst,100,4.5
3,burst,5,6.5
3,burst,20,-2.0
3,burst,100,1.0
3,burst,5,1.5
3,burst,20,1.0
3,burst,100,3.5
3,burst,5,0.0
3,burst,20,2.0
3,burst,100,-2.0
3,burst,5,1.0
3,burst,20,0.0
3,burst,100,-9.0
3,burst,5,1.5
3,burst,20,2.0
3,burst,100,-11.5
3,burst,5,-4.0
3,burst,20,-4.0
3,burst,100,0.5
3,burst,5,-1.0
3,burst,20,2.5
3,burst,100,1.0
3,burst,5,-3.5
3,burst,20,-6.0
3,burst,100,4.0
3,burst,5,3.0
3,burst,20,6.0
3,burst,100,9.0
3,burst,5,-1.0
3,burst,20,3.0
3,burst,100,7.0
3,burst,5,3.0
3,burst,20,-3.0
3,burst,100,1.5
3,burst,5,-1.0
3,burst,20,-4.0
3,burst,100,-5.0
3,burst,5,-1.5
3,burst,20,-9.5
3,burst,100,-6.0
3,burst,5,2.0
3,burst,20,9.0
3,burst,100,18.5
3,burst,5,-1.0
3,burst,20,0.0
3,burst,100,14.0
3,burst,5,1.0
3,burst,20,5.0
3,burst,100,6.0
3,burst,5,2.0
3,burst,20,2.0
3,burst,100,12.5
3,burst,5,2.0
3,burst,20,0.0
3,burst,100,15.5
3,burst,5,-0.5
3,burst,20,2.0
3,burst,100,4.0
3,burst,5,-3.5
3,burst,20,-7.0
3,burst,100,-11.0
3,burst,5,0.0
3,burst,20,0.0
3,burst,100,-7.0
3,burst,5,2.0
3,burst,20,0.0
3,burst,100,
3,control,5,1.0
3,control,20,2.0
3,control,100,0.0
3,control,5,3.0
3,control,20,5.5
3,control,100,-6.0
3,control,5,-2.5
3,control,20,3.0
3,control,100,10.0
3,control,5,0.0
3,control,20,-0.5
3,control,100,-12.5
3,control,5,2.0
3,control,20,3.5
3,control,100,16.5
3,control,5,1.5
3,control,20,-1.0
3,control,100,17.0
3,control,5,-0.5
3,control,20,3.0
3,control,100,12.0
3,control,5,0.0
3,control,20,5.0
3,control,100,4.5
3,control,5,-1.5
3,control,20,-2.5
3,control,100,-6.0
3,control,5,0.0
3,control,20,-0.5
3,control,100,-3.5
3,control,5,3.5
3,control,20,7.5
3,control,100,12.5
3,control,5,-2.5
3,control,20,-5.5
3,control,100,1.0
3,control,5,0.0
3,control,20,-6.0
3,control,100,-5.0
3,control,5,0.5
3,control,20,3.5
3,control,100,-8.0
3,control,5,-3.0
3,control,20,-5.0
3,control,100,-7.5
3,control,5,1.0
3,control,20,4.5
3,control,100,5.0
3,control,5,1.0
3,control,20,4.0
3,control,100,-2.0
3,control,5,2.0
3,control,20,1.0
3,control,100,-6.0
3,control,5,0.5
3,control,20,-6.5
3,control,100,-2.5
3,control,5,0.5
3,control,20,2.5
3,control,100,2.5
3,control,5,0.5
3,control,20,-3.5
3,control,100,-8.0
3,control,5,1.0
3,control,20,1.0
3,control,100,2.0
3,control,5,0.0
3,control,20,8.0
3,control,100,17.0
3,control,5,1.0
3,control,20,4.0
3,control,100,-5.0
3,control,5,-3.0
3,control,20,-5.0
3,control,100,4.0
3,control,5,1.0
3,control,20,3.0
3,control,100,8.0
3,control,5,-2.5
3,control,20,-2.5
3,control,100,7.0
3,control,5,-1.0
3,control,20,-3.0
3,control,100,-5.0
3,control,5,1.0
3,control,20,-6.0
3,control,100,-12.0
3,control,5,-1.5
3,control,20,0.5
3,control,100,2.5
3,control,5,1.5
3,control,20,-3.0
3,control,100,4.0
3,control,5,0.0
3,control,20,1.0
3,control,100,-3.0
3,control,5,0.0
3,control,20,-2.0
3,control,100,5.0
3,control,5,-2.0
3,control,20,-3.0
3,control,100,-14.0
3,control,5,1.5
3,control,20,-1.5
3,control,100,-2.0
3,control,5,-3.0
3,control,20,-13.0
3,control,100,-9.0
3,control,5,-2.0
3,control,20,-1.0
3,control,100,3.0
3,control,5,3.0
3,control,20,4.5
3,control,100,-3.0
3,control,5,-1.0
3,control,20,1.5
3,control,100,-4.0
3,control,5,-1.0
3,control,20,-4.5
3,control,100,9.0
3,control,5,-4.0
3,control,20,-1.0
3,control,100,10.0
3,control,5,-2.0
3,control,20,-3.0
3,control,100,5.5
3,control,5,-1.0
3,control,20,-2.0
3,control,100,-12.5
3,control,5,-1.0
3,control,20,-5.0
3,control,100,-6.0
3,control,5,3.0
3,control,20,4.0
3,control,100,-2.0
3,control,5,-1.5
3,control,20,-5.5
3,control,100,-5.0
3,control,5,1.0
3,control,20,8.0
3,control,100,12.0
3,control,5,-4.0
3,control,20,-4.0
3,control,100,-9.5
3,control,5,1.0
3,control,20,3.5
3,control,100,10.0
3,control,5,3.0
3,control,20,-1.0
3,control,100,-3.0
3,control,5,0.0
3,control,20,0.5
3,control,100,-3.5
3,control,5,-2.0
3,control,20,8.0
3,control,100,4.0
3,control,5,-1.0
3,control,20,1.5
3,control,100,-5.0
3,control,5,1.0
3,control,20,-2.0
3,control,100,5.0
3,control,5,0.0
3,control,20,-2.0
3,control,100,7.0
3,control,5,-1.0
3,control,20,4.0
3,control,100,7.0
3,control,5,-1.0
3,control,20,2.5
3,control,100,8.0
3,control,5,-3.0
3,control,20,-5.0
3,control,100,-3.0
3,control,5,0.0
3,control,20,4.0
3,control,100,-4.0
3,control,5,0.0
3,control,20,-0.5
3,control,100,6.0
3,control,5,-0.5
3,control,20,-6.5
3,control,100,-7.5
3,control,5,1.0
3,control,20,2.0
3,control,100,16.5
3,control,5,0.5
3,control,20,-0.5
3,control,100,-18.5
3,control,5,0.5
3,control,20,-3.5
3,control,100,1.5
3,control,5,0.0
3,control,20,-1.0
3,control,100,
3,control,5,-4.0
3,control,20,0.5
3,control,100,-10.0
3,control,5,2.0
3,control,20,3.0
3,control,100,13.0
3,control,5,-1.0
3,control,20,1.0
3,control,100,-10.0
3,control,5,-1.0
3,control,20,6.0
3,control,100,13.0
3,control,5,-1.0
3,control,20,0.0
3,control,100,-13.0
3,control,5,0.0
3,control,20,0.0
3,control,100,3.0
3,control,5,2.0
3,control,20,1.5
3,control,100,-6.0
3,control,5,-0.5
3,control,20,-7.0
3,control,100,-20.5
3,control,5,-2.5
3,control,20,-12.0
3,control,100,-5.0
3,control,5,-1.5
3,control,20,2.0
3,control,100,1.0
3,control,5,3.0
3,control,20,-7.5
3,control,100,4.5
3,control,5,-3.5
3,control,20,-4.0
3,control,100,2.5
3,control,5,5.0
3,control,20,4.5
3,control,100,9.5
3,control,5,1.0
3,control,20,3.5
3,control,100,3.0
3,control,5,-3.5
3,control,20,-4.0
3,control,100,-5.0
3,control,5,3.0
3,control,20,0.0
3,control,100,7.0
3,control,5,1.0
3,control,20,0.5
3,control,100,-11.0
3,control,5,0.5
3,control,20,3.0
3,control,100,9.0
3,control,5,-2.0
3,control,20,0.0
3,control,100,0.0
3,control,5,0.0
3,control,20,2.0
3,control,100,1.5
3,control,5,1.5
3,control,20,1.0
3,control,100,9.5
3,control,5,3.5
3,control,20,4.0
3,control,100,-2.0
3,control,5,-2.0
3,control,20,-12.0
3,control,100,-9.0
3,control,5,2.0
3,control,20,2.0
3,control,100,-9.0
3,control,5,2.5
3,control,20,1.5
3,control,100,-5.5
3,control,5,-1.0
3,control,20,6.0
3,control,100,8.5
3,control,5,1.0
3,control,20,-0.5
3,control,100,7.0
3,control,5,-0.5
3,control,20,-2.5
3,control,100,-4.5
3,control,5,-1.5
3,control,20,-4.0
3,control,100,-14.0
3,control,5,-3.0
3,control,20,-7.0
3,control,100,-2.0
3,control,5,-1.0
3,control,20,-1.5
3,control,100,0.0
3,control,5,2.0
3,control,20,4.0
3,control,100,11.0
3,control,5,2.5
3,control,20,4.0
3,control,100,1.5
3,control,5,-0.5
3,control,20,2.5
3,control,100,-8.0
3,control,5,0.5
3,control,20,1.0
3,control,100,-15.0
3,control,5,2.0
3,control,20,1.0
3,control,100,7.5
3,control,5,0.0
3,control,20,0.0
3,control,100,8.0
3,control,5,2.0
3,control,20,1.0
3,control,100,3.0
3,control,5,2.0
3,control,20,7.5
3,control,100,3.0
3,control,5,-0.5
3,control,20,8.0
3,control,100,3.0
3,control,5,-3.5
3,control,20,-4.0
3,control,100,3.0
3,control,5,-4.5
3,control,20,-9.5
3,control,100,-11.0
3,control,5,0.0
3,control,20,-2.0
3,control,100,12.0
3,control,5,-5.5
3,control,20,-3.5
3,control,100,-1.0
3,control,5,0.5
3,control,20,-3.0
3,control,100,-1.0
3,control,5,1.0
3,control,20,-0.5
3,control,100,-8.0
3,control,5,5.0
3,control,20,6.0
3,control,100,11.0
3,control,5,-3.0
3,control,20,-6.0
3,control,100,-0.5
3,control,5,-1.5
3,control,20,5.5
3,control,100,14.5
3,control,5,1.0
3,control,20,1.0
3,control,100,2.0
3,control,5,-2.0
3,control,20,-6.0
3,control,100,-15.0
3,control,5,1.5
3,control,20,-5.5
3,control,100,-7.5
3,control,5,-2.5
3,control,20,-5.5
3,control,100,-4.5
3,control,5,-1.5
3,control,20,0.0
3,control,100,-6.5
3,control,5,-1.5
3,control,20,-1.5
3,control,100,5.5
3,control,5,1.0
3,control,20,2.0
3,control,100,-4.5
3,control,5,-3.0
3,control,20,-1.5
3,control,100,-10.0
