buyer,seller,symbol,spread_regime,k,tape_day,fwd_same,baseline_mean,cell_n,residual
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,-3.0,0.553125,320,-3.553125
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,5.0,1.025236593059937,317,3.9747634069400632
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,-2.0,-0.10596026490066225,302,-1.8940397350993377
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,-4.0,-0.2947019867549669,302,-3.705298013245033
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,1.0,-1.3636363636363635,297,2.3636363636363633
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,2.0,-0.10596026490066225,302,2.1059602649006623
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,2.0,-0.2947019867549669,302,2.294701986754967
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,10.0,-1.3636363636363635,297,11.363636363636363
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,1.0,0.06418219461697723,483,0.9358178053830227
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,-8.0,0.13043478260869565,483,-8.130434782608695
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,10.0,0.7234927234927235,481,9.276507276507276
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,-3.0,-0.10390946502057613,486,-2.896090534979424
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,-14.0,-0.30864197530864196,486,-13.691358024691358
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,3.0,-0.6487603305785123,484,3.6487603305785123
Mark 38,Mark 14,VEV_4000,wide,5,1,-1.5,0.19832402234636873,179,-1.6983240223463687
Mark 38,Mark 14,VEV_4000,wide,20,1,-1.0,0.3644067796610169,177,-1.3644067796610169
Mark 38,Mark 14,VEV_4000,wide,100,1,6.0,-0.02857142857142857,175,6.0285714285714285
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,-3.0,-0.10596026490066225,302,-2.8940397350993377
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,-2.0,-0.2947019867549669,302,-1.705298013245033
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,3.5,-1.3636363636363635,297,4.863636363636363
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,1.0,0.290625,320,0.709375
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,2.5,0.553125,320,1.946875
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,8.5,1.025236593059937,317,7.474763406940063
Mark 01,Mark 22,VEV_5300,wide,5,1,-1.0,-0.16666666666666666,108,-0.8333333333333334
Mark 01,Mark 22,VEV_5300,wide,20,1,1.0,-0.18055555555555555,108,1.1805555555555556
Mark 01,Mark 22,VEV_5300,wide,100,1,4.0,-0.22429906542056074,107,4.224299065420561
Mark 01,Mark 22,VEV_5400,wide,5,1,0.0,-0.013307984790874524,263,0.013307984790874524
Mark 01,Mark 22,VEV_5400,wide,20,1,1.0,0.039923954372623575,263,0.9600760456273765
Mark 01,Mark 22,VEV_5400,wide,100,1,2.0,0.0038461538461538464,260,1.9961538461538462
Mark 01,Mark 22,VEV_5500,wide,5,1,0.0,-0.020066889632107024,299,0.020066889632107024
Mark 01,Mark 22,VEV_5500,wide,20,1,0.0,0.02508361204013378,299,-0.02508361204013378
Mark 01,Mark 22,VEV_5500,wide,100,1,1.0,-0.02356902356902357,297,1.0235690235690236
Mark 01,Mark 22,VEV_6000,wide,5,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6000,wide,20,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6000,wide,100,1,0.0,0.0,314,0.0
Mark 01,Mark 22,VEV_6500,wide,5,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6500,wide,20,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6500,wide,100,1,0.0,0.0,314,0.0
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,0.0,0.290625,320,-0.290625
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,5.0,0.553125,320,4.446875
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,11.0,1.025236593059937,317,9.974763406940063
Mark 14,Mark 38,VEV_4000,wide,5,1,0.5,-0.23529411764705882,204,0.7352941176470589
Mark 14,Mark 38,VEV_4000,wide,20,1,6.0,-0.31862745098039214,204,6.318627450980392
Mark 14,Mark 38,VEV_4000,wide,100,1,9.0,-0.3472906403940887,203,9.347290640394089
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,tight,5,1,2.0,1.8764044943820224,89,0.12359550561797761
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,tight,20,1,0.5,1.6348314606741574,89,-1.1348314606741574
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,tight,100,1,11.5,1.9204545454545454,88,9.579545454545455
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,0.0,0.290625,320,-0.290625
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,1.0,0.553125,320,0.446875
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,6.0,1.025236593059937,317,4.974763406940063
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,-1.0,0.290625,320,-1.290625
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,1.0,0.553125,320,0.446875
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,7.0,1.025236593059937,317,5.974763406940063
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,-5.0,-0.10390946502057613,486,-4.8960905349794235
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,-0.5,-0.30864197530864196,486,-0.19135802469135804
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,-7.0,-0.6487603305785123,484,-6.351239669421488
Mark 38,Mark 14,VEV_4000,wide,5,1,1.0,0.19832402234636873,179,0.8016759776536313
Mark 38,Mark 14,VEV_4000,wide,20,1,0.0,0.3644067796610169,177,-0.3644067796610169
Mark 38,Mark 14,VEV_4000,wide,100,1,14.0,-0.02857142857142857,175,14.028571428571428
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,-3.0,-0.10390946502057613,486,-2.896090534979424
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,-15.0,-0.30864197530864196,486,-14.691358024691358
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,-26.0,-0.6487603305785123,484,-25.35123966942149
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,-3.0,0.06418219461697723,483,-3.0641821946169774
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,-11.0,0.13043478260869565,483,-11.130434782608695
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,-22.0,0.7234927234927235,481,-22.723492723492722
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,4.0,0.290625,320,3.709375
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,7.0,0.553125,320,6.446875
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,18.0,1.025236593059937,317,16.974763406940063
Mark 14,Mark 22,VEV_5400,wide,5,1,0.0,-0.38461538461538464,13,0.38461538461538464
Mark 14,Mark 22,VEV_5400,wide,20,1,0.5,-0.34615384615384615,13,0.8461538461538461
Mark 14,Mark 22,VEV_5400,wide,100,1,0.5,-0.8846153846153846,13,1.3846153846153846
Mark 01,Mark 22,VEV_6000,wide,5,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6000,wide,20,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6000,wide,100,1,0.0,0.0,314,0.0
Mark 01,Mark 22,VEV_6500,wide,5,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6500,wide,20,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6500,wide,100,1,0.0,0.0,314,0.0
Mark 38,Mark 14,VEV_4000,wide,5,1,1.5,0.19832402234636873,179,1.3016759776536313
Mark 38,Mark 14,VEV_4000,wide,20,1,2.0,0.3644067796610169,177,1.6355932203389831
Mark 38,Mark 14,VEV_4000,wide,100,1,6.0,-0.02857142857142857,175,6.0285714285714285
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,2.0,0.23694779116465864,249,1.7630522088353413
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,3.0,-0.09839357429718876,249,3.0983935742971886
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,8.0,-0.6847389558232931,249,8.684738955823294
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,wide,5,1,-0.5,0.0189873417721519,237,-0.5189873417721519
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,wide,20,1,0.5,0.06751054852320675,237,0.43248945147679324
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,wide,100,1,3.0,-0.12447257383966245,237,3.1244725738396624
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,-1.0,-0.10596026490066225,302,-0.8940397350993378
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,3.0,-0.2947019867549669,302,3.294701986754967
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,-6.0,-1.3636363636363635,297,-4.636363636363637
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,6.0,0.06418219461697723,483,5.935817805383023
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,4.0,0.13043478260869565,483,3.869565217391304
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,8.0,0.7234927234927235,481,7.276507276507276
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,2.0,0.06418219461697723,483,1.9358178053830228
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,-2.0,0.13043478260869565,483,-2.130434782608696
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,-2.0,0.7234927234927235,481,-2.7234927234927238
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,wide,5,1,-3.0,0.0189873417721519,237,-3.018987341772152
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,wide,20,1,-4.0,0.06751054852320675,237,-4.067510548523207
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,wide,100,1,-9.0,-0.12447257383966245,237,-8.875527426160337
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,-2.0,0.23694779116465864,249,-2.2369477911646585
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,-3.5,-0.09839357429718876,249,-3.4016064257028114
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,-5.0,-0.6847389558232931,249,-4.315261044176707
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,2.0,-0.10596026490066225,302,2.1059602649006623
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,1.5,-0.2947019867549669,302,1.794701986754967
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,1.0,-1.3636363636363635,297,2.3636363636363633
Mark 38,Mark 14,VEV_4000,wide,5,1,-2.0,0.19832402234636873,179,-2.1983240223463687
Mark 38,Mark 14,VEV_4000,wide,20,1,1.0,0.3644067796610169,177,0.6355932203389831
Mark 38,Mark 14,VEV_4000,wide,100,1,0.0,-0.02857142857142857,175,0.02857142857142857
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,-3.5,0.290625,320,-3.790625
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,-3.0,0.553125,320,-3.553125
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,-0.5,1.025236593059937,317,-1.525236593059937
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,-2.0,-0.10390946502057613,486,-1.896090534979424
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,1.0,-0.30864197530864196,486,1.308641975308642
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,-22.0,-0.6487603305785123,484,-21.35123966942149
Mark 38,Mark 14,VEV_4000,wide,5,1,0.0,0.19832402234636873,179,-0.19832402234636873
Mark 38,Mark 14,VEV_4000,wide,20,1,-3.0,0.3644067796610169,177,-3.364406779661017
Mark 38,Mark 14,VEV_4000,wide,100,1,1.0,-0.02857142857142857,175,1.0285714285714285
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,-4.0,-0.10390946502057613,486,-3.896090534979424
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,-5.0,-0.30864197530864196,486,-4.691358024691358
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,-22.0,-0.6487603305785123,484,-21.35123966942149
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,-2.0,-0.10390946502057613,486,-1.896090534979424
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,1.0,-0.30864197530864196,486,1.308641975308642
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,-19.0,-0.6487603305785123,484,-18.35123966942149
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,0.0,-0.10596026490066225,302,0.10596026490066225
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,-7.0,-0.2947019867549669,302,-6.7052980132450335
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,-5.0,-1.3636363636363635,297,-3.6363636363636367
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,4.0,-0.10390946502057613,486,4.1039094650205765
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,-8.0,-0.30864197530864196,486,-7.691358024691358
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,6.0,-0.6487603305785123,484,6.648760330578512
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,3.0,-0.10596026490066225,302,3.1059602649006623
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,4.5,-0.2947019867549669,302,4.7947019867549665
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,-0.5,-1.3636363636363635,297,0.8636363636363635
Mark 14,Mark 38,VEV_4000,wide,5,1,-1.0,-0.23529411764705882,204,-0.7647058823529411
Mark 14,Mark 38,VEV_4000,wide,20,1,4.0,-0.31862745098039214,204,4.318627450980392
Mark 14,Mark 38,VEV_4000,wide,100,1,-3.0,-0.3472906403940887,203,-2.6527093596059115
Mark 38,Mark 14,VEV_4000,wide,5,1,2.0,0.19832402234636873,179,1.8016759776536313
Mark 38,Mark 14,VEV_4000,wide,20,1,3.0,0.3644067796610169,177,2.635593220338983
Mark 38,Mark 14,VEV_4000,wide,100,1,-4.0,-0.02857142857142857,175,-3.9714285714285715
Mark 38,Mark 14,VEV_4000,wide,5,1,1.0,0.19832402234636873,179,0.8016759776536313
Mark 38,Mark 14,VEV_4000,wide,20,1,6.5,0.3644067796610169,177,6.135593220338983
Mark 38,Mark 14,VEV_4000,wide,100,1,-4.0,-0.02857142857142857,175,-3.9714285714285715
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,-1.0,0.290625,320,-1.290625
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,2.5,0.553125,320,1.946875
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,-4.5,1.025236593059937,317,-5.525236593059937
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,0.0,0.06418219461697723,483,-0.06418219461697723
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,-1.0,0.13043478260869565,483,-1.1304347826086956
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,27.0,0.7234927234927235,481,26.276507276507278
Mark 38,Mark 14,VEV_4000,wide,5,1,-1.0,0.19832402234636873,179,-1.1983240223463687
Mark 38,Mark 14,VEV_4000,wide,20,1,-4.0,0.3644067796610169,177,-4.364406779661017
Mark 38,Mark 14,VEV_4000,wide,100,1,6.0,-0.02857142857142857,175,6.0285714285714285
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,7.0,-0.10390946502057613,486,7.1039094650205765
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,20.0,-0.30864197530864196,486,20.308641975308642
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,21.0,-0.6487603305785123,484,21.64876033057851
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,11.0,-0.10390946502057613,486,11.103909465020577
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,12.0,-0.30864197530864196,486,12.308641975308642
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,24.5,-0.6487603305785123,484,25.14876033057851
Mark 01,Mark 22,VEV_5400,wide,5,1,0.0,-0.013307984790874524,263,0.013307984790874524
Mark 01,Mark 22,VEV_5400,wide,20,1,0.5,0.039923954372623575,263,0.4600760456273764
Mark 01,Mark 22,VEV_5400,wide,100,1,1.0,0.0038461538461538464,260,0.9961538461538462
Mark 01,Mark 22,VEV_5500,wide,5,1,0.0,-0.020066889632107024,299,0.020066889632107024
Mark 01,Mark 22,VEV_5500,wide,20,1,0.0,0.02508361204013378,299,-0.02508361204013378
Mark 01,Mark 22,VEV_5500,wide,100,1,0.0,-0.02356902356902357,297,0.02356902356902357
Mark 01,Mark 22,VEV_6000,wide,5,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6000,wide,20,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6000,wide,100,1,0.0,0.0,314,0.0
Mark 01,Mark 22,VEV_6500,wide,5,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6500,wide,20,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6500,wide,100,1,0.0,0.0,314,0.0
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,7.0,0.06418219461697723,483,6.935817805383023
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,13.0,0.13043478260869565,483,12.869565217391305
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,0.0,0.7234927234927235,481,-0.7234927234927235
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,wide,5,1,-2.5,0.0189873417721519,237,-2.518987341772152
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,wide,20,1,4.5,0.06751054852320675,237,4.432489451476793
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,wide,100,1,6.0,-0.12447257383966245,237,6.124472573839663
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,0.0,-0.10390946502057613,486,0.10390946502057613
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,-2.0,-0.30864197530864196,486,-1.691358024691358
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,0.0,-0.6487603305785123,484,0.6487603305785123
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,2.0,-0.10596026490066225,302,2.1059602649006623
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,5.0,-0.2947019867549669,302,5.2947019867549665
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,12.0,-1.3636363636363635,297,13.363636363636363
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,-4.0,0.06418219461697723,483,-4.064182194616977
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,-2.0,0.13043478260869565,483,-2.130434782608696
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,-8.0,0.7234927234927235,481,-8.723492723492724
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,tight,5,1,1.5,1.7142857142857142,14,-0.2142857142857142
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,tight,20,1,6.0,2.0357142857142856,14,3.9642857142857144
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,tight,100,1,12.0,1.5,14,10.5
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,2.0,-0.10390946502057613,486,2.103909465020576
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,-3.0,-0.30864197530864196,486,-2.691358024691358
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,-8.0,-0.6487603305785123,484,-7.351239669421488
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,2.0,0.290625,320,1.709375
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,6.0,0.553125,320,5.446875
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,9.5,1.025236593059937,317,8.474763406940063
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,-5.0,0.06418219461697723,483,-5.064182194616977
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,-15.0,0.13043478260869565,483,-15.130434782608695
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,-23.0,0.7234927234927235,481,-23.723492723492722
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,-7.0,0.06418219461697723,483,-7.064182194616977
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,-7.5,0.13043478260869565,483,-7.630434782608695
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,-19.0,0.7234927234927235,481,-19.723492723492722
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,tight,5,1,1.5,2.06,75,-0.56
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,tight,20,1,3.5,2.026666666666667,75,1.4733333333333332
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,tight,100,1,12.5,0.7266666666666667,75,11.773333333333333
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,2.5,0.290625,320,2.209375
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,3.0,0.553125,320,2.446875
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,10.0,1.025236593059937,317,8.974763406940063
Mark 38,Mark 14,HYDROGEL_PACK,wide,5,1,0.0,-0.10390946502057613,486,0.10390946502057613
Mark 38,Mark 14,HYDROGEL_PACK,wide,20,1,-16.0,-0.30864197530864196,486,-15.691358024691358
Mark 38,Mark 14,HYDROGEL_PACK,wide,100,1,-46.0,-0.6487603305785123,484,-45.35123966942149
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,4.0,0.23694779116465864,249,3.7630522088353415
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,5.0,-0.09839357429718876,249,5.098393574297189
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,-1.0,-0.6847389558232931,249,-0.31526104417670686
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,1.0,0.23694779116465864,249,0.7630522088353413
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,2.0,-0.09839357429718876,249,2.0983935742971886
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,-6.5,-0.6847389558232931,249,-5.815261044176707
Mark 14,Mark 38,VEV_4000,wide,5,1,1.0,-0.23529411764705882,204,1.2352941176470589
Mark 14,Mark 38,VEV_4000,wide,20,1,4.5,-0.31862745098039214,204,4.818627450980392
Mark 14,Mark 38,VEV_4000,wide,100,1,-5.0,-0.3472906403940887,203,-4.652709359605911
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,5,1,0.5,0.23694779116465864,249,0.26305220883534136
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,20,1,-2.0,-0.09839357429718876,249,-1.9016064257028114
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,wide,100,1,-7.0,-0.6847389558232931,249,-6.315261044176707
Mark 38,Mark 14,VEV_4000,wide,5,1,-1.0,0.19832402234636873,179,-1.1983240223463687
Mark 38,Mark 14,VEV_4000,wide,20,1,0.0,0.3644067796610169,177,-0.3644067796610169
Mark 38,Mark 14,VEV_4000,wide,100,1,-8.0,-0.02857142857142857,175,-7.9714285714285715
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,tight,5,1,2.5,1.8764044943820224,89,0.6235955056179776
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,tight,20,1,1.5,1.6348314606741574,89,-0.1348314606741574
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,tight,100,1,-7.0,1.9204545454545454,88,-8.920454545454545
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,1.0,0.290625,320,0.709375
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,0.5,0.553125,320,-0.05312499999999998
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,-11.5,1.025236593059937,317,-12.525236593059937
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,-1.0,0.06418219461697723,483,-1.0641821946169772
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,-4.0,0.13043478260869565,483,-4.130434782608695
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,2.0,0.7234927234927235,481,1.2765072765072765
Mark 01,Mark 22,VEV_5300,wide,5,1,0.0,-0.16666666666666666,108,0.16666666666666666
Mark 01,Mark 22,VEV_5300,wide,20,1,0.0,-0.18055555555555555,108,0.18055555555555555
Mark 01,Mark 22,VEV_5300,wide,100,1,-4.0,-0.22429906542056074,107,-3.7757009345794392
Mark 01,Mark 22,VEV_5400,wide,5,1,0.0,-0.013307984790874524,263,0.013307984790874524
Mark 01,Mark 22,VEV_5400,wide,20,1,0.0,0.039923954372623575,263,-0.039923954372623575
Mark 01,Mark 22,VEV_5400,wide,100,1,-2.0,0.0038461538461538464,260,-2.003846153846154
Mark 01,Mark 22,VEV_5500,wide,5,1,0.0,-0.020066889632107024,299,0.020066889632107024
Mark 01,Mark 22,VEV_5500,wide,20,1,0.0,0.02508361204013378,299,-0.02508361204013378
Mark 01,Mark 22,VEV_5500,wide,100,1,-1.0,-0.02356902356902357,297,-0.9764309764309764
Mark 01,Mark 22,VEV_6000,wide,5,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6000,wide,20,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6000,wide,100,1,0.0,0.0,314,0.0
Mark 01,Mark 22,VEV_6500,wide,5,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6500,wide,20,1,0.0,0.0,317,0.0
Mark 01,Mark 22,VEV_6500,wide,100,1,0.0,0.0,314,0.0
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,5,1,1.5,0.290625,320,1.209375
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,20,1,1.0,0.553125,320,0.446875
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,wide,100,1,-9.0,1.025236593059937,317,-10.025236593059937
Mark 38,Mark 14,HYDROGEL_PACK,tight,5,1,-7.5,-1.7380952380952381,21,-5.761904761904762
Mark 38,Mark 14,HYDROGEL_PACK,tight,20,1,-13.5,-1.380952380952381,21,-12.119047619047619
Mark 38,Mark 14,HYDROGEL_PACK,tight,100,1,8.5,3.0476190476190474,21,5.4523809523809526
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,-10.0,0.06418219461697723,483,-10.064182194616977
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,-9.0,0.13043478260869565,483,-9.130434782608695
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,13.0,0.7234927234927235,481,12.276507276507276
Mark 14,Mark 38,HYDROGEL_PACK,wide,5,1,-6.0,0.06418219461697723,483,-6.064182194616977
Mark 14,Mark 38,HYDROGEL_PACK,wide,20,1,-8.0,0.13043478260869565,483,-8.130434782608695
Mark 14,Mark 38,HYDROGEL_PACK,wide,100,1,21.0,0.7234927234927235,481,20.276507276507278
