cross_target,name,role,symbol,k,spread_regime,burst,tape_day,n,mean,median,t_stat,frac_pos
HYDROGEL_PACK,Mark 22,seller_any,VEV_5200,100,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 22,seller_any,VEV_5200,100,wide,1,1,6,-8.333333333333334,-4.5,-1.2851814393010392,0.3333333333333333
HYDROGEL_PACK,Mark 22,seller_any,VEV_5200,100,wide,1,2,8,4.625,1.5,0.9310464973783082,0.625
HYDROGEL_PACK,Mark 22,seller_any,VEV_5200,100,wide,1,3,30,-5.766666666666667,-5.75,-1.341019971026983,0.36666666666666664
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,5,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,5,tight,1,2,4,2.375,3.5,1.2742402269282032,0.75
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,5,tight,1,3,32,0.390625,0.0,0.6586971869534018,0.4375
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,5,wide,0,2,1,,,,
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,5,wide,1,1,38,-0.3026315789473684,0.0,-0.47394440006457633,0.4473684210526316
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,5,wide,1,2,40,-1.4125,-2.0,-1.7396444025853932,0.325
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,5,wide,1,3,47,-0.3829787234042553,0.0,-0.5193636188620304,0.46808510638297873
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,20,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,20,tight,1,2,4,8.625,9.25,2.3793103448275863,0.75
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,20,tight,1,3,32,-1.5,-1.0,-1.1712600184123967,0.40625
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,20,wide,0,2,1,,,,
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,20,wide,1,1,38,0.9473684210526315,-0.25,0.7531072529086735,0.47368421052631576
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,20,wide,1,2,40,0.35,1.0,0.2311991571445023,0.525
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,20,wide,1,3,47,-1.2765957446808511,-0.5,-1.1383721965247304,0.44680851063829785
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,100,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,100,tight,1,2,4,8.25,4.5,1.3706443375079094,0.5
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,100,tight,1,3,32,-3.4375,-4.0,-0.8662274932221921,0.4375
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,100,wide,0,2,1,,,,
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,100,wide,1,1,38,2.013157894736842,0.0,0.5925176513430975,0.47368421052631576
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,100,wide,1,2,39,0.5256410256410257,1.0,0.20317441889014068,0.5384615384615384
HYDROGEL_PACK,Mark 22,seller_any,VEV_5300,100,wide,1,3,47,1.2234042553191489,2.0,0.493480034549886,0.5319148936170213
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,5,wide,0,1,5,-1.8,-1.0,-1.0157987663695807,0.2
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,5,wide,1,1,76,-0.29605263157894735,0.0,-0.6518964722179925,0.40789473684210525
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,5,wide,1,2,80,0.075,-0.25,0.13804362518409896,0.375
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,5,wide,1,3,115,-0.06956521739130435,0.0,-0.17511331894385537,0.46956521739130436
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,20,wide,0,1,5,-3.2,-1.0,-1.536049154359422,0.2
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,20,wide,1,1,76,-0.4605263157894737,-1.0,-0.47017818382930354,0.4342105263157895
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,20,wide,1,2,80,0.79375,0.5,0.7566832194051062,0.5
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,20,wide,1,3,115,-1.0130434782608695,0.0,-1.3872928657986743,0.43478260869565216
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,100,wide,0,1,4,-10.5,-15.0,-1.84894690328381,0.25
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,100,wide,1,1,76,2.1710526315789473,1.5,1.0435363227684014,0.5263157894736842
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,100,wide,1,2,79,-0.5632911392405063,-1.0,-0.2642631420918111,0.46835443037974683
HYDROGEL_PACK,Mark 22,seller_any,VEV_5400,100,wide,1,3,114,-1.7456140350877194,-2.0,-0.9995481189173364,0.43859649122807015
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,5,wide,0,1,9,0.7777777777777778,2.0,0.39613828448200494,0.7777777777777778
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,5,wide,0,2,7,-4.571428571428571,-5.0,-3.1633075503308965,0.14285714285714285
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,5,wide,0,3,3,0.16666666666666666,1.0,0.07559289460184543,0.6666666666666666
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,5,wide,1,1,83,-0.3855421686746988,0.0,-0.8949282557667363,0.40963855421686746
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,5,wide,1,2,87,0.13218390804597702,0.0,0.2553639029243956,0.39080459770114945
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,5,wide,1,3,117,0.05982905982905983,0.0,0.14974303077371068,0.4700854700854701
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,20,wide,0,1,9,-2.4444444444444446,-2.0,-0.5918449471518292,0.4444444444444444
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,20,wide,0,2,7,-4.428571428571429,-8.0,-1.5710894047788049,0.2857142857142857
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,20,wide,0,3,3,-5.833333333333333,-11.0,-0.8677093313502823,0.3333333333333333
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,20,wide,1,1,83,-0.8313253012048193,-1.0,-0.895372596931315,0.42168674698795183
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,20,wide,1,2,87,1.0402298850574712,1.0,1.0489863100161247,0.5172413793103449
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,20,wide,1,3,117,-0.5683760683760684,0.0,-0.7745420133543321,0.452991452991453
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,100,wide,0,1,9,-2.111111111111111,6.0,-0.2904065117431824,0.6666666666666666
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,100,wide,0,2,7,4.357142857142857,5.0,0.6415368396642461,0.5714285714285714
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,100,wide,0,3,3,-1.8333333333333333,-6.0,-0.30543773964388604,0.3333333333333333
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,100,wide,1,1,83,1.963855421686747,1.0,0.9593262366698202,0.5060240963855421
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,100,wide,1,2,86,0.28488372093023256,1.0,0.14264135064407393,0.5116279069767442
HYDROGEL_PACK,Mark 22,seller_any,VEV_5500,100,wide,1,3,116,-1.5301724137931034,-2.0,-0.8759519765322434,0.4396551724137931
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,5,wide,0,1,14,-0.14285714285714285,1.5,-0.1013339153554417,0.5714285714285714
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,5,wide,0,2,8,-4.0,-4.0,-2.9073751372465244,0.125
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,5,wide,0,3,3,0.16666666666666666,1.0,0.07559289460184543,0.6666666666666666
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,5,wide,1,1,84,-0.4166666666666667,0.0,-0.9762922369478655,0.40476190476190477
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,5,wide,1,2,87,0.13218390804597702,0.0,0.2553639029243956,0.39080459770114945
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,5,wide,1,3,121,0.09090909090909091,0.0,0.23432316116261515,0.4793388429752066
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,20,wide,0,1,14,-2.7142857142857144,-1.5,-1.0090714600773496,0.35714285714285715
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,20,wide,0,2,8,-4.875,-8.0,-1.9644355134626077,0.25
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,20,wide,0,3,3,-5.833333333333333,-11.0,-0.8677093313502823,0.3333333333333333
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,20,wide,1,1,84,-0.9166666666666666,-1.0,-0.9949601932245973,0.4166666666666667
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,20,wide,1,2,87,1.0402298850574712,1.0,1.0489863100161247,0.5172413793103449
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,20,wide,1,3,121,-0.640495867768595,0.0,-0.8908244587532314,0.45454545454545453
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,100,wide,0,1,13,-4.6923076923076925,5.0,-0.8848637168699144,0.5384615384615384
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,100,wide,0,2,8,3.9375,3.0,0.6677397172716225,0.625
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,100,wide,0,3,3,-1.8333333333333333,-6.0,-0.30543773964388604,0.3333333333333333
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,100,wide,1,1,84,1.7023809523809523,0.5,0.8347323175309878,0.5
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,100,wide,1,2,86,0.28488372093023256,1.0,0.14264135064407393,0.5116279069767442
HYDROGEL_PACK,Mark 22,seller_any,VEV_6000,100,wide,1,3,120,-1.575,-2.0,-0.9269016375774775,0.44166666666666665
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,5,wide,0,1,14,-0.14285714285714285,1.5,-0.1013339153554417,0.5714285714285714
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,5,wide,0,2,8,-4.0,-4.0,-2.9073751372465244,0.125
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,5,wide,0,3,3,0.16666666666666666,1.0,0.07559289460184543,0.6666666666666666
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,5,wide,1,1,84,-0.4166666666666667,0.0,-0.9762922369478655,0.40476190476190477
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,5,wide,1,2,87,0.13218390804597702,0.0,0.2553639029243956,0.39080459770114945
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,5,wide,1,3,121,0.09090909090909091,0.0,0.23432316116261515,0.4793388429752066
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,20,wide,0,1,14,-2.7142857142857144,-1.5,-1.0090714600773496,0.35714285714285715
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,20,wide,0,2,8,-4.875,-8.0,-1.9644355134626077,0.25
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,20,wide,0,3,3,-5.833333333333333,-11.0,-0.8677093313502823,0.3333333333333333
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,20,wide,1,1,84,-0.9166666666666666,-1.0,-0.9949601932245973,0.4166666666666667
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,20,wide,1,2,87,1.0402298850574712,1.0,1.0489863100161247,0.5172413793103449
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,20,wide,1,3,121,-0.640495867768595,0.0,-0.8908244587532314,0.45454545454545453
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,100,wide,0,1,13,-4.6923076923076925,5.0,-0.8848637168699144,0.5384615384615384
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,100,wide,0,2,8,3.9375,3.0,0.6677397172716225,0.625
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,100,wide,0,3,3,-1.8333333333333333,-6.0,-0.30543773964388604,0.3333333333333333
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,100,wide,1,1,84,1.7023809523809523,0.5,0.8347323175309878,0.5
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,100,wide,1,2,86,0.28488372093023256,1.0,0.14264135064407393,0.5116279069767442
HYDROGEL_PACK,Mark 22,seller_any,VEV_6500,100,wide,1,3,120,-1.575,-2.0,-0.9269016375774775,0.44166666666666665
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,5,tight,0,1,9,-1.7222222222222223,-1.5,-1.2814184793011238,0.3333333333333333
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,5,tight,0,2,13,0.23076923076923078,-1.5,0.13878630061776748,0.46153846153846156
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,5,tight,0,3,7,0.21428571428571427,-0.5,0.1252539546951054,0.2857142857142857
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,5,wide,0,1,179,-0.2430167597765363,0.0,-0.7351541156252188,0.4748603351955307
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,5,wide,0,2,149,0.040268456375838924,0.0,0.12488487062436027,0.4899328859060403
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,5,wide,0,3,151,0.006622516556291391,0.0,0.019698707655490238,0.4370860927152318
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,5,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,5,wide,1,2,3,-4.0,-4.0,-2.309401076758503,0.0
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,5,wide,1,3,3,-0.3333333333333333,-2.0,-0.12216944435630524,0.3333333333333333
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,20,tight,0,1,9,-3.3333333333333335,-5.5,-1.0266540046786907,0.4444444444444444
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,20,tight,0,2,13,0.6923076923076923,0.5,0.5155850827692583,0.5384615384615384
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,20,tight,0,3,7,0.35714285714285715,-1.0,0.15384008532342716,0.42857142857142855
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,20,wide,0,1,179,-0.22905027932960895,1.0,-0.3270918425041297,0.5027932960893855
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,20,wide,0,2,149,-0.5939597315436241,0.0,-0.9888457917158643,0.47651006711409394
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,20,wide,0,3,151,-0.1291390728476821,1.0,-0.1781466112227886,0.5099337748344371
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,20,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,20,wide,1,2,3,-8.333333333333334,-10.0,-2.5383654128340476,0.0
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,20,wide,1,3,3,8.333333333333334,6.0,1.8582353656179158,1.0
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,100,tight,0,1,9,3.111111111111111,1.0,0.6563075856656437,0.5555555555555556
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,100,tight,0,2,12,3.2083333333333335,3.5,0.7077881024299736,0.5833333333333334
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,100,tight,0,3,7,-4.785714285714286,-1.5,-0.7467682660517333,0.42857142857142855
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,100,wide,0,1,179,-1.8072625698324023,1.0,-1.3284509351123763,0.5083798882681564
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,100,wide,0,2,148,2.3513513513513513,1.0,1.6262100153635541,0.5067567567567568
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,100,wide,0,3,150,-2.05,-2.0,-1.2867505634402068,0.44
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,100,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,100,wide,1,2,3,-17.0,-9.0,-1.3911390502544514,0.0
HYDROGEL_PACK,Mark 38,buy_aggr,HYDROGEL_PACK,100,wide,1,3,3,7.666666666666667,2.0,0.7306190786882653,0.6666666666666666
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,5,tight,0,1,9,-1.7777777777777777,-3.0,-1.441207517155344,0.4444444444444444
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,5,tight,0,2,6,-2.1666666666666665,-3.5,-1.1074362710059766,0.3333333333333333
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,5,tight,0,3,13,-2.769230769230769,-3.0,-2.654255754949781,0.07692307692307693
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,5,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,5,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,5,wide,0,1,63,-1.1349206349206349,-2.0,-1.8174687413401074,0.3968253968253968
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,5,wide,0,2,58,0.3706896551724138,0.0,0.7836290860552002,0.46551724137931033
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,5,wide,0,3,58,-0.07758620689655173,0.0,-0.1203314736569657,0.46551724137931033
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,20,tight,0,1,9,1.3333333333333333,-4.0,0.3908255749968252,0.4444444444444444
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,20,tight,0,2,6,-0.5833333333333334,0.5,-0.15440091294693797,0.5
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,20,tight,0,3,13,-2.6923076923076925,-2.0,-0.8941717498434857,0.3076923076923077
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,20,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,20,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,20,wide,0,1,62,-1.314516129032258,0.75,-1.069335835457521,0.5161290322580645
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,20,wide,0,2,57,1.412280701754386,2.0,1.329280501329655,0.5964912280701754
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,20,wide,0,3,58,-1.2844827586206897,-1.0,-1.2137489965665642,0.39655172413793105
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,100,tight,0,1,9,2.2222222222222223,2.0,0.2955835383322628,0.5555555555555556
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,100,tight,0,2,6,-1.6666666666666667,-1.75,-0.44820072413160283,0.5
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,100,tight,0,3,13,0.38461538461538464,4.0,0.07268067592499816,0.5384615384615384
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,100,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,100,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,100,wide,0,1,62,-0.008064516129032258,-0.5,-0.003050362873686563,0.46774193548387094
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,100,wide,0,2,57,2.412280701754386,2.5,1.0813634090670585,0.5789473684210527
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4000,100,wide,0,3,56,-2.107142857142857,-4.0,-0.8550969556396216,0.39285714285714285
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4500,5,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4500,5,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4500,20,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4500,20,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4500,100,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_4500,100,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5000,5,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5000,5,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5000,20,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5000,20,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5000,100,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5000,100,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5100,5,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5100,5,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5100,20,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5100,20,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5100,100,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5100,100,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5200,5,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5200,5,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5200,20,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5200,20,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5200,100,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5200,100,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5300,5,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5300,20,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buy_aggr,VEV_5300,100,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,5,tight,0,1,9,-1.7222222222222223,-1.5,-1.2814184793011238,0.3333333333333333
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,5,tight,0,2,13,0.23076923076923078,-1.5,0.13878630061776748,0.46153846153846156
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,5,tight,0,3,7,0.21428571428571427,-0.5,0.1252539546951054,0.2857142857142857
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,5,wide,0,1,179,-0.2430167597765363,0.0,-0.7351541156252188,0.4748603351955307
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,5,wide,0,2,149,0.040268456375838924,0.0,0.12488487062436027,0.4899328859060403
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,5,wide,0,3,151,0.006622516556291391,0.0,0.019698707655490238,0.4370860927152318
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,5,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,5,wide,1,2,3,-4.0,-4.0,-2.309401076758503,0.0
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,5,wide,1,3,3,-0.3333333333333333,-2.0,-0.12216944435630524,0.3333333333333333
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,20,tight,0,1,9,-3.3333333333333335,-5.5,-1.0266540046786907,0.4444444444444444
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,20,tight,0,2,13,0.6923076923076923,0.5,0.5155850827692583,0.5384615384615384
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,20,tight,0,3,7,0.35714285714285715,-1.0,0.15384008532342716,0.42857142857142855
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,20,wide,0,1,179,-0.22905027932960895,1.0,-0.3270918425041297,0.5027932960893855
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,20,wide,0,2,149,-0.5939597315436241,0.0,-0.9888457917158643,0.47651006711409394
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,20,wide,0,3,151,-0.1291390728476821,1.0,-0.1781466112227886,0.5099337748344371
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,20,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,20,wide,1,2,3,-8.333333333333334,-10.0,-2.5383654128340476,0.0
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,20,wide,1,3,3,8.333333333333334,6.0,1.8582353656179158,1.0
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,100,tight,0,1,9,3.111111111111111,1.0,0.6563075856656437,0.5555555555555556
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,100,tight,0,2,12,3.2083333333333335,3.5,0.7077881024299736,0.5833333333333334
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,100,tight,0,3,7,-4.785714285714286,-1.5,-0.7467682660517333,0.42857142857142855
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,100,wide,0,1,179,-1.8072625698324023,1.0,-1.3284509351123763,0.5083798882681564
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,100,wide,0,2,148,2.3513513513513513,1.0,1.6262100153635541,0.5067567567567568
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,100,wide,0,3,150,-2.05,-2.0,-1.2867505634402068,0.44
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,100,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,100,wide,1,2,3,-17.0,-9.0,-1.3911390502544514,0.0
HYDROGEL_PACK,Mark 38,buyer_any,HYDROGEL_PACK,100,wide,1,3,3,7.666666666666667,2.0,0.7306190786882653,0.6666666666666666
HYDROGEL_PACK,Mark 38,buyer_any,VEV_4000,5,tight,0,1,9,-1.7777777777777777,-3.0,-1.441207517155344,0.4444444444444444
HYDROGEL_PACK,Mark 38,buyer_any,VEV_4000,5,tight,0,2,6,-2.1666666666666665,-3.5,-1.1074362710059766,0.3333333333333333
HYDROGEL_PACK,Mark 38,buyer_any,VEV_4000,5,tight,0,3,13,-2.769230769230769,-3.0,-2.654255754949781,0.07692307692307693
HYDROGEL_PACK,Mark 38,buyer_any,VEV_4000,5,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 38,buyer_any,VEV_4000,5,tight,1,3,1,,,,
HYDROGEL_PACK,Mark 38,buyer_any,VEV_4000,5,wide,0,1,63,-1.1349206349206349,-2.0,-1.8174687413401074,0.3968253968253968
HYDROGEL_PACK,Mark 38,buyer_any,VEV_4000,5,wide,0,2,58,0.3706896551724138,0.0,0.7836290860552002,0.46551724137931033
HYDROGEL_PACK,Mark 38,buyer_any,VEV_4000,5,wide,0,3,58,-0.07758620689655173,0.0,-0.1203314736569657,0.46551724137931033
HYDROGEL_PACK,Mark 38,buyer_any,VEV_4000,20,tight,0,1,9,1.3333333333333333,-4.0,0.3908255749968252,0.4444444444444444
HYDROGEL_PACK,Mark 38,buyer_any,VEV_4000,20,tight,0,2,6,-0.5833333333333334,0.5,-0.15440091294693797,0.5
