timestamp,buyer,seller,symbol,currency,price,quantity,day,aggressor_bucket,bbo_bid,bbo_ask,half_spread,spread,burst_n,burst,fwd_mid_k5,fwd_extract_k5,fwd_hydro_k5,fwd_mid_k20,fwd_extract_k20,fwd_hydro_k20,fwd_mid_k100,fwd_extract_k100,fwd_hydro_k100,session_tert,spread_bin
331400,Mark 14,Mark 38,VEV_4000,XIRECS,1232.0,1,1,aggr_sell,1232.0,1253.0,10.5,21.0,1,0,-1.0,-1.0,-3.0,-1.0,-1.0,-6.0,7.0,7.0,-14.0,mid,wide
333100,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5236.0,4,1,aggr_sell,5236.0,5241.0,2.5,5.0,1,0,6.0,6.0,1.5,11.0,11.0,5.5,12.0,12.0,7.5,mid,mid
334900,Mark 14,Mark 38,VEV_4000,XIRECS,1237.0,1,1,aggr_sell,1237.0,1258.0,10.5,21.0,1,0,1.0,4.0,-7.0,5.0,6.5,-14.0,-2.0,-0.5,0.0,mid,wide
335300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9943.0,5,1,aggr_sell,9943.0,9959.0,8.0,16.0,2,1,-5.0,1.0,-5.0,-6.0,4.0,-6.0,3.0,-2.0,3.0,mid,wide
335300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,3,1,aggr_sell,5245.0,5250.0,2.5,5.0,2,1,1.0,1.0,-5.0,4.0,4.0,-6.0,-2.0,-2.0,3.0,mid,mid
335500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9961.0,4,1,aggr_buy,9945.0,9961.0,8.0,16.0,1,0,-7.0,3.5,-7.0,-9.0,6.5,-9.0,-2.0,0.5,-2.0,mid,wide
338100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9931.0,3,1,aggr_sell,9931.0,9947.0,8.0,16.0,1,0,-3.0,-3.0,-3.0,4.0,-1.5,4.0,29.0,-4.0,29.0,mid,wide
339500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9932.0,3,1,aggr_sell,9932.0,9948.0,8.0,16.0,1,0,1.0,0.5,1.0,7.0,-1.0,7.0,29.0,-5.0,29.0,mid,wide
340100,Mark 38,Mark 14,VEV_4000,XIRECS,1260.0,2,1,aggr_buy,1239.0,1260.0,10.5,21.0,1,0,1.0,0.5,2.0,2.0,1.5,5.0,-1.0,-1.5,26.0,mid,wide
340500,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5249.0,9,1,aggr_buy,5248.0,5249.0,0.5,1.0,1,0,2.0,2.0,2.0,1.0,1.0,11.0,-2.0,-2.0,19.0,mid,tight
342000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5249.0,6,1,aggr_sell,5249.0,5254.0,2.5,5.0,1,0,-2.0,-2.0,6.0,-1.5,-1.5,11.0,-7.0,-7.0,12.0,mid,mid
342400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9944.0,5,1,aggr_sell,9944.0,9960.0,8.0,16.0,1,0,9.0,1.5,9.0,11.0,-3.0,11.0,7.5,-4.5,7.5,mid,wide
343100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9966.0,2,1,aggr_buy,9950.0,9966.0,8.0,16.0,1,0,0.0,1.0,0.0,-2.0,-3.5,-2.0,2.0,-6.0,2.0,mid,wide
343400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5251.0,13,1,aggr_buy,5250.0,5251.0,0.5,1.0,1,0,1.0,1.0,2.0,-5.0,-5.0,-6.0,-5.5,-5.5,-3.0,mid,tight
344000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9953.0,5,1,aggr_sell,9953.0,9969.0,8.0,16.0,1,0,1.0,-2.5,1.0,-13.0,-2.5,-13.0,-8.0,-4.5,-8.0,mid,wide
344200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5253.0,4,1,aggr_buy,5248.0,5253.0,2.5,5.0,1,0,-3.0,-3.0,-4.0,-4.0,-4.0,-13.0,-7.0,-7.0,-9.0,mid,mid
345700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9957.0,6,1,aggr_buy,9941.0,9957.0,8.0,16.0,2,1,1.0,-1.0,1.0,20.0,0.0,20.0,5.0,-7.0,5.0,mid,wide
345700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,7,1,aggr_sell,5245.0,5250.0,2.5,5.0,2,1,-1.0,-1.0,1.0,0.0,0.0,20.0,-7.0,-7.0,5.0,mid,mid
345900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9958.0,3,1,aggr_buy,9942.0,9958.0,8.0,16.0,1,0,7.0,1.0,7.0,15.5,-1.5,15.5,4.0,-7.0,4.0,mid,wide
348500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9964.0,5,1,aggr_sell,9964.0,9980.0,8.0,16.0,1,0,1.0,-5.5,1.0,-8.0,-3.5,-8.0,-20.0,-1.5,-20.0,mid,wide
350300,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,aggr_sell,15.0,17.0,1.0,2.0,4,1,-0.5,-1.0,-4.0,-0.5,-1.5,-4.0,0.5,2.0,-9.0,mid,tight
350300,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,aggr_sell,6.0,7.0,0.5,1.0,4,1,0.0,-1.0,-4.0,0.0,-1.5,-4.0,0.5,2.0,-9.0,mid,tight
350300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,-1.0,-4.0,0.0,-1.5,-4.0,0.0,2.0,-9.0,mid,tight
350300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,-1.0,-4.0,0.0,-1.5,-4.0,0.0,2.0,-9.0,mid,tight
350900,Mark 38,Mark 14,VEV_4000,XIRECS,1256.0,3,1,aggr_buy,1235.0,1256.0,10.5,21.0,1,0,-2.0,-2.0,-8.0,-1.0,-1.0,-8.0,3.0,3.0,-11.0,mid,wide
351000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9973.0,3,1,aggr_buy,9957.0,9973.0,8.0,16.0,1,0,-3.0,0.0,-3.0,-6.0,-1.0,-6.0,-8.0,4.0,-8.0,mid,wide
356800,Mark 14,Mark 38,VEV_4000,XIRECS,1234.0,2,1,aggr_sell,1234.0,1255.0,10.5,21.0,1,0,-1.0,-2.0,-3.0,4.0,1.0,-7.0,6.0,5.0,3.0,mid,wide
357100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9963.0,6,1,aggr_buy,9947.0,9963.0,8.0,16.0,1,0,1.0,4.0,1.0,-3.0,5.0,-3.0,5.0,9.0,5.0,mid,wide
358100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,6,1,aggr_sell,5245.0,5250.0,2.5,5.0,1,0,0.0,0.0,-1.0,1.0,1.0,0.0,3.0,3.0,18.0,mid,mid
358300,Mark 14,Mark 38,VEV_4000,XIRECS,1237.0,3,1,aggr_sell,1237.0,1258.0,10.5,21.0,1,0,1.0,-1.0,-4.5,1.0,1.0,1.5,2.0,2.0,19.5,mid,wide
358500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9960.0,6,1,aggr_buy,9944.0,9960.0,8.0,16.0,1,0,-1.0,0.0,-1.0,6.0,0.0,6.0,23.0,2.0,23.0,mid,wide
360600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9951.0,2,1,aggr_sell,9951.0,9967.0,8.0,16.0,1,0,-1.0,0.5,-1.0,11.0,2.5,11.0,10.0,2.5,10.0,mid,wide
362700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9961.0,3,1,aggr_sell,9961.0,9977.0,8.0,16.0,1,0,4.0,1.5,4.0,0.0,1.5,0.0,-12.0,3.0,-12.0,mid,wide
363100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9983.0,4,1,aggr_buy,9967.0,9983.0,8.0,16.0,1,0,-8.0,5.0,-8.0,-2.0,0.0,-2.0,-15.0,1.0,-15.0,mid,wide
364800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9978.0,5,1,aggr_buy,9962.0,9978.0,8.0,16.0,1,0,1.5,-0.5,1.5,-8.0,-3.0,-8.0,-13.0,-1.0,-13.0,mid,wide
364900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5251.0,7,1,aggr_sell,5251.0,5256.0,2.5,5.0,1,0,0.0,0.0,-2.0,-2.0,-2.0,-15.5,-2.0,-2.0,-18.0,mid,mid
365000,Mark 14,Mark 38,VEV_4000,XIRECS,1242.0,2,1,aggr_sell,1242.0,1263.0,10.5,21.0,1,0,1.0,-0.5,-6.0,-2.0,-2.0,-13.0,-1.0,-0.5,-18.0,mid,wide
365600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5250.0,8,1,aggr_sell,5250.0,5255.0,2.5,5.0,1,0,-3.5,-3.5,-3.5,-2.5,-2.5,-1.5,-3.0,-3.0,-8.5,mid,mid
367900,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5248.0,5,1,aggr_buy,5246.0,5248.0,1.0,2.0,1,0,5.0,5.0,8.0,4.5,4.5,-2.0,1.5,1.5,-10.0,mid,tight
368500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9983.0,6,1,aggr_buy,9967.0,9983.0,8.0,16.0,1,0,-6.0,0.0,-6.0,-7.0,0.0,-7.0,-16.0,0.0,-16.0,mid,wide
371400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9953.0,2,1,aggr_sell,9953.0,9969.0,8.0,16.0,1,0,5.0,-2.0,5.0,1.0,4.0,1.0,-18.0,3.0,-18.0,mid,wide
373400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9970.0,3,1,aggr_buy,9954.0,9970.0,8.0,16.0,1,0,1.0,-1.0,1.0,-6.0,-3.0,-6.0,-27.0,-7.0,-27.0,mid,wide
373700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9954.0,5,1,aggr_sell,9954.0,9970.0,8.0,16.0,1,0,-1.0,1.0,-1.0,-1.0,-5.5,-1.0,-22.5,-6.0,-22.5,mid,wide
374100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5253.0,6,1,aggr_sell,5253.0,5258.0,2.5,5.0,1,0,-1.5,-1.5,1.0,-8.0,-8.0,0.0,-6.0,-6.0,-20.0,mid,mid
374400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5253.0,4,1,aggr_sell,5253.0,5258.0,2.5,5.0,1,0,-4.0,-4.0,-1.5,-8.0,-8.0,6.5,-7.0,-7.0,-16.0,mid,mid
374800,Mark 14,Mark 38,VEV_4000,XIRECS,1242.0,3,1,aggr_sell,1242.0,1263.0,10.5,21.0,1,0,-1.0,-0.5,2.0,-6.0,-7.5,9.0,-3.0,-3.0,-15.0,mid,wide
375100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9947.0,2,1,aggr_sell,9947.0,9963.0,8.0,16.0,1,0,6.0,-1.5,6.0,10.0,-1.0,10.0,-17.0,-2.5,-17.0,mid,wide
376300,Mark 14,Mark 38,VEV_4000,XIRECS,1236.0,2,1,aggr_sell,1236.0,1257.0,10.5,21.0,1,0,0.0,-1.5,3.0,3.0,3.0,-4.0,-2.0,-2.0,-29.0,mid,wide
376600,Mark 01,Mark 22,VEV_5300,XIRECS,46.0,5,1,aggr_sell,46.0,48.0,1.0,2.0,5,1,1.0,3.5,4.0,0.5,2.0,-4.0,-0.5,-1.0,-23.0,mid,tight
376600,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,5,1,aggr_sell,15.0,16.0,0.5,1.0,5,1,1.0,3.5,4.0,0.5,2.0,-4.0,0.0,-1.0,-23.0,mid,tight
376600,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,aggr_sell,6.0,7.0,0.5,1.0,5,1,0.5,3.5,4.0,0.0,2.0,-4.0,0.0,-1.0,-23.0,mid,tight
376600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,aggr_sell,0.0,1.0,0.5,1.0,5,1,0.0,3.5,4.0,0.0,2.0,-4.0,0.0,-1.0,-23.0,mid,tight
376600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,aggr_sell,0.0,1.0,0.5,1.0,5,1,0.0,3.5,4.0,0.0,2.0,-4.0,0.0,-1.0,-23.0,mid,tight
377900,Mark 14,Mark 22,VEV_5300,XIRECS,47.0,2,1,aggr_sell,47.0,49.0,1.0,2.0,4,1,0.0,1.0,1.0,1.0,3.0,-8.0,-1.5,-2.0,-20.0,mid,tight
377900,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,aggr_sell,6.0,7.0,0.5,1.0,4,1,0.5,1.0,1.0,1.0,3.0,-8.0,0.0,-2.0,-20.0,mid,tight
377900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,1.0,1.0,0.0,3.0,-8.0,0.0,-2.0,-20.0,mid,tight
377900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,1.0,1.0,0.0,3.0,-8.0,0.0,-2.0,-20.0,mid,tight
380100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9957.0,6,1,aggr_buy,9941.0,9957.0,8.0,16.0,1,0,-12.0,0.5,-12.0,-14.0,-1.0,-14.0,-3.5,-8.5,-3.5,mid,wide
380700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9948.0,4,1,aggr_buy,9932.0,9948.0,8.0,16.0,1,0,2.0,-0.5,2.0,-8.5,-3.5,-8.5,5.5,-10.0,5.5,mid,wide
380900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5250.0,8,1,aggr_sell,5250.0,5256.0,3.0,6.0,1,0,1.5,1.5,2.0,-2.5,-2.5,-7.0,-7.5,-7.5,10.0,mid,mid
381700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5255.0,8,1,aggr_buy,5250.0,5255.0,2.5,5.0,1,0,0.0,0.0,-2.0,-4.0,-4.0,1.5,-10.0,-10.0,18.0,mid,mid
383300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9945.0,5,1,aggr_buy,9929.0,9945.0,8.0,16.0,1,0,2.0,0.0,2.0,3.0,-1.0,3.0,18.0,-3.0,18.0,mid,wide
383600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9948.0,4,1,aggr_buy,9932.0,9948.0,8.0,16.0,1,0,1.0,1.0,1.0,-8.0,1.0,-8.0,13.0,-3.5,13.0,mid,wide
383700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5246.0,7,1,aggr_sell,5246.0,5251.0,2.5,5.0,1,0,1.0,1.0,0.5,1.0,1.0,-6.5,-5.0,-5.0,11.5,mid,mid
384200,Mark 14,Mark 38,VEV_4000,XIRECS,1239.0,1,1,aggr_sell,1239.0,1260.0,10.5,21.0,1,0,-2.0,-1.5,2.0,-5.0,-3.5,-3.0,-4.0,-9.0,8.0,mid,wide
384500,Mark 14,Mark 38,VEV_4000,XIRECS,1238.0,3,1,aggr_sell,1238.0,1259.0,10.5,21.0,1,0,0.0,0.0,-2.0,-3.0,-3.0,-7.0,-8.5,-8.5,5.0,mid,wide
385800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9943.0,6,1,aggr_buy,9927.0,9943.0,8.0,16.0,1,0,-1.0,-4.0,-1.0,6.0,-2.0,6.0,9.0,-6.0,9.0,mid,wide
385900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,3,1,aggr_sell,5245.0,5250.0,2.5,5.0,1,0,-2.5,-2.5,5.0,-1.0,-1.0,7.0,-4.0,-4.0,11.0,mid,mid
386000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,8,1,aggr_sell,5244.0,5249.0,2.5,5.0,1,0,-1.0,-1.0,2.5,0.0,0.0,5.5,-3.0,-3.0,10.5,mid,mid
386800,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,2,1,aggr_buy,1236.0,1257.0,10.5,21.0,1,0,0.0,0.0,0.5,-1.0,-1.0,7.5,-5.0,-5.0,7.5,mid,wide
390100,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5244.0,10,1,aggr_buy,5242.0,5244.0,1.0,2.0,1,0,1.5,1.5,-0.5,1.5,1.5,10.5,-0.5,-0.5,-9.5,mid,tight
390800,Mark 14,Mark 38,VEV_4000,XIRECS,1233.0,3,1,aggr_sell,1233.0,1254.0,10.5,21.0,1,0,1.0,1.0,11.0,0.0,0.0,4.0,2.0,2.0,-9.0,mid,wide
392300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5242.0,5,1,aggr_sell,5242.0,5247.0,2.5,5.0,1,0,-1.0,-1.0,-6.0,-5.0,-5.0,-9.0,-4.0,-4.0,-22.0,mid,mid
393000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5242.0,4,1,aggr_sell,5242.0,5247.0,2.5,5.0,1,0,-0.5,-0.5,7.0,-3.5,-3.5,-1.0,-1.0,-1.0,-21.0,mid,mid
393900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5241.0,6,1,aggr_sell,5241.0,5243.0,1.0,2.0,1,0,-3.0,-3.0,1.0,1.5,1.5,-5.0,1.5,1.5,-15.0,mid,tight
394700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5237.0,8,1,aggr_sell,5237.0,5242.0,2.5,5.0,1,0,0.0,0.0,-1.0,3.0,3.0,3.0,4.0,4.0,-21.0,mid,mid
394800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9941.0,5,1,aggr_sell,9941.0,9957.0,8.0,16.0,1,0,-2.0,-1.5,-2.0,-2.0,1.0,-2.0,-20.0,4.0,-20.0,mid,wide
396000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5246.0,8,1,aggr_buy,5241.0,5246.0,2.5,5.0,1,0,-2.0,-2.0,6.0,-3.0,-3.0,-4.0,-2.5,-2.5,-10.0,mid,mid
396200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,7,1,aggr_sell,5240.0,5245.0,2.5,5.0,1,0,0.0,0.0,5.0,-4.0,-4.0,-11.0,0.0,0.0,-9.5,mid,mid
396300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9956.0,4,1,aggr_buy,9941.0,9956.0,7.5,15.0,1,0,-1.5,-1.0,-1.5,-12.5,-4.0,-12.5,-10.5,1.5,-10.5,mid,wide
397800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9950.0,4,1,aggr_buy,9934.0,9950.0,8.0,16.0,1,0,-6.0,-1.0,-6.0,1.0,2.0,1.0,-8.0,1.0,-8.0,mid,wide
398400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5235.0,6,1,aggr_sell,5235.0,5240.0,2.5,5.0,1,0,1.0,1.0,6.5,6.0,6.0,2.5,1.0,1.0,2.5,mid,mid
399700,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,aggr_sell,14.0,15.0,0.5,1.0,4,1,0.0,1.0,-10.0,1.0,5.0,-13.0,-1.0,-7.0,-2.5,mid,tight
399700,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,aggr_sell,6.0,7.0,0.5,1.0,4,1,0.0,1.0,-10.0,0.0,5.0,-13.0,-1.0,-7.0,-2.5,mid,tight
399700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,1.0,-10.0,0.0,5.0,-13.0,0.0,-7.0,-2.5,mid,tight
399700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,1.0,-10.0,0.0,5.0,-13.0,0.0,-7.0,-2.5,mid,tight
399900,Mark 14,Mark 38,VEV_4000,XIRECS,1231.0,1,1,aggr_sell,1231.0,1252.0,10.5,21.0,1,0,2.0,2.0,-2.0,3.0,3.0,-7.0,-7.0,-7.0,7.0,mid,wide
400100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,8,1,aggr_sell,5240.0,5245.0,2.5,5.0,1,0,1.0,1.0,2.0,1.0,1.0,0.0,-6.0,-6.0,13.0,mid,mid
401900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5242.0,8,1,aggr_sell,5242.0,5247.0,2.5,5.0,1,0,-2.0,-2.0,-1.0,-1.0,-1.0,-2.0,-11.0,-11.0,8.0,mid,mid
402400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,6,1,aggr_sell,5240.0,5245.0,2.5,5.0,1,0,1.5,1.5,-3.0,1.5,1.5,-9.0,-7.0,-7.0,11.0,mid,mid
403500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,8,1,aggr_sell,5239.0,5244.0,2.5,5.0,1,0,1.5,1.5,0.0,1.5,1.5,-5.0,-6.5,-6.5,13.0,mid,mid
403600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9922.0,6,1,aggr_sell,9922.0,9938.0,8.0,16.0,1,0,-2.0,2.0,-2.0,0.0,1.0,0.0,20.0,-8.0,20.0,mid,wide
404200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5247.0,4,1,aggr_buy,5242.0,5247.0,2.5,5.0,1,0,-1.0,-1.0,0.0,-2.0,-2.0,9.5,-8.5,-8.5,21.5,mid,mid
406400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5246.0,5,1,aggr_buy,5241.0,5246.0,2.5,5.0,1,0,-0.5,-0.5,2.0,-5.0,-5.0,1.0,-10.0,-10.0,16.0,mid,mid
409300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9929.0,6,1,aggr_sell,9929.0,9945.0,8.0,16.0,1,0,6.0,-5.5,6.0,5.0,-4.0,5.0,10.0,-3.5,10.0,mid,wide
410400,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,3,1,aggr_sell,13.0,14.0,0.5,1.0,4,1,0.0,0.0,-2.0,0.0,0.0,-3.0,-1.0,-8.5,2.0,mid,tight
410400,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,3,1,aggr_sell,5.0,6.0,0.5,1.0,4,1,0.0,0.0,-2.0,0.0,0.0,-3.0,-0.5,-8.5,2.0,mid,tight
410400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,0.0,-2.0,0.0,0.0,-3.0,0.0,-8.5,2.0,mid,tight
410400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,0.0,-2.0,0.0,0.0,-3.0,0.0,-8.5,2.0,mid,tight
410600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5239.0,6,1,aggr_buy,5234.0,5239.0,2.5,5.0,1,0,-1.5,-1.5,-2.0,-1.0,-1.0,3.0,-11.0,-11.0,3.0,mid,mid
411000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9951.0,4,1,aggr_buy,9935.0,9951.0,8.0,16.0,1,0,2.0,-1.0,2.0,8.0,3.0,8.0,5.0,-6.0,5.0,mid,wide
411200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5236.0,7,1,aggr_buy,5231.0,5236.0,2.5,5.0,1,0,0.0,0.0,1.5,0.5,0.5,9.0,-6.0,-6.0,10.0,mid,mid
411300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5236.0,7,1,aggr_buy,5231.0,5236.0,2.5,5.0,1,0,-1.0,-1.0,-1.0,0.0,0.0,7.0,-4.5,-4.5,11.5,mid,mid
411400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9952.0,3,1,aggr_buy,9936.0,9952.0,8.0,16.0,1,0,-2.0,1.0,-2.0,3.0,1.0,3.0,11.0,-4.0,11.0,mid,wide
412300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9953.0,2,1,aggr_buy,9937.0,9953.0,8.0,16.0,1,0,5.0,2.0,5.0,5.0,1.0,5.0,9.0,-3.5,9.0,mid,wide
414000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9962.0,2,1,aggr_buy,9946.0,9962.0,8.0,16.0,1,0,1.0,2.0,1.0,0.0,-2.0,0.0,1.0,-3.0,1.0,mid,wide
414400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9945.0,3,1,aggr_sell,9945.0,9961.0,8.0,16.0,1,0,-4.0,1.0,-4.0,1.0,-2.0,1.0,-3.5,-3.5,-3.5,mid,wide
414800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9940.0,3,1,aggr_sell,9940.0,9956.0,8.0,16.0,1,0,8.5,-3.0,8.5,13.0,-5.0,13.0,7.5,-5.0,7.5,mid,wide
415700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5234.0,3,1,aggr_buy,5229.0,5234.0,2.5,5.0,1,0,2.0,2.0,-2.0,0.0,0.0,1.0,4.0,4.0,6.0,mid,mid
419700,Mark 38,Mark 14,VEV_4000,XIRECS,1241.0,1,1,aggr_buy,1220.0,1241.0,10.5,21.0,1,0,-3.0,-3.0,0.5,-2.0,-2.0,7.0,0.0,0.0,-6.0,mid,wide
419900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5231.0,6,1,aggr_buy,5226.0,5231.0,2.5,5.0,1,0,-1.5,-1.5,1.5,0.5,0.5,7.5,2.0,2.0,-7.5,mid,mid
421500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9946.0,3,1,aggr_sell,9946.0,9962.0,8.0,16.0,1,0,-3.0,1.5,-3.0,2.0,2.0,2.0,-17.0,1.5,-17.0,mid,wide
424500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5235.0,7,1,aggr_buy,5230.0,5235.0,2.5,5.0,1,0,2.0,2.0,4.0,2.0,2.0,2.0,-2.0,-2.0,-29.0,mid,mid
425400,Mark 38,Mark 14,VEV_4000,XIRECS,1246.0,1,1,aggr_buy,1226.0,1246.0,10.0,20.0,1,0,-2.0,-4.0,-3.0,-1.0,-1.0,-8.0,-2.0,-5.5,-38.0,mid,wide
426800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,8,1,aggr_sell,5232.0,5237.0,2.5,5.0,1,0,0.0,0.0,0.0,-3.5,-3.5,-13.0,0.5,0.5,-30.0,mid,mid
427000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9950.0,2,1,aggr_sell,9950.0,9966.0,8.0,16.0,1,0,-5.0,-0.5,-5.0,-16.0,-2.0,-16.0,-34.0,-2.0,-34.0,mid,wide
427600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5237.0,8,1,aggr_buy,5232.0,5237.0,2.5,5.0,1,0,-3.0,-3.0,-7.0,-4.0,-4.0,-8.0,-3.0,-3.0,-31.0,mid,mid
428000,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,2,1,aggr_sell,13.0,14.0,0.5,1.0,4,1,0.0,-3.0,-6.0,0.0,-2.0,-10.0,0.0,0.5,-25.0,mid,tight
