timestamp;true_fv;side;depth_slot;price;volume;offset_fv;offset_rf;offset_int;cross_label
27000;10000.5957031250;bid;2;9990;26;-10.5957031250;-11;-11;bid_passive
27000;10000.5957031250;ask;1;10009;11;8.4042968750;8;8;ask_passive
27000;10000.5957031250;ask;2;10011;26;10.4042968750;10;10;ask_passive
27100;10000.8544921875;bid;1;9993;10;-7.8544921875;-8;-8;bid_passive
27100;10000.8544921875;bid;2;9990;21;-10.8544921875;-11;-11;bid_passive
27100;10000.8544921875;ask;1;10009;10;8.1455078125;8;8;ask_passive
27200;10000.1601562500;bid;1;9990;22;-10.1601562500;-10;-10;bid_passive
27200;10000.1601562500;ask;1;10008;13;7.8398437500;8;8;ask_passive
27200;10000.1601562500;ask;2;10011;22;10.8398437500;11;11;ask_passive
27300;9999.5419921875;bid;1;9992;10;-7.5419921875;-8;-8;bid_passive
27300;9999.5419921875;ask;1;10008;10;8.4580078125;8;8;ask_passive
27300;9999.5419921875;ask;2;10010;26;10.4580078125;10;10;ask_passive
27400;9999.7207031250;bid;1;9992;15;-7.7207031250;-8;-8;bid_passive
27400;9999.7207031250;ask;1;10008;15;8.2792968750;8;8;ask_passive
27400;9999.7207031250;ask;2;10010;27;10.2792968750;10;10;ask_passive
27500;9999.3457031250;bid;1;9989;26;-10.3457031250;-10;-10;bid_passive
27500;9999.3457031250;ask;1;10007;10;7.6542968750;8;8;ask_passive
27500;9999.3457031250;ask;2;10010;26;10.6542968750;11;11;ask_passive
27600;9999.5849609375;bid;1;9989;25;-10.5849609375;-11;-11;bid_passive
27600;9999.5849609375;ask;1;10008;11;8.4150390625;8;8;ask_passive
27600;9999.5849609375;ask;2;10010;25;10.4150390625;10;10;ask_passive
27700;9999.6669921875;bid;1;9992;10;-7.6669921875;-8;-8;bid_passive
27700;9999.6669921875;bid;2;9989;22;-10.6669921875;-11;-11;bid_passive
27700;9999.6669921875;ask;1;10008;10;8.3330078125;8;8;ask_passive
27700;9999.6669921875;ask;2;10010;22;10.3330078125;10;10;ask_passive
27800;9999.8798828125;bid;1;9992;15;-7.8798828125;-8;-8;bid_passive
27800;9999.8798828125;bid;2;9989;22;-10.8798828125;-11;-11;bid_passive
27800;9999.8798828125;ask;1;10008;15;8.1201171875;8;8;ask_passive
27800;9999.8798828125;ask;2;10010;22;10.1201171875;10;10;ask_passive
27900;9999.7509765625;bid;1;9992;14;-7.7509765625;-8;-8;bid_passive
27900;9999.7509765625;bid;2;9989;22;-10.7509765625;-11;-11;bid_passive
27900;9999.7509765625;ask;1;10008;14;8.2490234375;8;8;ask_passive
27900;9999.7509765625;ask;2;10010;22;10.2490234375;10;10;ask_passive
28000;9999.9199218750;bid;1;9992;15;-7.9199218750;-8;-8;bid_passive
28000;9999.9199218750;bid;2;9989;26;-10.9199218750;-11;-11;bid_passive
28000;9999.9199218750;ask;1;10008;15;8.0800781250;8;8;ask_passive
28000;9999.9199218750;ask;2;10010;26;10.0800781250;10;10;ask_passive
28100;10000.1982421875;bid;1;9992;11;-8.1982421875;-8;-8;bid_passive
28100;10000.1982421875;bid;2;9990;22;-10.1982421875;-10;-10;bid_passive
28100;10000.1982421875;ask;1;10008;11;7.8017578125;8;8;ask_passive
28100;10000.1982421875;ask;2;10011;22;10.8017578125;11;11;ask_passive
28200;10000.0810546875;bid;1;9992;11;-8.0810546875;-8;-8;bid_passive
28200;10000.0810546875;bid;2;9990;23;-10.0810546875;-10;-10;bid_passive
28200;10000.0810546875;ask;1;10008;11;7.9189453125;8;8;ask_passive
28200;10000.0810546875;ask;2;10011;23;10.9189453125;11;11;ask_passive
28300;9999.8701171875;bid;1;9992;13;-7.8701171875;-8;-8;bid_passive
28300;9999.8701171875;ask;1;10008;13;8.1298828125;8;8;ask_passive
28400;9999.7539062500;bid;1;9992;10;-7.7539062500;-8;-8;bid_passive
28400;9999.7539062500;ask;1;10008;10;8.2460937500;8;8;ask_passive
28400;9999.7539062500;ask;2;10010;21;10.2460937500;10;10;ask_passive
28500;9999.5244140625;bid;1;9992;11;-7.5244140625;-8;-8;bid_passive
28500;9999.5244140625;bid;2;9989;26;-10.5244140625;-11;-11;bid_passive
28500;9999.5244140625;ask;1;10001;5;1.4755859375;1;1;ask_passive
28500;9999.5244140625;ask;2;10008;11;8.4755859375;8;8;ask_passive
28600;9999.2089843750;bid;1;9991;15;-8.2089843750;-8;-8;bid_passive
28600;9999.2089843750;bid;2;9989;28;-10.2089843750;-10;-10;bid_passive
28600;9999.2089843750;ask;1;10007;15;7.7910156250;8;8;ask_passive
28700;9999.1982421875;bid;1;9991;11;-8.1982421875;-8;-8;bid_passive
28700;9999.1982421875;bid;2;9989;27;-10.1982421875;-10;-10;bid_passive
28700;9999.1982421875;ask;1;10007;11;7.8017578125;8;8;ask_passive
28700;9999.1982421875;ask;2;10010;27;10.8017578125;11;11;ask_passive
28800;9998.8242187500;bid;1;9991;15;-7.8242187500;-8;-8;bid_passive
28800;9998.8242187500;bid;2;9988;30;-10.8242187500;-11;-11;bid_passive
28800;9998.8242187500;ask;1;10007;15;8.1757812500;8;8;ask_passive
28900;9998.8789062500;bid;1;9991;14;-7.8789062500;-8;-8;bid_passive
28900;9998.8789062500;ask;1;10007;14;8.1210937500;8;8;ask_passive
29000;9999.0898437500;bid;1;9991;10;-8.0898437500;-8;-8;bid_passive
29000;9999.0898437500;ask;1;10007;10;7.9101562500;8;8;ask_passive
29000;9999.0898437500;ask;2;10010;25;10.9101562500;11;11;ask_passive
29100;9999.1279296875;bid;1;9989;30;-10.1279296875;-10;-10;bid_passive
29100;9999.1279296875;ask;1;10007;11;7.8720703125;8;8;ask_passive
29100;9999.1279296875;ask;2;10010;30;10.8720703125;11;11;ask_passive
29200;9998.9501953125;bid;1;9991;14;-7.9501953125;-8;-8;bid_passive
29200;9998.9501953125;bid;2;9988;20;-10.9501953125;-11;-11;bid_passive
29300;9998.6611328125;bid;1;9991;11;-7.6611328125;-8;-8;bid_passive
29300;9998.6611328125;bid;2;9988;21;-10.6611328125;-11;-11;bid_passive
29300;9998.6611328125;ask;1;10007;11;8.3388671875;8;8;ask_passive
29300;9998.6611328125;ask;2;10009;21;10.3388671875;10;10;ask_passive
29400;9999.0205078125;bid;1;9989;24;-10.0205078125;-10;-10;bid_passive
29400;9999.0205078125;ask;1;10007;15;7.9794921875;8;8;ask_passive
29400;9999.0205078125;ask;2;10010;24;10.9794921875;11;11;ask_passive
29500;9998.9882812500;bid;1;9991;14;-7.9882812500;-8;-8;bid_passive
29500;9998.9882812500;bid;2;9988;23;-10.9882812500;-11;-11;bid_passive
29500;9998.9882812500;ask;1;10007;14;8.0117187500;8;8;ask_passive
29500;9998.9882812500;ask;2;10009;23;10.0117187500;10;10;ask_passive
29600;9998.7187500000;bid;1;9991;10;-7.7187500000;-8;-8;bid_passive
29600;9998.7187500000;bid;2;9988;27;-10.7187500000;-11;-11;bid_passive
29600;9998.7187500000;ask;1;10007;10;8.2812500000;8;8;ask_passive
29600;9998.7187500000;ask;2;10009;27;10.2812500000;10;10;ask_passive
29700;9998.9824218750;bid;1;9991;12;-7.9824218750;-8;-8;bid_passive
29700;9998.9824218750;bid;2;9988;29;-10.9824218750;-11;-11;bid_passive
29700;9998.9824218750;ask;1;10007;12;8.0175781250;8;8;ask_passive
29800;9999.0498046875;bid;1;9991;15;-8.0498046875;-8;-8;bid_passive
29800;9999.0498046875;ask;1;10007;15;7.9501953125;8;8;ask_passive
29800;9999.0498046875;ask;2;10010;23;10.9501953125;11;11;ask_passive
29900;9999.2128906250;bid;1;9991;12;-8.2128906250;-8;-8;bid_passive
29900;9999.2128906250;bid;2;9989;25;-10.2128906250;-10;-10;bid_passive
29900;9999.2128906250;ask;1;10010;25;10.7871093750;11;11;ask_passive
30000;9999.1474609375;bid;1;9991;13;-8.1474609375;-8;-8;bid_passive
30000;9999.1474609375;ask;1;10007;13;7.8525390625;8;8;ask_passive
30000;9999.1474609375;ask;2;10010;26;10.8525390625;11;11;ask_passive
30100;9999.3613281250;bid;1;9989;28;-10.3613281250;-10;-10;bid_passive
30100;9999.3613281250;ask;1;10007;13;7.6386718750;8;8;ask_passive
30100;9999.3613281250;ask;2;10010;28;10.6386718750;11;11;ask_passive
30200;9999.5224609375;bid;1;9992;13;-7.5224609375;-8;-8;bid_passive
30200;9999.5224609375;bid;2;9989;24;-10.5224609375;-11;-11;bid_passive
30200;9999.5224609375;ask;1;10008;13;8.4775390625;8;8;ask_passive
30200;9999.5224609375;ask;2;10010;24;10.4775390625;10;10;ask_passive
30300;9999.8242187500;bid;1;9992;13;-7.8242187500;-8;-8;bid_passive
30300;9999.8242187500;ask;1;10008;13;8.1757812500;8;8;ask_passive
30300;9999.8242187500;ask;2;10010;23;10.1757812500;10;10;ask_passive
30400;10000.1015625000;bid;1;9992;15;-8.1015625000;-8;-8;bid_passive
30400;10000.1015625000;bid;2;9990;24;-10.1015625000;-10;-10;bid_passive
30400;10000.1015625000;ask;1;10011;24;10.8984375000;11;11;ask_passive
30500;9999.8076171875;bid;1;9989;20;-10.8076171875;-11;-11;bid_passive
30500;9999.8076171875;ask;1;10008;12;8.1923828125;8;8;ask_passive
30500;9999.8076171875;ask;2;10010;20;10.1923828125;10;10;ask_passive
30600;9999.8496093750;bid;1;9992;13;-7.8496093750;-8;-8;bid_passive
30600;9999.8496093750;ask;1;10008;13;8.1503906250;8;8;ask_passive
30700;10000.3457031250;bid;1;9992;15;-8.3457031250;-8;-8;bid_passive
30700;10000.3457031250;bid;2;9990;24;-10.3457031250;-10;-10;bid_passive
30700;10000.3457031250;ask;1;10008;15;7.6542968750;8;8;ask_passive
30700;10000.3457031250;ask;2;10011;24;10.6542968750;11;11;ask_passive
30800;10000.6826171875;bid;1;9993;13;-7.6826171875;-8;-8;bid_passive
30800;10000.6826171875;bid;2;9990;29;-10.6826171875;-11;-11;bid_passive
30800;10000.6826171875;ask;1;10009;13;8.3173828125;8;8;ask_passive
30800;10000.6826171875;ask;2;10011;29;10.3173828125;10;10;ask_passive
30900;10000.4453125000;bid;1;9992;14;-8.4453125000;-8;-8;bid_passive
30900;10000.4453125000;bid;2;9990;24;-10.4453125000;-10;-10;bid_passive
30900;10000.4453125000;ask;1;10011;24;10.5546875000;11;11;ask_passive
31000;10000.4687500000;bid;1;9992;14;-8.4687500000;-8;-8;bid_passive
31000;10000.4687500000;bid;2;9990;30;-10.4687500000;-10;-10;bid_passive
31000;10000.4687500000;ask;1;10008;14;7.5312500000;8;8;ask_passive
31000;10000.4687500000;ask;2;10011;30;10.5312500000;11;11;ask_passive
31100;10000.8837890625;bid;1;9993;13;-7.8837890625;-8;-8;bid_passive
31100;10000.8837890625;ask;1;10009;13;8.1162109375;8;8;ask_passive
31100;10000.8837890625;ask;2;10011;26;10.1162109375;10;10;ask_passive
31200;10000.4824218750;bid;1;9992;15;-8.4824218750;-8;-8;bid_passive
31200;10000.4824218750;bid;2;9990;26;-10.4824218750;-10;-10;bid_passive
31200;10000.4824218750;ask;1;10008;15;7.5175781250;8;8;ask_passive
31200;10000.4824218750;ask;2;10011;26;10.5175781250;11;11;ask_passive
31300;10000.6025390625;bid;1;9993;15;-7.6025390625;-8;-8;bid_passive
31300;10000.6025390625;bid;2;9990;26;-10.6025390625;-11;-11;bid_passive
31300;10000.6025390625;ask;1;10009;15;8.3974609375;8;8;ask_passive
31300;10000.6025390625;ask;2;10011;26;10.3974609375;10;10;ask_passive
31400;10000.3027343750;bid;1;9992;12;-8.3027343750;-8;-8;bid_passive
31400;10000.3027343750;bid;2;9990;23;-10.3027343750;-10;-10;bid_passive
31500;10000.1064453125;bid;1;9992;12;-8.1064453125;-8;-8;bid_passive
31500;10000.1064453125;bid;2;9990;26;-10.1064453125;-10;-10;bid_passive
31500;10000.1064453125;ask;1;10008;12;7.8935546875;8;8;ask_passive
31500;10000.1064453125;ask;2;10011;26;10.8935546875;11;11;ask_passive
31600;9999.6806640625;bid;1;9992;12;-7.6806640625;-8;-8;bid_passive
31600;9999.6806640625;bid;2;9989;20;-10.6806640625;-11;-11;bid_passive
31600;9999.6806640625;ask;1;10008;12;8.3193359375;8;8;ask_passive
31600;9999.6806640625;ask;2;10010;20;10.3193359375;10;10;ask_passive
31700;9999.5800781250;bid;1;9989;20;-10.5800781250;-11;-11;bid_passive
31700;9999.5800781250;ask;1;10010;20;10.4199218750;10;10;ask_passive
31800;9999.2138671875;ask;1;10010;29;10.7861328125;11;11;ask_passive
31900;9999.3974609375;bid;1;9991;10;-8.3974609375;-8;-8;bid_passive
31900;9999.3974609375;bid;2;9989;27;-10.3974609375;-10;-10;bid_passive
31900;9999.3974609375;ask;1;10007;10;7.6025390625;8;8;ask_passive
32000;9999.5771484375;bid;1;9992;11;-7.5771484375;-8;-8;bid_passive
32000;9999.5771484375;ask;1;10008;11;8.4228515625;8;8;ask_passive
32000;9999.5771484375;ask;2;10010;27;10.4228515625;10;10;ask_passive
32100;9999.6367187500;bid;1;9992;13;-7.6367187500;-8;-8;bid_passive
32100;9999.6367187500;ask;1;10008;13;8.3632812500;8;8;ask_passive
32100;9999.6367187500;ask;2;10010;20;10.3632812500;10;10;ask_passive
32200;9999.9287109375;bid;1;9992;12;-7.9287109375;-8;-8;bid_passive
32200;9999.9287109375;ask;1;10008;12;8.0712890625;8;8;ask_passive
32300;10000.3974609375;ask;1;10008;10;7.6025390625;8;8;ask_passive
32300;10000.3974609375;ask;2;10011;27;10.6025390625;11;11;ask_passive
32400;10000.6269531250;bid;1;9993;12;-7.6269531250;-8;-8;bid_passive
32400;10000.6269531250;bid;2;9990;28;-10.6269531250;-11;-11;bid_passive
32400;10000.6269531250;ask;1;10009;12;8.3730468750;8;8;ask_passive
32400;10000.6269531250;ask;2;10011;28;10.3730468750;10;10;ask_passive
32500;10000.5869140625;bid;1;9993;15;-7.5869140625;-8;-8;bid_passive
32500;10000.5869140625;bid;2;9990;29;-10.5869140625;-11;-11;bid_passive
32500;10000.5869140625;ask;1;10011;29;10.4130859375;10;10;ask_passive
32600;10000.7783203125;bid;1;9993;14;-7.7783203125;-8;-8;bid_passive
32600;10000.7783203125;bid;2;9990;23;-10.7783203125;-11;-11;bid_passive
32600;10000.7783203125;ask;1;10009;14;8.2216796875;8;8;ask_passive
32600;10000.7783203125;ask;2;10011;23;10.2216796875;10;10;ask_passive
32700;10000.6416015625;bid;1;9993;11;-7.6416015625;-8;-8;bid_passive
32700;10000.6416015625;bid;2;9990;21;-10.6416015625;-11;-11;bid_passive
32700;10000.6416015625;ask;1;10009;11;8.3583984375;8;8;ask_passive
32800;10000.4326171875;bid;1;9992;12;-8.4326171875;-8;-8;bid_passive
32800;10000.4326171875;ask;1;9998;9;-2.4326171875;-2;-2;ask_cross
32800;10000.4326171875;ask;2;10008;12;7.5673828125;8;8;ask_passive
32800;10000.4326171875;ask;3;10011;24;10.5673828125;11;11;ask_passive
32900;9999.9667968750;bid;1;9992;10;-7.9667968750;-8;-8;bid_passive
32900;9999.9667968750;bid;2;9989;28;-10.9667968750;-11;-11;bid_passive
32900;9999.9667968750;ask;1;10008;10;8.0332031250;8;8;ask_passive
32900;9999.9667968750;ask;2;10010;28;10.0332031250;10;10;ask_passive
33000;10000.0869140625;bid;1;9990;22;-10.0869140625;-10;-10;bid_passive
33000;10000.0869140625;ask;1;10002;5;1.9130859375;2;2;ask_passive
33000;10000.0869140625;ask;2;10008;10;7.9130859375;8;8;ask_passive
33000;10000.0869140625;ask;3;10011;22;10.9130859375;11;11;ask_passive
33100;10000.1240234375;bid;1;9992;10;-8.1240234375;-8;-8;bid_passive
33100;10000.1240234375;bid;2;9990;21;-10.1240234375;-10;-10;bid_passive
33100;10000.1240234375;ask;1;10008;10;7.8759765625;8;8;ask_passive
33100;10000.1240234375;ask;2;10011;21;10.8759765625;11;11;ask_passive
33200;10000.3691406250;bid;1;9992;12;-8.3691406250;-8;-8;bid_passive
33200;10000.3691406250;bid;2;9990;27;-10.3691406250;-10;-10;bid_passive
33200;10000.3691406250;ask;1;10008;12;7.6308593750;8;8;ask_passive
33200;10000.3691406250;ask;2;10011;27;10.6308593750;11;11;ask_passive
33300;10001.4160156250;ask;1;10009;13;7.5839843750;8;8;ask_passive
33300;10001.4160156250;ask;2;10012;25;10.5839843750;11;11;ask_passive
33400;10001.2519531250;bid;1;9993;13;-8.2519531250;-8;-8;bid_passive
33400;10001.2519531250;bid;2;9991;20;-10.2519531250;-10;-10;bid_passive
33400;10001.2519531250;ask;1;9999;9;-2.2519531250;-2;-2;ask_cross
33400;10001.2519531250;ask;2;10009;13;7.7480468750;8;8;ask_passive
33400;10001.2519531250;ask;3;10012;20;10.7480468750;11;11;ask_passive
33500;10000.8320312500;bid;1;9990;25;-10.8320312500;-11;-11;bid_passive
33600;10001.4931640625;bid;1;9993;10;-8.4931640625;-8;-8;bid_passive
33600;10001.4931640625;bid;2;9991;26;-10.4931640625;-10;-10;bid_passive
33600;10001.4931640625;ask;1;10009;10;7.5068359375;8;8;ask_passive
33700;10002.1748046875;bid;1;9994;13;-8.1748046875;-8;-8;bid_passive
33700;10002.1748046875;ask;1;10010;13;7.8251953125;8;8;ask_passive
33700;10002.1748046875;ask;2;10013;27;10.8251953125;11;11;ask_passive
33800;10002.4033203125;bid;1;9994;12;-8.4033203125;-8;-8;bid_passive
33800;10002.4033203125;ask;1;10010;12;7.5966796875;8;8;ask_passive
33800;10002.4033203125;ask;2;10013;24;10.5966796875;11;11;ask_passive
33900;10002.0800781250;bid;1;9994;10;-8.0800781250;-8;-8;bid_passive
33900;10002.0800781250;bid;2;9992;20;-10.0800781250;-10;-10;bid_passive
33900;10002.0800781250;ask;1;10010;10;7.9199218750;8;8;ask_passive
34000;10001.9062500000;bid;1;9994;11;-7.9062500000;-8;-8;bid_passive
34000;10001.9062500000;bid;2;9991;25;-10.9062500000;-11;-11;bid_passive
34000;10001.9062500000;ask;1;10010;11;8.0937500000;8;8;ask_passive
34000;10001.9062500000;ask;2;10012;25;10.0937500000;10;10;ask_passive
34100;10001.9394531250;bid;1;9994;13;-7.9394531250;-8;-8;bid_passive
34100;10001.9394531250;bid;2;9991;29;-10.9394531250;-11;-11;bid_passive
34100;10001.9394531250;ask;1;10010;13;8.0605468750;8;8;ask_passive
34100;10001.9394531250;ask;2;10012;29;10.0605468750;10;10;ask_passive
34200;10001.7451171875;bid;1;9994;14;-7.7451171875;-8;-8;bid_passive
34200;10001.7451171875;bid;2;9991;21;-10.7451171875;-11;-11;bid_passive
34200;10001.7451171875;ask;1;10010;14;8.2548828125;8;8;ask_passive
34200;10001.7451171875;ask;2;10012;21;10.2548828125;10;10;ask_passive
34300;10001.5380859375;bid;1;9994;10;-7.5380859375;-8;-8;bid_passive
34300;10001.5380859375;ask;1;10012;30;10.4619140625;10;10;ask_passive
34400;10001.7968750000;bid;1;9994;15;-7.7968750000;-8;-8;bid_passive
34400;10001.7968750000;ask;1;10012;25;10.2031250000;10;10;ask_passive
34500;10001.5537109375;bid;1;9994;15;-7.5537109375;-8;-8;bid_passive
34500;10001.5537109375;bid;2;9991;21;-10.5537109375;-11;-11;bid_passive
34500;10001.5537109375;ask;1;10010;15;8.4462890625;8;8;ask_passive
34500;10001.5537109375;ask;2;10012;21;10.4462890625;10;10;ask_passive
34600;10001.1054687500;bid;1;9991;20;-10.1054687500;-10;-10;bid_passive
34600;10001.1054687500;ask;1;10012;20;10.8945312500;11;11;ask_passive
34700;10001.3750000000;bid;1;9993;15;-8.3750000000;-8;-8;bid_passive
34700;10001.3750000000;ask;1;10012;29;10.6250000000;11;11;ask_passive
34800;10002.0439453125;bid;1;9992;27;-10.0439453125;-10;-10;bid_passive
34800;10002.0439453125;ask;1;10010;15;7.9560546875;8;8;ask_passive
34800;10002.0439453125;ask;2;10013;27;10.9560546875;11;11;ask_passive
34900;10001.7324218750;bid;1;9994;12;-7.7324218750;-8;-8;bid_passive
34900;10001.7324218750;bid;2;9991;26;-10.7324218750;-11;-11;bid_passive
34900;10001.7324218750;ask;1;10010;12;8.2675781250;8;8;ask_passive
34900;10001.7324218750;ask;2;10012;26;10.2675781250;10;10;ask_passive
35000;10002.0078125000;bid;1;9994;13;-8.0078125000;-8;-8;bid_passive
35000;10002.0078125000;bid;2;9992;24;-10.0078125000;-10;-10;bid_passive
35000;10002.0078125000;ask;1;10010;13;7.9921875000;8;8;ask_passive
35000;10002.0078125000;ask;2;10013;24;10.9921875000;11;11;ask_passive
35100;10001.9394531250;bid;1;9994;11;-7.9394531250;-8;-8;bid_passive
35100;10001.9394531250;bid;2;9991;20;-10.9394531250;-11;-11;bid_passive
35100;10001.9394531250;ask;1;10010;11;8.0605468750;8;8;ask_passive
35100;10001.9394531250;ask;2;10012;20;10.0605468750;10;10;ask_passive
35200;10002.0371093750;bid;1;9994;14;-8.0371093750;-8;-8;bid_passive
35200;10002.0371093750;bid;2;9992;20;-10.0371093750;-10;-10;bid_passive
35200;10002.0371093750;ask;1;10010;14;7.9628906250;8;8;ask_passive
35200;10002.0371093750;ask;2;10013;20;10.9628906250;11;11;ask_passive
35300;10002.2333984375;bid;1;9992;30;-10.2333984375;-10;-10;bid_passive
35300;10002.2333984375;ask;1;10010;15;7.7666015625;8;8;ask_passive
35300;10002.2333984375;ask;2;10013;30;10.7666015625;11;11;ask_passive
35400;10002.8310546875;bid;1;9995;12;-7.8310546875;-8;-8;bid_passive
35400;10002.8310546875;bid;2;9992;25;-10.8310546875;-11;-11;bid_passive
35400;10002.8310546875;ask;1;10011;12;8.1689453125;8;8;ask_passive
35400;10002.8310546875;ask;2;10013;25;10.1689453125;10;10;ask_passive
35500;10002.4414062500;bid;1;9994;13;-8.4414062500;-8;-8;bid_passive
35500;10002.4414062500;bid;2;9992;20;-10.4414062500;-10;-10;bid_passive
35500;10002.4414062500;ask;1;10010;13;7.5585937500;8;8;ask_passive
35600;10002.4570312500;bid;1;9994;13;-8.4570312500;-8;-8;bid_passive
35600;10002.4570312500;bid;2;9992;20;-10.4570312500;-10;-10;bid_passive
35600;10002.4570312500;ask;1;10010;13;7.5429687500;8;8;ask_passive
35600;10002.4570312500;ask;2;10013;20;10.5429687500;11;11;ask_passive
35700;10002.3828125000;bid;1;9994;11;-8.3828125000;-8;-8;bid_passive
35700;10002.3828125000;bid;2;9992;22;-10.3828125000;-10;-10;bid_passive
35700;10002.3828125000;ask;1;10010;11;7.6171875000;8;8;ask_passive
35700;10002.3828125000;ask;2;10013;22;10.6171875000;11;11;ask_passive
35800;10002.5527343750;bid;1;9992;26;-10.5527343750;-11;-11;bid_passive
35800;10002.5527343750;ask;1;10011;10;8.4472656250;8;8;ask_passive
35800;10002.5527343750;ask;2;10013;26;10.4472656250;10;10;ask_passive
35900;10002.2675781250;bid;1;9994;11;-8.2675781250;-8;-8;bid_passive
35900;10002.2675781250;ask;1;10010;11;7.7324218750;8;8;ask_passive
35900;10002.2675781250;ask;2;10013;20;10.7324218750;11;11;ask_passive
36000;10002.4335937500;bid;1;9994;14;-8.4335937500;-8;-8;bid_passive
36000;10002.4335937500;bid;2;9992;24;-10.4335937500;-10;-10;bid_passive
36000;10002.4335937500;ask;1;10010;14;7.5664062500;8;8;ask_passive
36000;10002.4335937500;ask;2;10013;24;10.5664062500;11;11;ask_passive
36100;10002.4394531250;bid;1;9994;15;-8.4394531250;-8;-8;bid_passive
36100;10002.4394531250;ask;1;10010;15;7.5605468750;8;8;ask_passive
36100;10002.4394531250;ask;2;10013;27;10.5605468750;11;11;ask_passive
36200;10002.1914062500;bid;1;9994;15;-8.1914062500;-8;-8;bid_passive
36200;10002.1914062500;bid;2;9992;29;-10.1914062500;-10;-10;bid_passive
36200;10002.1914062500;ask;1;10010;15;7.8085937500;8;8;ask_passive
36200;10002.1914062500;ask;2;10013;29;10.8085937500;11;11;ask_passive
36300;10002.2050781250;bid;1;9994;15;-8.2050781250;-8;-8;bid_passive
36300;10002.2050781250;bid;2;9992;20;-10.2050781250;-10;-10;bid_passive
36300;10002.2050781250;ask;1;10010;15;7.7949218750;8;8;ask_passive
36300;10002.2050781250;ask;2;10013;20;10.7949218750;11;11;ask_passive
36400;10002.2636718750;bid;1;9994;12;-8.2636718750;-8;-8;bid_passive
36400;10002.2636718750;bid;2;9992;25;-10.2636718750;-10;-10;bid_passive
36400;10002.2636718750;ask;1;10010;12;7.7363281250;8;8;ask_passive
36400;10002.2636718750;ask;2;10013;25;10.7363281250;11;11;ask_passive
36500;10002.3652343750;bid;1;9992;21;-10.3652343750;-10;-10;bid_passive
36500;10002.3652343750;ask;1;10010;15;7.6347656250;8;8;ask_passive
36500;10002.3652343750;ask;2;10013;21;10.6347656250;11;11;ask_passive
36600;10001.3662109375;bid;1;9991;23;-10.3662109375;-10;-10;bid_passive
36600;10001.3662109375;ask;1;10009;15;7.6337890625;8;8;ask_passive
36700;10001.1455078125;bid;1;9993;12;-8.1455078125;-8;-8;bid_passive
36700;10001.1455078125;bid;2;9991;27;-10.1455078125;-10;-10;bid_passive
36700;10001.1455078125;ask;1;10009;12;7.8544921875;8;8;ask_passive
36800;10001.5742187500;bid;1;9994;12;-7.5742187500;-8;-8;bid_passive
36800;10001.5742187500;bid;2;9991;21;-10.5742187500;-11;-11;bid_passive
36800;10001.5742187500;ask;1;10010;12;8.4257812500;8;8;ask_passive
36900;10002.2216796875;bid;1;9992;23;-10.2216796875;-10;-10;bid_passive
37000;10002.7304687500;bid;1;9992;28;-10.7304687500;-11;-11;bid_passive
37000;10002.7304687500;ask;1;10011;11;8.2695312500;8;8;ask_passive
37000;10002.7304687500;ask;2;10013;28;10.2695312500;10;10;ask_passive
37100;10002.0937500000;bid;1;9994;14;-8.0937500000;-8;-8;bid_passive
37100;10002.0937500000;ask;1;10010;14;7.9062500000;8;8;ask_passive
37200;10002.3134765625;bid;1;9994;15;-8.3134765625;-8;-8;bid_passive
37200;10002.3134765625;bid;2;9992;24;-10.3134765625;-10;-10;bid_passive
37200;10002.3134765625;ask;1;10010;15;7.6865234375;8;8;ask_passive
37200;10002.3134765625;ask;2;10013;24;10.6865234375;11;11;ask_passive
37300;10001.5341796875;bid;1;9994;11;-7.5341796875;-8;-8;bid_passive
37300;10001.5341796875;bid;2;9991;29;-10.5341796875;-11;-11;bid_passive
37300;10001.5341796875;ask;1;10010;11;8.4658203125;8;8;ask_passive
37300;10001.5341796875;ask;2;10012;29;10.4658203125;10;10;ask_passive
37400;10000.9277343750;bid;1;9990;20;-10.9277343750;-11;-11;bid_passive
37400;10000.9277343750;ask;1;10011;20;10.0722656250;10;10;ask_passive
37500;10000.8037109375;bid;1;9993;15;-7.8037109375;-8;-8;bid_passive
37600;10000.6933593750;bid;1;9990;24;-10.6933593750;-11;-11;bid_passive
37600;10000.6933593750;ask;1;10009;12;8.3066406250;8;8;ask_passive
37600;10000.6933593750;ask;2;10011;24;10.3066406250;10;10;ask_passive
37700;10000.8105468750;bid;1;9993;12;-7.8105468750;-8;-8;bid_passive
37700;10000.8105468750;bid;2;9990;21;-10.8105468750;-11;-11;bid_passive
37700;10000.8105468750;ask;1;10009;12;8.1894531250;8;8;ask_passive
37800;10000.5312500000;bid;1;10002;8;1.4687500000;1;1;bid_cross
37800;10000.5312500000;bid;2;9993;11;-7.5312500000;-8;-8;bid_passive
37800;10000.5312500000;bid;3;9990;25;-10.5312500000;-11;-11;bid_passive
37800;10000.5312500000;ask;1;10009;11;8.4687500000;8;8;ask_passive
37800;10000.5312500000;ask;2;10011;25;10.4687500000;10;10;ask_passive
37900;10000.3339843750;bid;1;9992;11;-8.3339843750;-8;-8;bid_passive
37900;10000.3339843750;bid;2;9990;27;-10.3339843750;-10;-10;bid_passive
37900;10000.3339843750;ask;1;10008;11;7.6660156250;8;8;ask_passive
