timestamp,buyer,seller,symbol,currency,price,quantity,day,product,mid,bid1,ask1,book_spread,aggr,spr_b,hour_b,agg_party,agg_role,fwd_5_sym,fwd_5_ex,fwd_20_sym,fwd_20_ex,fwd_100_sym,fwd_100_ex,cell_n,cell_mean_fwd20,resid20
489700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5237.0,6,1,VELVETFRUIT_EXTRACT,5239.5,5237,5242,5,sell_aggr,mid,h0_7,Mark 55,seller,1.5,1.5,5.0,5.0,4.0,4.0,302,-0.2947019867549669,5.2947019867549665
489700,Mark 01,Mark 22,VEV_5300,XIRECS,43.0,4,1,VEV_5300,44.0,43,45,2,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.5,2.0,5.0,1.0,4.0,132,-0.12121212121212122,2.121212121212121
489700,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,VEV_5400,14.5,14,15,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.5,1.0,5.0,0.5,4.0,263,0.039923954372623575,0.9600760456273765
489700,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,VEV_5500,5.5,5,6,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.5,0.5,5.0,0.0,4.0,299,0.02508361204013378,0.47491638795986624
489700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.5,0.0,5.0,0.0,4.0,317,0.0,0.0
489700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.5,0.0,5.0,0.0,4.0,317,0.0,0.0
490900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5246.0,5,1,VELVETFRUIT_EXTRACT,5243.5,5241,5246,5,buy_aggr,mid,h0_7,Mark 55,buyer,1.0,1.0,0.0,0.0,2.0,2.0,328,0.5746951219512195,-0.5746951219512195
491100,Mark 14,Mark 38,VEV_4000,XIRECS,1233.0,3,1,VEV_4000,1243.5,1233,1254,21,sell_aggr,wide,h0_7,Mark 38,seller,1.5,1.5,-2.0,-2.0,2.0,2.0,232,-0.1788793103448276,-1.8211206896551724
492100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5241.0,5,1,VELVETFRUIT_EXTRACT,5243.5,5241,5246,5,sell_aggr,mid,h0_7,Mark 55,seller,0.5,0.5,-3.0,-3.0,7.0,7.0,302,-0.2947019867549669,-2.705298013245033
493900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5237.0,3,1,VELVETFRUIT_EXTRACT,5239.5,5237,5242,5,sell_aggr,mid,h0_7,Mark 55,seller,0.0,0.0,0.0,0.0,10.0,10.0,249,-0.09839357429718876,0.09839357429718876
494500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9975.0,4,1,HYDROGEL_PACK,9967.0,9959,9975,16,buy_aggr,wide,h0_7,Mark 38,buyer,2.0,-2.0,15.0,3.0,37.0,16.0,507,-0.3530571992110454,15.353057199211046
494700,Mark 14,Mark 38,VEV_4000,XIRECS,1228.0,2,1,VEV_4000,1238.5,1228,1249,21,sell_aggr,wide,h0_7,Mark 38,seller,-1.0,-1.0,3.0,1.5,16.0,16.0,232,-0.1788793103448276,3.1788793103448274
495300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9964.0,5,1,HYDROGEL_PACK,9972.0,9964,9980,16,sell_aggr,wide,h0_7,Mark 38,seller,7.0,0.5,9.0,2.0,34.0,15.0,496,0.23387096774193547,8.766129032258064
496200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,5,1,VELVETFRUIT_EXTRACT,5241.5,5239,5244,5,sell_aggr,mid,h0_7,Mark 55,seller,-1.5,-1.5,-2.0,-2.0,15.0,15.0,302,-0.2947019867549669,-1.705298013245033
496300,Mark 14,Mark 38,VEV_4000,XIRECS,1230.0,2,1,VEV_4000,1240.5,1230,1251,21,sell_aggr,wide,h0_7,Mark 38,seller,0.0,0.0,1.0,1.0,15.0,15.0,232,-0.1788793103448276,1.1788793103448276
498200,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5241.0,5,1,VELVETFRUIT_EXTRACT,5239.5,5239,5240,1,buy_aggr,tight,h0_7,Mark 22,buyer,3.0,3.0,3.0,3.0,23.0,23.0,6,3.5,-0.5
498400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,VELVETFRUIT_EXTRACT,5240.5,5238,5243,5,sell_aggr,mid,h0_7,Mark 55,seller,2.0,2.0,3.0,3.0,22.0,22.0,302,-0.2947019867549669,3.294701986754967
499900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9990.0,6,1,HYDROGEL_PACK,9998.0,9990,10006,16,sell_aggr,wide,h0_7,Mark 38,seller,-4.0,0.0,-5.0,6.0,15.0,19.0,496,0.23387096774193547,-5.233870967741935
500800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9987.0,4,1,HYDROGEL_PACK,9995.0,9987,10003,16,sell_aggr,wide,h0_7,Mark 38,seller,2.0,0.0,8.0,6.0,6.0,19.0,496,0.23387096774193547,7.766129032258065
501400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9987.0,6,1,HYDROGEL_PACK,9995.0,9987,10003,16,sell_aggr,wide,h0_7,Mark 38,seller,-2.0,4.0,9.0,5.0,9.0,20.0,496,0.23387096774193547,8.766129032258064
502000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9985.0,3,1,HYDROGEL_PACK,9993.0,9985,10001,16,sell_aggr,wide,h0_7,Mark 38,seller,4.0,3.0,10.0,1.5,14.0,17.0,496,0.23387096774193547,9.766129032258064
502700,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,VEV_5500,6.5,6,7,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,3.0,0.0,5.0,1.5,18.0,299,0.02508361204013378,-0.02508361204013378
502700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,3.0,0.0,5.0,0.0,18.0,317,0.0,0.0
502700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,3.0,0.0,5.0,0.0,18.0,317,0.0,0.0
503500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9994.0,6,1,HYDROGEL_PACK,10002.0,9994,10010,16,sell_aggr,wide,h0_7,Mark 38,seller,1.0,-0.5,-2.0,7.0,-3.0,13.0,496,0.23387096774193547,-2.2338709677419355
503500,Mark 14,Mark 38,VEV_4000,XIRECS,1240.0,3,1,VEV_4000,1250.5,1240,1261,21,sell_aggr,wide,h0_7,Mark 38,seller,-1.0,-0.5,7.0,7.0,13.0,13.0,232,-0.1788793103448276,7.178879310344827
505300,Mark 55,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5256.0,3,1,VELVETFRUIT_EXTRACT,5254.5,5253,5256,3,buy_aggr,mid,h0_7,Mark 55,buyer,3.0,3.0,6.0,6.0,13.0,13.0,3,4.5,1.5
506200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5254.0,5,1,VELVETFRUIT_EXTRACT,5256.5,5254,5259,5,sell_aggr,mid,h0_7,Mark 55,seller,2.0,2.0,6.0,6.0,11.0,11.0,302,-0.2947019867549669,6.2947019867549665
507200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10012.0,4,1,HYDROGEL_PACK,10004.0,9996,10012,16,buy_aggr,wide,h0_7,Mark 38,buyer,-4.0,-1.0,-2.0,0.0,15.0,0.0,507,-0.3530571992110454,-1.6469428007889546
507800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9992.0,6,1,HYDROGEL_PACK,10000.0,9992,10008,16,sell_aggr,wide,h0_7,Mark 38,seller,-1.5,0.5,14.0,0.0,9.0,-3.0,496,0.23387096774193547,13.766129032258064
509100,Mark 14,Mark 38,VEV_4000,XIRECS,1250.0,3,1,VEV_4000,1260.5,1250,1271,21,sell_aggr,wide,h0_7,Mark 38,seller,0.5,2.0,6.0,7.5,-3.5,-2.0,232,-0.1788793103448276,6.178879310344827
509700,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5260.0,13,1,VELVETFRUIT_EXTRACT,5259.5,5259,5260,1,buy_aggr,tight,h0_7,Mark 67,buyer,3.0,3.0,6.0,6.0,0.0,0.0,89,1.6348314606741574,4.365168539325842
509900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10005.0,5,1,HYDROGEL_PACK,10013.0,10005,10021,16,sell_aggr,wide,h0_7,Mark 38,seller,-9.0,1.0,-7.0,4.0,-2.0,-3.0,496,0.23387096774193547,-7.233870967741935
510100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10003.0,3,1,HYDROGEL_PACK,10011.0,10003,10019,16,sell_aggr,wide,h0_7,Mark 38,seller,-10.0,-0.5,-7.5,4.0,1.0,-5.0,496,0.23387096774193547,-7.733870967741935
513200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10010.0,5,1,HYDROGEL_PACK,10002.0,9994,10010,16,buy_aggr,wide,h0_7,Mark 38,buyer,-3.0,0.0,6.0,3.0,15.5,-6.0,507,-0.3530571992110454,6.353057199211046
514100,Mark 49,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5263.0,7,1,VELVETFRUIT_EXTRACT,5264.5,5263,5266,3,sell_aggr,mid,h0_7,Mark 22,seller,3.0,3.0,2.0,2.0,-6.0,-6.0,8,-3.75,5.75
514500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5265.0,6,1,VELVETFRUIT_EXTRACT,5267.5,5265,5270,5,sell_aggr,mid,h0_7,Mark 55,seller,1.0,1.0,-2.0,-2.0,-9.5,-9.5,302,-0.2947019867549669,-1.705298013245033
515200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10000.0,4,1,HYDROGEL_PACK,10008.0,10000,10016,16,sell_aggr,wide,h0_7,Mark 38,seller,3.0,0.0,11.0,-4.0,4.0,-8.0,496,0.23387096774193547,10.766129032258064
516800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5,1,VELVETFRUIT_EXTRACT,5263.5,5261,5266,5,sell_aggr,mid,h0_7,Mark 55,seller,0.0,0.0,-3.0,-3.0,-10.0,-10.0,302,-0.2947019867549669,-2.705298013245033
517900,Mark 14,Mark 38,VEV_4000,XIRECS,1249.0,1,1,VEV_4000,1259.5,1249,1270,21,sell_aggr,wide,h0_7,Mark 38,seller,-0.5,-0.5,0.0,0.0,-7.0,-7.0,232,-0.1788793103448276,0.1788793103448276
518800,Mark 38,Mark 14,VEV_4000,XIRECS,1271.0,1,1,VEV_4000,1260.5,1250,1271,21,buy_aggr,wide,h0_7,Mark 38,buyer,-4.0,-4.0,1.0,1.0,-7.0,-7.0,207,0.18840579710144928,0.8115942028985508
519000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10002.0,5,1,HYDROGEL_PACK,10010.0,10002,10018,16,sell_aggr,wide,h0_7,Mark 38,seller,1.0,0.0,5.5,1.0,12.0,-5.0,496,0.23387096774193547,5.266129032258065
519100,Mark 14,Mark 38,VEV_4000,XIRECS,1246.0,2,1,VEV_4000,1257.0,1246,1268,22,sell_aggr,wide,h0_7,Mark 38,seller,1.5,1.5,1.5,2.0,-3.5,-3.5,232,-0.1788793103448276,1.6788793103448276
519400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10017.0,2,1,HYDROGEL_PACK,10009.0,10001,10017,16,buy_aggr,wide,h0_7,Mark 38,buyer,2.0,2.0,5.0,1.0,17.0,-4.0,507,-0.3530571992110454,5.353057199211046
519500,Mark 01,Mark 22,VEV_5300,XIRECS,50.0,4,1,VEV_5300,51.0,50,52,2,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,0.0,-2.0,-5.0,132,-0.12121212121212122,0.12121212121212122
519500,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,VEV_5400,17.5,17,18,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,0.0,-1.0,-5.0,263,0.039923954372623575,-0.039923954372623575
519500,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,VEV_5500,7.0,6,8,2,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,0.0,-0.5,-5.0,299,0.02508361204013378,-0.02508361204013378
519500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,0.0,0.0,-5.0,317,0.0,0.0
519500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,0.0,0.0,-5.0,317,0.0,0.0
520400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10019.0,2,1,HYDROGEL_PACK,10011.0,10003,10019,16,buy_aggr,wide,h0_7,Mark 38,buyer,4.0,0.5,4.0,-1.5,6.0,-7.5,507,-0.3530571992110454,4.353057199211046
520500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5256.0,4,1,VELVETFRUIT_EXTRACT,5258.5,5256,5261,5,sell_aggr,mid,h0_7,Mark 55,seller,1.0,1.0,-1.0,-1.0,-7.0,-7.0,249,-0.09839357429718876,-0.9016064257028112
521100,Mark 14,Mark 38,VEV_4000,XIRECS,1248.0,2,1,VEV_4000,1258.5,1248,1269,21,sell_aggr,wide,h0_7,Mark 38,seller,1.0,0.5,-0.5,-1.0,-5.0,-6.0,232,-0.1788793103448276,-0.3211206896551724
521800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5265.0,3,1,VELVETFRUIT_EXTRACT,5262.5,5260,5265,5,buy_aggr,mid,h0_7,Mark 55,buyer,-2.0,-2.0,-2.0,-2.0,-11.0,-11.0,328,0.5746951219512195,-2.5746951219512195
523300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5262.0,3,1,VELVETFRUIT_EXTRACT,5259.0,5256,5262,6,buy_aggr,mid,h0_7,Mark 55,buyer,1.5,1.5,-1.5,-1.5,-13.0,-13.0,244,0.006147540983606557,-1.5061475409836065
524000,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,VEV_5400,17.5,17,18,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-1.5,-1.0,-5.0,-2.5,-13.0,263,0.039923954372623575,-1.0399239543726235
524000,Mark 14,Mark 22,VEV_5500,XIRECS,7.0,4,1,VEV_5500,7.5,7,8,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-1.5,-1.0,-5.0,-1.5,-13.0,7,-0.42857142857142855,-0.5714285714285714
524000,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-1.5,0.0,-5.0,0.0,-13.0,317,0.0,0.0
524000,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-1.5,0.0,-5.0,0.0,-13.0,317,0.0,0.0
524500,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5259.0,7,1,VELVETFRUIT_EXTRACT,5258.0,5257,5259,2,buy_aggr,tight,h0_7,Mark 67,buyer,1.5,1.5,-3.5,-3.5,-12.5,-12.5,75,2.026666666666667,-5.526666666666667
525500,Mark 14,Mark 38,VEV_4000,XIRECS,1247.0,1,1,VEV_4000,1257.5,1247,1268,21,sell_aggr,wide,h0_7,Mark 38,seller,-3.0,-1.5,-8.0,-6.0,-14.0,-12.5,232,-0.1788793103448276,-7.821120689655173
526200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5250.0,8,1,VELVETFRUIT_EXTRACT,5252.5,5250,5255,5,sell_aggr,mid,h0_7,Mark 55,seller,1.0,1.0,0.0,0.0,-10.0,-10.0,249,-0.09839357429718876,0.09839357429718876
526600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10021.0,4,1,HYDROGEL_PACK,10013.0,10005,10021,16,buy_aggr,wide,h0_7,Mark 38,buyer,-2.0,-6.0,12.0,-3.5,5.0,-13.5,507,-0.3530571992110454,12.353057199211046
527700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10021.0,6,1,HYDROGEL_PACK,10013.0,10005,10021,16,buy_aggr,wide,h0_7,Mark 38,buyer,8.0,0.0,12.0,0.5,7.0,-15.0,507,-0.3530571992110454,12.353057199211046
527700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5255.0,6,1,VELVETFRUIT_EXTRACT,5252.5,5250,5255,5,buy_aggr,mid,h0_7,Mark 55,buyer,0.0,0.0,0.5,0.5,-15.0,-15.0,328,0.5746951219512195,-0.07469512195121952
528600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5254.0,4,1,VELVETFRUIT_EXTRACT,5251.5,5249,5254,5,buy_aggr,mid,h0_7,Mark 55,buyer,2.0,2.0,1.0,1.0,-16.0,-16.0,328,0.5746951219512195,0.4253048780487805
529400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5256.0,4,1,VELVETFRUIT_EXTRACT,5253.5,5251,5256,5,buy_aggr,mid,h0_7,Mark 55,buyer,-2.0,-2.0,-1.0,-1.0,-16.0,-16.0,328,0.5746951219512195,-1.5746951219512195
530000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5249.0,6,1,VELVETFRUIT_EXTRACT,5250.0,5249,5251,2,sell_aggr,tight,h0_7,Mark 55,seller,1.5,1.5,-0.5,-0.5,-13.5,-13.5,11,2.3636363636363638,-2.8636363636363638
530300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10010.0,3,1,HYDROGEL_PACK,10018.0,10010,10026,16,sell_aggr,wide,h0_7,Mark 38,seller,5.0,-1.0,8.0,-4.0,4.0,-15.0,496,0.23387096774193547,7.766129032258065
530600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10010.0,5,1,HYDROGEL_PACK,10018.0,10010,10026,16,sell_aggr,wide,h0_7,Mark 38,seller,6.0,0.5,4.0,-2.0,6.0,-14.0,496,0.23387096774193547,3.7661290322580645
533100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10029.0,2,1,HYDROGEL_PACK,10021.0,10013,10029,16,buy_aggr,wide,h0_7,Mark 38,buyer,0.0,-1.0,-10.0,-5.0,-11.0,-13.0,507,-0.3530571992110454,-9.646942800788954
533400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10030.0,5,1,HYDROGEL_PACK,10022.0,10014,10030,16,buy_aggr,wide,h0_7,Mark 38,buyer,-4.0,-4.0,-8.0,-6.0,-11.0,-15.0,507,-0.3530571992110454,-7.646942800788954
534100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,3,1,VELVETFRUIT_EXTRACT,5246.5,5244,5249,5,sell_aggr,mid,h0_7,Mark 55,seller,-1.0,-1.0,-5.0,-5.0,-8.0,-8.0,302,-0.2947019867549669,-4.7052980132450335
534800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10018.0,3,1,HYDROGEL_PACK,10010.0,10002,10018,16,buy_aggr,wide,h0_7,Mark 38,buyer,3.0,1.0,9.0,-4.0,-6.0,-6.0,507,-0.3530571992110454,9.353057199211046
537500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10014.0,2,1,HYDROGEL_PACK,10022.0,10014,10030,16,sell_aggr,wide,h0_7,Mark 38,seller,-6.0,1.0,-11.0,-2.5,-5.0,-5.0,496,0.23387096774193547,-11.233870967741936
537500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5241.0,4,1,VELVETFRUIT_EXTRACT,5238.5,5236,5241,5,buy_aggr,mid,h0_7,Mark 55,buyer,1.0,1.0,-2.5,-2.5,-5.0,-5.0,244,0.006147540983606557,-2.5061475409836067
537900,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,6,1,VELVETFRUIT_EXTRACT,5240.5,5239,5242,3,sell_aggr,mid,h0_7,Mark 55,seller,-4.0,-4.0,-4.5,-4.5,-5.0,-5.0,18,0.5277777777777778,-5.027777777777778
538000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10024.0,2,1,HYDROGEL_PACK,10016.0,10008,10024,16,buy_aggr,wide,h0_7,Mark 38,buyer,-1.0,-4.0,3.0,-3.0,-1.0,-5.0,507,-0.3530571992110454,3.3530571992110456
538900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10022.0,6,1,HYDROGEL_PACK,10014.0,10006,10022,16,buy_aggr,wide,h0_7,Mark 38,buyer,-2.0,1.5,4.5,2.5,-4.0,-6.5,507,-0.3530571992110454,4.853057199211046
540700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,VELVETFRUIT_EXTRACT,5240.5,5238,5243,5,sell_aggr,mid,h0_7,Mark 55,seller,-2.0,-2.0,-4.5,-4.5,-6.0,-6.0,302,-0.2947019867549669,-4.2052980132450335
542600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10012.0,6,1,HYDROGEL_PACK,10004.0,9996,10012,16,buy_aggr,wide,h0_7,Mark 38,buyer,6.0,-1.5,1.0,-1.0,17.0,-3.5,507,-0.3530571992110454,1.3530571992110454
544300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5236.0,4,1,VELVETFRUIT_EXTRACT,5238.5,5236,5241,5,sell_aggr,mid,h0_7,Mark 55,seller,-1.0,-1.0,-4.0,-4.0,-8.0,-8.0,302,-0.2947019867549669,-3.705298013245033
544400,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5240.0,6,1,VELVETFRUIT_EXTRACT,5237.5,5235,5240,5,buy_aggr,mid,h0_7,Mark 55,buyer,0.5,0.5,-3.0,-3.0,-6.5,-6.5,244,0.006147540983606557,-3.0061475409836067
544500,Mark 38,Mark 14,VEV_4000,XIRECS,1246.0,2,1,VEV_4000,1236.0,1226,1246,20,buy_aggr,wide,h0_7,Mark 38,buyer,1.5,1.5,-1.5,-1.5,-6.5,-6.5,207,0.18840579710144928,-1.6884057971014492
545000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5235.0,4,1,VELVETFRUIT_EXTRACT,5237.5,5235,5240,5,sell_aggr,mid,h0_7,Mark 55,seller,1.0,1.0,-7.0,-7.0,-6.5,-6.5,302,-0.2947019867549669,-6.7052980132450335
547600,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,4,1,VEV_5400,12.5,12,13,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.0,0.0,2.5,-1.0,-5.0,263,0.039923954372623575,-0.039923954372623575
547600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.0,0.0,2.5,0.0,-5.0,317,0.0,0.0
547600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.0,0.0,2.5,0.0,-5.0,317,0.0,0.0
547800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,3,1,VELVETFRUIT_EXTRACT,5234.5,5232,5237,5,sell_aggr,mid,h0_7,Mark 55,seller,-1.0,-1.0,-1.0,-1.0,-9.0,-9.0,302,-0.2947019867549669,-0.705298013245033
548400,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,5,1,VEV_5400,12.5,12,13,1,sell_aggr,tight,h0_7,Mark 22,seller,-0.5,-3.0,0.0,-2.0,-1.0,-9.0,263,0.039923954372623575,-0.039923954372623575
548400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-3.0,0.0,-2.0,0.0,-9.0,317,0.0,0.0
548400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-3.0,0.0,-2.0,0.0,-9.0,317,0.0,0.0
549800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5236.0,5,1,VELVETFRUIT_EXTRACT,5233.5,5231,5236,5,buy_aggr,mid,h0_7,Mark 55,buyer,-1.5,-1.5,0.0,0.0,-5.5,-5.5,244,0.006147540983606557,-0.006147540983606557
550300,Mark 38,Mark 14,VEV_4000,XIRECS,1242.0,1,1,VEV_4000,1232.0,1222,1242,20,buy_aggr,wide,h0_7,Mark 38,buyer,0.0,-0.5,0.0,-1.5,0.5,0.5,207,0.18840579710144928,-0.18840579710144928
550400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9998.0,2,1,HYDROGEL_PACK,10006.0,9998,10014,16,sell_aggr,wide,h0_7,Mark 38,seller,9.0,1.0,12.0,1.0,-4.0,3.0,496,0.23387096774193547,11.766129032258064
550900,Mark 14,Mark 38,VEV_4000,XIRECS,1221.0,2,1,VEV_4000,1231.5,1221,1242,21,sell_aggr,wide,h0_7,Mark 38,seller,2.0,2.0,0.0,0.0,-1.0,-1.0,232,-0.1788793103448276,0.1788793103448276
551600,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5234.0,8,1,VELVETFRUIT_EXTRACT,5233.0,5232,5234,2,buy_aggr,tight,h0_7,Mark 67,buyer,1.0,1.0,-5.5,-5.5,-4.5,-4.5,75,2.026666666666667,-7.526666666666667
552600,Mark 38,Mark 14,VEV_4000,XIRECS,1244.0,3,1,VEV_4000,1233.5,1223,1244,21,buy_aggr,wide,h0_7,Mark 38,buyer,-9.5,-4.0,-4.0,-4.0,-4.0,-4.0,207,0.18840579710144928,-4.188405797101449
553100,Mark 01,Mark 22,VEV_5300,XIRECS,39.0,4,1,VEV_5300,40.0,39,41,2,sell_aggr,tight,h0_7,Mark 22,seller,-1.0,-2.0,1.0,2.0,0.0,0.5,132,-0.12121212121212122,1.121212121212121
553100,Mark 01,Mark 22,VEV_5500,XIRECS,4.0,4,1,VEV_5500,4.5,4,5,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-2.0,0.0,2.0,0.0,0.5,299,0.02508361204013378,-0.02508361204013378
553100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-2.0,0.0,2.0,0.0,0.5,317,0.0,0.0
553100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-2.0,0.0,2.0,0.0,0.5,317,0.0,0.0
553300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10032.0,6,1,HYDROGEL_PACK,10024.0,10016,10032,16,buy_aggr,wide,h0_7,Mark 38,buyer,-1.0,-2.0,-13.0,4.0,-27.0,2.0,507,-0.3530571992110454,-12.646942800788954
