scope,day,product,lag,corr,n
per_day,3,VEV_4500,6,0.00850425318687587,9994
per_day,3,VEV_4500,7,-0.010969506982711435,9993
per_day,3,VEV_4500,8,-0.008535483798876326,9992
per_day,3,VEV_4500,9,-0.01218829860285191,9991
per_day,3,VEV_4500,10,-1.596172516039703e-05,9990
per_day,3,VEV_4500,11,-0.007319313229360001,9989
per_day,3,VEV_4500,12,-1.5965228921807163e-05,9988
per_day,3,VEV_4500,13,-0.013406564252760935,9987
per_day,3,VEV_4500,14,0.0036357016166147674,9986
per_day,3,VEV_4500,15,-0.004885357670717101,9985
per_day,3,VEV_4500,16,0.012157304034944829,9984
per_day,3,VEV_4500,17,-0.014623906078288364,9983
per_day,3,VEV_4500,18,-1.6220286521996847e-05,9982
per_day,3,VEV_4500,19,-0.0036685057379221,9981
per_day,3,VEV_4500,20,0.0036368608388836843,9980
per_day,3,VEV_5000,0,0.009719966987986528,9999
per_day,3,VEV_5000,1,-0.004883168289726208,9999
per_day,3,VEV_5000,2,-0.010968480729872854,9998
per_day,3,VEV_5000,3,-0.0012326790969810536,9997
per_day,3,VEV_5000,4,-0.01461941013193376,9996
per_day,3,VEV_5000,5,0.0060696444525100415,9995
per_day,3,VEV_5000,6,0.00850425318687587,9994
per_day,3,VEV_5000,7,-0.010969506982711435,9993
per_day,3,VEV_5000,8,-0.008535483798876326,9992
per_day,3,VEV_5000,9,-0.01218829860285191,9991
per_day,3,VEV_5000,10,-1.596172516039703e-05,9990
per_day,3,VEV_5000,11,-0.007319313229360001,9989
per_day,3,VEV_5000,12,-1.5965228921807163e-05,9988
per_day,3,VEV_5000,13,-0.013406564252760935,9987
per_day,3,VEV_5000,14,0.0036357016166147674,9986
per_day,3,VEV_5000,15,-0.004885357670717101,9985
per_day,3,VEV_5000,16,0.012157304034944829,9984
per_day,3,VEV_5000,17,-0.014623906078288364,9983
per_day,3,VEV_5000,18,-1.6220286521996847e-05,9982
per_day,3,VEV_5000,19,-0.0036685057379221,9981
per_day,3,VEV_5000,20,0.0036368608388836843,9980
per_day,3,VEV_5100,0,0.009719966987986528,9999
per_day,3,VEV_5100,1,-0.004883168289726208,9999
per_day,3,VEV_5100,2,-0.010968480729872854,9998
per_day,3,VEV_5100,3,-0.0012326790969810536,9997
per_day,3,VEV_5100,4,-0.01461941013193376,9996
per_day,3,VEV_5100,5,0.0060696444525100415,9995
per_day,3,VEV_5100,6,0.00850425318687587,9994
per_day,3,VEV_5100,7,-0.010969506982711435,9993
per_day,3,VEV_5100,8,-0.008535483798876326,9992
per_day,3,VEV_5100,9,-0.01218829860285191,9991
per_day,3,VEV_5100,10,-1.596172516039703e-05,9990
per_day,3,VEV_5100,11,-0.007319313229360001,9989
per_day,3,VEV_5100,12,-1.5965228921807163e-05,9988
per_day,3,VEV_5100,13,-0.013406564252760935,9987
per_day,3,VEV_5100,14,0.0036357016166147674,9986
per_day,3,VEV_5100,15,-0.004885357670717101,9985
per_day,3,VEV_5100,16,0.012157304034944829,9984
per_day,3,VEV_5100,17,-0.014623906078288364,9983
per_day,3,VEV_5100,18,-1.6220286521996847e-05,9982
per_day,3,VEV_5100,19,-0.0036685057379221,9981
per_day,3,VEV_5100,20,0.0036368608388836843,9980
per_day,3,VEV_5200,0,-0.0072988541030121895,9999
per_day,3,VEV_5200,1,-0.01575301228193925,9999
per_day,3,VEV_5200,2,0.009192857933508181,9998
per_day,3,VEV_5200,3,-0.006272700891265322,9997
per_day,3,VEV_5200,4,0.0009445176586697376,9996
per_day,3,VEV_5200,5,0.007754157483336579,9995
per_day,3,VEV_5200,6,-0.017400222492956936,9994
per_day,3,VEV_5200,7,-0.007506388325727169,9993
per_day,3,VEV_5200,8,-0.008539927581277985,9992
per_day,3,VEV_5200,9,-0.0013287306360658005,9991
per_day,3,VEV_5200,10,0.0032087627631667928,9990
per_day,3,VEV_5200,11,-0.0038015680273197397,9989
per_day,3,VEV_5200,12,0.002796255685781674,9988
per_day,3,VEV_5200,13,-0.0007146821591897457,9987
per_day,3,VEV_5200,14,-0.0021585548978244624,9986
per_day,3,VEV_5200,15,-0.01164453071345917,9985
per_day,3,VEV_5200,16,0.015378594024461558,9984
per_day,3,VEV_5200,17,-0.00607321731878356,9983
per_day,3,VEV_5200,18,-0.0046341046957007245,9982
per_day,3,VEV_5200,19,0.007327628528147388,9981
per_day,3,VEV_5200,20,-0.00400917349645832,9980
per_day,3,VEV_5300,0,-0.0019345318490021463,9999
per_day,3,VEV_5300,1,-0.003988172072973428,9999
per_day,3,VEV_5300,2,-0.007956489042464846,9998
per_day,3,VEV_5300,3,0.017421593876828484,9997
per_day,3,VEV_5300,4,-0.013824368279717876,9996
per_day,3,VEV_5300,5,0.0029062323058106692,9995
per_day,3,VEV_5300,6,-0.013517374870601569,9994
per_day,3,VEV_5300,7,0.0009991151260823976,9993
per_day,3,VEV_5300,8,-0.013675906631927259,9992
per_day,3,VEV_5300,9,-0.006792096560992611,9991
per_day,3,VEV_5300,10,0.010081334277451804,9990
per_day,3,VEV_5300,11,-0.007962393692070238,9989
per_day,3,VEV_5300,12,0.003331911482273725,9988
per_day,3,VEV_5300,13,-0.006653336609002212,9987
per_day,3,VEV_5300,14,-0.008414204352155863,9986
per_day,3,VEV_5300,15,-0.010171480150611778,9985
per_day,3,VEV_5300,16,0.002451489959954258,9984
per_day,3,VEV_5300,17,-0.0022441606833136147,9983
per_day,3,VEV_5300,18,0.003471314421087878,9982
per_day,3,VEV_5300,19,0.0025871412219565485,9981
per_day,3,VEV_5300,20,-0.015596904679717832,9980
per_day,3,VEV_5400,0,-0.0018371756353542388,9999
per_day,3,VEV_5400,1,-0.008543044774591642,9999
per_day,3,VEV_5400,2,-0.023236464922731067,9998
per_day,3,VEV_5400,3,0.01225974560069501,9997
per_day,3,VEV_5400,4,-0.004968150640576462,9996
per_day,3,VEV_5400,5,0.0019781628301458166,9995
per_day,3,VEV_5400,6,-0.006800943050283664,9994
per_day,3,VEV_5400,7,0.010188402829895539,9993
per_day,3,VEV_5400,8,-0.01537195832575248,9992
per_day,3,VEV_5400,9,-0.004862770989398933,9991
per_day,3,VEV_5400,10,0.0020760500552229914,9990
per_day,3,VEV_5400,11,-0.00428023523277889,9989
per_day,3,VEV_5400,12,-0.002203088802803219,9988
per_day,3,VEV_5400,13,-0.0033687009921148266,9987
per_day,3,VEV_5400,14,-0.009614132917755995,9986
per_day,3,VEV_5400,15,-0.02233200548813249,9985
per_day,3,VEV_5400,16,0.004273354340246189,9984
per_day,3,VEV_5400,17,0.008089991027965607,9983
per_day,3,VEV_5400,18,-0.01030891778846615,9982
per_day,3,VEV_5400,19,0.000327463088738743,9981
per_day,3,VEV_5400,20,-0.00983461655890841,9980
per_day,3,VEV_5500,0,-0.0048996321711304676,9999
per_day,3,VEV_5500,1,-0.009107641987787941,9999
per_day,3,VEV_5500,2,-0.02273841128038611,9998
per_day,3,VEV_5500,3,0.009598046903599056,9997
per_day,3,VEV_5500,4,-0.006016572523160961,9996
per_day,3,VEV_5500,5,-0.001799368321474748,9995
per_day,3,VEV_5500,6,-0.006995599101893917,9994
per_day,3,VEV_5500,7,0.006063945834615474,9993
per_day,3,VEV_5500,8,-0.01797460868542487,9992
per_day,3,VEV_5500,9,-0.0038120111201832437,9991
per_day,3,VEV_5500,10,0.005049165092045968,9990
per_day,3,VEV_5500,11,-0.005247556956482292,9989
per_day,3,VEV_5500,12,-0.001043077612681706,9988
per_day,3,VEV_5500,13,-0.00027693584116181746,9987
per_day,3,VEV_5500,14,-0.01146498704847679,9986
per_day,3,VEV_5500,15,-0.028076571705049496,9985
per_day,3,VEV_5500,16,0.00017513757464400638,9984
per_day,3,VEV_5500,17,0.006378446058456624,9983
per_day,3,VEV_5500,18,-0.012795264808215674,9982
per_day,3,VEV_5500,19,0.0009366740827665555,9981
per_day,3,VEV_5500,20,-0.009127430669303991,9980
per_day,3,VEV_6000,0,-0.004435343983769543,9999
per_day,3,VEV_6000,1,-0.009928351481392744,9999
per_day,3,VEV_6000,2,-0.022133058767505806,9998
per_day,3,VEV_6000,3,0.009397996940054524,9997
per_day,3,VEV_6000,4,-0.004335135240430319,9996
per_day,3,VEV_6000,5,-4.117746302828563e-05,9995
per_day,3,VEV_6000,6,-0.007393434862144658,9994
per_day,3,VEV_6000,7,0.006221715483324338,9993
per_day,3,VEV_6000,8,-0.018285856254006222,9992
per_day,3,VEV_6000,9,-0.0033566788246494456,9991
per_day,3,VEV_6000,10,0.005873877274724588,9990
per_day,3,VEV_6000,11,-0.005659860375317359,9989
per_day,3,VEV_6000,12,-0.001818464354897025,9988
per_day,3,VEV_6000,13,-0.0006190625759359285,9987
per_day,3,VEV_6000,14,-0.009960197846048428,9986
per_day,3,VEV_6000,15,-0.027099489888970627,9985
per_day,3,VEV_6000,16,0.003236451569554139,9984
per_day,3,VEV_6000,17,0.008401561765664985,9983
per_day,3,VEV_6000,18,-0.012049174032897216,9982
per_day,3,VEV_6000,19,0.0012442098317645995,9981
per_day,3,VEV_6000,20,-0.01005874640313058,9980
per_day,3,VEV_6500,0,-0.004435343983769543,9999
per_day,3,VEV_6500,1,-0.009928351481392744,9999
per_day,3,VEV_6500,2,-0.022133058767505806,9998
per_day,3,VEV_6500,3,0.009397996940054524,9997
per_day,3,VEV_6500,4,-0.004335135240430319,9996
per_day,3,VEV_6500,5,-4.117746302828563e-05,9995
per_day,3,VEV_6500,6,-0.007393434862144658,9994
per_day,3,VEV_6500,7,0.006221715483324338,9993
per_day,3,VEV_6500,8,-0.018285856254006222,9992
per_day,3,VEV_6500,9,-0.0033566788246494456,9991
per_day,3,VEV_6500,10,0.005873877274724588,9990
per_day,3,VEV_6500,11,-0.005659860375317359,9989
per_day,3,VEV_6500,12,-0.001818464354897025,9988
per_day,3,VEV_6500,13,-0.0006190625759359285,9987
per_day,3,VEV_6500,14,-0.009960197846048428,9986
per_day,3,VEV_6500,15,-0.027099489888970627,9985
per_day,3,VEV_6500,16,0.003236451569554139,9984
per_day,3,VEV_6500,17,0.008401561765664985,9983
per_day,3,VEV_6500,18,-0.012049174032897216,9982
per_day,3,VEV_6500,19,0.0012442098317645995,9981
per_day,3,VEV_6500,20,-0.01005874640313058,9980
pooled,0,HYDROGEL_PACK,0,-0.00024202683666919432,29997
pooled,0,HYDROGEL_PACK,1,-0.005505915918863679,29997
pooled,0,HYDROGEL_PACK,2,-0.0005780004429963735,29996
pooled,0,HYDROGEL_PACK,3,-0.0010632964891329965,29995
pooled,0,HYDROGEL_PACK,4,0.008680809599382083,29994
pooled,0,HYDROGEL_PACK,5,0.0024647602106004167,29993
pooled,0,HYDROGEL_PACK,6,-0.0014179372965126896,29992
pooled,0,HYDROGEL_PACK,7,-0.0011194641427775217,29991
pooled,0,HYDROGEL_PACK,8,-0.0005593952347331154,29990
pooled,0,HYDROGEL_PACK,9,0.0013634477066933293,29989
pooled,0,HYDROGEL_PACK,10,0.0011020904385761322,29988
pooled,0,HYDROGEL_PACK,11,-0.004349138555129501,29987
pooled,0,HYDROGEL_PACK,12,-0.0016607983181918405,29986
pooled,0,HYDROGEL_PACK,13,-0.00896044265136458,29985
pooled,0,HYDROGEL_PACK,14,0.001550390936870872,29984
pooled,0,HYDROGEL_PACK,15,-0.004311881577523726,29983
pooled,0,HYDROGEL_PACK,16,0.007356873010282232,29982
pooled,0,HYDROGEL_PACK,17,0.0011584120121905437,29981
pooled,0,HYDROGEL_PACK,18,0.0018119299888395997,29980
pooled,0,HYDROGEL_PACK,19,-0.007261973672348926,29979
pooled,0,HYDROGEL_PACK,20,0.010587066966715282,29978
pooled,0,VEV_4000,0,-0.005908494264790589,29997
pooled,0,VEV_4000,1,0.008434421900866022,29997
pooled,0,VEV_4000,2,0.012259152770725132,29996
pooled,0,VEV_4000,3,0.0017408301424849408,29995
pooled,0,VEV_4000,4,-0.0005092545283975466,29994
pooled,0,VEV_4000,5,-0.005177868718876644,29993
pooled,0,VEV_4000,6,-0.004165398296536205,29992
pooled,0,VEV_4000,7,0.001066216503834205,29991
pooled,0,VEV_4000,8,0.0027537257296054328,29990
pooled,0,VEV_4000,9,-0.004390414478181194,29989
pooled,0,VEV_4000,10,0.0005598557524511232,29988
pooled,0,VEV_4000,11,-0.0018593392478866728,29987
pooled,0,VEV_4000,12,-0.00456998602881731,29986
pooled,0,VEV_4000,13,0.006691224598614048,29985
pooled,0,VEV_4000,14,-0.0056852559959068615,29984
pooled,0,VEV_4000,15,0.00850994219914546,29983
pooled,0,VEV_4000,16,0.000784075225952848,29982
pooled,0,VEV_4000,17,0.0007840751083732321,29981
pooled,0,VEV_4000,18,-0.0015227014874684389,29980
pooled,0,VEV_4000,19,-0.0039979710040576304,29979
pooled,0,VEV_4000,20,0.008885477518330786,29978
pooled,0,VEV_4500,0,0.006782887672079969,29997
pooled,0,VEV_4500,1,-0.002713155068831988,29997
pooled,0,VEV_4500,2,-0.006782909561121094,29996
pooled,0,VEV_4500,3,-0.00135659940697262,29995
pooled,0,VEV_4500,4,-0.008139701421387022,29994
pooled,0,VEV_4500,5,0.002034925355355678,29993
pooled,0,VEV_4500,6,0.004069850710729209,29992
pooled,0,VEV_4500,7,-0.005426904405512542,29991
pooled,0,VEV_4500,8,-0.0033918262015665713,29990
pooled,0,VEV_4500,9,-0.006105287162840846,29989
pooled,0,VEV_4500,10,-0.0006783652403179848,29988
pooled,0,VEV_4500,11,0.000678384922078375,29987
pooled,0,VEV_4500,12,0.0006783871124986762,29986
pooled,0,VEV_4500,13,-0.00881914624192596,29985
pooled,0,VEV_4500,14,0.0033920230897549366,29984
pooled,0,VEV_4500,15,-0.0006784243066415818,29983
pooled,0,VEV_4500,16,0.006105838377278637,29982
pooled,0,VEV_4500,17,-0.00949797080915732,29981
pooled,0,VEV_4500,18,0.0013568704838200455,29980
pooled,0,VEV_4500,19,-0.0006784439732917006,29979
pooled,0,VEV_4500,20,0.0020353319198873686,29978
pooled,0,VEV_5000,0,0.006782887672079969,29997
pooled,0,VEV_5000,1,-0.002713155068831988,29997
pooled,0,VEV_5000,2,-0.006782909561121094,29996
pooled,0,VEV_5000,3,-0.00135659940697262,29995
pooled,0,VEV_5000,4,-0.008139701421387022,29994
pooled,0,VEV_5000,5,0.002034925355355678,29993
pooled,0,VEV_5000,6,0.004069850710729209,29992
pooled,0,VEV_5000,7,-0.005426904405512542,29991
pooled,0,VEV_5000,8,-0.0033918262015665713,29990
pooled,0,VEV_5000,9,-0.006105287162840846,29989
pooled,0,VEV_5000,10,-0.0006783652403179848,29988
pooled,0,VEV_5000,11,0.000678384922078375,29987
pooled,0,VEV_5000,12,0.0006783871124986762,29986
pooled,0,VEV_5000,13,-0.00881914624192596,29985
pooled,0,VEV_5000,14,0.0033920230897549366,29984
pooled,0,VEV_5000,15,-0.0006784243066415818,29983
pooled,0,VEV_5000,16,0.006105838377278637,29982
pooled,0,VEV_5000,17,-0.00949797080915732,29981
pooled,0,VEV_5000,18,0.0013568704838200455,29980
pooled,0,VEV_5000,19,-0.0006784439732917006,29979
pooled,0,VEV_5000,20,0.0020353319198873686,29978
pooled,0,VEV_5100,0,0.006782887672079969,29997
pooled,0,VEV_5100,1,-0.002713155068831988,29997
pooled,0,VEV_5100,2,-0.006782909561121094,29996
pooled,0,VEV_5100,3,-0.00135659940697262,29995
pooled,0,VEV_5100,4,-0.008139701421387022,29994
pooled,0,VEV_5100,5,0.002034925355355678,29993
pooled,0,VEV_5100,6,0.004069850710729209,29992
pooled,0,VEV_5100,7,-0.005426904405512542,29991
pooled,0,VEV_5100,8,-0.0033918262015665713,29990
pooled,0,VEV_5100,9,-0.006105287162840846,29989
pooled,0,VEV_5100,10,-0.0006783652403179848,29988
pooled,0,VEV_5100,11,0.000678384922078375,29987
pooled,0,VEV_5100,12,0.0006783871124986762,29986
pooled,0,VEV_5100,13,-0.00881914624192596,29985
pooled,0,VEV_5100,14,0.0033920230897549366,29984
pooled,0,VEV_5100,15,-0.0006784243066415818,29983
pooled,0,VEV_5100,16,0.006105838377278637,29982
pooled,0,VEV_5100,17,-0.00949797080915732,29981
pooled,0,VEV_5100,18,0.0013568704838200455,29980
pooled,0,VEV_5100,19,-0.0006784439732917006,29979
pooled,0,VEV_5100,20,0.0020353319198873686,29978
pooled,0,VEV_5200,0,-0.001430013249474913,29997
pooled,0,VEV_5200,1,-0.012946072218933841,29997
pooled,0,VEV_5200,2,0.011196754875886469,29996
pooled,0,VEV_5200,3,-0.004765263497166543,29995
pooled,0,VEV_5200,4,0.004527555467280832,29994
pooled,0,VEV_5200,5,0.004224491946897279,29993
pooled,0,VEV_5200,6,-0.00658475596074148,29992
pooled,0,VEV_5200,7,-0.005269280410441708,29991
pooled,0,VEV_5200,8,0.0016001800675128446,29990
pooled,0,VEV_5200,9,-0.008805855609789965,29989
pooled,0,VEV_5200,10,-0.0017337934544630043,29988
pooled,0,VEV_5200,11,0.000992453759388863,29987
pooled,0,VEV_5200,12,-0.004261771269114884,29986
pooled,0,VEV_5200,13,-1.9448673101718572e-05,29985
pooled,0,VEV_5200,14,-0.004769162023636174,29984
pooled,0,VEV_5200,15,-0.0028511510398637223,29983
pooled,0,VEV_5200,16,0.004121028410815343,29982
pooled,0,VEV_5200,17,-0.006386987286138567,29981
pooled,0,VEV_5200,18,0.0008867516167285873,29980
pooled,0,VEV_5200,19,-0.0011330104429334775,29979
pooled,0,VEV_5200,20,0.00018052463793500722,29978
pooled,0,VEV_5300,0,-0.0020783928585418484,29997
pooled,0,VEV_5300,1,-3.0493988136024252e-05,29997
pooled,0,VEV_5300,2,-0.00014528414486007457,29996
pooled,0,VEV_5300,3,0.0038347702417878523,29995
pooled,0,VEV_5300,4,0.00047640877983140247,29994
pooled,0,VEV_5300,5,0.0009315096227372677,29993
pooled,0,VEV_5300,6,0.004060334950194281,29992
pooled,0,VEV_5300,7,0.0043502065094424575,29991
pooled,0,VEV_5300,8,-0.011637596532705,29990
pooled,0,VEV_5300,9,-0.005891453005709168,29989
pooled,0,VEV_5300,10,0.003950953919350669,29988
pooled,0,VEV_5300,11,-0.0037326986311687137,29987
pooled,0,VEV_5300,12,-0.0020837921653195754,29986
pooled,0,VEV_5300,13,-0.0022565398224917207,29985
pooled,0,VEV_5300,14,-0.003112042364860451,29984
pooled,0,VEV_5300,15,0.0005831525201176441,29983
pooled,0,VEV_5300,16,0.0009824540864480605,29982
pooled,0,VEV_5300,17,-0.0007813760152193064,29981
pooled,0,VEV_5300,18,0.0001269529875292687,29980
pooled,0,VEV_5300,19,0.00485161961815077,29979
pooled,0,VEV_5300,20,-0.005333335171613868,29978
pooled,0,VEV_5400,0,-0.001596201092972188,29997
pooled,0,VEV_5400,1,-0.0011335840332522087,29997
pooled,0,VEV_5400,2,-0.004373257071412787,29996
pooled,0,VEV_5400,3,0.0016381296958842499,29995
pooled,0,VEV_5400,4,-0.0033693485921244856,29994
pooled,0,VEV_5400,5,0.004411257317862039,29993
pooled,0,VEV_5400,6,0.008785220359108607,29992
pooled,0,VEV_5400,7,-0.0015543245241536538,29991
pooled,0,VEV_5400,8,-0.00782274002088102,29990
pooled,0,VEV_5400,9,-0.0038269584483004086,29989
pooled,0,VEV_5400,10,-0.0031960470057000776,29988
pooled,0,VEV_5400,11,-0.0003819942095045366,29987
pooled,0,VEV_5400,12,-0.007828354944008922,29986
pooled,0,VEV_5400,13,0.0004131750189470916,29985
pooled,0,VEV_5400,14,-0.007034711811972365,29984
pooled,0,VEV_5400,15,-0.006155577705963532,29983
pooled,0,VEV_5400,16,-0.004850255338446176,29982
pooled,0,VEV_5400,17,0.0020062929653746203,29981
pooled,0,VEV_5400,18,-0.006956263960552483,29980
pooled,0,VEV_5400,19,0.008652741899005488,29979
pooled,0,VEV_5400,20,-0.007416406048656868,29978
pooled,0,VEV_5500,0,0.0010667874255468864,29997
pooled,0,VEV_5500,1,-0.0001611855971926408,29997
pooled,0,VEV_5500,2,-0.00614403646556522,29996
pooled,0,VEV_5500,3,0.002369785399741545,29995
pooled,0,VEV_5500,4,-0.002505432605840934,29994
pooled,0,VEV_5500,5,-0.0006832271151431807,29993
pooled,0,VEV_5500,6,0.010804602963692416,29992
pooled,0,VEV_5500,7,0.0002745686145045596,29991
pooled,0,VEV_5500,8,-0.011453340419540377,29990
pooled,0,VEV_5500,9,-0.002896169271538221,29989
pooled,0,VEV_5500,10,0.002055898094020177,29988
pooled,0,VEV_5500,11,-0.0004838137912747915,29987
pooled,0,VEV_5500,12,-0.007101409317750339,29986
pooled,0,VEV_5500,13,0.0009778170895028964,29985
pooled,0,VEV_5500,14,-0.010355996113561172,29984
pooled,0,VEV_5500,15,-0.006200434284726808,29983
pooled,0,VEV_5500,16,-0.004138795775192977,29982
pooled,0,VEV_5500,17,0.0030324531278043943,29981
pooled,0,VEV_5500,18,-0.004894472988947445,29980
pooled,0,VEV_5500,19,0.005845634092615858,29979
pooled,0,VEV_5500,20,-0.0071897461909734795,29978
pooled,0,VEV_6000,0,0.001907454297665532,29997
pooled,0,VEV_6000,1,-0.0009403722376832945,29997
pooled,0,VEV_6000,2,-0.00589626870168902,29996
pooled,0,VEV_6000,3,0.0016300875012411438,29995
pooled,0,VEV_6000,4,-0.0008695655804435942,29994
pooled,0,VEV_6000,5,0.0004568569082208046,29993
pooled,0,VEV_6000,6,0.010756151561540583,29992
pooled,0,VEV_6000,7,-0.0014086723418202274,29991
pooled,0,VEV_6000,8,-0.010305710417152135,29990
pooled,0,VEV_6000,9,-0.00172224399071778,29989
pooled,0,VEV_6000,10,0.0016721268468027455,29988
pooled,0,VEV_6000,11,0.0006924380234979235,29987
pooled,0,VEV_6000,12,-0.009141295027220223,29986
pooled,0,VEV_6000,13,0.0006491150004723463,29985
pooled,0,VEV_6000,14,-0.009810596069553208,29984
pooled,0,VEV_6000,15,-0.00587425855161428,29983
pooled,0,VEV_6000,16,-0.0028293340131457737,29982
pooled,0,VEV_6000,17,0.00388199062480154,29981
pooled,0,VEV_6000,18,-0.005914820151774957,29980
pooled,0,VEV_6000,19,0.007081757652743508,29979
pooled,0,VEV_6000,20,-0.008253247763748747,29978
pooled,0,VEV_6500,0,0.001907454297665532,29997
pooled,0,VEV_6500,1,-0.0009403722376832945,29997
pooled,0,VEV_6500,2,-0.00589626870168902,29996
pooled,0,VEV_6500,3,0.0016300875012411438,29995
pooled,0,VEV_6500,4,-0.0008695655804435942,29994
pooled,0,VEV_6500,5,0.0004568569082208046,29993
pooled,0,VEV_6500,6,0.010756151561540583,29992
pooled,0,VEV_6500,7,-0.0014086723418202274,29991
pooled,0,VEV_6500,8,-0.010305710417152135,29990
pooled,0,VEV_6500,9,-0.00172224399071778,29989
pooled,0,VEV_6500,10,0.0016721268468027455,29988
pooled,0,VEV_6500,11,0.0006924380234979235,29987
pooled,0,VEV_6500,12,-0.009141295027220223,29986
pooled,0,VEV_6500,13,0.0006491150004723463,29985
pooled,0,VEV_6500,14,-0.009810596069553208,29984
pooled,0,VEV_6500,15,-0.00587425855161428,29983
pooled,0,VEV_6500,16,-0.0028293340131457737,29982
pooled,0,VEV_6500,17,0.00388199062480154,29981
pooled,0,VEV_6500,18,-0.005914820151774957,29980
pooled,0,VEV_6500,19,0.007081757652743508,29979
pooled,0,VEV_6500,20,-0.008253247763748747,29978
