timestamp,buyer,seller,symbol,currency,price,quantity,day,product,mid,bid1,ask1,book_spread,aggr,spr_b,hour_b,agg_party,agg_role,fwd_5_sym,fwd_5_ex,fwd_20_sym,fwd_20_ex,fwd_100_sym,fwd_100_ex
928400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,-1.5,0.0,-9.0,0.0,-18.0
928500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10005.0,6,1,HYDROGEL_PACK,9997.0,9989,10005,16,buy_aggr,wide,h16_23,Mark 38,buyer,0.0,-3.5,10.0,-8.0,7.0,-17.0
929100,Mark 38,Mark 14,VEV_4000,XIRECS,1289.0,2,1,VEV_4000,1278.5,1268,1289,21,buy_aggr,wide,h16_23,Mark 38,buyer,-2.5,-2.5,-4.5,-4.5,-15.0,-15.0
929300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10004.0,3,1,HYDROGEL_PACK,9996.0,9988,10004,16,buy_aggr,wide,h16_23,Mark 38,buyer,5.0,-3.0,14.0,-2.0,2.0,-12.5
929500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10006.0,6,1,HYDROGEL_PACK,9998.0,9990,10006,16,buy_aggr,wide,h16_23,Mark 38,buyer,5.0,-3.5,13.0,0.5,-1.0,-12.5
929800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9993.0,3,1,HYDROGEL_PACK,10001.0,9993,10009,16,sell_aggr,wide,h16_23,Mark 38,seller,2.0,-2.0,4.0,2.0,-2.5,-11.0
930800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10016.0,6,1,HYDROGEL_PACK,10008.0,10000,10016,16,buy_aggr,wide,h16_23,Mark 38,buyer,2.0,3.5,-19.0,2.5,6.0,-8.5
931200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5271.0,6,1,VELVETFRUIT_EXTRACT,5273.5,5271,5276,5,sell_aggr,mid,h16_23,Mark 55,seller,2.0,2.0,-3.0,-3.0,-17.0,-17.0
932100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9991.0,3,1,HYDROGEL_PACK,9999.0,9991,10007,16,sell_aggr,wide,h16_23,Mark 38,seller,-4.0,-1.0,8.0,-7.0,17.0,-19.0
934300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9997.0,3,1,HYDROGEL_PACK,10005.0,9997,10013,16,sell_aggr,wide,h16_23,Mark 38,seller,5.0,-2.0,2.0,-1.0,8.0,-23.0
936400,Mark 38,Mark 22,HYDROGEL_PACK,XIRECS,10006.0,3,1,HYDROGEL_PACK,10002.5,9999,10006,7,buy_aggr,wide,h16_23,Mark 38,buyer,2.5,-3.5,0.5,-3.5,11.5,-21.5
936500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9997.0,6,1,HYDROGEL_PACK,10005.0,9997,10013,16,sell_aggr,wide,h16_23,Mark 38,seller,3.0,-2.0,-1.0,-0.5,10.0,-19.5
936600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5262.0,7,1,VELVETFRUIT_EXTRACT,5264.5,5262,5267,5,sell_aggr,mid,h16_23,Mark 55,seller,-1.5,-1.5,-2.5,-2.5,-19.0,-19.0
936700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9998.0,3,1,HYDROGEL_PACK,10006.0,9998,10014,16,sell_aggr,wide,h16_23,Mark 38,seller,0.0,0.0,-5.0,1.5,3.0,-15.5
937300,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,VEV_5400,15.5,15,16,1,sell_aggr,tight,h16_23,Mark 22,seller,0.5,2.0,1.0,4.0,-2.0,-12.5
937300,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,VEV_5500,6.5,6,7,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,2.0,0.0,4.0,-1.0,-12.5
937300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,2.0,0.0,4.0,0.0,-12.5
937300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,2.0,0.0,4.0,0.0,-12.5
937700,Mark 14,Mark 38,VEV_4000,XIRECS,1249.0,3,1,VEV_4000,1260.0,1249,1271,22,sell_aggr,wide,h16_23,Mark 38,seller,3.5,3.5,3.5,3.5,-11.5,-11.0
937800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5259.0,6,1,VELVETFRUIT_EXTRACT,5262.0,5259,5265,6,sell_aggr,mid,h16_23,Mark 55,seller,0.5,0.5,0.5,0.5,-13.0,-13.0
938200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5266.0,3,1,VELVETFRUIT_EXTRACT,5263.5,5261,5266,5,buy_aggr,mid,h16_23,Mark 55,buyer,-1.0,-1.0,-1.0,-1.0,-15.5,-15.5
938900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10006.0,6,1,HYDROGEL_PACK,9998.0,9990,10006,16,buy_aggr,wide,h16_23,Mark 38,buyer,1.0,3.0,18.0,-2.0,20.0,-14.0
943100,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,4,1,VEV_5400,13.5,13,14,1,sell_aggr,tight,h16_23,Mark 22,seller,-0.5,-2.0,-0.5,-1.0,2.0,11.0
943100,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,VEV_5500,5.5,5,6,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,-2.0,0.0,-1.0,1.0,11.0
943100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,-2.0,0.0,-1.0,0.0,11.0
943100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,-2.0,0.0,-1.0,0.0,11.0
944800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5245.0,8,1,VELVETFRUIT_EXTRACT,5242.0,5239,5245,6,buy_aggr,mid,h16_23,Mark 55,buyer,3.5,3.5,3.5,3.5,21.5,21.5
946400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10022.0,3,1,HYDROGEL_PACK,10014.0,10006,10022,16,buy_aggr,wide,h16_23,Mark 38,buyer,-1.0,0.0,3.0,5.0,-2.0,20.0
946800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5248.0,8,1,VELVETFRUIT_EXTRACT,5245.5,5243,5248,5,buy_aggr,mid,h16_23,Mark 55,buyer,2.0,2.0,4.0,4.0,18.0,18.0
948500,Mark 01,Mark 22,VEV_5300,XIRECS,45.0,4,1,VEV_5300,46.0,45,47,2,sell_aggr,tight,h16_23,Mark 22,seller,0.0,1.0,2.0,4.0,7.0,16.5
948500,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,4,1,VEV_5400,14.0,13,15,2,sell_aggr,tight,h16_23,Mark 22,seller,0.0,1.0,0.5,4.0,3.0,16.5
948500,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,VEV_5500,5.5,5,6,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,1.0,0.0,4.0,1.0,16.5
948500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,1.0,0.0,4.0,0.0,16.5
948500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,1.0,0.0,4.0,0.0,16.5
948700,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5247.0,6,1,VELVETFRUIT_EXTRACT,5246.0,5245,5247,2,buy_aggr,tight,h16_23,Mark 67,buyer,3.5,3.5,7.5,7.5,16.0,16.0
949400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5248.0,9,1,VELVETFRUIT_EXTRACT,5247.0,5246,5248,2,buy_aggr,tight,h16_23,Mark 67,buyer,2.5,2.5,11.0,11.0,14.5,14.5
950000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10041.0,2,1,HYDROGEL_PACK,10033.0,10025,10041,16,buy_aggr,wide,h16_23,Mark 38,buyer,-4.0,1.5,-2.0,7.5,-11.0,10.5
950300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10021.0,5,1,HYDROGEL_PACK,10029.0,10021,10037,16,sell_aggr,wide,h16_23,Mark 38,seller,-1.0,2.0,3.0,7.0,-2.0,7.0
950300,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,VEV_5400,14.5,14,15,1,sell_aggr,tight,h16_23,Mark 22,seller,0.5,2.0,1.0,7.0,1.5,7.0
950300,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,5,1,VEV_5500,5.5,5,6,1,sell_aggr,tight,h16_23,Mark 22,seller,0.5,2.0,1.0,7.0,1.0,7.0
950300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,2.0,0.0,7.0,0.0,7.0
950300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h16_23,Mark 22,seller,0.0,2.0,0.0,7.0,0.0,7.0
950700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10036.0,5,1,HYDROGEL_PACK,10028.0,10020,10036,16,buy_aggr,wide,h16_23,Mark 38,buyer,3.0,3.0,6.0,5.0,4.0,6.5
951500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5262.0,6,1,VELVETFRUIT_EXTRACT,5259.5,5257,5262,5,buy_aggr,mid,h16_23,Mark 55,buyer,0.0,0.0,0.0,0.0,4.0,4.0
953400,Mark 38,Mark 14,VEV_4000,XIRECS,1270.0,2,1,VEV_4000,1259.5,1249,1270,21,buy_aggr,wide,h16_23,Mark 38,buyer,1.0,1.0,6.0,6.0,9.5,9.5
953700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10035.0,5,1,HYDROGEL_PACK,10027.0,10019,10035,16,buy_aggr,wide,h16_23,Mark 38,buyer,-5.0,3.5,-19.0,6.5,1.0,12.5
953800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10033.0,6,1,HYDROGEL_PACK,10025.0,10017,10033,16,buy_aggr,wide,h16_23,Mark 38,buyer,-5.0,1.5,-14.0,4.0,4.0,10.5
957800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9997.0,6,1,HYDROGEL_PACK,10005.0,9997,10013,16,sell_aggr,wide,h16_23,Mark 38,seller,11.0,1.0,14.0,-2.5,-3.0,6.5
960700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5263.0,4,1,VELVETFRUIT_EXTRACT,5260.0,5257,5263,6,buy_aggr,mid,h0_7,Mark 55,buyer,3.0,3.0,7.0,7.0,7.5,7.5
960800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10041.0,2,1,HYDROGEL_PACK,10033.0,10025,10041,16,buy_aggr,wide,h0_7,Mark 38,buyer,-3.0,4.0,-0.5,7.0,-49.0,7.0
962900,Mark 38,Mark 14,VEV_4000,XIRECS,1279.0,1,1,VEV_4000,1268.0,1257,1279,22,buy_aggr,wide,h0_7,Mark 38,buyer,1.0,1.0,8.5,8.5,-8.5,-8.5
963300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5267.0,5,1,VELVETFRUIT_EXTRACT,5269.5,5267,5272,5,sell_aggr,mid,h0_7,Mark 55,seller,1.0,1.0,5.0,5.0,-11.0,-11.0
963500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5267.0,5,1,VELVETFRUIT_EXTRACT,5269.5,5267,5272,5,sell_aggr,mid,h0_7,Mark 55,seller,4.0,4.0,4.0,4.0,-12.0,-12.0
963900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10040.0,6,1,HYDROGEL_PACK,10032.0,10024,10040,16,buy_aggr,wide,h0_7,Mark 38,buyer,-10.0,3.5,-19.0,1.0,-30.0,-14.5
964000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10020.0,3,1,HYDROGEL_PACK,10028.0,10020,10036,16,sell_aggr,wide,h0_7,Mark 38,seller,-8.0,-0.5,-13.0,-2.0,-25.0,-15.0
964700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10008.0,4,1,HYDROGEL_PACK,10016.0,10008,10024,16,sell_aggr,wide,h0_7,Mark 38,seller,2.0,0.0,-5.0,-2.0,-14.0,-14.0
965000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5272.0,4,1,VELVETFRUIT_EXTRACT,5274.5,5272,5277,5,sell_aggr,mid,h0_7,Mark 55,seller,-1.0,-1.0,1.0,1.0,-16.0,-16.0
966200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5268.0,7,1,VELVETFRUIT_EXTRACT,5270.5,5268,5273,5,sell_aggr,mid,h0_7,Mark 55,seller,3.0,3.0,1.0,1.0,-15.0,-15.0
966900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10019.0,2,1,HYDROGEL_PACK,10011.0,10003,10019,16,buy_aggr,wide,h0_7,Mark 38,buyer,-6.0,-2.0,-15.0,-4.0,-18.0,-16.0
968200,Mark 14,Mark 38,VEV_4000,XIRECS,1261.0,1,1,VEV_4000,1271.5,1261,1282,21,sell_aggr,wide,h0_7,Mark 38,seller,-1.0,-1.0,-7.0,-7.0,-11.0,-11.0
970500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9981.0,3,1,HYDROGEL_PACK,9989.0,9981,9997,16,sell_aggr,wide,h0_7,Mark 38,seller,-1.0,0.0,7.0,-7.5,25.0,-9.0
971900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9998.0,3,1,HYDROGEL_PACK,9990.0,9982,9998,16,buy_aggr,wide,h0_7,Mark 38,buyer,4.0,-4.0,12.0,-11.0,19.0,-14.5
972800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5256.0,3,1,VELVETFRUIT_EXTRACT,5259.0,5256,5262,6,sell_aggr,mid,h0_7,Mark 55,seller,-0.5,-0.5,3.0,3.0,-5.5,-5.5
973300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5261.0,8,1,VELVETFRUIT_EXTRACT,5258.5,5256,5261,5,buy_aggr,mid,h0_7,Mark 55,buyer,-3.0,-3.0,-1.5,-1.5,-3.0,-3.0
975400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5255.0,3,1,VELVETFRUIT_EXTRACT,5257.5,5255,5260,5,sell_aggr,mid,h0_7,Mark 55,seller,0.5,0.5,-0.5,-0.5,-5.0,-5.0
977200,Mark 38,Mark 14,VEV_4000,XIRECS,1267.0,1,1,VEV_4000,1256.5,1246,1267,21,buy_aggr,wide,h0_7,Mark 38,buyer,1.0,1.0,2.0,2.0,0.0,0.0
977600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9986.0,2,1,HYDROGEL_PACK,9994.0,9986,10002,16,sell_aggr,wide,h0_7,Mark 38,seller,6.0,4.0,17.0,2.5,34.0,-3.0
979200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9999.0,2,1,HYDROGEL_PACK,10007.0,9999,10015,16,sell_aggr,wide,h0_7,Mark 38,seller,6.0,1.0,-2.0,-1.0,19.0,-4.0
979700,Mark 38,Mark 14,VEV_4000,XIRECS,1270.0,2,1,VEV_4000,1259.5,1249,1270,21,buy_aggr,wide,h0_7,Mark 38,buyer,1.0,1.0,1.0,-5.5,-3.0,-1.5
982000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5257.0,3,1,VELVETFRUIT_EXTRACT,5254.5,5252,5257,5,buy_aggr,mid,h0_7,Mark 55,buyer,-1.0,-1.0,-4.0,-4.0,8.5,8.5
982900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9998.0,6,1,HYDROGEL_PACK,10006.5,9998,10015,17,sell_aggr,wide,h0_7,Mark 38,seller,4.5,-1.0,7.5,-4.0,18.5,7.0
984700,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5251.0,9,1,VELVETFRUIT_EXTRACT,5250.0,5249,5251,2,buy_aggr,tight,h0_7,Mark 67,buyer,3.5,3.5,5.5,5.5,17.0,17.0
984900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5254.0,6,1,VELVETFRUIT_EXTRACT,5251.5,5249,5254,5,buy_aggr,mid,h0_7,Mark 55,buyer,1.0,1.0,5.0,5.0,16.0,16.0
985400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10024.0,4,1,HYDROGEL_PACK,10016.0,10008,10024,16,buy_aggr,wide,h0_7,Mark 38,buyer,5.0,1.0,14.0,3.0,2.0,14.0
985600,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5252.0,14,1,VELVETFRUIT_EXTRACT,5251.5,5251,5252,1,buy_aggr,tight,h0_7,Mark 67,buyer,2.5,2.5,2.0,2.0,15.5,15.5
985800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10029.0,4,1,HYDROGEL_PACK,10021.0,10013,10029,16,buy_aggr,wide,h0_7,Mark 38,buyer,9.0,-1.5,5.0,-1.0,0.5,13.0
986300,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5254.0,10,1,VELVETFRUIT_EXTRACT,5253.0,5252,5254,2,buy_aggr,tight,h0_7,Mark 67,buyer,3.5,3.5,0.0,0.0,13.0,13.0
988000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10016.0,4,1,HYDROGEL_PACK,10024.0,10016,10032,16,sell_aggr,wide,h0_7,Mark 38,seller,2.0,-1.0,2.0,3.0,-9.0,15.0
988000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5256.0,4,1,VELVETFRUIT_EXTRACT,5253.5,5251,5256,5,buy_aggr,mid,h0_7,Mark 55,buyer,-1.0,-1.0,3.0,3.0,15.0,15.0
988100,Mark 14,Mark 22,VEV_5200,XIRECS,94.0,5,1,VEV_5200,95.0,94,96,2,sell_aggr,tight,h0_7,Mark 22,seller,-0.5,-0.5,2.5,4.0,9.5,14.0
988100,Mark 01,Mark 22,VEV_5300,XIRECS,46.0,5,1,VEV_5300,47.0,46,48,2,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-0.5,2.0,4.0,6.0,14.0
988100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,VEV_5400,14.5,14,15,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-0.5,1.0,4.0,2.5,14.0
988100,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,5,1,VEV_5500,5.5,5,6,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-0.5,0.5,4.0,1.0,14.0
988100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-0.5,0.0,4.0,0.0,14.0
988100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-0.5,0.0,4.0,0.0,14.0
988400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10016.0,6,1,HYDROGEL_PACK,10024.0,10016,10032,16,sell_aggr,wide,h0_7,Mark 38,seller,3.0,-1.0,3.0,6.0,-6.0,18.0
989000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10017.0,4,1,HYDROGEL_PACK,10025.0,10017,10033,16,sell_aggr,wide,h0_7,Mark 38,seller,3.0,1.5,6.0,8.0,-12.0,14.5
990300,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,5,1,VEV_5400,15.5,15,16,1,sell_aggr,tight,h0_7,Mark 22,seller,0.5,3.0,1.0,4.5,1.5,7.0
990300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,3.0,0.0,4.5,0.0,7.0
990300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,3.0,0.0,4.5,0.0,7.0
991500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5260.0,4,1,VELVETFRUIT_EXTRACT,5262.5,5260,5265,5,sell_aggr,mid,h0_7,Mark 55,seller,0.5,0.5,-1.0,-1.0,3.0,3.0
991600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5260.0,7,1,VELVETFRUIT_EXTRACT,5262.5,5260,5265,5,sell_aggr,mid,h0_7,Mark 55,seller,0.0,0.0,0.0,0.0,3.0,3.0
997300,Mark 14,Mark 38,VEV_4000,XIRECS,1261.0,2,1,VEV_4000,1271.5,1261,1282,21,sell_aggr,wide,h0_7,Mark 38,seller,-1.5,-1.5,-1.0,-1.0,-6.0,-6.0
998500,Mark 38,Mark 14,VEV_4000,XIRECS,1280.0,3,1,VEV_4000,1269.5,1259,1280,21,buy_aggr,wide,h0_7,Mark 38,buyer,-2.0,-2.0,-4.0,-4.0,-4.0,-4.0
900,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5262.0,8,2,VELVETFRUIT_EXTRACT,5261.0,5260,5262,2,buy_aggr,tight,h0_7,Mark 67,buyer,3.0,3.0,8.5,8.5,0.5,0.5
1300,Mark 14,Mark 38,VEV_4000,XIRECS,1251.0,3,2,VEV_4000,1262.0,1251,1273,22,sell_aggr,wide,h0_7,Mark 38,seller,3.5,3.5,11.5,11.5,3.0,3.5
2700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5269.0,8,2,VELVETFRUIT_EXTRACT,5272.0,5269,5275,6,sell_aggr,mid,h0_7,Mark 55,seller,1.0,1.0,-1.0,-1.0,-7.0,-7.0
2900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5272.0,8,2,VELVETFRUIT_EXTRACT,5269.5,5267,5272,5,buy_aggr,mid,h0_7,Mark 55,buyer,5.0,5.0,3.0,3.0,-3.0,-3.0
4800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5273.0,3,2,VELVETFRUIT_EXTRACT,5270.5,5268,5273,5,buy_aggr,mid,h0_7,Mark 55,buyer,3.0,3.0,2.0,2.0,-3.5,-3.5
5700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5273.0,5,2,VELVETFRUIT_EXTRACT,5276.0,5273,5279,6,sell_aggr,mid,h0_7,Mark 55,seller,-0.5,-0.5,-3.0,-3.0,-6.0,-6.0
9000,Mark 38,Mark 14,VEV_4000,XIRECS,1278.0,1,2,VEV_4000,1267.0,1256,1278,22,buy_aggr,wide,h0_7,Mark 38,buyer,-3.5,-4.0,-4.5,-5.0,2.5,2.0
9900,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5,2,VELVETFRUIT_EXTRACT,5263.0,5261,5265,4,sell_aggr,mid,h0_7,Mark 55,seller,-1.0,-1.0,4.5,4.5,5.5,5.5
10200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10017.0,6,2,HYDROGEL_PACK,10025.0,10017,10033,16,sell_aggr,wide,h0_7,Mark 38,seller,-6.0,0.5,-11.0,6.5,-12.0,8.5
10700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5265.0,4,2,VELVETFRUIT_EXTRACT,5262.5,5260,5265,5,buy_aggr,mid,h0_7,Mark 55,buyer,2.0,2.0,2.5,2.5,6.0,6.0
11200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10030.0,4,2,HYDROGEL_PACK,10022.0,10014,10030,16,buy_aggr,wide,h0_7,Mark 38,buyer,-1.0,2.0,-10.0,3.0,-15.0,5.0
12100,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5268.0,5,2,VELVETFRUIT_EXTRACT,5267.0,5266,5268,2,buy_aggr,tight,h0_7,Mark 67,buyer,-0.5,-0.5,-0.5,-0.5,3.5,3.5
12600,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5264.0,3,2,VELVETFRUIT_EXTRACT,5266.5,5264,5269,5,sell_aggr,mid,h0_7,Mark 55,seller,-0.5,-0.5,-2.5,-2.5,3.0,3.0
13100,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,2,VEV_5400,17.0,16,18,2,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-0.5,0.5,2.5,0.0,1.0
13100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,2,VEV_5500,6.5,6,7,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-0.5,0.0,2.5,0.0,1.0
13100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,2,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-0.5,0.0,2.5,0.0,1.0
13100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,2,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-0.5,0.0,2.5,0.0,1.0
13900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5269.0,4,2,VELVETFRUIT_EXTRACT,5266.5,5264,5269,5,buy_aggr,mid,h0_7,Mark 55,buyer,0.0,0.0,4.0,4.0,-1.5,-1.5
15700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10035.0,2,2,HYDROGEL_PACK,10027.0,10019,10035,16,buy_aggr,wide,h0_7,Mark 38,buyer,1.0,1.0,-9.0,3.5,-43.0,-3.5
16300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5275.0,5,2,VELVETFRUIT_EXTRACT,5272.5,5270,5275,5,buy_aggr,mid,h0_7,Mark 55,buyer,0.5,0.5,2.0,2.0,-7.0,-7.0
17400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5274.0,3,2,VELVETFRUIT_EXTRACT,5276.5,5274,5279,5,sell_aggr,mid,h0_7,Mark 55,seller,-3.0,-3.0,-7.0,-7.0,-12.5,-12.5
19100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10020.0,6,2,HYDROGEL_PACK,10012.0,10004,10020,16,buy_aggr,wide,h0_7,Mark 38,buyer,5.0,-0.5,-7.0,-0.5,-12.0,-3.0
20900,Mark 01,Mark 22,VEV_5300,XIRECS,53.0,5,2,VEV_5300,54.0,53,55,2,sell_aggr,tight,h0_7,Mark 22,seller,0.0,0.5,-1.0,-2.5,-4.5,-10.0
20900,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,5,2,VEV_5400,18.0,17,19,2,sell_aggr,tight,h0_7,Mark 22,seller,0.0,0.5,-0.5,-2.5,-2.5,-10.0
20900,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,5,2,VEV_5500,7.5,7,8,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,0.5,-1.0,-2.5,-1.0,-10.0
