timestamp,K,S,mid,iv,vega,spread,extract_ret1,extract_z20
100000,5400,5237.5,20.0,0.2396089371746248,214.35090972024298,2.0,-1.0,-0.8678918395837373
120000,5400,5222.0,16.5,0.23681733111840733,195.69604583067186,1.0,-0.5,0.14254346044662386
140000,5400,5227.5,17.5,0.23727743008581045,201.35828053049767,1.0,1.0,0.2913797659604477
160000,5400,5250.0,21.5,0.23565703560347864,223.18533274431047,1.0,0.0,1.245090811499558
180000,5400,5238.5,19.0,0.23518774966718867,210.45880797715492,2.0,2.0,-0.22360679762488714
200000,5400,5230.5,17.0,0.23300181291339053,199.91526449238353,2.0,0.0,1.4481608365035545
220000,5400,5224.5,16.5,0.2361194958620423,195.40559679165227,1.0,-1.0,0.17897607361823575
240000,5400,5234.5,17.5,0.23248123973602428,202.84345950667552,1.0,1.0,1.520135128392649
260000,5400,5236.5,17.5,0.23096611761286193,203.39119289366153,1.0,-1.0,-0.3861092998126088
280000,5400,5238.5,18.0,0.2318851234770207,205.72046416538595,2.0,0.0,-1.0495707149138578
300000,5400,5256.5,21.5,0.23152877805422067,223.974426438988,1.0,1.0,1.0516149219568998
320000,5400,5268.0,24.0,0.23140022162854726,235.15740599034856,2.0,0.5,1.3102780449726563
340000,5400,5258.5,21.0,0.22795575898106055,222.87045034134587,2.0,2.5,0.2745848234633892
360000,5400,5283.0,26.5,0.2270303647431059,246.78210438766158,1.0,-0.5,1.4050003457477624
380000,5400,5270.5,24.0,0.22979104577673293,235.36385459510996,2.0,-1.5,-2.354074480615946
400000,5400,5259.5,21.0,0.22788264719836104,222.43758966115905,2.0,0.0,-1.864083324838396
420000,5400,5262.5,22.0,0.22970650913893625,226.20274395058692,2.0,-1.5,-1.4272470122639347
440000,5400,5244.0,17.5,0.2267813166228209,204.08908405004743,1.0,0.5,-0.5517166642896915
460000,5400,5236.5,16.0,0.22643224169596,195.12095085136832,2.0,0.0,-0.9273676528168323
480000,5400,5242.5,17.0,0.22629998527609543,201.12021743338488,2.0,1.0,2.2886071578971015
500000,5400,5249.5,18.5,0.22738432515506155,209.02020925084557,1.0,0.0,1.0041580216788757
520000,5400,5244.5,17.5,0.22752538647350892,203.21486701905312,1.0,-1.0,1.0443214112085144
540000,5400,5243.5,17.0,0.2262823200166029,200.73113759815394,2.0,-0.5,0.7776279566089117
560000,5400,5236.5,15.5,0.2253559434022048,191.83175534598115,1.0,1.0,0.8868054131691259
580000,5400,5244.5,16.5,0.22345822620653646,198.7581699355314,1.0,1.0,1.7124310463613952
600000,5400,5246.0,16.5,0.2223703675065613,199.1195932035336,1.0,-2.5,-2.5984529879529807
620000,5400,5227.0,13.5,0.2239482078919271,178.65676256915498,1.0,0.5,-0.44457958407294823
640000,5400,5231.5,14.5,0.22576540253560928,184.6431724817149,1.0,0.0,1.0956412727452396
660000,5400,5239.5,15.5,0.22414671114767257,191.74788208371913,1.0,1.0,2.1269310128126993
680000,5400,5239.0,15.5,0.22491038617136047,191.28371277661975,1.0,-3.5,-0.03946002311670132
700000,5400,5250.5,17.5,0.22464151041854735,203.2713259538012,1.0,1.5,-0.681580227760584
720000,5400,5252.5,17.5,0.2230489638464412,203.8492127076277,1.0,0.0,0.3883215814428795
740000,5400,5269.5,21.0,0.22315811854351666,221.8520878274991,2.0,0.0,0.6343438064065303
760000,5400,5262.0,20.0,0.22637434490394737,215.36882666289168,2.0,-0.5,-1.9379389759691426
780000,5400,5250.5,17.5,0.2258826331834389,202.1544420854666,1.0,0.5,-0.21035581435150727
800000,5400,5248.5,16.5,0.2230850784024787,197.45697952074033,1.0,1.0,1.5325390107121957
820000,5400,5255.0,18.0,0.22464516826780226,205.20923565101083,2.0,-0.5,1.3561784470761438
840000,5400,5260.5,19.0,0.2244097784392422,210.52404715050193,2.0,0.5,2.3100917228477886
860000,5400,5253.5,18.0,0.22672506941132736,203.99325804428727,2.0,0.0,0.5323683917872393
880000,5400,5255.5,18.5,0.22753917554395536,206.19164154539484,1.0,0.0,-1.2275425007318432
900000,5400,5257.5,18.5,0.22590370346804012,206.76469622536786,1.0,-1.0,-1.5332526291547621
920000,5400,5257.5,19.0,0.22863498269859897,208.03997756523475,2.0,0.0,1.444836892575008
940000,5400,5253.5,18.5,0.23046106089611415,204.47013687635499,1.0,0.0,-0.662294364430046
960000,5400,5232.0,14.5,0.2303815650457038,180.77578070590826,1.0,-1.0,0.31790537832188037
980000,5400,5240.0,16.0,0.23138082144808644,189.65170766511764,2.0,-0.5,1.1190763867494993
0,5500,5250.0,8.5,0.23983891212538522,134.51427812174316,1.0,0.0,
20000,5500,5239.5,7.5,0.2399798719256412,124.30244608494502,1.0,1.0,1.8378946112510586
40000,5500,5232.5,7.0,0.24111985451803677,118.55997377220147,2.0,0.0,0.40853969522599926
60000,5500,5244.5,8.0,0.2409430470098281,128.99289276718704,2.0,1.0,0.7552956131540497
80000,5500,5249.5,8.5,0.24141365476889462,133.71272357445042,1.0,-1.0,1.2260361150991002
100000,5500,5237.5,7.5,0.24262338120995844,123.20995303686296,1.0,-1.0,-0.8678918395837373
120000,5500,5222.0,6.5,0.24535171535653028,111.5706659769295,1.0,-0.5,0.14254346044662386
140000,5500,5227.5,6.5,0.24182507218841517,112.5858988116127,1.0,1.0,0.2913797659604477
160000,5500,5250.0,8.5,0.24227388736737937,133.1623415180313,1.0,0.0,1.245090811499558
180000,5500,5238.5,7.5,0.24314201178326253,122.81670976806745,1.0,2.0,-0.22360679762488714
200000,5500,5230.5,6.5,0.24064843907205263,112.7964903644684,1.0,0.0,1.4481608365035545
220000,5500,5224.5,6.5,0.24517063516472343,111.38003912834724,1.0,-1.0,0.17897607361823575
240000,5500,5234.5,7.5,0.24696661492047994,121.4258985020096,1.0,1.0,1.520135128392649
260000,5500,5236.5,7.5,0.24584096689161727,121.72595437048493,1.0,-1.0,-0.3861092998126088
280000,5500,5238.5,7.5,0.24471169891547942,122.02891004128709,1.0,0.0,-1.0495707149138578
300000,5500,5256.5,9.0,0.24332107499080766,137.07850801814072,2.0,1.0,1.0516149219568998
320000,5500,5268.0,10.0,0.24192605196360073,146.51237972518112,2.0,0.5,1.3102780449726563
340000,5500,5258.5,9.0,0.24244551115010324,137.24808598142326,2.0,2.5,0.2745848234633892
360000,5500,5283.0,11.5,0.2405872433343514,159.38462921648255,1.0,-0.5,1.4050003457477624
380000,5500,5270.5,10.5,0.24431347724801808,149.6929847506836,1.0,-1.5,-2.354074480615946
400000,5500,5259.5,9.5,0.24624905599496746,140.2595116631982,1.0,0.0,-1.864083324838396
420000,5500,5262.5,9.5,0.24427216556433703,140.8817017361645,1.0,-1.5,-1.4272470122639347
440000,5500,5244.0,7.5,0.2432591679949921,122.03286069474208,1.0,0.5,-0.5517166642896915
460000,5500,5236.5,6.5,0.240473540836401,112.18836595785736,1.0,0.0,-0.9273676528168323
480000,5500,5242.5,7.5,0.24500776197733776,121.35945245575247,1.0,1.0,2.2886071578971015
500000,5500,5249.5,8.5,0.2480811634585387,130.1190176588935,1.0,0.0,1.0041580216788757
520000,5500,5244.5,7.5,0.2441879331630605,121.50242796816825,1.0,-1.0,1.0443214112085144
540000,5500,5243.5,7.5,0.24525320880199614,121.10655306407682,1.0,-0.5,0.7776279566089117
560000,5500,5236.5,7.0,0.24649046682199957,115.4969338348466,2.0,1.0,0.8868054131691259
580000,5500,5244.5,7.5,0.24517322808578612,121.01413760142204,1.0,1.0,1.7124310463613952
600000,5500,5246.0,7.5,0.24439202425600612,121.20161786388721,1.0,-2.5,-2.5984529879529807
620000,5500,5227.0,6.5,0.249925871212211,108.99091730469047,1.0,0.5,-0.44457958407294823
640000,5500,5231.5,6.5,0.24701448958631825,109.77842070284349,1.0,0.0,1.0956412727452396
660000,5500,5239.5,7.5,0.2502235797585875,119.21372525057085,1.0,1.0,2.1269310128126993
680000,5500,5239.0,7.5,0.2509370696366227,118.93821223136663,1.0,-3.5,-0.03946002311670132
700000,5500,5250.5,8.0,0.24675207131463606,125.11582805577486,2.0,1.5,-0.681580227760584
720000,5500,5252.5,8.5,0.24950700077468968,128.93304975490867,1.0,0.0,0.3883215814428795
740000,5500,5269.5,10.0,0.2476348304875845,142.8636261236624,2.0,0.0,0.6343438064065303
760000,5500,5262.0,9.5,0.25033476544936584,137.55361270790735,1.0,-0.5,-1.9379389759691426
780000,5500,5250.5,8.5,0.2520780961110224,127.91039244584617,1.0,0.5,-0.21035581435150727
800000,5500,5248.5,8.5,0.2539652594222526,127.24820624705366,1.0,1.0,1.5325390107121957
820000,5500,5255.0,8.5,0.2493106088305646,128.66221783056625,1.0,-0.5,1.3561784470761438
840000,5500,5260.5,9.5,0.25291358210231624,136.39897054895303,1.0,0.5,2.3100917228477886
860000,5500,5253.5,8.5,0.25116821554824814,127.93281248742542,1.0,0.0,0.5323683917872393
880000,5500,5255.5,8.5,0.24997140997230352,128.24743487462817,1.0,0.0,-1.2275425007318432
900000,5500,5257.5,8.5,0.24877032922812933,128.56523568424328,1.0,-1.0,-1.5332526291547621
920000,5500,5257.5,8.5,0.24912145195651128,128.38403018803405,1.0,0.0,1.444836892575008
940000,5500,5253.5,8.5,0.2525872563069158,127.21408313501553,1.0,0.0,-0.662294364430046
960000,5500,5232.0,6.5,0.2521964296871704,107.46824690983674,1.0,-1.0,0.31790537832188037
980000,5500,5240.0,7.5,0.2554833034380176,116.69701045204279,1.0,-0.5,1.1190763867494993
0,6000,5250.0,0.5,0.3534110796918797,12.762723608438309,1.0,0.0,
20000,6000,5239.5,0.5,0.3586076856026179,12.606936710803122,1.0,1.0,1.8378946112510586
40000,6000,5232.5,0.5,0.3622335278556585,12.499776560062578,1.0,0.0,0.40853969522599926
60000,6000,5244.5,0.5,0.35723982417409517,12.641319055228685,1.0,1.0,0.7552956131540497
80000,6000,5249.5,0.5,0.35541864438252885,12.692043927613879,1.0,-1.0,1.2260361150991002
100000,6000,5237.5,0.5,0.3613294116283037,12.517442273908271,1.0,-1.0,-0.8678918395837373
120000,6000,5222.0,0.5,0.36885872005927073,12.302993436906487,1.0,-0.5,0.14254346044662386
140000,6000,5227.5,0.5,0.3668143644368984,12.357001228757117,1.0,1.0,0.2913797659604477
160000,6000,5250.0,0.5,0.3569991014236781,12.63445177390668,1.0,0.0,1.245090811499558
180000,6000,5238.5,0.5,0.36271531662275064,12.466892417463049,1.0,2.0,-0.22360679762488714
200000,6000,5230.5,0.5,0.3668468092807895,12.347924999236598,1.0,0.0,1.4481608365035545
220000,6000,5224.5,0.5,0.37007327308106547,12.256068237775079,1.0,-1.0,0.17897607361823575
240000,6000,5234.5,0.5,0.36595266305863305,12.367377729276376,1.0,1.0,1.520135128392649
260000,6000,5236.5,0.5,0.36550500405364117,12.377139330369927,1.0,-1.0,-0.3861092998126088
280000,6000,5238.5,0.5,0.3650569515202128,12.386924585844966,1.0,0.0,-1.0495707149138578
300000,6000,5256.5,0.5,0.3572359968491186,12.607755080850287,1.0,1.0,1.0516149219568998
320000,6000,5268.0,0.5,0.3524007563834348,12.747503763364461,1.0,0.5,1.3102780449726563
340000,6000,5258.5,0.5,0.35724421357718905,12.601797763655858,1.0,2.5,0.2745848234633892
360000,6000,5283.0,0.5,0.3463978377862184,12.92352651966049,1.0,-0.5,1.4050003457477624
380000,6000,5270.5,0.5,0.3526293453542033,12.731952307895396,1.0,-1.5,-2.354074480615946
400000,6000,5259.5,0.5,0.3581882019296529,12.565754602373215,1.0,0.0,-1.864083324838396
420000,6000,5262.5,0.5,0.3572685780471482,12.589560160948915,1.0,-1.5,-1.4272470122639347
440000,6000,5244.0,0.5,0.3663405950770611,12.328636873353119,1.0,0.5,-0.5517166642896915
460000,6000,5236.5,0.5,0.370320824823255,12.216181478457893,1.0,0.0,-0.9273676528168323
480000,6000,5242.5,0.5,0.36801330639547597,12.276651448861935,1.0,1.0,2.2886071578971015
500000,6000,5249.5,0.5,0.3652348114307501,12.350928372718455,1.0,0.0,1.0041580216788757
520000,6000,5244.5,0.5,0.3680605909395559,12.269671612170148,1.0,-1.0,1.0443214112085144
540000,6000,5243.5,0.5,0.36902194501669,12.24040341577194,1.0,-0.5,0.7776279566089117
560000,6000,5236.5,0.5,0.3728012331864218,12.134901929402687,1.0,1.0,0.8868054131691259
580000,6000,5244.5,0.5,0.36954571039445977,12.22036263495261,1.0,1.0,1.7124310463613952
600000,6000,5246.0,0.5,0.3693395313414586,12.223137505746886,1.0,-2.5,-2.5984529879529807
620000,6000,5227.0,0.5,0.3787911336771429,11.967578873795782,1.0,0.5,-0.44457958407294823
640000,6000,5231.5,0.5,0.3771811869865779,12.007009533989669,1.0,0.0,1.0956412727452396
660000,6000,5239.5,0.5,0.3739151042124233,12.090831164921342,1.0,1.0,2.1269310128126993
680000,6000,5239.0,0.5,0.37466204257958896,12.068046215258905,1.0,-3.5,-0.03946002311670132
700000,6000,5250.5,0.5,0.36973104242163335,12.198019556879792,1.0,1.5,-0.681580227760584
720000,6000,5252.5,0.5,0.3692910235044792,12.207113667756131,1.0,0.0,0.3883215814428795
740000,6000,5269.5,0.5,0.36174018065305796,12.41412761417673,1.0,0.0,0.6343438064065303
760000,6000,5262.0,0.5,0.36579857637703383,12.297378391783267,1.0,-0.5,-1.9379389759691426
780000,6000,5250.5,0.5,0.3717737709484795,12.13099697265878,1.0,0.5,-0.21035581435150727
800000,6000,5248.5,0.5,0.3732427111666375,12.08862271432061,1.0,1.0,1.5325390107121957
820000,6000,5255.0,0.5,0.3706613620870202,12.155189180563168,1.0,-0.5,1.3561784470761438
840000,6000,5260.5,0.5,0.368552502175647,12.209629305793671,1.0,0.5,2.3100917228477886
860000,6000,5253.5,0.5,0.3724156119163392,12.10199284552469,1.0,0.0,0.5323683917872393
880000,6000,5255.5,0.5,0.37198040019257744,12.110730283980873,1.0,0.0,-1.2275425007318432
900000,6000,5257.5,0.5,0.37154485132185877,12.119485122560292,1.0,-1.0,-1.5332526291547621
920000,6000,5257.5,0.5,0.37206926210555735,12.10240338852845,1.0,0.0,1.444836892575008
940000,6000,5253.5,0.5,0.3745196716632882,12.034003583464807,1.0,0.0,-0.662294364430046
960000,6000,5232.0,0.5,0.3854169466647804,11.749167971242663,1.0,-1.0,0.31790537832188037
980000,6000,5240.0,0.5,0.38210095451413034,11.830511253384062,1.0,-0.5,1.1190763867494993
0,6500,5250.0,0.5,0.5354544576706239,9.147685033749786,1.0,0.0,
20000,6500,5239.5,0.5,0.5406916535553589,9.07089962049779,1.0,1.0,1.8378946112510586
40000,6500,5232.5,0.5,0.5444222838711519,9.01651370698375,1.0,0.0,0.40853969522599926
60000,6500,5244.5,0.5,0.5398710310690266,9.079062008116926,1.0,1.0,0.7552956131540497
80000,6500,5249.5,0.5,0.5383701119195126,9.098711157441105,1.0,-1.0,1.2260361150991002
100000,6500,5237.5,0.5,0.5442973876907541,9.013033916653098,1.0,-1.0,-0.8678918395837373
120000,6500,5222.0,0.5,0.5517851663029091,8.907625290798387,1.0,-0.5,0.14254346044662386
140000,6500,5227.5,0.5,0.5500700324965249,8.92940754267196,1.0,1.0,0.2913797659604477
160000,6500,5250.0,0.5,0.5408906874252052,9.055746716195872,1.0,0.0,1.245090811499558
180000,6500,5238.5,0.5,0.546634694642452,8.97338830423364,1.0,2.0,-0.22360679762488714
200000,6500,5230.5,0.5,0.5508591296510688,8.91334194036612,1.0,0.0,1.4481608365035545
220000,6500,5224.5,0.5,0.5542156616036732,8.8658610468975,1.0,-1.0,0.17897607361823575
240000,6500,5234.5,0.5,0.5505100000879248,8.914614303465884,1.0,1.0,1.520135128392649
260000,6500,5236.5,0.5,0.5503364876700109,8.9152289488138,1.0,-1.0,-0.3861092998126088
280000,6500,5238.5,0.5,0.5501636834856077,8.915829093694965,1.0,0.0,-1.0495707149138578
300000,6500,5256.5,0.5,0.5429110784440297,9.014710811818313,1.0,1.0,1.0516149219568998
320000,6500,5268.0,0.5,0.5385310449428773,9.074852718680843,1.0,0.5,1.3102780449726563
340000,6500,5258.5,0.5,0.5434404400974461,9.003667112989882,1.0,2.5,0.2745848234633892
360000,6500,5283.0,0.5,0.5332986002808549,9.146350739562182,1.0,-0.5,1.4050003457477624
380000,6500,5270.5,0.5,0.5395380048027969,9.055040794698384,1.0,-1.5,-2.354074480615946
400000,6500,5259.5,0.5,0.5451365670946626,8.9745241968022,1.0,0.0,-1.864083324838396
420000,6500,5262.5,0.5,0.5445194185485853,8.98129947414477,1.0,-1.5,-1.4272470122639347
440000,6500,5244.0,0.5,0.5534963086988086,8.856115110253665,1.0,0.5,-0.5517166642896915
460000,6500,5236.5,0.5,0.5575876103998008,8.799291257557856,1.0,0.0,-0.9273676528168323
480000,6500,5242.5,0.5,0.5556385855099352,8.823611298307863,1.0,1.0,2.2886071578971015
500000,6500,5249.5,0.5,0.5532391464345557,8.854171560037,1.0,0.0,1.0041580216788757
520000,6500,5244.5,0.5,0.5562236867819645,8.81214328426477,1.0,-1.0,1.0443214112085144
540000,6500,5243.5,0.5,0.557418658987184,8.794343391935291,1.0,-0.5,0.7776279566089117
560000,6500,5236.5,0.5,0.5613223314025638,8.740745757282514,1.0,1.0,0.8868054131691259
580000,6500,5244.5,0.5,0.558468041634187,8.776729302354823,1.0,1.0,1.7124310463613952
600000,6500,5246.0,0.5,0.5585448069644331,8.773887899420256,1.0,-2.5,-2.5984529879529807
620000,6500,5227.0,0.5,0.5679033670049702,8.649534404774718,1.0,0.5,-0.44457958407294823
640000,6500,5231.5,0.5,0.5666323279534644,8.664160824136474,1.0,0.0,1.0956412727452396
660000,6500,5239.5,0.5,0.563771449591786,8.699552750370485,1.0,1.0,2.1269310128126993
680000,6500,5239.0,0.5,0.5647683202409776,8.684733727936468,1.0,-3.5,-0.03946002311670132
700000,6500,5250.5,0.5,0.560312152023072,8.741311717352156,1.0,1.5,-0.681580227760584
720000,6500,5252.5,0.5,0.5601714099924628,8.741323431601376,1.0,0.0,0.3883215814428795
740000,6500,5269.5,0.5,0.5532075957334089,8.83241615279173,1.0,0.0,0.6343438064065303
760000,6500,5262.0,0.5,0.5573861842652835,8.774527667698976,1.0,-0.5,-1.9379389759691426
780000,6500,5250.5,0.5,0.5634078228588415,8.693282171815065,1.0,0.5,-0.21035581435150727
800000,6500,5248.5,0.5,0.5651049484444641,8.669336530201996,1.0,1.0,1.5325390107121957
820000,6500,5255.0,0.5,0.5629139426408818,8.69601330303922,1.0,-0.5,1.3561784470761438
840000,6500,5260.5,0.5,0.5611786381923893,8.716877332765753,1.0,0.5,2.3100917228477886
860000,6500,5253.5,0.5,0.5651773423012934,8.662815248675644,1.0,0.0,0.5323683917872393
880000,6500,5255.5,0.5,0.5650508992801498,8.662582982128235,1.0,0.0,-1.2275425007318432
900000,6500,5257.5,0.5,0.5649254602012888,8.662331797574655,1.0,-1.0,-1.5332526291547621
920000,6500,5257.5,0.5,0.5657228148122389,8.65012272633169,1.0,0.0,1.444836892575008
940000,6500,5253.5,0.5,0.5683704600440991,8.614147362674924,1.0,0.0,-0.662294364430046
960000,6500,5232.0,0.5,0.5791353048039559,8.47658971500263,1.0,-1.0,0.31790537832188037
980000,6500,5240.0,0.5,0.5762457485977511,8.510702853580119,1.0,-0.5,1.1190763867494993
0,4000,5245.0,1245.0,,,20.0,0.0,
20000,4000,5227.0,1227.0,,,20.0,0.5,-1.2757830439860218
40000,4000,5234.0,1234.0,,,20.0,-0.5,0.6431883034207905
60000,4000,5246.0,1246.0,,,20.0,-1.5,-0.21035581435131695
80000,4000,5237.5,1237.5,,,21.0,-1.0,-1.5319644783158304
100000,4000,5248.5,1248.5,,,21.0,1.0,1.955458040672691
120000,4000,5258.5,1258.5,,,21.0,0.0,0.6638686982649391
140000,4000,5258.5,1258.5,,,21.0,1.0,0.9848521392171491
160000,4000,5253.5,1253.5,,,21.0,-1.0,-0.7440410749840194
180000,4000,5245.0,1245.0,,,20.0,-0.5,-1.042640909899116
200000,4000,5238.5,1238.5,,,21.0,0.0,-1.0166201268999246
220000,4000,5248.5,1248.5,,,21.0,-1.0,-2.057138346329394
240000,4000,5254.5,1254.5,,,21.0,-1.0,1.0459138921083002
260000,4000,5253.0,1253.0,,,22.0,0.5,-1.9655794740785892
280000,4000,5260.0,1260.0,,,22.0,1.0,2.0781784061231785
300000,4000,5268.5,1268.5,,,21.0,-1.5,-0.37652816588591237
320000,4000,5243.0,1243.0,,,20.0,-0.5,-1.9461626715182856
340000,4000,5250.0,1250.5,0.7473352986500502,6.552046667591742,21.0,1.5,0.785082088946521
360000,4000,5247.5,1247.5,,,21.0,-1.0,-0.5679060839342449
380000,4000,5251.0,1250.5,,,21.0,-0.5,0.654703902512997
400000,4000,5241.5,1246.5,0.9976028773077976,32.18194996959796,11.0,0.0,1.5300181791799718
420000,4000,5228.0,1228.0,,,20.0,-0.5,-2.1451693614568828
440000,4000,5235.5,1235.5,,,21.0,-1.0,-1.0192873407589722
460000,4000,5250.5,1249.5,,,21.0,1.0,2.2376333774138315
480000,4000,5251.0,1251.5,0.7557839732669733,6.479610368394663,21.0,0.5,-0.2740330323088858
500000,4000,5243.5,1243.5,,,21.0,0.0,0.9619564591403325
520000,4000,5260.5,1259.5,,,21.0,1.0,1.1503518246961317
540000,4000,5236.5,1236.5,,,21.0,0.5,0.15607361829844593
560000,4000,5230.5,1230.5,,,21.0,1.0,1.6703083784160466
580000,4000,5234.5,1234.5,,,21.0,0.0,-1.1141636728162576
600000,4000,5234.5,1234.5,,,21.0,0.0,-1.834085826392452
620000,4000,5234.5,1234.5,,,21.0,0.5,1.6361530499004777
640000,4000,5213.5,1214.0,0.7473849842882829,6.521389943920888,20.0,-1.0,-1.1178839071560889
660000,4000,5211.5,1211.0,,,20.0,-1.0,0.22087227977160864
680000,4000,5224.5,1224.5,,,21.0,0.0,-1.1174010665246632
700000,4000,5238.5,1238.5,,,21.0,0.0,1.69202213943441
720000,4000,5266.5,1266.5,,,21.0,0.5,-0.33586704566565273
740000,4000,5264.5,1264.5,,,21.0,1.0,-1.8927028435414248
760000,4000,5276.5,1271.0,,,10.0,0.0,0.8076495061425755
780000,4000,5259.0,1259.5,0.7776222242820695,6.3038913764688465,21.0,-1.0,-2.0448397181116933
800000,4000,5250.5,1250.5,,,21.0,-1.0,-1.4020466776406484
820000,4000,5236.0,1236.0,,,20.0,0.5,1.4331295562560045
840000,4000,5254.5,1254.5,,,21.0,0.0,1.778863462978225
860000,4000,5262.5,1262.5,,,21.0,-1.0,-0.8445316890413228
880000,4000,5239.0,1239.0,,,20.0,-0.5,0.776907719212577
900000,4000,5249.5,1249.5,,,21.0,0.0,0.520988071492988
920000,4000,5270.5,1270.0,,,22.0,0.0,1.238488097782212
940000,4000,5262.0,1262.0,,,22.0,-1.5,-1.0608511717386744
960000,4000,5262.5,1262.5,,,21.0,0.0,-0.16715614380212712
980000,4000,5259.5,1259.5,,,21.0,0.0,-0.9465344017770803
0,4500,5245.0,745.0,,,16.0,0.0,
20000,4500,5227.0,727.0,,,16.0,0.5,-1.2757830439860218
40000,4500,5234.0,734.0,,,16.0,-0.5,0.6431883034207905
60000,4500,5246.0,746.0,,,16.0,-1.5,-0.21035581435131695
80000,4500,5237.5,738.0,0.4327036353079969,10.393990307536383,16.0,-1.0,-1.5319644783158304
100000,4500,5248.5,748.0,,,16.0,1.0,1.955458040672691
120000,4500,5258.5,759.0,0.44402022597377866,10.176602991910714,16.0,0.0,0.6638686982649391
140000,4500,5258.5,759.0,0.4446670147076682,10.16180065342338,16.0,1.0,0.9848521392171491
160000,4500,5253.5,753.0,,,16.0,-1.0,-0.7440410749840194
180000,4500,5245.0,745.0,,,16.0,-0.5,-1.042640909899116
200000,4500,5238.5,738.0,,,16.0,0.0,-1.0166201268999246
220000,4500,5248.5,748.5,,,15.0,-1.0,-2.057138346329394
240000,4500,5254.5,754.0,,,16.0,-1.0,1.0459138921083002
260000,4500,5253.0,753.0,,,16.0,0.5,-1.9655794740785892
280000,4500,5260.0,760.0,,,16.0,1.0,2.0781784061231785
300000,4500,5268.5,769.0,0.4547758968907746,9.957581966402058,16.0,-1.5,-0.37652816588591237
320000,4500,5243.0,743.0,,,16.0,-0.5,-1.9461626715182856
340000,4500,5250.0,750.0,,,16.0,1.5,0.785082088946521
360000,4500,5247.5,748.0,0.4466178381600976,10.092826336706997,16.0,-1.0,-0.5679060839342449
380000,4500,5251.0,751.0,,,16.0,-0.5,0.654703902512997
400000,4500,5241.5,745.0,0.5769436870588097,37.68616653171694,8.0,0.0,1.5300181791799718
420000,4500,5228.0,728.0,,,16.0,-0.5,-2.1451693614568828
440000,4500,5235.5,736.0,0.4434331656623859,10.137892542232178,16.0,-1.0,-1.0192873407589722
460000,4500,5250.5,750.0,,,16.0,1.0,2.2376333774138315
480000,4500,5251.0,751.0,,,16.0,0.5,-0.2740330323088858
500000,4500,5243.5,743.0,,,16.0,0.0,0.9619564591403325
520000,4500,5260.5,759.0,,,16.0,1.0,1.1503518246961317
540000,4500,5236.5,736.5,,,15.0,0.5,0.15607361829844593
560000,4500,5230.5,730.0,,,16.0,1.0,1.6703083784160466
580000,4500,5234.5,734.5,,,15.0,0.0,-1.1141636728162576
600000,4500,5234.5,734.0,,,16.0,0.0,-1.834085826392452
620000,4500,5234.5,734.0,,,16.0,0.5,1.6361530499004777
640000,4500,5213.5,713.5,,,15.0,-1.0,-1.1178839071560889
660000,4500,5211.5,711.5,,,15.0,-1.0,0.22087227977160864
680000,4500,5224.5,724.0,,,16.0,0.0,-1.1174010665246632
700000,4500,5238.5,738.5,,,15.0,0.0,1.69202213943441
720000,4500,5266.5,767.0,0.4687405947067303,9.65674392825084,16.0,0.5,-0.33586704566565273
740000,4500,5264.5,764.0,,,16.0,1.0,-1.8927028435414248
760000,4500,5276.5,772.0,,,8.0,0.0,0.8076495061425755
780000,4500,5259.0,759.0,,,16.0,-1.0,-2.0448397181116933
800000,4500,5250.5,751.0,0.4637074480253235,9.727354071742877,16.0,-1.0,-1.4020466776406484
820000,4500,5236.0,736.0,,,16.0,0.5,1.4331295562560045
840000,4500,5254.5,754.0,,,16.0,0.0,1.778863462978225
860000,4500,5262.5,762.5,,,17.0,-1.0,-0.8445316890413228
880000,4500,5239.0,739.0,,,16.0,-0.5,0.776907719212577
900000,4500,5249.5,750.0,0.4669844243521554,9.656948287413035,16.0,0.0,0.520988071492988
920000,4500,5270.5,770.0,,,16.0,0.0,1.238488097782212
940000,4500,5262.0,762.0,,,16.0,-1.5,-1.0608511717386744
960000,4500,5262.5,762.5,,,17.0,0.0,-0.16715614380212712
980000,4500,5259.5,760.0,0.47518794380473606,9.511201413350685,16.0,0.0,-0.9465344017770803
0,5000,5245.0,251.0,0.24275996974726297,102.78672085495771,6.0,0.0,
20000,5000,5227.0,235.0,0.24740087158711987,121.48435444393255,6.0,0.5,-1.2757830439860218
40000,5000,5234.0,241.0,0.2445736065114032,112.62743611361662,6.0,-0.5,0.6431883034207905
60000,5000,5246.0,252.0,0.24453930872385765,102.15213277454188,6.0,-1.5,-0.21035581435131695
80000,5000,5237.5,245.0,0.25233919050146414,115.1933283125048,6.0,-1.0,-1.5319644783158304
100000,5000,5248.5,254.0,0.242042957250888,97.1267768501144,6.0,1.0,1.955458040672691
120000,5000,5258.5,264.0,0.24960559479574307,95.18595670789497,6.0,0.0,0.6638686982649391
140000,5000,5258.5,263.5,0.24458235132862996,90.57733708551035,7.0,1.0,0.9848521392171491
160000,5000,5253.5,258.0,0.23575754702406765,86.50015595011527,6.0,-1.0,-0.7440410749840194
180000,5000,5245.0,251.0,0.24594268352750817,101.45657065627202,6.0,-0.5,-1.042640909899116
200000,5000,5238.5,245.0,0.2462613231293119,106.59265124291957,6.0,0.0,-1.0166201268999246
220000,5000,5248.5,254.0,0.24417553584097856,96.27849207452418,6.0,-1.0,-2.057138346329394
