tape_day,ts,fut_abs_5
1,755200,0.0
1,755700,3.0
1,756200,1.0
1,757100,0.0
1,757300,1.5
1,758300,4.0
1,759000,3.0
1,759800,1.5
1,760400,2.0
1,761800,2.5
1,762000,1.0
1,762500,0.0
1,762800,1.0
1,764300,1.0
1,765000,3.5
1,765400,2.5
1,766000,3.0
1,767100,1.0
1,767500,1.0
1,768700,1.0
1,769000,0.0
1,770900,5.0
1,773000,0.0
1,773300,2.0
1,773800,0.0
1,773900,3.5
1,774300,1.0
1,774800,2.0
1,775200,1.0
1,775700,2.5
1,776300,3.0
1,776900,2.0
1,777200,3.0
1,777900,1.0
1,778400,1.0
1,779500,6.5
1,779800,0.0
1,780100,1.0
1,780400,1.0
1,781100,2.5
1,781600,5.5
1,781800,1.0
1,782100,1.0
1,783200,2.0
1,783500,1.0
1,783700,0.0
1,784100,5.5
1,784400,1.5
1,785000,1.5
1,785600,3.0
1,786100,4.0
1,786400,6.0
1,786900,2.5
1,787500,1.5
1,787600,0.0
1,787800,1.0
1,788100,2.0
1,788800,2.0
1,789100,3.0
1,789300,2.0
1,790500,2.0
1,790700,2.0
1,791000,0.5
1,791200,3.0
1,791700,4.0
1,792200,4.5
1,792600,0.0
1,793000,2.0
1,793500,0.5
1,793800,1.0
1,794200,0.5
1,794400,0.0
1,794800,3.0
1,795200,4.0
1,795600,2.5
1,796100,0.0
1,797400,0.0
1,798600,3.0
1,798800,1.5
1,799500,3.0
1,800200,3.0
1,800600,2.5
1,800900,0.5
1,801100,3.5
1,801300,2.0
1,801500,5.0
1,802000,3.0
1,802500,3.0
1,803400,2.5
1,804300,0.0
1,804400,1.5
1,804600,3.0
1,805000,4.5
1,805200,2.5
1,805700,4.5
1,806700,1.5
1,807100,1.0
1,807300,2.5
1,807500,1.0
1,807900,3.5
1,808500,1.0
1,810100,2.0
1,811300,2.0
1,811700,3.0
1,812000,3.0
1,812500,2.0
1,812700,3.0
1,812900,3.0
1,813400,0.5
1,814700,2.0
1,815700,2.5
1,816300,2.5
1,816500,2.0
1,816900,1.0
1,818000,3.5
1,818800,2.0
1,819000,3.0
1,819200,3.0
1,819800,1.0
1,820100,4.5
1,820300,5.0
1,820400,2.5
1,820700,0.5
1,821300,2.0
1,821500,2.0
1,821700,2.0
1,822000,1.5
1,822400,2.0
1,822500,5.5
1,822800,4.0
1,824400,1.0
1,825600,0.0
1,825900,1.0
1,826300,2.5
1,826600,2.0
1,826700,0.5
1,828000,4.0
1,828300,2.5
1,829100,0.0
1,829500,0.5
1,829900,1.0
1,830000,1.5
1,830200,4.0
1,830400,2.0
1,830700,0.5
1,830900,2.5
1,831300,1.5
1,831500,1.0
1,831700,0.0
1,831900,0.0
1,832700,2.5
1,833500,1.0
1,833800,1.0
1,834500,1.0
1,835200,1.5
1,835800,0.0
1,836900,4.0
1,837400,1.0
1,837600,1.0
1,837800,1.0
1,838100,0.5
1,838700,0.0
1,838900,1.0
1,839600,1.5
1,840800,1.0
1,841000,4.0
1,841800,2.0
1,842100,2.0
1,842500,2.0
1,843000,2.5
1,843600,3.0
1,843800,0.5
1,844100,3.0
1,844300,0.5
1,845200,0.5
1,845400,4.0
1,845800,3.0
1,846600,0.0
1,846900,2.0
1,847500,2.0
1,848200,2.0
1,848400,3.5
1,849600,4.0
1,849800,3.5
1,850300,1.5
1,850600,1.5
1,851100,0.0
1,851400,5.0
1,852100,1.0
1,852300,3.5
1,852700,3.5
1,852900,4.0
1,853600,3.0
1,854500,0.0
1,854800,3.0
1,855700,1.0
1,855900,0.5
1,856100,1.0
1,856500,1.5
1,856800,3.0
1,857100,6.5
1,857700,0.0
1,858100,1.0
1,858500,0.5
1,858900,2.0
1,859100,1.0
1,859900,3.0
1,860200,1.5
1,860500,1.5
1,860800,0.0
1,861600,4.0
1,862000,2.5
1,862600,0.0
1,862900,1.0
1,863300,1.0
1,863700,1.0
1,864000,1.0
1,864400,1.0
1,864800,4.0
1,865300,2.0
1,865600,1.5
1,866200,2.0
1,866900,2.0
1,867100,2.5
1,867300,2.0
1,867700,1.0
1,868100,2.0
1,868500,4.0
1,868700,4.0
1,869400,1.0
1,870500,1.0
1,871100,1.0
1,871400,3.0
1,871800,1.0
1,872000,0.0
1,872300,4.0
1,873600,2.0
1,874700,2.0
1,875700,0.0
1,876100,3.0
1,876700,0.5
1,877000,1.0
1,878200,3.0
1,879400,0.0
1,879700,2.0
1,880100,1.0
1,881100,4.0
1,881400,5.0
1,882000,4.5
1,882600,0.0
1,883000,4.0
1,883200,2.0
1,883700,5.0
1,883800,3.5
1,884200,1.0
1,886000,1.5
1,886200,0.0
1,886700,0.0
1,887100,2.0
1,887800,2.5
1,888200,0.0
1,888400,0.0
1,888700,1.0
1,889400,2.0
1,889700,5.0
1,889900,2.0
1,890000,0.0
1,891900,0.0
1,892100,0.0
1,893700,0.5
1,894100,0.0
1,894300,0.5
1,894900,2.0
1,895300,2.5
1,895900,2.0
1,896200,1.5
1,896800,1.0
1,896900,2.0
1,897200,3.5
1,898100,1.0
1,898600,1.5
1,899200,0.0
1,900400,0.5
1,900700,2.0
1,901000,1.5
1,901100,2.5
1,901600,2.0
1,902300,0.0
1,902600,2.0
1,902800,3.5
1,903400,3.0
1,903500,0.5
1,903700,0.0
1,904500,2.5
1,904900,1.0
1,905300,2.0
1,907300,0.5
1,907900,0.0
1,908400,1.0
1,908800,3.5
1,909400,1.0
1,909700,1.0
1,910800,1.0
1,911000,1.0
1,911200,0.0
1,911900,2.0
1,912300,2.0
1,912800,0.0
1,914000,0.5
1,914400,0.0
1,914600,2.0
1,914700,2.0
1,915100,0.5
1,915300,3.0
1,915700,5.5
1,916400,1.0
1,916900,2.5
1,917500,2.0
1,918700,3.5
1,919200,0.0
1,919400,0.0
1,920100,1.0
1,920500,2.5
1,921200,3.5
1,921800,0.5
1,921900,4.5
1,922100,1.5
1,922500,0.0
1,923200,4.0
1,923900,1.0
1,924300,3.5
1,924800,0.0
1,925100,1.0
1,925800,0.0
1,926100,0.0
1,926600,0.5
1,926800,1.5
1,927100,1.5
1,927400,0.0
1,927600,2.5
1,927900,3.0
1,928300,2.5
1,929100,2.5
1,929700,0.5
1,930000,1.0
1,930300,0.5
1,930800,3.5
1,931200,2.0
1,931700,3.0
1,932000,2.0
1,933100,1.0
1,933600,5.0
1,934700,1.0
1,936000,0.5
1,936300,1.0
1,936600,1.5
1,936700,0.0
1,937100,3.5
1,937400,3.0
1,937600,4.0
1,937900,0.0
1,938500,2.0
1,938900,3.0
1,939400,1.0
1,939700,1.0
1,940100,0.0
1,940200,0.0
1,940600,5.0
1,942100,4.0
1,944500,1.0
1,944900,2.0
1,946000,0.0
1,946400,0.0
1,947300,1.5
1,947900,1.0
1,948300,0.0
1,948700,3.5
1,949200,0.0
1,949400,2.5
1,950100,0.0
1,951200,3.0
1,951500,0.0
1,952200,0.0
1,953100,2.0
1,953400,1.0
1,953700,3.5
1,953900,2.0
1,954700,0.5
1,954800,1.0
1,955300,0.5
1,955900,1.5
1,956100,2.0
1,956300,0.0
1,957300,1.0
1,957500,2.0
1,957800,1.0
1,958200,1.0
1,958600,3.5
1,958700,0.5
1,958900,0.0
1,959200,1.0
1,959600,2.5
1,959900,2.0
1,960800,4.0
1,961300,0.5
1,961500,2.0
1,962000,1.0
1,962400,2.0
1,962800,2.0
1,963000,3.0
1,963200,2.0
1,963500,4.0
1,963600,5.5
1,964400,1.5
1,964600,3.5
1,964800,0.5
1,966900,2.0
1,967200,5.0
1,967400,3.0
1,967500,3.0
1,967700,1.0
1,967900,0.0
1,969200,3.0
1,970600,0.5
1,971200,0.5
1,971500,1.0
1,971800,3.0
1,972000,5.0
1,972300,5.5
1,972500,2.0
1,972700,2.5
1,972900,2.0
1,973300,3.0
1,973700,3.0
1,974000,1.0
1,974200,2.0
1,974900,3.0
1,975400,0.5
1,975800,1.0
1,976000,1.5
1,976600,2.5
1,976900,2.5
1,977200,1.0
1,977500,1.0
1,978000,1.0
1,978800,2.0
1,979100,1.5
1,979700,1.0
1,980400,0.5
1,980600,1.0
1,980800,1.0
1,981000,2.0
1,981500,1.0
1,981700,1.0
1,982200,0.5
1,982500,1.0
1,983200,0.0
1,984700,3.5
1,985600,2.5
1,986300,3.5
1,986500,2.0
1,987200,2.5
1,987500,1.5
1,987800,0.5
1,988400,1.0
1,988700,3.0
1,989000,1.5
1,989700,0.5
1,990600,2.0
1,991100,2.0
1,991200,3.5
1,991700,0.5
1,992100,1.0
1,992400,1.0
1,992600,3.0
1,993100,2.0
1,993800,0.5
1,994100,2.0
1,994300,5.0
1,994900,1.0
1,995300,0.0
1,995700,2.0
1,996400,3.0
1,996900,2.0
1,997300,1.5
1,997500,0.5
1,998000,1.0
1,998700,0.5
1,999000,2.0
1,999300,4.0
2,700,0.0
2,900,3.0
2,1500,4.0
2,1800,3.5
2,2400,1.0
2,2800,2.0
2,3300,0.0
2,3700,1.0
2,4000,0.0
2,4800,3.0
2,5300,1.0
2,5500,0.0
2,5800,1.5
2,5900,2.5
2,6100,3.5
2,6300,3.5
2,6700,2.0
2,7000,4.0
2,7400,1.0
2,7600,2.0
2,7900,0.5
2,8000,0.0
2,8300,2.0
2,8500,4.5
2,9100,2.5
2,9300,3.0
2,9900,1.0
2,10300,0.5
2,10500,1.0
2,10700,2.0
2,10900,5.0
2,11200,2.0
2,12100,0.5
2,12700,2.5
2,13200,2.0
2,13600,1.0
2,14700,2.0
2,14900,1.0
2,15400,2.0
2,15800,3.0
2,16000,1.5
2,16300,0.5
2,16500,0.0
2,16900,3.0
2,18900,3.0
2,19700,5.0
2,20200,2.0
2,21200,2.0
2,21500,0.0
2,21600,0.5
2,21800,0.5
2,22300,3.5
2,23000,3.5
2,23200,2.5
2,23600,2.0
2,23800,3.0
2,24000,1.0
2,24300,0.5
2,24600,2.0
2,24900,0.5
2,25300,0.5
2,25900,0.0
2,27000,1.5
2,27200,1.0
2,27600,0.0
2,28700,0.0
2,29400,1.0
2,29700,1.0
2,30500,4.0
2,31200,5.5
2,31500,3.0
2,32300,0.0
2,32500,3.5
2,33100,0.5
2,33400,3.0
2,33900,1.5
2,34500,5.0
2,35200,1.0
2,35600,1.5
2,35900,0.5
2,36000,3.0
2,37700,2.5
2,37900,2.5
2,38700,2.0
2,38900,4.0
2,39200,4.0
2,39400,4.0
2,39700,2.0
2,40700,2.0
2,40900,0.5
2,41500,2.0
2,41700,1.0
2,41900,3.0
2,42200,0.5
2,42800,0.0
2,43300,2.0
2,43400,4.0
2,43600,0.5
2,44200,4.0
2,44500,3.0
2,44700,0.0
2,44900,1.5
2,45200,2.0
2,45500,1.0
2,46500,0.0
2,46800,0.5
2,47200,1.5
2,47400,0.0
2,47800,0.5
2,48400,1.0
2,49000,2.5
2,49800,0.5
2,50400,5.0
2,50900,1.0
2,51300,2.0
2,52500,2.0
2,52700,2.0
2,52900,0.5
2,53900,1.0
2,54500,1.5
2,55300,3.0
2,55400,0.5
2,55800,2.0
2,56400,0.0
2,56600,0.5
2,56800,5.0
2,57200,2.0
2,57800,0.0
2,58300,6.0
2,59100,1.0
2,59400,1.0
2,60500,2.0
2,61900,2.0
2,62200,1.0
2,62400,2.0
2,62700,3.5
2,63200,2.0
2,63800,0.5
2,64200,0.0
2,64400,2.0
2,64700,2.0
2,65700,1.0
2,65900,0.5
2,66400,4.0
2,67200,3.0
2,69200,4.5
2,70500,1.5
2,71000,1.5
2,71300,1.5
2,71500,1.5
2,72000,4.0
2,72300,1.5
2,72400,1.5
2,72700,1.5
2,72800,0.5
2,73300,0.0
2,73600,1.0
2,74000,1.0
2,74400,1.0
2,74800,1.0
2,76200,0.5
2,76900,2.0
2,77300,2.0
2,78300,1.0
2,78600,2.0
2,79100,3.0
2,79600,3.0
2,79900,6.5
2,81300,1.0
2,81700,5.5
2,82100,2.5
2,82400,4.5
2,83200,0.5
2,83800,1.0
2,84200,5.0
2,84600,3.5
2,85000,1.0
2,86300,0.0
2,86500,3.0
2,86700,2.0
2,87000,2.0
2,87200,1.0
2,87900,4.5
2,88200,0.5
2,88500,1.0
2,88700,2.0
2,89000,2.0
2,89300,2.0
2,90100,2.0
2,90500,3.5
2,91100,2.5
2,91700,2.0
2,92000,1.0
2,92400,3.0
2,92900,2.0
2,93200,2.0
2,93400,2.5
2,94100,0.5
2,94500,1.5
2,94900,1.0
2,95500,1.0
2,95600,1.0
2,96200,0.0
2,96700,1.0
2,96900,4.0
2,97900,3.0
2,98800,3.0
2,99300,2.5
2,99600,0.0
2,100000,3.0
2,100500,3.0
2,100800,0.5
2,101200,5.5
2,101400,2.0
2,102300,0.5
2,102800,1.0
2,103900,1.0
2,104000,4.5
2,105400,1.0
2,105900,2.5
2,106100,2.0
2,106500,1.5
2,107100,2.0
2,107400,0.5
2,107600,1.0
2,107900,2.0
2,108600,3.5
2,109500,1.0
2,111100,2.0
2,112100,3.0
2,112400,1.0
2,112600,1.5
2,113200,1.0
2,113600,1.5
2,114200,1.0
2,114500,1.0
2,114800,3.5
2,116500,3.0
2,118000,6.5
2,118300,2.0
2,118600,3.0
2,119700,3.0
2,120100,4.0
2,120600,0.5
2,120700,0.5
2,121200,1.5
2,122200,2.0
2,122400,0.5
2,123200,2.0
2,124000,1.0
2,124700,1.5
2,125100,3.0
2,125200,4.0
2,125500,0.5
2,125800,2.0
2,125900,3.5
2,126100,1.0
2,127400,4.0
2,127500,2.0
2,127900,2.0
2,128800,2.5
2,129300,1.5
2,129600,4.0
2,129700,0.5
2,130000,1.5
2,130500,4.5
2,130800,0.0
2,131900,3.0
2,132400,2.0
2,133800,2.0
2,134300,3.0
2,134700,0.0
2,135100,1.5
2,135200,0.5
2,135400,0.0
2,135700,0.5
2,136400,1.0
2,136600,0.0
2,137100,1.0
2,137400,5.0
2,138300,2.5
2,138400,1.5
2,138600,2.0
2,138800,4.0
2,139000,1.0
2,139700,1.0
2,140500,1.5
2,140900,2.0
2,141600,0.0
2,142000,0.0
2,142500,0.0
2,142900,3.0
2,143200,2.0
2,144400,3.5
2,144900,1.0
2,145100,1.0
2,145300,2.0
2,145400,0.5
2,145900,4.5
2,146500,1.0
2,147000,1.0
2,148100,1.0
2,148300,1.0
2,148600,0.5
2,148800,1.5
2,149200,4.5
2,149400,2.0
2,149800,1.5
2,150400,4.0
2,151000,0.5
2,151600,1.0
2,152000,2.0
2,152400,1.0
2,152800,1.5
2,153500,2.0
2,153900,2.0
2,154400,1.5
2,154600,3.0
2,155000,1.0
2,155200,1.0
2,155500,1.0
2,156000,1.5
2,156200,2.0
2,156600,4.0
2,157000,0.5
2,157300,5.0
2,157400,3.5
2,157600,1.0
2,157900,1.0
2,159500,1.0
2,159700,1.0
2,160900,1.5
2,161200,2.0
2,161400,4.5
2,161800,1.0
2,162300,1.5
2,162900,10.0
2,163200,4.5
2,163400,0.0
2,163900,2.0
2,164100,2.5
2,164700,3.0
2,165100,3.0
2,165400,3.0
2,165600,2.0
2,165700,2.5
2,166000,3.5
2,166400,3.0
2,167200,3.5
2,167800,0.0
2,168200,0.5
2,168600,3.5
2,168900,0.0
2,169900,0.5
2,170000,2.0
2,170700,5.0
2,170900,3.5
2,171200,1.0
2,172100,2.0
2,172400,2.5
2,172800,0.5
2,173300,1.5
2,173800,2.5
2,174000,3.0
2,174400,0.5
2,174600,1.0
2,175000,2.0
2,175300,0.5
2,175800,2.0
2,176600,1.0
2,177000,1.0
2,177500,4.0
2,178000,0.0
2,178100,0.5
2,178400,1.0
2,179200,0.5
2,179400,1.5
2,179500,2.0
2,180000,0.5
2,180700,3.0
2,181200,0.0
2,182600,0.5
2,182900,1.0
2,183200,1.0
2,183900,0.5
2,184400,1.5
2,184600,0.5
2,185000,2.0
2,185200,1.0
2,185600,0.5
2,185700,3.0
2,186000,5.0
2,186300,1.0
2,186700,2.0
2,186900,2.0
2,187200,2.0
2,187400,0.0
2,187700,0.5
2,188300,1.0
2,189200,0.0
2,190000,2.5
2,190400,2.0
2,190600,2.5
2,191200,1.5
2,191800,2.0
2,192100,1.5
2,192400,3.5
2,192800,3.0
2,193500,3.0
2,194000,0.0
2,194200,2.5
2,194500,5.0
2,194700,1.5
2,195000,2.0
2,195200,4.0
2,195900,1.0
2,196100,2.0
2,196200,3.0
2,196900,4.0
2,197500,1.5
2,198100,0.0
2,199100,1.0
2,199300,0.0
2,199400,0.5
2,199600,1.0
2,200100,1.0
2,200400,2.5
2,201000,2.0
2,201300,3.0
2,201500,1.0
2,201600,1.5
2,202300,0.0
2,202500,0.5
2,203000,0.5
2,203400,1.0
2,203700,1.0
2,204600,1.0
2,205000,2.0
2,205600,1.5
2,206100,3.5
2,206700,3.5
2,206900,0.0
2,207000,1.5
2,208500,1.0
2,209300,1.5
2,210200,2.0
2,210400,3.5
2,210800,4.5
2,211100,0.0
2,211600,1.5
2,212200,0.5
2,212700,2.0
2,212900,1.0
2,213800,1.0
2,214600,2.0
2,215400,0.5
2,215600,1.5
2,216000,3.5
2,216200,1.5
2,216500,1.5
2,216800,1.0
2,217900,1.0
2,218800,0.0
2,219500,2.0
2,219800,0.5
2,220500,1.5
2,221100,6.0
2,221300,1.5
2,222000,3.0
2,222600,0.5
2,223300,1.0
2,223700,2.0
2,224200,3.5
2,224400,5.0
2,224600,4.5
2,224800,3.0
2,224900,2.5
2,226000,1.0
2,226500,0.5
2,226700,2.0
2,227100,1.0
2,227900,3.0
2,228200,4.0
2,228400,6.0
2,229200,3.5
2,229400,1.5
2,229600,1.0
2,230100,0.5
2,230300,2.0
2,230600,2.5
2,231100,3.0
2,231300,5.0
2,232600,2.0
2,233200,2.5
2,234100,1.0
2,234800,1.5
2,235000,2.5
2,235400,2.0
2,235600,3.0
2,235800,2.0
2,236100,3.0
2,236300,3.0
2,236600,2.5
2,237100,0.0
2,237600,1.5
2,237900,3.0
2,238100,4.0
2,238300,3.0
2,239400,3.0
2,239600,1.0
2,240700,1.0
2,241200,4.5
2,241800,0.5
2,242000,0.0
2,242600,3.0
2,243000,3.0
2,243400,3.5
2,243800,0.0
2,244000,1.0
2,244600,1.5
2,245600,2.0
2,245900,5.0
2,246100,5.0
2,246900,2.0
2,247400,1.0
2,248000,5.0
2,248200,5.5
2,248500,2.0
2,248700,3.5
2,249400,2.0
2,249600,3.5
2,250400,0.5
2,250900,1.0
2,251300,1.0
2,251700,2.0
2,252200,4.0
2,252700,2.0
2,252900,0.5
2,253600,3.5
2,254300,2.0
2,254500,4.0
2,254700,0.5
2,255300,1.0
2,256400,2.0
2,256600,0.5
2,256800,2.0
2,257300,3.0
2,258000,4.0
2,258300,1.5
2,258900,2.0
2,259100,1.0
2,259600,1.0
2,260100,0.5
2,260800,1.0
2,261700,1.5
2,262000,0.5
2,262300,4.0
2,263500,0.5
2,263700,5.0
2,264100,1.0
2,264300,2.0
2,265000,1.0
2,265800,1.5
2,265900,0.5
2,266200,2.0
2,266600,2.0
2,267300,2.0
2,267600,4.0
2,268000,0.5
2,268700,4.5
2,268900,2.0
2,269000,0.5
2,269300,2.0
2,269600,0.0
2,270100,2.0
2,271000,4.0
2,271900,3.0
2,273200,1.0
2,273400,0.0
2,273900,1.0
2,274100,4.0
2,275500,1.0
2,276400,2.0
2,277000,3.5
2,277400,1.0
2,277800,2.0
2,278100,1.5
2,279000,4.5
2,279300,4.5
2,279500,1.5
2,279900,2.5
2,280500,7.5
2,281100,1.0
2,281400,1.0
2,282300,1.5
2,282500,2.0
2,282600,1.0
2,282900,3.0
2,284300,2.0
2,284700,0.0
2,285200,1.0
2,285500,4.0
2,285800,1.5
2,286100,4.0
2,286500,3.0
2,287000,4.0
2,287500,2.0
2,288400,1.5
2,289100,2.5
2,289800,2.0
2,290300,0.0
2,292200,3.0
2,292400,0.5
2,293100,0.5
2,293300,0.0
2,293700,1.0
2,294200,1.0
2,294700,3.0
2,295500,2.0
2,296200,1.0
2,296400,2.5
2,297000,0.5
2,297300,2.0
2,297500,1.5
2,297800,5.0
2,298300,0.0
2,298500,1.0
2,299400,0.5
2,299800,1.0
2,300400,1.0
2,300500,4.0
2,300700,3.0
2,300800,5.0
2,301100,1.5
2,301700,0.5
2,302900,4.5
2,303300,1.0
2,303400,1.0
2,303600,2.0
2,303700,5.0
2,304300,5.0
2,304600,2.0
2,305600,3.0
2,305900,1.5
2,306400,2.5
2,306900,2.0
2,307700,1.0
2,307900,2.0
2,308400,1.0
2,309200,0.5
2,309800,0.0
2,310100,4.0
2,310200,5.0
2,310600,3.0
2,311000,0.5
2,311600,1.5
2,311700,3.0
2,312200,3.0
2,312300,3.5
2,312800,1.0
2,313400,3.0
2,313700,1.0
2,313900,2.0
2,314000,2.5
2,315000,1.0
2,315900,1.0
2,316200,1.0
2,316300,0.0
2,316600,1.0
2,316800,0.5
2,317000,0.0
2,317500,2.0
2,317700,3.0
2,318400,0.0
2,318800,6.0
2,319500,4.5
2,319800,0.0
2,319900,4.5
2,320100,2.0
2,321000,3.0
2,321200,2.0
2,321300,4.5
2,321900,1.0
2,322200,3.0
2,322300,3.0
2,322700,1.0
2,323200,4.0
2,323400,3.5
2,323500,0.5
2,323700,1.0
2,324000,3.0
2,325800,3.0
2,326200,3.0
2,326700,2.0
2,327100,0.0
2,327500,5.0
2,328200,4.0
2,329000,0.5
2,329900,1.5
2,330100,2.0
2,330400,4.5
2,331000,1.5
2,331500,2.0
2,331900,0.0
2,332400,3.0
2,332500,0.0
2,332700,4.5
2,332900,1.5
2,333200,0.5
2,333600,0.5
2,334300,0.0
2,334500,2.0
2,336100,0.0
2,336300,1.0
2,336500,1.5
2,336900,4.0
2,337300,2.0
2,337700,2.0
2,338200,0.5
2,338600,1.0
2,338900,2.5
2,339300,0.5
2,339400,1.5
2,339800,3.5
2,340100,3.0
2,341600,1.0
2,341800,3.0
2,342100,2.0
2,342200,2.0
2,343200,1.0
2,344900,0.0
2,345100,1.0
2,345300,2.0
2,345800,0.5
2,346200,1.0
2,346400,1.0
2,346600,2.0
2,347700,3.0
2,347900,2.0
2,348200,4.0
2,348700,3.0
2,349000,0.5
2,349200,3.0
2,349500,4.0
2,350400,4.0
2,350800,6.5
2,351300,0.5
2,351500,1.0
2,351700,0.5
2,352000,0.0
2,352300,0.0
2,352700,1.0
2,354300,2.0
2,354600,1.5
2,354700,0.0
2,354900,0.5
2,355200,0.0
2,355300,3.0
2,355600,0.5
2,355900,1.5
2,356100,1.5
2,357300,3.5
2,357900,2.5
2,358000,3.5
2,358600,1.0
2,359500,2.0
2,360500,2.0
2,361400,1.0
2,361800,2.0
2,362600,1.0
2,363000,1.0
2,363900,1.0
2,364600,0.0
2,364700,2.5
2,364900,1.0
2,365100,0.0
2,365400,0.5
2,365500,0.0
2,365800,1.5
2,366400,0.0
2,366700,1.0
2,367200,1.0
2,367300,0.0
2,368100,0.0
2,368500,2.0
2,368900,0.5
2,369800,4.0
2,371100,3.5
2,371300,3.5
2,371800,0.5
2,372500,2.0
2,372700,3.5
2,373200,1.0
2,373400,0.0
2,373900,0.5
2,374500,0.0
2,375900,0.0
2,376100,1.5
2,377100,3.0
2,377400,5.0
2,377600,2.5
2,377900,0.5
2,378300,4.0
2,378400,5.5
2,378700,2.5
2,379300,0.0
2,379600,0.5
2,379800,1.5
2,380400,2.5
2,381000,2.0
2,381200,3.0
2,381500,1.5
2,382100,3.0
2,382400,0.5
2,383100,1.5
2,383700,1.0
2,383800,3.0
2,384000,2.0
2,384500,4.5
2,385100,2.5
2,385600,0.5
2,385800,4.0
2,386500,2.0
2,386700,2.5
2,386800,3.5
2,387100,1.0
2,387400,1.0
2,388400,0.5
2,388700,1.0
2,388800,1.5
2,389100,0.0
2,389600,0.0
2,390600,0.5
2,390900,0.0
2,391200,4.0
2,392600,1.0
2,393300,3.0
2,393600,0.0
2,394100,4.0
2,394300,0.0
2,395000,1.5
2,395600,1.0
2,396300,3.0
2,396700,5.5
2,397100,8.0
2,397300,3.0
2,397500,0.0
2,397800,0.0
2,398300,4.0
2,398400,0.5
2,399100,5.5
2,399500,1.5
2,400100,3.0
2,400300,1.0
2,401400,1.5
2,401600,0.5
2,402000,2.0
2,402200,0.5
2,402800,1.0
2,403300,4.0
2,403700,2.0
2,404400,3.5
2,404600,2.0
2,405100,1.0
2,405900,3.5
2,406100,7.0
2,407400,0.0
2,407600,0.0
2,408900,0.5
2,409400,1.0
2,410000,0.0
2,411100,1.5
2,411500,2.0
2,411700,2.0
2,411800,2.0
2,412000,3.5
2,412200,0.5
2,412500,0.0
2,412700,1.5
2,413400,3.0
2,413600,3.0
2,414300,2.5
2,414600,1.5
2,414900,0.0
2,415200,1.0
2,415800,6.5
2,416100,5.0
2,416500,1.0
2,416600,0.0
2,418400,1.0
2,420000,0.0
2,420700,2.5
2,421400,1.0
2,421600,1.0
2,422100,2.0
2,422500,0.0
2,423000,2.0
2,423700,1.5
2,424200,3.0
2,424400,1.5
2,424600,4.5
2,424800,2.0
2,425800,4.0
2,426100,4.0
2,426200,2.0
2,426800,0.5
2,427200,0.0
2,427400,2.0
2,427900,1.0
2,428400,3.0
2,428900,1.0
2,430300,0.0
2,431100,0.0
2,431600,1.0
2,432100,2.0
2,432600,1.5
2,433200,2.0
2,434300,1.0
2,434800,2.0
2,434900,3.5
2,435300,0.5
2,435500,0.0
2,436000,2.5
2,436300,1.0
2,436600,0.0
2,436900,0.5
2,437300,0.5
2,438000,1.0
2,438300,1.5
2,438700,2.0
2,439100,0.5
2,439400,1.0
2,439700,2.0
2,440100,1.0
2,440500,0.0
2,441300,1.5
2,441600,0.5
2,441800,0.5
2,442300,6.5
2,442500,0.5
2,442700,0.5
2,443000,1.0
2,444200,0.5
2,444700,5.0
2,445100,3.5
2,445200,3.5
2,445700,0.0
2,446000,2.0
2,446400,1.5
2,447200,0.0
2,448000,3.5
2,448200,3.0
2,448900,4.5
2,449100,1.0
2,449900,2.0
2,450200,2.0
2,451700,1.0
2,452400,4.0
2,453300,2.0
2,454400,1.0
2,454500,4.5
2,454700,1.0
2,455200,2.0
2,456000,4.0
2,456400,0.0
2,456800,2.5
2,456900,0.0
2,457400,1.0
2,457700,1.0
2,457800,2.5
2,458000,0.0
2,459100,0.0
2,459300,2.0
2,460400,0.5
2,461000,2.0
2,461400,2.5
2,462000,0.5
2,462400,2.0
2,462600,0.0
2,463200,0.5
2,463300,1.0
2,463600,0.5
2,464200,0.5
2,464700,0.5
2,464900,2.5
2,465100,1.0
2,465400,0.5
2,466400,3.0
2,466800,1.0
2,467400,0.0
2,467700,2.0
2,469000,0.0
2,469800,0.5
2,470100,1.5
2,470400,0.5
2,470700,2.0
2,471100,0.0
2,471500,3.0
2,474200,1.5
2,474900,2.0
2,475300,2.0
2,476200,3.5
2,476700,1.0
2,477900,2.0
2,478100,1.5
2,478500,3.0
2,478800,5.0
2,479600,3.0
2,480700,3.5
2,481000,4.0
2,481300,1.0
2,481700,3.5
2,482100,1.5
2,482300,2.0
2,482700,3.5
2,483000,3.0
2,483200,1.0
2,483500,1.0
2,483800,0.5
2,484500,0.0
2,484700,1.0
2,484900,2.0
2,485200,1.5
2,485400,3.0
2,485800,1.5
2,486300,2.5
2,487000,1.0
2,487200,2.0
2,488000,2.0
2,488400,2.0
2,489600,3.5
2,490200,1.0
2,490600,2.5
2,491000,0.5
2,491500,1.5
2,492400,0.0
2,492900,0.0
2,493000,2.5
2,493300,2.0
2,493600,2.5
2,493800,0.5
2,494400,1.5
2,495000,0.0
2,495100,2.0
2,495300,0.0
2,496100,1.0
2,496800,0.0
2,497800,0.0
2,498100,1.5
2,498800,1.0
2,499600,0.0
2,501100,4.0
2,501400,0.5
2,502100,3.5
2,502700,1.5
2,503300,3.0
2,504600,2.5
2,505100,2.5
2,505300,1.0
2,505500,1.0
2,506000,1.0
2,506300,3.0
2,506500,1.0
2,506900,3.0
