day,timestamp,symbol,buyer,seller,pair,aggressor,burst,session_bin,spread_regime,K,fwd_same,fwd_VELVETFRUIT_EXTRACT,fwd_HYDROGEL_PACK,cell_mean_fwd,cell_n,residual_fwd
1,732700,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,5,-8.0,1.0,-8.0,0.07392197125256673,487,-8.073921971252567
1,732700,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,20,-4.0,1.0,-4.0,0.24537987679671458,487,-4.245379876796715
1,732700,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,100,1.0,-13.5,1.0,0.997946611909651,487,0.002053388090349051
1,735100,VEV_5400,Mark 14,Mark 22,Mark 14->Mark 22,aggr_sell,True,7,tight,5,-1.0,-3.0,4.0,-0.4166666666666667,12,-0.5833333333333333
1,735100,VEV_5400,Mark 14,Mark 22,Mark 14->Mark 22,aggr_sell,True,7,tight,20,-2.0,-8.0,-2.0,-0.4166666666666667,12,-1.5833333333333333
1,735100,VEV_5400,Mark 14,Mark 22,Mark 14->Mark 22,aggr_sell,True,7,tight,100,-1.0,-3.0,1.0,-1.0,12,0.0
1,735100,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,-0.5,-3.0,4.0,-0.01060070671378092,283,-0.48939929328621906
1,735100,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,-1.0,-8.0,-2.0,0.03180212014134275,283,-1.0318021201413428
1,735100,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,-1.0,-3.0,1.0,-0.012367491166077738,283,-0.9876325088339223
1,735100,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-3.0,4.0,0.0,317,0.0
1,735100,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,-8.0,-2.0,0.0,317,0.0
1,735100,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,-3.0,1.0,0.0,317,0.0
1,735100,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-3.0,4.0,0.0,317,0.0
1,735100,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,-8.0,-2.0,0.0,317,0.0
1,735100,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,-3.0,1.0,0.0,317,0.0
1,738100,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,5,-1.0,-1.0,3.0,0.11282051282051282,195,-1.1128205128205129
1,738100,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,20,-9.0,-9.0,1.5,0.12307692307692308,195,-9.123076923076923
1,738100,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,100,-0.5,-0.5,10.0,-0.441025641025641,195,-0.05897435897435899
1,741200,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,5,0.0,2.0,0.0,-0.18063872255489022,501,0.18063872255489022
1,741200,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,20,2.5,2.5,2.5,-0.38223552894211577,501,2.8822355289421155
1,741200,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,100,8.0,5.0,8.0,-0.469061876247505,501,8.469061876247505
1,741600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,5,-1.0,-1.0,1.0,-0.03322784810126582,316,-0.9667721518987342
1,741600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,20,4.0,4.0,2.0,-0.23734177215189872,316,4.237341772151899
1,741600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,100,2.5,2.5,6.0,-1.2246835443037976,316,3.7246835443037973
1,741900,VEV_5400,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,wide,5,-0.5,-1.5,-1.0,-0.15,50,-0.35
1,741900,VEV_5400,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,wide,20,0.5,4.0,0.0,-0.16,50,0.66
1,741900,VEV_5400,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,wide,100,0.5,4.0,10.0,-0.43,50,0.9299999999999999
1,741900,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-1.5,-1.0,-0.01060070671378092,283,0.01060070671378092
1,741900,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.5,4.0,0.0,0.03180212014134275,283,0.46819787985865724
1,741900,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,4.0,10.0,-0.012367491166077738,283,0.012367491166077738
1,741900,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-1.5,-1.0,0.0,317,0.0
1,741900,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,4.0,0.0,0.0,317,0.0
1,741900,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,4.0,10.0,0.0,317,0.0
1,741900,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-1.5,-1.0,0.0,317,0.0
1,741900,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,4.0,0.0,0.0,317,0.0
1,741900,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,4.0,10.0,0.0,317,0.0
1,742700,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,5,2.5,0.0,2.5,-0.18063872255489022,501,2.68063872255489
1,742700,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,20,4.0,10.5,4.0,-0.38223552894211577,501,4.3822355289421155
1,742700,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,100,16.0,2.5,16.0,-0.469061876247505,501,16.469061876247505
1,743600,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,5,2.0,2.0,4.5,-0.10476190476190476,210,2.104761904761905
1,743600,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,20,7.0,7.0,2.0,-0.10476190476190476,210,7.104761904761904
1,743600,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,100,-7.0,-7.0,12.0,-0.016666666666666666,210,-6.983333333333333
1,743800,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,5,5.5,6.0,9.0,0.11282051282051282,195,5.387179487179488
1,743800,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,20,8.0,8.0,3.0,0.12307692307692308,195,7.876923076923077
1,743800,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,100,-8.0,-8.0,16.0,-0.441025641025641,195,-7.558974358974359
1,745000,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,5,6.0,0.0,6.0,0.07392197125256673,487,5.926078028747433
1,745000,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,20,16.0,-1.0,16.0,0.24537987679671458,487,15.754620123203285
1,745000,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,100,22.0,-15.0,22.0,0.997946611909651,487,21.00205338809035
1,746300,VEV_5400,Mark 14,Mark 22,Mark 14->Mark 22,aggr_sell,True,7,tight,5,-0.5,-1.0,3.0,-0.4166666666666667,12,-0.08333333333333331
1,746300,VEV_5400,Mark 14,Mark 22,Mark 14->Mark 22,aggr_sell,True,7,tight,20,-1.0,-4.5,-6.0,-0.4166666666666667,12,-0.5833333333333333
1,746300,VEV_5400,Mark 14,Mark 22,Mark 14->Mark 22,aggr_sell,True,7,tight,100,-3.0,-11.5,9.0,-1.0,12,-2.0
1,746300,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-1.0,3.0,-0.01060070671378092,283,0.01060070671378092
1,746300,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,-4.5,-6.0,0.03180212014134275,283,-0.03180212014134275
1,746300,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,-1.0,-11.5,9.0,-0.012367491166077738,283,-0.9876325088339223
1,746300,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-1.0,3.0,0.0,317,0.0
1,746300,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,-4.5,-6.0,0.0,317,0.0
1,746300,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,-11.5,9.0,0.0,317,0.0
1,746300,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-1.0,3.0,0.0,317,0.0
1,746300,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,-4.5,-6.0,0.0,317,0.0
1,746300,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,-11.5,9.0,0.0,317,0.0
1,747400,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,5,-4.0,-4.0,0.5,-0.10476190476190476,210,-3.895238095238095
1,747400,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,20,-1.0,-1.0,-5.5,-0.10476190476190476,210,-0.8952380952380953
1,747400,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,100,-5.0,-5.0,18.5,-0.016666666666666666,210,-4.983333333333333
1,747700,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,5,0.5,0.0,-2.0,-0.10476190476190476,210,0.6047619047619047
1,747700,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,20,3.0,3.0,-3.0,-0.10476190476190476,210,3.104761904761905
1,747700,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,100,-3.0,-3.0,18.5,-0.016666666666666666,210,-2.9833333333333334
1,749700,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,7,tight,5,-3.0,-3.0,2.0,-0.07913669064748201,139,-2.920863309352518
1,749700,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,7,tight,20,-5.0,-5.0,7.0,-0.6438848920863309,139,-4.356115107913669
1,749700,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,7,tight,100,1.5,1.5,10.0,-0.5755395683453237,139,2.0755395683453237
1,749800,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,5,-2.0,-3.0,-2.0,0.07392197125256673,487,-2.0739219712525667
1,749800,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,20,4.0,-5.0,4.0,0.24537987679671458,487,3.7546201232032854
1,749800,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,100,8.0,2.0,8.0,0.997946611909651,487,7.002053388090349
1,750500,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,7,tight,5,-0.5,-0.5,1.0,-0.07913669064748201,139,-0.420863309352518
1,750500,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,7,tight,20,-1.0,-1.0,5.0,-0.6438848920863309,139,-0.35611510791366907
1,750500,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,7,tight,100,4.0,4.0,-4.0,-0.5755395683453237,139,4.575539568345324
1,752500,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,Mark 55->Mark 14,aggr_buy,False,7,tight,5,-4.0,-4.0,0.0,0.26132930513595165,331,-4.261329305135952
1,752500,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,Mark 55->Mark 14,aggr_buy,False,7,tight,20,-8.0,-8.0,7.0,0.5755287009063444,331,-8.575528700906345
1,752500,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,Mark 55->Mark 14,aggr_buy,False,7,tight,100,2.0,2.0,-13.0,1.0755287009063443,331,0.9244712990936557
1,753400,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,wide,5,-3.5,-3.5,-3.0,-0.7272727272727273,22,-2.7727272727272725
1,753400,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,wide,20,-0.5,-0.5,0.0,-0.8863636363636364,22,0.38636363636363635
1,753400,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,wide,100,6.5,6.5,-5.0,-1.2272727272727273,22,7.7272727272727275
1,754200,VEV_5400,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.5,1.5,-4.0,0.018779342723004695,213,0.4812206572769953
1,754200,VEV_5400,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,1.0,5.0,-4.0,0.08685446009389672,213,0.9131455399061033
1,754200,VEV_5400,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,1.5,7.5,-8.0,0.1267605633802817,213,1.3732394366197183
1,754200,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,wide,5,0.5,1.5,-4.0,-0.1875,16,0.6875
1,754200,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,wide,20,0.5,5.0,-4.0,-0.09375,16,0.59375
1,754200,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,wide,100,0.5,7.5,-8.0,-0.125,16,0.625
1,754200,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,1.5,-4.0,0.0,317,0.0
1,754200,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,5.0,-4.0,0.0,317,0.0
1,754200,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,7.5,-8.0,0.0,317,0.0
1,754200,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,1.5,-4.0,0.0,317,0.0
1,754200,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,5.0,-4.0,0.0,317,0.0
1,754200,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,7.5,-8.0,0.0,317,0.0
1,755800,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,5,3.0,3.0,-1.5,-0.03322784810126582,316,3.0332278481012658
1,755800,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,20,7.0,7.0,3.5,-0.23734177215189872,316,7.237341772151899
1,755800,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,100,8.0,8.0,-10.5,-1.2246835443037976,316,9.224683544303797
1,756300,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,5,0.0,0.0,7.0,0.11282051282051282,195,-0.11282051282051282
1,756300,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,20,6.5,5.5,3.0,0.12307692307692308,195,6.376923076923077
1,756300,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,100,6.0,6.0,-9.0,-0.441025641025641,195,6.441025641025641
1,756600,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,5,3.0,4.0,3.0,0.07392197125256673,487,2.9260780287474333
1,756600,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,20,1.5,11.0,1.5,0.24537987679671458,487,1.2546201232032854
1,756600,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,100,-14.0,5.0,-14.0,0.997946611909651,487,-14.99794661190965
1,759100,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,5,-9.0,1.5,-9.0,-0.18063872255489022,501,-8.81936127744511
1,759100,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,20,-15.0,-4.0,-15.0,-0.38223552894211577,501,-14.617764471057884
1,759100,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,100,0.0,-4.0,0.0,-0.469061876247505,501,0.469061876247505
1,760000,VEV_5400,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,wide,5,-0.5,-2.0,-7.0,-0.15,50,-0.35
1,760000,VEV_5400,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,wide,20,-1.0,-4.0,-7.0,-0.16,50,-0.84
1,760000,VEV_5400,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,wide,100,-2.5,-9.0,11.0,-0.43,50,-2.07
1,760000,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-2.0,-7.0,-0.01060070671378092,283,0.01060070671378092
1,760000,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,-4.0,-7.0,0.03180212014134275,283,-0.03180212014134275
1,760000,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,-1.0,-9.0,11.0,-0.012367491166077738,283,-0.9876325088339223
1,760000,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-2.0,-7.0,0.0,317,0.0
1,760000,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,-4.0,-7.0,0.0,317,0.0
1,760000,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,-9.0,11.0,0.0,317,0.0
1,760000,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,5,0.0,-2.0,-7.0,0.0,317,0.0
1,760000,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,20,0.0,-4.0,-7.0,0.0,317,0.0
1,760000,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,7,tight,100,0.0,-9.0,11.0,0.0,317,0.0
1,760200,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,7,tight,5,-2.0,-2.0,-6.0,-0.07913669064748201,139,-1.920863309352518
1,760200,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,7,tight,20,-3.0,-3.0,-9.0,-0.6438848920863309,139,-2.356115107913669
1,760200,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,7,tight,100,-6.0,-6.0,10.0,-0.5755395683453237,139,-5.424460431654676
1,760900,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,5,4.0,0.0,4.0,-0.18063872255489022,501,4.180638722554891
1,760900,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,20,6.0,-1.0,6.0,-0.38223552894211577,501,6.3822355289421155
1,760900,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,100,23.0,-4.0,23.0,-0.469061876247505,501,23.469061876247505
1,762400,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01->Mark 55,aggr_sell,False,7,wide,5,1.5,1.5,4.0,0.18604651162790697,86,1.3139534883720931
1,762400,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01->Mark 55,aggr_sell,False,7,wide,20,-2.5,-2.5,8.5,-0.7151162790697675,86,-1.7848837209302326
1,762400,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01->Mark 55,aggr_sell,False,7,wide,100,-9.5,-9.5,27.0,-1.2790697674418605,86,-8.220930232558139
1,762700,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,wide,5,-0.5,-0.5,7.0,-0.7272727272727273,22,0.2272727272727273
1,762700,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,wide,20,-1.5,-1.5,4.0,-0.8863636363636364,22,-0.6136363636363636
1,762700,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,wide,100,-10.5,-10.5,27.0,-1.2272727272727273,22,-9.272727272727273
1,764300,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,wide,5,-0.5,-1.0,-9.0,-0.7272727272727273,22,0.2272727272727273
1,764300,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,wide,20,2.5,2.0,-2.0,-0.8863636363636364,22,3.3863636363636362
1,764300,VEV_4000,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,wide,100,-7.5,-8.0,5.0,-1.2272727272727273,22,-6.2727272727272725
1,765100,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,5,2.0,2.0,5.0,-0.03322784810126582,316,2.0332278481012658
1,765100,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,20,7.0,7.0,1.0,-0.23734177215189872,316,7.237341772151899
1,765100,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,100,-5.5,-5.5,10.0,-1.2246835443037976,316,-4.275316455696203
1,765800,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,5,0.0,1.0,0.0,0.07392197125256673,487,-0.07392197125256673
1,765800,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,20,5.0,4.0,5.0,0.24537987679671458,487,4.754620123203285
1,765800,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,100,8.0,-9.0,8.0,0.997946611909651,487,7.002053388090349
1,767100,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,5,9.0,1.0,9.0,-0.18063872255489022,501,9.18063872255489
1,767100,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,20,10.0,-3.0,10.0,-0.38223552894211577,501,10.382235528942116
1,767100,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,100,11.0,-8.5,11.0,-0.469061876247505,501,11.469061876247505
1,767200,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,Mark 55->Mark 14,aggr_buy,False,7,tight,5,1.0,1.0,7.0,0.26132930513595165,331,0.7386706948640483
1,767200,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,Mark 55->Mark 14,aggr_buy,False,7,tight,20,-2.0,-2.0,11.5,0.5755287009063444,331,-2.5755287009063443
1,767200,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,Mark 55->Mark 14,aggr_buy,False,7,tight,100,-9.0,-9.0,11.0,1.0755287009063443,331,-10.075528700906345
1,768100,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,5,-3.0,-2.5,-3.0,0.07392197125256673,487,-3.0739219712525667
1,768100,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,20,4.0,-6.0,4.0,0.24537987679671458,487,3.7546201232032854
1,768100,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,100,-4.0,-7.0,-4.0,0.997946611909651,487,-4.997946611909651
1,768200,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,5,-1.5,-3.0,-1.5,0.07392197125256673,487,-1.5739219712525667
1,768200,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,20,2.0,-7.0,2.0,0.24537987679671458,487,1.7546201232032854
1,768200,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,7,tight,100,-1.0,-8.0,-1.0,0.997946611909651,487,-1.997946611909651
1,768700,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,5,-1.0,-1.0,6.0,-0.03322784810126582,316,-0.9667721518987342
1,768700,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,20,-5.0,-5.0,5.5,-0.23734177215189872,316,-4.762658227848101
1,768700,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,Mark 14->Mark 55,aggr_sell,False,7,tight,100,-4.0,-4.0,5.5,-1.2246835443037976,316,-2.7753164556962027
1,768800,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,5,0.0,-0.5,0.0,-0.18063872255489022,501,0.18063872255489022
1,768800,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,20,6.0,-3.5,6.0,-0.38223552894211577,501,6.3822355289421155
1,768800,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,7,tight,100,6.0,-3.5,6.0,-0.469061876247505,501,6.469061876247505
1,771700,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,Mark 55->Mark 14,aggr_buy,False,7,tight,5,2.0,2.0,4.0,0.26132930513595165,331,1.7386706948640485
1,771700,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,Mark 55->Mark 14,aggr_buy,False,7,tight,20,-1.0,-1.0,-1.0,0.5755287009063444,331,-1.5755287009063443
1,771700,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,Mark 55->Mark 14,aggr_buy,False,7,tight,100,-5.0,-5.0,-0.5,1.0755287009063443,331,-6.075528700906345
1,772000,HYDROGEL_PACK,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,True,7,tight,5,1.5,0.0,1.5,-0.18063872255489022,501,1.6806387225548902
