day,timestamp,s5200,s5300,tight
2,667900,3.0,2.0,False
1,31900,2.0,2.0,True
3,839800,2.0,1.0,True
3,101500,2.0,2.0,True
2,814800,3.0,2.0,False
3,669100,3.0,2.0,False
3,530400,2.0,1.0,True
3,922000,3.0,2.0,False
1,241500,3.0,2.0,False
2,510000,2.0,2.0,True
1,320300,2.0,3.0,False
3,529300,2.0,1.0,True
1,528600,3.0,2.0,False
2,502000,3.0,2.0,False
2,266900,3.0,3.0,False
3,924200,3.0,1.0,False
3,299500,2.0,1.0,True
2,206000,3.0,2.0,False
2,174800,3.0,2.0,False
2,707500,3.0,2.0,False
3,695700,3.0,2.0,False
2,431000,2.0,2.0,True
1,405300,3.0,2.0,False
1,589500,3.0,2.0,False
2,540200,2.0,2.0,True
1,418300,3.0,2.0,False
1,601800,2.0,2.0,True
1,911500,3.0,3.0,False
1,898700,3.0,2.0,False
1,269000,3.0,2.0,False
1,386000,3.0,2.0,False
2,281400,3.0,2.0,False
2,851200,3.0,2.0,False
1,692400,3.0,2.0,False
1,494100,3.0,2.0,False
1,17200,3.0,2.0,False
1,235800,3.0,2.0,False
2,392500,3.0,2.0,False
1,186100,2.0,2.0,True
3,491100,3.0,2.0,False
3,484900,2.0,2.0,True
2,104600,3.0,2.0,False
3,136700,3.0,2.0,False
1,134200,3.0,3.0,False
3,991900,2.0,2.0,True
2,812400,3.0,2.0,False
3,520900,3.0,2.0,False
3,350100,2.0,1.0,True
1,214300,3.0,2.0,False
1,800300,3.0,2.0,False
3,828700,2.0,2.0,True
3,374800,2.0,1.0,True
3,656900,3.0,2.0,False
3,35400,3.0,2.0,False
2,335100,3.0,2.0,False
3,799000,2.0,2.0,True
2,419900,3.0,2.0,False
2,633900,2.0,2.0,True
1,927400,3.0,2.0,False
2,441300,2.0,2.0,True
1,158400,3.0,2.0,False
3,492600,2.0,2.0,True
2,219500,3.0,2.0,False
2,523400,3.0,2.0,False
3,615400,2.0,2.0,True
2,917900,4.0,2.0,False
1,335300,3.0,2.0,False
1,205400,3.0,2.0,False
2,80500,3.0,2.0,False
2,438200,2.0,2.0,True
1,71800,3.0,2.0,False
1,24500,2.0,2.0,True
1,214000,3.0,2.0,False
3,51800,3.0,2.0,False
2,109300,3.0,2.0,False
3,12400,3.0,3.0,False
3,741000,3.0,2.0,False
3,387500,3.0,2.0,False
3,841800,2.0,2.0,True
2,545800,3.0,2.0,False
1,769400,3.0,3.0,False
1,993700,3.0,2.0,False
1,515700,3.0,2.0,False
1,117800,3.0,2.0,False
3,395500,2.0,1.0,True
1,50500,3.0,2.0,False
1,910900,3.0,2.0,False
2,507700,2.0,2.0,True
1,32500,3.0,2.0,False
3,933600,3.0,2.0,False
3,716400,3.0,2.0,False
2,57000,2.0,2.0,True
3,293500,2.0,1.0,True
3,728700,2.0,2.0,True
3,47200,1.0,1.0,True
2,821600,3.0,2.0,False
1,205200,3.0,2.0,False
3,141700,2.0,2.0,True
3,530600,2.0,1.0,True
2,972500,3.0,2.0,False
2,622400,3.0,2.0,False
3,25100,3.0,3.0,False
1,144400,3.0,2.0,False
3,30600,3.0,2.0,False
2,471500,3.0,2.0,False
2,76600,3.0,2.0,False
2,527600,3.0,2.0,False
3,188300,3.0,1.0,False
2,441400,3.0,2.0,False
2,784700,3.0,2.0,False
1,724000,4.0,2.0,False
1,674700,3.0,2.0,False
2,184900,3.0,2.0,False
1,15100,3.0,2.0,False
1,569700,3.0,2.0,False
3,722600,2.0,2.0,True
2,749300,3.0,2.0,False
1,973200,3.0,2.0,False
2,835400,3.0,2.0,False
1,246500,3.0,3.0,False
3,240600,3.0,2.0,False
3,582100,2.0,2.0,True
2,935700,3.0,2.0,False
3,667400,3.0,2.0,False
2,579900,2.0,2.0,True
2,79200,3.0,2.0,False
2,871700,3.0,2.0,False
2,925500,3.0,3.0,False
1,274800,3.0,2.0,False
3,810500,3.0,2.0,False
1,709100,3.0,2.0,False
1,348300,3.0,2.0,False
3,382700,3.0,1.0,False
3,512100,2.0,1.0,True
1,192500,3.0,2.0,False
2,134000,3.0,2.0,False
2,813600,2.0,2.0,True
2,985700,3.0,2.0,False
1,326100,3.0,2.0,False
3,270700,3.0,2.0,False
1,655700,3.0,2.0,False
1,93400,2.0,2.0,True
3,885600,2.0,1.0,True
1,163000,3.0,2.0,False
3,471100,2.0,1.0,True
3,340900,3.0,1.0,False
2,749100,2.0,2.0,True
3,479700,2.0,2.0,True
2,960300,3.0,2.0,False
2,989200,4.0,3.0,False
2,257700,3.0,2.0,False
3,180000,3.0,2.0,False
1,383200,3.0,2.0,False
1,598100,3.0,2.0,False
3,711600,3.0,2.0,False
3,497500,2.0,2.0,True
2,802400,3.0,2.0,False
3,987600,2.0,2.0,True
1,23000,3.0,2.0,False
1,245900,3.0,2.0,False
1,686800,2.0,2.0,True
3,410600,2.0,1.0,True
3,813200,2.0,2.0,True
2,285500,3.0,3.0,False
3,759700,2.0,2.0,True
1,630700,3.0,2.0,False
2,55600,3.0,2.0,False
3,122500,2.0,2.0,True
3,87100,3.0,2.0,False
2,673000,4.0,2.0,False
3,733400,3.0,2.0,False
1,155400,3.0,2.0,False
3,857000,3.0,1.0,False
3,605500,2.0,1.0,True
2,743400,2.0,2.0,True
3,351500,2.0,2.0,True
3,786300,3.0,2.0,False
1,530600,3.0,2.0,False
2,55100,3.0,2.0,False
3,149500,2.0,2.0,True
1,88800,3.0,2.0,False
3,306400,2.0,2.0,True
3,739200,3.0,2.0,False
2,512200,3.0,2.0,False
2,339900,3.0,3.0,False
3,905200,3.0,2.0,False
2,151000,4.0,2.0,False
2,796500,3.0,2.0,False
2,442600,3.0,2.0,False
2,600100,3.0,2.0,False
3,845900,2.0,2.0,True
3,118600,3.0,2.0,False
3,461100,2.0,1.0,True
1,736200,3.0,2.0,False
2,191500,3.0,2.0,False
2,262100,3.0,2.0,False
1,41600,2.0,2.0,True
3,200100,3.0,2.0,False
2,125100,3.0,2.0,False
1,717000,3.0,2.0,False
2,318800,3.0,2.0,False
2,590800,2.0,1.0,True
1,833000,3.0,2.0,False
1,817400,3.0,2.0,False
2,620200,3.0,2.0,False
3,58100,3.0,2.0,False
2,813800,3.0,2.0,False
1,688200,3.0,2.0,False
1,678300,2.0,2.0,True
2,296700,3.0,2.0,False
3,3600,3.0,3.0,False
3,841600,3.0,2.0,False
3,905300,2.0,2.0,True
3,564400,2.0,2.0,True
3,216000,3.0,2.0,False
3,60500,3.0,2.0,False
1,752900,3.0,2.0,False
3,466100,2.0,2.0,True
1,805100,2.0,2.0,True
1,9800,3.0,2.0,False
3,384100,2.0,1.0,True
2,566700,1.0,1.0,True
3,574600,2.0,2.0,True
1,422000,3.0,2.0,False
2,471100,2.0,2.0,True
3,566700,2.0,2.0,True
2,725600,3.0,2.0,False
2,935900,3.0,3.0,False
1,477500,3.0,2.0,False
3,575800,2.0,1.0,True
3,836800,3.0,2.0,False
3,585400,2.0,1.0,True
1,112700,4.0,3.0,False
2,39700,3.0,2.0,False
1,378700,2.0,2.0,True
1,652500,2.0,2.0,True
3,226600,2.0,2.0,True
2,252200,3.0,2.0,False
2,277800,3.0,2.0,False
1,65000,3.0,2.0,False
2,822600,3.0,2.0,False
1,317500,3.0,2.0,False
1,216400,3.0,2.0,False
2,869000,3.0,2.0,False
2,163700,3.0,2.0,False
2,603200,3.0,2.0,False
1,384000,3.0,2.0,False
2,478500,3.0,2.0,False
3,384800,2.0,2.0,True
1,680200,3.0,2.0,False
2,187500,3.0,2.0,False
3,783900,2.0,2.0,True
1,798100,1.0,1.0,True
2,470800,3.0,2.0,False
2,368900,2.0,2.0,True
2,710700,3.0,2.0,False
2,550200,3.0,2.0,False
1,215400,3.0,2.0,False
2,277100,3.0,2.0,False
3,63600,2.0,1.0,True
3,58700,3.0,2.0,False
3,776000,3.0,2.0,False
3,573900,3.0,1.0,False
2,247800,3.0,3.0,False
1,253300,3.0,2.0,False
2,533300,2.0,2.0,True
2,280400,3.0,2.0,False
1,522600,3.0,2.0,False
3,453200,2.0,1.0,True
1,600,3.0,2.0,False
2,978800,3.0,2.0,False
1,119000,3.0,2.0,False
1,182600,3.0,2.0,False
3,467100,2.0,1.0,True
2,929200,3.0,2.0,False
3,576500,2.0,2.0,True
3,487900,2.0,2.0,True
1,308500,3.0,2.0,False
2,435300,2.0,2.0,True
2,342700,3.0,2.0,False
3,518600,2.0,1.0,True
2,535700,3.0,1.0,False
1,656900,2.0,2.0,True
1,248200,3.0,3.0,False
1,521000,3.0,2.0,False
3,599400,2.0,2.0,True
1,842100,3.0,3.0,False
3,221400,2.0,2.0,True
2,976700,3.0,2.0,False
2,413100,3.0,2.0,False
1,165600,3.0,3.0,False
3,977100,3.0,2.0,False
2,449900,3.0,2.0,False
2,532900,3.0,2.0,False
2,28000,3.0,2.0,False
1,330200,3.0,3.0,False
1,134100,4.0,2.0,False
3,748100,2.0,2.0,True
1,776900,3.0,2.0,False
1,726700,3.0,3.0,False
3,704000,3.0,2.0,False
2,244400,3.0,2.0,False
1,430300,3.0,2.0,False
3,950900,3.0,2.0,False
3,824700,2.0,2.0,True
1,507500,3.0,3.0,False
3,286700,2.0,2.0,True
3,115500,2.0,1.0,True
3,193400,2.0,2.0,True
3,469200,2.0,2.0,True
2,599000,2.0,1.0,True
1,42700,3.0,2.0,False
2,266400,4.0,3.0,False
3,288300,3.0,2.0,False
3,454900,3.0,2.0,False
1,580000,3.0,2.0,False
1,240000,3.0,2.0,False
2,960700,3.0,2.0,False
3,733700,3.0,2.0,False
2,884600,3.0,2.0,False
1,924700,3.0,2.0,False
2,274500,3.0,2.0,False
1,127800,3.0,2.0,False
1,412900,3.0,2.0,False
2,681400,3.0,2.0,False
2,627200,3.0,2.0,False
1,190900,3.0,3.0,False
3,140500,2.0,2.0,True
1,403700,3.0,2.0,False
1,267500,3.0,2.0,False
3,103900,3.0,2.0,False
1,612800,2.0,2.0,True
3,455200,2.0,1.0,True
1,721200,3.0,2.0,False
3,368900,2.0,2.0,True
3,231100,2.0,1.0,True
2,430200,3.0,2.0,False
1,519000,3.0,2.0,False
3,945100,3.0,2.0,False
1,385100,3.0,3.0,False
2,693600,3.0,2.0,False
2,539900,3.0,2.0,False
3,533600,2.0,1.0,True
1,313700,3.0,2.0,False
2,815400,2.0,2.0,True
3,900700,3.0,1.0,False
2,958500,3.0,2.0,False
3,211900,3.0,1.0,False
3,986300,3.0,2.0,False
3,256800,2.0,1.0,True
3,198300,2.0,2.0,True
3,978700,3.0,2.0,False
1,917000,3.0,2.0,False
2,558300,2.0,1.0,True
1,43600,3.0,2.0,False
3,262300,3.0,2.0,False
3,591700,3.0,1.0,False
1,934900,3.0,2.0,False
1,932800,3.0,2.0,False
3,195300,3.0,2.0,False
1,156000,3.0,3.0,False
3,931600,2.0,2.0,True
2,693000,3.0,3.0,False
1,131400,3.0,2.0,False
1,989500,3.0,3.0,False
1,165700,3.0,2.0,False
1,149900,3.0,2.0,False
2,398400,2.0,2.0,True
3,682000,3.0,1.0,False
1,26000,2.0,2.0,True
3,301200,3.0,2.0,False
1,648200,1.0,1.0,True
1,243100,3.0,2.0,False
2,741700,3.0,2.0,False
3,539800,2.0,1.0,True
2,572800,3.0,2.0,False
3,730100,2.0,2.0,True
3,399300,2.0,2.0,True
1,265200,3.0,2.0,False
2,466500,3.0,2.0,False
1,835700,3.0,2.0,False
3,449400,2.0,2.0,True
3,796800,2.0,1.0,True
1,986700,3.0,2.0,False
1,696400,2.0,2.0,True
2,39000,3.0,2.0,False
1,875900,3.0,2.0,False
1,844100,3.0,2.0,False
1,220200,3.0,2.0,False
3,86000,3.0,2.0,False
3,590400,3.0,2.0,False
3,633700,3.0,2.0,False
3,210500,3.0,2.0,False
1,433000,3.0,2.0,False
3,160500,2.0,1.0,True
1,297600,3.0,3.0,False
1,707900,3.0,2.0,False
3,115200,3.0,2.0,False
2,167400,3.0,2.0,False
3,266900,2.0,2.0,True
3,764800,3.0,1.0,False
1,176300,3.0,2.0,False
2,612900,3.0,2.0,False
3,453100,2.0,1.0,True
2,998100,4.0,3.0,False
1,710000,3.0,3.0,False
2,295600,3.0,2.0,False
2,940900,3.0,3.0,False
2,256300,3.0,2.0,False
3,178000,3.0,2.0,False
3,442400,2.0,1.0,True
3,626200,3.0,2.0,False
1,714100,3.0,2.0,False
3,586000,2.0,1.0,True
2,337500,3.0,2.0,False
2,431100,2.0,2.0,True
3,860200,2.0,1.0,True
3,584700,3.0,1.0,False
2,113900,3.0,2.0,False
3,365600,3.0,2.0,False
1,672700,3.0,2.0,False
3,610100,2.0,1.0,True
1,463100,3.0,2.0,False
2,707100,3.0,2.0,False
1,452200,3.0,2.0,False
1,194800,3.0,2.0,False
2,797100,3.0,1.0,False
3,787000,3.0,2.0,False
2,103100,3.0,2.0,False
2,285100,4.0,2.0,False
1,906600,3.0,2.0,False
2,232800,3.0,2.0,False
3,123600,2.0,2.0,True
2,957700,3.0,3.0,False
3,607500,2.0,1.0,True
1,814100,2.0,2.0,True
2,378600,3.0,3.0,False
2,366100,3.0,2.0,False
2,65000,2.0,2.0,True
3,362800,2.0,1.0,True
1,608400,2.0,1.0,True
2,790100,3.0,1.0,False
1,906900,2.0,2.0,True
3,794500,2.0,2.0,True
2,203300,3.0,3.0,False
1,577200,3.0,2.0,False
3,349600,2.0,2.0,True
3,243400,2.0,2.0,True
1,997500,3.0,2.0,False
3,385400,1.0,2.0,True
2,889800,3.0,2.0,False
3,362400,2.0,2.0,True
2,624500,3.0,2.0,False
2,315700,4.0,2.0,False
1,122000,3.0,2.0,False
2,936900,3.0,3.0,False
3,832900,2.0,2.0,True
3,7400,3.0,2.0,False
3,362200,2.0,1.0,True
3,3200,4.0,2.0,False
1,441300,2.0,2.0,True
1,693600,3.0,2.0,False
3,342900,2.0,2.0,True
3,827900,3.0,1.0,False
2,542700,2.0,2.0,True
2,924100,4.0,2.0,False
3,94400,3.0,2.0,False
2,37700,3.0,2.0,False
2,6400,3.0,3.0,False
2,909100,3.0,3.0,False
3,951900,3.0,2.0,False
2,944200,3.0,2.0,False
1,20800,2.0,2.0,True
1,723000,3.0,2.0,False
1,610100,2.0,2.0,True
1,335800,3.0,2.0,False
2,39100,3.0,2.0,False
2,892900,3.0,2.0,False
1,40800,3.0,2.0,False
1,834300,3.0,2.0,False
2,166600,3.0,3.0,False
3,979900,2.0,2.0,True
2,941900,3.0,2.0,False
1,650300,3.0,1.0,False
1,484200,3.0,2.0,False
1,453200,2.0,2.0,True
3,989500,2.0,2.0,True
1,591600,2.0,2.0,True
1,240700,3.0,2.0,False
1,331100,3.0,3.0,False
1,756400,3.0,2.0,False
3,457100,3.0,1.0,False
1,152900,3.0,3.0,False
2,355500,3.0,2.0,False
2,550000,2.0,2.0,True
1,411200,3.0,2.0,False
1,756900,3.0,2.0,False
3,911900,3.0,2.0,False
1,327200,3.0,3.0,False
3,364900,2.0,2.0,True
3,606900,2.0,1.0,True
2,350400,3.0,2.0,False
2,536600,3.0,2.0,False
2,772100,2.0,1.0,True
2,559800,3.0,2.0,False
3,689500,2.0,2.0,True
3,962300,3.0,2.0,False
2,502600,2.0,2.0,True
1,965900,3.0,3.0,False
2,433400,2.0,2.0,True
2,857900,2.0,2.0,True
2,373500,3.0,2.0,False
1,223700,3.0,2.0,False
3,252700,2.0,2.0,True
2,667000,2.0,2.0,True
2,66600,3.0,2.0,False
1,656000,3.0,2.0,False
1,532100,2.0,2.0,True
2,867200,3.0,2.0,False
2,218100,3.0,3.0,False
3,901900,2.0,2.0,True
2,906000,3.0,2.0,False
1,770900,3.0,3.0,False
3,827700,2.0,2.0,True
2,324900,3.0,2.0,False
2,740200,2.0,2.0,True
3,775600,2.0,2.0,True
2,986400,3.0,2.0,False
3,254300,3.0,1.0,False
3,896100,2.0,2.0,True
3,329300,2.0,2.0,True
1,822900,3.0,2.0,False
1,332100,3.0,2.0,False
3,93800,3.0,2.0,False
3,848800,2.0,1.0,True
3,626000,2.0,2.0,True
3,317300,3.0,1.0,False
3,146700,3.0,2.0,False
3,257700,3.0,2.0,False
3,132300,2.0,2.0,True
1,177300,3.0,2.0,False
3,427800,2.0,2.0,True
1,966600,3.0,2.0,False
1,189300,3.0,3.0,False
2,712900,3.0,2.0,False
3,731100,3.0,1.0,False
3,644000,3.0,2.0,False
2,442100,3.0,2.0,False
1,620900,2.0,2.0,True
3,603400,2.0,2.0,True
2,995700,3.0,2.0,False
3,177300,3.0,2.0,False
1,506100,3.0,3.0,False
1,212400,3.0,2.0,False
2,400900,2.0,2.0,True
3,685900,3.0,2.0,False
1,215600,3.0,2.0,False
1,936400,3.0,2.0,False
2,114900,3.0,2.0,False
1,514200,3.0,2.0,False
2,502800,2.0,1.0,True
2,326800,3.0,2.0,False
2,322900,3.0,2.0,False
3,347900,2.0,1.0,True
3,413900,2.0,2.0,True
2,397400,3.0,2.0,False
3,424300,2.0,2.0,True
3,773900,2.0,1.0,True
1,747100,3.0,2.0,False
1,543000,3.0,2.0,False
1,723800,3.0,2.0,False
2,86400,3.0,2.0,False
2,887000,3.0,2.0,False
1,610700,3.0,2.0,False
1,264900,3.0,2.0,False
2,541000,3.0,2.0,False
3,180800,2.0,2.0,True
2,391400,3.0,2.0,False
2,879500,2.0,2.0,True
1,837500,3.0,2.0,False
1,506300,3.0,2.0,False
3,290400,3.0,2.0,False
3,236500,3.0,2.0,False
2,0,4.0,2.0,False
3,582200,3.0,1.0,False
1,592100,3.0,2.0,False
2,838200,3.0,2.0,False
1,635500,3.0,1.0,False
2,465100,2.0,2.0,True
3,494000,2.0,2.0,True
1,388200,3.0,3.0,False
2,350100,3.0,2.0,False
1,281400,3.0,2.0,False
1,543900,3.0,2.0,False
1,372700,3.0,2.0,False
2,10900,3.0,2.0,False
2,437200,3.0,2.0,False
2,315500,3.0,3.0,False
2,815600,2.0,2.0,True
3,857400,2.0,1.0,True
2,416600,3.0,2.0,False
1,621700,3.0,2.0,False
2,789600,3.0,2.0,False
2,404300,3.0,2.0,False
1,444700,2.0,2.0,True
2,175300,3.0,2.0,False
2,423200,2.0,2.0,True
2,441900,3.0,2.0,False
1,618900,3.0,2.0,False
1,239600,3.0,2.0,False
3,750500,3.0,2.0,False
1,460400,1.0,2.0,True
2,757100,2.0,2.0,True
2,203700,3.0,2.0,False
3,821900,3.0,2.0,False
1,583100,3.0,2.0,False
2,494500,3.0,2.0,False
2,152300,3.0,2.0,False
3,59200,3.0,2.0,False
2,750400,2.0,2.0,True
1,450100,3.0,2.0,False
2,385400,3.0,2.0,False
2,62800,3.0,2.0,False
1,458900,3.0,2.0,False
2,279800,3.0,2.0,False
2,36900,3.0,3.0,False
1,62000,3.0,2.0,False
3,782400,2.0,2.0,True
2,308300,3.0,2.0,False
2,500900,2.0,2.0,True
3,158200,2.0,2.0,True
1,628900,3.0,2.0,False
2,833600,2.0,2.0,True
3,731500,3.0,2.0,False
2,708800,3.0,2.0,False
3,28500,3.0,2.0,False
1,644200,3.0,1.0,False
2,156600,3.0,3.0,False
2,906200,4.0,2.0,False
1,493800,3.0,2.0,False
1,141200,3.0,2.0,False
3,913600,3.0,1.0,False
1,893300,2.0,2.0,True
3,885000,2.0,2.0,True
2,246100,3.0,2.0,False
2,578800,2.0,2.0,True
3,468300,3.0,1.0,False
3,273300,3.0,1.0,False
1,413100,3.0,2.0,False
1,538500,2.0,2.0,True
1,679300,3.0,2.0,False
1,788100,3.0,2.0,False
1,261200,3.0,2.0,False
2,97300,3.0,2.0,False
1,304600,3.0,2.0,False
3,753700,1.0,1.0,True
1,424700,2.0,2.0,True
3,898200,3.0,2.0,False
3,57600,3.0,2.0,False
3,921900,3.0,1.0,False
3,572500,3.0,2.0,False
1,190500,2.0,2.0,True
3,951400,3.0,2.0,False
3,666500,1.0,1.0,True
2,377900,3.0,2.0,False
2,480500,2.0,2.0,True
2,178100,3.0,2.0,False
3,736000,3.0,2.0,False
3,605900,2.0,2.0,True
3,153200,2.0,2.0,True
2,805300,3.0,2.0,False
2,527800,3.0,2.0,False
2,348000,3.0,3.0,False
2,569300,3.0,1.0,False
3,794400,3.0,2.0,False
1,805300,3.0,2.0,False
1,169900,3.0,2.0,False
3,601500,2.0,2.0,True
1,936900,3.0,3.0,False
2,764200,2.0,2.0,True
3,619500,2.0,2.0,True
1,596900,3.0,2.0,False
1,35000,3.0,2.0,False
1,43900,2.0,2.0,True
1,596000,3.0,2.0,False
3,505500,3.0,2.0,False
1,602200,3.0,2.0,False
1,666200,3.0,2.0,False
1,295600,2.0,2.0,True
1,967500,3.0,3.0,False
3,481800,2.0,1.0,True
3,1900,3.0,2.0,False
3,993100,2.0,2.0,True
1,991400,3.0,2.0,False
3,362600,2.0,2.0,True
3,785200,3.0,2.0,False
2,844700,3.0,2.0,False
1,463700,3.0,2.0,False
1,709200,3.0,2.0,False
1,145700,3.0,3.0,False
2,606400,3.0,2.0,False
1,23100,2.0,2.0,True
1,759700,3.0,2.0,False
3,590100,3.0,1.0,False
3,296800,3.0,2.0,False
2,741800,3.0,2.0,False
2,814300,3.0,2.0,False
2,587300,3.0,2.0,False
2,871100,3.0,2.0,False
3,850300,3.0,2.0,False
3,917500,3.0,2.0,False
1,83600,3.0,2.0,False
1,394900,2.0,2.0,True
2,308200,3.0,3.0,False
3,124800,3.0,2.0,False
2,750900,3.0,1.0,False
1,959100,4.0,2.0,False
2,560100,2.0,2.0,True
2,742700,2.0,1.0,True
2,425100,2.0,2.0,True
3,145700,2.0,2.0,True
3,144100,2.0,2.0,True
2,319400,3.0,2.0,False
3,637600,2.0,2.0,True
3,748500,3.0,2.0,False
3,146600,3.0,2.0,False
3,540800,2.0,1.0,True
1,916800,3.0,2.0,False
1,568500,3.0,2.0,False
3,799800,2.0,2.0,True
2,360800,3.0,2.0,False
1,109100,3.0,2.0,False
3,575600,2.0,2.0,True
2,321500,4.0,2.0,False
2,166700,3.0,3.0,False
2,294400,3.0,3.0,False
3,925100,3.0,2.0,False
1,25000,2.0,2.0,True
2,829400,3.0,2.0,False
3,632000,3.0,2.0,False
3,969700,3.0,2.0,False
1,202000,3.0,2.0,False
1,882200,3.0,2.0,False
1,463000,3.0,3.0,False
3,648100,3.0,2.0,False
1,306400,3.0,2.0,False
3,781800,3.0,1.0,False
1,3600,3.0,2.0,False
1,922800,3.0,2.0,False
1,904800,3.0,2.0,False
2,991600,3.0,2.0,False
2,585100,3.0,1.0,False
2,51700,3.0,2.0,False
3,684100,3.0,2.0,False
3,654800,3.0,2.0,False
1,269200,3.0,2.0,False
1,652800,3.0,2.0,False
2,683700,3.0,2.0,False
1,568900,1.0,2.0,True
1,995800,3.0,2.0,False
1,488900,3.0,2.0,False
1,361600,3.0,2.0,False
2,880300,3.0,2.0,False
3,215400,2.0,2.0,True
1,124400,3.0,2.0,False
1,734700,3.0,2.0,False
3,107600,3.0,2.0,False
2,339000,3.0,2.0,False
3,385900,3.0,1.0,False
1,602700,3.0,2.0,False
2,188000,3.0,2.0,False
3,217300,3.0,1.0,False
1,333600,3.0,2.0,False
1,614400,3.0,2.0,False
2,969100,3.0,3.0,False
3,367800,2.0,2.0,True
3,414700,2.0,2.0,True
2,286300,3.0,2.0,False
3,144900,3.0,2.0,False
1,511200,3.0,3.0,False
1,457300,2.0,1.0,True
2,916600,4.0,2.0,False
1,946100,3.0,2.0,False
3,717600,2.0,2.0,True
3,116300,2.0,2.0,True
3,422600,3.0,2.0,False
3,968300,3.0,2.0,False
1,39700,3.0,3.0,False
3,172600,3.0,2.0,False
3,991700,3.0,2.0,False
2,752000,2.0,2.0,True
3,655600,2.0,2.0,True
2,557700,2.0,2.0,True
2,341000,3.0,2.0,False
2,143400,3.0,2.0,False
1,706400,3.0,3.0,False
2,382000,2.0,2.0,True
2,475500,3.0,2.0,False
1,821000,3.0,2.0,False
3,977200,3.0,2.0,False
2,968300,3.0,2.0,False
3,312700,3.0,2.0,False
2,66400,3.0,2.0,False
2,903600,4.0,2.0,False
2,42500,3.0,3.0,False
1,780600,3.0,3.0,False
1,592700,2.0,2.0,True
3,520600,2.0,1.0,True
2,721700,3.0,2.0,False
1,680400,2.0,1.0,True
1,627500,3.0,2.0,False
1,899800,3.0,2.0,False
3,854400,3.0,1.0,False
1,316100,3.0,2.0,False
2,124800,3.0,2.0,False
3,142500,3.0,2.0,False
2,384300,3.0,2.0,False
3,790300,3.0,2.0,False
2,141600,3.0,2.0,False
2,592100,2.0,1.0,True
2,496000,3.0,2.0,False
1,763800,3.0,3.0,False
2,103300,3.0,2.0,False
1,260600,3.0,2.0,False
2,549500,2.0,1.0,True
3,581800,3.0,1.0,False
1,187200,3.0,2.0,False
3,493200,2.0,1.0,True
3,465100,2.0,1.0,True
3,156400,3.0,1.0,False
2,350500,3.0,2.0,False
1,313100,4.0,2.0,False
3,260700,3.0,2.0,False
2,520300,3.0,2.0,False
2,548900,2.0,1.0,True
3,284000,3.0,2.0,False
1,647600,3.0,2.0,False
2,180000,3.0,3.0,False
1,586600,3.0,2.0,False
2,175100,3.0,2.0,False
3,454700,2.0,2.0,True
3,504500,2.0,2.0,True
3,471500,2.0,2.0,True
2,452600,3.0,2.0,False
1,487900,3.0,3.0,False
1,414100,3.0,2.0,False
2,231900,3.0,2.0,False
1,612600,3.0,2.0,False
2,912000,4.0,2.0,False
2,647700,2.0,2.0,True
3,391200,3.0,2.0,False
1,194400,3.0,2.0,False
2,593800,2.0,2.0,True
1,929600,3.0,2.0,False
1,822600,2.0,2.0,True
3,788300,1.0,1.0,True
2,947100,3.0,2.0,False
1,722900,3.0,2.0,False
1,595100,2.0,2.0,True
1,951100,3.0,3.0,False
3,52200,3.0,2.0,False
1,314400,2.0,2.0,True
2,434400,3.0,2.0,False
1,921400,3.0,2.0,False
3,909200,3.0,2.0,False
2,538800,3.0,2.0,False
1,103900,3.0,2.0,False
3,3900,3.0,2.0,False
2,674200,3.0,2.0,False
3,226800,2.0,2.0,True
3,239600,2.0,2.0,True
2,744200,3.0,2.0,False
3,919500,3.0,2.0,False
3,669000,3.0,2.0,False
3,273000,3.0,1.0,False
3,410500,3.0,2.0,False
2,311400,3.0,2.0,False
1,756800,4.0,2.0,False
1,412700,3.0,2.0,False
1,170000,3.0,2.0,False
1,700500,3.0,2.0,False
1,612200,2.0,2.0,True
2,206800,3.0,3.0,False
1,665800,3.0,2.0,False
2,898500,3.0,2.0,False
2,45800,3.0,2.0,False
3,291300,3.0,1.0,False
1,786000,2.0,1.0,True
1,765300,3.0,2.0,False
1,475000,3.0,2.0,False
3,902400,3.0,2.0,False
3,959600,3.0,2.0,False
3,148700,3.0,2.0,False
3,492100,3.0,2.0,False
1,173000,3.0,2.0,False
2,169000,1.0,2.0,True
3,152700,3.0,2.0,False
3,900000,3.0,1.0,False
1,602900,3.0,2.0,False
3,197100,2.0,2.0,True
2,527100,3.0,2.0,False
2,681900,4.0,2.0,False
1,209900,3.0,2.0,False
1,188800,2.0,2.0,True
2,998400,4.0,3.0,False
3,714400,3.0,2.0,False
3,476200,2.0,1.0,True
1,965600,4.0,3.0,False
2,24100,3.0,3.0,False
3,846200,3.0,2.0,False
2,742600,2.0,1.0,True
3,817600,3.0,2.0,False
1,466300,3.0,2.0,False
2,760500,3.0,2.0,False
1,448700,3.0,2.0,False
2,458500,2.0,2.0,True
1,111300,3.0,2.0,False
3,775100,2.0,1.0,True
2,629200,3.0,2.0,False
3,682300,3.0,2.0,False
3,795400,3.0,2.0,False
2,523800,3.0,2.0,False
3,924300,3.0,2.0,False
1,994400,3.0,2.0,False
3,82600,3.0,2.0,False
2,948300,3.0,2.0,False
3,877000,2.0,1.0,True
3,876600,2.0,2.0,True
3,898900,3.0,2.0,False
1,307600,4.0,3.0,False
2,214600,3.0,2.0,False
2,762200,3.0,2.0,False
