day,timestamp,symbol,buyer,seller,qty,notional,aggressor,spread_sym,spread_u,spr_bin_u,fwd_mid_5,fwd_u_5,fwd_h_5,fwd_mid_20,fwd_u_20,fwd_h_20,fwd_mid_100,fwd_u_100,fwd_h_100,cell_mean_fwd,cell_n,residual_k20
1,928000,HYDROGEL_PACK,Mark 14,Mark 38,2,19984.0,sell_agg,16.0,5.0,tight_u,-3.0,3.0,-3.0,3.0,-4.0,3.0,10.0,-14.0,10.0,0.23387096774193547,496,2.7661290322580645
1,928400,VEV_5500,Mark 01,Mark 22,3,24.0,sell_agg,1.0,5.0,tight_u,-0.5,-1.5,4.0,-1.0,-9.0,9.0,-2.0,-18.0,8.0,0.02508361204013378,299,-1.0250836120401339
1,928400,VEV_6000,Mark 01,Mark 22,3,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.5,4.0,0.0,-9.0,9.0,0.0,-18.0,8.0,0.0,317,0.0
1,928400,VEV_6500,Mark 01,Mark 22,3,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.5,4.0,0.0,-9.0,9.0,0.0,-18.0,8.0,0.0,317,0.0
1,928500,HYDROGEL_PACK,Mark 38,Mark 14,6,60030.0,buy_agg,16.0,5.0,tight_u,0.0,-3.5,0.0,10.0,-8.0,10.0,7.0,-17.0,7.0,-0.3530571992110454,507,10.353057199211046
1,929100,VEV_4000,Mark 38,Mark 14,2,2578.0,buy_agg,21.0,5.0,tight_u,-2.5,-2.5,7.0,-4.5,-4.5,12.0,-15.0,-15.0,1.0,0.2146341463414634,205,-4.714634146341464
1,929300,HYDROGEL_PACK,Mark 38,Mark 14,3,30012.0,buy_agg,16.0,5.0,tight_u,5.0,-3.0,5.0,14.0,-2.0,14.0,2.0,-12.5,2.0,-0.3530571992110454,507,14.353057199211046
1,929500,HYDROGEL_PACK,Mark 38,Mark 14,6,60036.0,buy_agg,16.0,6.0,tight_u,5.0,-3.5,5.0,13.0,0.5,13.0,-1.0,-12.5,-1.0,-0.3530571992110454,507,13.353057199211046
1,929800,HYDROGEL_PACK,Mark 14,Mark 38,3,29979.0,sell_agg,16.0,5.0,tight_u,2.0,-2.0,2.0,4.0,2.0,4.0,-2.5,-11.0,-2.5,0.23387096774193547,496,3.7661290322580645
1,930800,HYDROGEL_PACK,Mark 38,Mark 14,6,60096.0,buy_agg,16.0,2.0,tight_u,2.0,3.5,2.0,-19.0,2.5,-19.0,6.0,-8.5,6.0,-0.3530571992110454,507,-18.646942800788956
1,931200,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,6,31626.0,sell_agg,5.0,5.0,tight_u,2.0,2.0,1.0,-3.0,-3.0,-11.0,-17.0,-17.0,7.0,0.0057692307692307696,260,-3.0057692307692307
1,932100,HYDROGEL_PACK,Mark 14,Mark 38,3,29973.0,sell_agg,16.0,5.0,tight_u,-4.0,-1.0,-4.0,8.0,-7.0,8.0,17.0,-19.0,17.0,0.23387096774193547,496,7.766129032258065
1,934300,HYDROGEL_PACK,Mark 14,Mark 38,3,29991.0,sell_agg,16.0,5.0,tight_u,5.0,-2.0,5.0,2.0,-1.0,2.0,8.0,-23.0,8.0,0.23387096774193547,496,1.7661290322580645
1,936400,HYDROGEL_PACK,Mark 38,Mark 22,3,30018.0,buy_agg,7.0,6.0,tight_u,2.5,-3.5,2.5,0.5,-3.5,0.5,11.5,-21.5,11.5,1.3125,8,-0.8125
1,936500,HYDROGEL_PACK,Mark 14,Mark 38,6,59982.0,sell_agg,16.0,6.0,tight_u,3.0,-2.0,3.0,-1.0,-0.5,-1.0,10.0,-19.5,10.0,0.23387096774193547,496,-1.2338709677419355
1,936600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,7,36834.0,sell_agg,5.0,5.0,tight_u,-1.5,-1.5,1.0,-2.5,-2.5,-2.0,-19.0,-19.0,6.0,-0.23734177215189872,316,-2.2626582278481013
1,936700,HYDROGEL_PACK,Mark 14,Mark 38,3,29994.0,sell_agg,16.0,2.0,tight_u,0.0,0.0,0.0,-5.0,1.5,-5.0,3.0,-15.5,3.0,0.23387096774193547,496,-5.233870967741935
1,937300,VEV_5400,Mark 01,Mark 22,4,60.0,sell_agg,1.0,6.0,tight_u,0.5,2.0,8.0,1.0,4.0,-5.0,-2.0,-12.5,11.0,0.039923954372623575,263,0.9600760456273765
1,937300,VEV_5500,Mark 01,Mark 22,4,24.0,sell_agg,1.0,6.0,tight_u,0.0,2.0,8.0,0.0,4.0,-5.0,-1.0,-12.5,11.0,0.02508361204013378,299,-0.02508361204013378
1,937300,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,6.0,tight_u,0.0,2.0,8.0,0.0,4.0,-5.0,0.0,-12.5,11.0,0.0,317,0.0
1,937300,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,6.0,tight_u,0.0,2.0,8.0,0.0,4.0,-5.0,0.0,-12.5,11.0,0.0,317,0.0
1,937700,VEV_4000,Mark 14,Mark 38,3,3747.0,sell_agg,22.0,6.0,tight_u,3.5,3.5,-2.0,3.5,3.5,-8.0,-11.5,-11.0,4.5,-0.1788793103448276,232,3.6788793103448274
1,937800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,6,31554.0,sell_agg,6.0,6.0,tight_u,0.5,0.5,-11.5,0.5,0.5,-12.5,-13.0,-13.0,1.0,0.0057692307692307696,260,0.49423076923076925
1,938200,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,3,15798.0,buy_agg,5.0,5.0,tight_u,-1.0,-1.0,-5.0,-1.0,-1.0,0.0,-15.5,-15.5,11.0,0.5755287009063444,331,-1.5755287009063443
1,938900,HYDROGEL_PACK,Mark 38,Mark 14,6,60036.0,buy_agg,16.0,5.0,tight_u,1.0,3.0,1.0,18.0,-2.0,18.0,20.0,-14.0,20.0,-0.3530571992110454,507,18.353057199211044
1,943100,VEV_5400,Mark 01,Mark 22,4,52.0,sell_agg,1.0,5.0,tight_u,-0.5,-2.0,-3.0,-0.5,-1.0,3.0,2.0,11.0,25.0,0.039923954372623575,263,-0.5399239543726235
1,943100,VEV_5500,Mark 01,Mark 22,4,20.0,sell_agg,1.0,5.0,tight_u,0.0,-2.0,-3.0,0.0,-1.0,3.0,1.0,11.0,25.0,0.02508361204013378,299,-0.02508361204013378
1,943100,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,-2.0,-3.0,0.0,-1.0,3.0,0.0,11.0,25.0,0.0,317,0.0
1,943100,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,-2.0,-3.0,0.0,-1.0,3.0,0.0,11.0,25.0,0.0,317,0.0
1,944800,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,8,41960.0,buy_agg,6.0,6.0,tight_u,3.5,3.5,5.0,3.5,3.5,3.0,21.5,21.5,6.0,0.006147540983606557,244,3.4938524590163933
1,946400,HYDROGEL_PACK,Mark 38,Mark 14,3,30066.0,buy_agg,16.0,5.0,tight_u,-1.0,0.0,-1.0,3.0,5.0,3.0,-2.0,20.0,-2.0,-0.3530571992110454,507,3.3530571992110456
1,946800,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,8,41984.0,buy_agg,5.0,5.0,tight_u,2.0,2.0,1.0,4.0,4.0,7.0,18.0,18.0,-4.0,0.5755287009063444,331,3.4244712990936557
1,948500,VEV_5300,Mark 01,Mark 22,4,180.0,sell_agg,2.0,5.0,tight_u,0.0,1.0,1.0,2.0,4.0,12.0,7.0,16.5,0.0,-0.12121212121212122,132,2.121212121212121
1,948500,VEV_5400,Mark 01,Mark 22,4,52.0,sell_agg,2.0,5.0,tight_u,0.0,1.0,1.0,0.5,4.0,12.0,3.0,16.5,0.0,0.039923954372623575,263,0.4600760456273764
1,948500,VEV_5500,Mark 01,Mark 22,4,20.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,1.0,0.0,4.0,12.0,1.0,16.5,0.0,0.02508361204013378,299,-0.02508361204013378
1,948500,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,1.0,0.0,4.0,12.0,0.0,16.5,0.0,0.0,317,0.0
1,948500,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,1.0,0.0,4.0,12.0,0.0,16.5,0.0,0.0,317,0.0
1,948700,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,6,31482.0,buy_agg,2.0,2.0,tight_u,3.5,3.5,-1.5,7.5,7.5,11.5,16.0,16.0,0.5,2.026666666666667,75,5.473333333333333
1,949400,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,9,47232.0,buy_agg,2.0,2.0,tight_u,2.5,2.5,10.0,11.0,11.0,13.0,14.5,14.5,3.0,2.026666666666667,75,8.973333333333333
1,950000,HYDROGEL_PACK,Mark 38,Mark 14,2,20082.0,buy_agg,16.0,6.0,tight_u,-4.0,1.5,-4.0,-2.0,7.5,-2.0,-11.0,10.5,-11.0,-0.3530571992110454,507,-1.6469428007889546
1,950300,HYDROGEL_PACK,Mark 14,Mark 38,5,50105.0,sell_agg,16.0,5.0,tight_u,-1.0,2.0,-1.0,3.0,7.0,3.0,-2.0,7.0,-2.0,0.23387096774193547,496,2.7661290322580645
1,950300,VEV_5400,Mark 01,Mark 22,5,70.0,sell_agg,1.0,5.0,tight_u,0.5,2.0,-1.0,1.0,7.0,3.0,1.5,7.0,-2.0,0.039923954372623575,263,0.9600760456273765
1,950300,VEV_5500,Mark 01,Mark 22,5,25.0,sell_agg,1.0,5.0,tight_u,0.5,2.0,-1.0,1.0,7.0,3.0,1.0,7.0,-2.0,0.02508361204013378,299,0.9749163879598662
1,950300,VEV_6000,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,2.0,-1.0,0.0,7.0,3.0,0.0,7.0,-2.0,0.0,317,0.0
1,950300,VEV_6500,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,2.0,-1.0,0.0,7.0,3.0,0.0,7.0,-2.0,0.0,317,0.0
1,950700,HYDROGEL_PACK,Mark 38,Mark 14,5,50180.0,buy_agg,16.0,5.0,tight_u,3.0,3.0,3.0,6.0,5.0,6.0,4.0,6.5,4.0,-0.3530571992110454,507,6.353057199211046
1,951500,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,6,31572.0,buy_agg,5.0,5.0,tight_u,0.0,0.0,-1.0,0.0,0.0,3.0,4.0,4.0,-1.0,0.006147540983606557,244,-0.006147540983606557
1,953400,VEV_4000,Mark 38,Mark 14,2,2540.0,buy_agg,21.0,5.0,tight_u,1.0,1.0,-12.0,6.0,6.0,-30.0,9.5,9.5,-12.0,0.2146341463414634,205,5.785365853658536
1,953700,HYDROGEL_PACK,Mark 38,Mark 14,5,50175.0,buy_agg,16.0,2.0,tight_u,-5.0,3.5,-5.0,-19.0,6.5,-19.0,1.0,12.5,1.0,-0.3530571992110454,507,-18.646942800788956
1,953800,HYDROGEL_PACK,Mark 38,Mark 14,6,60198.0,buy_agg,16.0,6.0,tight_u,-5.0,1.5,-5.0,-14.0,4.0,-14.0,4.0,10.5,4.0,-0.3530571992110454,507,-13.646942800788954
1,957800,HYDROGEL_PACK,Mark 14,Mark 38,6,59982.0,sell_agg,16.0,5.0,tight_u,11.0,1.0,11.0,14.0,-2.5,14.0,-3.0,6.5,-3.0,0.23387096774193547,496,13.766129032258064
1,960700,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,4,21052.0,buy_agg,6.0,6.0,tight_u,3.0,3.0,0.0,7.0,7.0,-4.0,7.5,7.5,-46.0,0.006147540983606557,244,6.993852459016393
1,960800,HYDROGEL_PACK,Mark 38,Mark 14,2,20082.0,buy_agg,16.0,5.0,tight_u,-3.0,4.0,-3.0,-0.5,7.0,-0.5,-49.0,7.0,-49.0,-0.3530571992110454,507,-0.1469428007889546
1,962900,VEV_4000,Mark 38,Mark 14,1,1279.0,buy_agg,22.0,6.0,tight_u,1.0,1.0,-3.0,8.5,8.5,-12.0,-8.5,-8.5,-31.0,0.2146341463414634,205,8.285365853658536
1,963300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,5,26335.0,sell_agg,5.0,5.0,tight_u,1.0,1.0,2.0,5.0,5.0,-10.0,-11.0,-11.0,-21.0,-0.23734177215189872,316,5.237341772151899
1,963500,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,5,26335.0,sell_agg,5.0,5.0,tight_u,4.0,4.0,7.0,4.0,4.0,-9.0,-12.0,-12.0,-18.0,-0.23734177215189872,316,4.237341772151899
1,963900,HYDROGEL_PACK,Mark 38,Mark 14,6,60240.0,buy_agg,16.0,5.0,tight_u,-10.0,3.5,-10.0,-19.0,1.0,-19.0,-30.0,-14.5,-30.0,-0.3530571992110454,507,-18.646942800788956
1,964000,HYDROGEL_PACK,Mark 14,Mark 38,3,30060.0,sell_agg,16.0,5.0,tight_u,-8.0,-0.5,-8.0,-13.0,-2.0,-13.0,-25.0,-15.0,-25.0,0.23387096774193547,496,-13.233870967741936
1,964700,HYDROGEL_PACK,Mark 14,Mark 38,4,40032.0,sell_agg,16.0,5.0,tight_u,2.0,0.0,2.0,-5.0,-2.0,-5.0,-14.0,-14.0,-14.0,0.23387096774193547,496,-5.233870967741935
1,965000,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,4,21088.0,sell_agg,5.0,5.0,tight_u,-1.0,-1.0,-3.0,1.0,1.0,-8.0,-16.0,-16.0,-20.0,0.0057692307692307696,260,0.9942307692307693
1,966200,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,7,36876.0,sell_agg,5.0,5.0,tight_u,3.0,3.0,-4.0,1.0,1.0,-18.0,-15.0,-15.0,-15.0,0.0057692307692307696,260,0.9942307692307693
1,966900,HYDROGEL_PACK,Mark 38,Mark 14,2,20038.0,buy_agg,16.0,3.0,tight_u,-6.0,-2.0,-6.0,-15.0,-4.0,-15.0,-18.0,-16.0,-18.0,-0.3530571992110454,507,-14.646942800788954
1,968200,VEV_4000,Mark 14,Mark 38,1,1261.0,sell_agg,21.0,5.0,tight_u,-1.0,-1.0,3.0,-7.0,-7.0,-6.0,-11.0,-11.0,6.0,-0.1788793103448276,232,-6.821120689655173
1,970500,HYDROGEL_PACK,Mark 14,Mark 38,3,29943.0,sell_agg,16.0,6.0,tight_u,-1.0,0.0,-1.0,7.0,-7.5,7.0,25.0,-9.0,25.0,0.23387096774193547,496,6.766129032258065
1,971900,HYDROGEL_PACK,Mark 38,Mark 14,3,29994.0,buy_agg,16.0,6.0,tight_u,4.0,-4.0,4.0,12.0,-11.0,12.0,19.0,-14.5,19.0,-0.3530571992110454,507,12.353057199211046
1,972800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,3,15768.0,sell_agg,6.0,6.0,tight_u,-0.5,-0.5,10.0,3.0,3.0,5.0,-5.5,-5.5,9.0,0.0057692307692307696,260,2.9942307692307693
1,973300,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,8,42088.0,buy_agg,5.0,5.0,tight_u,-3.0,-3.0,-6.0,-1.5,-1.5,-13.0,-3.0,-3.0,3.0,0.006147540983606557,244,-1.5061475409836065
1,975400,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,3,15765.0,sell_agg,5.0,5.0,tight_u,0.5,0.5,7.0,-0.5,-0.5,3.0,-5.0,-5.0,26.0,0.0057692307692307696,260,-0.5057692307692307
1,977200,VEV_4000,Mark 38,Mark 14,1,1267.0,buy_agg,21.0,5.0,tight_u,1.0,1.0,-2.0,2.0,2.0,13.0,0.0,0.0,33.0,0.2146341463414634,205,1.7853658536585366
1,977600,HYDROGEL_PACK,Mark 14,Mark 38,2,19972.0,sell_agg,16.0,5.0,tight_u,6.0,4.0,6.0,17.0,2.5,17.0,34.0,-3.0,34.0,0.23387096774193547,496,16.766129032258064
1,979200,HYDROGEL_PACK,Mark 14,Mark 38,2,19998.0,sell_agg,16.0,5.0,tight_u,6.0,1.0,6.0,-2.0,-1.0,-2.0,19.0,-4.0,19.0,0.23387096774193547,496,-2.2338709677419355
1,979700,VEV_4000,Mark 38,Mark 14,2,2540.0,buy_agg,21.0,5.0,tight_u,1.0,1.0,-2.0,1.0,-5.5,-5.0,-3.0,-1.5,15.0,0.2146341463414634,205,0.7853658536585366
1,982000,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,3,15771.0,buy_agg,5.0,5.0,tight_u,-1.0,-1.0,-2.0,-4.0,-4.0,5.0,8.5,8.5,22.0,0.006147540983606557,244,-4.006147540983607
1,982900,HYDROGEL_PACK,Mark 14,Mark 38,6,59988.0,sell_agg,17.0,5.0,tight_u,4.5,-1.0,4.5,7.5,-4.0,7.5,18.5,7.0,18.5,0.23387096774193547,496,7.266129032258065
1,984700,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,9,47259.0,buy_agg,2.0,2.0,tight_u,3.5,3.5,-5.0,5.5,5.5,13.0,17.0,17.0,11.0,2.026666666666667,75,3.473333333333333
1,984900,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,6,31524.0,buy_agg,5.0,5.0,tight_u,1.0,1.0,2.0,5.0,5.0,17.0,16.0,16.0,12.0,0.5755287009063444,331,4.424471299093655
1,985400,HYDROGEL_PACK,Mark 38,Mark 14,4,40096.0,buy_agg,16.0,5.0,tight_u,5.0,1.0,5.0,14.0,3.0,14.0,2.0,14.0,2.0,-0.3530571992110454,507,14.353057199211046
1,985600,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,14,73528.0,buy_agg,1.0,1.0,tight_u,2.5,2.5,10.0,2.0,2.0,11.0,15.5,15.5,-1.0,1.6348314606741574,89,0.3651685393258426
1,985800,HYDROGEL_PACK,Mark 38,Mark 14,4,40116.0,buy_agg,16.0,5.0,tight_u,9.0,-1.5,9.0,5.0,-1.0,5.0,0.5,13.0,0.5,-0.3530571992110454,507,5.353057199211046
1,986300,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,10,52540.0,buy_agg,2.0,2.0,tight_u,3.5,3.5,2.0,0.0,0.0,-5.0,13.0,13.0,-15.0,2.026666666666667,75,-2.026666666666667
1,988000,HYDROGEL_PACK,Mark 14,Mark 38,4,40064.0,sell_agg,16.0,5.0,tight_u,2.0,-1.0,2.0,2.0,3.0,2.0,-9.0,15.0,-9.0,0.23387096774193547,496,1.7661290322580645
1,988000,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,4,21024.0,buy_agg,5.0,5.0,tight_u,-1.0,-1.0,2.0,3.0,3.0,2.0,15.0,15.0,-9.0,0.006147540983606557,244,2.9938524590163933
1,988100,VEV_5200,Mark 14,Mark 22,5,470.0,sell_agg,2.0,5.0,tight_u,-0.5,-0.5,0.0,2.5,4.0,1.0,9.5,14.0,-8.0,0.015151515151515152,33,2.484848484848485
1,988100,VEV_5300,Mark 01,Mark 22,5,230.0,sell_agg,2.0,5.0,tight_u,0.0,-0.5,0.0,2.0,4.0,1.0,6.0,14.0,-8.0,-0.12121212121212122,132,2.121212121212121
1,988100,VEV_5400,Mark 01,Mark 22,5,70.0,sell_agg,1.0,5.0,tight_u,0.0,-0.5,0.0,1.0,4.0,1.0,2.5,14.0,-8.0,0.039923954372623575,263,0.9600760456273765
1,988100,VEV_5500,Mark 01,Mark 22,5,25.0,sell_agg,1.0,5.0,tight_u,0.0,-0.5,0.0,0.5,4.0,1.0,1.0,14.0,-8.0,0.02508361204013378,299,0.47491638795986624
1,988100,VEV_6000,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,-0.5,0.0,0.0,4.0,1.0,0.0,14.0,-8.0,0.0,317,0.0
1,988100,VEV_6500,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,-0.5,0.0,0.0,4.0,1.0,0.0,14.0,-8.0,0.0,317,0.0
1,988400,HYDROGEL_PACK,Mark 14,Mark 38,6,60096.0,sell_agg,16.0,5.0,tight_u,3.0,-1.0,3.0,3.0,6.0,3.0,-6.0,18.0,-6.0,0.23387096774193547,496,2.7661290322580645
1,989000,HYDROGEL_PACK,Mark 14,Mark 38,4,40068.0,sell_agg,16.0,2.0,tight_u,3.0,1.5,3.0,6.0,8.0,6.0,-12.0,14.5,-12.0,0.23387096774193547,496,5.766129032258065
1,990300,VEV_5400,Mark 01,Mark 22,5,75.0,sell_agg,1.0,5.0,tight_u,0.5,3.0,-1.0,1.0,4.5,0.0,,,,0.039923954372623575,263,0.9600760456273765
1,990300,VEV_6000,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,3.0,-1.0,0.0,4.5,0.0,,,,0.0,317,0.0
1,990300,VEV_6500,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,3.0,-1.0,0.0,4.5,0.0,,,,0.0,317,0.0
1,991500,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,4,21040.0,sell_agg,5.0,5.0,tight_u,0.5,0.5,5.0,-1.0,-1.0,8.0,,,,-0.23734177215189872,316,-0.7626582278481013
1,991600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,7,36820.0,sell_agg,5.0,5.0,tight_u,0.0,0.0,5.0,0.0,0.0,5.0,,,,-0.23734177215189872,316,0.23734177215189872
1,997300,VEV_4000,Mark 14,Mark 38,2,2522.0,sell_agg,21.0,5.0,tight_u,-1.5,-1.5,2.5,-1.0,-1.0,-2.0,,,,-0.1788793103448276,232,-0.8211206896551724
1,998500,VEV_4000,Mark 38,Mark 14,3,3840.0,buy_agg,21.0,5.0,tight_u,-2.0,-2.0,-5.0,,,,,,,0.2146341463414634,205,
2,900,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,8,42096.0,buy_agg,2.0,2.0,tight_u,3.0,3.0,6.0,8.5,8.5,9.0,0.5,0.5,-0.5,1.6348314606741574,89,6.865168539325842
2,1300,VEV_4000,Mark 14,Mark 38,3,3753.0,sell_agg,22.0,6.0,tight_u,3.5,3.5,-2.0,11.5,11.5,8.0,3.0,3.5,-0.5,-0.1788793103448276,232,11.678879310344827
2,2700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,8,42152.0,sell_agg,6.0,6.0,tight_u,1.0,1.0,8.0,-1.0,-1.0,3.5,-7.0,-7.0,-12.0,0.0057692307692307696,260,-1.0057692307692307
2,2900,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,8,42176.0,buy_agg,5.0,5.0,tight_u,5.0,5.0,5.0,3.0,3.0,2.0,-3.0,-3.0,-11.0,0.5755287009063444,331,2.4244712990936557
2,4800,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,3,15819.0,buy_agg,5.0,5.0,tight_u,3.0,3.0,-7.0,2.0,2.0,-1.0,-3.5,-3.5,-2.0,0.5755287009063444,331,1.4244712990936557
2,5700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,5,26365.0,sell_agg,6.0,6.0,tight_u,-0.5,-0.5,2.0,-3.0,-3.0,-2.0,-6.0,-6.0,9.0,0.0057692307692307696,260,-3.0057692307692307
2,9000,VEV_4000,Mark 38,Mark 14,1,1278.0,buy_agg,22.0,5.0,tight_u,-3.5,-4.0,0.0,-4.5,-5.0,0.0,2.5,2.0,-9.0,0.2146341463414634,205,-4.714634146341464
2,9900,VELVETFRUIT_EXTRACT,Mark 22,Mark 55,5,26305.0,sell_agg,4.0,4.0,tight_u,-1.0,-1.0,2.0,4.5,4.5,-4.0,5.5,5.5,-3.0,0.5277777777777778,18,3.9722222222222223
2,10200,HYDROGEL_PACK,Mark 14,Mark 38,6,60102.0,sell_agg,16.0,6.0,tight_u,-6.0,0.5,-6.0,-11.0,6.5,-11.0,-12.0,8.5,-12.0,0.23387096774193547,496,-11.233870967741936
2,10700,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,4,21060.0,buy_agg,5.0,5.0,tight_u,2.0,2.0,3.0,2.5,2.5,-9.0,6.0,6.0,-12.0,0.5755287009063444,331,1.9244712990936557
2,11200,HYDROGEL_PACK,Mark 38,Mark 14,4,40120.0,buy_agg,16.0,5.0,tight_u,-1.0,2.0,-1.0,-10.0,3.0,-10.0,-15.0,5.0,-15.0,-0.3530571992110454,507,-9.646942800788954
2,12100,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,5,26340.0,buy_agg,2.0,2.0,tight_u,-0.5,-0.5,-6.0,-0.5,-0.5,0.0,3.5,3.5,-13.0,2.026666666666667,75,-2.526666666666667
2,12600,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,3,15792.0,sell_agg,5.0,5.0,tight_u,-0.5,-0.5,3.0,-2.5,-2.5,13.0,3.0,3.0,-4.0,0.0057692307692307696,260,-2.5057692307692307
2,13100,VEV_5400,Mark 01,Mark 22,3,48.0,sell_agg,2.0,6.0,tight_u,0.0,-0.5,-2.0,0.5,2.5,9.0,0.0,1.0,-11.0,0.039923954372623575,263,0.4600760456273764
2,13100,VEV_5500,Mark 01,Mark 22,3,18.0,sell_agg,1.0,6.0,tight_u,0.0,-0.5,-2.0,0.0,2.5,9.0,0.0,1.0,-11.0,0.02508361204013378,299,-0.02508361204013378
2,13100,VEV_6000,Mark 01,Mark 22,3,0.0,sell_agg,1.0,6.0,tight_u,0.0,-0.5,-2.0,0.0,2.5,9.0,0.0,1.0,-11.0,0.0,317,0.0
2,13100,VEV_6500,Mark 01,Mark 22,3,0.0,sell_agg,1.0,6.0,tight_u,0.0,-0.5,-2.0,0.0,2.5,9.0,0.0,1.0,-11.0,0.0,317,0.0
2,13900,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,4,21076.0,buy_agg,5.0,5.0,tight_u,0.0,0.0,1.0,4.0,4.0,5.0,-1.5,-1.5,-18.0,0.5755287009063444,331,3.4244712990936557
2,15700,HYDROGEL_PACK,Mark 38,Mark 14,2,20070.0,buy_agg,16.0,6.0,tight_u,1.0,1.0,1.0,-9.0,3.5,-9.0,-43.0,-3.5,-43.0,-0.3530571992110454,507,-8.646942800788954
2,16300,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,5,26375.0,buy_agg,5.0,5.0,tight_u,0.5,0.5,0.0,2.0,2.0,-9.0,-7.0,-7.0,-36.0,0.006147540983606557,244,1.9938524590163935
2,17400,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,3,15822.0,sell_agg,5.0,5.0,tight_u,-3.0,-3.0,-3.0,-7.0,-7.0,-3.0,-12.5,-12.5,-23.0,-0.23734177215189872,316,-6.762658227848101
2,19100,HYDROGEL_PACK,Mark 38,Mark 14,6,60120.0,buy_agg,16.0,5.0,tight_u,5.0,-0.5,5.0,-7.0,-0.5,-7.0,-12.0,-3.0,-12.0,-0.3530571992110454,507,-6.646942800788954
2,20900,VEV_5300,Mark 01,Mark 22,5,265.0,sell_agg,2.0,5.0,tight_u,0.0,0.5,-5.0,-1.0,-2.5,-3.0,-4.5,-10.0,-20.0,-0.12121212121212122,132,-0.8787878787878788
2,20900,VEV_5400,Mark 01,Mark 22,5,85.0,sell_agg,2.0,5.0,tight_u,0.0,0.5,-5.0,-0.5,-2.5,-3.0,-2.5,-10.0,-20.0,0.039923954372623575,263,-0.5399239543726235
2,20900,VEV_5500,Mark 01,Mark 22,5,35.0,sell_agg,1.0,5.0,tight_u,0.0,0.5,-5.0,-1.0,-2.5,-3.0,-1.0,-10.0,-20.0,0.02508361204013378,299,-1.0250836120401339
2,20900,VEV_6000,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,0.5,-5.0,0.0,-2.5,-3.0,0.0,-10.0,-20.0,0.0,317,0.0
