day,timestamp,symbol,buyer,seller,qty,notional,aggressor,spread_sym,spread_u,spr_bin_u,fwd_mid_5,fwd_u_5,fwd_h_5,fwd_mid_20,fwd_u_20,fwd_h_20,fwd_mid_100,fwd_u_100,fwd_h_100
1,866300,HYDROGEL_PACK,Mark 38,Mark 14,6,60360.0,buy_agg,16.0,5.0,tight_u,-7.0,-2.5,-7.0,-5.0,-3.0,-5.0,-40.0,-14.0,-40.0
1,867100,HYDROGEL_PACK,Mark 14,Mark 38,5,50195.0,sell_agg,16.0,5.0,tight_u,-4.0,-2.5,-4.0,5.0,-5.0,5.0,-38.0,-13.0,-38.0
1,867800,VEV_4000,Mark 38,Mark 14,2,2522.0,buy_agg,21.0,5.0,tight_u,0.0,0.0,3.0,-5.0,-5.0,0.5,-12.0,-12.0,-34.0
1,868700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,4,20984.0,sell_agg,5.0,5.0,tight_u,-4.0,-4.0,1.0,-3.0,-3.0,-10.0,-10.0,-10.0,-48.0
1,868800,VEV_5500,Mark 01,Mark 22,2,10.0,sell_agg,1.0,5.0,tight_u,0.0,-3.5,2.0,0.0,-4.0,-10.0,-1.0,-10.0,-47.0
1,868800,VEV_6000,Mark 01,Mark 22,2,0.0,sell_agg,1.0,5.0,tight_u,0.0,-3.5,2.0,0.0,-4.0,-10.0,0.0,-10.0,-47.0
1,868800,VEV_6500,Mark 01,Mark 22,2,0.0,sell_agg,1.0,5.0,tight_u,0.0,-3.5,2.0,0.0,-4.0,-10.0,0.0,-10.0,-47.0
1,869600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,5,26205.0,sell_agg,5.0,5.0,tight_u,3.0,3.0,0.0,1.0,1.0,-13.0,-4.0,-4.0,-47.0
1,870000,HYDROGEL_PACK,Mark 38,Mark 14,3,30174.0,buy_agg,16.0,5.0,tight_u,-4.0,-3.0,-4.0,-18.0,-3.0,-18.0,-56.0,-7.5,-56.0
1,870100,VEV_4000,Mark 14,Mark 38,3,3708.0,sell_agg,21.0,5.0,tight_u,-1.0,-1.0,-4.0,-2.0,-2.0,-18.0,-7.0,-7.0,-55.0
1,870200,VEV_4000,Mark 38,Mark 14,3,3771.0,buy_agg,21.0,5.0,tight_u,-1.0,-1.0,-5.0,-2.5,-2.5,-19.0,-7.0,-7.0,-59.0
1,871500,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,8,41928.0,sell_agg,5.0,5.0,tight_u,0.0,0.0,-7.0,-1.5,-1.5,-18.0,0.0,0.0,-49.0
1,871700,HYDROGEL_PACK,Mark 14,Mark 38,5,50135.0,sell_agg,16.0,5.0,tight_u,-7.0,-0.5,-7.0,-10.0,-3.0,-10.0,-41.0,0.0,-41.0
1,873600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,7,36666.0,sell_agg,5.0,5.0,tight_u,2.0,2.0,0.0,-2.0,-2.0,-5.5,9.5,9.5,-35.5
1,874400,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,3,15738.0,buy_agg,5.0,5.0,tight_u,1.0,1.0,-5.0,-4.0,-4.0,-12.0,13.0,13.0,-25.0
1,876000,HYDROGEL_PACK,Mark 38,Mark 14,4,40100.0,buy_agg,16.0,5.0,tight_u,-8.0,0.0,-8.0,-9.0,-2.0,-9.0,-17.0,14.5,-17.0
1,876400,HYDROGEL_PACK,Mark 38,Mark 14,3,30060.0,buy_agg,16.0,5.0,tight_u,-2.0,-2.5,-2.0,-10.0,-4.0,-10.0,-15.0,18.0,-15.0
1,876500,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,6,31452.0,buy_agg,5.0,5.0,tight_u,-2.0,-2.0,1.0,-3.0,-3.0,-5.0,16.0,16.0,-14.0
1,876800,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,8,41920.0,buy_agg,5.0,5.0,tight_u,0.0,0.0,1.0,1.0,1.0,-6.0,18.0,18.0,-14.0
1,877600,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,5,26195.0,buy_agg,5.0,5.0,tight_u,0.5,0.5,-4.0,3.0,3.0,-9.0,18.0,18.0,-5.0
1,878500,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,4,20956.0,buy_agg,5.0,5.0,tight_u,0.0,0.0,-3.0,2.0,2.0,-12.0,12.0,12.0,7.0
1,879700,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,11,57618.0,buy_agg,1.0,1.0,tight_u,2.0,2.0,-13.0,7.0,7.0,-7.0,10.0,10.0,7.0
1,881400,VEV_4000,Mark 14,Mark 38,1,1229.0,sell_agg,21.0,2.0,tight_u,6.0,5.0,3.5,9.0,7.5,3.5,10.0,8.5,5.5
1,881800,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,4,20976.0,sell_agg,5.0,5.0,tight_u,1.0,1.0,5.0,5.5,5.5,-2.0,4.5,4.5,-1.0
1,882600,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,10,52480.0,buy_agg,2.0,2.0,tight_u,0.0,0.0,-1.0,9.5,9.5,-2.0,3.5,3.5,-3.0
1,883800,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,8,42008.0,sell_agg,2.0,2.0,tight_u,3.5,3.5,5.0,0.5,0.5,9.0,2.5,2.5,-4.0
1,883900,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,3,15753.0,sell_agg,5.0,5.0,tight_u,3.0,3.0,5.0,1.0,1.0,9.0,0.0,0.0,-6.0
1,884200,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,4,21012.0,sell_agg,5.0,5.0,tight_u,1.0,1.0,-3.0,0.0,0.0,1.0,-1.0,-1.0,-7.0
1,884600,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,7,36778.0,sell_agg,5.0,5.0,tight_u,-1.0,-1.0,0.0,-0.5,-0.5,-2.0,-3.0,-3.0,-14.0
1,886300,VEV_4000,Mark 14,Mark 38,3,3738.0,sell_agg,21.0,5.0,tight_u,-1.0,-1.0,0.0,-6.0,-5.5,15.0,-6.0,-6.0,-9.0
1,886600,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,5,26295.0,buy_agg,6.0,6.0,tight_u,0.5,0.5,3.0,-7.0,-7.0,15.0,-6.5,-6.5,-7.0
1,887200,HYDROGEL_PACK,Mark 38,Mark 14,2,20014.0,buy_agg,16.0,5.0,tight_u,5.0,-1.0,5.0,15.0,-6.0,15.0,-8.0,-10.5,-8.0
1,887800,VELVETFRUIT_EXTRACT,Mark 49,Mark 22,8,42016.0,sell_agg,3.0,3.0,tight_u,-2.5,-2.5,5.0,-7.5,-7.5,3.0,-5.0,-5.0,-6.0
1,888300,VEV_4000,Mark 38,Mark 14,2,2522.0,buy_agg,21.0,6.0,tight_u,0.0,-0.5,3.0,-7.0,-7.5,-5.0,-1.0,-1.5,-16.0
1,890200,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,4,20960.0,sell_agg,5.0,5.0,tight_u,4.0,4.0,-9.0,7.0,7.0,-20.0,9.0,9.0,-10.0
1,891000,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,3,15735.0,sell_agg,5.0,5.0,tight_u,2.0,2.0,-4.0,4.0,4.0,-6.0,5.0,5.0,-7.0
1,892000,HYDROGEL_PACK,Mark 38,Mark 14,6,60000.0,buy_agg,16.0,6.0,tight_u,2.0,0.5,2.0,-4.0,4.0,-4.0,7.0,5.5,7.0
1,894300,HYDROGEL_PACK,Mark 14,Mark 38,6,59886.0,sell_agg,15.0,1.0,tight_u,-6.5,-0.5,-6.5,-1.5,-2.0,-1.5,21.5,8.0,21.5
1,896900,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,11,57717.0,buy_agg,1.0,1.0,tight_u,2.0,2.0,-2.0,2.0,2.0,1.0,6.0,6.0,28.0
1,898200,HYDROGEL_PACK,Mark 22,Mark 38,4,39980.0,sell_agg,8.0,5.0,tight_u,-1.0,1.0,-1.0,1.0,4.0,1.0,16.0,8.5,16.0
1,899200,HYDROGEL_PACK,Mark 38,Mark 14,4,40012.0,buy_agg,16.0,5.0,tight_u,4.0,0.0,4.0,3.0,3.0,3.0,18.0,9.0,18.0
1,899700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,5,26235.0,sell_agg,5.0,5.0,tight_u,2.0,2.0,1.0,5.0,5.0,1.0,12.0,12.0,14.0
1,900800,VEV_4000,Mark 38,Mark 14,3,3783.0,buy_agg,21.0,5.0,tight_u,2.0,2.0,-3.5,5.0,5.0,9.0,11.0,12.0,31.0
1,901000,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,7,36785.0,buy_agg,5.0,5.0,tight_u,1.5,1.5,5.0,4.0,4.0,11.0,10.0,10.0,39.0
1,901100,VEV_5400,Mark 01,Mark 22,4,56.0,sell_agg,1.0,2.0,tight_u,0.0,2.5,4.0,1.0,7.5,7.0,1.5,11.0,38.0
1,901100,VEV_5500,Mark 01,Mark 22,4,20.0,sell_agg,1.0,2.0,tight_u,0.0,2.5,4.0,1.0,7.5,7.0,1.0,11.0,38.0
1,901100,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,2.0,tight_u,0.0,2.5,4.0,0.0,7.5,7.0,0.0,11.0,38.0
1,901100,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,2.0,tight_u,0.0,2.5,4.0,0.0,7.5,7.0,0.0,11.0,38.0
1,901400,HYDROGEL_PACK,Mark 14,Mark 38,4,39956.0,sell_agg,16.0,5.0,tight_u,5.0,3.0,5.0,10.0,9.0,10.0,39.0,9.0,39.0
1,901600,VEV_4000,Mark 38,Mark 14,1,1264.0,buy_agg,21.0,5.0,tight_u,2.0,2.0,2.0,7.5,7.5,10.0,8.0,8.0,40.0
1,901800,HYDROGEL_PACK,Mark 38,Mark 14,2,20022.0,buy_agg,16.0,5.0,tight_u,2.0,1.0,2.0,9.0,4.0,9.0,37.0,8.5,37.0
1,901900,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,3,15759.0,sell_agg,5.0,5.0,tight_u,0.0,0.0,7.0,3.0,3.0,9.0,6.0,6.0,38.0
1,903400,VEV_4000,Mark 38,Mark 14,1,1271.0,buy_agg,22.0,3.0,tight_u,-1.5,-3.0,4.0,-2.5,-4.0,15.0,3.5,2.0,24.0
1,904000,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,6,31566.0,buy_agg,5.0,5.0,tight_u,-3.5,-3.5,-2.0,-1.0,-1.0,9.0,6.0,6.0,20.0
1,905200,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,6,31542.0,sell_agg,5.0,5.0,tight_u,-3.0,-3.0,4.0,-5.5,-5.5,-3.0,4.5,4.5,17.0
1,907000,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,4,21020.0,buy_agg,5.0,5.0,tight_u,1.0,1.0,-5.0,4.0,4.0,-7.0,8.0,8.0,5.0
1,907300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,4,21008.0,sell_agg,5.0,5.0,tight_u,0.5,0.5,0.0,6.5,6.5,4.0,8.5,8.5,15.0
1,908700,HYDROGEL_PACK,Mark 38,Mark 14,4,40088.0,buy_agg,16.0,6.0,tight_u,-1.0,0.5,-1.0,13.0,4.5,13.0,2.0,7.0,2.0
1,909300,HYDROGEL_PACK,Mark 38,Mark 14,5,50120.0,buy_agg,16.0,6.0,tight_u,6.0,-0.5,6.0,17.5,2.5,17.5,-3.0,9.0,-3.0
1,911600,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,5,26320.0,buy_agg,5.0,5.0,tight_u,3.0,3.0,-2.0,2.0,2.0,-7.0,10.0,10.0,-23.0
1,912000,HYDROGEL_PACK,Mark 14,Mark 38,6,60180.0,sell_agg,16.0,5.0,tight_u,-4.0,1.0,-4.0,-5.0,1.0,-5.0,-32.0,10.0,-32.0
1,912600,HYDROGEL_PACK,Mark 14,Mark 38,2,20054.0,sell_agg,16.0,5.0,tight_u,-3.0,-1.0,-3.0,-4.0,0.0,-4.0,-28.5,9.0,-28.5
1,913100,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,7,36820.0,sell_agg,5.0,5.0,tight_u,1.0,1.0,2.0,3.0,3.0,1.0,11.0,11.0,-26.0
1,914400,HYDROGEL_PACK,Mark 38,Mark 14,4,40156.0,buy_agg,16.0,5.0,tight_u,-1.0,0.0,-1.0,2.0,-3.0,2.0,-22.0,9.0,-22.0
1,914700,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,8,42104.0,buy_agg,2.0,2.0,tight_u,2.0,2.0,4.0,-2.5,-2.5,0.0,11.5,11.5,-22.0
1,914800,HYDROGEL_PACK,Mark 38,Mark 14,4,40156.0,buy_agg,16.0,5.0,tight_u,3.0,-1.0,3.0,-3.0,-5.5,-3.0,-23.0,10.0,-23.0
1,915200,VEV_4000,Mark 14,Mark 38,2,2506.0,sell_agg,22.0,6.0,tight_u,3.5,3.5,-7.0,-3.5,-3.5,-8.0,11.5,11.5,-25.0
1,917300,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,6,31596.0,buy_agg,6.0,6.0,tight_u,-0.5,-0.5,-3.0,7.0,7.0,-14.0,14.0,14.0,-29.0
1,917900,HYDROGEL_PACK,Mark 38,Mark 14,3,30102.0,buy_agg,16.0,5.0,tight_u,-5.0,1.0,-5.0,-12.0,6.0,-12.0,-29.0,13.0,-29.0
1,918500,HYDROGEL_PACK,Mark 14,Mark 38,6,60054.0,sell_agg,16.0,5.0,tight_u,-4.0,3.0,-4.0,-9.0,6.5,-9.0,-20.0,15.0,-20.0
1,921000,VEV_5400,Mark 01,Mark 22,4,68.0,sell_agg,1.0,5.0,tight_u,0.5,3.0,6.0,0.5,3.0,-10.0,1.0,3.0,-5.0
1,921000,VEV_5500,Mark 01,Mark 22,4,28.0,sell_agg,1.0,5.0,tight_u,0.0,3.0,6.0,0.0,3.0,-10.0,0.0,3.0,-5.0
1,921000,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,3.0,6.0,0.0,3.0,-10.0,0.0,3.0,-5.0
1,921000,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,3.0,6.0,0.0,3.0,-10.0,0.0,3.0,-5.0
1,923000,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,6,31620.0,sell_agg,5.0,5.0,tight_u,-1.0,-1.0,5.0,2.5,2.5,7.0,-0.5,-0.5,-11.0
1,924500,HYDROGEL_PACK,Mark 14,Mark 38,5,50020.0,sell_agg,16.0,5.0,tight_u,-2.0,0.5,-2.0,-13.0,2.5,-13.0,-3.0,-10.0,-3.0
1,925400,VEV_4000,Mark 14,Mark 38,3,3792.0,sell_agg,21.0,5.0,tight_u,2.5,2.5,-3.0,3.0,3.0,-13.0,-7.0,-7.0,1.0
1,925900,HYDROGEL_PACK,Mark 38,Mark 14,6,60084.0,buy_agg,16.0,6.0,tight_u,-7.0,-2.5,-7.0,-9.0,0.5,-9.0,1.0,-13.0,1.0
1,928000,HYDROGEL_PACK,Mark 14,Mark 38,2,19984.0,sell_agg,16.0,5.0,tight_u,-3.0,3.0,-3.0,3.0,-4.0,3.0,10.0,-14.0,10.0
1,928400,VEV_5500,Mark 01,Mark 22,3,24.0,sell_agg,1.0,5.0,tight_u,-0.5,-1.5,4.0,-1.0,-9.0,9.0,-2.0,-18.0,8.0
1,928400,VEV_6000,Mark 01,Mark 22,3,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.5,4.0,0.0,-9.0,9.0,0.0,-18.0,8.0
1,928400,VEV_6500,Mark 01,Mark 22,3,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.5,4.0,0.0,-9.0,9.0,0.0,-18.0,8.0
1,928500,HYDROGEL_PACK,Mark 38,Mark 14,6,60030.0,buy_agg,16.0,5.0,tight_u,0.0,-3.5,0.0,10.0,-8.0,10.0,7.0,-17.0,7.0
1,929100,VEV_4000,Mark 38,Mark 14,2,2578.0,buy_agg,21.0,5.0,tight_u,-2.5,-2.5,7.0,-4.5,-4.5,12.0,-15.0,-15.0,1.0
1,929300,HYDROGEL_PACK,Mark 38,Mark 14,3,30012.0,buy_agg,16.0,5.0,tight_u,5.0,-3.0,5.0,14.0,-2.0,14.0,2.0,-12.5,2.0
1,929500,HYDROGEL_PACK,Mark 38,Mark 14,6,60036.0,buy_agg,16.0,6.0,tight_u,5.0,-3.5,5.0,13.0,0.5,13.0,-1.0,-12.5,-1.0
1,929800,HYDROGEL_PACK,Mark 14,Mark 38,3,29979.0,sell_agg,16.0,5.0,tight_u,2.0,-2.0,2.0,4.0,2.0,4.0,-2.5,-11.0,-2.5
1,930800,HYDROGEL_PACK,Mark 38,Mark 14,6,60096.0,buy_agg,16.0,2.0,tight_u,2.0,3.5,2.0,-19.0,2.5,-19.0,6.0,-8.5,6.0
1,931200,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,6,31626.0,sell_agg,5.0,5.0,tight_u,2.0,2.0,1.0,-3.0,-3.0,-11.0,-17.0,-17.0,7.0
1,932100,HYDROGEL_PACK,Mark 14,Mark 38,3,29973.0,sell_agg,16.0,5.0,tight_u,-4.0,-1.0,-4.0,8.0,-7.0,8.0,17.0,-19.0,17.0
1,934300,HYDROGEL_PACK,Mark 14,Mark 38,3,29991.0,sell_agg,16.0,5.0,tight_u,5.0,-2.0,5.0,2.0,-1.0,2.0,8.0,-23.0,8.0
1,936400,HYDROGEL_PACK,Mark 38,Mark 22,3,30018.0,buy_agg,7.0,6.0,tight_u,2.5,-3.5,2.5,0.5,-3.5,0.5,11.5,-21.5,11.5
1,936500,HYDROGEL_PACK,Mark 14,Mark 38,6,59982.0,sell_agg,16.0,6.0,tight_u,3.0,-2.0,3.0,-1.0,-0.5,-1.0,10.0,-19.5,10.0
1,936600,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,7,36834.0,sell_agg,5.0,5.0,tight_u,-1.5,-1.5,1.0,-2.5,-2.5,-2.0,-19.0,-19.0,6.0
1,936700,HYDROGEL_PACK,Mark 14,Mark 38,3,29994.0,sell_agg,16.0,2.0,tight_u,0.0,0.0,0.0,-5.0,1.5,-5.0,3.0,-15.5,3.0
1,937300,VEV_5400,Mark 01,Mark 22,4,60.0,sell_agg,1.0,6.0,tight_u,0.5,2.0,8.0,1.0,4.0,-5.0,-2.0,-12.5,11.0
1,937300,VEV_5500,Mark 01,Mark 22,4,24.0,sell_agg,1.0,6.0,tight_u,0.0,2.0,8.0,0.0,4.0,-5.0,-1.0,-12.5,11.0
1,937300,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,6.0,tight_u,0.0,2.0,8.0,0.0,4.0,-5.0,0.0,-12.5,11.0
1,937300,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,6.0,tight_u,0.0,2.0,8.0,0.0,4.0,-5.0,0.0,-12.5,11.0
1,937700,VEV_4000,Mark 14,Mark 38,3,3747.0,sell_agg,22.0,6.0,tight_u,3.5,3.5,-2.0,3.5,3.5,-8.0,-11.5,-11.0,4.5
1,937800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,6,31554.0,sell_agg,6.0,6.0,tight_u,0.5,0.5,-11.5,0.5,0.5,-12.5,-13.0,-13.0,1.0
1,938200,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,3,15798.0,buy_agg,5.0,5.0,tight_u,-1.0,-1.0,-5.0,-1.0,-1.0,0.0,-15.5,-15.5,11.0
1,938900,HYDROGEL_PACK,Mark 38,Mark 14,6,60036.0,buy_agg,16.0,5.0,tight_u,1.0,3.0,1.0,18.0,-2.0,18.0,20.0,-14.0,20.0
1,943100,VEV_5400,Mark 01,Mark 22,4,52.0,sell_agg,1.0,5.0,tight_u,-0.5,-2.0,-3.0,-0.5,-1.0,3.0,2.0,11.0,25.0
1,943100,VEV_5500,Mark 01,Mark 22,4,20.0,sell_agg,1.0,5.0,tight_u,0.0,-2.0,-3.0,0.0,-1.0,3.0,1.0,11.0,25.0
1,943100,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,-2.0,-3.0,0.0,-1.0,3.0,0.0,11.0,25.0
1,943100,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,-2.0,-3.0,0.0,-1.0,3.0,0.0,11.0,25.0
1,944800,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,8,41960.0,buy_agg,6.0,6.0,tight_u,3.5,3.5,5.0,3.5,3.5,3.0,21.5,21.5,6.0
1,946400,HYDROGEL_PACK,Mark 38,Mark 14,3,30066.0,buy_agg,16.0,5.0,tight_u,-1.0,0.0,-1.0,3.0,5.0,3.0,-2.0,20.0,-2.0
1,946800,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,8,41984.0,buy_agg,5.0,5.0,tight_u,2.0,2.0,1.0,4.0,4.0,7.0,18.0,18.0,-4.0
1,948500,VEV_5300,Mark 01,Mark 22,4,180.0,sell_agg,2.0,5.0,tight_u,0.0,1.0,1.0,2.0,4.0,12.0,7.0,16.5,0.0
1,948500,VEV_5400,Mark 01,Mark 22,4,52.0,sell_agg,2.0,5.0,tight_u,0.0,1.0,1.0,0.5,4.0,12.0,3.0,16.5,0.0
1,948500,VEV_5500,Mark 01,Mark 22,4,20.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,1.0,0.0,4.0,12.0,1.0,16.5,0.0
1,948500,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,1.0,0.0,4.0,12.0,0.0,16.5,0.0
1,948500,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,1.0,0.0,4.0,12.0,0.0,16.5,0.0
1,948700,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,6,31482.0,buy_agg,2.0,2.0,tight_u,3.5,3.5,-1.5,7.5,7.5,11.5,16.0,16.0,0.5
1,949400,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,9,47232.0,buy_agg,2.0,2.0,tight_u,2.5,2.5,10.0,11.0,11.0,13.0,14.5,14.5,3.0
1,950000,HYDROGEL_PACK,Mark 38,Mark 14,2,20082.0,buy_agg,16.0,6.0,tight_u,-4.0,1.5,-4.0,-2.0,7.5,-2.0,-11.0,10.5,-11.0
1,950300,HYDROGEL_PACK,Mark 14,Mark 38,5,50105.0,sell_agg,16.0,5.0,tight_u,-1.0,2.0,-1.0,3.0,7.0,3.0,-2.0,7.0,-2.0
1,950300,VEV_5400,Mark 01,Mark 22,5,70.0,sell_agg,1.0,5.0,tight_u,0.5,2.0,-1.0,1.0,7.0,3.0,1.5,7.0,-2.0
1,950300,VEV_5500,Mark 01,Mark 22,5,25.0,sell_agg,1.0,5.0,tight_u,0.5,2.0,-1.0,1.0,7.0,3.0,1.0,7.0,-2.0
1,950300,VEV_6000,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,2.0,-1.0,0.0,7.0,3.0,0.0,7.0,-2.0
1,950300,VEV_6500,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,2.0,-1.0,0.0,7.0,3.0,0.0,7.0,-2.0
1,950700,HYDROGEL_PACK,Mark 38,Mark 14,5,50180.0,buy_agg,16.0,5.0,tight_u,3.0,3.0,3.0,6.0,5.0,6.0,4.0,6.5,4.0
1,951500,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,6,31572.0,buy_agg,5.0,5.0,tight_u,0.0,0.0,-1.0,0.0,0.0,3.0,4.0,4.0,-1.0
1,953400,VEV_4000,Mark 38,Mark 14,2,2540.0,buy_agg,21.0,5.0,tight_u,1.0,1.0,-12.0,6.0,6.0,-30.0,9.5,9.5,-12.0
1,953700,HYDROGEL_PACK,Mark 38,Mark 14,5,50175.0,buy_agg,16.0,2.0,tight_u,-5.0,3.5,-5.0,-19.0,6.5,-19.0,1.0,12.5,1.0
1,953800,HYDROGEL_PACK,Mark 38,Mark 14,6,60198.0,buy_agg,16.0,6.0,tight_u,-5.0,1.5,-5.0,-14.0,4.0,-14.0,4.0,10.5,4.0
1,957800,HYDROGEL_PACK,Mark 14,Mark 38,6,59982.0,sell_agg,16.0,5.0,tight_u,11.0,1.0,11.0,14.0,-2.5,14.0,-3.0,6.5,-3.0
1,960700,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,4,21052.0,buy_agg,6.0,6.0,tight_u,3.0,3.0,0.0,7.0,7.0,-4.0,7.5,7.5,-46.0
1,960800,HYDROGEL_PACK,Mark 38,Mark 14,2,20082.0,buy_agg,16.0,5.0,tight_u,-3.0,4.0,-3.0,-0.5,7.0,-0.5,-49.0,7.0,-49.0
1,962900,VEV_4000,Mark 38,Mark 14,1,1279.0,buy_agg,22.0,6.0,tight_u,1.0,1.0,-3.0,8.5,8.5,-12.0,-8.5,-8.5,-31.0
1,963300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,5,26335.0,sell_agg,5.0,5.0,tight_u,1.0,1.0,2.0,5.0,5.0,-10.0,-11.0,-11.0,-21.0
1,963500,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,5,26335.0,sell_agg,5.0,5.0,tight_u,4.0,4.0,7.0,4.0,4.0,-9.0,-12.0,-12.0,-18.0
1,963900,HYDROGEL_PACK,Mark 38,Mark 14,6,60240.0,buy_agg,16.0,5.0,tight_u,-10.0,3.5,-10.0,-19.0,1.0,-19.0,-30.0,-14.5,-30.0
1,964000,HYDROGEL_PACK,Mark 14,Mark 38,3,30060.0,sell_agg,16.0,5.0,tight_u,-8.0,-0.5,-8.0,-13.0,-2.0,-13.0,-25.0,-15.0,-25.0
1,964700,HYDROGEL_PACK,Mark 14,Mark 38,4,40032.0,sell_agg,16.0,5.0,tight_u,2.0,0.0,2.0,-5.0,-2.0,-5.0,-14.0,-14.0,-14.0
1,965000,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,4,21088.0,sell_agg,5.0,5.0,tight_u,-1.0,-1.0,-3.0,1.0,1.0,-8.0,-16.0,-16.0,-20.0
1,966200,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,7,36876.0,sell_agg,5.0,5.0,tight_u,3.0,3.0,-4.0,1.0,1.0,-18.0,-15.0,-15.0,-15.0
1,966900,HYDROGEL_PACK,Mark 38,Mark 14,2,20038.0,buy_agg,16.0,3.0,tight_u,-6.0,-2.0,-6.0,-15.0,-4.0,-15.0,-18.0,-16.0,-18.0
1,968200,VEV_4000,Mark 14,Mark 38,1,1261.0,sell_agg,21.0,5.0,tight_u,-1.0,-1.0,3.0,-7.0,-7.0,-6.0,-11.0,-11.0,6.0
1,970500,HYDROGEL_PACK,Mark 14,Mark 38,3,29943.0,sell_agg,16.0,6.0,tight_u,-1.0,0.0,-1.0,7.0,-7.5,7.0,25.0,-9.0,25.0
1,971900,HYDROGEL_PACK,Mark 38,Mark 14,3,29994.0,buy_agg,16.0,6.0,tight_u,4.0,-4.0,4.0,12.0,-11.0,12.0,19.0,-14.5,19.0
1,972800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,3,15768.0,sell_agg,6.0,6.0,tight_u,-0.5,-0.5,10.0,3.0,3.0,5.0,-5.5,-5.5,9.0
1,973300,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,8,42088.0,buy_agg,5.0,5.0,tight_u,-3.0,-3.0,-6.0,-1.5,-1.5,-13.0,-3.0,-3.0,3.0
1,975400,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,3,15765.0,sell_agg,5.0,5.0,tight_u,0.5,0.5,7.0,-0.5,-0.5,3.0,-5.0,-5.0,26.0
