day,timestamp,s5200,mid5200,s5300,mid5300,s_ext,m_ext,tight,m_ext_f20,fwd20_ext
1,91100,3.0,92.5,2.0,45.0,5.0,5241.5,False,5244.0,2.5
1,91200,2.0,93.0,2.0,45.0,5.0,5242.5,True,5244.5,2.0
1,91300,3.0,92.5,2.0,45.0,5.0,5241.5,False,5242.5,1.0
1,91400,3.0,92.5,2.0,45.0,6.0,5242.0,False,5243.5,1.5
1,91500,3.0,92.5,2.0,45.0,6.0,5241.0,False,5243.0,2.0
1,91600,3.0,92.5,2.0,45.0,5.0,5241.5,False,5243.5,2.0
1,91700,3.0,92.5,2.0,45.0,5.0,5240.5,False,5243.5,3.0
1,91800,3.0,92.5,2.0,45.0,5.0,5241.5,False,5243.5,2.0
1,91900,3.0,92.5,2.0,45.0,5.0,5240.5,False,5244.5,4.0
1,92000,2.0,92.0,2.0,45.0,5.0,5240.5,True,5245.5,5.0
1,92100,3.0,92.5,2.0,45.0,5.0,5240.5,False,5246.5,6.0
1,92200,3.0,93.5,2.0,46.0,5.0,5242.5,False,5245.5,3.0
1,92300,3.0,93.5,2.0,46.0,5.0,5242.5,False,5243.5,1.0
1,92400,3.0,94.5,2.0,46.0,6.0,5244.0,False,5243.5,-0.5
1,92500,3.0,93.5,2.0,46.0,5.0,5243.5,False,5243.5,0.0
1,92600,3.0,93.5,2.0,46.0,5.0,5243.5,False,5244.5,1.0
1,92700,3.0,93.5,2.0,46.0,5.0,5243.5,False,5244.5,1.0
1,92800,3.0,92.5,2.0,45.0,5.0,5241.5,False,5244.5,3.0
1,92900,3.0,93.5,3.0,45.5,5.0,5242.5,False,5243.0,0.5
1,93000,3.0,94.5,2.0,46.0,6.0,5244.0,False,5243.5,-0.5
1,93100,3.0,94.5,2.0,46.0,6.0,5244.0,False,5244.5,0.5
1,93200,3.0,93.5,2.0,46.0,3.0,5244.5,False,5243.5,-1.0
1,93300,3.0,93.5,2.0,46.0,5.0,5242.5,False,5243.5,1.0
1,93400,2.0,94.0,2.0,46.0,5.0,5243.5,True,5244.5,1.0
1,93500,3.0,93.5,2.0,46.0,6.0,5243.0,False,5244.5,1.5
1,93600,3.0,93.5,2.0,46.0,5.0,5243.5,False,5242.5,-1.0
1,93700,3.0,93.5,2.0,46.0,5.0,5243.5,False,5241.5,-2.0
1,93800,3.0,93.5,2.0,46.0,5.0,5243.5,False,5241.5,-2.0
1,93900,3.0,94.5,2.0,46.0,5.0,5244.5,False,5239.0,-5.5
1,94000,3.0,94.5,2.0,46.0,3.0,5245.5,False,5241.5,-4.0
1,94100,3.0,94.5,3.0,46.5,3.0,5246.5,False,5241.5,-5.0
1,94200,3.0,94.5,2.0,46.0,3.0,5245.5,False,5242.0,-3.5
1,94300,2.0,94.0,2.0,46.0,5.0,5243.5,True,5242.5,-1.0
1,94400,3.0,94.5,2.0,46.0,5.0,5243.5,False,5243.5,0.0
1,94500,2.0,94.0,2.0,46.0,5.0,5243.5,True,5243.5,0.0
1,94600,3.0,94.5,2.0,46.0,5.0,5244.5,False,5243.5,-1.0
1,94700,3.0,94.5,2.0,46.0,5.0,5244.5,False,5243.0,-1.5
1,94800,3.0,94.5,2.0,46.0,5.0,5244.5,False,5242.5,-2.0
1,94900,3.0,94.5,2.0,46.0,2.0,5243.0,False,5245.5,2.5
1,95000,2.0,94.0,2.0,46.0,5.0,5243.5,True,5243.5,0.0
1,95100,3.0,94.5,2.0,46.0,5.0,5244.5,False,5242.5,-2.0
1,95200,3.0,93.5,2.0,46.0,5.0,5243.5,False,5242.5,-1.0
1,95300,3.0,93.5,2.0,46.0,5.0,5243.5,False,5243.5,0.0
1,95400,3.0,93.5,2.0,46.0,3.0,5244.5,False,5244.5,0.0
1,95500,3.0,94.5,2.0,46.0,5.0,5244.5,False,5244.0,-0.5
1,95600,3.0,93.5,3.0,45.5,5.0,5242.5,False,5244.5,2.0
1,95700,3.0,92.5,2.0,45.0,5.0,5241.5,False,5243.0,1.5
1,95800,3.0,92.5,2.0,45.0,5.0,5241.5,False,5242.5,1.0
1,95900,3.0,92.5,2.0,45.0,2.0,5239.0,False,5242.5,3.5
1,96000,3.0,92.5,2.0,45.0,5.0,5241.5,False,5243.5,2.0
1,96100,3.0,92.5,2.0,45.0,5.0,5241.5,False,5245.5,4.0
1,96200,3.0,92.5,2.0,45.0,6.0,5242.0,False,5246.5,4.5
1,96300,3.0,93.5,2.0,45.0,5.0,5242.5,False,5247.5,5.0
1,96400,3.0,93.5,2.0,46.0,5.0,5243.5,False,5245.5,2.0
1,96500,3.0,93.5,2.0,46.0,5.0,5243.5,False,5245.5,2.0
1,96600,3.0,93.5,2.0,46.0,5.0,5243.5,False,5246.5,3.0
1,96700,3.0,93.5,2.0,45.0,6.0,5243.0,False,5245.5,2.5
1,96800,3.0,93.5,2.0,45.0,5.0,5242.5,False,5246.5,4.0
1,96900,3.0,94.5,2.0,46.0,3.0,5245.5,False,5246.5,1.0
1,97000,3.0,93.5,3.0,45.5,5.0,5243.5,False,5246.0,2.5
1,97100,3.0,93.5,2.0,45.0,5.0,5242.5,False,5245.5,3.0
1,97200,3.0,93.5,2.0,45.0,5.0,5242.5,False,5245.0,2.5
1,97300,3.0,93.5,2.0,46.0,5.0,5243.5,False,5244.0,0.5
1,97400,3.0,94.5,2.0,46.0,5.0,5244.5,False,5247.5,3.0
1,97500,3.0,94.5,2.0,46.0,6.0,5244.0,False,5246.5,2.5
1,97600,3.0,94.5,2.0,46.0,5.0,5244.5,False,5247.5,3.0
1,97700,3.0,93.5,2.0,45.0,6.0,5243.0,False,5246.5,3.5
1,97800,3.0,93.5,2.0,45.0,5.0,5242.5,False,5247.5,5.0
1,97900,3.0,93.5,2.0,45.0,5.0,5242.5,False,5247.5,5.0
1,98000,3.0,93.5,3.0,45.5,5.0,5243.5,False,5248.5,5.0
1,98100,3.0,94.5,2.0,46.0,5.0,5245.5,False,5248.0,2.5
1,98200,3.0,95.5,2.0,47.0,5.0,5246.5,False,5248.0,1.5
1,98300,2.0,96.0,2.0,47.0,5.0,5247.5,True,5246.5,-1.0
1,98400,3.0,95.5,2.0,47.0,3.0,5245.5,False,5246.5,1.0
1,98500,2.0,95.0,2.0,46.0,5.0,5245.5,True,5245.5,0.0
1,98600,3.0,95.5,2.0,47.0,5.0,5246.5,False,5246.0,-0.5
1,98700,3.0,94.5,2.0,46.0,5.0,5245.5,False,5247.5,2.0
1,98800,3.0,95.5,2.0,47.0,5.0,5246.5,False,5246.5,0.0
1,98900,3.0,95.5,3.0,46.5,3.0,5246.5,False,5248.5,2.0
1,99000,3.0,95.5,2.0,47.0,6.0,5246.0,False,5248.0,2.0
1,99100,2.0,95.0,2.0,46.0,5.0,5245.5,True,5248.5,3.0
1,99200,3.0,94.5,2.0,46.0,6.0,5245.0,False,5250.5,5.5
1,99300,3.0,95.5,3.0,46.5,2.0,5244.0,False,5249.5,5.5
1,99400,3.0,96.5,2.0,47.0,5.0,5247.5,False,5250.5,3.0
1,99500,3.0,95.5,2.0,47.0,5.0,5246.5,False,5249.5,3.0
1,99600,2.0,96.0,2.0,47.0,5.0,5247.5,True,5249.5,2.0
1,99700,3.0,95.5,2.0,47.0,5.0,5246.5,False,5248.5,2.0
1,99800,3.0,96.5,2.0,47.0,5.0,5247.5,False,5246.5,-1.0
1,99900,3.0,96.5,2.0,47.0,5.0,5247.5,False,5245.0,-2.5
1,100000,3.0,96.5,2.0,47.0,5.0,5248.5,False,5244.0,-4.5
1,100100,3.0,96.5,2.0,47.0,6.0,5248.0,False,5244.5,-3.5
1,100200,3.0,96.5,2.0,47.0,6.0,5248.0,False,5244.5,-3.5
1,100300,3.0,95.5,2.0,47.0,5.0,5246.5,False,5244.5,-2.0
1,100400,3.0,95.5,3.0,46.5,5.0,5246.5,False,5245.5,-1.0
1,100500,3.0,94.5,2.0,46.0,5.0,5245.5,False,5245.5,0.0
1,100600,3.0,95.5,3.0,46.5,6.0,5246.0,False,5246.5,0.5
1,100700,3.0,95.5,2.0,47.0,5.0,5247.5,False,5247.0,-0.5
1,100800,3.0,95.5,2.0,47.0,5.0,5246.5,False,5247.0,0.5
1,100900,3.0,96.5,2.0,47.0,5.0,5248.5,False,5247.5,-1.0
1,101000,3.0,96.5,2.0,47.0,6.0,5248.0,False,5247.5,-0.5
1,101100,3.0,96.5,3.0,47.5,5.0,5248.5,False,5245.5,-3.0
1,101200,3.0,97.5,2.0,48.0,5.0,5250.5,False,5246.5,-4.0
1,101300,3.0,97.5,2.0,48.0,5.0,5249.5,False,5246.5,-3.0
1,101400,3.0,98.5,2.0,48.0,5.0,5250.5,False,5245.5,-5.0
1,101500,3.0,97.5,2.0,48.0,5.0,5249.5,False,5246.5,-3.0
1,101600,3.0,97.5,2.0,48.0,5.0,5249.5,False,5245.5,-4.0
1,101700,3.0,96.5,2.0,47.0,5.0,5248.5,False,5246.5,-2.0
1,101800,3.0,95.5,2.0,47.0,5.0,5246.5,False,5247.5,1.0
1,101900,3.0,94.5,2.0,46.0,6.0,5245.0,False,5247.5,2.5
1,102000,2.0,94.0,2.0,46.0,6.0,5244.0,True,5247.5,3.5
1,102100,3.0,94.5,2.0,46.0,5.0,5244.5,False,5248.5,4.0
1,102200,3.0,94.5,2.0,46.0,5.0,5244.5,False,5249.5,5.0
1,102300,3.0,94.5,2.0,46.0,5.0,5244.5,False,5249.5,5.0
1,102400,3.0,94.5,2.0,46.0,5.0,5245.5,False,5249.5,4.0
1,102500,3.0,95.5,2.0,46.0,5.0,5245.5,False,5249.5,4.0
1,102600,3.0,95.5,2.0,47.0,5.0,5246.5,False,5249.5,3.0
1,102700,3.0,95.5,2.0,47.0,6.0,5247.0,False,5248.5,1.5
1,102800,3.0,95.5,2.0,47.0,6.0,5247.0,False,5249.5,2.5
1,102900,2.0,96.0,2.0,47.0,5.0,5247.5,True,5250.5,3.0
1,103000,2.0,96.0,2.0,47.0,5.0,5247.5,True,5251.0,3.5
1,103100,3.0,95.5,2.0,46.0,5.0,5245.5,False,5253.5,8.0
1,103200,3.0,95.5,2.0,47.0,5.0,5246.5,False,5253.5,7.0
1,103300,3.0,95.5,3.0,46.5,5.0,5246.5,False,5254.5,8.0
1,103400,3.0,95.5,2.0,46.0,5.0,5245.5,False,5255.5,10.0
1,103500,3.0,95.5,3.0,46.5,5.0,5246.5,False,5256.5,10.0
1,103600,2.0,95.0,2.0,46.0,5.0,5245.5,True,5257.5,12.0
1,103700,3.0,95.5,3.0,46.5,5.0,5246.5,False,5258.0,11.5
1,103800,3.0,95.5,2.0,47.0,5.0,5247.5,False,5258.5,11.0
1,103900,3.0,96.5,2.0,47.0,5.0,5247.5,False,5257.5,10.0
1,104000,3.0,96.5,2.0,47.0,5.0,5247.5,False,5259.0,11.5
1,104100,3.0,96.5,2.0,47.0,5.0,5248.5,False,5257.5,9.0
1,104200,3.0,97.5,2.0,48.0,5.0,5249.5,False,5258.5,9.0
1,104300,3.0,97.5,2.0,48.0,5.0,5249.5,False,5259.5,10.0
1,104400,3.0,97.5,2.0,48.0,5.0,5249.5,False,5259.0,9.5
1,104500,3.0,97.5,2.0,48.0,5.0,5249.5,False,5259.5,10.0
1,104600,3.0,97.5,2.0,48.0,5.0,5249.5,False,5260.5,11.0
1,104700,3.0,96.5,2.0,47.0,5.0,5248.5,False,5259.5,11.0
1,104800,3.0,97.5,2.0,48.0,5.0,5249.5,False,5259.5,10.0
1,104900,3.0,97.5,2.0,48.0,5.0,5250.5,False,5257.0,6.5
1,105000,3.0,98.5,2.0,48.0,6.0,5251.0,False,5259.5,8.5
1,105100,3.0,99.5,2.0,49.0,5.0,5253.5,False,5260.0,6.5
1,105200,3.0,99.5,2.0,49.0,5.0,5253.5,False,5262.5,9.0
1,105300,3.0,100.5,2.0,50.0,5.0,5254.5,False,5262.5,8.0
1,105400,3.0,101.5,2.0,50.0,5.0,5255.5,False,5263.5,8.0
1,105500,3.0,101.5,3.0,50.5,5.0,5256.5,False,5262.5,6.0
1,105600,3.0,102.5,2.0,51.0,5.0,5257.5,False,5261.5,4.0
1,105700,3.0,102.5,2.0,51.0,6.0,5258.0,False,5262.5,4.5
1,105800,3.0,102.5,2.0,51.0,5.0,5258.5,False,5263.5,5.0
1,105900,3.0,102.5,2.0,51.0,5.0,5257.5,False,5264.0,6.5
1,106000,3.0,103.5,3.0,51.5,6.0,5259.0,False,5262.5,3.5
1,106100,3.0,102.5,2.0,51.0,5.0,5257.5,False,5261.5,4.0
1,106200,3.0,102.5,2.0,51.0,5.0,5258.5,False,5263.5,5.0
1,106300,3.0,103.5,2.0,52.0,5.0,5259.5,False,5262.0,2.5
1,106400,3.0,103.5,3.0,51.5,6.0,5259.0,False,5264.0,5.0
1,106500,3.0,103.5,2.0,52.0,5.0,5259.5,False,5264.5,5.0
1,106600,3.0,103.5,3.0,51.5,3.0,5260.5,False,5264.5,4.0
1,106700,3.0,103.5,3.0,51.5,5.0,5259.5,False,5264.5,5.0
1,106800,3.0,103.5,2.0,52.0,5.0,5259.5,False,5266.5,7.0
1,106900,3.0,103.5,3.0,51.5,2.0,5257.0,False,5266.5,9.5
1,107000,3.0,103.5,3.0,51.5,5.0,5259.5,False,5264.5,5.0
1,107100,3.0,103.5,2.0,52.0,6.0,5260.0,False,5266.5,6.5
1,107200,3.0,105.5,2.0,53.0,5.0,5262.5,False,5265.5,3.0
1,107300,3.0,105.5,2.0,53.0,5.0,5262.5,False,5267.0,4.5
1,107400,3.0,105.5,2.0,53.0,3.0,5263.5,False,5268.5,5.0
1,107500,3.0,105.5,2.0,53.0,5.0,5262.5,False,5268.5,6.0
1,107600,3.0,104.5,3.0,52.5,5.0,5261.5,False,5270.5,9.0
1,107700,3.0,105.5,2.0,53.0,5.0,5262.5,False,5270.5,8.0
1,107800,4.0,106.0,2.0,53.0,5.0,5263.5,False,5271.5,8.0
1,107900,3.0,106.5,3.0,53.5,6.0,5264.0,False,5270.5,6.5
1,108000,3.0,105.5,2.0,53.0,5.0,5262.5,False,5270.0,7.5
1,108100,3.0,105.5,2.0,53.0,5.0,5261.5,False,5267.5,6.0
1,108200,3.0,106.5,2.0,53.0,5.0,5263.5,False,5267.5,4.0
1,108300,3.0,105.5,2.0,53.0,6.0,5262.0,False,5267.5,5.5
1,108400,2.0,107.0,2.0,54.0,6.0,5264.0,True,5268.0,4.0
1,108500,3.0,107.5,2.0,54.0,5.0,5264.5,False,5267.5,3.0
1,108600,3.0,106.5,2.0,54.0,5.0,5264.5,False,5266.5,2.0
1,108700,3.0,106.5,2.0,54.0,5.0,5264.5,False,5266.5,2.0
1,108800,3.0,108.5,2.0,55.0,5.0,5266.5,False,5268.0,1.5
1,108900,4.0,108.0,3.0,54.5,5.0,5266.5,False,5266.5,0.0
1,109000,3.0,108.5,2.0,55.0,1.0,5264.5,False,5264.5,0.0
1,109100,3.0,108.5,2.0,55.0,5.0,5266.5,False,5264.5,-2.0
1,109200,3.0,107.5,2.0,54.0,5.0,5265.5,False,5266.5,1.0
1,109300,3.0,108.5,2.0,55.0,6.0,5267.0,False,5267.5,0.5
1,109400,3.0,109.5,2.0,56.0,5.0,5268.5,False,5266.5,-2.0
1,109500,3.0,109.5,3.0,55.5,5.0,5268.5,False,5264.5,-4.0
1,109600,3.0,110.5,2.0,56.0,5.0,5270.5,False,5263.5,-7.0
1,109700,3.0,110.5,3.0,56.5,5.0,5270.5,False,5262.5,-8.0
1,109800,3.0,111.5,2.0,57.0,5.0,5271.5,False,5263.5,-8.0
1,109900,3.0,110.5,2.0,56.0,5.0,5270.5,False,5262.5,-8.0
1,110000,3.0,110.5,2.0,56.0,6.0,5270.0,False,5262.5,-7.5
1,110100,4.0,109.0,2.0,55.0,5.0,5267.5,False,5263.5,-4.0
1,110200,3.0,108.5,2.0,55.0,5.0,5267.5,False,5262.5,-5.0
1,110300,3.0,108.5,2.0,55.0,5.0,5267.5,False,5263.5,-4.0
1,110400,3.0,109.5,3.0,55.5,6.0,5268.0,False,5263.5,-4.5
1,110500,3.0,108.5,2.0,55.0,5.0,5267.5,False,5264.5,-3.0
1,110600,3.0,108.5,3.0,54.5,5.0,5266.5,False,5263.0,-3.5
1,110700,3.0,108.5,2.0,55.0,5.0,5266.5,False,5261.5,-5.0
1,110800,3.0,108.5,2.0,55.0,2.0,5268.0,False,5261.0,-7.0
1,110900,4.0,108.0,3.0,54.5,5.0,5266.5,False,5260.5,-6.0
1,111000,4.0,107.0,2.0,54.0,5.0,5264.5,False,5260.0,-4.5
1,111100,3.0,107.5,2.0,54.0,5.0,5264.5,False,5260.5,-4.0
1,111200,3.0,108.5,2.0,55.0,5.0,5266.5,False,5260.0,-6.5
1,111300,3.0,108.5,2.0,55.0,5.0,5267.5,False,5261.5,-6.0
1,111400,4.0,108.0,3.0,54.5,5.0,5266.5,False,5261.5,-5.0
1,111500,3.0,106.5,2.0,54.0,5.0,5264.5,False,5261.5,-3.0
1,111600,3.0,106.5,3.0,53.5,5.0,5263.5,False,5261.0,-2.5
1,111700,3.0,105.5,2.0,53.0,5.0,5262.5,False,5262.0,-0.5
1,111800,3.0,106.5,3.0,53.5,5.0,5263.5,False,5263.5,0.0
1,111900,3.0,105.5,2.0,53.0,5.0,5262.5,False,5261.0,-1.5
1,112000,3.0,105.5,2.0,53.0,5.0,5262.5,False,5264.5,2.0
1,112100,3.0,106.5,3.0,53.5,5.0,5263.5,False,5263.5,0.0
1,112200,3.0,105.5,2.0,53.0,5.0,5262.5,False,5264.5,2.0
1,112300,3.0,106.5,3.0,53.5,5.0,5263.5,False,5264.5,1.0
1,112400,3.0,106.5,3.0,53.5,5.0,5263.5,False,5265.5,2.0
1,112500,3.0,106.5,2.0,53.0,3.0,5264.5,False,5263.5,-1.0
1,112600,4.0,106.0,2.0,53.0,6.0,5263.0,False,5261.5,-1.5
1,112700,4.0,105.0,3.0,52.5,5.0,5261.5,False,5263.5,2.0
1,112800,3.0,104.5,2.0,52.0,6.0,5261.0,False,5263.5,2.5
1,112900,3.0,104.5,2.0,52.0,5.0,5260.5,False,5263.0,2.5
1,113000,3.0,104.5,3.0,52.5,2.0,5260.0,False,5262.5,2.5
1,113100,3.0,104.5,2.0,52.0,5.0,5260.5,False,5261.5,1.0
1,113200,3.0,104.5,2.0,52.0,6.0,5260.0,False,5261.0,1.0
1,113300,3.0,104.5,2.0,52.0,5.0,5261.5,False,5259.5,-2.0
1,113400,3.0,105.5,3.0,52.5,5.0,5261.5,False,5260.5,-1.0
1,113500,3.0,105.5,3.0,52.5,5.0,5261.5,False,5259.5,-2.0
1,113600,3.0,104.5,2.0,52.0,6.0,5261.0,False,5257.5,-3.5
1,113700,3.0,105.5,2.0,53.0,6.0,5262.0,False,5256.5,-5.5
1,113800,3.0,106.5,2.0,53.0,5.0,5263.5,False,5257.0,-6.5
1,113900,3.0,106.5,2.0,53.0,2.0,5261.0,False,5258.0,-3.0
1,114000,3.0,106.5,3.0,53.5,5.0,5264.5,False,5255.0,-9.5
1,114100,3.0,106.5,2.0,53.0,5.0,5263.5,False,5254.5,-9.0
1,114200,3.0,107.5,2.0,54.0,5.0,5264.5,False,5255.5,-9.0
1,114300,3.0,107.5,2.0,54.0,5.0,5264.5,False,5255.5,-9.0
1,114400,3.0,107.5,2.0,54.0,5.0,5265.5,False,5257.5,-8.0
1,114500,3.0,106.5,2.0,53.0,5.0,5263.5,False,5256.5,-7.0
1,114600,3.0,105.5,2.0,52.0,5.0,5261.5,False,5256.0,-5.5
1,114700,3.0,106.5,2.0,53.0,5.0,5263.5,False,5255.5,-8.0
1,114800,3.0,106.5,2.0,53.0,5.0,5263.5,False,5256.0,-7.5
1,114900,3.0,106.5,2.0,53.0,6.0,5263.0,False,5255.5,-7.5
1,115000,3.0,105.5,2.0,53.0,5.0,5262.5,False,5254.5,-8.0
1,115100,3.0,105.5,3.0,52.5,5.0,5261.5,False,5255.0,-6.5
1,115200,3.0,104.5,2.0,52.0,6.0,5261.0,False,5255.5,-5.5
1,115300,3.0,103.5,3.0,51.5,5.0,5259.5,False,5255.5,-4.0
1,115400,3.0,104.5,2.0,52.0,5.0,5260.5,False,5256.0,-4.5
1,115500,3.0,103.5,2.0,52.0,5.0,5259.5,False,5256.5,-3.0
1,115600,3.0,102.5,2.0,51.0,5.0,5257.5,False,5257.5,0.0
1,115700,3.0,102.5,3.0,50.5,5.0,5256.5,False,5257.5,1.0
1,115800,3.0,102.5,2.0,51.0,6.0,5257.0,False,5258.5,1.5
1,115900,3.0,103.5,2.0,51.0,6.0,5258.0,False,5257.5,-0.5
1,116000,3.0,101.5,2.0,50.0,6.0,5255.0,False,5257.5,2.5
1,116100,3.0,101.5,2.0,50.0,5.0,5254.5,False,5256.5,2.0
1,116200,3.0,101.5,2.0,50.0,5.0,5255.5,False,5255.5,0.0
1,116300,3.0,101.5,2.0,50.0,5.0,5255.5,False,5255.5,0.0
1,116400,3.0,102.5,3.0,50.5,5.0,5257.5,False,5256.5,-1.0
1,116500,3.0,102.5,3.0,50.5,5.0,5256.5,False,5257.5,1.0
1,116600,3.0,101.5,2.0,50.0,6.0,5256.0,False,5257.5,1.5
1,116700,3.0,101.5,2.0,50.0,5.0,5255.5,False,5258.5,3.0
1,116800,3.0,101.5,2.0,50.0,6.0,5256.0,False,5259.5,3.5
1,116900,3.0,101.5,2.0,50.0,5.0,5255.5,False,5259.5,4.0
1,117000,3.0,100.5,3.0,49.5,5.0,5254.5,False,5257.5,3.0
1,117100,3.0,101.5,2.0,50.0,6.0,5255.0,False,5257.5,2.5
1,117200,3.0,101.5,2.0,50.0,5.0,5255.5,False,5257.5,2.0
1,117300,3.0,101.5,2.0,50.0,5.0,5255.5,False,5258.0,2.5
1,117400,3.0,101.5,2.0,50.0,6.0,5256.0,False,5258.5,2.5
1,117500,3.0,102.5,2.0,50.0,5.0,5256.5,False,5258.5,2.0
1,117600,3.0,102.5,2.0,51.0,5.0,5257.5,False,5257.5,0.0
1,117700,3.0,102.5,2.0,51.0,5.0,5257.5,False,5257.5,0.0
1,117800,3.0,103.5,2.0,51.0,5.0,5258.5,False,5259.0,0.5
1,117900,3.0,102.5,2.0,51.0,5.0,5257.5,False,5258.5,1.0
1,118000,3.0,102.5,2.0,51.0,5.0,5257.5,False,5258.5,1.0
1,118100,3.0,101.5,2.0,50.0,5.0,5256.5,False,5258.5,2.0
1,118200,3.0,101.5,2.0,50.0,5.0,5255.5,False,5258.5,3.0
1,118300,3.0,101.5,2.0,50.0,5.0,5255.5,False,5257.5,2.0
1,118400,3.0,101.5,2.0,50.0,5.0,5256.5,False,5257.5,1.0
1,118500,3.0,102.5,3.0,50.5,5.0,5257.5,False,5260.5,3.0
1,118600,3.0,102.5,2.0,51.0,5.0,5257.5,False,5259.5,2.0
1,118700,3.0,103.5,2.0,51.0,5.0,5258.5,False,5262.5,4.0
1,118800,3.0,103.5,2.0,51.0,5.0,5259.5,False,5260.5,1.0
1,118900,3.0,103.5,3.0,51.5,5.0,5259.5,False,5261.5,2.0
1,119000,3.0,102.5,2.0,51.0,5.0,5257.5,False,5261.5,4.0
1,119100,3.0,102.5,2.0,51.0,5.0,5257.5,False,5262.5,5.0
1,119200,3.0,102.5,3.0,50.5,5.0,5257.5,False,5262.5,5.0
1,119300,4.0,103.0,2.0,51.0,6.0,5258.0,False,5262.0,4.0
1,119400,3.0,103.5,2.0,51.0,5.0,5258.5,False,5263.5,5.0
1,119500,3.0,103.5,2.0,51.0,5.0,5258.5,False,5264.5,6.0
1,119600,3.0,102.5,2.0,51.0,5.0,5257.5,False,5263.0,5.5
1,119700,3.0,102.5,2.0,51.0,5.0,5257.5,False,5264.5,7.0
1,119800,3.0,103.5,2.0,51.0,6.0,5259.0,False,5266.5,7.5
1,119900,3.0,103.5,2.0,51.0,5.0,5258.5,False,5265.5,7.0
1,120000,3.0,103.5,2.0,51.0,5.0,5258.5,False,5263.5,5.0
1,120100,3.0,102.5,2.0,51.0,3.0,5258.5,False,5265.0,6.5
1,120200,3.0,103.5,2.0,51.0,5.0,5258.5,False,5264.0,5.5
1,120300,1.0,101.5,1.0,49.5,5.0,5257.5,True,5264.0,6.5
1,120400,3.0,102.5,2.0,51.0,5.0,5257.5,False,5264.5,7.0
1,120500,3.0,103.5,2.0,51.0,3.0,5260.5,False,5263.5,3.0
1,120600,3.0,103.5,2.0,51.0,5.0,5259.5,False,5263.5,4.0
1,120700,4.0,105.0,2.0,52.0,3.0,5262.5,False,5262.5,0.0
1,120800,3.0,104.5,2.0,52.0,5.0,5260.5,False,5263.5,3.0
1,120900,3.0,105.5,3.0,52.5,5.0,5261.5,False,5263.5,2.0
1,121000,3.0,105.5,3.0,52.5,5.0,5261.5,False,5264.5,3.0
1,121100,3.0,105.5,2.0,53.0,5.0,5262.5,False,5264.5,2.0
1,121200,3.0,105.5,2.0,53.0,5.0,5262.5,False,5264.5,2.0
1,121300,3.0,105.5,3.0,52.5,6.0,5262.0,False,5264.5,2.5
1,121400,3.0,106.5,2.0,53.0,5.0,5263.5,False,5264.5,1.0
1,121500,3.0,107.5,3.0,53.5,5.0,5264.5,False,5264.5,0.0
1,121600,3.0,107.5,2.0,54.0,2.0,5263.0,False,5265.5,2.5
1,121700,3.0,107.5,2.0,54.0,5.0,5264.5,False,5265.0,0.5
1,121800,3.0,108.5,3.0,54.5,5.0,5266.5,False,5264.5,-2.0
1,121900,4.0,108.0,2.0,54.0,5.0,5265.5,False,5264.5,-1.0
1,122000,3.0,106.5,2.0,53.0,5.0,5263.5,False,5263.5,0.0
1,122100,3.0,107.5,2.0,54.0,6.0,5265.0,False,5265.5,0.5
1,122200,3.0,106.5,3.0,53.5,6.0,5264.0,False,5263.5,-0.5
1,122300,3.0,106.5,3.0,53.5,6.0,5264.0,False,5262.0,-2.0
1,122400,4.0,107.0,2.0,54.0,5.0,5264.5,False,5261.5,-3.0
1,122500,3.0,106.5,2.0,53.0,5.0,5263.5,False,5261.5,-2.0
1,122600,3.0,106.5,2.0,53.0,5.0,5263.5,False,5262.5,-1.0
1,122700,3.0,105.5,2.0,53.0,5.0,5262.5,False,5263.0,0.5
1,122800,3.0,106.5,2.0,53.0,5.0,5263.5,False,5264.5,1.0
1,122900,3.0,106.5,2.0,53.0,5.0,5263.5,False,5264.0,0.5
1,123000,3.0,106.5,3.0,53.5,5.0,5264.5,False,5264.5,0.0
1,123100,3.0,107.5,2.0,54.0,5.0,5264.5,False,5264.5,0.0
1,123200,4.0,107.0,3.0,53.5,5.0,5264.5,False,5265.0,0.5
1,123300,3.0,107.5,2.0,54.0,5.0,5264.5,False,5263.5,-1.0
1,123400,3.0,106.5,3.0,53.5,5.0,5264.5,False,5262.5,-2.0
1,123500,4.0,107.0,2.0,54.0,5.0,5264.5,False,5263.0,-1.5
1,123600,3.0,107.5,2.0,54.0,5.0,5265.5,False,5262.5,-3.0
1,123700,3.0,107.5,2.0,54.0,6.0,5265.0,False,5261.5,-3.5
1,123800,3.0,106.5,3.0,53.5,5.0,5264.5,False,5262.5,-2.0
1,123900,3.0,106.5,3.0,53.5,5.0,5264.5,False,5263.5,-1.0
1,124000,3.0,106.5,2.0,53.0,5.0,5263.5,False,5263.0,-0.5
1,124100,3.0,106.5,3.0,53.5,3.0,5265.5,False,5263.5,-2.0
1,124200,3.0,106.5,2.0,53.0,5.0,5263.5,False,5264.5,1.0
1,124300,3.0,105.5,3.0,52.5,6.0,5262.0,False,5265.5,3.5
1,124400,3.0,104.5,2.0,52.0,5.0,5261.5,False,5265.5,4.0
1,124500,3.0,104.5,2.0,52.0,5.0,5261.5,False,5266.5,5.0
1,124600,3.0,105.5,2.0,53.0,5.0,5262.5,False,5266.0,3.5
1,124700,3.0,105.5,2.0,53.0,6.0,5263.0,False,5265.5,2.5
